numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,startGraph,prune_limit,other_limit,triangle_limit,followtype,numedges,graph_seed,x_seed,truegraph,ll_tg,method,cost,ll,time,bestgraph,hit,miss,fa,cr
6,0.3,steyvers,5,20,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,64,1,1,:S__@_@A_@AB_@ABC`BCD_@C_ACEdEF_ABEbDHI`BbCDF`AcEF`BKaCDEbHLP_ADEJ,-286.359445852,uinvite,27.0,-253.943449841,0:00:02.827401,:S___@_AB`ABC`D_@_Ed_DEbDH`CDGJbDF`AEcEF`BKbCDEbHL_AEIJ,45,19,8,118
6,0.3,steyvers,5,20,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,64,1,1,:S__@_@A_@AB_@ABC`BCD_@C_ACEdEF_ABEbDHI`BbCDF`AcEF`BKaCDEbHLP_ADEJ,-275.598495105,uinvite_irt,28.0,-248.536957785,0:00:10.314399,:S___@_AB`ABC`D_@_@Ed_DEdH`CEJbDF`AEcEF`BKbCDEbHL_AEIJ,44,20,8,118
6,0.3,steyvers,5,20,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,63,2,2,:S__@_@A_@AB_@ABCcD`CDcDEaCD`ABCDcG_@IJcDH_BCDI_BMcDE_@DFOaCDLcDE,-297.6181397,uinvite,45.0,-262.627478924,0:00:01.798252,:S__@__AB_@ABCaCD_@D_E`E`ABH`GI_@cDGIbCDEI`BGKcDEFH_DFdEHILMaCEP,40,23,22,105
6,0.3,steyvers,5,20,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,63,2,2,:S__@_@A_@AB_@ABCcD`CDcDEaCD`ABCDcG_@IJcDH_BCDI_BMcDE_@DFOaCDLcDE,-284.977691348,uinvite_irt,44.0,-255.135137191,0:00:20.627673,:S__@__AB_@ABCaCD_@D_E`E`AB`GHI_@cDGHIbCDEI`BGKcDEFH_DFdEHILMaCEP,41,22,22,105
6,0.3,steyvers,5,20,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,66,3,3,:S__@_@A_@AB_@ABC_@C`ACD`ABD_@AE`EH_@E_@HI_@ADK_BGHL_@C_DL_GHLM_DL`H,-307.884662469,uinvite,39.0,-256.840574932,0:00:03.928206,:S__@`_@Ac_@`ACD_B_AD`HeIh_ABK_BHL_@CEKbKaGHMdL_@HO,38,28,11,113
6,0.3,steyvers,5,20,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,66,3,3,:S__@_@A_@AB_@ABC_@C`ACD`ABD_@AE`EH_@E_@HI_@ADK_BGHL_@C_DL_GHLM_DL`H,-294.604533503,uinvite_irt,41.0,-251.195734353,0:00:26.915567,:S__@`_@Ac_@`ACD_B_AD`AHeIh_ABHK_BHL_@CEKbKaGHMdL`HLO,38,28,13,111
6,0.3,steyvers,5,20,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,61,4,4,:S__@_@A_@AB_@ABC_@D_DE_DEF_ABdG_@DGaDEJ`ABC`ABL_CDEcL_AC_EG_GQ,-269.768059894,uinvite,25.0,-243.503048203,0:00:02.679462,:Sa@_A_@`AC_@D_DfbFGdG_@ACGdEHJ`BC`ABcDEaCL_C_EG_GQ,42,19,6,123
6,0.3,steyvers,5,20,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,61,4,4,:S__@_@A_@AB_@ABC_@D_DE_DEF_ABdG_@DGaDEJ`ABC`ABL_CDEcL_AC_EG_GQ,-261.827183569,uinvite_irt,25.0,-241.171906674,0:00:16.080460,:Sa@_@_@`AC_@D_DdFbFGdG_@ACG`DEHJ`BC`ABcDEaCL_ABC_EG_GQ,44,17,8,121
6,0.3,steyvers,5,20,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,67,5,5,:S__@_@A_@AB_@ABC_ABaC`ABDEaBEGaBbCDFH`ACDFaBHJ`G_CDEIaBJL_D`BDGKP`FK,-290.100183325,uinvite,30.0,-264.325551093,0:00:01.965198,:Sb?A_@B_@A_ABcaDEe`ABbDF`ACDaHJ`BG_ACDbEJLN_@D`BGHKP`,44,23,7,116
6,0.3,steyvers,5,20,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,67,5,5,:S__@_@A_@AB_@ABC_ABaC`ABDEaBEGaBbCDFH`ACDFaBHJ`G_CDEIaBJL_D`BDGKP`FK,-277.76631888,uinvite_irt,30.0,-256.006379185,0:00:20.163933,:Sb?A_@B_@AaBDcaBDEe`ABaBDF`ACDhJ`G_ACDIbEJLN_@D`BGHKP`F,45,22,8,115
6,0.3,steyvers,5,21,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,67,1,1,:T__@_@A_@AB_@ABC`BCD_@C_ACEdEF_ABEbDHI`BbCDF`AcEF`BKaCDEbHLP_ADEJeHR,-311.15383951,uinvite,32.0,-270.30357883,0:00:03.255456,:T___@A_B_AC`B_@C_BCEdFbE_IbDcDF`KcEF`EK`ACEMhIL_ABJeHR,44,23,9,134
6,0.3,steyvers,5,21,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,67,1,1,:T__@_@A_@AB_@ABC`BCD_@C_ACEdEF_ABEbDHI`BbCDF`AcEF`BKaCDEbHLP_ADEJeHR,-300.376487882,uinvite_irt,35.0,-265.448362543,0:00:16.234635,:T___@A_B_AC`B_@C_BCEcFbE_IbDHcDF`KcEF`EK`ACEMhIL_ABJeHR,43,24,11,132
6,0.3,steyvers,5,21,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,62,2,2,:T__@_@A_@AB_@ABCcD`BCDbC_BDFbC`AB`AH`CDGIdEcDGHaCDNcDM`AB`GI_@Q,-313.634105734,uinvite,32.0,-282.455701548,0:00:02.275137,:Ta?@_A_@AB_@ACa`BEc_DFGb`AF`FH`BGHIn?CGHdFNcDFMaBL`G_@Q,41,21,11,137
6,0.3,steyvers,5,21,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,62,2,2,:T__@_@A_@AB_@ABCcD`BCDbC_BDFbC`AB`AH`CDGIdEcDGHaCDNcDM`AB`GI_@Q,-302.76081766,uinvite_irt,29.0,-278.970455409,0:00:20.159676,:Ta?@_A_@AB_@Aa`BCDEc_DFb`AF`H`BGHIn?CGHdFKNcDMaBL`G_@Q,42,20,9,139
6,0.3,steyvers,5,21,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,68,3,3,:T__@_@A_@AB_@ABC_BD`BD_CEFcEFGbEGHdFH`BDaCDK`BDLbEGHI`ABEbEHdFJ`AB_DR,-294.727817591,uinvite,25.0,-275.290122903,0:00:01.847628,:Ta?@_A_@A_ABC_`BCD_CEbDEGbFGHdFH`Dc_@BDKLeGHIaBEbEHfJ`A_DQR,50,18,7,135
6,0.3,steyvers,5,21,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,68,3,3,:T__@_@A_@AB_@ABC_BD`BD_CEFcEFGbEGHdFH`BDaCDK`BDLbEGHI`ABEbEHdFJ`AB_DR,-283.597859045,uinvite_irt,26.0,-267.381606698,0:00:19.567780,:T__@_A_A_ABC_`BCD_EbCDEGbFGHdFH`CDc`BDKLeGHIaBEbEHMfJ`A_DQR,50,18,8,134
6,0.3,steyvers,5,21,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,77,4,4,:T__@_@A_@AB_@ABC_@ABD_@CD_@AD`ACEaBCF`CDEI`BD_@bCHIdEFGHbCHMaBFGL_@EGKN`EKbFLP,-313.05319026,uinvite,40.0,-280.711968972,0:00:01.900410,:Ta?@a_B`_@BD_@BD_@ADaCEaDF_EFI`BDaFbC`CDEFGHKbCHMfG_@E`FKbILP,48,29,11,122
6,0.3,steyvers,5,21,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,77,4,4,:T__@_@A_@AB_@ABC_@ABD_@CD_@AD`ACEaBCF`CDEI`BD_@bCHIdEFGHbCHMaBFGL_@EGKN`EKbFLP,-301.679855754,uinvite_irt,36.0,-273.909774302,0:00:17.281128,:Ta?@_A_@B`_@BD`BD_@ADaCEaDF_EFI`BDFaFbCcDEFGHKbCHMaFG_@EN_@FKbFLP,52,25,11,122
6,0.3,steyvers,5,21,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,75,5,5,:T__@_@A_@AB_@ABC_ABCaBCE`BCEcDF_AEaEFI_@ABFGcEJeFJL`ABHLfIJLbEHJM_FGLfMPaBHL,-314.376244775,uinvite,41.0,-278.657412153,0:00:03.842419,:Ta@_@`AB_@ABbCaB`CaBDF_AEf_@CIdEJeF`BHJLfIJL_FJMfGOfaHLN,44,31,10,125
6,0.3,steyvers,5,21,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,75,5,5,:T__@_@A_@AB_@ABC_ABCaBCE`BCEcDF_AEaEFI_@ABFGcEJeFJL`ABHLfIJLbEHJM_FGLfMPaBHL,-304.981627016,uinvite_irt,34.0,-275.947306474,0:00:25.800899,:Ta?@_@`AB_@ABbCaB`CcDF_AEf_@BGIdEJeF`BHJLfIJL_FJMfGJfaHLN,48,27,7,128
