S108,fish,rooster,1,1,1,1
S108,hamster,ape,1,0,0,0
S108,cheetah,leopard,1,1,1,1
S108,camel,donkey,1,1,1,1
S108,chicken,rooster,1,1,1,1
S108,ape,rat,0,1,0,0
S108,mammoth,sloth,1,1,1,1
S108,tiger,leopard,0,0,0,1
S108,zebra,hippopotamus,1,1,1,0
S108,bear,wolf,1,1,1,1
S108,owl,ape,1,1,1,1
S108,bat,whale,1,1,1,1
S108,chicken,cat,0,1,0,1
S108,otter,chipmunk,1,1,1,1
S108,chinchilla,rabbit,1,1,1,1
S108,parrot,hippopotamus,1,1,1,0
S108,parrot,sheep,1,1,1,1
S108,sheep,ram,1,1,1,1
S108,goose,chicken,0,1,1,0
S108,shark,whale,1,0,1,0
S108,shark,dolphin,1,1,1,1
S108,turtle,lizard,1,0,0,0
S108,lion,tiger,1,1,1,1
S108,orca,seal,1,1,1,1
S108,emu,ostrich,1,1,1,1
S108,otter,beaver,1,1,1,1
S108,crocodile,lizard,0,0,1,0
S108,turtle,rabbit,1,1,1,1
S108,alligator,elephant,1,1,1,1
S108,wolf,coyotee,1,1,1,1
S108,rabbit,rooster,1,1,1,1
S108,chipmunk,gorilla,1,1,1,1
S108,emu,rat,1,1,1,1
S108,orca,dolphin,1,1,1,1
S108,snake,hamster,1,1,1,1
S108,goose,octopus,1,1,1,1
S108,giraffe,ostrich,1,1,1,1
S108,cow,buffalo,1,1,1,1
S108,walrus,manatee,1,1,1,1
S108,chicken,pig,1,1,1,1
S108,walrus,coyotee,1,1,1,1
S108,sheep,pig,1,1,1,1
S108,monkey,gorilla,1,1,1,1
S108,snake,mouse,1,1,1,1
S108,turtle,rat,0,1,1,0
S108,parrot,hamster,1,1,1,1
S108,crocodile,chinchilla,0,1,1,0
S108,duck,horse,1,1,1,1
S108,dolphin,manatee,1,1,1,1
S108,hippopotamus,mouse,1,0,1,0
S108,tiger,otter,1,1,1,1
S108,fox,salmon,1,1,1,1
S108,rat,gorilla,1,1,1,1
S108,gazelle,cheetah,1,1,1,1
S108,chipmunk,possum,1,1,1,1
S108,elephant,leopard,1,1,1,1
S108,chicken,dog,1,1,1,1
S108,owl,chipmunk,1,1,1,0
S108,lion,elephant,0,0,0,1
S108,zebra,mammoth,1,1,1,1
S108,chipmunk,sloth,1,1,1,1
S108,ape,chipmunk,0,0,0,1
S108,bat,alligator,1,1,1,1
S108,dolphin,whale,1,1,1,1
S108,snake,rat,0,0,0,1
S108,pig,dog,0,0,0,1
S108,cow,ram,0,0,1,0
S108,seal,alligator,1,1,1,1
S108,seal,wolf,0,0,0,1
S108,cow,dog,1,1,1,1
S108,bear,tiger,0,1,1,0
S108,cat,dog,1,1,1,1
S108,wolf,donkey,1,1,1,1
S108,parrot,owl,1,1,1,1
S108,goose,duck,1,1,1,1
S108,rat,mouse,1,1,1,1
S108,horse,donkey,1,1,1,1
S108,tiger,cheetah,0,1,1,0
S108,hippopotamus,gazelle,1,1,1,1
S108,giraffe,lion,1,1,1,1
S108,lion,leopard,1,1,1,0
S108,salmon,tuna,1,1,1,1
S108,camel,lizard,1,1,1,1
S108,ape,gorilla,1,1,1,1
S108,fish,shrimp,1,1,1,1
S108,turtle,ape,0,0,1,1
S108,beaver,sloth,1,1,1,1
S108,bear,lion,1,0,0,0
S108,snake,turtle,1,1,1,1
S108,chicken,duck,1,0,0,0
S108,snake,monkey,1,1,1,1
S108,snake,lizard,0,1,1,0
S108,wolf,sheep,1,1,1,1
S108,cow,pig,1,1,1,1
S108,camel,elephant,1,1,1,1
S108,tuna,whale,1,1,1,1
S108,gorilla,sloth,1,1,1,0
S108,cat,pig,0,1,0,0
S108,octopus,shrimp,1,1,1,1
S108,leopard,possum,1,1,1,1
S108,lion,cheetah,1,0,0,0
S108,cow,sheep,1,1,1,1
S108,giraffe,elephant,1,1,1,1
S108,zebra,fox,1,1,1,1
S108,duck,lizard,1,1,1,1
S108,crocodile,alligator,1,1,1,1
S108,horse,buffalo,1,1,1,1
S108,giraffe,gazelle,1,1,1,1
S108,crocodile,turtle,1,1,1,1
S108,lion,gazelle,1,1,1,0
S108,bear,leopard,1,1,1,0
S108,snake,hippopotamus,0,1,0,0
S108,bear,seal,1,1,1,1
