S100,cougar,lion,1,1,1,1,1
S100,antelope,buffalo,1,1,1,1,1
S100,lemur,gorilla,1,1,1,1,1
S100,dolphin,orca,1,1,1,1,1
S100,goat,llama,1,1,1,1,1
S100,goat,horse,1,1,1,1,1
S100,koala,panda,1,1,1,1,1
S100,hog,pig,1,1,1,1,1
S100,chicken,rooster,1,1,1,1,1
S100,giraffe,hippopotamus,1,1,1,1,1
S100,platypus,otter,1,1,1,1,1
S100,bird,duck,1,1,1,1,1
S100,salmon,seal,1,1,1,1,1
S100,lemur,tapir,1,1,1,1,1
S100,lion,puma,1,1,1,1,1
S100,whale,fish,1,1,1,1,1
S100,monkey,chimpanzee,1,1,1,1,1
S100,opossum,vulture,1,1,1,1,1
S100,wolverine,beaver,1,1,1,1,1
S100,wolverine,ermine,1,1,1,1,1
S100,jellyfish,owl,1,1,1,1,1
S100,iguana,gecko,1,1,1,1,1
S100,sloth,parakeet,1,1,1,1,1
S100,donkey,cow,1,1,1,1,1
S100,bee,hornet,1,1,1,1,1
S100,ant,moth,1,1,1,1,1
S100,shark,squid,1,1,1,1,1
S100,turtle,lizard,1,1,1,1,1
S100,hawk,condor,1,1,1,1,1
S100,wasp,bee,1,1,1,1,1
S100,skunk,raccoon,1,1,1,1,1
S100,wasp,moth,1,1,1,1,1
S100,mink,weasel,1,1,1,1,1
S100,skunk,marmot,1,1,1,1,1
S100,human,ape,1,1,1,1,1
S100,hamster,chinchilla,1,1,1,1,1
S100,redpanda,panda,1,1,1,1,1
S100,possum,turtle,1,1,1,1,1
S100,ewe,elk,1,1,1,1,1
S100,dingo,jackal,1,1,1,1,1
S100,redpanda,fox,1,1,1,1,1
S100,bluejay,bluebird,1,1,1,1,1
S100,platypus,squid,1,1,1,1,1
S100,monkey,orangutan,1,1,1,1,1
S100,marmoset,chimpanzee,1,1,1,1,1
S100,lemur,orangutan,1,1,1,1,1
S100,fawn,elk,1,1,1,1,1
S100,reindeer,deer,1,1,1,1,1
S100,sheep,pig,1,1,1,1,1
S100,seal,walrus,1,1,1,1,1
S100,monkey,gorilla,1,1,1,1,1
S100,eagle,blueheron,1,1,1,1,1
S100,bluejay,raven,1,1,1,1,1
S100,panda,grizzlybear,1,1,1,1,1
S100,marmoset,gorilla,1,1,1,1,1
S100,oxen,buffalo,1,1,1,1,1
S100,eagle,vulture,1,1,1,1,1
S100,seagull,crab,1,1,1,1,1
S100,sheep,cow,1,1,1,1,1
S100,chameleon,newt,1,1,1,1,1
S100,crow,raven,1,1,1,1,1
S100,turkey,duck,1,1,1,1,1
S100,echidna,hedgehog,1,1,1,1,1
S100,elk,deer,1,1,1,1,1
S100,antelope,deer,1,1,1,1,1
S100,butterfly,moth,1,1,1,1,1
S100,monkey,ape,1,1,1,1,1
S100,elephant,hippopotamus,1,1,1,1,1
S100,waterbear,koala,1,1,1,1,1
S100,groundhog,beaver,1,1,1,1,1
S100,eagle,sparrow,1,1,1,1,1
S100,pony,horse,1,1,1,1,1
S100,tuna,salmon,1,1,1,1,1
S100,elephant,giraffe,1,1,1,1,1
S100,goose,duck,1,1,1,1,1
S100,sparrow,falcon,1,1,1,1,1
S100,cheetah,serval,1,1,1,1,1
