method,simnum,listnum,hit,miss,fa,cr,cost,startseed
uinvite,0,1,71,322,19,12308,341.0,0
uinvite,0,2,83,310,31,12296,341.0,0
uinvite,0,3,97,296,37,12290,333.0,0
