idx,cf,ef,numitems,persev,clustersize,clusterswitch
67,0.02,0.34,13.88,0.12,2.18080952381,5.92
68,0.02,0.36,13.92,0.08,2.41163492063,5.44
69,0.02,0.38,13.0,0.28,2.18919047619,5.52
70,0.02,0.4,12.68,0.12,2.00832900433,5.88
71,0.02,0.42,12.92,0.28,2.21584126984,5.28
72,0.02,0.44,11.76,0.16,2.48007936508,4.4
73,0.02,0.46,12.0,0.08,2.09412987013,5.48
74,0.02,0.48,11.96,0.12,1.97877777778,5.36
75,0.02,0.5,11.56,0.04,2.01826984127,5.24
76,0.02,0.52,11.0,0.12,2.12922510823,4.8
77,0.02,0.54,10.0,0.28,2.00138095238,4.44
78,0.02,0.56,10.2,0.0,1.93652380952,4.64
79,0.02,0.58,9.88,0.24,2.12242857143,4.28
80,0.02,0.6,8.8,0.08,2.01923809524,3.72
81,0.02,0.62,9.2,0.12,2.2850952381,3.76
82,0.02,0.64,9.12,0.16,1.94834920635,4.16
83,0.02,0.66,7.92,0.16,2.15685714286,3.2
84,0.02,0.68,7.56,0.12,1.81866666667,3.48
85,0.02,0.7,7.32,0.0,2.01628571429,3.24
86,0.02,0.72,7.2,0.0,1.9170952381,3.24
87,0.02,0.74,6.12,0.0,1.82771428571,2.84
88,0.02,0.76,5.88,0.08,1.62133333333,2.64
89,0.02,0.78,6.16,0.08,1.6660952381,2.96
90,0.02,0.8,4.84,0.04,1.344,2.56
91,0.02,0.82,4.76,0.12,1.95133333333,2.08
92,0.02,0.84,3.84,0.0,1.89333333333,1.4
93,0.02,0.86,3.88,0.16,nan,1.4
94,0.02,0.88,3.32,0.08,1.438,1.48
95,0.02,0.9,2.72,0.08,nan,0.96
96,0.02,0.92,1.88,0.04,nan,0.56
97,0.02,0.94,1.68,0.0,nan,0.44
98,0.02,0.96,1.16,0.0,nan,-0.12
99,0.02,0.98,0.36,0.04,nan,-0.64
100,0.04,0.0,18.0,0.52,2.35742857143,7.16
101,0.04,0.02,17.8,0.36,2.43661904762,6.76
102,0.04,0.04,17.52,0.4,2.23558730159,7.28
103,0.04,0.06,17.28,0.56,2.28993939394,7.08
104,0.04,0.08,17.16,0.6,2.4766984127,6.44
105,0.04,0.1,16.88,0.36,2.18764790765,7.16
106,0.04,0.12,16.76,0.6,2.21788167388,7.12
107,0.04,0.14,16.52,0.52,2.56467099567,6.44
108,0.04,0.16,16.12,0.6,2.52534920635,5.96
109,0.04,0.18,16.04,0.56,2.3201965812,6.36
110,0.04,0.2,15.32,0.4,2.14814285714,6.76
111,0.04,0.22,14.92,0.4,2.50725396825,5.4
112,0.04,0.24,14.96,0.52,1.97905772006,7.16
113,0.04,0.26,15.2,0.24,2.15452236652,6.36
114,0.04,0.28,14.68,0.6,2.35326839827,6.32
115,0.04,0.3,14.64,0.44,2.15152958153,6.56
116,0.04,0.32,13.84,0.4,2.03313275613,6.2
117,0.04,0.34,13.64,0.36,2.45995238095,5.28
118,0.04,0.36,13.2,0.16,2.35629004329,5.32
119,0.04,0.38,13.28,0.4,2.02085714286,6.08
120,0.04,0.4,12.56,0.2,1.90168253968,5.88
121,0.04,0.42,12.04,0.28,2.03171428571,5.4
122,0.04,0.44,12.44,0.2,2.0453015873,5.6
123,0.04,0.46,12.48,0.56,2.08104761905,5.12
124,0.04,0.48,11.36,0.28,2.11932467532,5.08
125,0.04,0.5,11.04,0.44,2.08666666667,4.76
126,0.04,0.52,10.64,0.32,1.81203174603,5.12
127,0.04,0.54,11.0,0.16,1.91855555556,5.28
128,0.04,0.56,10.0,0.32,2.07007936508,4.64
129,0.04,0.58,8.88,0.52,1.6483968254,4.56
130,0.04,0.6,10.6,0.48,1.83731746032,5.28
131,0.04,0.62,8.4,0.2,2.28180952381,3.28
132,0.04,0.64,8.68,0.24,1.9493015873,4.0
133,0.04,0.66,8.2,0.2,1.71695238095,4.2
134,0.04,0.68,7.8,0.12,1.69447619048,3.84
135,0.04,0.7,7.32,0.28,1.87233333333,3.04
136,0.04,0.72,6.72,0.2,1.65366666667,3.2
137,0.04,0.74,6.72,0.2,1.72923809524,3.04
138,0.04,0.76,6.12,0.28,2.16171428571,2.48
139,0.04,0.78,5.68,0.08,1.62466666667,2.76
140,0.04,0.8,5.36,0.2,1.72533333333,2.4
141,0.04,0.82,4.44,0.04,1.41266666667,2.24
142,0.04,0.84,3.88,0.04,nan,1.48
143,0.04,0.86,2.76,0.04,nan,1.2
144,0.04,0.88,2.72,0.12,nan,0.84
145,0.04,0.9,2.4,0.04,nan,0.88
146,0.04,0.92,2.16,0.08,nan,0.52
147,0.04,0.94,1.68,0.0,nan,0.52
148,0.04,0.96,1.2,0.0,nan,-0.04
149,0.04,0.98,0.64,0.0,nan,-0.48
150,0.06,0.0,18.0,0.64,2.16263136863,7.88
151,0.06,0.02,17.76,0.44,2.57885791986,6.88
152,0.06,0.04,17.6,0.56,2.52542135642,6.6
153,0.06,0.06,17.6,1.08,2.17925108225,7.52
154,0.06,0.08,17.4,1.24,2.35115873016,6.92
155,0.06,0.1,17.04,0.4,2.36655411255,6.84
156,0.06,0.12,16.2,0.36,2.25986435786,7.12
157,0.06,0.14,16.72,0.72,2.09356421356,7.28
158,0.06,0.16,16.0,0.72,2.32092496392,6.6
159,0.06,0.18,16.08,0.56,2.54474891775,6.28
160,0.06,0.2,15.68,0.76,2.11562049062,6.8
161,0.06,0.22,15.04,0.64,2.25755699856,6.44
162,0.06,0.24,14.68,0.64,2.26601587302,6.12
163,0.06,0.26,14.44,0.48,2.26644444444,5.8
164,0.06,0.28,14.6,0.52,2.4874963925,5.48
165,0.06,0.3,14.08,0.64,2.13107936508,6.12
166,0.06,0.32,13.96,0.56,2.5595959596,5.4
167,0.06,0.34,13.88,0.68,2.25272005772,5.68
168,0.06,0.36,13.56,1.04,2.17133333333,5.72
169,0.06,0.38,13.48,0.72,1.93158730159,6.4
170,0.06,0.4,12.96,0.56,2.12615873016,5.56
171,0.06,0.42,11.88,0.48,2.25892063492,4.72
172,0.06,0.44,11.92,0.64,2.18901587302,5.04
173,0.06,0.46,11.68,0.4,2.01523809524,5.08
174,0.06,0.48,10.92,0.24,2.18371428571,4.48
175,0.06,0.5,11.16,0.52,1.82411111111,5.48
176,0.06,0.52,10.52,0.44,2.22034920635,4.36
177,0.06,0.54,10.68,0.32,2.07776190476,4.72
178,0.06,0.56,10.28,0.8,2.26866666667,4.48
179,0.06,0.58,9.64,0.4,2.08095238095,4.28
180,0.06,0.6,9.36,0.44,1.93247619048,4.24
181,0.06,0.62,9.28,0.6,2.03757142857,3.8
182,0.06,0.64,9.04,0.56,1.73849206349,4.44
183,0.06,0.66,9.2,0.6,1.97384126984,4.04
184,0.06,0.68,7.68,0.36,1.71,3.8
185,0.06,0.7,7.56,0.32,2.20342857143,3.16
186,0.06,0.72,6.84,0.12,1.75733333333,3.08
187,0.06,0.74,7.44,0.2,1.86619047619,3.4
188,0.06,0.76,6.8,0.48,1.67719047619,3.32
189,0.06,0.78,5.48,0.28,1.85866666667,2.2
190,0.06,0.8,5.44,0.0,nan,2.12
191,0.06,0.82,4.52,0.24,nan,2.0
192,0.06,0.84,4.0,0.12,1.76666666667,1.68
193,0.06,0.86,3.52,0.52,1.59666666667,1.28
194,0.06,0.88,2.8,0.12,nan,1.12
195,0.06,0.9,2.8,0.08,nan,1.28
196,0.06,0.92,2.12,0.08,nan,0.64
197,0.06,0.94,1.44,0.2,nan,0.04
198,0.06,0.96,0.96,0.04,nan,-0.16
199,0.06,0.98,0.8,0.04,nan,-0.24
200,0.08,0.0,18.0,1.52,2.57400799201,6.88
201,0.08,0.02,17.84,0.76,2.22439393939,7.36
202,0.08,0.04,17.6,0.92,2.12178865579,7.72
203,0.08,0.06,17.48,1.16,2.45639471639,7.12
204,0.08,0.08,16.8,1.16,2.17017027417,7.28
205,0.08,0.1,16.6,1.0,2.27207070707,6.8
206,0.08,0.12,16.68,1.04,2.55823953824,6.16
207,0.08,0.14,16.36,1.2,2.3483968254,6.52
208,0.08,0.16,16.64,0.76,2.15511477411,7.32
209,0.08,0.18,15.72,0.92,2.33778144078,6.6
210,0.08,0.2,15.4,0.6,2.16076911977,6.64
211,0.08,0.22,15.28,0.96,2.27167765568,6.36
212,0.08,0.24,15.0,0.92,2.09726406926,6.84
213,0.08,0.26,15.28,0.96,2.0984029304,6.68
214,0.08,0.28,13.76,0.48,2.53767099567,5.12
215,0.08,0.3,14.16,0.64,2.10618903319,6.2
216,0.08,0.32,13.84,1.32,2.24422222222,5.84
217,0.08,0.34,13.76,0.56,1.9346031746,6.4
218,0.08,0.36,13.52,0.92,2.10728571429,6.0
219,0.08,0.38,13.0,0.64,2.14767532468,5.72
220,0.08,0.4,12.32,0.84,2.30976190476,5.08
221,0.08,0.42,12.56,0.4,2.30619047619,5.12
222,0.08,0.44,11.76,0.88,2.12438095238,4.92
223,0.08,0.46,10.6,0.6,2.22044444444,4.28
224,0.08,0.48,12.12,0.92,2.17173015873,5.08
225,0.08,0.5,10.64,0.84,1.8033968254,5.4
226,0.08,0.52,10.84,0.6,2.12828571429,4.68
227,0.08,0.54,9.92,0.76,1.92552380952,4.44
228,0.08,0.56,9.68,0.6,1.99347619048,4.08
229,0.08,0.58,10.08,0.48,1.804,4.84
230,0.08,0.6,9.56,0.84,2.0573968254,4.08
231,0.08,0.62,8.92,0.4,1.81268253968,4.24
232,0.08,0.64,8.52,0.52,2.04328571429,3.6
233,0.08,0.66,7.96,0.2,2.04419047619,3.52
234,0.08,0.68,8.08,0.64,1.88938095238,3.72
235,0.08,0.7,6.92,0.4,1.91833333333,3.08
236,0.08,0.72,6.92,0.36,1.84285714286,3.0
237,0.08,0.74,7.24,0.48,1.86657142857,3.16
238,0.08,0.76,5.8,0.28,1.588,2.96
239,0.08,0.78,5.52,0.32,1.54761904762,2.64
240,0.08,0.8,5.04,0.2,1.68333333333,2.24
241,0.08,0.82,5.0,0.4,1.98466666667,2.0
242,0.08,0.84,4.04,0.16,nan,1.96
243,0.08,0.86,3.96,0.08,1.594,1.6
244,0.08,0.88,3.68,0.44,1.654,1.56
245,0.08,0.9,2.84,0.28,1.44333333333,1.08
246,0.08,0.92,1.96,0.24,nan,0.48
247,0.08,0.94,1.64,0.04,nan,0.24
248,0.08,0.96,1.08,0.08,nan,-0.04
249,0.08,0.98,0.56,0.0,nan,-0.48
250,0.1,0.0,18.0,0.96,2.35576623377,7.32
251,0.1,0.02,17.84,1.2,2.36531535132,7.52
252,0.1,0.04,17.56,1.28,2.39534376734,6.88
253,0.1,0.06,17.4,1.76,2.23337229437,7.32
254,0.1,0.08,17.24,1.2,2.24107869908,7.36
255,0.1,0.1,16.84,1.68,2.46858152958,6.44
256,0.1,0.12,16.6,1.32,2.17152458652,7.4
257,0.1,0.14,16.76,0.92,2.58332467532,5.8
258,0.1,0.16,16.0,0.76,1.98624819625,7.68
259,0.1,0.18,15.88,0.76,2.3938023088,6.36
260,0.1,0.2,15.04,1.04,2.16836219336,6.6
261,0.1,0.22,14.84,0.68,1.89862515263,7.2
262,0.1,0.24,15.8,1.0,2.13096103896,7.04
263,0.1,0.26,15.12,1.16,2.00012987013,6.92
264,0.1,0.28,14.08,0.68,2.72152380952,5.64
265,0.1,0.3,13.36,0.88,2.39862193362,5.4
266,0.1,0.32,13.6,0.92,2.09834054834,5.84
267,0.1,0.34,13.64,1.12,1.97854545455,6.6
268,0.1,0.36,13.76,0.76,2.43502597403,5.36
269,0.1,0.38,12.84,0.6,2.14464357864,5.84
270,0.1,0.4,13.16,0.56,2.2617027417,5.4
271,0.1,0.42,12.88,1.12,2.52103751804,5.0
272,0.1,0.44,12.2,0.72,2.34484126984,4.68
273,0.1,0.46,11.72,1.16,2.29165079365,4.76
274,0.1,0.48,11.52,1.0,2.41166666667,4.16
275,0.1,0.5,10.76,0.84,2.04028571429,4.72
276,0.1,0.52,10.48,1.0,2.2553015873,4.52
277,0.1,0.54,10.24,0.84,2.01423809524,4.64
278,0.1,0.56,10.28,0.88,1.95365079365,4.56
279,0.1,0.58,8.88,0.48,1.93915873016,3.92
280,0.1,0.6,9.44,0.36,1.96855555556,4.4
281,0.1,0.62,8.52,0.56,2.18371428571,3.32
282,0.1,0.64,7.88,0.52,1.83959307359,3.64
283,0.1,0.66,8.0,0.76,1.96219047619,3.36
284,0.1,0.68,7.32,0.8,1.63647619048,3.72
285,0.1,0.7,7.08,0.48,1.95933333333,3.36
286,0.1,0.72,6.72,0.68,2.13576190476,2.6
287,0.1,0.74,6.96,0.48,1.89371428571,3.24
288,0.1,0.76,6.24,0.64,1.66019047619,3.04
289,0.1,0.78,5.76,0.48,1.53333333333,3.12
290,0.1,0.8,4.68,0.28,nan,2.0
291,0.1,0.82,5.2,0.48,1.85666666667,2.36
292,0.1,0.84,3.96,0.16,1.41066666667,1.88
293,0.1,0.86,3.84,0.16,1.936,1.24
294,0.1,0.88,3.44,0.44,nan,1.48
295,0.1,0.9,2.92,0.16,1.39733333333,1.16
296,0.1,0.92,2.92,0.24,1.44,1.2
297,0.1,0.94,2.04,0.2,1.22666666667,0.72
298,0.1,0.96,1.44,0.08,nan,0.16
299,0.1,0.98,0.64,0.0,nan,-0.4
300,0.12,0.0,18.0,1.28,2.40262337662,7.52
301,0.12,0.02,17.84,1.44,2.49953823954,6.68
302,0.12,0.04,17.48,2.08,2.00430813631,8.4
303,0.12,0.06,17.4,1.68,2.33097835498,6.92
304,0.12,0.08,17.2,1.36,2.40516883117,6.48
305,0.12,0.1,16.32,1.6,2.25877189477,6.8
306,0.12,0.12,16.96,1.24,2.59596969697,7.2
307,0.12,0.14,16.48,1.68,2.11694516595,7.12
308,0.12,0.16,16.16,1.48,2.29650971251,6.72
309,0.12,0.18,16.16,1.24,2.0132005772,7.4
310,0.12,0.2,15.44,1.56,2.29898412698,6.08
311,0.12,0.22,15.0,1.12,1.98134343434,6.92
312,0.12,0.24,15.2,0.88,2.19246031746,6.44
313,0.12,0.26,14.88,1.12,2.15663780664,6.24
314,0.12,0.28,13.88,0.76,2.07884126984,6.4
315,0.12,0.3,13.84,1.36,2.08447619048,6.08
316,0.12,0.32,14.36,1.04,2.11073015873,6.16
317,0.12,0.34,12.96,0.88,2.53795238095,4.68
318,0.12,0.36,13.2,1.48,2.36834920635,5.36
319,0.12,0.38,13.48,1.0,2.20741269841,5.4
320,0.12,0.4,12.56,0.88,2.33607070707,5.0
321,0.12,0.42,12.08,1.08,2.06938095238,5.28
322,0.12,0.44,12.72,1.28,2.06331746032,5.44
323,0.12,0.46,11.04,0.68,1.92538095238,4.92
324,0.12,0.48,11.6,0.92,1.82758730159,5.56
325,0.12,0.5,11.0,0.84,1.9250952381,5.12
326,0.12,0.52,11.16,1.04,2.18853968254,4.68
327,0.12,0.54,10.72,1.16,2.17749206349,4.72
328,0.12,0.56,10.52,1.36,2.15828571429,4.28
329,0.12,0.58,9.96,0.84,2.12919047619,4.16
330,0.12,0.6,10.12,0.96,2.50707936508,4.04
331,0.12,0.62,9.28,1.08,1.62941269841,4.88
332,0.12,0.64,9.08,1.12,1.8880952381,4.0
333,0.12,0.66,8.92,1.0,1.88963492063,3.96
334,0.12,0.68,7.88,0.52,1.76247619048,3.68
335,0.12,0.7,7.16,0.72,2.07371428571,2.76
336,0.12,0.72,7.32,0.48,1.74157142857,3.68
337,0.12,0.74,7.12,0.48,1.93,2.88
338,0.12,0.76,6.6,0.48,1.695,3.24
339,0.12,0.78,5.0,0.28,1.79,1.84
340,0.12,0.8,4.68,0.32,1.50666666667,2.08
341,0.12,0.82,4.2,0.4,1.55,1.92
342,0.12,0.84,4.44,0.28,1.69333333333,1.92
343,0.12,0.86,3.8,0.28,1.562,1.64
344,0.12,0.88,3.44,0.52,1.45333333333,1.48
345,0.12,0.9,2.84,0.24,nan,0.96
346,0.12,0.92,2.28,0.2,nan,0.6
347,0.12,0.94,1.88,0.2,nan,0.52
348,0.12,0.96,1.08,0.12,nan,-0.04
349,0.12,0.98,0.6,0.08,nan,-0.48
350,0.14,0.0,18.0,1.8,2.40148051948,7.08
351,0.14,0.02,18.0,1.92,2.37441558442,7.12
352,0.14,0.04,17.8,1.76,2.34493806194,7.16
353,0.14,0.06,17.28,1.56,2.14258730159,7.44
354,0.14,0.08,17.04,1.2,2.23733621934,6.96
355,0.14,0.1,17.08,1.48,2.26458008658,7.2
356,0.14,0.12,16.68,1.96,2.31277777778,6.6
357,0.14,0.14,16.44,2.0,2.32768253968,6.84
358,0.14,0.16,16.0,1.64,2.21138383838,6.84
359,0.14,0.18,16.32,1.96,2.50585714286,5.96
360,0.14,0.2,15.32,1.52,2.49832323232,6.16
361,0.14,0.22,15.36,1.6,2.30355555556,6.4
362,0.14,0.24,15.16,1.32,2.18688023088,6.44
363,0.14,0.26,15.56,1.0,2.15074458874,6.64
364,0.14,0.28,14.68,1.44,2.25676190476,6.28
365,0.14,0.3,14.56,1.68,2.50398412698,5.32
366,0.14,0.32,14.0,1.56,2.12385714286,5.92
367,0.14,0.34,13.36,1.44,2.15144877345,5.88
368,0.14,0.36,13.4,1.48,2.35959163059,5.32
369,0.14,0.38,13.4,1.28,2.21050793651,5.32
370,0.14,0.4,12.76,1.36,1.93875180375,6.0
371,0.14,0.42,12.68,1.64,2.11151370851,5.44
372,0.14,0.44,12.44,2.2,2.06911111111,5.64
373,0.14,0.46,11.76,1.32,2.17657142857,4.76
374,0.14,0.48,11.36,1.28,1.93672005772,5.4
375,0.14,0.5,11.72,1.08,2.274,4.6
376,0.14,0.52,11.08,1.08,2.48946320346,4.6
377,0.14,0.54,10.48,1.32,2.52188888889,4.08
378,0.14,0.56,9.84,0.92,2.11052380952,4.2
379,0.14,0.58,9.76,1.04,1.95015873016,4.84
380,0.14,0.6,9.44,0.84,2.17014285714,4.0
381,0.14,0.62,8.8,1.24,1.89671428571,4.0
382,0.14,0.64,8.16,0.68,1.90650793651,3.6
383,0.14,0.66,7.72,0.28,2.03771428571,3.32
384,0.14,0.68,8.08,0.92,1.83942857143,3.76
385,0.14,0.7,7.24,0.64,1.98961904762,3.32
386,0.14,0.72,7.08,0.8,2.24014285714,2.72
387,0.14,0.74,6.12,0.72,1.824,2.8
388,0.14,0.76,5.68,0.4,1.53704761905,2.84
389,0.14,0.78,5.44,0.6,1.62323809524,2.48
390,0.14,0.8,5.64,0.68,1.71266666667,2.52
391,0.14,0.82,4.4,0.48,1.88866666667,1.76
392,0.14,0.84,4.64,0.48,nan,2.64
393,0.14,0.86,3.6,0.48,1.9,1.12
394,0.14,0.88,4.08,0.28,1.47333333333,1.8
395,0.14,0.9,2.68,0.68,nan,1.08
396,0.14,0.92,3.24,0.28,nan,1.0
397,0.14,0.94,1.56,0.16,nan,0.28
398,0.14,0.96,1.28,0.0,nan,0.12
399,0.14,0.98,0.64,0.0,nan,-0.4
400,0.16,0.0,18.0,2.04,2.35114285714,7.04
401,0.16,0.02,17.76,1.72,2.30763492063,7.08
402,0.16,0.04,17.56,2.12,2.20312409812,7.52
403,0.16,0.06,17.44,2.0,2.15836763237,8.04
404,0.16,0.08,16.72,1.72,2.33181962482,6.8
405,0.16,0.1,17.04,2.44,2.31306782107,6.84
406,0.16,0.12,15.8,1.52,2.29281818182,6.48
407,0.16,0.14,16.4,1.96,2.21398778999,7.2
408,0.16,0.16,16.44,2.12,2.30818470418,6.68
409,0.16,0.18,15.64,1.96,2.34516017316,6.04
410,0.16,0.2,15.88,2.36,2.15604906205,6.8
411,0.16,0.22,15.64,2.28,2.54222943723,5.84
412,0.16,0.24,14.92,1.8,2.55758585859,6.12
413,0.16,0.26,15.24,2.32,2.07282772783,6.88
414,0.16,0.28,14.64,1.16,2.15395238095,6.16
415,0.16,0.3,14.36,1.36,1.9706031746,6.52
416,0.16,0.32,13.48,2.04,2.1886031746,5.68
417,0.16,0.34,14.2,1.68,2.03542601843,6.36
418,0.16,0.36,13.4,1.0,2.04883405483,6.24
419,0.16,0.38,13.56,1.4,2.04703174603,5.96
420,0.16,0.4,13.2,1.64,2.05442857143,5.76
421,0.16,0.42,12.64,1.28,2.1379047619,5.32
422,0.16,0.44,11.52,1.48,2.09849206349,4.76
423,0.16,0.46,12.2,1.6,2.12850793651,5.36
424,0.16,0.48,11.0,1.48,1.91776190476,5.08
425,0.16,0.5,10.72,0.72,2.15152380952,4.4
426,0.16,0.52,10.92,1.0,2.25014718615,4.16
427,0.16,0.54,10.68,1.08,2.65066666667,3.92
428,0.16,0.56,10.6,1.72,2.36025396825,4.08
429,0.16,0.58,10.12,1.08,2.1246031746,4.36
430,0.16,0.6,9.68,1.12,2.00861904762,4.24
431,0.16,0.62,8.44,0.88,1.58132034632,4.44
432,0.16,0.64,9.16,1.44,1.90603174603,4.28
433,0.16,0.66,8.6,1.2,1.85796825397,4.08
434,0.16,0.68,7.96,0.84,1.88057142857,3.48
435,0.16,0.7,8.04,0.96,1.99247619048,3.36
436,0.16,0.72,6.72,0.72,1.91323809524,2.88
437,0.16,0.74,7.2,0.88,1.76114285714,3.28
438,0.16,0.76,6.52,0.84,1.79161904762,3.04
439,0.16,0.78,5.8,0.88,1.83033333333,2.68
440,0.16,0.8,5.32,0.72,1.732,2.32
441,0.16,0.82,4.84,0.64,1.64133333333,2.24
442,0.16,0.84,4.28,0.36,nan,2.08
443,0.16,0.86,3.76,0.32,1.63333333333,1.68
444,0.16,0.88,3.16,0.88,1.55066666667,1.4
445,0.16,0.9,3.08,0.4,1.75333333333,1.08
446,0.16,0.92,2.4,0.28,1.42333333333,0.76
447,0.16,0.94,2.08,0.32,nan,0.56
448,0.16,0.96,1.0,0.08,nan,-0.12
449,0.16,0.98,0.52,0.08,nan,-0.52
450,0.18,0.0,18.0,2.36,2.27953246753,7.44
451,0.18,0.02,17.76,2.68,2.65362770563,6.16
452,0.18,0.04,17.68,1.84,2.24037373737,7.36
453,0.18,0.06,17.16,2.2,2.33922011322,6.88
454,0.18,0.08,17.2,2.96,2.43536796537,6.64
455,0.18,0.1,16.88,1.8,2.59226406926,6.28
456,0.18,0.12,16.84,2.04,2.2221038961,7.04
457,0.18,0.14,16.2,1.76,2.39852380952,6.88
458,0.18,0.16,16.32,1.52,2.55867676768,6.04
459,0.18,0.18,15.88,2.24,2.46572150072,6.2
460,0.18,0.2,15.48,1.84,2.5286031746,6.08
461,0.18,0.22,15.36,2.44,2.29441269841,6.28
462,0.18,0.24,15.2,2.08,2.46457142857,5.8
463,0.18,0.26,14.56,2.0,2.16123232323,6.36
464,0.18,0.28,14.52,2.36,2.29827705628,5.68
465,0.18,0.3,13.88,1.84,2.19837118437,5.92
466,0.18,0.32,14.12,1.68,2.32125974026,5.68
467,0.18,0.34,14.2,1.2,2.15676767677,6.24
468,0.18,0.36,13.48,1.72,2.25985714286,5.32
469,0.18,0.38,12.68,1.6,1.98947619048,6.0
470,0.18,0.4,12.96,2.16,2.30674603175,5.2
471,0.18,0.42,13.04,1.8,2.07716161616,5.68
472,0.18,0.44,13.32,1.64,2.3651991342,5.08
473,0.18,0.46,12.32,1.68,2.27668253968,5.2
474,0.18,0.48,11.2,1.04,2.17838095238,4.72
475,0.18,0.5,10.68,2.04,2.06531746032,4.4
476,0.18,0.52,10.88,1.4,2.17742857143,4.32
477,0.18,0.54,9.84,1.52,1.76744444444,4.84
478,0.18,0.56,10.12,1.16,1.77311111111,5.12
479,0.18,0.58,9.36,1.04,1.892,4.12
480,0.18,0.6,9.8,1.68,1.90601587302,4.52
481,0.18,0.62,8.88,1.76,1.92503174603,3.92
482,0.18,0.64,8.6,1.6,1.86738095238,4.08
483,0.18,0.66,8.4,1.32,2.13580952381,3.68
484,0.18,0.68,8.28,0.76,1.9019047619,3.68
485,0.18,0.7,6.92,0.96,1.84866666667,2.72
486,0.18,0.72,6.56,0.92,1.8770952381,2.84
487,0.18,0.74,6.84,0.8,2.10777777778,2.76
488,0.18,0.76,6.36,0.88,1.664,3.16
