numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,triangle_limit,startGraph,prune_limit,other_limit,rcutoff,followtype,numedges,graph_seed,x_seed,truegraph,ll_tg,ll_tg_prior,ll_tg_irt,ll_tg_irt_prior,cost_windowgraph,time_windowgraph,bestgraph_windowgraph,hit_windowgraph,miss_windowgraph,fa_windowgraph,cr_windowgraph,ll_windowgraph
6,0.3,steyvers,1,50,0.7,0.0,stationary,25,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2254.84603026,,,,96.0,0:00:01.339471,:q`_OS?F??_g_UAAAP?k?CE_`GGUIGbOpk?AA@o@gyGG__o_WV@AAqHIII_`@G}AMHo``Y?ABAPOkXD_appMAFDDA|OpFEdG?CILGDBKOOPIO@@[q]`@?gmISMp?ogs\dCQPOzCBAA@c~JJfBqUMZa`rALLAMO?PO{_`AQkhHGDhwg_YXLhzq`QidDCYPXDMidbB,121,52,44,1008,-2423.31171391
6,0.3,steyvers,1,50,0.7,0.0,stationary,26,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2345.06861303,,,,90.0,0:00:01.427046,:q`_OS?F??_g_UAAAP?k?CE_`GGUIGbO?ou?@@?w?s\CCOOWOKJ_`@XCdDDOO_c^@Ho``Y?ABAPOkXD_appMAFDDA|OpFEdG?CILGDBKOOPIO@@[oXNO__SVDIFW_WSYMqaHGg\a@`@?q^ddrqUMZa`rALLAMOaaACHIp@QQOJRpP?sqZRpRq`QidDCYPXDCfTbB,124,49,41,1011,-2515.53735329
6,0.3,steyvers,1,50,0.7,0.0,stationary,27,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2431.994372,,,,87.0,0:00:01.438087,:q`_OS?F??_g_UAAAP?k?CE_`GGUIGbO?ou?@@?w?s\CCOOWOKJ_`@XCdDDOO_c^@Ho``Y?ABAPOkXD_appMAFDDA{KSWbbQc?ADEcA`eGGGo@@[oXNO__SVDIFW_WSYMqaHGg\a@`@?q^ddr`xJFLpOx`Ee`FGPP@ACdW_hHGDhwg_YXLhwhxOhTQaaLGkafTQp`,126,47,40,1012,-2589.14224508
6,0.3,steyvers,1,50,0.7,0.0,stationary,28,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2512.97624303,,,,86.0,0:00:01.463948,:q`_OS?F??_g_UAAAP?k?CE_`GGUIGbO?ou?@@?w?s\CCOOWOKJ_`@XCdDDOO_c^@Ho``Y?ABAPOkXD_appMAFDDA{KSWbbQc?ADEcA`eGGGo@@[oXNO__mISMp?ogs\dCQPOzCBAA@c~EDdr`xJFLpOx`Ee`FGPO{_`AQkOSccAs{SOLKes{S{gSihPPEcUPRihWo,127,46,40,1012,-2680.60607806
6,0.3,steyvers,1,50,0.7,0.0,stationary,29,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2597.14349646,,,,82.0,0:00:01.563234,:q`_OS?F??_g_UAAAOo_U?ABOOcCJDCPg?WZ??__[?YMaAGGKGEDoO_kaQaagGOQN_cwOol?@@`GgUKaoPWwf@Baa`]EIKPphQ?@AbQ@OrCCCW?_mWKfg_SVDIFW_gs\OqaHOzCBAA@c~EDdr`xJFCEwg[obRObcGg]OO`HUGIIHH?lNDCBRHlNDJfdAdTIIGsaqI\NIdbB,131,42,40,1012,-2760.31159872
6,0.3,steyvers,1,50,0.7,0.0,stationary,30,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2692.33265246,,,,80.0,0:00:01.653632,:q_OoGI@??__[QAAAOo_U?ABOOcCJDCPg?WZ??__[?YMaAGGKGEDoO_kaQaagGOQN_cwGGl?@@`GgUKaoPWwf@Baa`iEIKPphQ?@AbQ@OrGGo@@[oXNP?gmISMp@Pgy`gdBkKGKGER{WUVMFck[OSLpOx`Ee`FGPO{_`AQkOSSQQ@X\NDCBRHlNDJfdAdTIIHDcSy]NidbB,132,41,39,1013,-2872.17052099
6,0.3,steyvers,1,50,0.7,0.0,stationary,31,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2786.04367802,,,,75.0,0:00:01.675373,:q_OoGI?B_?OSOJ??`GWOJABOO_]ADaaGs?KL_?OOM?LFP@CCECBAwGOUPHPPSCGHFoQ[CCU_?_ocSJEO_kCUMHoOwggY`abC[YS_?Ogs_SKqAK?OVKERsOIJadBkOSYMgYHOzCBBA@c~EDdr`xJFIEwg[obRObcGg]OO`HUGIIHH?kmfaa@hcufUpQxxOhTQaaPXDNFtQp`,135,38,37,1015,-2946.5090101
6,0.3,steyvers,1,50,0.7,0.0,stationary,32,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2877.42659653,,,,84.0,0:00:01.779420,:q_OoS?F??_g_U?@AOo_UCE_`?{CJDCPgWWUL_?OOM?LFP@CCECBAwGOUPHPPSCGHFoQ[CCU_?_ocSJEO_kCUMHoOwggY`abC[YS_?Ogs_SKqAK?OVKERsGGDDpQ`uGILFSLCg\a@``?q^bAqxo{dbaA`mIFKGssGxAIFcCCCHIp@QQOJJhwg_YXLhtkSSVNIDIiSSQJGhOy]NidbB,133,40,44,1008,-3063.68356368
6,0.3,steyvers,1,50,0.7,0.0,stationary,33,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2963.18523351,,,,80.0,0:00:01.809121,:q_OoGI?B_?OSOJ??`GWOJABOO_]ADaaGsKKJEo?GGF?Ebg_aABA@`[CGJGcggiACCbwHMAAJO?OWQIDbGOUAJFCwG[SS`abC[YS_?Ogs_SKqAK?OVKERsGGDDpQ`uGILFSLCg\a@``?q^bAqxo{`ba@POvDBeCYYC[`DBqACHIp@QQOJJhwg_YXLhtkSm]SITSggcUPRhw}iUKN,134,39,41,1011,-3130.34353397
6,0.3,steyvers,1,50,0.7,0.0,stationary,34,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3045.67855815,,,,80.0,0:00:01.896814,:q_OoGI?B_?OSOJ??`GWOJABOO_]ADaaGsKKJEo?GGF?Ebg_aABA@`[CGJGcggiACCbwHGf@@Dg?GKHDApcGJ@Dba[CMIIOpPaMLIO?GSYOIEX@E?GJeBHyCCAawhOzCBAbPtBIGdBkOKKGER{GKJJfBqEMGDDB[SMWPhgPqCSNGGOcjCDHH?kmfaa@hcufUpQxxOhTQaaPXDMfbyhWo,136,37,43,1009,-3225.48907314
6,0.3,steyvers,1,50,0.7,0.0,stationary,35,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3132.33505075,,,,74.0,0:00:01.771456,:q_OoGI?B_?OSOJ??`GWOJABOO_]ACApPCY?EEo?GGF?Ebg_aABA@`[CGJGcggiACCbwHGf@@Dg?GKHDApcGJ@Dba[CMIIOpPaMLIO?GSYOIEX@E?GJeBHyCCDpQ`uGEDEbkgaSMp@`?q^`@`Xo{`ba@POvDBeCYYC[`DBqACHIp@QQOJJhwg_YXLhtkSm]SITSggcUPRhw}cTJN,137,36,38,1014,-3304.42397998
6,0.3,steyvers,1,50,0.7,0.0,stationary,36,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3225.73438969,,,,75.0,0:00:01.891101,:q_OoGI?B_?OSOJ??`GWOJABOO_]ACApPCY?EEo?GGF?Ebg_aABA@`[CGJGcggiACCbwHGf@@Dg?GKHDApcGJ@Dba[CMIIOo_gpFEdG?CILGDBK_b?CDr@c|AAAwhOzCBAbPuSPIFW_WOOKfwOWUVMFcK[OIIEwg[obRObcGg]OO`HUGIQQ@X\NDCBRHlMladrq`QidDCaqI\NFsahX,138,35,40,1012,-3412.4737007
6,0.3,steyvers,1,50,0.7,0.0,stationary,37,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3316.72808425,,,,71.0,0:00:01.855650,:q_OoGI?B_?OSOJ??`GWOJABOO_]ACApPCY?EEo?GGF?Ebg_aABA@`[CGJGcggiACCbwHGf@@Dg?GKIDbGOUAJFCwG[SS``@PaMLIO?GSYOIEX@E?GJeBHyCCDpQ`uGEDEbkgaSMoo_WOXNo_okm[NGWw_SSLpOx`Ee`FGPO{_`AQkOSccAqy]IGEeRY\ZDJfdAdTIIHDcSg\NFsahX,140,33,38,1014,-3494.26360123
6,0.3,steyvers,1,50,0.7,0.0,stationary,38,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3401.87409322,,,,71.0,0:00:01.975441,:q_OoGI?B_?OSOJ??`GWOJABOO_SN@ApPCYEEDbW?CCB_BPsOP@@`?omACDcQSOII_`@G}AQHoOPY?ABA`WqCD_appMAFDDGWOSWbbQc?ADEcA`eOPIO@@[oXNO__mISMp?ogs\gdBkKGECER{GKJJfBqEMGDDB[SMWPhgPqCSNGGOcjCDHH?kmfaa@hcufUpQxxOhTQaaPXDIFRqhX,140,33,38,1014,-3570.06755389
6,0.3,steyvers,1,50,0.7,0.0,stationary,39,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3489.48453296,,,,69.0,0:00:02.003951,:q_OoGI?B_?OSOJ??`GWOJABOO_]ACApPCYEEDbW?CCB_BPsOP@@`?omACDcQSST@AAP{CcR__as?CEDApcGJ@Dba[CMIIOo_gpDBbQc?ADEcA`eOPIO@@[oXNO__SVDIFW_WSYMqaHOzBA@`@c~ABAqxo{`ba@POv@A`rALLAMOa`x@ACdW_hHGDds{SOLKesyuIVNIDIiSSQJGhO{iU^,142,31,38,1014,-3645.56555304
