numx,TrueGraph,NaiveRW,UINVITEnoprior,UINVITEwithprior
3,-0.942184094325,0.247064819384,0.248873226548,0.248873226548
3,-1.22760239026,-24.567832525,-24.567832525,-1.28576551695
3,0.110031297615,-0.191591793458,-4.74275765182,-0.42165094763
3,-2.65751108917,-1.43880018141,-1.43880018141,0.247285419239
3,0.240145428672,-1.74504852579,-2.04484129734,-2.04484129734
3,-1.15040116389,-1.05744638945,-5.00259269671,-1.45031663523
3,0.117637870909,-1.54184377017,-0.592603563334,-0.592603563334
3,-0.235726028843,0.12589829291,0.12589829291,0.12589829291
3,-0.847215856488,-1.54548244573,-4.57161146991,-1.3577543704
3,-1.01509568331,-0.672041715561,-1.47448215715,-0.672041715561
4,-0.942184094325,-0.139525425854,-0.116062818644,-0.116062818644
4,-1.22760239026,-0.0202195745579,-1.01840638012,-3.35549461706
4,0.110031297615,-0.399438027978,-0.14247775785,-0.427420301735
4,-2.65751108917,-0.063421873572,0.209556788839,0.249074907332
4,0.240145428672,-0.56879242342,-0.869192646645,-0.381092541901
4,-1.15040116389,0.184976361005,0.108749018196,0.108749018196
4,0.117637870909,-0.107200411377,-0.488284559333,-0.488284559333
4,-0.235726028843,-0.170092157489,0.102133020891,0.102133020891
4,-0.253226095985,0.193986975197,-0.412760318637,-0.543247206457
4,0.246745015722,-0.937426093428,-1.62051551293,-0.82538415856
5,-0.942184094325,-0.381530830918,-0.595313731402,-0.595313731402
5,-1.22760239026,0.0727370655328,-1.40245255781,-0.0184014187502
5,0.110031297615,-0.162342562062,0.0706214048681,0.0706214048681
5,-2.65751108917,0.0720363521929,0.0708447496406,0.247258162229
5,0.240145428672,0.0256221482072,-1.03040646575,-0.784469985487
5,-1.15040116389,0.209532411893,-0.262267313311,-1.28653145797
5,0.117637870909,-0.551352846156,-1.85761816313,-1.12333556607
5,-0.235726028843,-0.24515361155,-0.0281535491822,-0.0281535491822
5,-0.253226095985,-0.0273232335886,-0.11363916469,-0.136580344403
5,0.246745015722,-0.657125062194,-1.00546843793,-0.410165747883
6,-0.942184094325,-0.226620523565,-1.16638833622,-0.713265445789
6,-1.22760239026,0.242099270902,-1.27947730749,-1.27947730749
6,0.110031297615,-0.0510923675827,0.249637759498,0.249637759498
6,-0.0419762649261,-0.481406948067,-0.558281047809,-0.516094719621
6,0.138021234102,-0.258485517405,0.242772707409,-0.0370713174468
6,-2.65751108917,0.218985123246,0.22376774886,0.197841408802
6,0.240145428672,-0.106048119923,-1.3782559832,-0.942805529563
6,-1.15040116389,-0.0269551960628,-1.1438217964,-1.19125706807
6,0.117637870909,-0.273858223652,0.197653946412,0.197653946412
6,-0.235726028843,0.0246168437942,0.145918071524,0.24339044507
7,-0.942184094325,-0.183986464552,-1.695252405,-1.37916557767
7,-1.22760239026,0.207401102122,-1.79194019232,-1.59501570002
7,0.110031297615,-0.104517682895,0.131261231747,0.225553876293
7,-0.0419762649261,-0.318795682554,-1.15532929579,-0.833924984767
7,0.138021234102,-0.266392628115,-0.432248836319,-0.432248836319
7,-2.65751108917,0.237773764531,0.24930753969,0.247262043781
