subj,node1,node2,bb1,bb2,bb3,bb4,bb5,bb6,bb7,bb8,bb9,zibb1,zibb2,zibb3,zibb4,zibb5,zibb6,zibb7,zibb8,zibb9
S100,monkey,lobster,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,cheetah,leopard,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
S100,lamb,cow,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,rat,hamster,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,lamb,goat,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,lamb,skunk,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,groundhog,marmoset,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,fawn,leopard,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,gerbil,rabbit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,hippopotamus,tapir,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,emu,lion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,pelican,penguin,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,reindeer,moose,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,platypus,beaver,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,donkey,guineapig,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,chicken,otter,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,hawk,gazelle,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,rhinoceros,zebra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,spider,alligator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,bison,boar,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,parrot,finch,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,ostrich,ferret,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,cat,ewe,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,tiger,vulture,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,prairiedog,ferret,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,guineapig,hamster,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,treefrog,spider,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,octopus,cuttlefish,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,goose,frog,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,hummingbird,parakeet,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,bear,fish,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,narwhal,honeybadger,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,seahorse,lobster,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,eagle,aardvark,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,ferret,weasel,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,panda,tortoise,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,llama,beaver,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,tiger,lynx,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,monkey,guineapig,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,crocodile,crab,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,monkey,bird,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,fly,bird,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,hawk,pig,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,rat,ewe,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,gazelle,lion,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,zebra,aardvark,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,skunk,squirrel,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,shark,gazelle,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,donkey,bird,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,chipmunk,guineapig,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,rat,raccoon,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,owl,chimpanzee,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,squid,whale,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,dog,barracuda,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,ostrich,bear,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,shrew,mouse,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,bluejay,rooster,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,wolverine,badger,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,bull,octopus,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,bluejay,raccoon,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,kangaroo,duck,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,giraffe,porcupine,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,cat,gerbil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,llama,meerkat,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,pigeon,horse,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,horse,panda,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,cardinal,raccoon,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,coyote,prairiedog,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,hog,pig,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,puma,mouse,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,whale,fish,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,iguana,turtle,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,snake,gecko,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,toucan,deer,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,tiger,wildcat,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,pony,alligator,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,lizard,frog,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,polarbear,fox,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,whale,finch,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,cow,bull,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
S100,rat,buffalo,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,squirrel,mole,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,jellyfish,starfish,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,chipmunk,chimpanzee,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,peacock,tarantula,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,turtle,ferret,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,dingo,capybara,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,fly,deer,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,snake,rat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,fly,cricket,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,ostrich,toucan,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,dingo,koala,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,donkey,cobra,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,blackbear,polarbear,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,chicken,cow,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
S100,cheetah,wolverine,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,panda,polarbear,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,llama,skunk,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,goat,turkey,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,rooster,mole,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,sloth,buffalo,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,mule,alpaca,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,llama,elk,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,panda,gorilla,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,crow,guineapig,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,dolphin,otter,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,jaguar,tiger,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,mouse,wombat,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,bison,buffalo,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
S100,boar,deer,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,dolphin,spider,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,chameleon,snake,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,wolf,crab,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,chicken,duck,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
S100,hyena,meerkat,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,pigeon,robin,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,turtle,toad,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,cow,pig,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,lemur,jaguar,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,whale,penguin,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,crocodile,firefly,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,bird,swan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,shark,seal,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,whale,toad,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,dog,mouse,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,lemur,skunk,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,hippopotamus,parakeet,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,blackbear,leopard,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,cow,cuttlefish,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,mouse,chinchilla,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,manatee,penguin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,lizard,squid,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,anteater,bobcat,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,hamster,shrimp,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,parrot,cat,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,shark,aardvark,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,rat,mole,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,cougar,lion,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,caterpillar,butterfly,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,shark,penguin,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,dolphin,orca,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
S100,bull,ox,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,goat,llama,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,dolphin,shrimp,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,dolphin,leopard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,chicken,rooster,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,giraffe,hippopotamus,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
S100,lion,rattlesnake,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,dingo,lion,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,jellyfish,ostrich,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,sloth,crab,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,dog,raccoon,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,monkey,baboon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,coyote,owl,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,llama,aardvark,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,parrot,ant,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,fly,butterfly,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,mule,wolf,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,whale,octopus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,beaver,fox,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,snake,badger,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,dog,bird,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,bat,chimpanzee,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,porcupine,mole,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,hippopotamus,elk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,peacock,chicken,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,pony,tiger,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,wolverine,sloth,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
S100,bee,lion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,pheasant,whale,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,clownfish,rattlesnake,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,seagull,bear,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,ox,gorilla,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,platypus,squid,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,marmoset,chimpanzee,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,lemur,orangutan,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,elephant,gazelle,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,antelope,cougar,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,monkey,polarbear,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,toucan,rabbit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,sheep,pig,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,vulture,deer,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,wolverine,lynx,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,turtle,eel,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,cougar,puma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,dolphin,manatee,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
S100,woodchuck,mule,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,lamb,chinchilla,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,seagull,crab,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,cougar,owl,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,salamander,dog,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,cheetah,camel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,donkey,bull,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,crow,raven,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,iguana,hamster,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,turkey,duck,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,raccoon,armadillo,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,ibis,octopus,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,horse,ram,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,snake,guineapig,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,canary,spider,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,sloth,lizard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,dog,mole,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,seagull,sparrow,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,hyena,lion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,monkey,ape,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,python,horse,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,eel,slug,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,dog,chinchilla,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,parrot,koala,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,ram,owl,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,salamander,bee,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,eagle,sparrow,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,elephant,giraffe,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
S100,rat,gopher,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,turtle,armadillo,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,robin,rabbit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,hawk,bluejay,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,prairiedog,koala,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,rat,mouse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,seal,whale,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,horse,donkey,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,zebra,puma,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,weasel,ermine,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,dingo,monkey,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,giraffe,penguin,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,emu,aardvark,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,eel,octopus,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,rat,bat,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,dolphin,walrus,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,slug,worm,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
S100,giraffe,camel,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,seagull,goose,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,pigeon,finch,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
S100,beaver,walrus,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,otter,whale,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,swan,frog,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,canary,toucan,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,lemur,moose,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,deer,buffalo,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,eagle,bear,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,spider,ant,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
S100,bird,lion,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,skunk,deer,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,crow,ox,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,mule,cow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,komododragon,panda,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,shark,swordfish,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,shark,bass,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,snake,koala,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,bluejay,condor,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,crocodile,alligator,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
S100,snake,rabbit,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,hyena,jackal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,pigeon,squirrel,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,rhinoceros,reindeer,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,skunk,rabbit,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,giraffe,zebra,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
S100,lamb,sheep,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0
S100,sheep,chicken,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,dove,goose,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,porcupine,raccoon,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,shark,clownfish,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,kitten,dog,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,ant,squirrel,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,bee,ant,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,zebra,ox,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,ostrich,turkey,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,orca,whale,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,llama,alpaca,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
S100,chipmunk,skunk,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,goat,camel,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,parrot,parakeet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,lobster,shrimp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,eagle,hummingbird,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,bee,mosquito,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,camel,oxen,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,lion,tiger,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,peacock,swan,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,anteater,lamb,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,parrot,squirrel,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,squirrel,meerkat,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,whale,manatee,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,python,cobra,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
S100,baboon,hamster,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
S100,shark,dolphin,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
S100,beaver,raccoon,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
S100,narwhal,seal,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,jellyfish,platypus,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
S100,rat,rabbit,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,chipmunk,gorilla,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,platypus,eagle,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100,woodpecker,hamster,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,platypus,dog,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
S100,lemur,starfish,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
S100,zebra,horse,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
