subj,node1,node2,irt5,irt9,irt95
S119,opossum,hippopotamus,1,1,1
S119,pig,lizard,0,0,1
S119,frog,squirrel,1,1,1
S119,pig,turkey,1,1,1
S119,lion,spider,1,1,1
S119,rhinoceros,elephant,1,1,1
S119,swan,elephant,1,1,1
S119,pig,cow,1,1,1
S119,horse,parrot,1,1,1
S119,elephant,dog,0,1,0
S119,duck,chicken,1,1,1
S119,shark,cat,0,0,1
S119,rhinoceros,spider,1,1,0
S119,pig,chicken,1,1,1
S119,jaguar,dog,1,1,0
S119,goose,swan,1,1,1
S119,whale,dog,1,1,0
S119,elephant,tiger,1,1,1
S119,rhinoceros,hippopotamus,1,1,1
S119,tiger,jaguar,1,1,1
S119,opossum,emu,1,1,0
S119,chicken,turkey,1,1,1
S119,shark,snake,1,1,1
S119,opossum,skunk,1,1,1
S119,raven,penguin,1,1,1
S119,mouse,snake,1,1,1
S119,emu,skunk,1,1,1
S119,penguin,dog,0,1,0
S119,elephant,lion,1,1,1
S119,parrot,dog,1,1,1
S119,monkey,gorilla,1,1,1
S119,dolphin,lion,1,1,1
S119,crow,tiger,1,0,0
S119,ant,emu,0,1,1
S119,whale,lizard,1,1,1
S119,rat,spider,1,1,1
S119,horse,cow,1,1,1
S119,snake,whale,1,0,1
S119,monkey,tiger,1,1,1
S119,bear,giraffe,1,1,1
S119,rhinoceros,meerkat,1,1,1
S119,fish,spider,1,1,1
S119,shark,meerkat,1,0,0
S119,penguin,emu,1,0,0
S119,penguin,parrot,1,1,1
S119,hippopotamus,spider,0,0,1
S119,opossum,squirrel,1,1,1
S119,shark,dog,1,1,0
S119,rhinoceros,tiger,1,1,0
S119,rat,mouse,1,1,1
S119,frog,snake,1,1,1
S119,parrot,cat,1,1,1
S119,jaguar,parrot,0,0,1
S119,shark,fish,0,1,0
S119,tiger,dog,0,1,0
S119,rhinoceros,lion,1,1,1
S119,shark,whale,1,1,1
S119,emu,gorilla,1,1,1
S119,donkey,emu,1,1,1
S119,opossum,lizard,1,1,1
S119,donkey,cow,1,1,1
S119,tiger,penguin,0,0,1
S119,opossum,bear,1,1,1
S119,hippopotamus,skunk,1,1,1
S119,turkey,bear,1,1,1
S119,dog,cat,1,1,1
S119,dolphin,whale,1,1,1
S119,ant,lizard,1,0,0
S119,emu,lizard,1,1,1
S119,fish,cat,1,1,1
S119,lion,tiger,1,1,1
S119,fly,ant,1,1,1
S119,rhinoceros,snake,0,1,0
S119,lion,dog,0,1,0
S119,crow,raven,1,1,1
S119,whale,emu,0,1,0
S119,snake,lizard,1,1,1
S119,fish,dog,1,1,0
S119,goose,chicken,1,1,1
