S112,bull,fish,0,1,0
S112,squirrel,squid,1,0,1
S112,bear,panther,1,0,1
S112,alligator,hippopotamus,1,0,1
S112,fish,pig,1,0,1
S112,bear,fox,1,0,1
S112,scorpion,coyote,1,0,1
S112,cricket,grasshopper,1,1,1
S112,squirrel,raccoon,1,1,1
S112,zebra,hippopotamus,1,0,1
S112,gopher,mole,1,1,1
S112,scorpion,bee,1,0,1
S112,fish,octopus,1,0,1
S112,chicken,wolf,1,1,1
S112,tiger,giraffe,1,0,1
S112,starfish,whale,1,0,1
S112,sloth,koalabear,1,1,1
S112,shark,whale,1,1,1
S112,cat,squid,0,0,1
S112,cricket,snake,1,0,1
S112,monkey,giraffe,1,0,1
S112,squirrel,bear,1,0,1
S112,zebra,leopard,1,0,1
S112,beetle,gopher,1,1,1
S112,mouse,cockroach,1,0,1
S112,bird,octopus,1,0,1
S112,crocodile,giraffe,1,0,1
S112,koalabear,hamster,1,1,1
S112,gopher,crab,1,0,0
S112,sloth,hamster,1,1,1
S112,bear,penguin,1,0,1
S112,snake,hamster,1,0,1
S112,beetle,grasshopper,1,1,1
S112,beetle,crab,1,0,1
S112,starfish,lobster,1,0,1
S112,leopard,hyena,1,0,1
S112,spider,koalabear,1,0,1
S112,cricket,panda,1,0,1
S112,gopher,prairiedog,0,1,0
S112,chicken,bull,1,0,1
S112,monkey,gorilla,1,1,1
S112,snake,mouse,1,0,1
S112,leopard,raccoon,1,0,1
S112,cat,bird,1,1,1
S112,bull,cow,1,1,1
S112,prairiedog,mole,1,1,1
S112,crab,whale,1,0,1
S112,squid,octopus,1,0,1
S112,beetle,cricket,0,1,0
S112,tiger,octopus,1,0,1
S112,chicken,fish,1,1,1
S112,crab,squid,1,0,1
S112,penguin,panda,1,0,1
S112,squid,bird,1,1,0
S112,sloth,monkey,1,0,1
S112,pig,cow,1,1,1
S112,bird,dog,1,1,1
S112,snake,pig,1,0,1
S112,hornet,bee,1,0,1
S112,leopard,panther,1,1,1
S112,penguin,gorilla,1,1,1
S112,scorpion,spider,1,0,1
S112,cricket,tiger,1,0,1
S112,cat,dog,1,1,1
S112,crocodile,alligator,1,0,1
S112,wasp,hornet,1,0,1
S112,penguin,seal,1,1,1
S112,coyote,wolf,1,0,1
S112,bear,wolf,0,1,0
S112,scorpion,rat,1,0,1
S112,fox,wolf,1,0,1
S112,lion,leopard,1,0,1
S112,bear,coyote,1,0,1
S112,rat,hamster,1,0,1
S112,tiger,lion,1,1,1
S112,coyote,penguin,0,1,0
S112,giraffe,hyena,1,0,1
S112,cockroach,panther,1,0,1
S112,woodpecker,hummingbird,1,0,1
S112,shark,seal,1,0,1
S112,prairiedog,snake,1,0,1
S112,crab,lobster,1,0,1
S112,shark,pig,1,0,1
S112,coyote,seal,1,0,1
S112,hummingbird,cow,1,0,1
S112,monkey,penguin,0,1,0
S112,woodpecker,raccoon,1,0,1
S112,bear,rat,1,0,1
S112,bull,pig,1,1,0
S112,crab,grasshopper,1,0,1
S112,lion,squid,1,0,1
S112,rat,mouse,1,1,1
