subj,node1,node2,u-invite,priming,rw,windowgraph
S11,eagle,owl,1,1,1,1
S11,barnowl,greathornedowl,1,1,1,1
S11,lion,mountainlion,1,1,1,1
S11,lion,husky,1,1,1,1
S11,sparrow,barnowl,1,1,1,1
S11,halibut,salmon,1,1,1,1
S11,wolfspider,daddylonglegs,1,1,1,1
S11,trout,salmon,1,1,1,1
S11,mouse,redtailedhawk,1,1,1,1
S11,jellyfish,trout,1,1,1,1
S11,puddle,yorkie,1,1,1,1
S11,jellyfish,hammerheadshark,1,1,1,1
S11,tibetanterrier,terrier,1,1,1,1
S11,crocodile,reptile,1,1,1,1
S11,rottweiler,labrador,1,1,1,1
S11,wildebeest,hippopotamus,1,1,1,1
S11,dolphin,clownfish,1,1,1,1
S11,tibetanterrier,dog,1,1,1,1
S11,wolf,yorkie,1,1,1,1
S11,shark,hammerheadshark,1,1,1,1
S11,chimpanzeee,bonobo,1,1,1,1
S11,dinosaur,robin,1,1,1,1
S11,grizzlybear,bear,1,1,1,1
S11,terrier,rottweiler,1,1,1,1
S11,coyote,wolf,1,1,1,1
S11,sparrow,toucan,1,1,1,1
S11,cardinal,finch,1,1,1,1
S11,orca,greatwhiteshark,1,1,1,1
S11,halibut,trout,1,1,1,1
S11,orangutan,ape,1,1,1,1
S11,bear,blackbear,1,1,1,1
S11,redant,ant,1,1,1,1
S11,rhinoceros,elephant,1,1,1,1
S11,cougar,mountainlion,1,1,1,1
S11,gibbon,blackbear,1,1,1,1
S11,bottlenoseddolphin,hammerheadshark,1,1,1,1
S11,goldeneagle,baldeagle,1,1,1,1
S11,poodle,goldenretriever,1,1,1,1
S11,orangutan,tarsier,1,1,1,1
S11,shark,toad,1,1,1,1
S11,lab,husky,1,1,1,1
S11,python,snake,1,1,1,1
S11,aardvark,leopard,1,1,1,1
S11,squirrel,cheetah,1,1,1,1
S11,lotu,owl,1,1,1,1
S11,moose,deer,1,1,1,1
S11,hawk,goldeneagle,1,1,1,1
S11,antelope,gazelle,1,1,1,1
S11,panther,bengal,1,1,1,1
S11,gecko,amphibian,1,1,1,1
S11,beagle,wolf,1,1,1,1
S11,rottweiler,germanshepherd,1,1,1,1
S11,landiguana,finch,1,1,1,1
S11,puddle,goldendoodle,1,1,1,1
S11,bird,owl,1,1,1,1
S11,pomeranian,husky,1,1,1,1
S11,shark,anteater,1,1,1,1
S11,mayfly,tadpole,1,1,1,1
S11,bluewhale,humpbackwhale,1,1,1,1
S11,shark,mantaray,1,1,1,1
S11,gibbon,gorilla,1,1,1,1
S11,orca,bluewhale,1,1,1,1
S11,orangutan,chimpanzee,1,1,1,1
S11,polarbear,grizzlybearbear,1,1,1,1
S11,goldenretriever,terrier,1,1,1,1
S11,jellyfish,stingray,1,1,1,1
S11,owl,toucan,1,1,1,1
S11,goldeneagle,redtailedhawk,1,1,1,1
S11,rhesusmonkey,lizard,1,1,1,1
S11,tarsier,bonobo,1,1,1,1
S11,lotu,prayingmantiss,1,1,1,1
S11,walrus,tadpole,1,1,1,1
S11,sealion,seakl,1,1,1,1
S11,dinosaur,reptile,1,1,1,1
S11,beagle,pug,1,1,1,1
S11,alligator,stork,1,1,1,1
S11,goldenretriever,tibetanterrier,1,1,1,1
S11,goldfish,turtle,1,1,1,1
S11,aardvark,giraffe,1,1,1,1
S11,seagull,finch,1,1,1,1
S11,giraffe,antelope,1,1,1,1
S11,bullshark,tigershark,1,1,1,1
S11,bluefootedbooby,boobie,1,1,1,1
S11,seal,polarbear,1,1,1,1
S11,spider,howlermonkey,1,1,1,1
S11,owl,finch,1,1,1,1
S11,crustacean,fish,1,1,1,1
S11,dragonfly,fly,1,1,1,1
S11,bluewhale,spermwhale,1,1,1,1
S11,cat,dog,1,1,1,1
S11,sheepdog,germanshepherd,1,1,1,1
S11,squirrel,bunny,1,1,1,1
S11,magpie,finch,1,1,1,1
S11,iguana,marineiguana,1,1,1,1
S11,tadpole,toad,1,1,1,1
S11,goldenretriever,dog,1,1,1,1
S11,dolphin,bottlenoseddolphin,1,1,1,1
S11,eel,mantaray,1,1,1,1
S11,tadpole,liger,1,1,1,1
S11,coyote,gazelle,1,1,1,1
S11,hippopotamus,anaconda,1,1,1,1
S11,minihorse,mule,1,1,1,1
S11,elephant,clownfish,1,1,1,1
S11,halibut,clam,1,1,1,1
S11,barnowl,hawk,1,1,1,1
S11,gazelle,salmon,1,1,1,1
S11,barnowl,elfowl,1,1,1,1
S11,leopard,lemur,1,1,1,1
S11,seagull,boobie,1,1,1,1
S11,siberianhusky,wolf,1,1,1,1
S11,clam,oyster,1,1,1,1
S11,pandabear,blackbear,1,1,1,1
S11,dolphin,hammerheadshark,1,1,1,1
S11,mouse,rat,1,1,1,1
S11,barnowl,owl,1,1,1,1
S11,parrot,toucan,1,1,1,1
S11,octopus,giantsquid,1,1,1,1
S11,lizard,gecko,1,1,1,1
S11,spidermonkey,howlermonkey,1,1,1,1
S11,lemur,otter,1,1,1,1
S11,mare,horse,1,1,1,1
S11,eagle,elfowl,1,1,1,1
S11,weinerdog,beagle,1,1,1,1
S11,wildebeest,gazelle,1,1,1,1
S11,cobra,mountainlion,1,1,1,1
S11,mosquito,ant,1,1,1,1
S11,bottlenoseddolphin,eel,1,1,1,1
S11,coyote,beacer,1,1,1,1
S11,lab,labradoodle,1,1,1,1
S11,tiger,mountainlion,1,1,1,1
S11,goldfish,tuna,1,1,1,1
S11,bullshark,greatwhiteshark,1,1,1,1
S11,ladybug,bug,1,1,1,1
S11,rhinoceros,gorilla,1,1,1,1
S11,catfish,tuna,1,1,1,1
S11,brownbear,blackbear,1,1,1,1
S11,poodle,goldendoodle,1,1,1,1
S11,sheepdog,poodle,1,1,1,1
S11,rhinoceros,giraffe,1,1,1,1
S11,shark,greatwhiteshark,1,1,1,1
S11,weasel,terrier,1,1,1,1
S11,alligator,fish,1,1,1,1
S11,wildebeest,zebra,1,1,1,1
S11,goldeneagle,eagle,1,1,1,1
S11,siberiantiger,bengal,1,1,1,1
S11,rhesusmonkey,monkey,1,1,1,1
S11,tarsier,lemur,1,1,1,1
S11,squid,octopus,1,1,1,1
S11,owl,rat,1,1,1,1
S11,jellyfish,starfish,1,1,1,1
S11,greatwhiteshark,hammerheadshark,1,1,1,1
S11,monkey,bengal,1,1,1,1
S11,killerwhale,whaleshark,1,1,1,1
S11,bat,fox,1,1,1,1
S11,swissmountaindog,germanshepherd,1,1,1,1
S11,hawk,redtailedhawk,1,1,1,1
S11,bear,swissmountaindog,1,1,1,1
S11,fly,horsefly,1,1,1,1
S11,halibut,tuna,1,1,1,1
S11,coyote,fox,1,1,1,1
S11,minnow,hermitcrab,1,1,1,1
S11,tortoise,hedgehog,1,1,1,1
S11,brownbear,spiritbear,1,1,1,1
S11,whale,humpbackwhale,1,1,1,1
S11,sharpei,deer,1,1,1,1
S11,robin,magpie,1,1,1,1
S11,frog,gecko,1,1,1,1
S11,frog,tadpole,1,1,1,1
S11,bloodhound,yorkie,1,1,1,1
S11,corgi,rottweiler,1,1,1,1
S11,parrot,minnow,1,1,1,1
S11,kingcobra,rattlesnake,1,1,1,1
S11,fish,lemur,1,1,1,1
S11,moose,elk,1,1,1,1
S11,orangutan,lemur,1,1,1,1
S11,mosquito,horsefly,1,1,1,1
S11,goldfish,bullshark,1,1,1,1
S11,mulde,mule,1,1,1,1
S11,polarbear,spiritbear,1,1,1,1
S11,sparrow,pelican,1,1,1,1
S11,human,prayingmantiss,1,1,1,1
S11,lab,goldendoodle,1,1,1,1
S11,crocodile,wildebeest,1,1,1,1
S11,minnow,oyster,1,1,1,1
S11,cheetah,gazelle,1,1,1,1
S11,goldfish,blownfish,1,1,1,1
S12,raccoon,squirrel,0,0,1,0
S12,hippopotamus,turkey,0,0,1,0
S12,possum,buffalo,0,0,1,0
S12,dog,hyena,0,0,1,0
S12,sloth,tasmaniandevil,0,0,1,0
S12,lion,bluejay,0,0,1,0
S12,turkey,stork,0,0,1,0
S12,owl,bluebird,0,0,1,0
S12,shrimp,rabbit,0,0,1,0
S12,fly,butterfly,0,0,1,0
S12,crab,squid,0,0,1,0
S12,wolf,cat,0,0,1,0
S12,swallow,robin,0,0,1,0
S12,tasmaniandevil,hyena,0,0,1,0
S12,panther,lion,0,0,1,0
S12,monkey,koala,0,0,1,0
S12,crow,robin,0,0,1,0
S12,whale,fly,0,0,1,0
S12,crow,flamingo,0,0,1,0
S12,snake,crab,0,0,1,0
S12,squid,mouse,0,0,1,0
S12,falcon,flamingo,0,0,1,0
S12,wolf,guineapig,0,0,1,0
S12,snake,guineapig,0,0,1,0
S12,spider,wasp,0,0,1,0
S12,ram,leopard,0,0,1,0
S12,panther,cat,0,0,1,0
S12,flamingo,raccoon,0,0,1,0
S12,whale,squirrel,0,0,1,0
S12,eagle,vulture,0,0,1,0
S12,bluejay,giraffe,0,0,1,0
S12,snake,gerbil,0,0,1,0
S12,groundhog,cat,0,0,1,0
S12,panther,polarbear,0,0,1,0
S12,gazelle,cheetah,0,0,1,0
S12,whale,hyena,0,0,1,0
S12,goat,hawk,0,0,1,0
S12,scorpion,rhinoceros,0,0,1,0
S12,mosquito,bat,0,0,1,0
S12,albatross,shark,0,0,1,0
S12,lemur,elephant,0,0,1,0
S12,snake,rat,0,0,1,0
S12,gnat,koala,0,0,1,0
S12,owl,hummingbird,0,0,1,0
S12,cow,ram,0,0,1,0
S12,zebra,deer,0,0,1,0
S12,coyote,gorilla,0,0,1,0
S12,bumblebee,bat,0,0,1,0
S12,squirrel,possum,0,0,1,0
S12,komododragon,scorpion,0,0,1,0
S12,flamingo,vulture,0,0,1,0
S12,crocodile,bat,0,0,1,0
S12,panther,panda,0,0,1,0
S12,tasmaniandevil,dingo,0,0,1,0
S12,falcon,toucan,0,0,1,0
S12,spider,hornet,0,0,1,0
S12,cat,leopard,0,0,1,0
S12,rooster,hawk,0,0,1,0
S12,rhinoceros,elephant,0,0,1,0
S12,snake,monkey,0,0,1,0
S12,whale,gorilla,0,0,1,0
S12,hippopotamus,hawk,0,0,1,0
S12,tasmaniandevil,mountainlion,0,0,1,0
S12,owl,squid,0,0,1,0
S12,squirrel,mouse,0,0,1,0
S12,panther,whale,0,0,1,0
S12,scorpion,gecko,0,0,1,0
S12,zebra,cow,0,0,1,0
S12,lemur,cheetah,0,0,1,0
S12,grasshopper,hornet,0,0,1,0
S12,ram,ewe,0,0,1,0
S12,groundhog,rabbit,0,0,1,0
S12,panda,cheetah,0,0,1,0
S12,crow,hyena,0,0,1,0
S12,crocodile,hippopotamus,0,0,1,0
S12,leopard,dog,0,0,1,0
S12,goat,hyena,0,0,1,0
S12,elk,caterpillar,0,0,1,0
S12,chikenrooster,lemur,0,0,1,0
S12,parakeet,snake,0,0,1,0
S12,scorpion,alligator,0,0,1,0
S12,gnat,moth,0,0,1,0
S12,coyote,pig,0,0,1,0
S12,hippopotamus,eagle,0,1,0,0
S12,elk,cow,1,1,0,1
S12,raccoon,mouse,1,1,0,1
S12,falcon,bluejay,1,1,0,1
S12,flamingo,raven,1,1,0,1
S12,komododragon,gecko,1,1,0,1
S12,lion,puma,1,1,0,1
S12,hornet,butterfly,1,1,0,1
S12,tasmaniandevil,grasshopper,1,1,0,1
S12,whale,dolphin,1,1,0,1
S12,shark,tuna,1,1,0,1
S12,snake,hamster,1,1,0,1
S12,panda,monkey,1,1,0,1
S12,hippopotamus,alligator,1,1,0,1
S12,crocodile,scorpion,1,1,0,1
S12,caterpillar,bat,1,1,0,1
S12,owl,robin,1,1,0,1
S12,flamingo,bluejay,1,1,0,1
S12,turkey,hawk,1,1,0,1
S12,crocodile,rhinoceros,1,1,0,1
S12,wolf,hyena,1,1,0,1
S12,bumblebee,hornet,1,1,0,1
S12,hamster,rat,1,1,0,1
S12,squid,catfish,1,1,0,1
S12,squirrel,rat,1,1,0,1
S12,grasshopper,bumblebee,1,1,0,1
S12,swallow,rooster,1,1,1,1
S12,caterpillar,butterfly,1,1,1,1
S12,crow,owl,1,1,1,1
S12,lemur,gorilla,1,1,1,1
S12,ram,goat,1,1,1,1
S12,falcon,bat,1,1,1,1
S12,hamster,parrot,1,1,1,1
S12,polarbear,koala,1,1,1,1
S12,salmon,ocelot,1,1,1,1
S12,ewe,goat,1,1,1,1
S12,raccoon,rat,1,1,1,1
S12,chicken,rooster,1,1,1,1
S12,falcon,robin,1,1,1,1
S12,elk,bumblebee,1,1,1,1
S12,elephant,octopus,1,1,1,1
S12,crow,zebra,1,1,1,1
S12,komododragon,snake,1,1,1,1
S12,gerbil,guineapig,1,1,1,1
S12,mouse,guineapig,1,1,1,1
S12,cow,deer,1,1,1,1
S12,alligator,rhinoceros,1,1,1,1
S12,hippopotamus,hummingbird,1,1,1,1
S12,sheep,bull,1,1,1,1
S12,grasshopper,spider,1,1,1,1
S12,owl,bat,1,1,1,1
S12,panther,puma,1,1,1,1
S12,earthworm,gecko,1,1,1,1
S12,swallow,owl,1,1,1,1
S12,whale,tuna,1,1,1,1
S12,hippopotamus,giraffe,1,1,1,1
S12,mosquito,hornet,1,1,1,1
S12,squirrel,rabbit,1,1,1,1
S12,caterpillar,cheetah,1,1,1,1
S12,gazelle,ocelot,1,1,1,1
S12,owl,toucan,1,1,1,1
S12,parrot,toucan,1,1,1,1
S12,panther,leopard,1,1,1,1
S12,shrimp,catfish,1,1,1,1
S12,shark,dolphin,1,1,1,1
S12,dingo,hyena,1,1,1,1
S12,mole,buffalo,1,1,1,1
S12,lion,tiger,1,1,1,1
S12,pufferfish,dolphin,1,1,1,1
S12,komododragon,alligator,1,1,1,1
S12,wolf,giraffe,1,1,1,1
S12,caterpillar,hornet,1,1,1,1
S12,eagle,raven,1,1,1,1
S12,shrimp,deer,1,1,1,1
S12,lemur,squirrel,1,1,1,1
S12,bluejay,rooster,1,1,1,1
S12,vulture,hawk,1,1,1,1
S12,earthworm,moth,1,1,1,1
S12,panda,polarbear,1,1,1,1
S12,groundhog,alligator,1,1,1,1
S12,bat,butterfly,1,1,1,1
S12,cow,horse,1,1,1,1
S12,elk,sheep,1,1,1,1
S12,rat,guineapig,1,1,1,1
S12,gecko,possum,1,1,1,1
S12,cow,goat,1,1,1,1
S12,mosquito,wasp,1,1,1,1
S12,tasmaniandevil,coyote,1,1,1,1
S12,bee,hummingbird,1,1,1,1
S12,horse,pony,1,1,1,1
S12,horse,rabbit,1,1,1,1
S12,turkey,raven,1,1,1,1
S12,monkey,gorilla,1,1,1,1
S12,lion,hippopotamus,1,1,1,1
S12,rhinoceros,giraffe,1,1,1,1
S12,snake,dog,1,1,1,1
S12,albatross,tuna,1,1,1,1
S12,wolf,dog,1,1,1,1
S12,pig,deer,1,1,1,1
S12,shrimp,crab,1,1,1,1
S12,crow,eagle,1,1,1,1
S12,turkey,rooster,1,1,1,1
S12,hippopotamus,monkey,1,1,1,1
S12,hippopotamus,rhinoceros,1,1,1,1
S12,catfish,octopus,1,1,1,1
S12,dog,giraffe,1,1,1,1
S12,chicken,flamingo,1,1,1,1
S12,whale,shark,1,1,1,1
S12,coyote,dog,1,1,1,1
S12,catfish,tuna,1,1,1,1
S12,elk,mouse,1,1,1,1
S12,crocodile,komododragon,1,1,1,1
S12,sloth,koala,1,1,1,1
S12,bee,fly,1,1,1,1
S12,coyote,cheetah,1,1,1,1
S12,vulture,giraffe,1,1,1,1
S12,panther,coyote,1,1,1,1
S12,hippopotamus,elephant,1,1,1,1
S12,fly,raven,1,1,1,1
S12,crow,raven,1,1,1,1
S12,crab,dolphin,1,1,1,1
S12,mosquito,bumblebee,1,1,1,1
S12,sheep,goat,1,1,1,1
S12,flamingo,albatross,1,1,1,1
S12,elk,deer,1,1,1,1
S12,flamingo,turkey,1,1,1,1
S12,bull,possum,1,1,1,1
S12,grasshopper,goat,1,1,1,1
S12,swallow,hummingbird,1,1,1,1
S12,dolphin,tuna,1,1,1,1
S12,owl,giraffe,1,1,1,1
S12,falcon,eagle,1,1,1,1
S12,tiger,cat,1,1,1,1
S12,bison,pony,1,1,1,1
S12,wasp,bumblebee,1,1,1,1
S12,wolf,coyote,1,1,1,1
S12,mountainlion,puma,1,1,1,1
S12,chicken,turkey,1,1,1,1
S12,flea,tick,1,1,1,1
S12,parakeet,crow,1,1,1,1
S12,crown,raven,1,1,1,1
S12,komododragon,chameleon,1,1,1,1
S12,cow,crab,1,1,1,1
S12,flamingo,stork,1,1,1,1
S12,lion,monkey,1,1,1,1
S12,shrimp,tuna,1,1,1,1
S12,tasmaniandevil,herring,1,1,1,1
S12,panther,koala,1,1,1,1
S12,spider,bumblebee,1,1,1,1
S12,cat,dog,1,1,1,1
S12,puma,leopard,1,1,1,1
S12,mosquito,fly,1,1,1,1
S12,flamingo,toucan,1,1,1,1
S12,hamster,guineapig,1,1,1,1
S12,rat,mouse,1,1,1,1
S12,panther,cheetah,1,1,1,1
S12,lemur,raccoon,1,1,1,1
S12,dingo,coyote,1,1,1,1
S12,albatross,koala,1,1,1,1
S12,gerbil,hamster,1,1,1,1
S12,parakeet,parrot,1,1,1,1
S12,lemur,koala,1,1,1,1
S12,panda,gorilla,1,1,1,1
S12,lion,leopard,1,1,1,1
S12,mosquito,butterfly,1,1,1,1
S12,salmon,tuna,1,1,1,1
S12,bat,catfish,1,1,1,1
S12,elk,ewe,1,1,1,1
S12,cheetah,leopard,1,1,1,1
S12,parakeet,hummingbird,1,1,1,1
S12,chameleon,possum,1,1,1,1
S12,eagle,robin,1,1,1,1
S12,crab,hornet,1,1,1,1
S12,panda,whale,1,1,1,1
S12,tick,gnat,1,1,1,1
S12,panda,mouse,1,1,1,1
S12,robin,bluebird,1,1,1,1
S12,zebra,pufferfish,1,1,1,1
S12,squid,octopus,1,1,1,1
S12,bison,polarbear,1,1,1,1
S12,flamingo,eagle,1,1,1,1
S12,tasmaniandevil,spider,1,1,1,1
S12,whale,polarbear,1,1,1,1
S12,shrimp,dolphin,1,1,1,1
S12,falcon,hawk,1,1,1,1
S12,panda,koala,1,1,1,1
S12,spider,gnat,1,1,1,1
S12,salmon,catfish,1,1,1,1
S12,lemur,monkey,1,1,1,1
S12,lemur,possum,1,1,1,1
S12,crocodile,zebra,1,1,1,1
S12,bluejay,vulture,1,1,1,1
S12,groundhog,mole,1,1,1,1
S12,crown,bluejay,1,1,1,1
S12,cat,cheetah,1,1,1,1
S12,rooster,goat,1,1,1,1
S12,lion,cheetah,1,1,1,1
S12,gazelle,leopard,1,1,1,1
S12,sheep,ewe,1,1,1,1
S12,gerbil,rat,1,1,1,1
S12,cow,sheep,1,1,1,1
S12,raven,hawk,1,1,1,1
S12,groundhog,pig,1,1,1,1
S12,gerbil,mouse,1,1,1,1
S12,chameleon,grasshopper,1,1,1,1
S12,tasmaniandevil,koala,1,1,1,1
S12,bluejay,robin,1,1,1,1
S12,crocodile,alligator,1,1,1,1
S12,raccoon,bluejay,1,1,1,1
S12,parrot,cat,1,1,1,1
S12,grasshopper,bat,1,1,1,1
S12,eagle,hawk,1,1,1,1
S12,sheep,ram,1,1,1,1
S12,lion,cat,1,1,1,1
S12,coyote,hyena,1,1,1,1
S12,wolf,dingo,1,1,1,1
S12,chikenrooster,turkey,1,1,1,1
S12,chameleon,gecko,1,1,1,1
S12,wasp,hornet,1,1,1,1
S12,zebra,gazelle,1,1,1,1
S12,squirrel,vulture,1,1,1,1
S12,hamster,squirrel,1,1,1,1
S13,gazelle,otter,0,0,1,0
S13,hyena,panther,0,0,1,0
S13,ox,meerkat,0,0,1,0
S13,gazelle,emu,0,0,1,0
S13,snake,emu,0,0,1,0
S13,eagle,bird,0,0,1,0
S13,tiger,panther,0,0,1,0
S13,gazelle,lion,0,0,1,0
S13,ostrich,bird,0,0,1,0
S13,fox,bird,0,0,1,0
S13,elephant,hyena,0,0,1,0
S13,gazelle,snake,0,0,1,0
S13,gazelle,elephant,0,0,1,0
S13,porcupine,otter,0,0,1,0
S13,cat,mouse,0,0,1,0
S13,gazelle,panther,0,0,1,0
S13,kangaroo,aardvark,0,0,1,0
S13,pig,snake,0,0,1,0
S13,alligator,snake,0,0,1,0
S13,fox,ox,0,0,1,0
S13,bunny,cat,0,0,1,0
S13,warthog,mouse,0,0,1,0
S13,ostrich,meerkat,0,0,1,0
S13,fox,vulture,0,0,1,0
S13,monkey,mouse,0,0,1,0
S13,alligator,monkey,0,0,1,0
S13,frog,bunny,0,0,1,0
S13,monkey,meerkat,0,0,1,0
S13,cheetah,jaguar,0,0,1,0
S13,hyena,bird,0,0,1,0
S13,chimpanzee,ostrich,0,0,1,0
S13,penguin,ox,0,0,1,0
S13,peacock,dog,0,0,1,0
S13,eagle,ostrich,0,0,1,0
S13,grizzlybearbear,rat,0,0,1,0
S13,cheetah,bat,0,0,1,0
S13,rat,elephant,1,1,1,1
S13,snake,cat,1,1,1,1
S13,hyena,otter,1,1,1,1
S13,alligator,eagle,1,1,1,1
S13,cow,ox,1,1,1,1
S13,anteater,aardvark,1,1,1,1
S13,anteater,elephant,1,1,1,1
S13,raccoon,mouse,1,1,1,1
S13,tiger,meerkat,1,1,1,1
S13,ostrich,emu,1,1,1,1
S13,frog,iguana,1,1,1,1
S13,aardvark,dog,1,1,1,1
S13,penguin,emu,1,1,1,1
S13,monkey,chimpanzee,1,1,1,1
S13,rat,sheep,1,1,1,1
S13,penguin,lion,1,1,1,1
S13,cheetah,lion,1,1,1,1
S13,hyena,mouse,1,1,1,1
S13,lion,tiger,1,1,1,1
S13,fox,otter,1,1,1,1
S13,alligator,emu,1,1,1,1
S13,elephant,lion,1,1,1,1
S13,alligator,iguana,1,1,1,1
S13,cheetah,panther,1,1,1,1
S13,pig,emu,1,1,1,1
S13,fox,cat,1,1,1,1
S13,monkey,ox,1,1,1,1
S13,cheetah,dog,1,1,1,1
S13,eagle,chimpanzee,1,1,1,1
S13,hyena,lion,1,1,1,1
S13,gazelle,monkey,1,1,1,1
S13,giraffe,meerkat,1,1,1,1
S13,rhinoceros,giraffe,1,1,1,1
S13,peacock,hyena,1,1,1,1
S13,ostrich,dog,1,1,1,1
S13,fox,porcupine,1,1,1,1
S13,bat,zebra,1,1,1,1
S13,alligator,fish,1,1,1,1
S13,snake,bird,1,1,1,1
S13,polarbear,raccoon,1,1,1,1
S13,gazelle,bunny,1,1,1,1
S13,eagle,vulture,1,1,1,1
S13,otter,tiger,1,1,1,1
S13,gazelle,cheetah,1,1,1,1
S13,monkey,cheetah,1,1,1,1
S13,otter,ox,1,1,1,1
S13,chicken,dog,1,1,1,1
S13,guineapig,leopard,1,1,1,1
S13,penguin,panther,1,1,1,1
S13,guineapig,snake,1,1,1,1
S13,iguana,hyena,1,1,1,1
S13,anteater,monkey,1,1,1,1
S13,pig,cow,1,1,1,1
S13,warthog,otter,1,1,1,1
S13,fish,bunny,1,1,1,1
S13,penguin,polarbear,1,1,1,1
S13,pig,chicken,1,1,1,1
S13,panther,zebra,1,1,1,1
S13,lion,jaguar,1,1,1,1
S13,elephant,giraffe,1,1,1,1
S13,mouse,meerkat,1,1,1,1
S13,polarbear,chimpanzee,1,1,1,1
S13,dog,cat,1,1,1,1
S13,lion,panther,1,1,1,1
S13,rat,mouse,1,1,1,1
S13,fox,bunny,1,1,1,1
S13,grizzlybearbear,otter,1,1,1,1
S13,anteater,bird,1,1,1,1
S13,alligator,cow,1,1,1,1
S13,hyena,leopard,1,1,1,1
S13,cheetah,hyena,1,1,1,1
S13,elephant,mouse,1,1,1,1
S13,snake,aardvark,1,1,1,1
S13,monkey,kangaroo,1,1,1,1
S13,bunny,bird,1,1,1,1
S13,wildebeest,meerkat,1,1,1,1
S13,polarbear,snake,1,1,1,1
S13,bird,mouse,1,1,1,1
S13,gazelle,wildebeest,1,1,1,1
S13,bunny,polarbear,1,1,1,1
S13,penguin,otter,1,1,1,1
S2,alpaca,chimpanzee,0,0,1,0
S2,giraffe,monkey,0,0,1,0
S2,dog,chicken,0,0,1,0
S2,hare,flamingo,0,0,1,0
S2,penguin,giraffe,0,0,1,0
S2,dog,seagull,0,0,1,0
S2,sealion,tortoise,0,0,1,0
S2,panda,buffalo,0,0,1,0
S2,alpaca,squirrel,0,0,1,0
S2,lobster,sealion,0,0,1,0
S2,hedgehog,skunk,0,0,1,0
S2,chipmunk,hedgehog,0,0,1,0
S2,penguin,flamingo,0,0,1,0
S2,tuna,whale,0,0,1,0
S2,alpaca,penguin,0,0,1,0
S2,bear,skunk,0,0,1,0
S2,turtle,hare,0,0,1,0
S2,alpaca,zebra,0,0,1,0
S2,hamster,skunk,0,0,1,0
S2,lobster,hedgehog,0,0,1,0
S2,plankton,whale,0,0,1,0
S2,tortoise,hedgehog,0,0,1,0
S2,panda,cat,0,0,1,0
S2,crab,flamingo,0,0,1,0
S2,geese,alpaca,0,0,1,0
S2,geese,flamingo,0,0,1,0
S2,hare,dog,0,0,1,0
S2,tortoise,zebra,0,0,1,0
S2,horse,chimpanzee,0,0,1,0
S2,dolphin,gorilla,0,0,1,0
S2,penguin,skunk,0,0,1,0
S2,hare,seagull,0,0,1,0
S2,flamingo,hyena,1,0,0,0
S2,monkey,hyena,1,0,0,0
S2,gazelle,zebra,1,1,1,1
S2,squirrel,tortoise,1,1,1,1
S2,whale,chicken,1,1,1,1
S2,chimpanzee,skunk,1,1,1,1
S2,whale,monkey,1,1,1,1
S2,tiger,chimpanzee,1,1,1,1
S2,panda,tortoise,1,1,1,1
S2,whale,seagull,1,1,1,1
S2,lobster,tortoise,1,1,1,1
S2,hummingbird,flamingo,1,1,1,1
S2,penguin,buffalo,1,1,1,1
S2,snake,mammoth,1,1,1,1
S2,crab,plankton,1,1,1,1
S2,lobster,tuna,1,1,1,1
S2,dolphin,flamingo,1,1,1,1
S2,flamingo,buffalo,1,1,1,1
S2,crab,hedgehog,1,1,1,1
S2,chipmunk,seagull,1,1,1,1
S2,alpaca,cat,1,1,1,1
S2,duck,flamingo,1,1,1,1
S2,chiwawa,cat,1,1,1,1
S2,geese,tiger,1,1,1,1
S2,turtle,whale,1,1,1,1
S2,fox,seagull,1,1,1,1
S2,hyena,chicken,1,1,1,1
S2,geese,hedgehog,1,1,1,1
S2,bear,hyena,1,1,1,1
S2,chiwawa,panda,1,1,1,1
S2,sealion,monkey,1,1,1,1
S2,squirrel,hedgehog,1,1,1,1
S2,hummingbird,alpaca,1,1,1,1
S2,bear,lion,1,1,1,1
S2,bear,dog,1,1,1,1
S2,flamingo,hedgehog,1,1,1,1
S2,mammoth,buffalo,1,1,1,1
S2,turtle,tortoise,1,1,1,1
S2,penguin,plankton,1,1,1,1
S2,whale,hyena,1,1,1,1
S2,alpaca,monkey,1,1,1,1
S2,bird,buffalo,1,1,1,1
S2,geese,seagull,1,1,1,1
S2,turtle,bird,1,1,1,1
S2,alpaca,bear,1,1,1,1
S2,giraffe,cat,1,1,1,1
S2,geese,duck,1,1,1,1
S2,cow,chicken,1,1,1,1
S2,fox,chipmunk,1,1,1,1
S2,lobster,plankton,1,1,1,1
S2,chimpanzee,monkey,1,1,1,1
S2,panda,giraffe,1,1,1,1
S2,dog,cat,1,1,1,1
S2,buffalo,zebra,1,1,1,1
S2,lion,hyena,1,1,1,1
S2,monkey,cat,1,1,1,1
S2,squirrel,skunk,1,1,1,1
S2,giraffe,tortoise,1,1,1,1
S2,panda,gorilla,1,1,1,1
S2,giraffe,lion,1,1,1,1
S2,lobster,crab,1,1,1,1
S2,chipmunk,cow,1,1,1,1
S2,crab,monkey,1,1,1,1
S2,squirrel,chimpanzee,1,1,1,1
S2,tiger,lion,1,1,1,1
S2,lobster,seagull,1,1,1,1
S2,hare,monkey,1,1,1,1
S2,panda,penguin,1,1,1,1
S2,giraffe,hyena,1,1,1,1
S2,gazelle,tuna,1,1,1,1
S2,penguin,squirrel,1,1,1,1
S2,hare,tortoise,1,1,1,1
