chan,0,1,65,328,22,12305,350.0,0
chan,1,1,63,330,27,12300,357.0,3
chan,2,1,56,337,23,12304,360.0,6
chan,3,1,63,330,29,12298,359.0,9
chan,4,1,61,332,26,12301,358.0,12
chan,5,1,66,327,29,12298,356.0,15
chan,6,1,63,330,28,12299,358.0,18
chan,7,1,61,332,24,12303,356.0,21
chan,8,1,63,330,24,12303,354.0,24
chan,9,1,66,327,21,12306,348.0,27
chan,0,10,138,255,50,12277,305.0,0
chan,1,10,129,264,53,12274,317.0,30
chan,2,10,124,269,50,12277,319.0,60
chan,3,10,128,265,60,12267,325.0,90
chan,4,10,128,265,49,12278,314.0,120
chan,5,10,122,271,53,12274,324.0,150
chan,6,10,120,273,53,12274,326.0,180
chan,7,10,123,270,59,12268,329.0,210
chan,8,10,127,266,60,12267,326.0,240
chan,9,10,127,266,60,12267,326.0,270
chan,0,11,135,258,42,12285,300.0,0
chan,1,11,133,260,38,12289,298.0,33
chan,2,11,129,264,49,12278,313.0,66
chan,3,11,123,270,53,12274,323.0,99
chan,4,11,128,265,43,12284,308.0,132
chan,5,11,128,265,47,12280,312.0,165
chan,6,11,126,267,41,12286,308.0,198
chan,7,11,123,270,54,12273,324.0,231
chan,8,11,126,267,42,12285,309.0,264
chan,9,11,139,254,35,12292,289.0,297
chan,0,12,133,260,41,12286,301.0,0
chan,1,12,134,259,37,12290,296.0,36
chan,2,12,134,259,40,12287,299.0,72
chan,3,12,127,266,44,12283,310.0,108
chan,4,12,127,266,39,12288,305.0,144
chan,5,12,130,263,49,12278,312.0,180
chan,6,12,125,268,49,12278,317.0,216
chan,7,12,138,255,39,12288,294.0,252
chan,8,12,136,257,33,12294,290.0,288
chan,9,12,134,259,36,12291,295.0,324
chan,0,13,132,261,35,12292,296.0,0
chan,1,13,140,253,38,12289,291.0,39
chan,2,13,134,259,44,12283,303.0,78
chan,3,13,126,267,44,12283,311.0,117
chan,4,13,132,261,39,12288,300.0,156
chan,5,13,133,260,39,12288,299.0,195
chan,6,13,135,258,41,12286,299.0,234
chan,7,13,127,266,40,12287,306.0,273
chan,8,13,132,261,40,12287,301.0,312
chan,9,13,143,250,31,12296,281.0,351
chan,0,14,136,257,32,12295,289.0,0
chan,1,14,138,255,28,12299,283.0,42
chan,2,14,133,260,47,12280,307.0,84
chan,3,14,126,267,37,12290,304.0,126
chan,4,14,132,261,34,12293,295.0,168
chan,5,14,126,267,40,12287,307.0,210
chan,6,14,140,253,27,12300,280.0,252
chan,7,14,140,253,28,12299,281.0,294
chan,8,14,143,250,33,12294,283.0,336
chan,9,14,136,257,34,12293,291.0,378
chan,0,15,139,254,28,12299,282.0,0
chan,1,15,141,252,25,12302,277.0,45
chan,2,15,132,261,44,12283,305.0,90
chan,3,15,135,258,29,12298,287.0,135
chan,4,15,132,261,39,12288,300.0,180
chan,5,15,132,261,42,12285,303.0,225
chan,6,15,136,257,27,12300,284.0,270
chan,7,15,135,258,33,12294,291.0,315
chan,8,15,139,254,29,12298,283.0,360
chan,9,15,140,253,25,12302,278.0,405
chan,0,16,137,256,31,12296,287.0,0
