numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,triangle_limit,startGraph,prune_limit,other_limit,rcutoff,followtype,numedges,graph_seed,x_seed,truegraph,ll_tg,ll_tg_prior,ll_tg_irt,ll_tg_irt_prior,cost_uinvite,time_uinvite,bestgraph_uinvite,hit_uinvite,miss_uinvite,fa_uinvite,cr_uinvite,ll_uinvite
6,0.3,steyvers,1,50,0.7,0.0,stationary,25,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2254.84603012,,,,66.0,0:00:49.043580,:q_O?KCD?@o?GGFCAo?GGGE``?kGL@A@WGSN?@`P[GIE_?oou?@@`g?s\BAAGGKGEDp@W{d?A@PSCGHDbqKCeT__``YCECa`WqACA`gGOUMHCwG[SSJOpPaIFIO?GGILGDB[OOPIO?_[mWKfg_SVDIERkOKSIfY`uECBFwOWUVMGWxky`_`Ox`FADfGPP@ACdW_hHDCAqQ]IGEeRq]cZNIDIiSSQJGhO{iU^,150,23,43,1009,-2176.26624711
6,0.3,steyvers,1,50,0.7,0.0,stationary,26,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2345.06861289,,,,66.0,0:01:12.043865,:q_O?KCD?@o?GGFCAo?GGGE``?kGL@A@WGU?BAawOY?BBBW?CEE_BPsKGG__o_WV@AAqS?GDDOO_cUN_cqkCCKJO?OWQIDbGGSL@AAqPMAFDDAsKSJKO_g[h??__WSYOIEw__aS_@?x[oXNP?gmISKfW_WgTMtBkKGENo_okmWOprXtB@A`rAMCJMOaaACTaAccSOJRp?g_YXNHwhk{gSihPPGkadBqhX,149,24,42,1010,-2272.77137626
6,0.3,steyvers,1,50,0.7,0.0,stationary,27,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2431.99437185,,,,68.0,0:01:13.133604,:q`??KCD?@o?GGFCAo?GGGE``?kGL@A@WGSN?@`P[GL?BBW?CEE_@PgyECCOOWOKJ_`@XI?CAagGOQJFoPxM?@@Dg?GKHDApcCIE_`@XGf@Baa`YEIKPOwsh??__WSKLFDBHmGGGdG?OMVKERsOIJadBHuGEIDRlOzBA@b{GKJJfCK?u\OoOg[ob`ArcGg_`DW?OScaa@Y]GDCBRHxNDLfdAdTIIHDcSg]TJN,149,24,44,1008,-2365.12929146
6,0.3,steyvers,1,50,0.7,0.0,stationary,28,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2512.97624289,,,,52.0,0:01:26.558195,:q_O?KCD?@o?GGFCAo?GGGE``?kGL@A@WGSNBAawOY?EEo?GKL?EbgWOP@@`?omACDcg?OII_`@Gk^@HoOPYCECa`WqACA`gGOUQHoOg[SSJOpPaIFEdG?CCBAbQcOOPIO?_[mWKfg_SVDIFW_Wg\iFWWOq^`@`XpBFLfSKCIFKGwOkxAIGGPUGIQPP?lNDCBRI]IZNIDIiSSQJGhO{iU^,151,22,30,1022,-2450.80114506
6,0.3,steyvers,1,50,0.7,0.0,stationary,29,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2597.14349631,,,,45.0,0:00:47.349938,:q_O?KCD?@oOOMCCAo?GOLBA@WOYACA`wGU?BAaw?SL?@``k?AA@o@gyECCOOWOKJ_`@XI?CAagGOQJFoQ[?AAJO_ocSJEP?gYACDba[CIFDDGWgpDBdG?CCBAbQcOOP_@p@[oXNP?gmISMp?pSzSMoo_W~ABAraEIFLoOg[ob`ArcGg]OOakOScaa@Y]IGEeS{Sm]SITSggcUPQ`xSk,154,19,26,1026,-2550.85669591
6,0.3,steyvers,1,50,0.7,0.0,stationary,30,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2692.3326523,,,,53.0,0:01:13.292527,:q_O?KCD?@o?GGFCAo?GGGE``?kGL@A@WGUEDDo_gY?EEo?GKL?EbgWOP@@`?omACDo?_ST@AAPW}ARIoOPYCECa`WqGDBOO_kcR_`OwghBDEGg[h??__WSYSLp@@Ch?Ba`p[oXNP?gmISMp?pSy]iFWWOq^`@`XpBFIEsKCIFKGwOkxSNGCsGjCDHGg_Ufaa@hdNDJfdAdTIIHDcSg]TJN,151,22,31,1021,-2635.10086736
6,0.3,steyvers,1,50,0.7,0.0,stationary,31,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2786.04367785,,,,50.0,0:00:47.882721,:q_O?KCD?@o?GGFCAo?GOLBA@WOYACA`wGUED`@g?WZ??__[?YM``@CCECBAwGOUQ_@?giACCap{CeT__asGKHDApcGGDBOO_k[R_`OwggUJopPaIFEdGGGEDEcA`mGGGo?_[[VKERsOIJadBkOKTMtBkKGEKfwOWSJJfBsSMSLfWGSMWPo`XqCSNGGPUGIQPP?lNDCBRI]IVNIDIiSSQJGhO{iU^,155,18,32,1020,-2746.74934138
6,0.3,steyvers,1,50,0.7,0.0,stationary,32,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2877.42659636,,,,46.0,0:01:05.134738,:q_O?KCD?@o?GGFAA@W?CGE``?kGL@A@wGUEDa`g?WZ??__[?YM``@CCECBAwGOUQ_@?giACCap{CeT__asGKHDApcGIE_`APMADBaa`]EIKPOxQ?@@?ogsgZaAAK?AFCDr@c|CAawhOzCBDRh}g\``BH}CEDfCK[gZOoOg[ob`ArdO{_ROakOSc`a@Y]GDCBRI]IVNIDIiSSQJGhO{iU^,154,19,27,1025,-2830.09168301
6,0.3,steyvers,1,50,0.7,0.0,stationary,33,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-2963.18523333,,,,47.0,0:00:48.476966,:q_O?KCD?@o?GGFAA@W?CGE``?kGL@A@wGUEDDpOs?EEEo?GGF?EbgWOP@@`?omACDcg?OII_`@Gk^@HoOPYCECa`WqCCA`gGOUQHoOg[SSJopOkpDBdG?CCBAbQcOOP_?O_[mWKfgOOIJadBkOKTMfy`uECKfwOWSJMFcKgu\OoOg[ob`FGPO{_`DW_hHBCAs{SOLKes{SmZNIDIiSSQJGhO{^TJN,157,16,31,1021,-2923.69172263
6,0.3,steyvers,1,50,0.7,0.0,stationary,34,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3045.67855797,,,,42.0,0:02:11.907209,:q_O?KCD??_w?CCBa@W?CGE``?kGL@A@wGOJBAawOSL?BBW?CEE_BPsKGG__o_WV@AAqS?GDDOO__QN_cwGGlABAPOkXA@`?gYACBAq[CIFDDA{OSWa`q`mAA@`PgwgZaAAHQ?@BaAx_q]a@P[Sg\a@`Pug\``B{GKJMGXPky`_`Ox`FADfI`x?e`DW_hHDCAs{SOLKhwh[{fSihPPGkadBqhX,158,15,27,1025,-2999.09765831
6,0.3,steyvers,1,50,0.7,0.0,stationary,35,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3132.33505057,,,,39.0,0:01:43.191540,:q_O?KCD?@o?GGFCAo?GOLBA@WOYACBoO_UED`@Os?KL_?O[?YM``@CCECBAwGOUQ_@?giACCAP{CeT__asGKHDApcGECA`gGOUMHoOg[SSaAbCSMS_?OOKILIP@@Ch??`?wwmWKfgOOIJadBkOKIIfY`uECBFwOWSJMFcKgu\OoOg[mWPobcGg]OOakOSc`a@Y]IGEeS{Sm]RiTSggcUPQ`xSk,160,13,26,1026,-3090.26103743
6,0.3,steyvers,1,50,0.7,0.0,stationary,36,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3225.7343895,,,,34.0,0:01:02.878573,:q_OGGI?B_?OOMCCAo?GOLBA@WOYACBoO_UEDa`g?WZ??__[?YM``@CCECBAwGOUQ_@?giACCAP{Cf@@DgOWQIDbGOKGDBOO`Gf@A`pPQGIKO_g[h??__WSYMIP@@Ch??`pP[oXNO__SVDIFW_WS\iFWWOK^`@`XpBDBab[CIFKGwPqg]OHgPUGIIHGW_Ufaa@hdNDJfdIiSSQJGhO{iU^,160,13,21,1031,-3188.92839652
6,0.3,steyvers,1,50,0.7,0.0,stationary,37,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3316.72808406,,,,36.0,0:01:08.390230,:q_OGGI?B_?OOMGD_?O_YECAo_sCCCBoO_UABAo_s?KL_?O[?YM``@CCECBAwGOUQ_@?giACCAP{Cf@@DgOWQIDbGOOIE_`APMADBaacOSW`@OxQ?@@?ogs[OIEw__aS_?O_[mWKfgOOIJadBkOKIMtBkKGXNo_okw]OpPPkz@A`rAMC[`DBqACTaAaaQEGDhwg_YXRpQxxQidDCaqISNIdf,160,13,23,1029,-3276.58729875
6,0.3,steyvers,1,50,0.7,0.0,stationary,38,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3401.87409302,,,,39.0,0:01:21.700380,:q_OGGI?B_?OOMGD_?O_YECAo_sCCCBoO_UABAo_gY?EEo?GM?LFOo_aABA@`[CGJHO?_ST@AA@G}AR__asGKHDApcGGDBOOokcR_`OwghCDEGg[h??__WSYMGdG__aS_?Ow_mWKfgOOIJadBkOKIMtBkKGXNo_okw`aabXuADBeC[Go[`DBq@LAIp@PPHBCAs{SOLKhwh[{hTQaaPXDIFdQr,159,14,25,1027,-3362.5096164
6,0.3,steyvers,1,50,0.7,0.0,stationary,39,stationary,gamma,0.9,0.909090909091,20,records/,100,windowgraph,100,100,20,avg,173,17,17,:q_O?K?AA_?OOM?@@?ocGECAo?GOLBA@WOYACA`wGOJBAo?OSL?BBW?CF?EbgWOP@@`?omACDcg?OII_`@KCGR__asGKIDbGOKIE_`APMADBaacOSWa`qcCCDEdG__b?AEBHyGDDpQ`uGEDFY`uEC`@`XqIILoOg[ob`FGPO{_`AQkOSSQOp?lNDCBRI]IVNITSggcUPQ`xX,-3489.48453275,,,,31.0,0:01:11.759474,:q_OG?CD?@o?GGFCAo?GOLBA@WOYAAA@wGOJBAo_gY?EEo?GM?LFOo_aABA@`[CGJHO?_ST@AA@G}AR__asGKHDApcGGDBOO`Gf@A`pPQGIKO_g[h??__gWYSaAAHQ?@BaAx_q]`@?gmISMp?ogzSMoo`c~ABAraEIILfWGSMWPobcGg]OHgOcjCDDCcKOJRpP?sqfadrqdTIIHDcSg]TJN,162,11,20,1032,-3452.60956311
