subj,node1,node2,uinvite_hierarchical,rw,fe,goni,chan,kenett
S100,monkey,fox,0,1,0,0,0,0
S100,wildebeest,cat,0,1,0,0,0,0
S100,mussel,clam,0,1,0,1,1,0
S100,gnat,mosquito,1,1,0,1,1,0
S100,guineapig,rabbit,0,1,0,1,0,0
S100,mantaray,opossum,0,0,0,0,0,1
S100,spider,bear,0,1,0,0,0,0
S100,tiger,hornet,0,0,0,0,0,1
S100,cat,gorilla,0,1,0,0,0,0
S100,bird,fox,0,1,0,0,0,0
S100,panda,tortoise,0,1,0,0,0,0
S100,shark,macaque,0,0,0,0,0,1
S100,ocelot,jaguar,1,1,0,0,0,0
S100,spider,tarantula,0,1,0,0,0,0
S100,brownbear,polarbear,0,0,0,1,0,0
S100,fly,seal,0,1,0,0,0,0
S100,rhinoceros,stallion,0,0,0,0,0,1
S100,buzzard,deer,1,1,0,0,1,0
S100,eagle,blueheron,1,1,0,1,1,0
S100,otter,alligator,0,1,0,0,0,0
S100,bulldog,honeybadger,1,1,0,0,0,0
S100,labradorretriever,poodle,1,1,0,0,1,0
S100,anaconda,chowchow,0,0,0,0,0,1
S100,squirrel,fox,0,1,0,0,0,0
S100,jellyfish,catfish,0,0,0,0,0,1
S100,boaconstrictor,howlermonkey,0,0,0,0,0,1
S100,hippopotamus,horse,0,1,0,0,0,0
S100,bear,hamster,0,1,1,0,0,1
S100,squirrel,owl,0,1,0,0,0,0
S100,grizzlybear,tiger,0,1,0,0,0,0
S100,goldfish,hamster,0,1,0,1,0,0
S100,monitor,flamingo,0,0,0,0,0,1
S100,tapir,marlin,1,1,0,0,0,0
S100,spider,duck,0,0,0,0,0,1
S100,parrot,gnu,1,1,0,0,1,0
S100,wolverine,redfox,0,0,0,0,0,1
S100,coyote,bonobo,1,1,0,0,0,0
S100,bear,lion,0,1,0,1,1,0
S100,antelope,elk,0,1,0,0,0,0
S100,salmon,trout,1,1,0,1,1,0
S100,chihuahua,chipmunk,0,0,0,0,0,1
S100,beardeddragon,orangutan,0,0,0,0,0,1
S100,gnu,rabbit,1,1,0,0,1,0
S100,fawn,antelope,1,1,0,1,1,0
S100,dingo,bass,0,0,0,0,0,1
S100,zebra,gerbil,0,1,0,0,0,0
S100,lion,octopus,0,0,0,0,0,1
S100,woodchuck,owl,0,0,0,0,0,1
S100,quahog,rabbit,1,1,0,0,1,0
S100,kangaroo,pig,0,1,0,0,0,0
S100,groundhog,duck,0,1,0,0,0,0
S100,salamander,lizard,0,1,0,1,0,0
S100,lizard,gorilla,0,1,0,0,0,0
S100,goat,rabbit,0,1,0,0,0,0
S100,horse,chicken,0,1,0,0,0,0
S100,panther,bandicoot,0,0,0,0,0,1
S100,lemur,pitbull,0,0,0,0,0,1
S100,crocodile,hawk,0,1,0,0,0,0
S100,crow,starfish,0,0,0,0,0,1
S100,kangaroo,sandshark,0,0,0,0,0,1
S100,rooster,rabbit,0,1,0,0,0,0
S100,tortoise,aardvark,0,1,0,0,0,0
S100,seal,polarbear,0,1,0,1,0,0
S100,lemur,jaguar,0,1,0,0,0,0
S100,blackbear,cobra,0,1,0,0,0,0
S100,spider,cockroach,0,1,0,1,1,0
S100,chicken,turkey,1,1,0,1,1,0
S100,otter,marlin,0,0,0,0,0,1
S100,walrus,lobster,0,1,0,0,0,0
S100,possum,deer,0,1,0,0,0,0
S100,cardinal,condor,1,1,0,1,0,0
S100,boar,fish,1,1,0,0,0,0
S100,gopher,firefly,0,0,0,0,0,1
S100,woodpecker,duck,1,1,0,0,1,0
S100,lemur,marmot,1,1,0,0,0,0
S100,starfish,trout,0,0,0,0,0,1
S100,parrot,pelican,0,0,0,0,0,1
S100,clownfish,lobster,0,1,0,0,0,0
S100,hippopotamus,rooster,0,1,0,0,0,0
S100,boar,pig,0,1,0,1,1,0
S100,elephant,mongoose,0,1,0,0,0,0
S100,pheasant,quail,1,1,0,0,0,0
S100,canary,pufferfish,0,0,0,0,0,1
S100,cougar,whale,0,1,0,0,0,0
S100,squid,shrimp,1,1,0,0,0,0
S100,crocodile,tiger,0,1,0,0,0,0
S100,flamingo,parakeet,0,0,0,0,0,1
S100,shark,camel,0,1,0,0,0,0
S100,elephant,meerkat,0,1,0,0,0,0
S100,rat,squirrel,0,1,0,0,0,0
S100,sheep,lion,0,1,0,0,0,0
S100,cheetah,leopard,1,1,0,1,0,0
S100,goat,graywolf,1,1,0,0,1,0
S100,caterpillar,ant,1,1,0,0,0,1
S100,dingo,wallaby,1,1,0,1,0,0
S100,rat,cow,0,1,0,0,0,0
S100,elephant,cat,0,1,0,0,0,0
S100,jaguar,puma,0,1,0,1,0,0
S100,rat,hamster,0,1,0,1,1,0
S100,marmoset,buffalo,0,0,0,0,0,1
S100,lamb,goat,1,1,0,1,0,0
S100,honeybadger,lion,0,0,0,0,0,1
S100,salmon,dormouse,0,0,0,0,0,1
S100,nakedmolerat,ladybug,0,0,0,0,0,1
S100,lamb,skunk,0,1,0,0,0,0
S100,zebra,whale,0,1,0,0,0,0
S100,groundhog,marmoset,1,1,0,0,0,0
S100,swallow,flamingo,0,1,0,0,0,0
S100,gazelle,dog,0,1,0,0,0,0
S100,macaque,meerkat,0,0,0,0,0,1
S100,terrier,bulldog,1,1,0,0,1,0
S100,capybara,meerkat,1,1,0,0,1,0
S100,dog,gorilla,0,1,0,0,0,0
S100,elephant,snake,0,1,0,0,0,0
S100,giraffe,koala,0,1,0,0,0,0
S100,gerbil,rabbit,0,1,0,1,0,0
S100,hare,shrew,0,1,0,0,1,0
S100,squirrel,mouse,0,1,0,0,0,0
S100,emu,lion,0,1,0,0,0,0
S100,pelican,penguin,0,1,0,1,1,0
S100,swallow,polarbear,0,0,0,0,0,1
S100,spider,carpetbeetle,1,1,0,0,0,0
S100,reindeer,moose,0,1,0,1,0,0
S100,mouse,mongoose,0,1,0,0,0,0
S100,platypus,beaver,0,1,0,0,0,0
S100,donkey,guineapig,0,1,0,0,0,0
S100,earthworm,bruin,0,0,0,0,0,1
S100,chicken,otter,0,1,0,0,0,0
S100,hawk,gazelle,1,1,0,0,0,0
S100,elephant,chimpanzee,0,0,0,0,0,1
S100,ibis,flamingo,0,0,0,0,0,1
S100,rhinoceros,zebra,0,1,0,0,0,0
S100,seal,panther,0,1,0,0,0,0
S100,spider,alligator,0,1,0,0,0,0
S100,hawk,pig,0,1,0,0,0,0
S100,skunk,porcupine,1,1,0,1,1,0
S100,monkey,sloth,0,1,0,0,0,0
S100,redfox,blowfish,0,0,0,0,0,1
S100,chihuahua,horse,0,0,0,0,0,1
S100,hippopotamus,beardeddragon,1,1,0,0,0,0
S100,bessbug,assassinbug,1,1,0,0,0,0
S100,bison,boar,1,1,0,0,0,0
S100,kitten,duckling,1,1,0,0,1,1
S100,raccoon,fox,0,1,0,0,0,0
S100,parrot,finch,0,1,0,1,0,0
S100,turtle,kangaroo,0,1,0,0,0,0
S100,cat,ewe,1,0,0,0,0,0
S100,whale,fox,0,1,0,0,0,0
S100,blackbear,redfox,0,0,0,0,0,1
S100,earthworm,spider,1,1,0,0,1,0
S100,antelope,giraffe,0,1,0,0,0,0
S100,prairiedog,ferret,0,1,0,0,0,0
S100,horse,capuchin,1,1,0,0,1,0
S100,ox,buffalo,1,1,0,1,1,0
S100,giraffe,gazelle,0,1,0,1,0,0
S100,treefrog,spider,1,1,0,0,0,0
S100,goat,porcupine,0,0,0,0,0,1
S100,fawn,macaque,0,0,0,0,0,1
S100,gull,pika,0,0,0,0,0,1
S100,guineapig,chinchilla,1,1,0,1,0,0
S100,goat,donkey,0,1,0,0,0,0
S100,cat,lizard,0,1,0,0,0,0
S100,chameleon,gecko,0,1,0,1,0,0
S100,goose,frog,0,1,0,1,0,0
S100,hummingbird,parakeet,0,1,0,0,0,0
S100,cockroach,toad,1,1,0,0,0,0
S100,koala,bear,0,1,0,0,0,0
S100,stinkbug,cattle,0,0,0,0,0,1
S100,salmon,shrimp,1,0,0,1,0,0
S100,bear,fish,0,1,0,0,0,0
S100,platypus,ewe,0,0,0,0,0,1
S100,komododragon,cassowary,1,1,0,0,1,0
S100,echidna,hedgehog,1,1,0,1,0,0
S100,ibex,meerkat,0,0,0,0,0,1
S100,groundhog,mongoose,1,1,0,0,0,0
S100,narwhal,honeybadger,1,1,0,0,1,0
S100,jackrabbit,tick,0,0,0,0,0,1
S100,seahorse,lobster,1,1,0,1,1,0
S100,ewe,deer,1,1,0,0,0,0
S100,tortoise,octopus,0,0,0,0,0,1
S100,bear,pig,0,1,0,0,0,0
S100,dove,worm,1,1,0,0,0,0
S100,crow,monkey,0,1,0,0,0,0
S100,ferret,weasel,0,1,0,0,0,0
S100,elephant,spider,0,1,0,0,0,0
S100,echidna,whaleshark,0,0,0,0,0,1
S100,xerus,warthog,1,1,0,0,1,0
S100,brownbear,camel,0,0,0,0,0,1
S100,seahorse,beaver,0,0,0,0,0,1
S100,llama,beaver,0,1,0,0,0,0
S100,chameleon,panda,0,0,0,0,0,1
S100,salamander,tortoise,0,1,0,0,0,0
S100,komododragon,anaconda,1,1,0,0,0,0
S100,rat,cougar,0,1,0,0,0,0
S100,wildebeest,zebu,1,1,0,0,1,0
S100,bear,weevil,1,0,0,0,0,0
S100,monkey,guineapig,0,1,0,0,0,0
S100,crocodile,crab,0,1,0,0,0,0
S100,monkey,bird,0,1,0,0,0,0
S100,fly,bird,1,1,0,0,0,0
S100,grasshopper,antelope,0,1,0,0,0,0
S100,piranha,tiger,0,0,0,0,0,1
S100,otter,mouse,0,1,0,0,0,0
S100,warthog,mongoose,0,0,0,0,0,1
S100,cobra,cuttlefish,0,0,0,0,0,1
S100,anaconda,hummingbird,0,0,0,0,0,1
S100,puma,lynx,1,1,0,0,0,0
S100,rat,ewe,1,0,0,0,0,0
S100,donkey,bird,0,1,0,0,0,0
S100,gazelle,lion,0,1,0,0,0,0
S100,echidna,maltese,0,0,0,0,0,1
S100,zebra,aardvark,0,1,1,0,0,0
S100,kitten,chicken,0,0,0,0,0,1
S100,skunk,squirrel,0,1,0,1,0,0
S100,humpbackwhale,hammerheadshark,1,1,0,0,0,0
S100,shark,squirrel,0,1,0,0,0,0
S100,pheasant,whaleshark,0,0,0,0,0,1
S100,wildebeest,yak,1,1,0,0,0,0
S100,canary,hammerheadshark,0,0,0,0,0,1
S100,shark,gazelle,0,1,0,0,0,0
S100,hawk,seagull,0,1,0,0,0,0
S100,shark,cow,0,1,0,0,0,0
S100,spermwhale,quail,0,0,0,0,0,1
S100,chipmunk,guineapig,0,1,0,0,0,0
S100,rat,raccoon,0,1,0,1,0,0
S100,waterbear,cricket,0,0,0,0,0,1
S100,owl,chimpanzee,0,1,0,0,0,0
S100,squid,whale,0,1,0,0,0,0
S100,pigeon,isopod,0,0,0,0,0,1
S100,dog,barracuda,1,1,0,0,0,0
S100,possum,sugarglider,0,0,0,0,0,1
S100,elephant,cow,0,1,0,0,0,0
S100,giraffe,eagle,0,1,0,0,0,0
S100,dinosaur,gnat,0,0,0,0,0,1
S100,shrew,mouse,1,1,0,1,0,0
S100,ibex,moose,1,1,0,1,1,0
S100,bluejay,rooster,0,1,0,1,0,0
S100,wolverine,badger,0,1,0,0,0,0
S100,bull,octopus,0,1,0,0,0,0
S100,ibex,deer,0,1,0,0,0,0
S100,dove,gnat,0,0,0,0,0,1
S100,komododragon,kangaroo,0,1,0,0,0,0
S100,human,gerbil,1,1,0,0,0,0
S100,kangaroo,duck,0,1,0,0,0,0
S100,cat,lion,0,1,0,0,0,0
S100,giraffe,porcupine,0,1,0,0,0,0
S100,chihuahua,gorilla,1,1,0,0,0,0
S100,hammerheadshark,pufferfish,0,0,0,0,0,1
S100,llama,meerkat,0,1,0,1,0,0
S100,dog,rabbit,0,1,0,0,0,0
S100,pigeon,horse,0,1,0,0,0,0
S100,horse,panda,0,1,0,0,0,0
S100,chameleon,capybara,0,0,0,0,0,1
S100,brownbear,blackbear,1,1,0,1,1,0
S100,coyote,blackbear,0,0,0,0,0,1
S100,cat,tiger,0,1,0,0,0,0
S100,coyote,prairiedog,1,1,0,1,0,0
S100,narwhal,blowfish,0,0,0,0,0,1
S100,germanshepherd,marmoset,0,0,0,0,0,1
S100,salmon,raven,0,0,0,0,0,1
S100,hog,pig,1,1,0,1,1,0
S100,jackrabbit,chihuahua,0,0,0,0,0,1
S100,boaconstrictor,alligator,1,1,0,0,1,0
S100,puma,mouse,0,1,0,0,0,0
S100,monkey,baboon,1,1,0,1,0,0
S100,sealion,ibex,0,0,0,0,0,1
S100,bear,rabbit,0,1,0,0,0,0
S100,iguana,turtle,0,1,0,0,0,0
S100,whale,stingray,0,1,0,0,0,0
S100,trout,bandicoot,0,0,0,0,0,1
S100,koi,orangutan,0,0,0,0,0,1
S100,lion,cow,0,1,0,0,0,0
S100,carpetbeetle,ladybug,1,1,0,1,1,0
S100,tyrannosaurusrex,sloth,0,0,0,0,0,1
S100,snake,gecko,0,1,0,0,0,0
S100,minnow,fox,0,0,0,0,0,1
S100,llama,marmoset,0,0,0,0,0,1
S100,orangutan,seacucumber,0,0,0,0,0,1
S100,nutria,barracuda,0,0,0,0,0,1
S100,donkey,stingray,1,1,0,0,0,0
S100,ostrich,bear,0,1,0,0,0,0
S100,elephant,hippopotamus,0,1,0,1,0,0
S100,oriole,armadillo,0,0,0,0,0,1
S100,honeybadger,cicada,0,0,0,0,0,1
S100,mountainlion,steer,0,0,0,0,0,1
S100,toucan,deer,0,1,1,0,0,0
S100,tiger,wildcat,1,1,0,0,0,0
S100,pony,alligator,0,1,0,0,0,0
S100,hawk,shrimp,0,0,0,0,0,1
S100,lizard,frog,1,1,0,1,0,0
S100,anteater,tiger,0,1,0,0,0,0
S100,swordfish,giraffe,0,0,0,0,0,1
S100,mouse,alligator,0,1,0,0,0,0
S100,polarbear,fox,0,1,0,0,0,0
S100,shark,turtle,0,1,0,0,0,0
S100,antelope,ibex,0,1,0,1,0,0
S100,cow,bull,1,1,0,1,1,1
S100,rat,buffalo,0,1,0,0,0,0
S100,pigeon,mole,0,0,0,0,0,1
S100,spider,bullfrog,1,1,0,0,1,0
S100,giraffe,wolf,0,1,0,0,0,0
S100,squirrel,mole,1,1,0,1,0,0
S100,ibis,alpaca,1,1,0,0,0,0
S100,tuna,koala,0,0,0,1,0,0
S100,boaconstrictor,canary,1,1,0,0,0,0
S100,jellyfish,starfish,1,1,0,1,0,0
S100,chipmunk,chimpanzee,0,1,0,0,0,0
S100,peacock,tarantula,1,1,0,0,0,0
S100,mule,tick,0,0,0,0,0,1
S100,turtle,ferret,0,1,0,0,0,0
S100,dingo,capybara,1,1,0,0,0,0
S100,bonobo,gorilla,0,0,0,1,1,0
S100,chipmunk,mole,0,1,0,0,0,0
S100,crocodile,giraffe,0,1,0,0,0,0
S100,elephant,pigeon,0,1,0,0,0,0
S100,rhinoceros,mouse,0,1,0,0,0,0
S100,snake,rat,0,1,0,0,0,0
S100,fly,cricket,0,1,0,0,0,0
S100,snake,pig,0,1,0,0,0,0
S100,daddylonglegs,sheep,0,0,0,0,0,1
S100,kangaroo,gorilla,0,1,0,0,0,0
S100,ostrich,toucan,1,1,0,0,0,0
S100,weasel,rabbit,0,1,0,1,0,0
S100,dingo,koala,1,1,0,1,0,0
S100,monkey,baldeagle,1,1,0,0,1,0
S100,llama,rat,0,1,1,0,0,0
S100,horse,deer,0,1,0,0,0,0
S100,cockatoo,oriole,0,0,0,0,0,1
S100,donkey,cobra,1,1,0,0,0,0
S100,blackbear,polarbear,1,1,0,1,0,0
S100,rat,capybara,0,0,0,0,0,1
S100,chicken,cow,1,1,1,1,1,0
S100,swallow,fox,0,1,0,0,0,0
S100,liger,badger,0,0,0,0,0,1
S100,beetle,wallaby,0,0,0,0,0,1
S100,dolphin,tiger,0,1,0,0,0,0
S100,python,nightingale,0,0,0,0,0,1
S100,cheetah,wolverine,0,1,0,0,0,0
S100,skunk,beaver,1,1,0,1,0,0
S100,llama,skunk,0,1,0,0,0,0
S100,bee,tarantula,0,1,0,0,0,0
S100,baboon,quail,0,0,0,0,0,1
S100,scottishshetland,maltese,1,1,0,0,1,0
S100,goat,turkey,0,1,0,0,0,0
S100,crocodile,bat,0,1,0,0,0,0
S100,firefly,hammerheadshark,1,1,0,0,0,0
S100,sloth,buffalo,1,1,0,0,0,0
S100,mule,alpaca,1,1,0,0,0,0
S100,guineapig,ermine,0,1,0,0,0,0
S100,llama,elk,0,1,0,0,0,0
S100,parrot,gerbil,0,1,0,0,0,0
S100,panda,gorilla,0,1,0,0,0,0
S100,cat,gerbil,0,1,0,0,0,0
S100,crow,guineapig,0,1,0,0,0,0
S100,dinosaur,flamingo,0,0,0,0,0,1
S100,dolphin,otter,0,1,0,0,0,0
S100,lion,camel,0,1,0,0,0,0
S100,jaguar,tiger,1,1,0,1,0,0
S100,koala,polarbear,0,1,0,0,0,0
S100,hawk,blueheron,0,0,0,1,0,0
S100,bison,buffalo,1,1,0,1,0,0
S100,eagle,condor,0,0,0,1,0,0
S100,boar,deer,0,1,0,0,0,0
S100,sabertoothedtiger,lemur,0,0,0,0,0,1
S100,dolphin,spider,0,1,0,0,0,0
S100,hawk,oriole,1,1,0,0,0,0
S100,zebra,dog,0,1,0,0,0,0
S100,ibis,bee,0,0,0,0,0,1
S100,caterpillar,spider,1,1,0,0,1,0
S100,chameleon,snake,0,1,0,0,0,0
S100,komododragon,buzzard,0,0,0,0,0,1
S100,shark,buffalo,0,0,0,0,0,1
S100,donkey,lion,0,1,0,0,0,0
S100,chicken,duck,1,1,0,1,1,0
S100,hyena,meerkat,1,1,0,1,1,0
S100,seahorse,octopus,1,1,0,1,0,0
S100,stinkbug,cat,0,0,0,0,0,1
S100,fox,gerbil,0,1,0,0,0,0
S100,komododragon,gorilla,0,0,0,0,0,1
S100,dove,weevil,0,0,0,0,0,1
S100,ibis,pigeon,0,0,0,0,0,1
S100,chihuahua,bluejay,0,0,0,0,0,1
S100,pigeon,robin,1,1,0,1,0,0
S100,turtle,toad,0,1,0,1,0,0
S100,cow,pig,1,1,0,1,1,0
S100,pigeon,frog,0,1,0,0,0,0
S100,hog,bat,1,1,0,0,0,0
S100,whale,penguin,0,1,1,1,0,0
S100,dove,alpaca,1,1,0,0,1,0
S100,rhinoceros,monkey,0,1,0,0,0,0
S100,cardinal,flamingo,0,0,0,0,0,1
S100,rat,cat,0,1,0,1,0,0
S100,tyrannosaurusrex,raccoon,0,0,0,0,0,1
S100,crocodile,firefly,1,1,0,0,0,0
S100,pony,bulldog,0,0,0,0,0,1
S100,bird,swan,0,1,0,0,0,0
S100,egret,ferret,1,1,0,0,1,0
S100,cat,fish,0,1,0,0,1,0
S100,shark,seal,0,1,0,1,1,0
S100,whale,toad,0,1,0,0,0,0
S100,dog,mouse,0,1,0,0,1,0
S100,bass,bee,0,0,0,0,0,1
S100,lemur,skunk,1,1,0,0,0,0
S100,cicada,worm,1,1,0,0,1,0
S100,cassowary,carpetbeetle,0,0,0,0,0,1
S100,bessbug,goldfish,0,0,0,0,0,1
S100,hippopotamus,parakeet,0,1,0,0,0,0
S100,guineapig,chimpanzee,0,0,0,0,0,1
S100,scorpion,hammerheadshark,0,0,0,0,0,1
S100,hawk,woodchuck,0,0,0,1,0,0
S100,skunk,warthog,1,1,0,0,0,0
S100,panda,woodchuck,0,0,0,0,0,1
S100,mouse,chinchilla,1,1,0,1,0,0
S100,shark,pig,0,1,0,0,0,0
S100,zebu,elk,0,0,0,0,0,1
S100,dragonfly,porcupine,0,0,0,0,0,1
S100,lizard,squid,0,1,0,0,0,0
S100,tiger,camel,0,1,0,0,0,0
S100,lamb,millipede,0,0,0,0,0,1
S100,anteater,bobcat,1,1,0,0,0,0
S100,turtle,shrew,1,1,0,0,0,0
S100,whale,flamingo,0,1,0,0,0,0
S100,parrot,cat,0,1,0,0,1,0
S100,shark,aardvark,0,1,0,0,0,0
S100,flamingo,alligator,0,0,0,0,0,1
S100,cockatoo,seagull,0,0,0,0,0,1
S100,rat,mole,0,1,0,0,0,0
S100,pony,blowfish,0,0,0,0,0,1
S100,beetle,snail,1,1,0,0,0,0
S100,prairiedog,wolf,0,1,0,0,0,0
S100,cougar,lion,0,1,0,1,1,0
S100,caterpillar,butterfly,1,1,0,0,1,0
S100,coyote,tiger,0,1,0,0,0,1
S100,komododragon,flea,1,1,0,0,1,0
S100,squirrel,deer,0,1,1,0,0,0
S100,shark,penguin,0,1,0,0,0,0
S100,dolphin,orca,1,1,0,1,1,0
S100,nakedmolerat,stallion,0,0,0,0,0,1
S100,bull,ox,1,1,0,1,0,0
S100,earthworm,tiger,0,0,0,0,0,1
S100,goat,llama,0,1,0,1,0,0
S100,ferret,bird,0,1,0,0,0,0
S100,ferret,gecko,0,1,0,1,0,0
S100,coyote,cat,0,1,0,0,0,0
S100,dolphin,leopard,0,1,0,0,0,0
S100,wildebeest,tapir,0,0,0,0,0,1
S100,squirrel,pika,0,0,0,0,0,1
S100,chicken,rooster,1,1,0,1,1,0
S100,giraffe,hippopotamus,1,1,1,1,1,0
S100,grasshopper,wren,1,1,0,0,1,0
S100,snake,panther,0,1,0,0,0,0
S100,whale,owl,0,1,0,0,0,0
S100,tapir,toucan,1,1,0,0,1,0
S100,jellyfish,ostrich,0,1,0,0,0,0
S100,chicken,bat,0,1,0,0,0,0
S100,dolphin,elephant,0,1,0,0,0,0
S100,bluebird,stallion,0,0,0,0,0,1
S100,salamander,gnat,1,1,0,0,0,0
S100,monkey,octopus,0,1,0,0,0,0
S100,wildebeest,toad,0,0,0,0,0,1
S100,ape,lynx,0,0,0,0,0,1
S100,goat,sugarglider,0,0,0,0,0,1
S100,antelope,cuttlefish,0,0,0,0,0,1
S100,dog,mongoose,0,1,0,0,0,0
S100,sloth,crab,1,1,0,0,0,0
S100,dog,raccoon,0,1,0,0,0,0
S100,bat,squirrel,0,1,0,0,0,0
S100,tarantula,nightingale,1,0,0,0,0,0
S100,spider,wolverine,0,0,0,0,0,1
S100,ram,bull,1,1,0,0,0,0
S100,sealion,alligator,0,1,0,0,0,0
S100,stork,seagull,1,1,0,0,1,0
S100,canary,viper,0,0,0,0,0,1
S100,bullfrog,pika,0,0,0,0,0,1
S100,llama,aardvark,0,1,0,0,0,0
S100,wolverine,ermine,1,1,0,1,0,0
S100,pony,pufferfish,0,0,0,0,0,1
S100,bird,rabbit,0,1,1,0,0,0
S100,fly,butterfly,1,1,0,1,1,0
S100,budgie,rattlesnake,1,1,0,0,1,0
S100,lion,beaver,0,1,0,0,0,0
S100,rat,beaver,0,1,0,1,0,0
S100,mule,wolf,0,1,0,0,0,0
S100,macaque,alligator,1,1,0,0,0,0
S100,whale,octopus,0,1,0,1,0,0
S100,beaver,fox,0,1,0,0,0,0
S100,tapir,bug,0,0,0,0,0,1
S100,lion,mosquito,0,1,0,0,0,0
S100,mosquito,trout,1,1,0,0,1,0
S100,dog,bird,0,1,0,0,0,0
S100,bat,chimpanzee,0,1,0,0,0,0
S100,porcupine,mole,1,1,0,0,0,0
S100,hippopotamus,elk,0,1,0,0,0,0
S100,hare,wildcat,0,0,0,0,0,1
S100,whale,eel,0,1,0,0,0,0
S100,sparrow,seagull,0,1,0,0,1,0
S100,bullfrog,shrimp,0,0,0,0,0,1
S100,newt,marlin,0,0,0,0,0,1
S100,pony,tiger,0,1,0,0,0,0
S100,wolverine,sloth,1,0,0,0,0,0
S100,scorpion,seagull,0,0,0,0,0,1
S100,lemur,bear,0,1,0,0,0,0
S100,turtle,hamster,0,1,0,1,0,0
S100,tasmaniandevil,alligator,0,0,0,0,0,1
S100,elephant,raccoon,0,1,0,0,0,0
S100,turkey,whale,0,0,0,0,0,1
S100,clownfish,rattlesnake,0,1,0,0,0,0
S100,bat,swallow,0,0,0,0,0,1
S100,earthworm,clownfish,0,0,0,0,0,1
S100,bobcat,scorpion,0,0,0,0,0,1
S100,chicken,ladybug,1,1,0,0,0,0
S100,ox,gorilla,0,1,0,0,0,0
S100,carp,sandshark,0,0,0,0,0,1
S100,dolphin,hippopotamus,0,1,0,0,0,0
S100,bluebird,mockingbird,1,1,0,0,1,0
S100,bee,hummingbird,0,0,0,0,0,1
S100,grasshopper,millipede,0,0,0,0,0,1
S100,tapir,parakeet,0,0,0,0,0,1
S100,graywolf,greatwhiteshark,0,0,0,0,0,1
S100,earthworm,stingray,0,0,0,0,0,1
S100,goldfish,cockroach,0,0,0,0,0,1
S100,platypus,squid,0,1,0,1,0,0
S100,cow,buffalo,0,1,0,0,0,0
S100,snake,parrot,0,1,0,0,0,0
S100,marmoset,chimpanzee,1,1,0,1,1,0
S100,lemur,orangutan,0,1,0,1,0,0
S100,elephant,gazelle,0,1,0,0,1,0
S100,antelope,cougar,0,1,0,0,0,0
S100,fawn,elk,1,1,0,1,0,0
S100,brownbear,duckling,0,0,0,0,0,1
S100,monkey,polarbear,0,1,0,0,0,0
S100,toucan,rabbit,0,0,0,0,0,1
S100,sheep,pig,0,1,0,1,0,0
S100,dinosaur,gnu,0,0,0,0,0,1
S100,howlermonkey,gorilla,0,0,0,0,0,1
S100,vulture,deer,0,1,0,0,0,0
S100,rat,skunk,0,1,0,0,0,0
S100,wolverine,lynx,0,1,0,0,0,0
S100,turtle,eel,0,1,0,0,0,0
S100,cougar,puma,1,1,0,1,1,0
S100,dolphin,manatee,1,1,0,1,0,0
S100,goat,cockroach,0,1,0,0,0,0
S100,woodchuck,mule,1,1,0,0,0,0
S100,ant,deer,0,0,0,0,0,1
S100,bobcat,marmot,0,0,0,0,0,1
S100,oxen,buffalo,1,1,0,1,1,0
S100,seagull,crab,0,1,0,1,0,0
S100,cougar,owl,0,1,0,0,0,0
S100,salamander,dog,0,1,0,0,0,0
S100,cheetah,camel,0,1,0,0,0,0
S100,donkey,bull,0,1,0,0,0,0
S100,chihuahua,lizard,0,0,0,0,0,1
S100,goose,seagull,0,1,0,1,0,0
S100,crow,raven,1,1,0,1,1,0
S100,scottishshetland,arcticfox,0,0,0,0,0,1
S100,iguana,hamster,0,1,0,0,0,0
S100,turkey,duck,1,1,0,1,0,0
S100,raccoon,armadillo,0,1,0,0,0,0
S100,seahorse,stingray,0,0,0,0,0,1
S100,canary,hyena,0,0,0,0,0,1
S100,ibis,octopus,1,1,0,0,0,0
S100,peccary,pig,1,1,0,0,1,0
S100,opossum,gorilla,0,0,0,0,0,1
S100,horse,ram,0,1,0,0,0,0
S100,snake,guineapig,0,1,0,0,0,0
S100,canary,spider,1,1,0,0,0,0
S100,walrus,rabbit,0,1,0,0,0,0
S100,elephant,wolf,0,1,0,0,0,0
S100,hippopotamus,ferret,0,1,0,0,0,0
S100,beardeddragon,armadillo,0,0,0,0,0,1
S100,dog,mole,0,1,0,0,0,0
S100,hippopotamus,bat,0,1,0,0,0,0
S100,spidermonkey,wolf,1,1,0,0,0,0
S100,macaque,chimpanzee,0,1,0,1,0,0
S100,hyena,lion,0,1,0,0,0,0
S100,monkey,ape,1,1,0,1,0,0
S100,python,horse,1,1,0,0,0,0
S100,eel,slug,1,1,0,1,0,0
S100,seahorse,squid,0,0,0,0,0,1
S100,warthog,leopard,1,1,0,0,1,0
S100,steer,mole,0,0,0,0,0,1
S100,monkey,mole,0,1,0,0,0,0
S100,parrot,koala,0,1,1,0,0,0
S100,ram,owl,1,1,0,0,0,0
S100,salamander,bee,1,1,0,0,0,0
S100,seagull,penguin,0,1,0,0,0,0
S100,eagle,sparrow,1,1,0,1,1,0
S100,anaconda,pigeon,0,0,0,0,0,1
S100,pteordactyl,bug,0,0,0,0,0,1
S100,elephant,giraffe,1,1,1,1,1,0
S100,rat,gopher,1,1,0,0,0,0
S100,dog,duck,0,1,0,0,0,0
S100,sloth,fox,0,1,0,0,0,1
S100,turtle,armadillo,0,1,0,0,0,0
S100,nakedmolerat,alpaca,0,0,0,0,0,1
