subj,node1,node2,uinvite_hierarchical,rw,fe,goni,chan,kenett
S100,robin,rabbit,0,1,0,0,0,0
S100,cheetah,serval,1,1,0,1,0,0
S100,prairiedog,koala,0,1,0,0,0,0
S100,ocelot,panther,0,1,0,1,1,0
S100,rat,mouse,1,1,1,1,1,0
S100,seal,whale,0,1,0,1,0,0
S100,horse,donkey,0,1,0,1,1,0
S100,zebra,puma,0,1,0,0,0,0
S100,weasel,ermine,1,1,0,1,1,0
S100,ermine,chinchilla,0,0,0,0,0,1
S100,dingo,monkey,0,1,0,0,0,0
S100,giraffe,penguin,0,1,0,1,0,0
S100,lamb,panda,0,0,0,0,0,1
S100,emu,aardvark,1,1,0,1,0,0
S100,eel,octopus,1,1,0,1,0,0
S100,newt,frog,1,1,0,0,0,0
S100,brownbear,sandshark,0,0,0,0,0,1
S100,iguana,opossum,1,1,0,0,0,0
S100,dolphin,walrus,0,1,0,1,0,0
S100,jackrabbit,chipmunk,0,0,0,0,0,1
S100,coyote,chicken,0,1,0,0,0,0
S100,dog,lizard,0,1,0,0,0,0
S100,mantis,vole,0,0,0,0,0,1
S100,lark,finch,0,1,0,0,1,0
S100,giraffe,camel,0,1,0,0,0,0
S100,spider,hornet,1,1,0,0,0,0
S100,cheetah,zebra,0,1,0,0,0,0
S100,pigeon,finch,1,1,0,1,1,0
S100,beaver,walrus,0,1,0,0,0,0
S100,seal,fisher,0,0,0,0,0,1
S100,dragonfly,snake,0,0,0,0,0,1
S100,panda,mouse,0,1,0,0,0,0
S100,leopard,fox,0,1,0,1,0,0
S100,warthog,meerkat,1,1,0,0,1,0
S100,velociraptor,duck,0,0,0,0,0,1
S100,stinkbug,nightingale,0,0,0,0,0,1
S100,flamingo,swan,0,1,0,0,0,0
S100,otter,whale,0,1,0,1,0,0
S100,bass,goby,1,1,0,0,1,0
S100,pigeon,lobster,0,0,0,0,0,1
S100,swan,frog,0,1,0,0,0,0
S100,canary,toucan,1,1,0,1,0,0
S100,tasmaniandevil,mountainlion,0,0,0,0,0,1
S100,mountainlion,cougar,0,0,0,1,0,0
S100,spermwhale,manatee,0,0,0,0,0,1
S100,lemur,moose,0,1,0,0,0,0
S100,piranha,barracuda,1,1,0,0,1,0
S100,spidermonkey,scorpion,0,0,0,0,0,1
S100,hawk,bullfrog,0,0,0,0,0,1
S100,elephant,tiger,0,1,0,0,0,0
S100,whaleshark,zebra,0,0,0,0,0,1
S100,chipmunk,weasel,0,1,0,0,0,0
S100,manx,firefly,0,0,0,0,0,1
S100,eagle,bear,0,1,0,0,0,0
S100,spider,ant,1,1,0,1,1,0
S100,hawk,tiger,0,1,0,0,0,0
S100,chihuahua,jackal,0,0,0,0,0,1
S100,turtle,snail,0,1,0,0,0,0
S100,prairiedog,buzzard,0,0,0,0,0,1
S100,alligator,alpaca,0,0,0,0,0,1
S100,liger,wombat,0,0,0,0,0,1
S100,zebra,guineapig,0,1,0,0,0,0
S100,bird,lion,0,1,0,0,0,1
S100,snail,panther,0,0,0,0,0,1
S100,horse,alligator,0,1,0,0,0,0
S100,cobra,viper,0,1,0,0,0,0
S100,skunk,deer,0,1,0,1,0,0
S100,crow,ox,0,1,0,0,0,0
S100,wildebeest,pika,0,0,0,0,0,1
S100,mule,cow,0,1,0,0,0,0
S100,komododragon,panda,0,1,0,0,0,0
S100,shark,swordfish,0,1,0,0,0,0
S100,shark,bass,1,1,0,0,0,0
S100,snake,koala,0,1,0,1,0,0
S100,rhinoceros,lion,0,1,0,0,0,0
S100,chihuahua,greatwhiteshark,0,0,0,0,0,1
S100,bluejay,condor,1,1,0,0,0,0
S100,hawk,pufferfish,1,1,0,0,0,0
S100,wildcat,killerwhale,0,0,0,0,0,1
S100,crocodile,alligator,1,1,0,1,1,0
S100,eagle,flamingo,0,1,0,1,0,0
S100,cheetah,penguin,0,1,1,0,0,0
S100,snake,rabbit,0,1,0,0,0,0
S100,wolf,penguin,0,1,0,0,0,0
S100,spider,seagull,1,1,0,0,0,0
S100,whale,walrus,0,1,0,0,0,0
S100,eel,lobster,0,1,0,1,1,0
S100,hyena,jackal,1,1,0,1,0,0
S100,pigeon,squirrel,0,1,0,0,0,0
S100,crocodile,cheetah,0,1,0,0,0,0
S100,donkey,pig,0,1,0,0,0,0
S100,hamster,fox,0,1,0,0,0,0
S100,rhinoceros,reindeer,0,1,0,0,0,0
S100,skunk,rabbit,0,1,0,0,0,0
S100,giraffe,zebra,1,1,1,1,1,0
S100,redpanda,barracuda,0,0,0,0,0,1
S100,lamb,sheep,1,1,1,1,1,0
S100,stallion,ladybug,0,0,0,0,0,1
S100,sheep,chicken,0,1,0,1,0,0
S100,dove,goose,0,1,0,1,0,0
S100,porcupine,raccoon,0,1,0,1,1,0
S100,shark,clownfish,0,1,0,0,1,0
S100,cardinal,oriole,1,1,0,1,0,0
S100,horse,owl,0,1,0,0,0,0
S100,reindeer,human,0,0,0,0,0,1
S100,gull,mongoose,0,0,0,0,0,1
S100,kitten,dog,1,1,0,1,0,0
S100,velociraptor,elephant,0,0,0,0,0,1
S100,bear,bluewhale,0,0,0,0,0,1
S100,hamster,camel,0,1,0,0,0,0
S100,ant,squirrel,0,1,0,0,0,0
S100,lion,deer,0,1,0,0,0,0
S100,liger,falcon,0,0,0,0,0,1
S100,eagle,meerkat,0,1,0,0,0,0
S100,guineapig,lobster,1,1,0,1,0,0
S100,ostrich,turkey,0,1,0,0,0,0
S100,orca,whale,0,1,0,0,0,0
S100,llama,alpaca,1,1,0,1,1,0
S100,goat,seal,0,1,0,0,0,0
S100,catfish,lemur,0,0,0,0,0,1
S100,horse,hen,0,0,0,0,0,1
S100,sheep,bull,0,1,0,0,0,0
S100,chipmunk,skunk,0,1,0,1,0,0
S100,bluewhale,hamster,0,0,0,0,0,1
S100,spidermonkey,seacucumber,0,0,0,0,0,1
S100,skunk,tiger,0,1,0,0,0,0
S100,spider,beetle,0,1,0,1,0,0
S100,parrot,parakeet,1,1,0,1,1,0
S100,mink,bird,1,0,0,0,0,0
S100,lobster,shrimp,1,1,0,1,1,0
S100,squid,tick,1,1,0,0,0,0
S100,eagle,hummingbird,0,1,0,0,0,0
S100,anaconda,wolverine,1,1,0,0,1,1
S100,goose,horse,0,1,0,0,0,0
S100,elephant,bat,0,1,0,0,1,0
S100,sealion,manatee,0,0,0,1,0,0
S100,mule,bandicoot,1,1,0,0,0,0
S100,lion,tiger,1,1,1,1,1,0
S100,seal,greatwhiteshark,0,0,0,0,0,1
S100,seal,pig,0,0,0,0,0,1
S100,rat,lion,0,1,0,0,0,0
S100,wren,finch,1,1,0,0,1,0
S100,peacock,swan,1,1,0,0,0,0
S100,anteater,lamb,0,1,0,0,0,0
S100,parrot,squirrel,0,1,0,0,0,0
S100,anaconda,warthog,0,0,0,0,0,1
S100,squirrel,meerkat,0,1,0,0,0,0
S100,python,cobra,1,1,0,1,1,0
S100,isopod,cricket,1,1,0,0,1,0
S100,shark,dolphin,1,1,0,1,0,0
S100,beaver,raccoon,1,1,0,0,0,0
S100,narwhal,seal,0,1,0,0,0,0
S100,dolphin,catfish,1,1,0,0,1,0
S100,jellyfish,platypus,0,1,0,1,0,0
S100,rat,rabbit,0,1,0,1,0,0
S100,chipmunk,gorilla,0,1,0,0,0,0
S100,kitten,owl,1,0,0,0,0,0
S100,donkey,cat,0,1,0,0,0,0
S100,dingo,dodo,1,1,0,0,1,0
S100,dingo,raptor,0,0,0,0,0,1
S100,koala,manx,0,0,0,0,0,1
S100,dog,otter,0,1,0,0,0,0
S100,platypus,eagle,0,1,0,0,0,0
S100,daddylonglegs,mosquito,1,1,0,0,1,0
S100,crow,rooster,0,1,0,0,0,0
S100,platypus,dog,0,1,0,0,0,0
S100,bee,mosquito,1,1,0,0,0,0
S100,zebra,horse,1,1,1,1,1,0
S100,cardinal,gnat,0,0,0,0,0,1
S100,raccoon,serval,1,1,0,0,0,0
S100,possum,skunk,0,1,0,0,0,0
S100,cattle,raccoon,1,1,0,0,1,0
S100,cheetah,kangaroo,0,1,0,0,0,0
S100,turtle,human,1,0,0,0,0,0
S100,shrimp,crab,0,1,0,1,0,0
S100,dingo,kangaroo,1,1,0,1,0,0
S100,eagle,squirrel,0,1,0,0,0,0
S100,lizard,vulture,0,1,0,0,0,0
S100,penguin,quail,0,0,0,0,0,1
S100,goose,robin,0,1,0,1,0,0
S100,bird,hamster,0,1,0,0,0,0
S100,antelope,mockingbird,0,0,0,0,0,1
S100,lion,penguin,0,1,1,0,1,0
S100,spider,lizard,0,1,0,0,0,0
S100,rat,nutria,1,1,0,0,0,0
S100,horse,mule,0,1,0,1,1,0
S100,kitten,puppy,1,1,0,0,1,0
S100,goat,alpaca,1,1,0,0,0,0
S100,lemur,rabbit,0,1,0,0,0,0
S100,bird,squirrel,0,1,0,0,0,0
S100,mountainlion,gerbil,0,0,0,0,0,1
S100,reindeer,finch,1,1,0,0,0,0
S100,zebra,quail,0,1,0,0,0,0
S100,wolverine,tiger,0,1,0,0,0,0
S100,dolphin,narwhal,0,0,0,1,0,0
S100,skunk,camel,0,1,0,0,0,0
S100,python,sloth,1,1,0,0,0,0
S100,koala,duck,0,1,0,0,0,0
S100,dolphin,octopus,0,1,0,0,0,0
S100,seagull,gecko,1,1,0,0,0,0
S100,bat,owl,0,1,0,0,0,0
S100,sheep,deer,0,1,0,0,0,0
S100,hog,monkey,0,1,0,0,0,0
S100,honeybadger,parakeet,1,1,0,0,0,0
S100,elephant,sheep,0,1,0,0,0,0
S100,baboon,pig,0,1,0,0,0,0
S100,rooster,mole,0,1,0,0,0,0
S100,waterbear,lizard,1,1,0,0,0,0
S100,eagle,owl,1,1,0,1,1,0
S100,horse,sparrow,0,1,0,0,0,0
S100,parrot,condor,0,0,0,0,0,1
S100,flamingo,stingray,1,1,0,0,0,0
S100,elephant,emu,0,1,0,0,0,0
S100,dinosaur,deer,1,1,0,0,0,0
S100,coyote,rat,0,1,0,0,0,0
S100,isopod,gerbil,0,0,0,0,0,1
S100,weasel,wolf,0,1,0,0,0,0
S100,bat,aardvark,0,1,0,0,0,0
S100,prairiedog,clam,0,0,0,0,0,1
S100,goldfish,shark,0,1,0,0,0,0
S100,pheasant,flamingo,1,1,0,0,0,0
S100,elephant,fox,0,1,0,0,0,0
S100,peccary,horse,0,0,0,0,0,1
S100,bulldog,armadillo,0,0,0,0,0,1
S100,dragon,octopus,1,1,0,0,0,0
S100,stingray,marmot,0,0,0,0,0,1
S100,moose,anchovy,0,0,0,0,0,1
S100,llama,cougar,0,1,0,0,0,0
S100,gopher,marlin,0,0,0,0,0,1
S100,oriole,seagull,0,0,0,0,0,1
S100,capybara,flamingo,0,0,0,1,0,0
S100,monkey,frog,0,1,0,0,0,0
S100,ibex,lizard,0,0,0,0,0,1
S100,monitor,alligator,0,0,0,0,0,1
S100,hyena,wolf,0,1,0,1,0,0
S100,spidermonkey,bobcat,0,0,0,0,0,1
S100,squid,clownfish,0,1,0,0,0,0
S100,bear,turkey,0,1,0,0,0,0
S100,falcon,cuttlefish,0,0,0,0,0,1
S100,snake,duck,0,1,0,0,0,0
S100,horse,reindeer,0,1,0,0,0,0
S100,turtle,beaver,1,1,0,1,0,1
S100,crow,toad,0,1,0,0,0,0
S100,rhinoceros,toad,0,1,0,0,0,0
S100,hippopotamus,whale,0,1,0,0,0,0
S100,guineapig,vole,0,1,0,0,0,0
S100,emu,owl,0,1,0,0,0,0
S100,beaver,wombat,0,1,0,0,0,0
S100,fawn,tiger,0,1,0,0,0,0
S100,zebra,tiger,0,1,1,1,0,0
S100,rhinoceros,beaver,0,1,0,0,0,0
S100,bat,frog,0,1,0,0,0,0
S100,bird,turkey,0,1,0,0,0,0
S100,mink,skunk,1,1,0,0,0,0
S100,rhinoceros,platypus,0,1,0,0,0,0
S100,clam,howlermonkey,0,0,0,0,0,1
S100,dingo,jackal,1,1,0,1,1,0
S100,tapir,arcticfox,0,0,0,0,0,1
S100,crow,donkey,0,1,0,0,0,0
S100,kangaroo,capybara,0,0,0,1,0,0
S100,gerbil,pig,0,1,0,0,0,0
S100,cow,boar,0,1,0,0,0,0
S100,hare,moth,1,1,0,0,0,0
S100,wren,rabbit,1,1,0,0,0,0
S100,bullfrog,mussel,0,0,0,0,0,1
S100,oyster,dog,1,1,0,0,1,0
S100,lion,fox,0,1,0,0,0,0
S100,scorpion,pufferfish,0,0,0,0,0,1
S100,weasel,mouse,0,1,0,0,0,0
S100,cheetah,giraffe,0,1,0,1,0,0
S100,hippopotamus,hyena,0,1,0,0,0,0
S100,crow,condor,1,1,0,1,0,0
S100,rhinoceros,elephant,1,1,0,1,0,0
S100,turtle,vulture,1,1,0,0,0,0
S100,dolphin,seal,1,1,0,1,0,0
S100,sandshark,mouse,0,0,0,0,0,1
S100,dinosaur,monitor,0,0,0,0,0,1
S100,lion,polarbear,0,1,0,0,0,0
S100,sparrow,finch,1,1,0,1,0,0
S100,turkey,rabbit,0,1,0,0,0,0
S100,elephant,kangaroo,0,1,0,0,1,0
S100,octopus,cuttlefish,1,1,0,0,1,0
S100,fly,bear,0,0,0,0,0,1
S100,panda,toucan,0,1,0,0,0,0
S100,dog,rooster,0,1,0,0,0,0
S100,heron,mountainlion,1,1,0,0,1,0
S100,beaver,anchovy,0,0,0,0,0,1
S100,ferret,cow,0,1,0,0,0,0
S100,cockatoo,cow,0,0,0,0,0,1
S100,bonobo,lemur,1,1,0,0,0,0
S100,weasel,fish,1,1,0,0,0,0
S100,coyote,mountainlion,0,1,0,0,0,0
S100,polarbear,chimpanzee,0,1,0,0,0,0
S100,tortoise,toad,1,1,0,1,1,0
S100,parrot,chimpanzee,0,1,0,0,0,0
S100,pony,bird,0,1,0,0,0,0
S100,bear,polarbear,1,1,1,0,0,0
S100,condor,rabbit,0,1,0,0,0,0
S100,persian,bunny,1,1,0,0,1,0
S100,guineapig,budgie,0,0,0,0,0,1
S100,jaguar,frog,0,1,0,0,0,0
S100,polarbear,eel,0,0,0,0,0,1
S100,lizard,camel,1,1,0,1,0,0
S100,horse,cat,0,1,0,0,0,0
S100,panda,panther,0,1,1,0,0,0
S100,kangaroo,wolf,0,1,0,0,0,0
S100,bandicoot,puppy,0,0,0,0,0,1
S100,macaw,parakeet,1,1,0,0,0,0
S100,spermwhale,swan,0,0,0,0,0,1
S100,goat,squirrel,0,1,0,0,0,0
S100,woodpecker,turtle,1,0,0,0,0,0
S100,turtle,gorilla,0,1,0,0,0,0
S100,bear,tiger,1,1,1,1,0,0
S100,persian,bug,0,0,0,0,0,1
S100,marlin,lobster,1,1,0,0,0,0
S100,bear,jaguar,0,1,0,0,0,0
S100,crocodile,guineapig,0,1,0,0,0,0
S100,mountainlion,alligator,0,0,0,0,0,1
S100,ram,hen,1,1,0,0,1,0
S100,eagle,opossum,1,1,0,0,0,0
S100,wildebeest,tiger,0,1,0,0,0,0
S100,hedgehog,guineapig,1,1,0,0,0,0
S100,dog,baldeagle,0,0,0,0,0,1
S100,wolverine,deer,0,1,0,0,0,0
S100,mouse,gerbil,0,1,0,0,0,0
S100,blowfish,barracuda,1,1,0,0,1,0
S100,porcupine,cat,0,0,0,0,0,1
S100,eagle,duck,0,1,0,0,0,0
S100,snake,orangutan,0,1,0,0,0,0
S100,kangaroo,marmoset,0,0,0,0,0,1
S100,eagle,pika,0,0,0,0,0,1
S100,whale,crab,0,1,0,0,0,0
S100,hog,eel,1,1,0,0,0,0
S100,cougar,moose,0,1,0,0,0,0
S100,starfish,guineapig,0,0,0,0,0,1
S100,bear,rooster,0,1,0,0,0,0
S100,snake,gorilla,0,1,0,0,0,0
S100,fawn,bat,1,1,0,0,0,0
S100,crow,bluejay,0,1,0,0,0,0
S100,tortoise,beaver,0,1,0,0,0,0
S100,pony,muskrat,0,0,0,0,0,1
S100,seal,gorilla,0,1,0,0,0,0
S100,lizard,gerbil,0,1,0,0,0,0
S100,hummingbird,rabbit,0,1,0,0,0,0
S100,dinosaur,horse,1,1,0,0,0,0
S100,spider,frog,0,1,0,0,0,0
S100,meerkat,gorilla,0,1,0,0,0,0
S100,baldeagle,buffalo,0,0,0,0,0,1
S100,starfish,hamster,0,0,0,0,0,1
S100,badger,beaver,1,1,0,1,0,0
S100,groundhog,camel,0,0,0,0,0,1
S100,whale,fish,0,1,0,1,0,0
S100,bird,slug,0,0,0,0,0,1
S100,swallow,owl,1,1,0,0,0,0
S100,python,gull,0,0,0,0,0,1
S100,boaconstrictor,dragonfly,1,1,0,0,1,0
S100,hyena,bat,0,1,0,0,0,0
S100,ostrich,mouse,0,1,0,0,0,0
S100,ostrich,bird,0,1,0,0,0,0
S100,condor,polarbear,1,1,0,0,0,0
S100,starfish,whale,1,1,0,1,0,0
S100,chameleon,donkey,1,1,0,0,0,0
S100,lion,fish,0,1,0,0,0,0
S100,goat,camel,0,1,0,0,0,0
S100,python,rattlesnake,1,1,0,1,0,0
S100,shark,mouse,0,1,0,0,0,0
S100,bear,fox,0,1,1,0,0,0
S100,snake,owl,0,1,0,0,0,0
S100,jellyfish,tiger,0,1,0,0,0,0
S100,kangaroo,weevil,1,1,0,0,1,0
S100,fox,rabbit,0,1,0,0,0,0
S100,mosquito,gerbil,0,0,0,0,0,1
S100,hyena,baboon,1,1,0,0,0,0
S100,cheetah,tick,0,0,0,0,0,1
S100,beetle,vole,1,1,0,0,0,0
S100,lion,orangutan,0,1,0,0,0,0
S100,elephant,whale,0,1,0,0,0,0
S100,dolphin,penguin,0,1,0,0,0,0
S100,swallow,lobster,0,0,0,0,0,1
S100,dog,kangaroo,0,1,1,0,0,0
S100,giraffe,redpanda,0,1,0,0,0,0
S100,snake,ostrich,0,0,0,0,0,1
S100,raccoon,bug,0,0,0,0,0,1
S100,shark,rat,0,1,0,0,0,0
S100,eagle,whale,0,1,0,0,0,0
S100,seal,beaver,0,1,0,0,0,0
S100,rat,gerbil,0,1,0,1,0,0
S100,prairiedog,hyena,1,1,0,1,0,0
S100,peacock,frog,1,1,0,0,1,0
S100,cat,polarbear,0,1,0,0,0,0
S100,bass,hummingbird,0,0,0,0,0,1
S100,seal,manatee,1,1,0,1,0,0
S100,bluewhale,killerwhale,1,1,0,0,1,0
S100,elephant,mule,0,1,0,0,0,0
S100,ibis,dove,0,0,0,0,0,1
S100,camel,ox,0,1,0,0,0,0
S100,dolphin,stingray,0,1,0,0,0,0
S100,dove,parrot,0,1,0,1,0,0
S100,maltese,reindeer,0,0,0,0,0,1
S100,earthworm,redfox,0,0,0,0,0,1
S100,dolphin,fish,0,1,0,1,0,0
S100,narwhal,whale,1,1,0,0,0,0
S100,mouse,wombat,0,1,0,0,0,0
S100,orangutan,hummingbird,1,1,0,0,0,0
S100,mouse,duck,0,1,0,0,0,0
S100,hippopotamus,clownfish,0,0,0,0,0,1
S100,duck,alligator,0,1,0,0,0,0
S100,sugarglider,nightingale,0,0,0,0,0,1
S100,hyena,mongoose,1,1,0,1,1,0
S100,llama,bear,0,1,0,0,0,0
S100,iguana,carpetbeetle,0,0,0,0,0,1
S100,goldfish,salamander,1,1,0,0,0,0
S100,pheasant,duck,1,1,0,1,1,0
S100,bear,shrimp,0,1,0,0,0,1
S100,snake,hyena,0,1,0,0,0,0
S100,dog,wolf,0,1,1,1,0,0
S100,horse,swallow,0,1,0,0,0,0
S100,turtle,panda,0,1,0,0,0,0
S100,pigeon,puma,0,0,0,0,0,1
S100,hyena,squid,0,1,0,0,0,0
S100,sunbear,deer,1,1,0,0,1,0
S100,opossum,mole,1,1,0,0,0,0
S100,sealion,polarbear,0,1,0,1,0,0
S100,reindeer,manatee,0,0,0,0,0,1
S100,shark,killerwhale,1,1,0,0,0,0
S100,humpbackwhale,killerwhale,1,1,0,0,1,0
S100,tuna,donkey,0,1,0,0,0,0
S100,flamingo,mole,0,1,0,0,0,0
S100,anteater,elephant,0,0,0,0,0,1
S100,echidna,monkey,0,0,0,0,0,1
S100,anchovy,shrimp,1,1,0,0,1,0
S100,waterbear,elk,0,0,0,0,0,1
S100,crow,snake,0,1,0,0,0,0
S100,magpie,turkey,0,0,0,0,0,1
S100,goat,zebra,0,1,0,0,0,0
S100,poodle,polarbear,0,0,0,0,0,1
S100,ferret,redfox,1,1,0,0,1,0
S100,ferret,rabbit,0,1,0,0,0,0
S100,mule,ox,0,1,0,1,0,0
S100,zebra,mouse,0,1,0,0,0,0
S100,koala,sloth,0,1,0,1,1,0
S100,monkey,ferret,0,1,0,0,0,0
S100,antelope,armadillo,1,1,0,0,0,0
S100,kangaroo,wallaby,1,1,0,1,1,0
S100,snake,mole,0,1,0,0,0,0
S100,hippopotamus,skunk,0,1,0,0,0,0
S100,dolphin,whale,1,1,0,1,1,0
S100,pigeon,macaw,0,1,0,0,1,0
S100,porcupine,kangaroo,1,1,0,0,0,0
S100,giraffe,spider,0,1,0,0,0,0
S100,ferret,toad,0,1,0,0,0,0
S100,bison,oxen,1,1,0,0,0,0
S100,shark,possum,0,1,0,0,0,0
S100,owl,rabbit,0,1,0,0,0,0
S100,gull,bear,0,0,0,0,0,1
S100,lynx,gorilla,0,1,0,0,0,0
S100,maltese,parrot,0,0,0,0,0,1
S100,horse,steer,1,1,0,1,1,0
S100,sugarglider,redpanda,0,0,0,0,0,1
S100,bull,mongoose,1,1,0,0,0,0
S100,swordfish,orca,1,1,0,1,1,0
S100,bear,cat,0,1,1,0,0,0
S100,wolverine,panther,0,1,0,0,0,0
S100,beaver,armadillo,0,1,0,0,0,0
S100,jellyfish,lobster,0,0,0,1,0,0
S100,hog,porcupine,0,0,0,0,0,1
S100,platypus,octopus,1,1,0,1,0,0
S100,gopher,chinchilla,1,1,0,0,0,0
S100,antelope,slug,0,0,0,0,0,1
S100,monkey,deer,0,1,0,0,0,0
S100,sabertoothedtiger,cheetah,1,1,0,0,1,0
S100,gazelle,rat,0,1,0,0,0,0
S100,gazelle,alpaca,0,0,0,0,0,1
S100,pony,stallion,1,1,0,0,1,0
S100,monkey,hamster,0,1,0,0,0,0
S100,pigeon,swan,0,1,0,0,0,0
S100,hippopotamus,puma,0,1,0,0,0,0
S100,eel,shrimp,1,1,0,0,0,0
S100,giraffe,alligator,0,1,0,0,0,0
S100,eagle,axolotl,0,0,0,0,0,1
S100,bear,gorilla,0,1,0,0,0,0
S100,fox,wolf,1,1,0,1,1,0
S100,lobster,crab,1,1,0,1,1,0
S100,koala,orangutan,0,1,0,0,0,0
S100,moth,deer,0,0,0,0,0,1
S100,hippopotamus,jaguar,0,1,0,0,0,0
S100,opossum,whale,1,1,0,0,0,0
S100,ibex,yak,0,0,0,0,0,1
S100,otter,orangutan,0,0,0,0,0,1
S100,spider,assassinbug,0,0,0,0,0,1
S100,mouse,moose,0,1,0,0,0,0
S100,elephant,canary,0,1,0,0,0,0
S100,zebra,fish,0,1,0,0,0,0
S100,hamster,raptor,0,0,0,0,0,1
S100,platypus,slug,1,0,0,0,0,0
S100,hyena,deer,0,1,0,0,0,0
S100,dolphin,fox,0,1,0,0,0,0
S100,waterbear,sloth,1,1,0,0,0,0
S100,bluebird,sparrow,1,1,0,0,1,1
S100,chameleon,lamb,0,0,0,0,0,1
S100,cassowary,ibex,1,1,0,0,1,0
S100,velociraptor,spider,0,0,0,0,0,1
S100,iguana,yak,0,0,0,0,0,1
S100,bronco,cow,1,1,0,0,1,0
S100,rattlesnake,alligator,0,1,0,0,0,0
S100,snake,snail,0,1,0,0,0,0
S100,emu,ewe,1,1,0,1,1,0
S100,leopard,lynx,1,1,0,1,1,0
S100,tiger,lynx,0,1,0,0,0,0
S100,adder,lion,0,0,0,0,0,1
S100,rat,woodchuck,0,0,0,0,0,1
S100,ermine,mongoose,1,1,0,0,0,0
S100,lemur,monkey,1,1,0,1,0,0
S100,gnat,firefly,1,1,0,0,0,0
S100,fox,owl,0,1,0,0,0,0
S100,goose,fish,0,1,0,0,0,0
S100,tasmaniandevil,ostrich,1,1,0,0,0,0
S100,leopard,serval,0,1,0,1,1,0
S100,komododragon,monitor,1,1,0,0,0,0
S100,tuna,whale,1,1,0,1,0,0
S100,ibis,cardinal,0,0,0,0,0,1
S100,bull,deer,0,1,0,0,0,0
S100,zebra,jaguar,0,1,0,0,0,0
S100,peacock,parrot,0,1,0,0,0,0
S100,turtle,tortoise,1,1,0,1,1,0
S100,spermwhale,narwhal,1,1,0,0,1,0
S100,cockroach,crab,0,0,0,0,0,1
S100,bluejay,greatwhiteshark,0,0,0,0,0,1
S100,zebra,cat,0,1,0,0,0,0
S100,goldenretriever,mountainlion,0,0,0,0,0,1
S100,antelope,badger,0,0,0,0,0,1
S100,cardinal,moose,0,1,0,0,0,0
S100,duck,rabbit,0,1,0,0,0,0
S100,liger,tiger,1,1,0,0,1,0
S100,butterfly,dog,0,1,0,0,0,0
S100,llama,emu,0,1,0,0,0,0
S100,goat,mosquito,0,1,0,0,0,0
S100,butterfly,squirrel,0,1,0,0,0,0
S100,crow,panther,0,0,0,0,0,1
S100,brownbear,ram,0,0,0,0,0,1
S100,monkey,wildcat,1,1,1,0,0,0
S100,komododragon,shark,0,1,0,0,0,0
S100,cow,alligator,0,1,0,0,0,0
S100,snail,ladybug,1,1,0,0,0,0
S100,chihuahua,ferret,0,0,0,0,0,1
S100,ibis,antelope,1,1,0,0,0,0
S100,goldenretriever,pteordactyl,0,0,0,0,0,1
S100,frog,rabbit,0,1,0,0,0,0
S100,sheep,bird,0,1,0,0,0,0
S100,redpanda,polarbear,0,0,0,1,0,0
S100,coyote,redfox,0,0,0,0,0,1
S100,rhinoceros,possum,0,1,0,0,0,0
S100,fox,pig,0,1,0,0,0,0
S100,koala,wallaby,0,0,0,1,0,0
S100,tiger,gerbil,0,1,0,0,0,0
S100,hare,pelican,0,0,0,0,0,1
S100,crocodile,camel,0,1,0,0,0,0
S100,ibex,mule,0,0,0,0,0,1
S100,salmon,vulture,0,0,0,0,0,1
S100,octopus,crab,1,1,0,1,0,0
S100,snail,flamingo,1,1,0,1,0,0
S100,sheep,hyena,0,1,0,0,0,0
S100,goat,dog,0,1,0,0,0,0
S100,scorpion,mule,1,1,0,0,0,0
S100,guineapig,ferret,0,1,0,1,0,0
S100,snake,lion,0,1,0,0,0,0
S100,dog,hamster,0,1,0,1,0,0
S100,ermine,fox,0,1,0,0,0,0
S100,chicken,pig,1,1,0,1,0,0
S100,prairiedog,meerkat,1,1,0,1,1,0
S100,wolverine,dormouse,0,0,0,0,0,1
S100,chameleon,turtle,0,1,0,1,0,0
S100,fawn,whale,0,0,0,0,0,1
S100,wolverine,raven,0,0,0,0,0,1
S100,fox,rattlesnake,0,1,0,0,0,0
S100,bat,tick,1,1,0,0,0,0
S100,elk,puppy,0,0,0,0,0,1
S100,lamb,moose,0,1,0,1,0,0
S100,koala,alligator,0,1,0,0,0,0
S100,anaconda,zebra,0,0,0,0,0,1
S100,skunk,meerkat,1,1,0,0,0,0
S100,iguana,chihuahua,0,0,0,0,0,1
S100,grizzlybear,polarbear,1,1,0,1,1,0
S100,treefrog,bat,0,0,0,0,0,1
S100,monkey,kangaroo,0,1,0,0,0,0
S100,cod,parakeet,0,0,0,0,0,1
S100,zebra,bobcat,0,1,0,0,0,0
S100,zebra,elk,0,1,0,0,0,0
S100,eagle,skunk,0,1,0,0,0,0
S100,eagle,frog,0,1,0,0,0,1
S100,woodpecker,cicada,0,0,0,0,0,1
S100,elephant,donkey,0,1,0,0,0,0
S100,robin,swan,1,1,0,0,0,0
S100,lobster,octopus,0,0,0,1,0,0
S100,pteordactyl,tarantula,0,0,0,0,0,1
S100,muskrat,fisher,1,1,0,1,1,0
S100,cow,rabbit,0,1,0,0,0,0
S100,lemur,wolf,0,0,0,0,0,1
S100,velociraptor,anteater,0,0,0,0,0,1
S100,chicken,falcon,0,1,0,0,0,0
S100,shark,tuna,0,1,0,1,0,0
