subj,node1,node2,s2017_uinvite_hierarchical_bb_a1_b1,s2017_rw,s2017_fe,s2017_goni,s2017_chan,s2017_kenett,s2017_uinvite_flat,s2017_uinvite_hierarchical_zibb_a2_b1_p5,rating,goniweight
S100,turtle,panda,0,1,0,0,0,0,1,0,9.66666666667,60.0075107132612
S100,shark,lobster,0,0,0,0,0,1,0,0,26.5,60.00380999806306
S100,shark,rooster,0,0,0,0,0,1,0,0,5.83333333333,60.00586153548162
S100,lion,tiger,1,1,1,1,1,0,1,1,87.0,50.0696032501428
S100,ray,hornet,0,0,0,0,0,1,0,0,4.5,42.98044177032e-05
S100,flea,carpetbeetle,1,1,0,0,1,0,1,1,53.5,41.49022088516e-05
S100,fly,cow,0,1,0,0,0,0,1,0,2.6,50.00577212222852
S100,crow,panther,0,0,0,0,0,1,0,0,9.2,50.00431170576106
S100,emu,lion,0,1,0,0,0,0,1,0,10.75,40.0104712854197
S100,boaconstrictor,snake,0,1,0,0,0,0,1,1,99.0,40.00105805682846
S100,treefrog,blueheron,1,1,0,1,1,0,1,1,8.0,52.98044177032e-05
S100,chameleon,capybara,0,0,0,0,0,1,0,0,21.5,20.000208630923922
S100,swordfish,octopus,0,0,0,1,0,0,0,0,41.6,50.000437131459647
S100,marlin,lobster,1,1,0,0,0,0,1,1,29.0,50.000193728715071
S100,rhinoceros,baboon,0,1,0,0,0,0,1,0,24.8,50.00131139437894
S100,kitten,kinkajou,0,0,0,0,0,1,0,0,9,18.94132531095e-05
S100,newt,marlin,0,0,0,0,0,1,0,0,16.25,42.98044177032e-05
S100,gull,bear,0,0,0,0,0,1,0,0,7.0,40.000481838086201
S100,shrew,lemur,0,0,0,0,0,1,0,0,36.25,40.000571251339311
S100,platypus,chipmunk,0,1,0,0,0,0,1,0,21.2,50.00149022088516
S100,tarantula,nightingale,1,0,0,0,0,0,0,0,14.3333333333,32.98044177032e-05
S100,lion,pig,0,1,0,0,0,0,1,0,28.2,50.0443489735423
S100,hawk,condor,1,1,0,1,1,0,1,1,77.6666666667,30.000496740295053
S100,monkey,ferret,0,1,0,0,0,0,1,0,28.2,50.0113157439213
S100,bear,mouse,0,1,0,0,0,0,1,0,12.4,50.0375833707237
S100,crow,lion,0,1,0,0,0,0,0,0,12.0,50.0172468230442
S100,dingo,raptor,0,0,0,0,0,1,0,0,20.2,50.000178826506219
S100,ostrich,flamingo,0,1,0,1,0,0,1,1,79.2,50.00460974993809
S100,anteater,goose,0,1,0,0,0,0,1,0,14.6,50.00173859103269
S100,frog,parakeet,0,0,0,0,0,1,0,0,7.25,40.00174355843564
S100,stinkbug,possum,0,0,0,0,0,1,0,0,7.0,50.000109282864912
S100,mantaray,redpanda,0,0,0,0,0,1,0,0,16.5,20.000119217670813
S100,elephant,lizard,0,1,0,0,0,0,1,0,4.6,50.0175945412508
S100,kitten,baldeagle,0,0,0,0,0,1,0,0,7.4,52.98044177032e-05
S100,giraffe,bat,0,1,0,0,0,0,1,0,10.4,50.000983545784205
S100,rat,bat,0,1,0,0,0,0,1,0,29.6,50.0119664737078
S100,dolphin,rat,0,1,0,0,0,0,1,0,9.8,50.0166805391079
S100,chameleon,gecko,0,1,0,1,0,0,1,0,91.4,50.000556349130459
S100,kangaroo,frog,0,1,0,0,0,0,1,0,7.0,40.00891152089325
S100,swan,frog,0,1,0,0,0,0,1,0,15.2,50.00290593072606
S100,guineapig,cat,0,1,0,0,0,0,0,0,22.8,50.0173014644767
S100,lamb,bluejay,1,1,1,0,0,0,1,1,6.0,50.00111269826092
S100,gopher,warthog,0,0,0,0,0,1,0,0,59.0,44.47066265548e-05
S100,lion,rabbit,0,1,0,0,1,0,1,0,13.8,50.0425010996447
S100,dog,gorilla,0,1,0,0,0,0,0,0,23.75,40.033033229621
S100,hippopotamus,frog,0,1,0,0,0,0,0,0,8.0,50.0116237229042
S100,cheetah,fox,0,1,0,0,0,0,0,0,32.4,50.018170759993
S100,bobcat,cat,0,1,0,0,0,0,1,0,85.25,40.00576715482556
S100,sealion,otter,0,1,0,0,0,0,1,0,78.4,50.000943806560601
S100,woodpecker,cicada,0,0,0,0,0,1,0,0,8.4,51.98696118021e-05
S100,elephant,rabbit,0,1,0,0,0,0,1,0,11.4,50.0263918118762
S100,snake,lion,0,1,0,0,0,0,1,0,10.25,40.0437330155765
S100,emu,hamster,0,0,0,0,0,1,0,0,11.2,50.00422229250795
S100,dragon,lobster,0,0,0,0,0,1,0,0,15.6,50.000129152476714
S100,cottonmouth,meerkat,0,0,0,0,0,1,0,0,5.0,34.96740295053e-05
S100,seagull,oriole,0,0,0,0,0,1,0,0,76.0,40.000109282864912
S100,spider,ape,0,1,0,0,0,0,1,0,4.2,50.00377025883945
S100,tiger,ape,0,1,0,0,0,0,0,0,14.2,50.0129102802684
S100,tortoise,aardvark,0,1,0,0,0,0,1,0,21.0,40.00066066459242
S100,skunk,tiger,0,1,0,0,0,0,1,0,19.6,50.012348963735
S100,bird,swan,0,1,0,0,0,1,1,0,84.0,50.00298044177032
S100,kangaroo,pig,0,1,0,0,0,0,1,0,23.0,50.0164520385722
S100,elephant,cougar,0,1,0,0,0,0,1,0,31.2,50.00573735040786
S100,ocelot,tiger,1,0,0,0,0,0,0,0,61.75,40.00112263306682
S100,carpetbeetle,crow,0,0,0,0,0,0,0,0,5.0,50.000417261847844
S100,toucan,hornet,0,0,0,0,0,1,0,0,5.8,55.96088354064e-05
S100,lizard,fish,0,1,0,0,0,0,1,0,24.6,50.00822601928608
S100,blackbear,penguin,0,0,0,0,0,1,0,0,13.6,50.00160943855597
S100,zebra,lion,0,1,1,1,0,0,1,0,33.2,50.0517404691327
S100,rhinoceros,mouse,0,1,0,0,0,0,1,0,6.4,50.0170481269262
S100,dolphin,squid,0,1,0,1,0,0,1,0,46.25,40.00319900750014
S100,hawk,oriole,1,1,0,0,0,0,1,1,62.75,40.000248370147526
S100,mink,grizzlybear,0,0,0,0,0,0,0,0,19.25,40.000312946385883
S100,cheetah,camel,0,1,0,0,0,0,1,0,32.0,50.00527538193346
S100,monitor,moth,0,0,0,0,0,1,0,0,1.66666666667,34.96740295053e-05
S100,budgie,chimpanzee,0,0,0,0,0,1,0,0,1,10.000134119879664
S100,walrus,penguin,0,1,0,1,0,0,1,0,40.75,40.0037553566306
S100,hippopotamus,alligator,0,1,0,0,0,0,1,0,24.25,40.0140080763205
S100,sparrow,owl,0,1,0,1,0,0,1,1,63.4,50.00304005060572
S100,chicken,camel,0,1,0,0,0,1,1,0,13.2,50.00590127470523
S100,bat,mouse,0,1,0,0,0,0,0,0,20.2,50.0127860951947
S100,peacock,vulture,1,1,0,0,0,0,1,1,63.0,50.000298044177032
S100,beardeddragon,gecko,1,1,0,1,1,0,1,1,76.0,40.000158956894417
S100,ferret,cat,0,1,0,0,0,0,1,0,31.6,50.021787029341
S100,tuna,warthog,0,0,0,0,0,1,0,0,5.0,57.45110442579e-05
S100,echidna,zebra,0,0,0,0,0,1,0,0,22.6666666667,30.00166904739138
S100,crow,monkey,0,1,0,0,0,0,1,0,13.6,50.00931884793519
S100,shrew,wolf,0,0,0,0,0,1,0,0,22.0,40.00146538387041
S100,macaque,dolphin,0,0,0,0,0,0,0,0,8.25,40.000685501607173
S100,platypus,squid,0,1,0,1,0,0,1,0,25.8,50.00104315461961
S100,baboon,gerbil,0,1,0,0,0,1,1,1,17.2,50.000864328113392
S100,cat,bird,0,1,1,1,1,0,1,0,13.0,50.0256317992247
S100,dolphin,flamingo,0,1,0,0,0,0,1,0,15.2,50.00662651553601
S100,rat,conure,0,0,0,0,0,1,0,0,1.0,20.000362620415389
S100,woodpecker,orangutan,1,1,0,0,0,0,1,1,26.2,50.000437131459647
S100,eel,shrimp,1,1,0,0,0,0,1,1,37.0,40.000764980054382
S100,scottishshetland,oxen,0,0,0,0,0,1,0,0,26.0,41.49022088516e-05
S100,orca,caribou,0,0,0,0,0,1,0,0,9.5,23.47718206537e-05
S100,platypus,guineapig,0,1,0,0,0,0,1,1,15.0,50.00201179819496
S100,zebra,cat,0,1,0,0,0,0,1,0,19.8,50.0538267783719
S100,macaw,macaque,0,0,0,0,0,1,0,0,32.0,37.45110442579e-05
S100,antelope,capuchin,0,0,0,0,0,1,0,0,9.5,27.94784472085e-05
S100,peccary,llama,0,0,0,0,0,1,0,0,12.0,28.4445850159e-05
S100,grasshopper,sloth,0,1,0,0,1,0,1,1,7.2,50.000447066265548
S100,hare,badger,0,1,0,0,0,0,1,1,38.6,50.000357653012438
S100,spider,cat,0,1,0,0,0,0,1,0,8.4,50.0211462343604
S100,elephant,lion,0,1,0,0,0,0,1,0,30.4,50.0474287633717
S100,hippopotamus,lion,0,1,0,0,0,0,1,0,30.4,50.0369574779519
S100,anteater,weevil,1,1,0,0,1,0,1,1,32.0,56.95436413074e-05
S100,bulldog,duckling,0,0,0,0,0,1,0,0,10.2,59.93480590106e-06
S100,dinosaur,gnu,0,0,0,0,0,1,0,0,19.5,42.48370147526e-05
S100,scorpion,cow,0,0,0,0,0,1,0,0,4.75,40.00123688333468
S100,seahorse,lark,0,0,0,0,0,1,0,0,14.75,44.47066265548e-05
S100,echidna,monkey,0,0,0,0,0,1,0,0,19.0,30.00133126399074
S100,rat,hamster,0,1,0,1,1,0,1,1,63.75,40.0181310207694
S100,hippopotamus,bobcat,0,1,0,0,0,0,1,0,20.8,50.00268239759329
S100,crow,cow,0,1,0,0,0,0,1,0,9.2,50.011544244457
S100,dingo,hyena,0,1,0,0,0,0,1,0,77.6,50.0028612240995
S100,brownbear,whale,0,0,0,0,0,1,0,0,9.2,50.00117230709632
S100,crow,rooster,0,1,0,0,0,0,1,0,76.0,50.0027817456523
S100,mantaray,stork,0,0,0,0,0,1,0,0,10.2,51.49022088516e-05
S100,hog,boar,1,1,0,1,0,0,1,1,92.75,40.000347718206537
S100,wildcat,gorilla,1,0,0,0,0,0,0,0,25.2,50.000745110442579
S100,hippopotamus,stingray,0,0,0,0,0,0,0,0,10.8,50.00208630923922
S100,woodpecker,turtle,1,0,0,0,0,0,0,1,13.6,50.000715306024876
S100,dragon,bug,0,0,0,0,0,1,0,0,3.0,49.93480590106e-06
S100,puma,finch,1,1,0,0,0,0,1,1,9.33333333333,30.000625892771767
S100,bessbug,goldfish,0,0,0,0,0,1,0,0,2.66666666667,33.97392236042e-05
S100,salamander,bee,0,1,0,0,0,0,1,1,12.8,50.000774914860283
S100,dolphin,clam,0,1,0,0,0,0,1,1,14.4,50.000685501607173
S100,tarantula,pig,0,1,0,0,0,0,1,0,3.0,50.00214591807463
S100,snake,bobcat,0,1,0,0,0,0,1,0,6.6,50.00317417048539
S100,panda,chimpanzee,0,1,0,1,0,0,1,0,40.0,50.0056330349459
S100,bird,squirrel,0,1,0,0,0,0,1,0,20.2,50.00993480590106
S100,snail,flamingo,0,1,0,1,0,0,1,1,3.2,50.00144054685565
S100,coyote,turkey,0,1,0,0,0,0,1,1,12.6,50.00292580033786
S100,rat,cow,0,1,0,0,0,0,1,0,15.6,50.0300974944773
S100,giraffe,monkey,0,1,0,0,0,0,1,0,13.75,40.00199689598611
S100,dog,moose,0,1,0,0,0,0,0,0,26.8,50.0244445899196
S100,ostrich,bird,0,1,0,0,0,0,1,0,90.2,50.00635827577668
S100,cheetah,bluebird,0,0,0,1,0,0,0,0,9.0,50.00146538387041
S100,spider,bat,0,1,0,0,0,0,1,0,25.0,50.00540950181313
S100,cat,fish,0,1,0,0,1,0,1,0,8.0,40.0230686193023
S100,millipede,centipede,1,1,0,1,1,0,1,1,91.4,54.47066265548e-05
S100,sheep,owl,0,1,1,0,0,0,1,0,18.0,50.00743123481399
S100,beluga,raccoon,0,0,0,0,0,1,0,0,5.25,40.000139087282615
S100,groundhog,raccoon,0,1,0,0,0,0,1,0,55.8,50.000695436413074
S100,redfox,crane,0,0,0,0,0,1,0,0,10.75,44.96740295053e-06
S100,chihuahua,chipmunk,0,0,0,0,0,1,0,0,20.0,50.000298044177032
S100,trout,howlermonkey,0,0,0,0,0,0,0,0,11.2,59.93480590106e-06
S100,shark,turtle,0,1,0,0,0,0,1,0,28.6,50.0105507638669
S100,pony,chowchow,0,0,0,0,0,1,0,0,17.0,36.45762383569e-05
S100,spider,bear,0,1,0,0,0,0,1,0,1.8,50.0159006568446
S100,turtle,gecko,0,1,0,0,0,0,1,0,40.2,50.0028612240995
S100,persian,bunny,1,1,0,0,1,0,1,1,58.3333333333,31.98696118021e-05
S100,woodchuck,budgie,0,0,0,0,0,1,0,0,1,11.98696118021e-05
S100,shark,otter,0,1,0,0,1,0,1,0,33.4,50.00556845870754
S100,salamander,rabbit,0,1,0,0,0,0,1,0,11.6,50.00445576044662
S100,starfish,ant,0,1,0,0,0,0,1,1,11.0,50.000764980054382
S100,cougar,owl,0,1,0,0,0,0,1,0,19.4,50.00253337550477
S100,catfish,orca,0,0,0,0,0,1,0,0,41.0,53.47718206537e-05
S100,chicken,bat,0,1,0,0,0,0,1,0,18.0,50.0108190036263
S100,platypus,germanshepherd,0,0,0,0,0,1,0,0,10.8,57.45110442579e-05
S100,scottishshetland,anchovy,0,0,0,0,0,0,0,0,1.0,34.96740295053e-06
S100,eagle,kingcobra,0,0,0,0,0,0,0,0,9.6,50.000427196653746
S100,elk,pig,0,1,0,0,0,0,0,0,22.6,50.00822601928608
S100,snake,gerbil,0,1,0,0,0,0,0,0,12.8,50.0102278826751
S100,hawk,shrimp,0,0,0,0,0,1,0,0,7.75,40.0013660358114
S100,mule,bull,0,1,0,1,0,0,1,0,53.6,50.0018776783153
S100,pigeon,eagle,0,1,0,0,0,0,1,0,72.6,50.00512635984495
S100,zebra,whale,0,1,0,0,0,0,1,0,7.2,50.0246184490228
S100,horse,ram,0,1,0,0,0,0,1,0,48.2,50.0028016152641
S100,beaver,ewe,1,0,0,0,0,0,0,0,16.5,40.000596088354064
S100,macaque,conure,0,0,0,0,0,1,0,0,62.5,21.49022088516e-05
S100,turtle,deer,0,0,0,0,0,1,0,0,11.0,50.0110872433856
S100,poodle,mountainlion,0,0,0,0,0,1,0,0,26.2,52.98044177032e-05
S100,kangaroo,weevil,1,1,0,0,1,0,1,1,15.5,40.000228500535724
S100,elephant,penguin,0,1,1,0,0,0,1,0,15.5,40.0206544614683
S100,hare,shrew,0,1,0,0,1,0,1,0,45.25,40.000223533132774
S100,komododragon,bug,0,0,0,0,0,1,0,0,13.6,56.45762383569e-05
S100,octopus,cuttlefish,0,1,0,0,1,0,1,1,45.8,50.000218565729823
S100,aardvark,manatee,1,1,0,0,1,0,1,1,11.0,50.00066066459242
S100,salmon,baboon,0,0,0,0,0,1,0,0,11.8,50.000238435341625
S100,beaver,owl,0,1,0,0,0,0,1,1,21.0,50.00506675100954
S100,canary,spider,0,1,0,0,0,0,1,1,9.4,50.00114747008157
S100,monkey,chimpanzee,1,1,0,1,0,0,1,1,97.4,50.00898603193751
S100,blackbear,anchovy,0,0,0,0,0,1,0,0,2.4,52.98044177032e-05
S100,porcupine,crab,0,0,0,0,0,1,0,0,9.4,50.000601055757014
S100,tuna,seal,0,0,0,1,0,0,0,0,43.2,50.000894132531095
S100,seagull,scorpion,0,0,0,0,0,1,0,0,9.4,50.000163924297367
S100,panda,bird,0,1,0,0,0,0,1,0,13.8,50.00834523695689
S100,bat,frog,0,1,0,0,0,0,1,0,20.2,50.00639304759733
S100,iguana,frog,0,1,0,0,0,0,1,0,50.4,50.00348711687127
S100,cat,bat,0,1,1,0,0,0,1,0,17.6,50.0211462343604
S100,horse,rat,0,1,0,0,0,0,1,0,9.8,50.0340863190465
S100,squid,clownfish,0,1,0,0,0,0,1,0,42.6,50.000486805489152
S100,beluga,hare,0,0,0,0,0,1,0,0,6.5,44.47066265548e-05
S100,canary,moose,0,0,0,0,0,1,0,0,12.2,50.00128655736419
S100,goat,pig,0,1,0,1,0,0,1,0,34.6,50.0175249976095
S100,macaque,seagull,0,0,0,0,0,0,0,0,23.5,40.000163924297367
S100,rat,rabbit,0,1,0,1,0,0,1,0,33.0,40.0250208086618
S100,emu,flamingo,1,1,0,1,1,0,1,0,60.8,50.00244892965461
S100,lamb,moose,0,1,0,1,0,0,1,0,27.6,50.00294070254671
S100,goat,llama,0,1,0,1,0,0,1,0,72.0,50.00413784665779
S100,crow,canary,0,1,0,0,0,0,1,0,69.8,50.000973610978304
S100,ocelot,panther,0,1,0,1,1,0,1,0,67.5,40.000307978982933
S100,cardinal,aardvark,0,1,0,1,0,0,1,0,24.6,50.00075504524848
S100,rhinoceros,giraffe,0,1,1,1,0,0,1,1,25.4,50.00131139437894
S100,axolotl,parakeet,0,0,0,0,0,1,0,0,,08.94132531095e-05
S100,giraffe,kangaroo,0,1,0,0,0,0,1,0,21.0,40.00137100321435
S100,slug,worm,0,0,0,0,0,0,0,1,74.8,50.000104315461961
S100,tuna,eel,1,1,0,0,0,0,1,1,50.2,50.000347718206537
S100,bear,alligator,0,1,0,0,0,0,1,0,18.0,50.0226463900515
S100,sabertoothedtiger,wolf,0,0,0,0,0,1,0,0,56.8,50.000293076774081
S100,peccary,panda,0,0,0,0,0,1,0,0,34,10.000208630923922
S100,spider,gazelle,0,1,0,0,0,0,1,0,4.0,40.00245886446051
S100,rhinoceros,tiger,0,1,0,0,0,0,1,0,19.0,50.02469792747
S100,panda,bear,0,1,0,1,0,0,1,0,80.4,50.0202371996205
S100,robin,fish,0,0,0,0,0,1,0,0,10.75,40.00160943855597
S100,poodle,nakedmolerat,0,0,0,0,0,0,0,0,42.25,44.96740295053e-06
S100,opossum,capuchin,0,0,0,0,0,1,0,0,15.6666666667,31.98696118021e-05
S100,elephant,sloth,0,1,0,0,0,0,1,0,23.0,50.00573735040786
S100,cheetah,puma,0,1,0,1,0,0,1,1,85.4,50.00410307483714
S100,swan,crane,1,1,0,0,1,0,1,1,83.6,57.45110442579e-05
S100,crow,buzzard,1,1,0,0,1,0,1,1,87.25,40.000139087282615
S100,turtle,toad,0,1,0,1,0,0,1,0,43.6,50.00268239759329
S100,bonobo,gecko,1,1,0,0,0,0,1,1,19.3333333333,30.000476870683251
S100,koala,bear,0,1,0,0,0,0,1,0,88.4,50.0178280091895
S100,prairiedog,persian,0,0,0,0,0,1,0,0,46.0,45.46414324558e-05
S100,giraffe,camel,0,1,0,0,0,0,1,0,58.2,50.000536479518657
S100,eagle,opossum,0,1,0,0,0,0,1,1,8.2,50.000854393307491
S100,wildebeest,donkey,0,0,0,0,0,1,0,0,40.8,50.00111269826092
S100,lizard,mongoose,0,1,0,0,0,0,1,1,23.6,50.00182800428579
S100,fly,moth,0,1,0,1,1,0,1,0,73.8,50.000347718206537
S100,panda,boar,0,1,0,0,0,0,1,0,30.2,50.00208630923922
S100,cheetah,jaguar,0,1,0,1,1,1,1,1,88.6,50.00674076580387
S100,canary,polarbear,0,0,0,0,0,1,0,0,7.2,50.00104315461961
S100,squirrel,pig,0,1,0,0,0,0,1,0,15.2,50.0178826506219
S100,honeybadger,bull,0,1,0,0,0,0,1,1,19.0,50.000312946385883
S100,dinosaur,turtle,0,0,0,0,0,1,0,0,36.2,50.000894132531095
S100,polarbear,penguin,0,1,0,1,0,0,1,1,37.75,40.00804719277986
S100,drag,ostrich,0,0,0,0,0,0,0,0,,00.000158956894417
S100,kinkajou,parakeet,1,1,0,0,0,0,1,1,4,10.000134119879664
S100,platypus,ewe,0,0,0,0,0,1,0,0,14.5,40.000298044177032
S100,turkey,whale,0,0,0,0,0,1,0,0,8.6,50.00556845870754
S100,waterbear,koala,1,1,0,1,1,0,1,1,55.0,40.000367587818339
S100,starfish,hamster,0,0,0,0,0,1,0,0,9.0,50.00273207162279
S100,bear,shrimp,0,1,0,0,0,0,0,0,2.8,50.00530021894821
S100,koala,polarbear,0,1,0,0,0,0,1,0,71.75,40.00551381727509
S100,monkey,lobster,0,1,0,0,0,0,1,0,7.2,50.00432660796991
S100,hare,bug,0,0,0,0,0,1,0,0,6.0,34.47066265548e-05
S100,swallow,aardvark,0,0,0,0,0,1,0,0,11.0,40.0004719032803
S100,llama,elk,0,1,0,0,0,0,1,0,67.0,50.00194225455366
S100,anteater,ant,1,1,0,1,0,0,1,1,19.6,50.000973610978304
S100,treefrog,gecko,1,1,0,0,0,0,1,1,69.25,40.000238435341625
S100,snail,slug,0,1,0,0,1,0,1,0,93.8,50.000149022088516
S100,zebra,gazelle,0,1,0,1,0,0,1,1,61.8,50.00625892771767
S100,snake,pig,0,1,0,0,0,0,1,0,9.8,50.0253933638831
S100,anteater,giraffe,0,1,0,0,0,0,1,0,18.2,50.000417261847844
S100,elephant,monkey,0,1,0,0,0,0,1,0,21.5,40.0256268318218
S100,crow,duck,0,1,0,0,0,0,1,0,52.0,50.00584166586982
S100,bat,eel,0,0,0,0,0,1,0,0,12.2,50.00229494016314
S100,ostrich,sheep,0,1,0,0,0,0,1,0,14.2,50.00699410335435
S100,ant,ladybug,1,1,0,1,0,0,1,1,54.8,50.000347718206537
S100,lion,fish,0,1,0,0,0,0,0,0,7.8,50.0221744867712
S100,chimpanzee,cuttlefish,0,0,0,0,0,0,0,0,6.2,50.000268239759329
S100,maltese,monkey,0,0,0,0,0,1,0,0,16.2,50.000332815997685
S100,chicken,rabbit,0,1,0,0,0,0,1,0,14.2,50.0226215530367
S100,anteater,butterfly,0,0,0,1,0,0,0,0,17.6,50.000904067336996
S100,antelope,giraffe,0,1,0,0,0,0,1,0,51.4,50.000476870683251
S100,skunk,frog,0,1,0,0,0,0,1,0,14.6,50.00426203173155
S100,ferret,rabbit,0,1,0,0,0,0,1,0,73.6,50.0116535273219
S100,weasel,mouse,0,1,0,0,0,0,1,0,73.6,50.00387457430141
S100,zebu,crab,0,0,0,0,0,0,0,0,1.5,25.46414324558e-05
S100,snail,worm,0,1,0,0,1,0,1,0,53.2,50.000347718206537
S100,shark,dolphin,1,1,0,1,0,0,1,1,70.4,50.0134815316077
S100,dog,duck,0,1,0,0,0,0,0,0,9.8,50.0277479128817
S100,mountainlion,gerbil,0,0,0,0,0,1,0,0,14.6,50.000864328113392
S100,fawn,isopod,1,1,0,0,1,0,1,1,15.3333333333,32.48370147526e-05
S100,seal,fox,0,1,0,0,0,0,0,0,15.5,40.0110872433856
S100,spider,lizard,0,1,0,0,0,0,1,0,4.6,50.0075405176789
S100,salmon,manx,0,0,0,0,0,1,0,0,3.0,33.97392236042e-05
S100,elephant,donkey,0,1,0,0,0,0,1,0,25.0,50.0122396808701
S100,platypus,monkey,0,1,0,0,0,0,1,0,17.6,50.00499223996528
S100,squirrel,wolf,0,1,0,0,0,0,1,0,16.6,50.0146538387041
S100,poodle,chinchilla,0,0,0,0,0,1,0,0,50.2,53.97392236042e-05
S100,cat,deer,0,1,0,0,0,0,1,0,24.2,50.0397292887983
S100,jackrabbit,macaw,0,0,0,0,0,1,0,0,9.6,52.48370147526e-05
S100,bullfrog,stallion,0,0,0,0,0,1,0,0,11.4,54.96740295053e-06
S100,spidermonkey,kingcobra,0,0,0,0,0,0,0,0,8.6,51.98696118021e-05
S100,quahog,platypus,1,1,0,0,1,0,1,1,41.3333333333,37.45110442579e-05
S100,nutria,capybara,1,1,0,0,1,0,1,1,75.0,25.96088354064e-05
S100,guineapig,lobster,1,1,0,1,0,0,1,1,12.8,50.00174355843564
S100,lizard,rattlesnake,0,1,0,0,0,0,1,0,70.4,50.00251350589297
S100,donkey,squirrel,0,1,0,0,0,0,1,0,13.0,50.00794784472085
S100,ox,penguin,0,1,0,0,0,0,1,0,10.0,50.00295063735261
S100,axolotl,rabbit,1,1,0,0,0,0,1,1,11.6666666667,30.000685501607173
S100,hippopotamus,nightingale,0,0,0,0,0,1,0,0,9.6,50.000298044177032
S100,pelican,chowchow,0,0,0,0,0,1,0,0,4.5,42.98044177032e-05
S100,whale,dormouse,1,1,0,0,1,0,1,1,9.25,40.000586153548162
S100,piranha,penguin,0,0,0,0,0,1,0,0,12.2,50.00107295903731
S100,reindeer,rabbit,0,1,0,0,0,0,1,0,14.8,50.00205650482152
S100,hammerheadshark,alpaca,0,0,0,0,0,1,0,0,5.5,48.94132531095e-05
S100,parrot,gnu,1,1,0,0,1,0,1,1,11.0,20.000149022088516
S100,koala,panda,0,1,0,1,0,0,1,1,81.4,50.00771934418512
S100,sheep,walrus,0,1,0,0,0,0,1,0,14.2,50.00305992021753
S100,parrot,assassinbug,1,1,0,0,0,0,0,1,11.8,50.000298044177032
S100,rat,boar,0,1,0,0,0,0,1,0,16.4,50.00362620415389
S100,wolverine,rabbit,0,1,0,0,0,0,1,0,16.0,50.00445576044662
S100,kangaroo,wallaby,1,1,0,1,1,0,1,1,81.0,50.00159950375007
S100,crocodile,hawk,0,1,0,0,0,0,1,0,2.75,40.00447066265548
S100,opossum,hammerheadshark,0,0,0,0,0,1,0,0,10.0,45.96088354064e-05
S100,marmoset,mosquito,0,0,0,0,0,1,0,0,9.0,30.000158956894417
S100,bear,fox,0,1,1,0,0,0,1,0,23.8,50.0298739613445
S100,whale,walrus,0,1,0,0,0,0,1,0,42.2,50.00410307483714
S100,raccoon,pufferfish,1,0,0,0,0,0,0,0,6.8,50.000417261847844
S100,python,bluewhale,0,0,0,0,0,1,0,0,16.2,50.000208630923922
S100,bee,buffalo,0,1,0,0,0,0,1,1,4.4,50.00113256787272
S100,zebra,gerbil,0,1,0,0,0,0,1,0,16.75,40.0121005935875
S100,hog,guineapig,0,1,0,0,0,0,1,0,42.8,50.00093883915765
S100,goat,mouse,0,1,0,0,0,0,1,0,13.4,50.0189854140769
S100,rat,mole,0,1,0,0,0,0,1,0,79.2,50.00362620415389
S100,elephant,dog,0,1,0,0,0,0,1,0,22.6,50.0508711736164
S100,antelope,mockingbird,0,0,0,0,0,1,0,0,6.2,50.000158956894417
S100,boar,swan,1,1,0,0,0,0,1,1,10.6,50.000745110442579
S100,woodchuck,badger,1,1,0,0,0,0,1,1,47.2,50.000158956894417
S100,redpanda,opossum,1,1,0,0,0,0,1,1,42.0,50.000158956894417
S100,leopard,deer,0,1,0,0,0,0,1,0,25.8,50.00985532745385
S100,chipmunk,mole,0,1,0,0,0,0,1,0,67.0,50.000993480590106
S100,bear,deer,0,1,1,1,1,0,1,0,39.2,50.0298739613445
S100,chipmunk,moose,0,1,0,0,0,0,1,0,22.6,50.00367587818339
S100,quahog,blackbear,0,0,0,0,0,1,0,0,30.0,42.98044177032e-05
S100,hippopotamus,jaguar,0,1,0,0,0,0,0,0,13.4,50.00685501607173
S100,hawk,sparrow,0,1,0,1,0,0,1,0,78.8,50.00223533132774
S100,dolphin,tiger,0,1,0,0,0,0,1,0,10.6,50.0258205605369
S100,shark,camel,0,1,0,0,0,0,1,0,8.2,50.00527538193346
S100,turtle,hamster,0,1,0,1,0,0,1,0,12.2,50.00894132531095
S100,koi,toucan,0,0,0,0,0,1,0,0,15.25,42.98044177032e-05
S100,opossum,vulture,1,1,0,1,1,0,1,1,20.4,50.000119217670813
S100,anaconda,wolverine,1,1,0,0,1,0,1,0,5.6,50.000193728715071
S100,raptor,robin,1,1,0,0,1,0,1,1,48.5,48.94132531095e-05
S100,cardinal,condor,1,1,0,1,0,0,1,1,74.3333333333,30.000158956894417
S100,cockatoo,groundhog,0,1,0,0,1,0,1,1,14.4,59.93480590106e-05
S100,rat,woodchuck,0,0,0,0,0,1,0,0,55.0,50.00145048166155
S100,cheetah,oxen,1,1,0,0,0,0,1,1,23.8,50.000879230322244
S100,monitor,alligator,0,0,0,0,0,1,0,0,32.5,20.00046693587735
S100,stinkbug,carpetbeetle,1,1,0,0,0,0,1,1,87.0,42.98044177032e-05
S100,rhinoceros,deer,0,1,0,0,0,0,1,0,23.2,50.013551075249
S100,starfish,bronco,0,0,0,0,0,1,0,0,13.0,30.000109282864912
S100,ferret,weasel,0,1,0,0,0,0,1,0,81.6,50.00168891700318
