subj,node1,node2,s2017_uinvite_hierarchical_bb_a1_b1,s2017_rw,s2017_fe,s2017_goni,s2017_chan,s2017_kenett,s2017_uinvite_flat,s2017_uinvite_hierarchical_zibb_a2_b1_p5,rating,goniweight
S100,spider,ant,1,1,0,1,1,0,1,1,63.5,40.00229494016314
S100,whale,owl,0,1,0,0,0,0,1,0,5.8,50.00996461031876
S100,panther,pika,0,0,0,0,0,1,0,0,20,10.000153989491466
S100,blackbear,lion,0,1,0,0,0,0,1,1,47.0,50.00369574779519
S100,ferret,lizard,0,1,0,0,0,0,1,0,12.25,40.00776901821463
S100,bat,orangutan,0,1,0,0,0,0,1,0,6.6,50.00360633454208
S100,cheetah,penguin,0,1,1,0,0,0,1,0,7.25,40.0158261458004
S100,zebra,bobcat,0,1,0,0,0,0,1,0,21.6,50.0037553566306
S100,bear,pig,0,1,0,0,0,0,1,0,36.6,50.0346923422065
S100,crow,tuna,1,1,0,0,0,0,1,1,10.8,50.000695436413074
S100,bat,quail,0,1,0,0,1,0,1,0,19.0,40.000491772892102
S100,parrot,parakeet,1,1,0,1,1,0,1,1,77.4,50.00134119879664
S100,jellyfish,manatee,0,1,0,0,0,0,1,1,35.0,50.000417261847844
S100,tasmaniandevil,kinkajou,1,1,0,0,1,0,1,1,26.0,32.98044177032e-05
S100,wallaby,fox,0,0,0,0,0,1,0,0,31.6666666667,30.00215585288053
S100,horse,cat,0,1,0,0,0,0,1,0,12.4,50.0602347281781
S100,sheep,turkey,0,1,0,0,0,0,1,0,6.5,40.00415274886664
S100,donkey,chicken,0,1,0,0,0,0,1,0,9.4,50.0104911550315
S100,brownbear,ram,0,0,0,0,0,1,0,0,8.5,40.000119217670813
S100,cheetah,hyena,0,1,0,1,1,0,1,0,66.5,40.0093784567706
S100,whaleshark,conure,0,0,0,0,0,1,0,0,47.0,24.96740295053e-06
S100,dove,stallion,0,0,0,0,0,1,0,0,4.75,43.47718206537e-05
S100,peccary,turkey,0,0,0,0,0,1,0,0,56,19.43806560601e-05
S100,canary,hyena,0,0,0,0,0,1,0,0,9.4,50.00111269826092
S100,terrier,donkey,0,0,0,0,0,1,0,0,18.4,50.000158956894417
S100,sloth,howlermonkey,0,0,0,0,0,1,0,0,54.4,57.45110442579e-05
S100,pony,horse,1,1,0,1,1,0,1,1,83.6,50.00607016640555
S100,tuna,bear,1,0,0,0,0,0,0,0,7.2,50.00240919043101
S100,shark,whale,1,1,1,1,1,0,1,1,56.0,50.0172915296708
S100,ibex,deer,0,1,0,0,0,0,1,0,58.75,40.000923936948798
S100,eagle,finch,0,1,0,0,0,0,1,0,50.0,40.00192238494185
S100,cheetah,cow,0,1,0,0,0,0,0,0,18.6,50.0243253722487
S100,marlin,firefly,0,0,0,0,0,1,0,0,5.33333333333,34.47066265548e-05
S100,hare,capuchin,0,0,0,0,0,0,1,0,49.6666666667,34.47066265548e-05
S100,zebu,marmot,0,0,0,0,0,1,0,0,63.5,21.98696118021e-05
S100,tapir,gecko,0,0,0,0,0,1,0,0,28.6666666667,30.000397392236042
S100,peacock,crow,0,0,0,0,0,1,0,0,41.25,40.00139087282615
S100,yak,cottonmouth,0,0,0,0,0,1,0,0,14.3333333333,31.98696118021e-05
S100,crow,worm,0,0,0,0,0,1,0,0,4.0,40.000973610978304
S100,sparrow,bat,0,1,0,1,0,0,1,1,62.4,50.00295063735261
S100,woodpecker,tortoise,0,0,0,0,0,1,0,0,6.75,40.000139087282615
S100,bonobo,marmoset,1,1,0,1,0,0,1,1,44.5,20.000119217670813
S100,ferret,lynx,0,1,0,0,0,0,1,1,40.6,50.00304005060572
S100,nakedmolerat,lemur,1,1,0,0,1,0,1,1,23.0,40.000114250267862
S100,kangaroo,eel,0,1,0,0,0,0,1,1,5.0,50.00319900750014
S100,leopard,panther,0,1,0,1,0,0,1,1,81.8,50.00492766372693
S100,platypus,seal,0,1,0,0,0,0,1,0,49.2,50.00268239759329
S100,lion,lynx,0,1,0,0,0,0,1,0,72.4,50.0110872433856
S100,pheasant,pigeon,0,1,0,1,0,0,1,0,89.2,50.000357653012438
S100,sloth,rabbit,0,1,0,0,0,0,1,0,28.0,40.0051412620538
S100,ibex,ox,1,1,0,0,0,0,1,1,60.75,40.000163924297367
S100,turkey,rabbit,0,1,0,0,0,0,1,0,17.4,50.00651226526814
S100,ostrich,toucan,0,1,0,0,0,0,1,1,33.8,50.000953741366502
S100,parrot,condor,0,0,0,0,0,1,0,0,43.4,50.000596088354064
S100,gerbil,rabbit,0,1,0,1,0,0,1,0,68.2,50.00993977330401
S100,parrot,mouse,0,1,0,0,0,0,1,0,4.2,50.0116237229042
S100,zebra,ox,0,1,0,0,0,0,1,0,46.0,50.00458988032629
S100,donkey,cow,0,1,0,1,0,0,1,0,49.2,50.0131934222366
S100,bullfrog,gnat,0,0,0,0,0,1,0,0,6.2,51.49022088516e-05
S100,whale,fish,0,1,0,1,0,0,1,0,48.8,50.0105507638669
S100,falcon,barracuda,0,0,0,0,0,1,0,0,5.2,54.96740295053e-05
S100,iguana,lion,0,1,0,0,0,0,0,0,20.8,50.0110872433856
S100,warthog,pig,0,1,0,0,0,0,1,0,74.3333333333,60.00107295903731
S100,cassowary,ewe,0,0,0,0,0,0,0,0,24.6666666667,33.97392236042e-05
S100,eel,octopus,0,1,0,1,0,0,1,0,63.8,50.00152996010876
S100,cockatoo,macaw,1,1,0,1,1,0,1,1,91.5,49.93480590106e-05
S100,donkey,bruin,0,0,0,0,0,1,0,0,31.0,20.000158956894417
S100,germanshepherd,panther,0,0,0,0,0,0,0,0,15.0,40.000153989491466
S100,fawn,bird,0,1,0,0,0,0,1,1,36.6,50.000993480590106
S100,lizard,eel,0,1,0,0,0,0,1,0,56.0,50.00319900750014
S100,guineapig,conure,0,0,0,0,0,1,0,0,18.5,20.000134119879664
S100,raptor,millipede,0,0,0,0,0,1,0,0,4.2,52.98044177032e-05
S100,jaguar,penguin,0,0,0,0,0,1,0,0,3.2,50.00616951446456
S100,guineapig,vole,0,1,0,0,0,0,1,0,31.4,50.000402359638993
S100,elephant,dingo,0,1,0,0,0,0,1,0,9.75,40.00688482048943
S100,ram,owl,0,1,0,0,0,0,1,1,3.8,50.00101335020191
S100,tapir,meerkat,0,0,0,0,0,0,0,0,51.0,30.000248370147526
S100,peccary,lizard,0,0,0,0,0,1,0,0,15.5,20.000228500535724
S100,panda,fox,0,1,0,1,1,0,1,0,26.2,50.0129351172832
S100,jellyfish,koi,0,0,0,0,0,1,0,0,56.5,45.96088354064e-05
S100,cheetah,serval,1,1,0,1,0,0,1,1,18,10.000586153548162
S100,jaguar,lynx,1,1,0,0,0,0,1,1,69.2,50.00205650482152
S100,macaw,gopher,0,0,0,0,0,1,0,0,26.0,57.45110442579e-05
S100,gopher,rabbit,1,1,0,0,0,0,1,1,62.5,40.00102825241076
S100,turtle,fish,0,1,0,0,0,0,1,0,41.8,50.00643775422389
S100,hamster,whale,0,1,0,0,0,0,1,0,4.6,50.0146538387041
S100,salamander,starfish,0,0,0,0,0,1,0,0,20.5,40.000710338621926
S100,squirrel,alligator,0,1,0,0,0,0,1,0,8.4,50.0116733969337
S100,zebra,raccoon,0,1,0,0,0,0,1,0,5.4,50.0116833317396
S100,shark,seahorse,0,1,0,1,0,0,1,0,38.0,40.00263769096673
S100,hog,monkey,0,1,0,0,0,0,1,0,10.6,50.0023297119838
S100,beluga,bug,0,0,0,0,0,1,0,0,17.5,44.96740295053e-06
S100,cow,buffalo,0,1,0,0,0,0,0,0,55.2,50.00783359445298
S100,canary,marmoset,0,0,0,0,0,1,0,0,16.25,40.000139087282615
S100,beaver,armadillo,0,1,0,0,0,0,1,0,37.0,40.00119217670813
S100,dog,fish,0,1,0,0,0,0,1,0,6.4,50.0237839253271
S100,stork,blowfish,0,0,0,0,0,1,0,0,6.2,54.96740295053e-06
S100,bear,turkey,0,1,0,0,0,0,0,0,10.0,30.00915492363783
S100,dingo,lion,0,1,0,0,0,0,1,0,27.5,40.0110872433856
S100,gnat,bison,0,0,0,0,0,1,0,0,2.8,57.45110442579e-05
S100,llama,horse,0,1,0,0,0,0,0,0,59.75,40.00793790991495
S100,panda,wolf,0,1,0,0,0,0,0,0,24.8,50.0123092245114
S100,possum,chipmunk,0,1,0,0,0,0,1,1,59.2,50.00109282864912
S100,spermwhale,mountainlion,0,0,0,0,0,1,0,0,9.75,42.98044177032e-05
S100,reindeer,moose,0,1,0,1,0,0,1,0,91.8,50.00110276345502
S100,lion,ewe,0,0,0,0,0,0,0,1,7.0,20.00246383186346
S100,tasmaniandevil,monitor,0,0,0,0,0,1,0,0,5.0,31.98696118021e-05
S100,dingo,wasp,1,1,0,0,0,0,1,1,6.6,50.000447066265548
S100,pigeon,pig,0,1,0,0,0,0,1,0,9.2,50.00858367229851
S100,polarbear,tiger,0,1,0,0,0,0,1,0,35.4,50.0168394960023
S100,prairiedog,reindeer,1,1,0,0,1,0,1,1,10.5,40.000327848594735
S100,rattlesnake,barracuda,0,0,0,0,0,1,0,0,29.2,50.000109282864912
S100,beetle,gull,0,0,0,0,0,1,0,0,18.2,53.47718206537e-05
S100,minnow,parrot,1,1,0,0,1,0,1,1,4.8,50.000149022088516
S100,spermwhale,woodchuck,0,0,0,0,0,0,0,0,3.8,51.98696118021e-05
S100,snake,ferret,0,1,0,0,0,0,1,0,16.2,50.0119913107226
S100,bird,owl,0,1,0,0,0,0,1,0,96.4,50.00675566801272
S100,bandicoot,bulldog,0,0,0,0,0,0,0,0,31.0,41.98696118021e-05
S100,raccoon,armadillo,0,1,0,0,0,0,1,0,37.25,40.00111269826092
S100,hare,penguin,0,1,0,0,0,0,1,0,10.4,50.00241415783396
S100,redpanda,mole,0,0,0,0,0,1,0,0,15.0,50.000397392236042
S100,hyena,mongoose,0,1,0,1,1,0,1,1,38.0,50.00127165515534
S100,jellyfish,owl,0,1,0,1,0,0,1,0,8.8,50.00202670040382
S100,mink,cobra,0,0,0,0,0,1,0,0,5.4,50.000357653012438
S100,giraffe,raccoon,0,1,0,0,0,0,1,0,8.8,50.000834523695689
S100,aardvark,raccoon,0,1,0,0,0,0,1,0,32.0,50.00264265836968
S100,dog,tiger,0,1,1,0,0,0,1,0,37.6666666667,30.0746550989435
S100,lemur,penguin,0,1,0,0,0,0,1,0,15.4,50.00616951446456
S100,bull,ox,1,1,0,1,0,0,1,1,96.4,50.00114747008157
S100,ape,chimpanzee,1,1,1,1,1,0,1,1,80.0,50.00308475723228
S100,raccoon,rabbit,0,1,0,0,0,0,1,0,51.0,40.00959702250042
S100,raccoon,toad,0,0,0,0,0,1,0,0,5.33333333333,60.00208630923922
S100,oyster,baboon,0,0,0,0,0,1,0,0,3.6,52.98044177032e-05
S100,snail,fox,0,1,0,0,0,0,1,0,6.0,40.00307978982933
S100,tasmaniandevil,manatee,0,0,0,0,0,1,0,0,7.0,56.95436413074e-05
S100,bobcat,stingray,0,0,0,0,0,1,0,0,1.25,40.000312946385883
S100,komododragon,dove,1,1,0,0,0,0,1,1,8.75,40.000452033668498
S100,turtle,horse,0,1,0,0,0,0,0,0,6.66666666667,60.0168096915846
S100,jellyfish,turtle,0,1,0,0,0,0,1,0,34.1666666667,60.00214591807463
S100,koala,bull,0,1,0,0,0,0,1,0,31.3333333333,60.00385967209256
S100,shark,mouse,0,1,0,0,0,0,0,0,5.66666666667,60.0228599883783
S100,owl,millipede,0,0,0,0,0,1,0,0,12.2,50.000506675100954
S100,peacock,wildcat,1,0,0,0,0,0,0,0,22.8,50.000149022088516
S100,prairiedog,lynx,1,1,0,0,0,0,1,1,58.8,50.000983545784205
S100,woodpecker,duck,1,1,0,0,1,0,1,1,42.8,50.000834523695689
S100,shark,piranha,0,1,0,0,0,0,1,0,74.3333333333,60.00117230709632
S100,moose,deer,1,1,0,1,1,0,1,1,86.8333333333,60.0113952223685
S100,whale,lobster,0,1,0,0,0,0,1,0,57.1666666667,60.00380999806306
S100,dog,mouse,0,1,0,0,1,0,1,0,21.6,50.0515318382088
S100,ostrich,beluga,0,0,0,0,0,0,0,0,13.0,40.000158956894417
S100,wren,deer,0,0,0,0,0,1,0,0,15.25,40.000615957965866
S100,lion,quail,0,1,0,0,0,0,1,0,10.8333333333,60.0018478738976
S100,jellyfish,narwhal,0,0,0,0,0,1,0,0,60.0,40.000417261847844
S100,carpetbeetle,assassinbug,1,1,0,0,1,0,1,1,88.0,42.98044177032e-05
S100,crocodile,redfox,0,0,0,0,0,1,0,0,18.6666666667,60.000178826506219
S100,beaver,fox,0,1,0,0,0,0,1,0,61.1666666667,60.00923936948798
S100,shark,bluewhale,0,1,0,0,0,0,1,0,85.0,60.00175846064449
S100,groundhog,coyote,0,0,0,0,0,0,0,0,51.1666666667,60.000769947457332
S100,tiger,raccoon,0,1,0,0,0,0,0,0,43.6666666667,60.0157168629355
S100,prairiedog,liger,0,0,0,0,0,1,0,0,43.8,55.46414324558e-05
S100,wolf,fish,0,1,0,0,0,1,1,0,6.33333333333,60.0105507638669
S100,monitor,cod,0,0,0,0,0,1,0,0,29.5,21.98696118021e-05
S100,tapir,hammerheadshark,0,0,0,0,0,1,0,0,20.0,27.45110442579e-05
S100,butterfly,snail,0,1,0,1,1,0,1,0,41.8333333333,60.000645762383569
S100,giraffe,hyena,0,1,0,1,0,0,1,0,51.6,50.000953741366502
S100,dog,elk,0,1,0,0,0,0,1,0,42.1666666667,60.0151952856257
S100,tuna,whale,0,1,0,1,0,0,1,1,71.1666666667,60.00146538387041
S100,bat,lizard,0,1,0,0,0,0,1,0,23.1666666667,60.0075405176789
S100,bear,cow,0,1,0,0,0,0,0,0,39.4,50.0399925611547
S100,polarbear,manatee,1,1,0,0,0,0,1,1,22.8333333333,60.00104315461961
S100,dolphin,cow,0,1,0,0,0,0,1,0,22.5,60.0189655444651
S100,iguana,guineapig,0,1,0,0,0,0,1,0,21.3333333333,60.00241415783396
S100,coyote,giraffe,0,1,0,0,0,0,1,0,42.8333333333,60.000923936948798
S100,bat,wombat,0,1,0,0,1,0,1,0,61.8,50.00065569718947
S100,narwhal,bluewhale,0,1,0,1,0,0,1,1,86.8,50.000208630923922
S100,cheetah,bluejay,0,1,0,1,0,0,1,0,4.16666666667,60.00410307483714
S100,ermine,lynx,0,0,0,0,0,0,0,1,69.6666666667,30.000715306024876
S100,poodle,maltese,1,1,0,0,1,0,1,1,95.25,44.96740295053e-06
S100,mule,deer,0,1,0,0,0,0,1,0,77.8333333333,60.00554362169279
S100,parrot,turkey,1,0,0,0,0,0,0,1,73.8333333333,60.0028314196818
S100,dingo,fox,0,1,0,0,0,0,1,0,84.8,50.00554362169279
S100,wolf,rabbit,0,1,0,0,0,0,1,0,33.8333333333,60.0202222974116
S100,fly,hawk,0,0,0,0,0,1,0,0,37.1666666667,60.00173859103269
S100,kangaroo,mouse,0,1,0,0,0,0,0,0,38.3333333333,60.0178230417865
S100,swan,pig,0,1,0,0,0,0,1,0,16.0,60.00536479518657
S100,iguana,gecko,0,1,0,1,0,0,1,1,71.0,60.00143061204975
S100,guineapig,fox,0,1,0,0,0,0,1,0,51.8333333333,60.00831543253919
S100,orca,whale,0,1,0,0,0,0,1,0,87.5,60.00205153741857
S100,hyena,aardvark,0,1,0,0,0,0,1,0,61.6,50.00302018099392
S100,zebra,chimpanzee,0,1,0,0,0,0,1,0,24.1666666667,60.0112660698918
S100,macaque,buffalo,0,0,0,0,0,1,0,0,8.25,40.00028314196818
S100,panda,gorilla,0,1,0,0,0,0,1,0,54.1666666667,60.0104315461961
S100,bobcat,moose,0,1,0,0,0,0,1,0,39.5,60.00165414518253
S100,gnu,greatwhiteshark,0,0,0,0,0,1,0,0,1.0,29.93480590106e-06
S100,goldenretriever,ray,0,0,0,0,0,1,0,0,9.5,61.49022088516e-05
S100,seagull,whale,0,1,0,0,0,0,1,0,33.0,60.00322384451489
S100,egret,budgie,0,0,0,0,0,1,0,0,78.5,24.96740295053e-06
S100,python,sloth,1,1,0,0,0,0,1,1,9.66666666667,60.000521577309806
S100,zebra,horse,0,1,1,1,1,0,1,1,92.0,60.0392226136974
S100,bullfrog,mole,0,0,0,0,0,1,0,0,16.3333333333,64.96740295053e-05
S100,giraffe,graywolf,1,1,0,0,1,0,1,1,32.6666666667,62.98044177032e-05
S100,skunk,squirrel,0,1,0,1,0,0,1,0,79.1666666667,60.00546414324558
S100,elephant,polarbear,0,1,0,0,0,0,1,0,25.5,60.0114747008157
S100,gopher,chinchilla,1,1,0,0,0,0,1,1,82.5,60.000119217670813
S100,coyote,mouse,0,1,0,0,0,0,0,0,33.8333333333,60.0120111803344
S100,crow,parrot,0,1,0,0,0,0,1,0,81.1666666667,60.00417261847844
S100,crow,raven,1,1,0,1,1,0,1,1,95.6,50.000973610978304
S100,antelope,armadillo,1,1,0,0,0,0,1,1,26.0,60.000635827577668
S100,crow,hen,1,1,0,0,0,0,1,1,87.3333333333,60.000417261847844
S100,slug,baldeagle,0,0,0,0,0,0,0,0,4.5,61.49022088516e-05
S100,bullfrog,orangutan,0,0,0,0,0,1,0,0,16.3333333333,60.000109282864912
S100,possum,mole,1,1,0,0,0,0,1,1,69.1666666667,60.000546414324558
S100,peccary,magpie,0,0,0,0,0,1,0,0,83.5,29.93480590106e-06
S100,gull,mongoose,0,0,0,0,0,1,0,0,32.4,53.97392236042e-05
S100,goldfish,finch,0,0,0,0,0,1,0,0,13.1666666667,60.000178826506219
S100,carp,seal,0,0,0,0,0,1,0,0,44.6666666667,60.000357653012438
S100,snake,cat,0,1,0,0,0,0,1,0,11.0,60.0454964436239
S100,alpaca,dragon,0,0,0,0,0,0,0,0,20.2,55.96088354064e-05
S100,elephant,wolf,0,1,0,0,0,0,1,0,17.3333333333,60.0225669116043
S100,prairiedog,rabbit,0,0,0,0,0,1,0,0,78.1666666667,60.00377025883945
S100,beaver,mole,0,1,0,1,0,0,1,0,73.8333333333,60.00149022088516
S100,wasp,butterfly,0,1,0,0,0,0,1,0,64.4,50.000322881191784
S100,dragon,octopus,0,1,0,0,0,0,1,1,22.3333333333,60.000218565729823
S100,zebra,lizard,0,1,0,0,0,0,1,0,9.33333333333,60.0191940450008
S100,sheep,squirrel,0,1,0,0,0,0,1,0,25.2,50.0109282864912
S100,kangaroo,tiger,0,1,0,0,0,0,0,0,30.0,60.0258205605369
S100,earthworm,marmot,0,0,0,0,0,1,0,0,7.33333333333,31.98696118021e-05
S100,ostrich,octopus,0,1,0,0,0,0,1,0,12.1666666667,60.00349705167717
S100,emu,aardvark,0,1,0,1,0,0,1,1,31.3333333333,60.00160447115302
S100,parakeet,caribou,1,1,0,0,1,0,1,1,10.8333333333,64.47066265548e-05
S100,lemur,ostrich,0,1,0,0,0,0,1,0,34.2,50.00365600857159
S100,eagle,woodchuck,0,1,0,1,0,0,1,1,40.1666666667,60.000854393307491
S100,crow,sparrow,0,1,0,1,1,0,1,0,90.5,60.00250357108707
S100,ray,crab,0,0,0,0,0,0,0,0,67.3333333333,60.000163924297367
S100,cardinal,moose,0,1,0,0,0,0,1,0,9.33333333333,60.00147035127336
S100,vole,swan,1,1,0,0,1,0,1,1,15.0,20.000223533132774
S100,dolphin,dog,0,1,0,0,0,0,1,0,11.6666666667,60.0303905712513
S100,rhinoceros,bison,0,1,0,0,0,0,1,0,41.4,50.00109282864912
S100,cougar,lynx,0,1,0,1,0,0,1,1,93.0,60.00134119879664
S100,bee,rabbit,0,1,0,0,0,0,1,0,18.0,50.00411300964304
S100,redpanda,penguin,0,1,0,0,0,0,1,0,30.4,50.00214591807463
S100,robin,frog,0,1,0,0,0,0,1,0,18.2,50.00174355843564
S100,octopus,penguin,0,1,0,0,0,0,1,0,27.3333333333,60.00590127470523
S100,pelican,gull,1,1,0,0,1,0,1,1,96.3333333333,62.98044177032e-05
S100,spider,panther,0,1,0,0,0,0,1,0,9.16666666667,60.00508165321839
S100,elephant,snake,0,1,0,0,0,0,1,0,10.5,60.0271567919305
S100,snail,alligator,0,1,0,1,0,0,1,0,9.16666666667,60.00233467938675
S100,hare,lark,0,0,0,0,0,0,0,0,16.5,44.47066265548e-05
S100,eel,hat,0,0,0,0,0,0,0,0,1.66666666667,36.95436413074e-05
S100,penguin,deer,0,1,0,0,0,0,1,0,11.5,60.0166308650784
S100,rhinoceros,elephant,0,1,0,1,0,0,1,1,73.0,60.0168295611964
S100,rat,mouse,1,1,1,1,1,0,1,1,99.1666666667,60.0282843924003
S100,goose,skunk,0,1,0,0,0,0,1,0,18.2,50.00273207162279
S100,carp,woodpecker,0,0,0,0,0,0,0,0,10.0,63.97392236042e-05
S100,bonobo,squid,1,0,0,1,0,0,0,0,15.3333333333,30.000417261847844
S100,woodpecker,bluejay,0,1,0,0,0,0,1,0,89.0,60.00027817456523
S100,dinosaur,firefly,0,0,0,0,0,0,0,0,3.5,67.45110442579e-05
S100,raccoon,lobster,0,1,0,0,0,0,1,0,9.66666666667,60.00180813467399
S100,polarbear,quail,0,0,0,0,0,1,0,0,8.0,60.000447066265548
S100,jaguar,tiger,0,1,0,1,0,0,1,1,89.3333333333,60.0129102802684
S100,echidna,bandicoot,0,0,0,0,0,1,0,0,82,13.97392236042e-05
S100,human,owl,0,0,0,0,0,1,0,0,6.83333333333,60.00084445850159
S100,wolverine,beaver,0,1,0,1,0,0,1,1,58.1666666667,60.00193728715071
S100,macaw,penguin,1,1,0,0,0,0,1,1,73.2,50.00134119879664
S100,ferret,duck,0,1,0,0,0,0,0,0,20.8,50.00709345141336
S100,jackrabbit,dodo,0,0,0,0,0,1,0,0,33.0,61.49022088516e-05
S100,sheep,cow,1,1,0,1,1,0,1,1,61.1666666667,60.0181409555753
S100,mouse,fox,0,1,0,0,0,0,1,0,41.1666666667,60.0240223606688
S100,ostrich,koala,0,1,0,0,0,0,1,0,36.6,50.00588140509343
S100,eagle,penguin,0,1,0,0,0,0,1,0,66.3333333333,60.0115343096511
S100,stinkbug,snake,0,0,0,0,0,1,0,0,17.6666666667,60.000705371218975
S100,bluejay,chipmunk,1,1,0,1,0,0,1,1,14.3333333333,60.00139087282615
S100,parrot,ostrich,0,1,0,0,0,0,1,0,75.3333333333,60.00476870683251
S100,rat,gopher,1,1,0,0,0,0,1,1,78.6666666667,60.00108786124617
S100,gazelle,gorilla,0,1,0,0,0,0,1,0,23.8,50.0037255522129
S100,giraffe,yak,0,1,0,0,0,0,1,0,63.6666666667,60.000119217670813
S100,horse,rabbit,0,1,0,0,0,0,1,0,35.2,50.0322185755371
S100,mountainlion,parrot,1,0,0,0,0,0,0,0,10.0,60.000894132531095
S100,horse,bear,0,1,0,0,0,0,1,0,39.0,60.0452927801029
S100,hare,bunny,1,1,0,0,1,0,1,1,98.5,60.000178826506219
S100,squid,whale,0,1,0,0,0,0,1,0,63.6,50.00410307483714
S100,zebra,eagle,0,1,0,0,0,0,1,0,15.0,50.0179422594573
S100,raven,assassinbug,0,0,0,0,0,1,0,0,9.4,56.95436413074e-05
S100,canary,puppy,0,0,0,0,0,1,0,0,18.6666666667,63.47718206537e-05
S100,mountainlion,cougar,0,0,0,1,0,0,0,0,95.8333333333,60.000447066265548
S100,robin,assassinbug,0,0,0,0,0,1,0,0,10.6666666667,38.94132531095e-05
S100,coyote,porcupine,0,1,0,0,0,0,1,0,33.8333333333,60.00169388440613
S100,anteater,aardvark,1,1,0,1,0,0,1,1,80.6666666667,60.00132132918484
S100,elephant,raccoon,0,1,0,0,0,0,1,0,21.6666666667,60.0107097207613
S100,antelope,cuttlefish,0,0,0,0,0,1,0,0,10.0,60.000158956894417
S100,kinkajou,arcticfox,1,1,0,0,1,0,1,1,61,11.49022088516e-05
S100,donkey,moose,0,1,0,0,0,0,1,0,65.5,60.00588140509343
S100,goose,frog,0,1,0,1,0,0,1,0,21.0,60.00484321787677
S100,porcupine,raccoon,0,1,0,1,1,0,1,0,74.5,60.00152996010876
S100,ant,rat,0,1,0,0,0,0,1,0,33.5,60.00507668581544
S100,terrier,nutria,0,0,0,0,0,1,0,0,61,19.93480590106e-06
S100,goose,ostrich,0,1,0,0,0,0,1,0,81.0,60.00397392236042
S100,seal,penguin,0,1,0,1,1,0,1,1,61.3333333333,60.00965663133583
S100,cow,frog,0,0,0,0,0,1,0,0,17.3333333333,60.0160794833509
S100,cat,jackal,0,1,0,0,0,0,1,0,77.6666666667,60.00320397490309
S100,peacock,cheetah,0,1,0,0,0,0,1,0,14.3333333333,60.00293076774081
S100,ferret,cicada,0,0,0,0,0,1,0,0,5.33333333333,60.000168891700318
S100,iguana,camel,0,1,0,0,0,0,1,0,19.2,50.00160943855597
S100,rat,ferret,0,1,0,1,0,0,1,0,76.8333333333,60.0123290941232
S100,duck,swan,0,1,0,1,0,0,1,1,90.3333333333,60.00312946385883
S100,blackbear,cobra,0,1,0,0,0,0,1,0,7.8,50.000238435341625
S100,mink,ermine,1,1,0,1,1,0,1,1,95.25,40.000357653012438
S100,hawk,giraffe,0,1,0,0,0,0,1,0,20.8333333333,60.000745110442579
S100,turkey,duck,1,1,0,1,0,0,1,1,73.25,40.00396398755452
S100,hawk,cattle,0,0,0,0,0,1,0,0,10.0,60.000124185073763
S100,butterfly,fox,0,1,0,0,0,0,1,0,12.2,50.00400372677813
S100,goose,turkey,1,1,0,0,0,0,1,1,83.6666666667,60.0023595164015
S100,lamb,ostrich,0,1,0,0,0,0,1,0,15.2,50.00254331031067
S100,zebra,fox,0,1,0,0,0,0,0,0,46.8333333333,60.0258702345664
S100,pigeon,horse,0,1,0,0,0,0,1,0,11.0,60.0112064610564
S100,snake,wolf,0,1,1,0,0,0,1,0,16.1666666667,60.0208084509598
S100,crocodile,puma,1,1,0,0,0,0,1,1,16.2,50.00250357108707
S100,lion,wolf,0,1,0,0,1,0,1,0,67.1666666667,60.0363415199861
S100,redpanda,polarbear,0,0,0,1,0,0,0,0,62.8,50.00119217670813
S100,egret,bandicoot,0,0,0,0,0,1,0,0,20.5,29.93480590106e-06
S100,jaguar,frog,0,1,0,0,0,0,1,0,11.3333333333,60.00445576044662
S100,goldenretriever,redpanda,0,0,0,0,0,0,0,0,46.0,63.97392236042e-05
S100,orangutan,buffalo,0,1,0,0,0,0,1,0,25.6666666667,60.00207637443332
S100,mockingbird,slug,0,0,0,0,0,1,0,0,8.16666666667,62.98044177032e-05
S100,monkey,muskrat,0,0,0,0,0,0,0,0,35.8,50.00133126399074
S100,graywolf,hammerheadshark,0,0,0,0,0,1,0,0,11.6666666667,61.49022088516e-05
S100,bonobo,lemur,1,1,0,0,0,0,1,1,76.0,30.000685501607173
S100,cat,polarbear,0,1,0,0,0,0,1,0,26.8333333333,60.0192238494185
S100,turkey,lizard,0,1,0,0,0,0,1,0,14.0,60.00434151017876
S100,seahorse,stingray,0,0,0,0,0,1,0,0,65.0,50.000312946385883
S100,dragonfly,porcupine,0,0,0,0,0,1,0,0,16.5,65.46414324558e-05
S100,pigeon,falcon,0,0,0,0,0,1,0,0,84.0,50.000596088354064
S100,hare,chimpanzee,0,1,0,0,0,0,1,1,33.8333333333,60.00120707891698
S100,horse,donkey,0,1,0,1,1,0,1,0,94.6666666667,60.0149419480752
S100,dolphin,leopard,0,1,0,0,0,1,1,0,12.8,50.00731201714318
S100,dolphin,starfish,0,0,0,1,0,0,0,0,57.6666666667,60.00251350589297
S100,woodchuck,beaver,0,1,0,1,1,0,1,1,83.6666666667,60.000596088354064
S100,pony,cheetah,0,1,0,0,0,0,1,0,41.6666666667,60.00380999806306
S100,whale,stingray,0,1,0,0,0,0,1,0,71.0,60.00205153741857
S100,antelope,hyena,0,1,0,1,0,0,1,0,51.6666666667,60.00254331031067
S100,giraffe,emu,0,1,0,0,0,0,1,0,38.0,50.000506675100954
S100,fly,shrimp,0,0,0,0,0,1,0,0,15.0,60.000764980054382
