jeff,beta,numnodes,numlinks,probRewire,numedges,graph_seed,numx,trim,x_seed,toynetwork,cost_inviteirt,time_inviteirt,bestgraph_inviteirt,hit_inviteirt,miss_inviteirt,fa_inviteirt,cr_inviteirt,bestval_inviteirt,cost_invite,time_invite,bestgraph_invite,bestgraph_invite,miss_invite,fa_invite,cr_invite,bestval_invite
0.9,0.909090909,15,4,0.3,30,92,3,0.7,92,15!2fbwvz4g8nsdllmdsdteiarodou13wvv26d6ewc4z09u,14,00:12.3,15!2twar6m9euarhfc1wsu9px1fk0r6zh0bthm74m4fbleq,19,11,3,72,-27.98822193,16,TRUE,15!2twar68bw2bxsj8msv12ysmthwi7lwpf4h1ibsq0zllu,15!2twar68bw2bxsj8msv12ysmthwi7lwpf4h1ibsq0zllu,13,3,72,-24.81014616
0.9,0.909090909,15,4,0.3,30,93,3,0.7,93,15!24f159lraqemjm76s6btb644wifd7kkp6lqkh7g0t2x2,17,00:13.7,15!24ehaggoj7fq4mbwvnyht2pvjd8w7py85j20n869ut52,17,13,4,71,-25.50967422,16,TRUE,15!24ehaggoj7fq4m7phq2n3jguihnaeeo8ofjhwv7lxsli,15!24ehaggoj7fq4m7phq2n3jguihnaeeo8ofjhwv7lxsli,13,3,72,-22.39087138
0.9,0.909090909,15,4,0.3,30,94,3,0.7,94,15!2fs9dae89a10mvydp9rlfk7nezpx9se03vu6dt9niqde,18,00:15.7,15!1tyfwnhsziwwwvyg3ebexwyb6nyc10hxr7mr9ao12hvm,19,11,7,68,-34.46479598,18,TRUE,15!1tyfwnhsziwwwvyg3ebexwyb6nyc10hxr7mr9ao12hvm,15!1tyfwnhsziwwwvyg3ebexwyb6nyc10hxr7mr9ao12hvm,11,7,68,-31.81931227
0.9,0.909090909,15,4,0.3,30,96,3,0.7,96,15!2n2hqit904k4dow0bvvkaolfhlb1u0rlhv7ie6kpog0m,21,00:12.6,15!8775a2rlp8q6105ud6b9ksn9puco41wg37i3uorv0no,16,14,7,68,-31.08473351,22,TRUE,15!8775a2rlp8q6105ud6b9kn91lqeb24yk57wkt4brrpw,15!8775a2rlp8q6105ud6b9kn91lqeb24yk57wkt4brrpw,15,7,68,-29.78580606
0.9,0.909090909,15,4,0.3,30,97,3,0.7,97,15!tu4juj5o1p6k3baueo9gp2fsczqbofsppblc6rq60w0,20,00:11.4,15!f8opgzmv9jn6jg425crc1flzlsbywo97cdv5b1qg5xc,16,14,6,69,-29.42143778,20,TRUE,15!f8opgzmv9jn6jg425crc1flzlsbywo97cdv5b1qg5xc,15!f8opgzmv9jn6jg425crc1flzlsbywo97cdv5b1qg5xc,14,6,69,-27.9673287
0.9,0.909090909,15,4,0.3,30,98,3,0.7,98,15!2fbxhbz7cee4cyae6how0l1ggzvxc8hmalrvy10mjtzi,19,00:16.9,15!7apxd1fai6yhvui6xvc0cyg12ml6tjvf4hl2oyawqh0,15,15,4,71,-30.69987185,20,TRUE,15!7apxd1fai6yhvui6xvc0cyg133vdhepu17cgp62c8hw,15!7apxd1fai6yhvui6xvc0cyg133vdhepu17cgp62c8hw,15,5,70,-28.60725755
0.9,0.909090909,15,4,0.3,30,99,3,0.7,99,15!2mm38agsyk7ri75shj90db386irypxl9e0enmc0h7n5s,20,00:12.5,15!20s9rnwlwkkm7ddkun5dfkh40611nyirsspa3n54b0n6,16,14,6,69,-30.55765814,19,FALSE,15!20s9rnwlwkkm7ddkub69vfov4tyju5rdxj3szd59hb7m,15!20s9rnwlwkkm7ddkun5dfkfrgarganb8q48dz6tontaa,14,5,70,-26.86941578
0.9,0.909090909,15,4,0.3,30,100,3,0.7,100,15!vuj6u990byej9g7s7aifh18iy2ga1re9u1k9qpnf1vo,15,00:13.1,15!1n4w413c61hjc8qzyhv2xl99oxfbkr1loy3j77so40n8,18,12,3,72,-29.77686356,16,TRUE,15!1n4w413c61hv5jf6hb883kuxlmalwf7qir24iv9x4dvo,15!1n4w413c61hv5jf6hb883kuxlmalwf7qir24iv9x4dvo,12,4,71,-27.10705389
0.9,0.909090909,15,4,0.3,30,101,3,0.7,101,15!1m8x0sggtgixeyw5oshtjawg20ai07i11wjcle8af56o,14,00:11.4,15!1m8ntculs0sn903olvqiuvl4tsand60l65tsbzuw6q68,19,11,3,72,-29.23580136,13,TRUE,15!1m8nt9xpmnsdxwxizk6wo5w5bialtaswbotxyqummbk0,15!1m8nt9xpmnsdxwxizk6wo5w5bialtaswbotxyqummbk0,11,2,73,-26.99990863
0.9,0.909090909,15,4,0.3,30,102,3,0.7,102,15!tcpuwgkgt4wnxagcdf81daqucr42b1o9v0sbrs15b0m,20,00:13.1,15!4mcai22azshfeuq9q4z01t72c8iu64smbvb1o486ti,17,13,7,68,-32.91782525,20,TRUE,15!4mcai22azshfeuq9q4z01t72c8iu64smbvb1o486ti,15!4mcai22azshfeuq9q4z01t72c8iu64smbvb1o486ti,13,7,68,-31.55198862
0.9,0.909090909,15,4,0.3,30,103,3,0.7,103,15!2fc6yne3ktsbklwgg8n5y8yh692sfdwtpklnnqtxotg4,22,00:11.7,15!tdha6te4qohum2fuuswmaxyxodzyah77gfkam4uf75w,17,13,9,66,-33.0304305,22,TRUE,15!tdha6te4qohum2fuuswmaxyxodzyah77gfkam4uf75w,15!tdha6te4qohum2fuuswmaxyxodzyah77gfkam4uf75w,13,9,66,-32.20583227
0.9,0.909090909,15,4,0.3,30,104,3,0.7,104,15!2fg9zs5aio0z2i8h34wsiqxlf47m3etnmeqchirqxi4m,13,00:19.4,15!t4k95swiohr018yq7w3u0gnhj5kgzthxumzpohuvf2a,20,10,3,72,-30.79530429,14,TRUE,15!t4k95swiohf6qks7eiyo0uzkuaa5bnd41oee10lv1tu,15!t4k95swiohf6qks7eiyo0uzkuaa5bnd41oee10lv1tu,11,3,72,-29.10851006
0.9,0.909090909,15,4,0.3,30,105,3,0.7,105,15!2fbxg1px6e328o0urqfvztbw1osk42v2dxgxwbxlkht2,15,00:15.0,15!10dpry88er5b2wbynngx6ttwkagu5tg8g3k3j9eztb8s,20,10,5,70,-33.17187932,18,TRUE,15!10dps9vt076cb90l4z59vp7dpbieh98m9frej0e58uto,15!10dps9vt076cb90l4z59vp7dpbieh98m9frej0e58uto,11,7,68,-32.42600824
0.9,0.909090909,15,4,0.3,30,106,3,0.7,106,15!1pvem8m0md45e9k9z5febpdnrwxyi41g9pgkh24bx4ow,19,00:16.6,15!yk76y157avwuj0u0z2mjg6h4w15we3owi45vydszkzk,15,15,4,71,-26.90163998,19,TRUE,15!yk76y157avwuj0u0z2mjg6h4w15we3owi45vydszkzk,15!yk76y157avwuj0u0z2mjg6h4w15we3owi45vydszkzk,15,4,71,-22.33116619
0.9,0.909090909,15,4,0.3,30,108,3,0.7,108,15!t523gwkiijajwabo14pgcsl9l8uatht2epxdzx5e9mu,17,00:11.9,15!tk49torj6omg8ejn5qppt0e1q83i1pc7z5yr9jv2beq,19,11,6,69,-31.56259857,18,FALSE,15!tk49torj6ojhwqi0geffb3z2k09x4r9lbe7l7wzg20y,15!t3qwxzfoalt6gxu3mn8a6oqc7kftmxsmql7hcyj2r7m,12,6,69,-30.61403702
0.9,0.909090909,15,4,0.3,30,109,3,0.7,109,15!vef1he3pkjdjurl5b7idrb3t03zvpcnlq1zqw5r2dj8,20,00:12.9,15!1exoouhy8vf2qw8ssudo953mn085h2i8pi2ecqztfr6,16,14,6,69,-29.42144971,22,TRUE,15!1mp1qv9gw1560svrm2z0lp4eoik0cmkbnm9y6k3kacxu,15!1mp1qv9gw1560svrm2z0lp4eoik0cmkbnm9y6k3kacxu,16,6,69,-24.89666789
0.9,0.909090909,15,4,0.3,30,110,3,0.7,110,15!2fc6nk7hyf61x40thzq8wtu7wg263x3oav2xrs2dnria,16,00:14.7,15!2fbf10puficnryxrmaa1tulipvfxfcvw2rv1az3zvlz4,19,11,5,70,-29.68456672,21,FALSE,15!1m7nk9951s0hhr9uc6gsg1nobewp1m4zkyxbhozg9og0,15!1m7nk9951rv8gynlewywiioux2kh94jw0kq4elkvnvuo,15,6,69,-25.94639951
0.9,0.909090909,15,4,0.3,30,111,3,0.7,111,15!2h5drf90snoqk0c1ldvnwvbppbmvb3js8w5lymmrm1ja,18,00:13.3,15!2h5eb5wod5pffj9z2u8yhesb0g52kjl42b5pz208zy9u,18,12,6,69,-27.139015,22,TRUE,15!1o1nesp0ilzog1d208m56i10gmq19wbtpl2anvi6ereq,15!1o1nesp0ilzog1d208m56i10gmq19wbtpl2anvi6ereq,16,6,69,-24.67161123
0.9,0.909090909,15,4,0.3,30,112,3,0.7,112,15!22lsmvyuq3y6zafwwm4c19pox1e59lhmzs6hi96oeeck,15,00:21.8,15!ekoiiw3hons4fs077acom7zeexze7jetbso58jmeqro,18,12,3,72,-30.0952522,16,TRUE,15!eko85xsffqoiinrqhgg63m291jism85r9b43m6oqyh0,15!eko85xsffqoiinrqhgg63m291jism85r9b43m6oqyh0,14,2,73,-26.4055506
0.9,0.909090909,15,4,0.3,30,114,3,0.7,114,15!10mninkljlxv1uvpexlfgkjwkbooey66k4wj60t73hvu,21,00:12.0,15!7z0r8mg7qzjpd7634ltcwzrjdu98sh4n5ai2pl3vsdc,15,15,6,69,-30.02685198,21,TRUE,15!7z0r8mg7qzjpd7634ltcwzrjdu98sh4n5ai2pl3vsdc,15!7z0r8mg7qzjpd7634ltcwzrjdu98sh4n5ai2pl3vsdc,15,6,69,-26.53447088
0.9,0.909090909,15,4,0.3,30,116,3,0.7,116,15!2fc6nk7r6b87vqntrdu739jhk05t2p4dccxfo8r8c078,16,00:12.2,15!18kxa3jrfmjjxh2c4sftur419yb1sgvzu1p5emi2ahac,18,12,4,71,-32.76136826,16,TRUE,15!18kxa3jrfmjjxh2c4sftur419yb1sgvzu1p5emi2ahac,15!18kxa3jrfmjjxh2c4sftur419yb1sgvzu1p5emi2ahac,12,4,71,-28.65040739
0.9,0.909090909,15,4,0.3,30,117,3,0.7,117,15!1pvdjdy15q5v0w45zny6gaghiqmrfrorbnd5gx4tfh1q,16,00:13.1,15!axfnhecwjbaydy83s5j7pvyunqm07z5tzbxk4w9qaks,19,11,5,70,-30.51684367,18,FALSE,15!bdt0d3ory23wvio83gzpmquubjn27ixnfj0xadqvpjg,15!axfnhecwjbaydy83s5j7pvyunqm07z5tzbxk4w9qaks,12,6,69,-29.4208228
0.9,0.909090909,15,4,0.3,30,120,3,0.7,120,15!2fdo6trfewd8vxheotc25bvxctzkc3h2h1puv2ht0iro,26,00:15.8,15!t61x8c0f9txmi5dtxnzr7j5t0e1vxfzozypmsh46gao,13,17,9,66,-32.41773548,26,FALSE,15!uzjcr5b08oj1aj3mxz4rb4kymx5c534smsr22061a80,15!t61x8c0f9txmi5dtxnzr7j5t0e1vxfzozypmsh46gao,16,10,65,-30.40386143
0.9,0.909090909,15,4,0.3,30,121,3,0.7,121,15!tkf6xm310nd88g50x5tjqyx5wi0mz5gspgv1immgz5w,17,00:14.4,15!krmryn4mmavy3b4pu2mgnqdi95p3fauy9am6oz5n9g,19,11,6,69,-29.25897336,20,TRUE,15!krmrxtmis0cxw5q2gtysaarah2daif8x9ow97sq610,15!krmrxtmis0cxw5q2gtysaarah2daif8x9ow97sq610,13,7,68,-27.21761814
0.9,0.909090909,15,4,0.3,30,122,3,0.7,122,15!1tidha9dabzp4bdz5dlhkfxxdu6wmuzfgwn9sl551pfq,18,00:12.2,15!20s1f4puvb9rwmlotz2dy2olyk0ervf0hlbaux0qx7uu,17,13,5,70,-29.42949132,18,FALSE,15!20s1f4puvb9g3cebur942olj1jvsbiumgx9djww6sume,15!20s1f4puvb9g3cebux8nuqznh7x18f8behlfis8dbyf8,13,5,70,-26.98388914
0.9,0.909090909,15,4,0.3,30,125,3,0.7,125,15!1mgc2pwyru0kqmktfxy60pn9e4ssbwlfkcnkyml5tpmu,21,00:13.5,15!8p3vstvx4nankq6yp03zqn8uhrbo9olcbceqas2342,15,15,6,69,-26.13623895,19,TRUE,15!8polpg0jhls8ik5n6l4cd76m1rk38muc5seh8mmm9u,15!8polpg0jhls8ik5n6l4cd76m1rk38muc5seh8mmm9u,14,5,70,-23.51261966
0.9,0.909090909,15,4,0.3,30,126,3,0.7,126,15!1mgmi82xqmbp2iwz12a2pf1irlvrxc8ed1gye61frzly,14,00:12.1,15!1m7w9ay613uv45yv6806x8koe14uasmnx3du40zfpu6c,18,12,2,73,-29.37923142,15,TRUE,15!1m7w9ay613uv45yv3k7eg6apdn4nzkvfzqfr1tpl5khw,15!1m7w9ay613uv45yv3k7eg6apdn4nzkvfzqfr1tpl5khw,13,2,73,-27.70703203
0.9,0.909090909,15,4,0.3,30,127,3,0.7,127,15!tci0g3u5q9p68n4grpk8yepe8i31x6ai29kpcn514wi,19,00:13.1,15!t3rrjd3n88cpvfmkfxwpvk7ytbxsx6s0zoj4q4oiqs2,18,12,7,68,-33.86397712,15,TRUE,15!t3rrjczyh1kfzej1jptijm8keeamvbqnsw9if94nqxe,15!t3rrjczyh1kfzej1jptijm8keeamvbqnsw9if94nqxe,12,3,72,-31.95887636
0.9,0.909090909,15,4,0.3,30,129,3,0.7,129,15!1m8fr7p5ynv4narszyaefiqgiyu9sjgk4to4mlzlgrh0,16,00:12.8,15!2avsad4r79f66biqpjywofvp3u425172zh1knc4vf8,17,13,3,72,-27.67117748,16,TRUE,15!2avsad4r79f66biqpjywofvp3u425172zh1knc4vf8,15!2avsad4r79f66biqpjywofvp3u425172zh1knc4vf8,13,3,72,-25.35265214
0.9,0.909090909,15,4,0.3,30,130,3,0.7,130,15!2fc5i785attsportyvhcd447wuvdjr8ijoga1wgzi39c,25,00:15.4,15!2fdfjorlmzlq86fodwjijckbsl9cjdg6ffro5tm1slds,15,15,10,65,-33.51435096,27,TRUE,15!2fdfjorlmzlq86foe8im3hcknxbuejfbzm8qxe46nfi8,15!2fdfjorlmzlq86foe8im3hcknxbuejfbzm8qxe46nfi8,15,12,63,-32.01761923
0.9,0.909090909,15,4,0.3,30,131,3,0.7,131,15!2fc6nvuua5ol7sngvs9qbjta3nbpexssji9yc9l487ic,12,00:23.2,15!ek6e6h7jj0qdr36h5t45w8goglbkdoiosfjijqi6hhg,20,10,2,73,-29.55915787,14,TRUE,15!7a83dbbwonz3rjv114b61uw8h5cr4uujmk38aqm08as,15!7a83dbbwonz3rjv114b61uw8h5cr4uujmk38aqm08as,11,3,72,-26.41752153
0.9,0.909090909,15,4,0.3,30,132,3,0.7,132,15!2fc6nk7rmx6wx0m9i26axbw848z131nvod3wcaq0sxfq,17,00:20.0,15!2fc6nju8embvwhf91vh86e2xe7u9tp4qqtcc8o6ev210,17,13,4,71,-30.01075351,19,TRUE,15!2fbo8iukerhsqhm33pmq23rrn4c6sip7hfbqxn7gcoas,15!2fbo8iukerhsqhm33pmq23rrn4c6sip7hfbqxn7gcoas,15,4,71,-24.71831379
0.9,0.909090909,15,4,0.3,30,133,3,0.7,133,15!1ma8cyy2uegr3mcxykmbt9vgh9dt74kgm8jv3fs1chhc,20,00:13.2,15!1mb7wpttc5xhjfjg3t1fh7x6kx9c4bm8m7ejgnqlh4zm,17,13,7,68,-31.8089861,22,TRUE,15!1md9ki4wq58sxeaaey1lpo95f4gmgzouf6y7b5di84ua,15!1md9ki4wq58sxeaaey1lpo95f4gmgzouf6y7b5di84ua,14,8,67,-30.37609758
0.9,0.909090909,15,4,0.3,30,134,3,0.7,134,15!2fc5i4ocxu7qyfu5pk60zifyld77wljcj7i5o8q592iu,20,00:12.1,15!2fbwalf386p220mh24g726id75ikkq5sisr93tf3oide,17,13,7,68,-33.60609992,21,TRUE,15!1m85e87fdmzb2b8f7a51ueou8imgpjtsttskr0mlzrb6,15!1m85e87fdmzb2b8f7a51ueou8imgpjtsttskr0mlzrb6,15,6,69,-29.39489568
0.9,0.909090909,15,4,0.3,30,135,3,0.7,135,15!1mc0odxrarn7rznrj6b8attmboai4tymkgux7r22bsp0,22,00:17.0,15!1pumzp4f1gci0y11005kybtrrcwl1o40tl1iag5nb6ec,15,15,7,68,-33.03638046,24,FALSE,15!1pumzp4f1ghr1ppkr8dyydm99zsx759gudjhysiql25g,15!1pumzp4f1ghr1i8fyzphcw9knzp1q1f5f0a7b216p1xg,15,9,66,-31.07457876
0.9,0.909090909,15,4,0.3,30,136,3,0.7,136,15!1m9yfmyzmec24lqkycueb07a87dg6mv8q7ylkymvsbnq,20,00:14.5,15!i96cdfxptdnsi91axbj95i0nfgegy0scd4xj6413fbe,17,13,7,68,-31.70696568,21,TRUE,15!i96cdfxrw1ycwtax4762jafmixnxk268ocbhp5sbf4a,15!i96cdfxrw1ycwtax4762jafmixnxk268ocbhp5sbf4a,13,8,67,-30.81890361
0.9,0.909090909,15,4,0.3,30,137,3,0.7,137,15!v03n5632drwan7j0i72i6gz77lljzp9lmwgme2amwlw,21,00:11.7,15!1u1l46zg8ewp71vfah32q54ez5smknlji96kus6ogno,16,14,7,68,-29.8432399,23,TRUE,15!1u10eadblwp6vd53k1qd9v47t618huht5hvgias2m38,15!1u10eadblwp6vd53k1qd9v47t618huht5hvgias2m38,16,7,68,-26.33387039
0.9,0.909090909,15,4,0.3,30,140,3,0.7,140,15!2fbndfwsfgkwqhinrrpnfg8zgl3g6a9ckmownnhb1res,12,00:11.9,15!1exu58dik6fa89mi6hscqdsiu034fria4lh5gxjvlssk,22,8,4,71,-32.07114011,12,TRUE,15!1exu58dik6fa89mi6hscqdsiu034fria4lh5gxjvlssk,15!1exu58dik6fa89mi6hscqdsiu034fria4lh5gxjvlssk,8,4,71,-31.28627193
0.9,0.909090909,15,4,0.3,30,141,3,0.7,141,15!2fc5i6u7s1aapvmftvhlsm13e9mb4ybdwr8wh1g95og4,13,00:12.1,15!t4j6arnmwsmdfpnuhfoabf3hc2wucpwphlzowri9bes,20,10,3,72,-31.35874982,13,TRUE,15!t4j6arnmwsmdfpnuhfoabf3hc2wucpwphlzowri9bes,15!t4j6arnmwsmdfpnuhfoabf3hc2wucpwphlzowri9bes,10,3,72,-30.74069389
0.9,0.909090909,15,4,0.3,30,143,3,0.7,143,15!1mg40lh5z5chap7utc5obcrtxlek9pjlzi773jlclil0,18,00:14.0,15!1m8y6j8zvkx55n7ja0jpz8klth9aomyx4lil7jvkyxw4,17,13,5,70,-29.13402205,17,TRUE,15!1m7xch9nvv8yuhhsvsyehl0ndtn0yzupk0gw74t313pw,15!1m7xch9nvv8yuhhsvsyehl0ndtn0yzupk0gw74t313pw,13,4,71,-28.65950153
0.9,0.909090909,15,4,0.3,30,144,3,0.7,144,15!2fbo8j836gq10toxlzxawl4ucopzqrk43th3so35wqo6,19,00:12.3,15!1m7xc5n3xpx924ti9971usoxfhq3s41orceeupokf2x2,19,11,8,67,-34.07916793,22,TRUE,15!1m7wrfqht3f1jt4rxirsxqweiog8nuztjs0uyi4rsww2,15!1m7wrfqht3f1jt4rxirsxqweiog8nuztjs0uyi4rsww2,14,8,67,-32.85596654
0.9,0.909090909,15,4,0.3,30,146,3,0.7,146,15!dlse34qc7oo657idz76d9opi2l4nvu55km45wz6xom,17,00:13.3,15!4ck22rigumji0ct1vt52e4efcf3uxozl9aweoj7taa,17,13,4,71,-26.59695268,18,TRUE,15!43cjkxijfkypkx7hzh9ni4sifuog5n3fzx7fck26te,15!43cjkxijfkypkx7hzh9ni4sifuog5n3fzx7fck26te,14,4,71,-24.43750067
0.9,0.909090909,15,4,0.3,30,147,3,0.7,147,15!20rr4v8jhuqmvbi20xzbvlh5kmjsif1pp0mz8gwfru4i,18,00:12.7,15!1tqr0451emva9ndeo976ge041ynsidie0y47a3nn680,18,12,6,69,-31.56762921,18,FALSE,15!1tqr0451ecd8rx3jj7l9prm6d7hw7xlhu3ahqkqtt1c,,13,5,70,-29.40099469
0.9,0.909090909,15,4,0.3,30,148,3,0.7,148,15!1m9gqfgkulphm445py0jkam5q53dytoqkgjfxgnafldw,21,00:12.4,15!t63i5ha8qehkp2lo8uuuc1huq8xwjrw2gebvphj1l38,16,14,7,68,-29.1829921,22,FALSE,15!t63i5ha8qehkp2lo8uuubysqvvh2r2mojqg65cj3z7o,,15,7,68,-26.42971805
0.9,0.909090909,15,4,0.3,30,149,3,0.7,149,15!2tzv309gd3okeos9oh4fv3omuln3aff04rjrogqn983q,19,00:37.5,15!1m8ebdrr91qq6l82pqvqkyxwf1nm4mmgpkfnl5drkabo,15,15,4,71,-30.98982026,19,FALSE,15!1mchnlp37wflbvf3jzxl4kyk40kc7uhvz3yj05s8coqs,,14,5,70,-29.27201533
0.9,0.909090909,15,4,0.3,30,151,3,0.7,151,15!1ticwwq8q8788lt6db5dtvjhp44gremgulzfgg9w47pi,20,00:11.8,15!1tidhxjdwtrowpjb6d3p3amah9963ori9x5llduq6nsw,17,13,7,68,-32.91452124,22,FALSE,15!7ar3g89cl3sg0ik6234gdg5yuuw23xi4hshg3keyigw,,14,8,67,-29.34351238
0.9,0.909090909,15,4,0.3,30,152,3,0.7,152,15!2fc6o74zbjyba99b2wq60ivu5yl9ch3uy9455njlczko,20,00:12.1,15!10dxv3ra0rh6zyzun0z9r70o783ndtyrxz603vib79qo,15,15,5,70,-23.19066052,20,FALSE,15!10fzj7pxw1gyhhas72en3qjr4cdnvw4fdt3ekj7m14pc,,15,5,70,-19.75970543
0.9,0.909090909,15,4,0.3,30,153,3,0.7,153,15!2fc5i5rp1x9h45qgz7l1ausyneyu6qug68kh2zptcjya,17,00:12.5,15!t4je10xuwxyq8arp4aq89rjyy3v0v7ttiw6g3pdp400,15,15,2,73,-26.52778866,17,FALSE,15!t4je10xuwxyq8arp4aq89rjyy3v0v7ttiw6g3pdp400,,15,2,73,-22.07280848
0.9,0.909090909,15,4,0.3,30,154,3,0.7,154,15!writrkyetpqengn7wgizern4isp3j8qo3w8tolfbkle,17,00:12.1,15!2tl1imm3kj8njrmjmzniwwvhlga3868q0vevs3320w,17,13,4,71,-31.38178067,18,FALSE,15!2tl1imm3kj8njrmjmzniwwvhlga3868q29axmw54w0,,13,5,70,-27.13449794
0.9,0.909090909,15,4,0.3,30,155,3,0.7,155,15!2fe8bntbm72uhpmjt3azl6vq5ruzl19m9hvq12fx98g0,21,00:19.9,15!u2u7wwdn99xnqsiukdyoqm4l4pad67uquodtj41x9mo,18,12,9,66,-34.86639717,23,FALSE,15!u2l0eejnbke1gv85r7qbnlt36ehvuyx3ft8o8d5l728,,15,8,67,-31.53399036
0.9,0.909090909,15,4,0.3,30,157,3,0.7,157,15!2fc5nar6ik33oukpri8l1r11mgc7en6wevytm6gvzh1i,19,00:11.7,15!10e7sqa887k2h515x0802z0vbi9wc4f2up28zifhoide,18,12,7,68,-34.9112683,19,FALSE,15!10e7sqa887k2h515x0802z0vbi9wc4f2up28zifhoide,,12,7,68,-31.82380938
0.9,0.909090909,15,4,0.3,30,158,3,0.7,158,15!1mgcyk6fo3nwmxkr1kpd9rcxvhds9ocdwut57feaq33q,22,00:13.1,15!26kiq89tt8tqrrtx5cvvmfvh16muaruw482563oxv6a,15,15,7,68,-31.77756467,22,FALSE,15!26kiq89tt8tqrrtx5cvvmfvh16muaruw482563oxv6a,,15,7,68,-28.44805611
0.9,0.909090909,15,4,0.3,30,160,3,0.7,160,15!x7vc7mxoonv0bb77tnf4z8orxrmoonyffh2b52th9mu,22,00:12.4,15!tke3f9qgaau69spwgsq8zd8836uc04o9jwsnhxdpgqo,16,14,8,67,-31.94185799,21,FALSE,15!tke24neopznn5flst3ldhbcl1tgox5elcjglvmq53b4,,16,5,70,-28.09630102
0.9,0.909090909,15,4,0.3,30,161,3,0.7,161,15!2fc6nvhea17343bjvpzijsgnu9z28fd1lst09fps6xqe,20,00:13.6,15!9skf8ffulwapj94elcjkcfi35591cn1vkzl2p7ghw,17,13,7,68,-33.25614381,22,FALSE,15!9skf8ffulwapj94elcjey7dz6s74ct11fe8s7e3ic,,15,7,68,-28.97177441
0.9,0.909090909,15,4,0.3,30,164,3,0.7,164,15!10uvc7p84a6fqw4t4wc2x1bz7u6zd5rg2k93uc3y5dac,18,00:12.9,15!ekno3ldzfcf5yunnjoaea5faa4rv83qwwjpgushxmrk,18,12,6,69,-32.02035215,19,FALSE,15!ekno389yr7w02ydy98c4g372lifumrdsejtgddgifeo,,13,6,69,-30.64276471
0.9,0.909090909,15,4,0.3,30,167,3,0.7,167,15!2qsan8hw7rzueowms8y8zozyusvqljehksrlic0j1ty,16,00:21.1,15!1tjbclsi8w3f33g7h7t4oqtcyss5zqzo8zaf1fymu4g,19,11,5,70,-32.97647781,16,FALSE,15!1tjb0y7oi5vwwomh6uj3mzjksvpzyncj0nax2a30jy8,,13,3,72,-30.67220555
0.9,0.909090909,15,4,0.3,30,168,3,0.7,168,15!2fc6njug0f9gncx5n4e8286py5tl9su7ru84ft06k9aa,17,00:12.5,15!t3s1t4dh7y60bwjgtwyesl2fqyx3brfoae1x12fxp1c,16,14,3,72,-29.01863316,19,FALSE,15!t3s1t4dh88o1tee9fyuozony0gnv4xs020xsrz9ee4g,,15,4,71,-27.4278037
0.9,0.909090909,15,4,0.3,30,170,3,0.7,170,15!1ro4pkwvtdta4gy2yp8fi7tz8u0y6yz844gn3pb2iz9g,16,00:12.2,15!1rolehjgq2k2dcl9hvrytds9ssoh20tlcgkrk3w3zw90,19,11,5,70,-32.21438775,17,FALSE,15!1rolehjgq2k5bo9b4l493voorywamxrm1l7fe02wsemc,,12,5,70,-29.9483631
0.9,0.909090909,15,4,0.3,30,174,3,0.7,174,15!1rovh82fl3yd6hd4rmij60v6on7twfopu861bpmo9nno,14,00:13.0,15!1u923eddk9kpjpfdkxf9ns9yy0xni7l0bcakalpyj28,18,12,2,73,-28.10319466,15,FALSE,15!1u923eddk9eshf1d470b7hm1932fa3ck9hja7kwkdmo,,13,2,73,-27.38049156
0.9,0.909090909,15,4,0.3,30,175,3,0.7,175,15!2h5myafplp4c72paufqwtp3uttdtbh8yb8h4ngknrvnq,22,00:11.4,15!5gzaial79vtejohpiqfhuvpkvknantxzods0i2lreoc,16,14,8,67,-30.73665475,22,FALSE,15!5gzai9rp61ivjhcavd70kopyim3qr7t2d14fvlgxlos,,15,7,68,-27.12970663
0.9,0.909090909,15,4,0.3,30,177,3,0.7,177,15!2fc6oxqxpgwym2nuf7dr8mcx8yfras7mmmiq4rxoi70m,18,00:23.4,15!jlutp1ydyru6yfqsthds5hephkx68iu933tcb3g96,16,14,4,71,-28.08689846,20,FALSE,15!jm3kdi1eqp3pfapfo1iv408qp4fsz7xg3ltiocjyi,,15,5,70,-26.25110614
0.9,0.909090909,15,4,0.3,30,179,3,0.7,179,15!1md9kjxsob4a9iolxvcbkivhktwqfalh5mjn42puoqvm,19,00:12.2,15!1o2n4igcjjgms5taf555mvllq4pk9esuwu2fd8n8xv9e,17,13,6,69,-29.53757174,19,FALSE,15!1o2n4igap5v8n7sqp11336bk8sinxtki2dy7c6ub76o2,,13,6,69,-26.03156128
0.9,0.909090909,15,4,0.3,30,182,3,0.7,182,15!2fbmlb0zadl8tmtztoag3idhzbch6jbddms9mybuskcm,19,00:12.9,15!t5sn3i8njqubntf7ouov9qotxgf9xjggyn5z9fwdgqu,16,14,5,70,-28.67709873,21,FALSE,15!t5sn3i8njqv28qfmd6rfw7skq0do5rz4ml3ksa6hvye,,14,7,68,-26.72756064
0.9,0.909090909,15,4,0.3,30,184,3,0.7,184,15!gfy4dhy2mmoi238bguw7dk02zlljalhygpvzicaoysm,16,00:18.1,15!gfy4di5g47ddvrcdti32x39dv54h900ms88kyzr4cn6,17,13,3,72,-30.549269,15,FALSE,15!gfy4dhy2ltsu3p0r1uc9ubuxu9xlulf0jdp1dilxgqq,,13,2,73,-26.14263783
