S100,caterpillar,butterfly,1,0,0,0,0
S100,komododragon,flea,1,1,0,0,0
S100,antelope,buffalo,1,1,0,0,0
S100,dolphin,orca,1,1,0,0,0
S100,woodchuck,raptor,1,1,0,0,0
S100,fish,gecko,1,0,0,0,0
S100,otter,mole,1,1,0,0,0
S100,koala,panda,1,1,1,1,1
S100,dinosaur,skunk,1,0,0,0,0
S100,jellyfish,mantaray,1,1,1,0,0
S100,chicken,rooster,1,1,1,1,1
S100,giraffe,hippopotamus,1,1,1,1,1
S100,grasshopper,wren,1,1,0,0,0
S100,snail,slug,1,0,0,0,0
S100,mantis,cicada,1,1,0,0,0
S100,bonobo,monkey,1,1,0,0,0
S100,sugarglider,gopher,1,1,0,0,0
S100,fawn,fox,1,0,0,0,0
S100,porcupine,beaver,1,1,1,0,0
S100,platypus,otter,1,0,0,0,0
S100,sealion,walrus,1,1,1,0,0
S100,salamander,gnat,1,1,0,0,0
S100,peccary,howlermonkey,1,1,0,0,0
S100,salmon,seal,1,0,0,0,0
S100,eel,shrimp,1,1,0,0,0
S100,lemur,tapir,1,0,0,0,0
S100,sparrow,bat,1,0,0,0,0
S100,woodpecker,robin,1,1,0,0,0
S100,bull,oxen,1,1,0,0,0
S100,lion,puma,1,1,0,0,0
S100,beetle,hummingbird,1,0,0,0,0
S100,chihuahua,pitbull,1,1,0,0,0
S100,whale,fish,1,0,0,0,0
S100,parrot,assassinbug,1,1,0,0,0
S100,sandshark,hammerheadshark,1,1,0,0,0
S100,monkey,chimpanzee,1,1,1,1,0
S100,ram,bull,1,1,0,0,0
S100,sugarglider,bat,1,1,0,0,0
S100,opossum,vulture,1,1,0,0,0
S100,goose,ostrich,1,0,0,0,0
S100,mongoose,owl,1,1,1,0,0
S100,wolverine,beaver,1,1,1,0,0
S100,pelican,cuttlefish,1,0,0,0,0
S100,dragonfly,butterfly,1,1,0,0,0
S100,seagull,spider,1,0,0,0,0
S100,iguana,sparrow,1,0,0,0,0
S100,iguana,gecko,1,0,0,0,0
S100,groundhog,mongoose,1,1,0,0,0
S100,fly,butterfly,1,0,0,0,0
S100,budgie,rattlesnake,1,1,0,0,0
S100,eagle,salmon,1,0,0,0,0
S100,bobcat,polarbear,1,0,0,0,0
S100,mosquito,trout,1,1,0,0,0
S100,tapir,oxen,1,1,0,0,0
S100,bee,hornet,1,1,0,0,0
S100,newt,frog,1,1,0,0,0
S100,rooster,raven,1,0,0,0,0
S100,sabertoothedtiger,rat,1,1,0,0,0
S100,jaguar,lynx,1,1,0,0,0
S100,crocodile,puma,1,1,1,0,0
S100,magpie,sparrow,1,0,0,0,0
S100,cat,greatwhiteshark,1,1,0,0,0
S100,hawk,condor,1,1,0,0,0
S100,porcupine,mole,1,0,0,0,0
S100,panther,lynx,1,0,0,0,0
S100,bat,bunny,1,0,0,0,0
S100,wildebeest,hog,1,1,0,0,0
S100,seahorse,horse,1,0,0,0,0
S100,bee,cricket,1,1,0,0,0
S100,wasp,bee,1,1,1,0,0
S100,killerwhale,penguin,1,1,0,0,0
S100,cockatoo,conure,1,1,0,0,0
S100,piranha,ferret,1,1,0,0,0
S100,cassowary,alligator,1,0,0,0,0
S100,wolverine,sloth,1,0,0,0,0
S100,skunk,marmot,1,1,0,0,0
S100,horse,cow,1,1,1,1,1
S100,ape,gorilla,1,1,1,1,1
S100,fawn,bird,1,0,0,0,0
S100,hamster,chinchilla,1,1,1,0,0
S100,redpanda,panda,1,1,1,1,0
S100,wolverine,gerbil,1,0,0,0,0
S100,chicken,ladybug,1,1,0,0,0
S100,caterpillar,ant,1,1,0,0,0
S100,bluebird,mockingbird,1,1,0,0,0
S100,bonobo,orangutan,1,0,0,0,0
S100,redpanda,fox,1,1,0,0,0
S100,starfish,lobster,1,0,0,0,0
S100,ewe,whale,1,1,0,0,0
S100,sealion,moose,1,0,0,0,0
S100,woodpecker,polarbear,1,0,0,0,0
S100,swordfish,seal,1,0,0,0,0
S100,bluejay,bluebird,1,0,0,0,0
S100,redpanda,turkey,1,1,0,0,0
S100,eagle,toucan,1,1,0,0,0
S100,fawn,elk,1,1,0,0,0
S100,ibex,ox,1,1,0,0,0
S100,spidermonkey,lemur,1,1,0,0,0
S100,tasmaniandevil,kinkajou,1,1,0,0,0
S100,seal,walrus,1,1,1,1,0
S100,monkey,gorilla,1,1,1,1,1
S100,chihuahua,germanshepherd,1,1,0,0,0
S100,shrew,emu,1,1,0,0,0
S100,spider,centipede,1,0,0,0,0
S100,bluejay,raven,1,0,0,0,0
S100,bear,cod,1,1,0,0,0
S100,elephant,dodo,1,0,0,0,0
S100,dragon,frog,1,1,0,0,0
S100,nakedmolerat,lemur,1,1,0,0,0
S100,pigeon,finch,1,0,0,0,0
S100,stingray,octopus,1,0,0,0,0
S100,dingo,koala,1,0,0,0,0
S100,goby,whale,1,1,0,0,0
S100,dingo,capybara,1,1,0,0,0
S100,oxen,buffalo,1,1,0,0,0
S100,fly,bee,1,0,0,0,0
