subj,item1,item2,edge,
NA,antelope,swan,0,
NA,antelope,terrier,0,
NA,antelope,frog,0,
NA,antelope,bird,0,
NA,antelope,shark,0,
NA,antelope,horse,0,
NA,antelope,carp,0,
NA,antelope,dolphin,0,
NA,antelope,russianblue,0,
NA,antelope,llama,0,
NA,antelope,goose,0,
NA,antelope,wolf,0,
NA,antelope,leopard,0,
NA,antelope,snake,0,
NA,antelope,grizzlybear,0,
NA,antelope,rooster,0,
NA,antelope,peacock,0,
NA,antelope,monkey,0,
NA,antelope,hyena,0,
NA,antelope,fox,0,
NA,antelope,fish,0,
NA,antelope,mouse,0,
NA,antelope,dog,0,
NA,antelope,lovebird,0,
NA,antelope,persian,0,
NA,antelope,whale,0,
NA,antelope,rhinoceros,1,
NA,antelope,elephant,1,
NA,antelope,warthog,0,
NA,antelope,cheetah,0,
NA,antelope,humunukuapua,0,
NA,antelope,guineapig,0,
NA,antelope,robin,0,
NA,antelope,beetle,0,
NA,antelope,germanshepherd,0,
NA,antelope,grasshopper,0,
NA,antelope,snail,0,
NA,antelope,tortoise,0,
NA,antelope,turkey,0,
NA,antelope,jaguar,0,
NA,antelope,duck,0,
NA,antelope,zebra,0,
NA,snake,sunconure,0,
NA,snake,sparrow,0,
NA,snake,swan,0,
NA,snake,terrier,0,
NA,snake,wolf,0,
NA,snake,whale,0,
NA,snake,warthog,0,
NA,snake,tortoise,0,
NA,snake,turkey,0,
NA,snake,zebra,0,
NA,grizzlybear,hare,0,
NA,grizzlybear,lion,0,
NA,grizzlybear,parrot,1,
NA,grizzlybear,poodle,0,
NA,grizzlybear,hippopotamus,0,
NA,grizzlybear,sunconure,0,
NA,grizzlybear,pigeon,0,
NA,grizzlybear,pig,0,
NA,grizzlybear,sparrow,0,
NA,grizzlybear,pufferfish,0,
NA,grizzlybear,slug,0,
NA,grizzlybear,pheasant,0,
NA,grizzlybear,quail,0,
NA,grizzlybear,polarbear,1,
NA,grizzlybear,swan,0,
NA,grizzlybear,terrier,0,
NA,grizzlybear,shark,0,
NA,grizzlybear,horse,0,
NA,grizzlybear,russianblue,0,
NA,grizzlybear,llama,0,
NA,grizzlybear,wolf,0,
NA,grizzlybear,leopard,0,
NA,grizzlybear,snake,0,
NA,grizzlybear,rooster,0,
NA,grizzlybear,peacock,0,
NA,grizzlybear,monkey,0,
NA,grizzlybear,hyena,0,
NA,grizzlybear,mouse,0,
NA,grizzlybear,lovebird,0,
NA,grizzlybear,persian,0,
NA,grizzlybear,whale,0,
NA,grizzlybear,rhinoceros,0,
NA,grizzlybear,warthog,0,
NA,grizzlybear,humunukuapua,0,
NA,grizzlybear,guineapig,0,
NA,grizzlybear,robin,0,
NA,grizzlybear,snail,0,
NA,grizzlybear,tortoise,0,
NA,grizzlybear,turkey,0,
NA,grizzlybear,jaguar,0,
NA,grizzlybear,zebra,0,
NA,rooster,sunconure,0,
NA,rooster,sparrow,0,
NA,rooster,slug,0,
NA,rooster,swan,0,
NA,rooster,terrier,0,
NA,rooster,shark,0,
NA,rooster,russianblue,0,
NA,rooster,wolf,0,
NA,rooster,snake,0,
NA,rooster,whale,1,
NA,rooster,warthog,0,
NA,rooster,snail,0,
NA,rooster,tortoise,0,
NA,rooster,turkey,0,
NA,rooster,zebra,0,
NA,peacock,poodle,0,
NA,peacock,sunconure,0,
NA,peacock,pigeon,0,
NA,peacock,pig,1,
NA,peacock,sparrow,0,
NA,peacock,pufferfish,0,
NA,peacock,slug,0,
NA,peacock,pheasant,0,
NA,peacock,quail,0,
NA,peacock,polarbear,0,
NA,peacock,swan,0,
NA,peacock,terrier,0,
NA,peacock,shark,0,
NA,peacock,russianblue,0,
NA,peacock,wolf,0,
NA,peacock,snake,0,
NA,peacock,rooster,0,
NA,peacock,persian,0,
NA,peacock,whale,0,
NA,peacock,rhinoceros,0,
NA,peacock,warthog,0,
NA,peacock,robin,0,
NA,peacock,snail,0,
NA,peacock,tortoise,0,
NA,peacock,turkey,0,
NA,peacock,zebra,1,
NA,monkey,parrot,0,
NA,monkey,poodle,0,
NA,monkey,sunconure,0,
NA,monkey,pigeon,0,
NA,monkey,pig,0,
NA,monkey,sparrow,0,
NA,monkey,pufferfish,0,
NA,monkey,slug,0,
NA,monkey,pheasant,0,
NA,monkey,quail,0,
NA,monkey,polarbear,0,
NA,monkey,swan,0,
NA,monkey,terrier,0,
NA,monkey,shark,0,
NA,monkey,russianblue,0,
NA,monkey,wolf,0,
NA,monkey,snake,0,
NA,monkey,rooster,0,
NA,monkey,peacock,0,
NA,monkey,mouse,0,
NA,monkey,persian,0,
NA,monkey,whale,0,
NA,monkey,rhinoceros,0,
NA,monkey,warthog,0,
NA,monkey,robin,0,
NA,monkey,snail,0,
NA,monkey,tortoise,0,
NA,monkey,turkey,0,
NA,monkey,zebra,0,
NA,hyena,lion,1,
NA,hyena,parrot,1,
NA,hyena,poodle,0,
NA,hyena,sunconure,0,
NA,hyena,pigeon,0,
NA,hyena,pig,0,
NA,hyena,sparrow,0,
NA,hyena,pufferfish,0,
NA,hyena,slug,0,
NA,hyena,pheasant,0,
NA,hyena,quail,0,
NA,hyena,polarbear,0,
NA,hyena,swan,0,
NA,hyena,terrier,0,
NA,hyena,shark,0,
NA,hyena,russianblue,0,
NA,hyena,llama,0,
NA,hyena,wolf,0,
NA,hyena,leopard,0,
NA,hyena,snake,0,
NA,hyena,rooster,0,
NA,hyena,peacock,0,
NA,hyena,monkey,0,
NA,hyena,mouse,0,
NA,hyena,lovebird,0,
NA,hyena,persian,0,
NA,hyena,whale,0,
NA,hyena,rhinoceros,0,
NA,hyena,warthog,0,
NA,hyena,robin,0,
NA,hyena,snail,0,
NA,hyena,tortoise,0,
NA,hyena,turkey,0,
NA,hyena,jaguar,0,
NA,hyena,zebra,0,
NA,fox,hare,0,
NA,fox,lion,0,
NA,fox,parrot,0,
NA,fox,poodle,0,
NA,fox,hippopotamus,0,
NA,fox,sunconure,0,
NA,fox,pigeon,0,
NA,fox,pig,0,
NA,fox,sparrow,1,
NA,fox,pufferfish,0,
NA,fox,slug,0,
NA,fox,pheasant,0,
NA,fox,giraffe,0,
NA,fox,quail,0,
NA,fox,polarbear,0,
NA,fox,swan,0,
NA,fox,terrier,0,
NA,fox,frog,1,
NA,fox,shark,0,
NA,fox,horse,0,
NA,fox,russianblue,0,
NA,fox,llama,0,
NA,fox,goose,0,
NA,fox,wolf,0,
NA,fox,leopard,0,
NA,fox,snake,0,
NA,fox,grizzlybear,0,
NA,fox,rooster,0,
NA,fox,peacock,0,
NA,fox,monkey,0,
NA,fox,hyena,0,
NA,fox,mouse,0,
NA,fox,lovebird,0,
NA,fox,persian,0,
NA,fox,whale,0,
NA,fox,rhinoceros,0,
NA,fox,warthog,0,
NA,fox,humunukuapua,0,
NA,fox,guineapig,0,
NA,fox,robin,0,
NA,fox,germanshepherd,0,
NA,fox,grasshopper,0,
NA,fox,snail,0,
NA,fox,tortoise,0,
NA,fox,turkey,0,
NA,fox,jaguar,0,
NA,fox,zebra,0,
NA,fish,hare,0,
NA,fish,lion,0,
NA,fish,parrot,0,
NA,fish,poodle,0,
NA,fish,hippopotamus,0,
NA,fish,sunconure,0,
NA,fish,pigeon,0,
NA,fish,pig,0,
NA,fish,sparrow,0,
NA,fish,pufferfish,0,
NA,fish,slug,0,
NA,fish,pheasant,0,
NA,fish,giraffe,0,
NA,fish,quail,0,
NA,fish,polarbear,0,
NA,fish,swan,0,
NA,fish,terrier,0,
NA,fish,frog,0,
NA,fish,shark,0,
NA,fish,horse,0,
NA,fish,russianblue,0,
NA,fish,llama,0,
NA,fish,goose,0,
NA,fish,wolf,0,
NA,fish,leopard,0,
NA,fish,snake,0,
NA,fish,grizzlybear,0,
NA,fish,rooster,0,
NA,fish,peacock,0,
NA,fish,monkey,0,
NA,fish,hyena,0,
NA,fish,fox,0,
NA,fish,mouse,0,
NA,fish,lovebird,0,
NA,fish,persian,0,
NA,fish,whale,0,
NA,fish,rhinoceros,0,
NA,fish,warthog,0,
NA,fish,humunukuapua,0,
NA,fish,guineapig,0,
NA,fish,robin,0,
NA,fish,germanshepherd,0,
NA,fish,grasshopper,0,
NA,fish,snail,0,
NA,fish,tortoise,0,
NA,fish,turkey,0,
NA,fish,jaguar,0,
NA,fish,zebra,0,
NA,mouse,parrot,0,
NA,mouse,poodle,0,
NA,mouse,sunconure,0,
NA,mouse,pigeon,0,
NA,mouse,pig,0,
NA,mouse,sparrow,0,
NA,mouse,pufferfish,0,
NA,mouse,slug,0,
NA,mouse,pheasant,0,
NA,mouse,quail,0,
NA,mouse,polarbear,0,
NA,mouse,swan,0,
NA,mouse,terrier,0,
NA,mouse,shark,0,
NA,mouse,russianblue,0,
NA,mouse,wolf,0,
NA,mouse,snake,0,
NA,mouse,rooster,0,
NA,mouse,peacock,0,
NA,mouse,persian,0,
NA,mouse,whale,0,
NA,mouse,rhinoceros,0,
NA,mouse,warthog,0,
NA,mouse,robin,0,
NA,mouse,snail,0,
NA,mouse,tortoise,0,
NA,mouse,turkey,0,
NA,mouse,zebra,0,
NA,dog,hare,0,
NA,dog,lion,0,
NA,dog,parrot,0,
NA,dog,poodle,0,
NA,dog,hippopotamus,0,
NA,dog,sunconure,0,
NA,dog,pigeon,0,
NA,dog,pig,0,
NA,dog,sparrow,0,
NA,dog,pufferfish,0,
NA,dog,slug,1,
NA,dog,pheasant,0,
NA,dog,giraffe,0,
NA,dog,quail,0,
NA,dog,polarbear,0,
NA,dog,swan,0,
NA,dog,terrier,0,
NA,dog,frog,0,
NA,dog,shark,0,
NA,dog,horse,0,
NA,dog,dolphin,0,
NA,dog,russianblue,0,
NA,dog,llama,0,
NA,dog,goose,0,
NA,dog,wolf,0,
NA,dog,leopard,0,
NA,dog,snake,0,
NA,dog,grizzlybear,0,
NA,dog,rooster,0,
NA,dog,peacock,0,
NA,dog,monkey,0,
NA,dog,hyena,0,
NA,dog,fox,0,
NA,dog,fish,0,
NA,dog,mouse,0,
NA,dog,lovebird,0,
NA,dog,persian,0,
NA,dog,whale,0,
NA,dog,rhinoceros,0,
NA,dog,elephant,0,
NA,dog,warthog,0,
NA,dog,humunukuapua,0,
NA,dog,guineapig,0,
NA,dog,robin,0,
NA,dog,germanshepherd,0,
NA,dog,grasshopper,0,
NA,dog,snail,0,
NA,dog,tortoise,0,
NA,dog,turkey,0,
NA,dog,jaguar,0,
NA,dog,duck,0,
NA,dog,zebra,0,
NA,lovebird,parrot,1,
NA,lovebird,poodle,0,
NA,lovebird,sunconure,1,
NA,lovebird,pigeon,0,
NA,lovebird,pig,0,
NA,lovebird,sparrow,0,
NA,lovebird,pufferfish,0,
NA,lovebird,slug,0,
NA,lovebird,pheasant,0,
NA,lovebird,quail,0,
NA,lovebird,polarbear,0,
NA,lovebird,swan,0,
NA,lovebird,terrier,0,
NA,lovebird,shark,0,
NA,lovebird,russianblue,0,
NA,lovebird,wolf,0,
NA,lovebird,snake,0,
NA,lovebird,rooster,0,
NA,lovebird,peacock,0,
NA,lovebird,monkey,0,
NA,lovebird,mouse,0,
NA,lovebird,persian,0,
NA,lovebird,whale,0,
NA,lovebird,rhinoceros,0,
NA,lovebird,warthog,0,
NA,lovebird,robin,0,
NA,lovebird,snail,0,
NA,lovebird,tortoise,0,
NA,lovebird,turkey,0,
NA,lovebird,zebra,0,
NA,persian,poodle,0,
NA,persian,sunconure,0,
NA,persian,pigeon,0,
NA,persian,pig,0,
NA,persian,sparrow,0,
NA,persian,pufferfish,0,
NA,persian,slug,0,
NA,persian,pheasant,0,
NA,persian,quail,0,
NA,persian,polarbear,0,
NA,persian,swan,0,
NA,persian,terrier,0,
NA,persian,shark,0,
NA,persian,russianblue,1,
NA,persian,wolf,0,
NA,persian,snake,0,
NA,persian,rooster,0,
NA,persian,whale,0,
NA,persian,rhinoceros,0,
NA,persian,warthog,0,
NA,persian,robin,0,
NA,persian,snail,0,
NA,persian,tortoise,0,
NA,persian,turkey,0,
NA,persian,zebra,0,
NA,whale,wolf,0,
NA,whale,zebra,0,
NA,rhinoceros,sunconure,0,
NA,rhinoceros,sparrow,0,
NA,rhinoceros,slug,0,
NA,rhinoceros,swan,0,
NA,rhinoceros,terrier,0,
NA,rhinoceros,shark,0,
NA,rhinoceros,russianblue,0,
NA,rhinoceros,wolf,0,
NA,rhinoceros,snake,0,
NA,rhinoceros,rooster,0,
NA,rhinoceros,whale,0,
NA,rhinoceros,warthog,0,
NA,rhinoceros,robin,0,
NA,rhinoceros,snail,0,
NA,rhinoceros,tortoise,0,
NA,rhinoceros,turkey,0,
NA,rhinoceros,zebra,0,
NA,elephant,hare,0,
NA,elephant,lion,0,
NA,elephant,parrot,0,
NA,elephant,poodle,0,
NA,elephant,hippopotamus,1,
NA,elephant,sunconure,0,
NA,elephant,pigeon,0,
NA,elephant,pig,0,
NA,elephant,sparrow,0,
NA,elephant,pufferfish,0,
NA,elephant,slug,0,
NA,elephant,pheasant,0,
NA,elephant,giraffe,1,
NA,elephant,quail,0,
NA,elephant,polarbear,0,
NA,elephant,swan,0,
NA,elephant,terrier,0,
NA,elephant,frog,0,
NA,elephant,shark,0,
NA,elephant,horse,0,
NA,elephant,russianblue,0,
NA,elephant,llama,0,
NA,elephant,goose,0,
NA,elephant,wolf,0,
NA,elephant,leopard,0,
NA,elephant,snake,0,
NA,elephant,grizzlybear,0,
NA,elephant,rooster,0,
NA,elephant,peacock,0,
NA,elephant,monkey,0,
NA,elephant,hyena,0,
NA,elephant,fox,0,
NA,elephant,fish,0,
NA,elephant,mouse,0,
NA,elephant,lovebird,0,
NA,elephant,persian,0,
NA,elephant,whale,0,
NA,elephant,rhinoceros,0,
NA,elephant,warthog,0,
NA,elephant,humunukuapua,0,
NA,elephant,guineapig,0,
NA,elephant,robin,0,
NA,elephant,germanshepherd,0,
NA,elephant,grasshopper,0,
NA,elephant,snail,0,
NA,elephant,tortoise,0,
NA,elephant,turkey,0,
NA,elephant,jaguar,0,
NA,elephant,zebra,0,
NA,warthog,wolf,0,
NA,warthog,whale,0,
NA,warthog,zebra,0,
NA,cheetah,hare,0,
NA,cheetah,lion,1,
NA,cheetah,parrot,0,
NA,cheetah,poodle,0,
NA,cheetah,hippopotamus,0,
NA,cheetah,sunconure,0,
NA,cheetah,pigeon,0,
NA,cheetah,pig,0,
NA,cheetah,sparrow,0,
NA,cheetah,pufferfish,0,
NA,cheetah,slug,0,
NA,cheetah,pheasant,0,
NA,cheetah,chicken,0,
NA,cheetah,giraffe,0,
NA,cheetah,quail,0,
NA,cheetah,polarbear,0,
NA,cheetah,swan,0,
NA,cheetah,terrier,0,
NA,cheetah,frog,0,
NA,cheetah,shark,0,
NA,cheetah,horse,0,
NA,cheetah,dolphin,0,
NA,cheetah,russianblue,0,
NA,cheetah,llama,0,
NA,cheetah,goose,0,
NA,cheetah,wolf,0,
NA,cheetah,leopard,0,
NA,cheetah,snake,0,
NA,cheetah,grizzlybear,0,
NA,cheetah,rooster,0,
NA,cheetah,peacock,0,
NA,cheetah,monkey,0,
NA,cheetah,hyena,0,
NA,cheetah,fox,0,
NA,cheetah,fish,0,
NA,cheetah,mouse,0,
NA,cheetah,dog,0,
NA,cheetah,lovebird,0,
NA,cheetah,persian,0,
NA,cheetah,whale,0,
NA,cheetah,rhinoceros,0,
NA,cheetah,elephant,0,
NA,cheetah,warthog,0,
NA,cheetah,humunukuapua,0,
NA,cheetah,guineapig,0,
NA,cheetah,robin,0,
NA,cheetah,germanshepherd,0,
NA,cheetah,grasshopper,0,
NA,cheetah,snail,0,
NA,cheetah,tortoise,0,
NA,cheetah,turkey,0,
NA,cheetah,jaguar,0,
NA,cheetah,duck,0,
NA,cheetah,zebra,0,
NA,humunukuapua,lion,0,
NA,humunukuapua,parrot,0,
NA,humunukuapua,poodle,0,
NA,humunukuapua,sunconure,0,
NA,humunukuapua,pigeon,0,
NA,humunukuapua,pig,0,
NA,humunukuapua,sparrow,0,
NA,humunukuapua,pufferfish,1,
NA,humunukuapua,slug,0,
NA,humunukuapua,pheasant,0,
NA,humunukuapua,quail,0,
NA,humunukuapua,polarbear,0,
NA,humunukuapua,swan,0,
NA,humunukuapua,terrier,0,
NA,humunukuapua,shark,0,
NA,humunukuapua,russianblue,0,
NA,humunukuapua,llama,0,
NA,humunukuapua,wolf,0,
NA,humunukuapua,leopard,0,
NA,humunukuapua,snake,0,
NA,humunukuapua,rooster,0,
NA,humunukuapua,peacock,0,
NA,humunukuapua,monkey,0,
NA,humunukuapua,hyena,0,
NA,humunukuapua,mouse,0,
NA,humunukuapua,lovebird,0,
NA,humunukuapua,persian,1,
NA,humunukuapua,whale,0,
NA,humunukuapua,rhinoceros,0,
NA,humunukuapua,warthog,0,
NA,humunukuapua,robin,0,
NA,humunukuapua,snail,0,
NA,humunukuapua,tortoise,0,
NA,humunukuapua,turkey,0,
NA,humunukuapua,jaguar,0,
NA,humunukuapua,zebra,0,
NA,guineapig,hare,0,
NA,guineapig,lion,0,
NA,guineapig,parrot,0,
NA,guineapig,poodle,0,
NA,guineapig,hippopotamus,0,
NA,guineapig,sunconure,0,
NA,guineapig,pigeon,1,
NA,guineapig,pig,0,
NA,guineapig,sparrow,0,
NA,guineapig,pufferfish,0,
NA,guineapig,slug,0,
NA,guineapig,pheasant,0,
NA,guineapig,quail,0,
NA,guineapig,polarbear,0,
NA,guineapig,swan,0,
NA,guineapig,terrier,0,
NA,guineapig,shark,0,
NA,guineapig,horse,0,
NA,guineapig,russianblue,0,
NA,guineapig,llama,0,
NA,guineapig,wolf,1,
NA,guineapig,leopard,0,
NA,guineapig,snake,0,
NA,guineapig,rooster,0,
NA,guineapig,peacock,0,
NA,guineapig,monkey,0,
NA,guineapig,hyena,0,
NA,guineapig,mouse,0,
NA,guineapig,lovebird,0,
NA,guineapig,persian,0,
NA,guineapig,whale,0,
NA,guineapig,rhinoceros,0,
NA,guineapig,warthog,0,
NA,guineapig,humunukuapua,0,
NA,guineapig,robin,0,
NA,guineapig,snail,0,
NA,guineapig,tortoise,0,
NA,guineapig,turkey,0,
NA,guineapig,jaguar,0,
NA,guineapig,zebra,0,
NA,robin,sunconure,0,
NA,robin,sparrow,0,
NA,robin,slug,0,
NA,robin,swan,0,
NA,robin,terrier,0,
NA,robin,shark,0,
NA,robin,russianblue,0,
NA,robin,wolf,0,
NA,robin,snake,0,
NA,robin,rooster,0,
NA,robin,whale,0,
NA,robin,warthog,0,
NA,robin,snail,0,
NA,robin,tortoise,0,
NA,robin,turkey,0,
NA,robin,zebra,0,
NA,beetle,hare,0,
NA,beetle,lion,0,
NA,beetle,parrot,0,
NA,beetle,poodle,0,
NA,beetle,hippopotamus,0,
NA,beetle,sunconure,0,
NA,beetle,pigeon,0,
NA,beetle,pig,0,
NA,beetle,bunny,0,
NA,beetle,sparrow,0,
NA,beetle,pufferfish,0,
NA,beetle,slug,0,
NA,beetle,pheasant,0,
NA,beetle,chicken,0,
NA,beetle,giraffe,0,
NA,beetle,quail,0,
NA,beetle,polarbear,0,
NA,beetle,swan,0,
NA,beetle,terrier,0,
NA,beetle,frog,0,
NA,beetle,bird,0,
NA,beetle,shark,0,
NA,beetle,horse,0,
NA,beetle,carp,0,
NA,beetle,dolphin,0,
NA,beetle,russianblue,0,
NA,beetle,llama,0,
NA,beetle,goose,0,
NA,beetle,wolf,0,
NA,beetle,leopard,0,
NA,beetle,snake,0,
NA,beetle,grizzlybear,0,
NA,beetle,rooster,0,
NA,beetle,peacock,0,
NA,beetle,monkey,0,
NA,beetle,hyena,0,
NA,beetle,fox,0,
NA,beetle,fish,0,
NA,beetle,mouse,0,
NA,beetle,dog,0,
NA,beetle,lovebird,0,
NA,beetle,persian,0,
NA,beetle,whale,0,
NA,beetle,rhinoceros,0,
NA,beetle,elephant,0,
NA,beetle,warthog,0,
NA,beetle,cheetah,0,
NA,beetle,humunukuapua,0,
NA,beetle,guineapig,0,
NA,beetle,robin,0,
NA,beetle,germanshepherd,0,
NA,beetle,grasshopper,1,
NA,beetle,snail,0,
NA,beetle,tortoise,0,
NA,beetle,turkey,0,
NA,beetle,jaguar,0,
NA,beetle,duck,0,
NA,beetle,zebra,0,
NA,germanshepherd,hare,0,
NA,germanshepherd,lion,0,
NA,germanshepherd,parrot,0,
NA,germanshepherd,poodle,0,
NA,germanshepherd,hippopotamus,0,
NA,germanshepherd,sunconure,0,
NA,germanshepherd,pigeon,0,
NA,germanshepherd,pig,0,
NA,germanshepherd,sparrow,0,
NA,germanshepherd,pufferfish,0,
NA,germanshepherd,slug,0,
NA,germanshepherd,pheasant,0,
NA,germanshepherd,giraffe,0,
NA,germanshepherd,quail,0,
NA,germanshepherd,polarbear,0,
NA,germanshepherd,swan,0,
NA,germanshepherd,terrier,1,
NA,germanshepherd,shark,0,
NA,germanshepherd,horse,0,
NA,germanshepherd,russianblue,0,
NA,germanshepherd,llama,0,
NA,germanshepherd,goose,0,
NA,germanshepherd,wolf,0,
NA,germanshepherd,leopard,0,
NA,germanshepherd,snake,0,
NA,germanshepherd,grizzlybear,0,
NA,germanshepherd,rooster,0,
NA,germanshepherd,peacock,0,
NA,germanshepherd,monkey,0,
NA,germanshepherd,hyena,0,
NA,germanshepherd,mouse,0,
NA,germanshepherd,lovebird,0,
NA,germanshepherd,persian,0,
NA,germanshepherd,whale,0,
NA,germanshepherd,rhinoceros,0,
NA,germanshepherd,warthog,0,
NA,germanshepherd,humunukuapua,0,
NA,germanshepherd,guineapig,0,
NA,germanshepherd,robin,0,
NA,germanshepherd,grasshopper,0,
NA,germanshepherd,snail,0,
NA,germanshepherd,tortoise,0,
NA,germanshepherd,turkey,0,
NA,germanshepherd,jaguar,0,
NA,germanshepherd,zebra,0,
NA,grasshopper,hare,0,
NA,grasshopper,lion,0,
NA,grasshopper,parrot,0,
NA,grasshopper,poodle,0,
NA,grasshopper,hippopotamus,0,
NA,grasshopper,sunconure,0,
NA,grasshopper,pigeon,0,
NA,grasshopper,pig,0,
NA,grasshopper,sparrow,0,
NA,grasshopper,pufferfish,0,
NA,grasshopper,slug,0,
NA,grasshopper,pheasant,0,
NA,grasshopper,quail,0,
NA,grasshopper,polarbear,0,
NA,grasshopper,swan,0,
NA,grasshopper,terrier,0,
NA,grasshopper,shark,0,
NA,grasshopper,horse,0,
NA,grasshopper,russianblue,0,
NA,grasshopper,llama,0,
NA,grasshopper,wolf,0,
NA,grasshopper,leopard,0,
NA,grasshopper,snake,0,
NA,grasshopper,grizzlybear,0,
NA,grasshopper,rooster,0,
NA,grasshopper,peacock,0,
NA,grasshopper,monkey,0,
NA,grasshopper,hyena,0,
NA,grasshopper,mouse,0,
NA,grasshopper,lovebird,0,
NA,grasshopper,persian,0,
NA,grasshopper,whale,0,
NA,grasshopper,rhinoceros,0,
NA,grasshopper,warthog,0,
NA,grasshopper,humunukuapua,0,
NA,grasshopper,guineapig,0,
NA,grasshopper,robin,0,
NA,grasshopper,snail,0,
NA,grasshopper,tortoise,0,
NA,grasshopper,turkey,0,
NA,grasshopper,jaguar,0,
NA,grasshopper,zebra,0,
NA,snail,sunconure,0,
NA,snail,sparrow,0,
NA,snail,swan,0,
NA,snail,terrier,0,
NA,snail,wolf,0,
NA,snail,snake,0,
NA,snail,whale,0,
NA,snail,warthog,0,
NA,snail,tortoise,0,
NA,snail,turkey,0,
NA,snail,zebra,0,
NA,tortoise,wolf,1,
NA,tortoise,whale,0,
NA,tortoise,warthog,0,
NA,tortoise,turkey,1,
NA,tortoise,zebra,0,
NA,turkey,wolf,0,
NA,turkey,whale,0,
NA,turkey,warthog,0,
NA,turkey,zebra,0,
NA,jaguar,lion,0,
NA,jaguar,parrot,0,
NA,jaguar,poodle,0,
NA,jaguar,sunconure,0,
NA,jaguar,pigeon,0,
NA,jaguar,pig,0,
NA,jaguar,sparrow,0,
NA,jaguar,pufferfish,0,
NA,jaguar,slug,0,
NA,jaguar,pheasant,0,
NA,jaguar,quail,0,
NA,jaguar,polarbear,0,
NA,jaguar,swan,0,
NA,jaguar,terrier,0,
NA,jaguar,shark,0,
NA,jaguar,russianblue,0,
NA,jaguar,llama,0,
NA,jaguar,wolf,0,
NA,jaguar,leopard,0,
NA,jaguar,snake,1,
NA,jaguar,rooster,0,
NA,jaguar,peacock,0,
NA,jaguar,monkey,1,
NA,jaguar,mouse,0,
NA,jaguar,lovebird,0,
NA,jaguar,persian,0,
NA,jaguar,whale,0,
NA,jaguar,rhinoceros,0,
NA,jaguar,warthog,0,
NA,jaguar,robin,0,
NA,jaguar,snail,0,
NA,jaguar,tortoise,0,
NA,jaguar,turkey,0,
NA,jaguar,zebra,0,
NA,duck,hare,0,
NA,duck,lion,0,
NA,duck,parrot,0,
NA,duck,poodle,0,
NA,duck,hippopotamus,0,
NA,duck,sunconure,1,
NA,duck,pigeon,0,
NA,duck,pig,0,
NA,duck,sparrow,0,
NA,duck,pufferfish,0,
NA,duck,slug,0,
NA,duck,pheasant,0,
NA,duck,giraffe,0,
NA,duck,quail,0,
NA,duck,polarbear,0,
NA,duck,swan,0,
NA,duck,terrier,0,
NA,duck,frog,0,
NA,duck,shark,0,
NA,duck,horse,0,
NA,duck,russianblue,0,
NA,duck,llama,0,
NA,duck,goose,1,
NA,duck,wolf,0,
NA,duck,leopard,0,
NA,duck,snake,0,
NA,duck,grizzlybear,0,
NA,duck,rooster,0,
NA,duck,peacock,0,
NA,duck,monkey,0,
NA,duck,hyena,0,
NA,duck,fox,0,
NA,duck,fish,0,
NA,duck,mouse,0,
NA,duck,lovebird,0,
NA,duck,persian,0,
NA,duck,whale,0,
NA,duck,rhinoceros,0,
NA,duck,elephant,0,
NA,duck,warthog,0,
NA,duck,humunukuapua,0,
NA,duck,guineapig,0,
NA,duck,robin,0,
NA,duck,germanshepherd,0,
NA,duck,grasshopper,0,
NA,duck,snail,0,
NA,duck,tortoise,0,
NA,duck,turkey,0,
NA,duck,jaguar,0,
NA,duck,zebra,0,
