subj,node1,node2,weight
S101,bluejacket,donkey,0.25
S101,bluejacket,sparrow,0.75
S101,bluejacket,dolphin,0.25
S101,bluejacket,deer,0.25
S101,bluejacket,spider,0.25
S101,bluejacket,pig,0.25
S101,bluejacket,lion,0.25
S101,bluejacket,mockingbird,0.75
S101,bluejacket,zebra,0.25
S101,bluejacket,ocelot,0.25
S101,bluejacket,mouse,0.25
S101,bluejacket,whale,0.25
S101,bluejacket,iguana,0.25
S101,bluejacket,elk,0.25
S101,bluejacket,horse,0.25
S101,bluejacket,monkey,0.25
S101,bluejacket,prayingmantis,0.25
S101,bluejacket,gecko,0.25
S101,bluejacket,gazelle,0.25
S101,bluejacket,frog,0.25
S101,bluejacket,shark,0.25
S101,bluejacket,cougar,0.25
S101,bluejacket,elephant,0.25
S101,bluejacket,tarantula,0.25
S101,bluejacket,penguin,0.25
S101,bluejacket,polarbear,0.25
S101,bluejacket,eagle,0.25
S101,bluejacket,moose,0.25
S101,bluejacket,hamster,0.25
S101,bluejacket,grizzlybear,0.25
S101,bluejacket,python,0.25
S101,bluejacket,salmon,0.25
S101,bluejacket,salamander,0.25
S101,bluejacket,tiger,0.25
S101,bluejacket,ferret,0.25
S101,bluejacket,giraffe,0.25
S101,bluejacket,cheetah,0.25
S101,bluejacket,falcon,0.25
S101,bluejacket,tuna,0.25
S101,bluejacket,hawk,0.25
S101,bluejacket,dove,0.25
S101,bluejacket,trout,0.25
S101,bluejacket,gerbil,0.25
S101,bluejacket,fly,0.25
S101,bluejacket,flamingo,0.25
S101,bluejacket,cow,0.25
S101,bluejacket,bluejay,0.25
S101,bluejacket,dog,0.25
S101,bluejacket,lemur,0.25
S101,bluejacket,grouper,0.25
S101,bluejacket,rat,0.25
S101,bluejacket,cat,0.25
S101,bluejacket,hyena,0.25
S101,bluejacket,gorilla,0.25
S101,bluejacket,wolf,0.25
S101,bluejacket,cod,0.25
S101,bluejacket,swallow,0.25
S101,bluejacket,brownbear,0.25
S101,bluejacket,buffalo,0.25
S101,bluejacket,robin,0.25
S101,bluejacket,goldeneagle,0.25
S101,bluejacket,weasel,0.25
S101,peacock,shark,0.125
S101,peacock,pheasant,0.25
S101,peacock,sparrow,0.25
S101,peacock,pig,0.5
S101,peacock,rat,0.25
S101,peacock,persian,0.25
S101,peacock,zebra,0.5
S101,peacock,seal,0.25
S101,peacock,quail,0.25
S101,peacock,warthog,0.25
S101,peacock,turkey,0.25
S101,peacock,swan,0.125
S101,peacock,pigeon,0.25
S101,peacock,poodle,0.25
S101,peacock,rhinoceros,0.25
S101,peacock,tadpole,0.25
S101,peacock,sunconure,0.25
S101,peacock,polarbear,0.25
S101,peacock,pufferfish,0.25
S101,peacock,sheep,0.25
S101,peacock,squirrel,0.25
S101,peacock,snail,0.25
S101,peacock,toad,0.25
S101,peacock,salmon,0.25
S101,peacock,tiger,0.25
S101,peacock,snake,0.125
S101,peacock,rabbit,0.25
S101,peacock,stingray,0.25
S101,peacock,whale,0.125
S101,peacock,rooster,0.25
S101,peacock,terrier,0.25
S101,peacock,slug,0.25
S101,peacock,penguin,0.25
S101,peacock,tortoise,0.25
S101,peacock,wolf,0.25
S101,peacock,seagull,0.25
S101,peacock,russianblue,0.25
S101,peacock,robin,0.25
S101,antelope,peacock,0.25
S101,antelope,cobra,0.25
S101,antelope,pheasant,0.25
S101,antelope,sparrow,0.125
S101,antelope,pigeon,0.25
S101,antelope,spidermonkey,0.25
S101,antelope,crocodile,0.25
S101,antelope,ermine,0.25
S101,antelope,skate,0.25
S101,antelope,human,0.25
S101,antelope,chicken,0.0625
S101,antelope,badger,0.25
S101,antelope,panther,0.125
S101,antelope,swan,0.0625
S101,antelope,piranha,0.25
S101,antelope,beagle,0.25
S101,antelope,cougar,0.25
S101,antelope,sloth,0.25
S101,antelope,penguin,0.125
S101,antelope,snappingturtle,0.25
S101,antelope,raven,0.25
S101,antelope,grizzlybear,0.75
S101,antelope,bear,0.03125
S101,antelope,ferret,0.03125
S101,antelope,giraffe,0.015625
S101,antelope,snake,0.0625
S101,antelope,llama,0.125
S101,antelope,blackheadedgull,0.25
S101,antelope,tick,0.25
S101,antelope,bat,0.125
S101,antelope,flamingo,0.125
S101,antelope,jaguar,0.125
S101,antelope,cranefly,0.25
S101,antelope,parrot,0.125
S101,antelope,bunny,0.25
S101,antelope,marmoset,0.25
S101,antelope,dinosaur,0.25
S101,antelope,bison,0.25
S101,antelope,walrus,0.25
S101,antelope,orca,0.25
S101,antelope,turtle,0.0625
S101,antelope,crow,0.25
S101,antelope,fish,0.3125
S101,antelope,grasshopper,0.25
S101,antelope,goose,0.125
S101,antelope,lion,0.015625
S101,antelope,persian,0.25
S101,antelope,zebra,0.03125
S101,antelope,beetle,0.25
S101,antelope,seacow,0.25
S101,antelope,bee,0.125
S101,antelope,panda,0.03125
S101,antelope,hippopotamus,0.0625
S101,antelope,puma,0.125
S101,antelope,capybara,0.125
S101,antelope,fox,0.0625
S101,antelope,rattlesnake,0.25
S101,antelope,greatwhiteshark,0.25
S101,antelope,boxturtle,0.25
S101,antelope,lovebird,0.25
S101,antelope,sealion,0.125
S101,antelope,stingray,0.25
S101,antelope,bird,0.125
S101,antelope,eagle,0.0625
S101,antelope,hare,0.25
S101,antelope,camel,0.125
S101,antelope,leopard,0.015625
S101,antelope,kangaroo,0.03125
S101,antelope,mule,0.25
S101,antelope,goldfish,0.25
S101,antelope,slug,0.25
S101,antelope,raptor,0.25
S101,antelope,gerbil,0.0625
S101,antelope,koalabear,0.25
S101,antelope,tortoise,0.125
S101,antelope,sugarglider,0.25
S101,antelope,russianblue,0.25
S101,antelope,lemur,0.0625
S101,antelope,mantis,0.25
S101,antelope,ostrich,0.25
S101,antelope,wolf,0.109375
S101,antelope,hamster,0.0625
S101,antelope,orangutan,0.0625
S101,antelope,raccoon,0.25
S101,antelope,wallaby,0.25
S101,antelope,octopus,0.125
S101,antelope,porpoise,0.25
S101,antelope,redpanda,0.25
S101,antelope,owl,0.25
S101,antelope,gazelle,0.75
S101,antelope,shark,0.75
S101,antelope,hammerheadshark,0.25
S101,antelope,belugawhale,0.25
S101,antelope,weasel,0.125
S101,antelope,ocelot,0.25
S101,antelope,duck,0.0625
S101,antelope,boar,0.125
S101,antelope,bobcat,0.25
S101,antelope,whale,0.0625
S101,antelope,sheep,0.0625
S101,antelope,stork,0.25
S101,antelope,horse,0.015625
S101,antelope,humpbackwhale,0.25
S101,antelope,monkey,0.0625
S101,antelope,poodle,0.25
S101,antelope,frog,0.125
S101,antelope,turkey,0.25
S101,antelope,oryx,0.75
S101,antelope,yak,0.25
S101,antelope,sunconure,0.25
S101,antelope,woolymammoth,0.25
S101,antelope,flyingsquirrel,0.25
S101,antelope,polarbear,0.0625
S101,antelope,pufferfish,0.25
S101,antelope,squid,0.25
S101,antelope,squirrel,0.25
S101,antelope,dolphin,0.125
S101,antelope,bulldog,0.25
S101,antelope,chimpanzee,0.0625
S101,antelope,tiger,0.03125
S101,antelope,armadillo,0.25
S101,antelope,rabbit,0.0625
S101,antelope,crane,0.25
S101,antelope,pig,0.3125
S101,antelope,waterbuffalo,0.25
S101,antelope,otter,0.125
S101,antelope,fly,0.25
S101,antelope,cow,0.0625
S101,antelope,bluejay,0.25
S101,antelope,rat,0.03125
S101,antelope,cat,0.015625
S101,antelope,catamount,0.25
S101,antelope,lynx,0.25
S101,antelope,seagull,0.25
S101,antelope,pelican,0.125
S101,antelope,robin,0.0625
S101,antelope,donkey,0.03125
S101,antelope,mink,0.125
S101,antelope,pony,0.25
S101,antelope,wolfhound,0.25
S101,antelope,chipmunk,0.25
S101,antelope,seal,0.03125
S101,antelope,deer,0.03125
S101,antelope,rooster,0.25
S101,antelope,yellowjacket,0.25
S101,antelope,bluewhale,0.25
S101,antelope,quail,0.25
S101,antelope,beaver,0.75
S101,antelope,warthog,0.25
S101,antelope,mouse,0.015625
S101,antelope,slowloris,0.25
S101,antelope,humunukuapua,0.25
S101,antelope,rhinoceros,0.984375
S101,antelope,guineapig,0.0625
S101,antelope,catfish,0.25
S101,antelope,elephant,0.109375
S101,antelope,cheetah,0.109375
S101,antelope,goat,0.0625
S101,antelope,brownbear,0.25
S101,antelope,germanshepherd,0.25
S101,antelope,moose,0.125
S101,antelope,snail,0.125
S101,antelope,toad,0.25
S101,antelope,dingo,0.125
S101,antelope,salmon,0.25
S101,antelope,seaturtle,0.25
S101,antelope,possum,0.25
S101,antelope,koala,0.0625
S101,antelope,manatee,0.25
S101,antelope,tuna,0.25
S101,antelope,hawk,0.0625
S101,antelope,terrier,0.25
S101,antelope,bluebird,0.25
S101,antelope,jellyfish,0.25
S101,antelope,cod,0.25
S101,antelope,buffalo,0.25
S101,antelope,platypus,0.25
S101,antelope,dog,0.015625
S101,antelope,hyena,0.96875
S101,antelope,gorilla,0.0625
S101,antelope,blackbear,0.25
S101,antelope,caribou,0.25
S101,antelope,narwhal,0.25
S101,pheasant,shark,0.25
S101,pheasant,sparrow,0.25
S101,pheasant,pig,0.25
S101,pheasant,zebra,0.25
S101,pheasant,quail,0.75
S101,pheasant,warthog,0.25
S101,pheasant,turkey,0.25
S101,pheasant,swan,0.25
S101,pheasant,pigeon,0.25
S101,pheasant,poodle,0.25
S101,pheasant,rhinoceros,0.75
S101,pheasant,sunconure,0.25
S101,pheasant,polarbear,0.25
S101,pheasant,pufferfish,0.25
S101,pheasant,snail,0.25
S101,pheasant,snake,0.25
S101,pheasant,whale,0.25
S101,pheasant,rooster,0.25
S101,pheasant,terrier,0.25
S101,pheasant,slug,0.25
S101,pheasant,tortoise,0.25
S101,pheasant,wolf,0.25
S101,pheasant,russianblue,0.25
S101,pheasant,robin,0.25
S101,sparrow,turtle,0.0625
S101,sparrow,wolfhound,0.25
S101,sparrow,wasp,0.25
S101,sparrow,squid,0.25
S101,sparrow,spider,0.0625
S101,sparrow,zebra,0.125
S101,sparrow,warthog,0.25
S101,sparrow,whale,0.03125
S101,sparrow,turkey,0.75
S101,sparrow,waterbuffalo,0.25
S101,sparrow,swan,0.25
S101,sparrow,stork,0.25
S101,sparrow,stingray,0.25
S101,sparrow,trout,0.25
S101,sparrow,swordfish,0.25
S101,sparrow,tapir,0.25
S101,sparrow,squirrel,0.25
S101,sparrow,toad,0.25
S101,sparrow,stallion,0.25
S101,sparrow,vulture,0.25
S101,sparrow,tiger,0.03125
S101,sparrow,sunconure,0.25
S101,sparrow,tuna,0.0625
S101,sparrow,terrier,0.25
S101,sparrow,tortoise,0.25
S101,sparrow,sugarglider,0.25
S101,sparrow,thornydevil,0.25
S101,sparrow,worm,0.25
S101,sparrow,wolf,0.0625
S101,sparrow,tarantula,0.25
S101,sparrow,swallow,0.75
S101,sparrow,weasel,0.25
S101,fox,peacock,0.75
S101,fox,pheasant,0.25
S101,fox,sparrow,0.3125
S101,fox,wildebeest,0.25
S101,fox,spidermonkey,0.25
S101,fox,skate,0.25
S101,fox,mongoose,0.5
S101,fox,prairiedog,0.25
S101,fox,iguana,0.25
S101,fox,panther,0.125
S101,fox,scorpion,0.0625
S101,fox,otter,0.125
S101,fox,snappingturtle,0.25
S101,fox,porcupine,0.25
S101,fox,grizzlybear,0.0625
S101,fox,python,0.25
S101,fox,vulture,0.25
S101,fox,manatee,0.875
S101,fox,giraffe,0.00390625
S101,fox,snake,0.015625
S101,fox,llama,0.0625
S101,fox,mountainlion,0.25
S101,fox,jaguar,0.03125
S101,fox,parrot,0.03125
S101,fox,gilamonster,0.25
S101,fox,walrus,0.25
S101,fox,orca,0.125
S101,fox,turtle,0.0078125
S101,fox,hare,0.25
S101,fox,grasshopper,0.125
S101,fox,spider,0.0625
S101,fox,goose,0.125
S101,fox,lion,0.0009765625
S101,fox,persian,0.25
S101,fox,lobster,0.125
S101,fox,zebra,0.015625
S101,fox,seal,0.015625
S101,fox,leopard,0.00390625
S101,fox,panda,0.03125
S101,fox,hippopotamus,0.015625
S101,fox,puma,0.25
S101,fox,pigeon,0.25
S101,fox,rattlesnake,0.25
S101,fox,greatwhiteshark,0.125
S101,fox,wolverine,0.25
S101,fox,lovebird,0.25
S101,fox,sealion,0.25
S101,fox,stingray,0.25
S101,fox,trout,0.75
S101,fox,turkey,0.125
S101,fox,salmon,0.125
S101,fox,kangaroo,0.0625
S101,fox,stallion,0.75
S101,fox,muskox,0.25
S101,fox,goldfish,0.25
S101,fox,slug,0.25
S101,fox,newt,0.25
S101,fox,monkey,0.0078125
S101,fox,shrew,0.25
S101,fox,koalabear,0.0625
S101,fox,tortoise,0.125
S101,fox,pelican,0.0625
S101,fox,thornydevil,0.25
S101,fox,lemur,0.0625
S101,fox,ostrich,0.03125
S101,fox,wolf,0.36328125
S101,fox,hamster,0.03125
S101,fox,orangutan,0.125
S101,fox,raccoon,0.0625
S101,fox,groundhog,0.25
S101,fox,porpoise,0.125
S101,fox,owl,0.015625
S101,fox,swan,0.125
S101,fox,gazelle,0.25
S101,fox,wasp,0.25
S101,fox,gopher,0.25
S101,fox,hammerheadshark,0.25
S101,fox,ocelot,0.25
S101,fox,whale,0.0078125
S101,fox,sheep,0.03125
S101,fox,stork,0.25
S101,fox,horse,0.00390625
S101,fox,humpbackwhale,0.25
S101,fox,gerbil,0.25
S101,fox,pandabear,0.25
S101,fox,poodle,0.25
S101,fox,frog,0.3125
S101,fox,oryx,0.25
S101,fox,opossum,0.25
S101,fox,yak,0.25
S101,fox,sunconure,0.25
S101,fox,jellyfish,0.125
S101,fox,woodpecker,0.125
S101,fox,polarbear,0.109375
S101,fox,pufferfish,0.25
S101,fox,squid,0.125
S101,fox,squirrel,0.125
S101,fox,starfish,0.125
S101,fox,tiger,0.001953125
S101,fox,rabbit,0.03125
S101,fox,pig,0.015625
S101,fox,waterbuffalo,0.75
S101,fox,penguin,0.0625
S101,fox,lizard,0.0625
S101,fox,lynx,0.25
S101,fox,impala,0.25
S101,fox,robin,0.0625
S101,fox,hornet,0.25
S101,fox,shark,0.015625
S101,fox,mink,0.25
S101,fox,wolfhound,0.75
S101,fox,moth,0.25
S101,fox,marmot,0.25
S101,fox,ram,0.125
S101,fox,rooster,0.125
S101,fox,rat,0.0078125
S101,fox,marten,0.25
S101,fox,quail,0.25
S101,fox,shrimp,0.25
S101,fox,mouse,0.001953125
S101,fox,mole,0.125
S101,fox,warthog,0.25
S101,fox,humunukuapua,0.25
S101,fox,killerwhale,0.25
S101,fox,muskdeer,0.25
S101,fox,rhinoceros,0.03125
S101,fox,russianblue,0.25
S101,fox,guineapig,0.0625
S101,fox,goat,0.0625
S101,fox,germanshepherd,0.25
S101,fox,moose,0.25
S101,fox,tapir,0.25
S101,fox,snail,0.25
S101,fox,toad,0.25
S101,fox,swordfish,0.25
S101,fox,sloth,0.125
S101,fox,seaturtle,0.25
S101,fox,possum,0.25
S101,fox,koala,0.125
S101,fox,salamander,0.25
S101,fox,tuna,0.0625
S101,fox,hawk,0.0625
S101,fox,terrier,0.25
S101,fox,hummingbird,0.25
S101,fox,octopus,0.015625
S101,fox,platypus,0.25
S101,fox,hyena,0.0078125
S101,fox,gorilla,0.015625
S101,fox,mammoth,0.25
S101,fox,okapi,0.25
S101,fox,skunk,0.125
S101,fox,narwhal,0.25
S101,fox,hedgehog,0.125
S101,bull,peacock,0.25
S101,bull,camel,0.75
S101,bull,pigeon,0.25
S101,bull,crocodile,0.125
S101,bull,prairiedog,0.25
S101,bull,chicken,0.3125
S101,bull,iguana,0.25
S101,bull,panther,0.0625
S101,bull,scorpion,0.25
S101,bull,penguin,0.0625
S101,bull,porcupine,0.25
S101,bull,chameleon,0.25
S101,bull,gopher,0.25
S101,bull,ferret,0.25
S101,bull,giraffe,0.0625
S101,bull,snake,0.0625
S101,bull,falcon,0.25
S101,bull,parrot,0.125
S101,bull,eel,0.25
S101,bull,orca,0.25
S101,bull,hare,0.25
S101,bull,grasshopper,0.25
S101,bull,spider,0.25
S101,bull,goose,0.125
S101,bull,lion,0.0625
S101,bull,lobster,0.25
S101,bull,zebra,0.125
S101,bull,seal,0.125
S101,bull,panda,0.0625
S101,bull,hippopotamus,0.25
S101,bull,fox,0.25
S101,bull,tadpole,0.25
S101,bull,stingray,0.25
S101,bull,eagle,0.25
S101,bull,salmon,0.25
S101,bull,kangaroo,0.5
S101,bull,cockroach,0.25
S101,bull,monkey,0.0625
S101,bull,koalabear,0.25
S101,bull,cow,0.9375
S101,bull,ostrich,0.125
S101,bull,wolf,0.125
S101,bull,hamster,0.125
S101,bull,ox,0.75
S101,bull,raccoon,0.125
S101,bull,octopus,0.75
S101,bull,sloth,0.25
S101,bull,swan,0.25
S101,bull,gazelle,0.25
S101,bull,wasp,0.25
S101,bull,shark,0.0625
S101,bull,weasel,0.25
S101,bull,duck,0.125
S101,bull,sheep,0.875
S101,bull,horse,0.25
S101,bull,gerbil,0.25
S101,bull,frog,0.25
S101,bull,chinchilla,0.25
S101,bull,crab,0.25
S101,bull,fish,0.25
S101,bull,polarbear,0.25
S101,bull,cricket,0.25
S101,bull,dolphin,0.25
S101,bull,squirrel,0.125
S101,bull,starfish,0.25
S101,bull,chimpanzee,0.25
S101,bull,tiger,0.0625
S101,bull,rabbit,0.125
S101,bull,coyote,0.25
S101,bull,otter,0.25
S101,bull,cat,0.0625
S101,bull,seagull,0.25
S101,bull,hornet,0.25
S101,bull,donkey,0.25
S101,bull,squid,0.25
S101,bull,deer,0.25
S101,bull,pig,0.0625
S101,bull,rat,0.0625
S101,bull,woodpecker,0.25
S101,bull,mouse,0.0625
S101,bull,mole,0.25
S101,bull,lamb,0.25
S101,bull,koala,0.125
S101,bull,parakeet,0.25
S101,bull,ibex,0.75
S101,bull,elephant,0.25
S101,bull,cheetah,0.25
S101,bull,goat,0.125
S101,bull,moose,0.25
S101,bull,toad,0.25
S101,bull,leopard,0.25
S101,bull,clownfish,0.25
S101,bull,whale,0.0625
S101,bull,hawk,0.25
S101,bull,hummingbird,0.25
S101,bull,dog,0.0625
S101,bull,hyena,0.25
S101,bull,gorilla,0.125
S101,cobra,turtle,0.25
S101,cobra,pelican,0.25
S101,cobra,donkey,0.25
S101,cobra,owl,0.25
S101,cobra,fish,0.25
S101,cobra,duck,0.25
S101,cobra,deer,0.75
S101,cobra,dog,0.25
S101,cobra,spidermonkey,0.25
S101,cobra,crocodile,0.75
S101,cobra,lion,0.25
S101,cobra,zebra,0.75
S101,cobra,seal,0.25
S101,cobra,mouse,0.25
S101,cobra,panda,0.25
S101,cobra,horse,0.25
S101,cobra,gerbil,0.25
S101,cobra,swan,0.25
S101,cobra,fox,0.25
S101,cobra,rhinoceros,0.25
S101,cobra,guineapig,0.25
S101,cobra,yak,0.25
S101,cobra,elephant,0.25
S101,cobra,penguin,0.25
S101,cobra,polarbear,0.75
S101,cobra,eagle,0.25
S101,cobra,kangaroo,0.25
S101,cobra,leopard,0.75
S101,cobra,tiger,0.25
S101,cobra,ferret,0.75
S101,cobra,giraffe,0.25
S101,cobra,snake,0.75
S101,cobra,rabbit,0.25
S101,cobra,hawk,0.25
S101,cobra,monkey,0.25
S101,cobra,koalabear,0.25
S101,cobra,flamingo,0.75
S101,cobra,tortoise,0.25
S101,cobra,dingo,0.25
S101,cobra,lemur,0.25
S101,cobra,rat,0.25
S101,cobra,ostrich,0.25
S101,cobra,hyena,0.25
S101,cobra,gorilla,0.25
S101,cobra,wolf,0.25
S101,cobra,hamster,0.25
S101,cobra,orangutan,0.25
S101,cobra,robin,0.25
S101,canary,turtle,0.25
S101,canary,pelican,0.25
S101,canary,shark,0.25
S101,canary,mink,0.25
S101,canary,sparrow,0.25
S101,canary,chipmunk,0.75
S101,canary,fish,0.25
S101,canary,ram,0.25
S101,canary,deer,0.25
S101,canary,spider,0.25
S101,canary,pig,0.25
S101,canary,leopard,0.25
S101,canary,lion,0.25
S101,canary,marten,0.25
S101,canary,seal,0.25
S101,canary,chicken,0.25
S101,canary,cat,0.25
S101,canary,mouse,0.25
S101,canary,mole,0.25
S101,canary,hippopotamus,0.25
S101,canary,sheep,0.25
S101,canary,elk,0.25
S101,canary,horse,0.25
S101,canary,dungbeetle,0.25
S101,canary,civet,0.25
S101,canary,monkey,0.25
S101,canary,fox,0.25
S101,canary,porpoise,0.25
S101,canary,frog,0.25
S101,canary,rhinoceros,0.25
S101,canary,guineapig,0.25
S101,canary,capybara,0.25
S101,canary,elephant,0.25
S101,canary,cheetah,0.25
S101,canary,muskdeer,0.25
S101,canary,goat,0.25
S101,canary,rat,0.25
S101,canary,chinchilla,0.25
S101,canary,tuna,0.25
S101,canary,eagle,0.25
S101,canary,tapir,0.25
S101,canary,hyena,0.25
S101,canary,chameleon,0.25
S101,canary,octopus,0.25
S101,canary,swordfish,0.25
S101,canary,carp,0.25
S101,canary,okapi,0.25
S101,canary,owl,0.25
S101,canary,salamander,0.25
S101,canary,tiger,0.25
S101,canary,ferret,0.25
S101,canary,vulture,0.25
S101,canary,clownfish,0.25
S101,canary,llama,0.25
S101,canary,muskox,0.25
S101,canary,goldfish,0.25
S101,canary,whale,0.25
S101,canary,hawk,0.25
S101,canary,newt,0.25
S101,canary,shrew,0.25
S101,canary,donkey,0.25
S101,canary,stallion,0.25
S101,canary,jaguar,0.25
S101,canary,dingo,0.25
S101,canary,cow,0.25
S101,canary,thornydevil,0.25
S101,canary,dog,0.25
S101,canary,ermine,0.25
S101,canary,ostrich,0.25
S101,canary,emu,0.25
S101,canary,gorilla,0.25
S101,canary,lizard,0.25
S101,canary,giraffe,0.25
S101,canary,hamster,0.25
S101,canary,lynx,0.25
S101,canary,iguana,0.25
S101,canary,gilamonster,0.25
S101,canary,polarbear,0.25
S101,canary,impala,0.25
S101,canary,parrot,0.25
S101,spidermonkey,turtle,0.25
S101,spidermonkey,tortoise,0.25
S101,spidermonkey,swan,0.25
S101,spidermonkey,tiger,0.25
S101,spidermonkey,wolf,0.25
S101,spidermonkey,zebra,0.25
S101,spidermonkey,yak,0.25
S101,crocodile,peacock,0.25
S101,crocodile,owl,0.03125
S101,crocodile,wildebeest,0.25
S101,crocodile,spidermonkey,0.25
S101,crocodile,mongoose,0.125
S101,crocodile,prairiedog,0.25
S101,crocodile,iguana,0.75
S101,crocodile,elk,0.25
S101,crocodile,panther,0.0625
S101,crocodile,swan,0.125
S101,crocodile,otter,0.0625
S101,crocodile,porcupine,0.25
S101,crocodile,grizzlybear,0.3125
S101,crocodile,python,0.25
S101,crocodile,manatee,0.25
S101,crocodile,ferret,0.03125
S101,crocodile,giraffe,0.015625
S101,crocodile,snake,0.015625
S101,crocodile,falcon,0.25
S101,crocodile,donkey,0.03125
S101,crocodile,flamingo,0.25
S101,crocodile,dingo,0.25
S101,crocodile,parrot,0.0625
S101,crocodile,emu,0.25
S101,crocodile,eel,0.25
S101,crocodile,walrus,0.25
S101,crocodile,orca,0.125
S101,crocodile,turtle,0.1875
S101,crocodile,crow,0.25
S101,crocodile,fish,0.015625
S101,crocodile,grasshopper,0.125
S101,crocodile,spider,0.0625
S101,crocodile,goose,0.125
S101,crocodile,lion,0.001953125
S101,crocodile,lobster,0.125
S101,crocodile,zebra,0.03125
S101,crocodile,seal,0.03125
S101,crocodile,panda,0.03125
S101,crocodile,hippopotamus,0.125
S101,crocodile,fox,0.015625
S101,crocodile,greatwhiteshark,0.25
S101,crocodile,wolverine,0.25
S101,crocodile,tadpole,0.75
S101,crocodile,stingray,0.25
S101,crocodile,trout,0.25
S101,crocodile,eagle,0.125
S101,crocodile,salmon,0.125
S101,crocodile,kangaroo,0.03125
S101,crocodile,monkey,0.015625
S101,crocodile,koalabear,0.0625
S101,crocodile,tortoise,0.25
S101,crocodile,sugarglider,0.25
S101,crocodile,lemur,0.125
S101,crocodile,shrimp,0.25
S101,crocodile,echidna,0.25
S101,crocodile,wolf,0.109375
S101,crocodile,hamster,0.03125
S101,crocodile,orangutan,0.25
S101,crocodile,raccoon,0.0625
S101,crocodile,octopus,0.0625
S101,crocodile,sloth,0.125
S101,crocodile,scorpion,0.0625
S101,crocodile,gazelle,0.125
S101,crocodile,wasp,0.125
S101,crocodile,gopher,0.125
S101,crocodile,ocelot,0.25
S101,crocodile,duck,0.03125
S101,crocodile,tuna,0.25
S101,crocodile,sheep,0.0625
S101,crocodile,horse,0.0078125
S101,crocodile,gerbil,0.125
S101,crocodile,pandabear,0.25
S101,crocodile,frog,0.125
S101,crocodile,opossum,0.25
S101,crocodile,yak,0.25
S101,crocodile,hummingbird,0.25
S101,crocodile,polarbear,0.03125
S101,crocodile,ram,0.25
S101,crocodile,squirrel,0.03125
S101,crocodile,starfish,0.125
S101,crocodile,tiger,0.001953125
S101,crocodile,rabbit,0.0078125
S101,crocodile,pig,0.015625
S101,crocodile,dolphin,0.03125
S101,crocodile,penguin,0.015625
S101,crocodile,fly,0.25
S101,crocodile,worm,0.25
S101,crocodile,lizard,0.125
S101,crocodile,sparrow,0.25
S101,crocodile,seagull,0.25
S101,crocodile,pelican,0.25
S101,crocodile,robin,0.125
S101,crocodile,hornet,0.25
S101,crocodile,shark,0.109375
S101,crocodile,moth,0.125
S101,crocodile,marmot,0.25
S101,crocodile,squid,0.25
S101,crocodile,deer,0.0625
S101,crocodile,rooster,0.25
S101,crocodile,rat,0.015625
S101,crocodile,ostrich,0.03125
S101,crocodile,mouse,0.0625
S101,crocodile,mole,0.25
S101,crocodile,woodpecker,0.125
S101,crocodile,killerwhale,0.25
S101,crocodile,rhinoceros,0.0625
S101,crocodile,guineapig,0.25
S101,crocodile,ibex,0.25
S101,crocodile,elephant,0.015625
S101,crocodile,goat,0.125
S101,crocodile,moose,0.25
S101,crocodile,toad,0.25
S101,crocodile,leopard,0.0625
S101,crocodile,possum,0.25
S101,crocodile,koala,0.125
S101,crocodile,whale,0.03125
S101,crocodile,hawk,0.125
S101,crocodile,jellyfish,0.25
S101,crocodile,groundhog,0.25
S101,crocodile,platypus,0.75
S101,crocodile,dog,0.001953125
S101,crocodile,hyena,0.0625
S101,crocodile,gorilla,0.03125
S101,crocodile,mammoth,0.25
S101,crocodile,skunk,0.25
S101,crocodile,hedgehog,0.125
S101,ermine,turtle,0.25
S101,ermine,pelican,0.25
S101,ermine,shark,0.25
S101,ermine,mink,0.875
S101,ermine,pony,0.25
S101,ermine,rabbit,0.25
S101,ermine,sparrow,0.25
S101,ermine,fox,0.25
S101,ermine,fish,0.25
S101,ermine,ram,0.25
S101,ermine,spider,0.25
S101,ermine,tuna,0.25
S101,ermine,pig,0.125
S101,ermine,leopard,0.125
S101,ermine,lion,0.125
S101,ermine,marten,0.25
S101,ermine,weasel,0.75
S101,ermine,seal,0.125
S101,ermine,mouse,0.125
S101,ermine,mole,0.25
S101,ermine,hippopotamus,0.25
S101,ermine,sheep,0.125
S101,ermine,horse,0.125
S101,ermine,puma,0.25
S101,ermine,monkey,0.25
S101,ermine,panther,0.25
S101,ermine,gazelle,0.25
S101,ermine,muskdeer,0.25
S101,ermine,frog,0.25
S101,ermine,panda,0.25
S101,ermine,rhinoceros,0.125
S101,ermine,guineapig,0.125
S101,ermine,iguana,0.25
S101,ermine,goat,0.125
S101,ermine,polarbear,0.25
S101,ermine,swordfish,0.25
S101,ermine,moose,0.25
S101,ermine,tapir,0.25
S101,ermine,octopus,0.25
S101,ermine,vulture,0.25
S101,ermine,kangaroo,0.25
S101,ermine,lynx,0.125
S101,ermine,owl,0.25
S101,ermine,salamander,0.25
S101,ermine,tiger,0.125
S101,ermine,possum,0.25
S101,ermine,ferret,0.125
S101,ermine,giraffe,0.125
S101,ermine,llama,0.25
S101,ermine,muskox,0.25
S101,ermine,goldfish,0.25
S101,ermine,whale,0.25
S101,ermine,hawk,0.25
S101,ermine,thornydevil,0.25
S101,ermine,newt,0.25
S101,ermine,gerbil,0.25
S101,ermine,shrew,0.25
S101,ermine,otter,0.75
