subj,node1,node2,weight
S101,ferret,giraffe,0.00390625
S101,ferret,snake,0.1875
S101,ferret,llama,0.125
S101,ferret,stingray,0.125
S101,ferret,tick,0.25
S101,ferret,flamingo,0.0625
S101,ferret,jaguar,0.125
S101,ferret,parrot,0.03125
S101,ferret,marmoset,0.25
S101,ferret,gilamonster,0.25
S101,ferret,walrus,0.25
S101,ferret,goldeneagle,0.25
S101,ferret,orca,0.125
S101,ferret,turtle,0.015625
S101,ferret,flyingsquirrel,0.25
S101,ferret,spider,0.0625
S101,ferret,goose,0.125
S101,ferret,lion,0.0009765625
S101,ferret,lobster,0.25
S101,ferret,zebra,0.015625
S101,ferret,seal,0.0078125
S101,ferret,seacow,0.25
S101,ferret,panda,0.0078125
S101,ferret,hippopotamus,0.0625
S101,ferret,puma,0.125
S101,ferret,fox,0.015625
S101,ferret,rattlesnake,0.25
S101,ferret,greatwhiteshark,0.125
S101,ferret,wolverine,0.25
S101,ferret,tadpole,0.25
S101,ferret,sealion,0.125
S101,ferret,tarantula,0.25
S101,ferret,trout,0.125
S101,ferret,leopard,0.015625
S101,ferret,kangaroo,0.0078125
S101,ferret,stallion,0.25
S101,ferret,mule,0.25
S101,ferret,muskox,0.25
S101,ferret,goldfish,0.125
S101,ferret,raptor,0.25
S101,ferret,gerbil,0.109375
S101,ferret,shrew,0.25
S101,ferret,koalabear,0.5
S101,ferret,tortoise,0.25
S101,ferret,sugarglider,0.25
S101,ferret,pelican,0.0625
S101,ferret,thornydevil,0.25
S101,ferret,lemur,0.015625
S101,ferret,mantis,0.25
S101,ferret,ostrich,0.0625
S101,ferret,wolf,0.0078125
S101,ferret,hamster,0.0625
S101,ferret,orangutan,0.0625
S101,ferret,raccoon,0.3125
S101,ferret,wallaby,0.25
S101,ferret,swallow,0.25
S101,ferret,groundhog,0.25
S101,ferret,porpoise,0.125
S101,ferret,redpanda,0.25
S101,ferret,owl,0.0625
S101,ferret,scorpion,0.125
S101,ferret,gazelle,0.0625
S101,ferret,hammerheadshark,0.25
S101,ferret,weasel,0.9375
S101,ferret,ocelot,0.0625
S101,ferret,whale,0.0078125
S101,ferret,sheep,0.0078125
S101,ferret,stork,0.25
S101,ferret,horse,0.001953125
S101,ferret,humpbackwhale,0.25
S101,ferret,monkey,0.015625
S101,ferret,pandabear,0.25
S101,ferret,frog,0.1875
S101,ferret,oryx,0.25
S101,ferret,opossum,0.25
S101,ferret,newt,0.25
S101,ferret,yak,0.25
S101,ferret,woolymammoth,0.25
S101,ferret,fish,0.03125
S101,ferret,polarbear,0.0078125
S101,ferret,squid,0.25
S101,ferret,squirrel,0.0625
S101,ferret,starfish,0.25
S101,ferret,tiger,0.0009765625
S101,ferret,rabbit,0.0625
S101,ferret,waterbuffalo,0.25
S101,ferret,otter,0.03125
S101,ferret,fly,0.125
S101,ferret,rat,0.01953125
S101,ferret,lizard,0.125
S101,ferret,lynx,0.125
S101,ferret,sparrow,0.0625
S101,ferret,seagull,0.125
S101,ferret,impala,0.25
S101,ferret,robin,0.0625
S101,ferret,shark,0.03125
S101,ferret,mink,0.3125
S101,ferret,pony,0.25
S101,ferret,wolfhound,0.25
S101,ferret,moth,0.25
S101,ferret,marmot,0.25
S101,ferret,ram,0.25
S101,ferret,pig,0.0078125
S101,ferret,yellowjacket,0.25
S101,ferret,marten,0.25
S101,ferret,mockingbird,0.25
S101,ferret,woodpecker,0.25
S101,ferret,mouse,0.0107421875
S101,ferret,mole,0.25
S101,ferret,slowloris,0.25
S101,ferret,grouper,0.25
S101,ferret,gecko,0.25
S101,ferret,killerwhale,0.25
S101,ferret,muskdeer,0.25
S101,ferret,rhinoceros,0.015625
S101,ferret,guineapig,0.0625
S101,ferret,ibex,0.25
S101,ferret,goat,0.0078125
S101,ferret,moose,0.03125
S101,ferret,tapir,0.25
S101,ferret,snail,0.25
S101,ferret,toad,0.125
S101,ferret,swordfish,0.25
S101,ferret,salmon,0.0625
S101,ferret,seaturtle,0.25
S101,ferret,possum,0.25
S101,ferret,koala,0.015625
S101,ferret,salamander,0.125
S101,ferret,tuna,0.0625
S101,ferret,hawk,0.0078125
S101,ferret,jellyfish,0.125
S101,ferret,octopus,0.03125
S101,ferret,platypus,0.125
S101,ferret,hyena,0.015625
S101,ferret,gorilla,0.015625
S101,ferret,okapi,0.25
S101,ferret,skunk,0.75
S101,ferret,narwhal,0.25
S101,ferret,hedgehog,0.125
S101,giraffe,peacock,0.125
S101,giraffe,pheasant,0.25
S101,giraffe,sparrow,0.03125
S101,giraffe,spidermonkey,0.25
S101,giraffe,thornydevil,0.25
S101,giraffe,skate,0.25
S101,giraffe,human,0.25
S101,giraffe,prairiedog,0.25
S101,giraffe,owl,0.109375
S101,giraffe,iguana,0.0625
S101,giraffe,panther,0.015625
S101,giraffe,swan,0.015625
S101,giraffe,piranha,0.25
S101,giraffe,prayingmantis,0.25
S101,giraffe,sloth,0.0625
S101,giraffe,penguin,0.001953125
S101,giraffe,snappingturtle,0.25
S101,giraffe,raven,0.125
S101,giraffe,porcupine,0.25
S101,giraffe,grizzlybear,0.125
S101,giraffe,python,0.25
S101,giraffe,vulture,0.25
S101,giraffe,manatee,0.125
S101,giraffe,snake,0.00048828125
S101,giraffe,llama,0.1875
S101,giraffe,stingray,0.125
S101,giraffe,tick,0.25
S101,giraffe,mountainlion,0.25
S101,giraffe,jaguar,0.015625
S101,giraffe,parrot,0.00390625
S101,giraffe,marmoset,0.25
S101,giraffe,jellyfish,0.25
S101,giraffe,walrus,0.0625
S101,giraffe,goldeneagle,0.25
S101,giraffe,orca,0.0625
S101,giraffe,turtle,0.00390625
S101,giraffe,hare,0.125
S101,giraffe,grasshopper,0.125
S101,giraffe,spider,0.03125
S101,giraffe,goose,0.0078125
S101,giraffe,lion,7.62939453125e-06
S101,giraffe,persian,0.25
S101,giraffe,lobster,0.25
S101,giraffe,zebra,0.99951171875
S101,giraffe,seal,0.001953125
S101,giraffe,panda,0.001953125
S101,giraffe,hippopotamus,0.001953125
S101,giraffe,puma,0.125
S101,giraffe,pigeon,0.125
S101,giraffe,rattlesnake,0.25
S101,giraffe,greatwhiteshark,0.25
S101,giraffe,lovebird,0.25
S101,giraffe,tadpole,0.25
S101,giraffe,sealion,0.125
S101,giraffe,tarantula,0.25
S101,giraffe,koala,0.015625
S101,giraffe,trout,0.25
S101,giraffe,turkey,0.0625
S101,giraffe,salmon,0.03125
S101,giraffe,kangaroo,0.001953125
S101,giraffe,stallion,0.25
S101,giraffe,mule,0.75
S101,giraffe,muskox,0.25
S101,giraffe,goldfish,0.125
S101,giraffe,slug,0.25
S101,giraffe,raptor,0.25
S101,giraffe,shrew,0.25
S101,giraffe,koalabear,0.125
S101,giraffe,tortoise,0.5
S101,giraffe,sugarglider,0.25
S101,giraffe,pelican,0.0625
S101,giraffe,russianblue,0.25
S101,giraffe,lemur,0.015625
S101,giraffe,mantis,0.25
S101,giraffe,ostrich,0.03515625
S101,giraffe,wolf,0.001708984375
S101,giraffe,hamster,0.001953125
S101,giraffe,orangutan,0.0625
S101,giraffe,ox,0.25
S101,giraffe,raccoon,0.03125
S101,giraffe,wallaby,0.25
S101,giraffe,swallow,0.25
S101,giraffe,octopus,0.0078125
S101,giraffe,porpoise,0.125
S101,giraffe,meerkat,0.25
S101,giraffe,redpanda,0.25
S101,giraffe,seacow,0.25
S101,giraffe,scorpion,0.25
S101,giraffe,wasp,0.25
S101,giraffe,gopher,0.25
S101,giraffe,hammerheadshark,0.25
S101,giraffe,weasel,0.03125
S101,giraffe,ocelot,0.125
S101,giraffe,whale,0.000244140625
S101,giraffe,sheep,0.001953125
S101,giraffe,stork,0.25
S101,giraffe,horse,3.0517578125e-05
S101,giraffe,humpbackwhale,0.25
S101,giraffe,monkey,0.003173828125
S101,giraffe,poodle,0.25
S101,giraffe,oryx,0.75
S101,giraffe,opossum,0.25
S101,giraffe,newt,0.25
S101,giraffe,yak,0.25
S101,giraffe,sunconure,0.25
S101,giraffe,woolymammoth,0.25
S101,giraffe,polarbear,0.00390625
S101,giraffe,pufferfish,0.75
S101,giraffe,squid,0.125
S101,giraffe,squirrel,0.015625
S101,giraffe,starfish,0.25
S101,giraffe,tiger,3.0517578125e-05
S101,giraffe,rabbit,0.001953125
S101,giraffe,pig,0.0001220703125
S101,giraffe,waterbuffalo,0.25
S101,giraffe,otter,0.03125
S101,giraffe,yellowjacket,0.25
S101,giraffe,lizard,0.0625
S101,giraffe,lynx,0.125
S101,giraffe,seagull,0.125
S101,giraffe,impala,0.25
S101,giraffe,robin,0.03125
S101,giraffe,hornet,0.25
S101,giraffe,shrimp,0.25
S101,giraffe,shark,0.0009765625
S101,giraffe,mink,0.0625
S101,giraffe,pony,0.25
S101,giraffe,wolfhound,0.25
S101,giraffe,ram,0.125
S101,giraffe,rooster,0.125
S101,giraffe,rat,0.0001220703125
S101,giraffe,marten,0.25
S101,giraffe,mockingbird,0.25
S101,giraffe,quail,0.25
S101,giraffe,woodpecker,0.75
S101,giraffe,mouse,3.0517578125e-05
S101,giraffe,mole,0.125
S101,giraffe,lamb,0.25
S101,giraffe,warthog,0.25
S101,giraffe,humunukuapua,0.25
S101,giraffe,grouper,0.25
S101,giraffe,muskdeer,0.25
S101,giraffe,rhinoceros,0.001953125
S101,giraffe,guineapig,0.03125
S101,giraffe,parakeet,0.75
S101,giraffe,ibex,0.25
S101,giraffe,goat,0.0625
S101,giraffe,moose,0.03125
S101,giraffe,tapir,0.25
S101,giraffe,snail,0.125
S101,giraffe,toad,0.125
S101,giraffe,swordfish,0.25
S101,giraffe,leopard,0.005859375
S101,giraffe,seaturtle,0.25
S101,giraffe,possum,0.0625
S101,giraffe,slowloris,0.75
S101,giraffe,salamander,0.125
S101,giraffe,tuna,0.03125
S101,giraffe,hawk,0.00390625
S101,giraffe,terrier,0.25
S101,giraffe,hummingbird,0.25
S101,giraffe,platypus,0.25
S101,giraffe,hyena,0.0009765625
S101,giraffe,gorilla,0.0009765625
S101,giraffe,mammoth,0.25
S101,giraffe,okapi,0.25
S101,giraffe,skunk,0.03125
S101,giraffe,narwhal,0.25
S101,snake,turtle,0.109375
S101,snake,sparrow,0.25
S101,snake,wasp,0.25
S101,snake,squid,0.25
S101,snake,spider,0.0625
S101,snake,spidermonkey,0.75
S101,snake,yellowjacket,0.25
S101,snake,zebra,0.00390625
S101,snake,warthog,0.25
S101,snake,whale,0.0009765625
S101,snake,turkey,0.125
S101,snake,woodpecker,0.25
S101,snake,swan,0.015625
S101,snake,tadpole,0.25
S101,snake,yak,0.75
S101,snake,stingray,0.25
S101,snake,woolymammoth,0.25
S101,snake,squirrel,0.015625
S101,snake,starfish,0.25
S101,snake,toad,0.25
S101,snake,tiger,0.0009765625
S101,snake,sunconure,0.25
S101,snake,tuna,0.25
S101,snake,tick,0.25
S101,snake,terrier,0.25
S101,snake,tortoise,0.125
S101,snake,sugarglider,0.25
S101,snake,wolf,0.08984375
S101,snake,walrus,0.125
S101,snake,weasel,0.125
S101,llama,peacock,0.25
S101,llama,pheasant,0.25
S101,llama,sloth,0.25
S101,llama,swan,0.125
S101,llama,piranha,0.25
S101,llama,penguin,0.25
S101,llama,raven,0.25
S101,llama,swordfish,0.25
S101,llama,salamander,0.25
S101,llama,snake,0.125
S101,llama,tick,0.25
S101,llama,mountainlion,0.25
S101,llama,parrot,0.0625
S101,llama,marmoset,0.25
S101,llama,russianblue,0.25
S101,llama,turtle,0.3125
S101,llama,spider,0.25
S101,llama,persian,0.25
S101,llama,zebra,0.0625
S101,llama,seal,0.125
S101,llama,seacow,0.25
S101,llama,panda,0.25
S101,llama,pigeon,0.25
S101,llama,lovebird,0.25
S101,llama,sealion,0.25
S101,llama,turkey,0.125
S101,llama,stallion,0.25
S101,llama,mule,0.25
S101,llama,muskox,0.25
S101,llama,slug,0.25
S101,llama,raptor,0.25
S101,llama,shrew,0.25
S101,llama,tortoise,0.25
S101,llama,sugarglider,0.25
S101,llama,thornydevil,0.25
S101,llama,mantis,0.25
S101,llama,ostrich,0.125
S101,llama,wolf,0.0625
S101,llama,orangutan,0.25
S101,llama,octopus,0.125
S101,llama,porpoise,0.25
S101,llama,redpanda,0.75
S101,llama,owl,0.125
S101,llama,weasel,0.25
S101,llama,ocelot,0.25
S101,llama,whale,0.0625
S101,llama,sheep,0.125
S101,llama,monkey,0.03125
S101,llama,poodle,0.25
S101,llama,newt,0.25
S101,llama,sunconure,0.25
S101,llama,woolymammoth,0.75
S101,llama,polarbear,0.0625
S101,llama,pufferfish,0.25
S101,llama,marten,0.25
S101,llama,squirrel,0.25
S101,llama,tiger,0.0625
S101,llama,rabbit,0.25
S101,llama,pig,0.9375
S101,llama,otter,0.25
S101,llama,rat,0.125
S101,llama,lynx,0.25
S101,llama,sparrow,0.125
S101,llama,seagull,0.25
S101,llama,pelican,0.25
S101,llama,robin,0.25
S101,llama,shark,0.125
S101,llama,mink,0.125
S101,llama,ram,0.25
S101,llama,rooster,0.25
S101,llama,yellowjacket,0.25
S101,llama,quail,0.25
S101,llama,warthog,0.25
S101,llama,mouse,0.0625
S101,llama,mole,0.25
S101,llama,slowloris,0.25
S101,llama,muskdeer,0.25
S101,llama,rhinoceros,0.0625
S101,llama,moose,0.25
S101,llama,tapir,0.25
S101,llama,snail,0.125
S101,llama,vulture,0.25
S101,llama,tuna,0.25
S101,llama,terrier,0.25
S101,llama,okapi,0.25
S101,llama,skunk,0.25
S101,blackheadedgull,sloth,0.25
S101,blackheadedgull,human,0.25
S101,blackheadedgull,chicken,0.25
S101,blackheadedgull,swan,0.25
S101,blackheadedgull,piranha,0.25
S101,blackheadedgull,penguin,0.25
S101,blackheadedgull,capybara,0.25
S101,blackheadedgull,ferret,0.25
S101,blackheadedgull,giraffe,0.25
S101,blackheadedgull,snake,0.25
S101,blackheadedgull,llama,0.25
S101,blackheadedgull,tick,0.25
S101,blackheadedgull,cranefly,0.25
S101,blackheadedgull,parrot,0.25
S101,blackheadedgull,marmoset,0.25
S101,blackheadedgull,dinosaur,0.25
S101,blackheadedgull,turtle,0.25
S101,blackheadedgull,crow,0.25
S101,blackheadedgull,flyingsquirrel,0.25
S101,blackheadedgull,goose,0.25
S101,blackheadedgull,lion,0.25
S101,blackheadedgull,zebra,0.25
S101,blackheadedgull,seal,0.25
S101,blackheadedgull,panda,0.25
S101,blackheadedgull,hippopotamus,0.25
S101,blackheadedgull,sealion,0.25
S101,blackheadedgull,eagle,0.25
S101,blackheadedgull,kangaroo,0.25
S101,blackheadedgull,mule,0.25
S101,blackheadedgull,goldfish,0.25
S101,blackheadedgull,raptor,0.25
S101,blackheadedgull,gerbil,0.25
S101,blackheadedgull,sugarglider,0.75
S101,blackheadedgull,lemur,0.25
S101,blackheadedgull,mantis,0.25
S101,blackheadedgull,wolf,0.25
S101,blackheadedgull,hamster,0.25
S101,blackheadedgull,orangutan,0.25
S101,blackheadedgull,octopus,0.25
S101,blackheadedgull,redpanda,0.25
S101,blackheadedgull,seacow,0.25
S101,blackheadedgull,weasel,0.25
S101,blackheadedgull,ocelot,0.25
S101,blackheadedgull,duck,0.25
S101,blackheadedgull,boar,0.25
S101,blackheadedgull,sheep,0.25
S101,blackheadedgull,horse,0.25
S101,blackheadedgull,monkey,0.25
S101,blackheadedgull,woolymammoth,0.25
S101,blackheadedgull,polarbear,0.25
S101,blackheadedgull,squirrel,0.25
S101,blackheadedgull,chimpanzee,0.25
S101,blackheadedgull,tiger,0.25
S101,blackheadedgull,rabbit,0.25
S101,blackheadedgull,crane,0.25
S101,blackheadedgull,otter,0.25
S101,blackheadedgull,fly,0.25
S101,blackheadedgull,cow,0.25
S101,blackheadedgull,bluejay,0.25
S101,blackheadedgull,yellowjacket,0.25
S101,blackheadedgull,cat,0.25
S101,blackheadedgull,seagull,0.75
S101,blackheadedgull,raven,0.25
S101,blackheadedgull,donkey,0.25
S101,blackheadedgull,mink,0.25
S101,blackheadedgull,chipmunk,0.25
S101,blackheadedgull,dolphin,0.25
S101,blackheadedgull,deer,0.25
S101,blackheadedgull,pig,0.25
S101,blackheadedgull,rat,0.25
S101,blackheadedgull,mouse,0.25
S101,blackheadedgull,slowloris,0.25
S101,blackheadedgull,rhinoceros,0.25
S101,blackheadedgull,catfish,0.25
S101,blackheadedgull,elephant,0.25
S101,blackheadedgull,cheetah,0.25
S101,blackheadedgull,goat,0.25
S101,blackheadedgull,moose,0.25
S101,blackheadedgull,snail,0.25
S101,blackheadedgull,leopard,0.25
S101,blackheadedgull,koala,0.25
S101,blackheadedgull,whale,0.25
S101,blackheadedgull,hawk,0.25
S101,blackheadedgull,dog,0.25
S101,blackheadedgull,hyena,0.25
S101,blackheadedgull,gorilla,0.25
S101,falcon,turtle,0.25
S101,falcon,owl,0.75
S101,falcon,shark,0.125
S101,falcon,llama,0.25
S101,falcon,sparrow,0.25
S101,falcon,fish,0.25
S101,falcon,spider,0.25
S101,falcon,pig,0.125
S101,falcon,goose,0.25
S101,falcon,fly,0.25
S101,falcon,rat,0.125
S101,falcon,mockingbird,0.25
S101,falcon,zebra,0.3125
S101,falcon,ocelot,0.25
S101,falcon,seal,0.25
S101,falcon,robin,0.25
S101,falcon,mouse,0.125
S101,falcon,panda,0.25
S101,falcon,iguana,0.125
S101,falcon,turkey,0.25
S101,falcon,hyena,0.125
S101,falcon,horse,0.0625
S101,falcon,koala,0.25
S101,falcon,weasel,0.25
S101,falcon,monkey,0.0625
S101,falcon,grouper,0.25
S101,falcon,gecko,0.25
S101,falcon,swan,0.25
S101,falcon,fox,0.25
S101,falcon,frog,0.125
S101,falcon,prayingmantis,0.25
S101,falcon,tadpole,0.25
S101,falcon,mountainlion,0.25
S101,falcon,ibex,0.25
S101,falcon,tarantula,0.25
S101,falcon,penguin,0.125
S101,falcon,goat,0.25
S101,falcon,polarbear,0.25
S101,falcon,sheep,0.25
S101,falcon,moose,0.25
S101,falcon,grizzlybear,0.25
S101,falcon,squirrel,0.25
S101,falcon,toad,0.25
S101,falcon,leopard,0.25
S101,falcon,kangaroo,0.25
S101,falcon,salmon,0.875
S101,falcon,salamander,0.25
S101,falcon,skunk,0.25
S101,falcon,tiger,0.0625
S101,falcon,ferret,0.125
S101,falcon,giraffe,0.0625
S101,falcon,gerbil,0.125
S101,falcon,rabbit,0.25
S101,falcon,stingray,0.25
S101,falcon,tuna,0.25
S101,falcon,hawk,0.875
S101,falcon,swallow,0.25
S101,falcon,otter,0.25
S101,falcon,whale,0.125
S101,falcon,flamingo,0.25
S101,falcon,jaguar,0.25
S101,falcon,parrot,0.75
S101,falcon,peacock,0.25
S101,falcon,snake,0.25
S101,falcon,panther,0.25
S101,falcon,lion,0.0625
S101,falcon,ostrich,0.125
S101,falcon,gazelle,0.125
S101,falcon,gorilla,0.25
S101,falcon,wolf,0.125
S101,falcon,hamster,0.125
S101,falcon,python,0.25
S101,falcon,seagull,0.25
S101,falcon,trout,0.25
S101,falcon,lemur,0.25
S101,falcon,goldeneagle,0.25
S101,falcon,orca,0.25
S101,tick,turtle,0.25
S101,tick,tiger,0.25
S101,tick,yellowjacket,0.25
S101,tick,wolf,0.25
S101,tick,zebra,0.25
S101,tick,whale,0.25
S101,tick,woolymammoth,0.25
S101,tick,weasel,0.25
S101,bat,sparrow,0.25
S101,bat,fox,0.3125
S101,bat,crocodile,0.125
S101,bat,skate,0.25
S101,bat,human,0.25
S101,bat,mongoose,0.75
S101,bat,chicken,0.0625
S101,bat,panther,0.125
S101,bat,scorpion,0.25
S101,bat,piranha,0.25
S101,bat,beagle,0.25
S101,bat,cougar,0.25
S101,bat,penguin,0.0625
S101,bat,snappingturtle,0.25
S101,bat,raven,0.25
S101,bat,porcupine,0.25
S101,bat,grizzlybear,0.25
S101,bat,chameleon,0.25
S101,bat,bear,0.0078125
S101,bat,ferret,0.0625
S101,bat,giraffe,0.0078125
S101,bat,snake,0.0078125
S101,bat,llama,0.25
S101,bat,blackheadedgull,0.25
S101,bat,tick,0.25
S101,bat,flamingo,0.125
S101,bat,jaguar,0.25
S101,bat,cranefly,0.25
S101,bat,parrot,0.0625
S101,bat,emu,0.25
S101,bat,dinosaur,0.25
S101,bat,bison,0.25
S101,bat,walrus,0.125
S101,bat,orca,0.5
S101,bat,turtle,0.015625
S101,bat,crow,0.25
S101,bat,flyingsquirrel,0.25
S101,bat,spider,0.25
S101,bat,goose,0.0625
S101,bat,lion,0.03515625
S101,bat,zebra,0.0625
S101,bat,beetle,0.25
S101,bat,seacow,0.25
S101,bat,bee,0.875
S101,bat,leopard,0.03125
S101,bat,panda,0.109375
S101,bat,hippopotamus,0.03125
S101,bat,marmoset,0.25
S101,bat,puma,0.25
S101,bat,capybara,0.125
S101,bat,pigeon,0.75
S101,bat,rattlesnake,0.25
S101,bat,greatwhiteshark,0.25
S101,bat,boxturtle,0.25
S101,bat,sealion,0.125
S101,bat,stingray,0.25
S101,bat,koala,0.03125
S101,bat,eagle,0.0625
S101,bat,fish,0.03125
S101,bat,camel,0.125
S101,bat,salmon,0.125
S101,bat,kangaroo,0.015625
S101,bat,mule,0.25
S101,bat,goldfish,0.25
S101,bat,seagull,0.25
S101,bat,raptor,0.25
S101,bat,gerbil,0.0625
S101,bat,sugarglider,0.25
S101,bat,lemur,0.0625
S101,bat,mantis,0.25
S101,bat,ostrich,0.0625
S101,bat,wolf,0.0078125
S101,bat,hamster,0.125
S101,bat,orangutan,0.125
S101,bat,ox,0.25
S101,bat,raccoon,0.0625
S101,bat,octopus,0.03125
S101,bat,porpoise,0.25
S101,bat,redpanda,0.25
S101,bat,owl,0.25
S101,bat,swan,0.25
S101,bat,gazelle,0.25
S101,bat,donkey,0.03125
S101,bat,hammerheadshark,0.25
S101,bat,belugawhale,0.25
S101,bat,weasel,0.125
S101,bat,ocelot,0.125
S101,bat,duck,0.03125
S101,bat,boar,0.125
S101,bat,bobcat,0.25
S101,bat,whale,0.0625
S101,bat,sheep,0.015625
S101,bat,stork,0.25
S101,bat,horse,0.109375
S101,bat,humpbackwhale,0.25
S101,bat,monkey,0.0625
S101,bat,frog,0.25
S101,bat,oryx,0.25
S101,bat,chinchilla,0.25
S101,bat,woolymammoth,0.25
S101,bat,hare,0.25
S101,bat,polarbear,0.03125
S101,bat,squid,0.25
S101,bat,squirrel,0.125
S101,bat,dolphin,0.0625
S101,bat,bulldog,0.25
S101,bat,chimpanzee,0.0625
S101,bat,tiger,0.0625
S101,bat,rabbit,0.015625
S101,bat,bull,0.25
S101,bat,coyote,0.125
S101,bat,crane,0.25
S101,bat,pig,0.015625
S101,bat,waterbuffalo,0.25
S101,bat,otter,0.125
S101,bat,fly,0.25
S101,bat,cow,0.0078125
S101,bat,bluejay,0.25
S101,bat,ram,0.25
S101,bat,rat,0.0078125
S101,bat,cat,0.00390625
S101,bat,catamount,0.25
S101,bat,lizard,0.125
S101,bat,bluewhale,0.25
S101,bat,pelican,0.25
S101,bat,robin,0.25
S101,bat,shark,0.03125
S101,bat,mink,0.25
S101,bat,wolfhound,0.25
S101,bat,moth,0.25
S101,bat,chipmunk,0.125
S101,bat,seal,0.0625
S101,bat,deer,0.0625
S101,bat,rooster,0.25
S101,bat,yellowjacket,0.25
S101,bat,beaver,0.25
S101,bat,shrimp,0.25
S101,bat,mouse,0.03515625
S101,bat,lamb,0.25
S101,bat,slowloris,0.25
S101,bat,rhinoceros,0.125
S101,bat,catfish,0.25
S101,bat,elephant,0.0078125
S101,bat,cheetah,0.015625
S101,bat,goat,0.0625
S101,bat,cod,0.75
S101,bat,moose,0.125
S101,bat,snail,0.25
S101,bat,toad,0.25
S101,bat,sloth,0.125
S101,bat,seaturtle,0.25
S101,bat,possum,0.125
S101,bat,echidna,0.25
S101,bat,manatee,0.125
S101,bat,tuna,0.125
S101,bat,hawk,0.0625
S101,bat,jellyfish,0.25
S101,bat,dog,0.03515625
S101,bat,hyena,0.125
S101,bat,gorilla,0.03125
S101,bat,mammoth,0.25
S101,bat,parakeet,0.25
S101,bat,skunk,0.5
S101,bat,buffalo,0.0625
S101,bat,narwhal,0.25
S101,bat,hedgehog,0.25
S101,mountainlion,turtle,0.25
S101,mountainlion,owl,0.25
S101,mountainlion,turkey,0.25
S101,mountainlion,ostrich,0.25
S101,mountainlion,tiger,0.25
S101,mountainlion,wolf,0.25
S101,mountainlion,zebra,0.25
S101,mountainlion,skunk,0.25
S101,jaguar,peacock,0.25
S101,jaguar,pheasant,0.25
S101,jaguar,sparrow,0.0625
S101,jaguar,skate,0.25
S101,jaguar,panther,0.25
S101,jaguar,swan,0.125
S101,jaguar,snappingturtle,0.25
S101,jaguar,raven,0.25
S101,jaguar,swordfish,0.25
S101,jaguar,manatee,0.25
S101,jaguar,snake,0.875
S101,jaguar,llama,0.0625
S101,jaguar,mountainlion,0.75
S101,jaguar,parrot,0.3125
S101,jaguar,russianblue,0.25
S101,jaguar,orca,0.25
S101,jaguar,turtle,0.0625
S101,jaguar,spider,0.125
S101,jaguar,lion,0.015625
S101,jaguar,persian,0.25
S101,jaguar,zebra,0.125
S101,jaguar,seal,0.125
S101,jaguar,panda,0.25
S101,jaguar,puma,0.25
S101,jaguar,pigeon,0.25
S101,jaguar,rattlesnake,0.25
S101,jaguar,lovebird,0.25
S101,jaguar,sealion,0.25
S101,jaguar,stingray,0.25
S101,jaguar,sheep,0.125
S101,jaguar,leopard,0.96875
S101,jaguar,kangaroo,0.25
S101,jaguar,stallion,0.25
S101,jaguar,muskox,0.25
S101,jaguar,slug,0.25
S101,jaguar,newt,0.25
S101,jaguar,shrew,0.25
S101,jaguar,tortoise,0.25
S101,jaguar,thornydevil,0.25
S101,jaguar,lemur,0.25
S101,jaguar,ostrich,0.125
S101,jaguar,wolf,0.0625
S101,jaguar,orangutan,0.25
S101,jaguar,octopus,0.125
S101,jaguar,porpoise,0.125
S101,jaguar,meerkat,0.25
S101,jaguar,owl,0.125
S101,jaguar,tuna,0.125
S101,jaguar,turkey,0.0625
S101,jaguar,oryx,0.25
S101,jaguar,monkey,0.03125
S101,jaguar,poodle,0.25
S101,jaguar,stork,0.25
S101,jaguar,opossum,0.25
S101,jaguar,sunconure,0.75
S101,jaguar,squid,0.25
S101,jaguar,polarbear,0.125
S101,jaguar,pufferfish,0.25
S101,jaguar,marten,0.25
S101,jaguar,squirrel,0.25
S101,jaguar,tiger,0.1875
S101,jaguar,rooster,0.25
S101,jaguar,waterbuffalo,0.25
S101,jaguar,penguin,0.25
S101,jaguar,lizard,0.125
S101,jaguar,lynx,0.25
S101,jaguar,pelican,0.125
S101,jaguar,robin,0.125
S101,jaguar,shark,0.3125
S101,jaguar,mink,0.75
S101,jaguar,wolfhound,0.25
S101,jaguar,ram,0.25
S101,jaguar,pig,0.0625
S101,jaguar,rat,0.0625
S101,jaguar,quail,0.25
S101,jaguar,warthog,0.25
S101,jaguar,mouse,0.03125
S101,jaguar,mole,0.25
S101,jaguar,koala,0.25
S101,jaguar,muskdeer,0.25
S101,jaguar,rhinoceros,0.03125
S101,jaguar,tapir,0.25
S101,jaguar,snail,0.25
S101,jaguar,toad,0.25
S101,jaguar,vulture,0.25
S101,jaguar,salmon,0.25
S101,jaguar,seaturtle,0.25
S101,jaguar,salamander,0.25
S101,jaguar,whale,0.03125
S101,jaguar,terrier,0.25
S101,jaguar,jellyfish,0.25
S101,jaguar,okapi,0.25
S101,jaguar,skunk,0.125
S101,jaguar,narwhal,0.25
S101,cranefly,turtle,0.25
S101,cranefly,sloth,0.25
S101,cranefly,donkey,0.25
S101,cranefly,mink,0.25
S101,cranefly,ocelot,0.25
S101,cranefly,crow,0.75
S101,cranefly,flyingsquirrel,0.25
S101,cranefly,duck,0.25
S101,cranefly,deer,0.25
S101,cranefly,pig,0.25
S101,cranefly,goose,0.25
S101,cranefly,lion,0.25
