subj,node1,node2,uinvite,rw
S111,parakeet,cat,1,1
S111,rat,mouse,1,0
S111,parakeet,cow,1,1
S111,goose,bear,1,1
S111,bull,cow,1,1
S111,camel,ox,1,1
S111,camel,moose,1,1
S111,shark,whale,1,1
S111,shark,camel,1,1
S111,pigeon,bat,1,1
S111,cheetah,tiger,1,1
S111,elephant,penguin,1,1
S111,duck,mouse,1,1
S111,rat,raccoon,1,1
S111,pigeon,parrot,1,1
S111,elephant,giraffe,0,1
S111,whale,penguin,1,1
S111,lamb,cow,1,1
S111,pigeon,penguin,1,1
S111,rat,cow,1,1
S111,lion,dog,1,1
S111,pigeon,giraffe,0,1
S111,hare,porcupine,1,1
S111,camel,giraffe,0,1
S111,polarbear,weasel,1,1
S111,giraffe,wolf,1,1
S111,camel,bull,0,1
S112,lion,elephant,1,1
S112,zebra,wolf,1,1
S112,sparrow,swallow,1,1
S112,bluejacket,sparrow,1,1
S112,ferret,polarbear,0,1
S112,ferret,weasel,1,1
S112,trout,cod,1,1
S112,polarbear,blackbear,1,1
S112,polarbear,grizzlybear,0,1
S112,robin,dolphin,0,1
S112,deer,grizzlybear,1,1
S112,prayingmantis,ant,1,1
S112,shark,whale,1,1
S112,iguana,gecko,1,1
S112,ferret,gerbil,1,1
S112,weasel,robin,0,1
S112,spider,gecko,1,1
S112,cougar,cheetah,1,1
S112,gazelle,buffalo,1,1
S112,weasel,bluejay,1,0
S112,polarbear,tiger,1,0
S112,grizzlybear,brownbear,0,1
S112,python,cat,1,1
S112,shark,tuna,1,1
S112,gazelle,armadillo,1,1
S112,deer,moose,1,1
S112,spider,beetle,1,1
S112,shark,dolphin,1,0
S112,swallow,mouse,1,0
S112,anteater,salamander,0,1
S112,lion,tiger,1,1
S112,cougar,elephant,0,1
S112,hamster,bluejay,1,1
S112,falcon,anteater,0,1
S112,frog,penguin,1,1
S112,swallow,elephant,0,1
S112,beetle,anteater,1,0
S112,cougar,wolf,1,1
S112,cow,horse,1,1
S112,horse,pig,1,1
S112,bear,polarbear,0,1
S112,brownbear,blackbear,1,1
S112,armadillo,hyena,1,1
S112,swallow,rat,1,1
S112,wolf,dog,1,1
S112,dove,gorilla,1,1
S112,monkey,gorilla,1,1
S112,cat,mouse,1,1
S112,polarbear,anteater,1,1
S112,salamander,cod,1,1
S112,zebra,gorilla,1,1
S112,lion,zebra,1,1
S112,iguana,eagle,1,1
S112,trout,dolphin,1,1
S112,trout,tuna,1,1
S112,tiger,hawk,1,1
S112,cougar,ocelot,1,1
S112,mockingbird,hawk,1,1
S112,elk,moose,1,1
S112,elk,deer,0,1
S112,trout,salmon,1,1
S112,dolphin,whale,1,1
S112,giraffe,cheetah,1,1
S112,falcon,eagle,1,1
S112,falcon,baldeagle,1,1
S112,monkey,blackwidow,1,1
S112,pig,hyena,0,1
S112,tarantula,blackwidow,1,1
S112,goldeneagle,whale,1,1
S112,iguana,rat,1,1
S112,ant,anteater,1,1
S112,beetle,weasel,1,1
S112,cow,dog,1,1
S112,tuna,salmon,1,1
S112,shark,grouper,1,1
S112,cat,dog,1,1
S112,rat,mouse,1,1
S112,goldeneagle,baldeagle,1,1
S112,beetle,fly,1,1
S112,gerbil,hamster,1,1
S112,horse,donkey,1,1
S112,tiger,cheetah,1,1
S112,grizzlybear,moose,1,1
S112,bear,tiger,1,1
S112,pig,salmon,1,1
S112,frog,gecko,1,1
S112,giraffe,lion,0,1
S112,grouper,salmon,1,1
S112,swallow,bluejay,1,1
S112,ocelot,prayingmantis,1,1
S112,wolf,hyena,1,1
S112,zebra,elephant,1,1
S112,bluejacket,mockingbird,1,1
S112,weasel,mouse,0,1
S112,spider,monkey,1,1
S112,cheetah,whale,1,1
S112,falcon,hawk,1,1
S112,elk,gazelle,1,1
S112,cow,pig,1,1
S112,tiger,blackbear,1,1
S112,swallow,dove,1,1
S112,tarantula,hawk,1,1
S112,gazelle,hyena,1,0
S112,ferret,hamster,0,1
S112,beetle,ant,1,1
S112,gerbil,rat,1,1
S112,weasel,polarbear,1,0
S112,mouse,dog,0,1
S112,giraffe,elephant,0,1
S112,bluejay,robin,1,1
S112,spider,fly,0,1
S112,lemur,dolphin,1,1
S112,horse,buffalo,1,1
S112,eagle,swallow,1,1
S112,grizzlybear,blackbear,1,0
S112,flamingo,lemur,1,1
S112,eagle,hawk,1,1
S112,trout,anteater,1,1
S112,zebra,penguin,1,1
S112,cougar,swallow,1,0
S112,dolphin,hyena,1,1
S112,giraffe,zebra,1,1
S113,rat,elephant,0,1
S113,koala,wallaby,1,1
S113,beaver,wolf,1,1
S113,dingo,platypus,1,1
S113,camel,donkey,1,1
S113,gerbil,guineapig,1,1
S113,possum,koala,1,1
S113,gerbil,kangaroo,0,1
S113,platypus,wallaby,0,1
S113,donkey,goat,0,1
S113,antelope,cheetah,1,1
S113,rabbit,hamster,1,1
S113,deer,moose,1,1
S113,ermine,mink,1,1
S113,panther,leopard,1,1
S113,panther,tiger,0,1
S113,gerbil,goat,1,1
S113,pony,rat,1,1
S113,cheetah,leopard,1,0
S113,horse,pig,0,1
S113,sheep,donkey,0,1
S113,ferret,mink,1,1
S113,bear,raccoon,0,1
S113,horse,dog,1,1
S113,mouse,guineapig,0,1
S113,bear,panda,0,1
S113,horse,cow,1,1
S113,sheep,pig,1,1
S113,kangaroo,platypus,1,1
S113,otter,possum,1,1
S113,panther,rhinoceros,1,1
S113,rat,wolf,1,1
S113,walrus,panda,1,1
S113,bear,lion,1,1
S113,sheep,cow,0,1
S113,badger,donkey,1,1
S113,ermine,otter,1,1
S113,rabbit,mouse,0,1
S113,sheep,goat,1,1
S113,lion,elephant,1,0
S113,otter,panda,1,1
S113,weasel,zebra,1,1
S113,walrus,seal,1,1
S113,otter,pig,1,1
S113,kangaroo,wallaby,1,1
S113,deer,raccoon,1,1
S113,pig,cow,1,1
S113,puma,caribou,1,1
S113,gazelle,panda,1,1
S113,pig,goat,0,1
S113,cow,dog,1,1
S113,cat,dog,1,1
S113,moose,caribou,1,1
S113,badger,pony,1,1
S113,tiger,koala,0,1
S113,panther,cheetah,1,1
S113,rat,mouse,1,1
S113,horse,donkey,1,0
S113,tiger,cheetah,1,1
S113,tiger,leopard,0,1
S113,giraffe,lion,0,1
S113,panther,lion,0,1
S113,weasel,mink,1,1
S113,lynx,mink,1,1
S113,dingo,wallaby,1,1
S113,weasel,otter,0,1
S113,gerbil,mouse,1,0
S113,tiger,lion,1,0
S113,lynx,cheetah,1,1
S113,lion,pig,1,1
S113,rhinoceros,elephant,1,1
S113,antelope,elephant,1,1
S113,possum,raccoon,1,1
S113,panda,koala,0,1
S113,ferret,cow,1,1
S113,leopard,possum,1,1
S113,panther,walrus,0,1
S113,sheep,horse,1,1
S113,rhinoceros,leopard,0,1
S113,lion,cheetah,1,1
S113,camel,dingo,1,1
S113,dingo,kangaroo,1,1
S113,sheep,platypus,1,1
S113,mouse,possum,1,1
S113,ermine,weasel,1,1
S113,antelope,gazelle,1,1
S113,gazelle,puma,1,1
S113,koala,platypus,0,1
S113,bear,tiger,1,1
S113,guineapig,hamster,1,1
S113,panda,hamster,1,1
S113,antelope,beaver,1,1
S113,giraffe,zebra,1,1
S113,bear,seal,1,1
S113,gerbil,hamster,1,1
S114,peacock,zebra,1,1
S114,swan,horse,1,1
S114,bunny,hare,1,1
S114,fish,bird,1,1
S114,chicken,fox,1,1
S114,chicken,pig,1,0
S114,sunconure,lovebird,1,1
S114,polarbear,grizzlybear,1,1
S114,pheasant,rhinoceros,1,1
S114,frog,fox,1,1
S114,jaguar,elephant,1,1
S114,zebra,hippopotamus,1,1
S114,swan,bee,1,1
S114,cat,lovebird,1,1
S114,antelope,grizzlybear,1,1
S114,cat,cheetah,1,1
S114,jaguar,monkey,0,1
S114,antelope,rhinoceros,0,1
S114,lion,bird,0,1
S114,turkey,tortoise,1,1
S114,ant,mouse,1,1
S114,shark,whale,1,0
S114,lion,dog,0,1
S114,shark,dolphin,1,1
S114,dolphin,whale,1,1
S114,horse,jaguar,1,1
S114,elephant,hyena,0,1
S114,pigeon,chicken,0,1
S114,llama,ant,1,1
S114,grasshopper,beetle,1,1
S114,beetle,bee,1,1
S114,snake,quail,1,1
S114,ant,hare,1,1
S114,parrot,hyena,1,1
S114,chicken,rooster,1,1
S114,sparrow,turkey,1,1
S114,grizzlybear,parrot,0,1
S114,snake,mouse,1,1
S114,hippopotamus,rhinoceros,1,0
S114,cat,bird,0,1
S114,rooster,whale,1,1
S114,antelope,mouse,0,1
S114,sparrow,fox,1,1
S114,pufferfish,humunukuapua,1,1
S114,hippopotamus,elephant,1,1
S114,lion,elephant,1,1
S114,pig,warthog,0,1
S114,shark,snail,1,1
S114,hippopotamus,monkey,1,1
S114,peacock,pig,1,1
S114,persian,humunukuapua,1,1
S114,poodle,russianblue,1,1
S114,bird,dog,1,0
S114,llama,dolphin,1,1
S114,swan,goose,1,1
S114,warthog,leopard,1,1
S114,poodle,terrier,1,1
S114,cat,germanshepherd,1,1
S114,tortoise,wolf,1,1
S114,germanshepherd,terrier,1,1
S114,antelope,shark,1,1
S114,cat,dog,1,1
S114,duck,goose,1,1
S114,guineapig,wolf,1,1
S114,antelope,fish,1,1
S114,lion,hyena,1,1
S114,pheasant,quail,1,1
S114,antelope,hyena,1,0
S114,cheetah,leopard,1,0
S114,dolphin,fox,1,1
S114,russianblue,persian,1,1
S114,frog,grasshopper,1,1
S114,hippopotamus,hyena,0,1
S114,antelope,elephant,1,1
S114,polarbear,warthog,1,1
S114,snake,monkey,0,1
S114,parrot,lovebird,1,1
S114,pufferfish,robin,1,1
S114,pigeon,guineapig,1,1
S114,zebra,warthog,1,1
S114,snake,leopard,1,1
S114,polarbear,snake,1,1
S114,lion,cheetah,1,1
S114,giraffe,robin,1,1
S114,giraffe,elephant,0,1
S114,duck,sunconure,1,1
S114,slug,snail,1,1
S114,snake,jaguar,1,1
S114,slug,dog,1,1
S114,shark,monkey,1,1
S114,bunny,goose,1,1
S114,giraffe,zebra,1,0
S115,dungbeetle,horse,1,1
S115,mole,chameleon,1,1
S115,civet,monkey,1,1
S115,mouse,tapir,1,1
S115,chicken,pig,1,1
S115,iguana,chameleon,1,1
S115,leopard,basilisk,1,1
S115,llama,alpaca,1,1
S115,jaguar,leopard,1,1
S115,newt,polarbear,1,1
S115,lizard,mouse,0,1
S115,chipmunk,cheetah,1,1
S115,carp,shark,1,1
S115,eagle,gorilla,1,1
S115,chicken,ape,1,1
S115,lion,tiger,1,1
S115,spider,rat,1,1
S115,deer,argali,1,1
S115,emu,ostrich,1,1
S115,chinchilla,ram,1,1
S115,dingo,leopard,1,1
S115,sheep,tapir,1,1
S115,shrew,mouse,1,1
S115,vulture,hawk,1,1
S115,sparrow,eagle,1,1
S115,lynx,ram,1,1
S115,muskox,okapi,1,1
S115,cow,horse,1,0
S115,seal,cat,1,1
S115,donkey,horse,1,0
S115,donkey,cat,0,1
S115,polarbear,capybara,1,1
S115,hamster,bear,1,1
S115,hippopotamus,hawk,1,1
S115,cow,buffalo,1,1
S115,octopus,swordfish,1,1
S115,badger,turtle,1,1
S115,dingo,hyena,1,1
S115,argali,leopard,1,1
S115,monkey,gorilla,1,0
S115,hippopotamus,rhinoceros,1,1
S115,sparrow,chameleon,1,1
S115,whale,shark,1,0
S115,cat,mouse,1,1
S115,jaguar,mink,1,1
S115,chinchilla,chameleon,1,1
S115,shrew,elephant,1,0
S115,hamster,guineapig,1,1
S115,goat,porpoise,1,1
S115,eagle,vulture,1,1
S115,chicken,gilamonster,1,1
S115,thornydevil,marten,1,1
S115,bear,dog,1,1
S115,dungbeetle,lizard,1,1
S115,goat,muskox,1,1
S115,goldfish,pelican,1,1
S115,fox,alligator,1,1
S115,impala,cheetah,1,1
S115,lion,elephant,1,1
S115,spider,elephant,1,1
S115,iguana,guineapig,1,1
S115,goldfish,shark,1,1
S115,civet,basilisk,1,1
S115,tiger,bear,1,1
S115,donkey,buffalo,1,1
S115,newt,muskdeer,1,1
S115,lynx,elephant,0,1
S115,owl,fish,1,1
S115,muskdeer,okapi,1,1
S115,chicken,cow,1,1
S115,parrot,thornydevil,1,1
S115,cat,dog,1,1
S115,pelican,tuna,1,1
S115,carp,rhinoceros,1,1
S115,whale,bunny,1,1
S115,gilamonster,impala,1,1
S115,hyena,buffalo,1,1
S115,dungbeetle,ape,1,0
S115,monkey,cat,1,1
S115,marten,mouse,1,1
S115,rat,mouse,1,1
S115,tiger,cheetah,1,0
S115,cheetah,leopard,1,0
S115,dog,giraffe,1,1
S115,fish,mole,1,1
S115,salamander,bunny,1,1
S115,eagle,hawk,1,0
S115,seal,ape,1,1
S115,frog,ferret,1,1
S115,llama,pig,1,1
S115,elk,parrot,1,1
S115,canary,chipmunk,1,1
S115,cow,pig,1,0
S115,sheep,buffalo,1,1
S115,shrew,gorilla,1,1
S115,ermine,deer,1,1
S115,shrew,chameleon,1,0
S115,ostrich,alpaca,1,1
S115,bumblebee,bunny,1,1
S115,elk,bunny,1,1
S115,turtle,porpoise,1,1
S115,canary,alligator,1,1
S115,capybara,salamander,1,1
S115,swordfish,tuna,1,1
S115,fox,stallion,1,1
S115,mink,clownfish,1,1
S115,badger,stallion,1,1
S115,octopus,clownfish,1,1
S115,porpoise,frog,1,1
S115,porpoise,horse,1,1
S115,bumblebee,elephant,1,1
S115,owl,eagle,1,1
S116,elephant,lemur,1,1
S116,python,platypus,1,1
S116,ferret,mouse,0,1
S116,pandabear,platypus,0,1
S116,groundhog,raccoon,1,1
S116,pandabear,grizzlybear,1,1
S116,wildebeest,deer,1,1
S116,pig,hedgehog,1,1
S116,elephant,horse,1,1
S116,baldeagle,buffalo,1,1
S116,parrot,buffalo,1,1
S116,python,koalabear,1,1
S116,dolphin,trout,1,1
S116,baldeagle,opossum,1,1
S116,raccoon,skunk,1,1
S116,crocodile,platypus,1,1
S116,crab,fox,0,1
S116,mongoose,grizzlybear,1,1
S116,groundhog,hedgehog,1,1
S116,woodpecker,baldeagle,1,1
S116,rabbit,pig,0,1
S116,lobster,scorpion,1,1
S116,polarbear,cougar,0,1
S116,scorpion,platypus,0,1
S116,dolphin,greatwhiteshark,1,1
S116,crocodile,anaconda,1,1
S116,otter,lemur,1,1
S116,tiger,cougar,1,1
S116,squirrel,lemur,1,1
S116,deer,scorpion,0,1
S116,mongoose,cougar,1,1
S116,caribou,moose,1,1
S116,octopus,jellyfish,1,1
S116,wildebeest,buffalo,1,1
S116,boar,ferret,1,1
S116,cat,horse,1,1
S116,tiger,lion,1,1
S116,polarbear,fox,1,1
S116,pandabear,koalabear,1,1
S116,bluewhale,dolphin,1,1
S116,greatwhiteshark,elephant,1,1
S116,python,pig,1,1
S116,lion,elephant,1,0
S116,ferret,rabbit,1,1
S116,wildebeest,elk,1,1
S116,bluewhale,elephant,1,1
S116,otter,baldeagle,1,1
S116,moose,skunk,1,1
S116,polarbear,koalabear,1,1
S116,marmot,killerwhale,1,1
S116,bluejay,woodpecker,1,1
S116,parrot,anaconda,1,1
S116,elk,caribou,1,1
S116,ferret,lemur,1,1
S116,cat,dog,1,1
S116,lion,opossum,0,1
S116,python,anaconda,1,1
S116,ferret,pig,0,1
S116,opossum,cougar,1,1
S116,badger,wolverine,1,1
S116,boar,pig,1,1
S116,porcupine,hedgehog,0,1
S116,ferret,anaconda,1,0
S116,dolphin,penguin,1,1
S116,lobster,trout,1,1
S116,deer,platypus,1,1
S116,wildebeest,elephant,1,1
S116,owl,trout,1,1
S116,dolphin,fox,1,1
S116,trout,hedgehog,1,1
S116,porcupine,buffalo,1,1
S116,killerwhale,greatwhiteshark,1,1
S116,lobster,jellyfish,1,1
S116,goat,penguin,1,1
S116,opossum,raccoon,1,1
S116,fox,trout,1,0
S116,bluejay,marmot,1,1
S116,python,skunk,1,1
S116,sheep,deer,0,1
S116,owl,fox,0,1
S116,owl,ferret,1,1
S116,lemur,skunk,1,1
S116,wolverine,baldeagle,1,1
S116,parrot,deer,1,1
S116,squirrel,groundhog,1,1
S116,platypus,alligator,1,1
S116,crab,lobster,1,1
S116,polarbear,tiger,1,1
S116,sheep,platypus,1,0
S116,crocodile,alligator,1,1
S116,porcupine,pig,1,1
S116,scorpion,alligator,1,1
S116,parrot,mouse,1,1
S116,polarbear,lion,0,1
S116,tiger,buffalo,1,1
S116,porcupine,starfish,1,1
S116,crab,starfish,1,1
S116,crab,octopus,0,1
S116,boar,sheep,1,1
S116,badger,lemur,1,1
S117,gazelle,zebra,1,1
S117,stingray,clownfish,1,1
S117,koala,kangaroo,1,1
S117,tiger,alligator,1,1
S117,falcon,salmon,1,1
S117,seagull,penguin,1,1
S117,chinchilla,pig,1,1
S117,otter,eel,1,1
S117,chicken,pig,1,0
S117,bull,goat,1,1
S117,orca,stingray,1,1
S117,duck,swan,1,1
S117,gazelle,lion,0,1
S117,chameleon,rabbit,1,1
S117,frog,toad,1,1
S117,rabbit,hamster,1,1
S117,shark,whale,1,0
S117,iguana,mouse,1,1
S117,giraffe,cow,1,1
S117,seagull,seal,0,1
S117,shark,dolphin,1,1
S117,pig,cow,1,1
S117,panda,salmon,0,1
S117,donkey,ibex,1,1
S117,dolphin,hawk,1,1
S117,falcon,penguin,0,1
S117,monkey,cow,1,1
S117,tiger,panda,0,1
S117,rat,gerbil,0,1
S117,stingray,whale,1,1
S117,sheep,donkey,0,1
S117,squirrel,gerbil,1,1
S117,horse,panther,1,1
S117,parrot,seagull,0,1
S117,crocodile,mouse,1,1
S117,bear,parrot,0,1
S117,donkey,goose,1,1
S117,horse,cow,1,1
S117,seal,penguin,1,1
S117,bull,kangaroo,1,1
S117,otter,gerbil,1,1
S117,frog,salmon,1,1
S117,shark,stingray,1,1
S117,gazelle,koala,1,1
S117,hawk,ostrich,1,1
S117,bull,ibex,1,1
S117,rabbit,cat,1,1
S117,sheep,cow,1,1
S117,dolphin,eagle,0,1
S117,blowfish,stingray,1,1
S117,sheep,goat,1,1
S117,gazelle,horse,0,1
S117,otter,stingray,1,0
S117,dolphin,whale,1,1
S117,duck,chicken,1,1
S117,chicken,goose,1,1
S117,iguana,snake,1,1
S117,swan,goose,1,0
S117,iguana,parrot,1,1
S117,cat,hamster,1,1
S117,bear,cat,1,1
S117,crocodile,tadpole,1,1
S117,cat,dog,1,1
S117,monkey,eel,1,1
S117,rabbit,parrot,1,1
S117,toad,alligator,1,1
S117,tiger,zebra,1,1
S117,gerbil,hamster,1,1
S117,ibex,goat,1,1
S117,horse,donkey,1,1
S117,otter,orca,0,1
S117,frog,tadpole,1,1
S117,zebra,panda,1,1
S117,rat,hamster,1,1
S117,tiger,lion,1,1
S117,chameleon,snake,1,1
S117,swan,squirrel,1,1
S117,otter,whale,1,1
S117,falcon,hawk,1,1
S117,otter,seal,1,1
S117,falcon,ostrich,0,1
S117,parrot,hawk,0,1
S117,bear,dolphin,1,1
S117,chinchilla,mouse,1,1
S117,penguin,ostrich,1,1
S117,rat,seagull,1,1
S117,pig,lion,1,1
S117,frog,clownfish,1,1
S117,chinchilla,ferret,0,1
S117,falcon,parrot,1,1
S117,rabbit,gerbil,0,1
S117,falcon,dog,1,1
S117,peacock,panther,1,1
S117,ferret,snake,1,1
S117,crocodile,alligator,1,1
S117,peacock,koala,1,1
S117,chinchilla,snake,1,1
S117,blowfish,penguin,1,1
S117,eagle,hawk,1,1
S117,giraffe,zebra,1,1
S117,rat,mouse,1,1
S118,turtle,llama,1,1
S118,donkey,cheetah,0,1
S118,owl,chicken,1,1
S118,fish,cheetah,1,1
S118,turkey,ostrich,0,1
S118,owl,giraffe,1,1
S118,bird,dog,1,1
S118,giraffe,llama,1,1
S118,donkey,horse,1,1
S118,falcon,zebra,1,1
S118,donkey,llama,0,1
S118,cheetah,llama,1,0
S118,horse,monkey,0,1
S118,elephant,lion,1,1
S118,bird,skunk,1,1
S118,elephant,tiger,0,1
S118,fox,bear,1,1
S118,llama,dog,1,1
S118,turtle,wolf,0,1
S118,lion,cat,1,1
S118,coyote,zebra,0,1
S118,turkey,chicken,0,1
S118,turkey,cheetah,0,1
S118,bear,cat,1,1
S118,hyena,wolf,1,1
S118,turtle,monkey,0,1
S118,owl,turkey,1,1
S118,mountainlion,jaguar,1,1
S118,turtle,elephant,0,1
S118,elephant,cheetah,1,1
S118,horse,cow,1,1
S118,bobcat,jaguar,1,1
S118,monkey,cat,0,1
S118,ostrich,zebra,1,1
S118,coyote,hyena,1,1
S118,tiger,skunk,1,1
S118,donkey,cow,0,1
S118,coyote,wolf,1,0
S118,tiger,wolf,1,1
S118,bobcat,horse,0,1
S118,lion,zebra,1,1
S118,monkey,elephant,1,1
S118,cheetah,tiger,1,0
S118,fox,wolf,1,1
S118,giraffe,ostrich,0,1
S118,owl,falcon,0,1
S118,fox,dog,1,1
S118,dog,cat,1,1
S118,cheetah,leopard,1,1
S118,monkey,giraffe,0,1
S118,horse,elephant,1,1
S118,lion,tiger,1,1
S118,leopard,jaguar,1,1
S118,donkey,monkey,0,1
S118,bobcat,mountainlion,0,1
S118,giraffe,zebra,1,0
S119,horse,rhinoceros,1,1
S119,cheetah,hyena,0,1
S119,horse,giraffe,0,1
S119,rabbit,crocodile,0,1
S119,deer,cat,1,1
S119,giraffe,dog,0,1
S119,bird,dog,1,0
S119,cheetah,bear,0,1
S119,cheetah,rabbit,1,1
S119,elephant,lion,1,1
S119,deer,hyena,0,1
S119,elephant,tiger,0,1
S119,camel,giraffe,1,1
S119,owl,buzzard,1,1
S119,crocodile,wolf,1,1
S119,cow,wolf,0,1
S119,owl,cow,1,1
S119,horse,cheetah,1,1
S119,hyena,wolf,1,1
S119,bear,wolf,1,1
S119,rhinoceros,giraffe,0,1
S119,buzzard,deer,1,1
S119,horse,cow,1,0
S119,kangaroo,crocodile,0,1
S119,dog,cat,1,1
S119,lion,hyena,1,1
S119,bird,deer,0,1
S119,bird,cat,0,1
S119,crocodile,hyena,0,1
S119,bunny,cow,1,1
S119,cheetah,tiger,1,1
S119,bear,tiger,1,1
S119,bird,wolf,1,1
S119,cheetah,dog,1,1
S119,camel,rhinoceros,0,1
S119,camel,crocodile,1,1
S119,owl,kangaroo,1,1
S119,owl,bird,1,1
S119,tiger,lion,1,1
S119,camel,horse,1,1
S120,bull,fish,1,0
S120,squirrel,squid,1,1
S120,bear,panther,1,1
S120,alligator,hippopotamus,1,1
S120,fish,pig,0,1
S120,bear,fox,0,1
S120,chicken,pig,1,0
S120,scorpion,coyote,0,1
S120,cricket,grasshopper,1,1
S120,squirrel,raccoon,1,1
S120,zebra,hippopotamus,1,1
S120,gopher,mole,1,1
S120,scorpion,bee,1,1
S120,fish,octopus,1,1
S120,chicken,wolf,1,1
S120,tiger,giraffe,0,1
S120,starfish,whale,0,1
S120,sloth,koalabear,1,1
S120,shark,whale,1,1
S120,cricket,snake,1,1
S120,monkey,giraffe,1,1
S120,squirrel,bear,0,1
S120,zebra,leopard,1,1
S120,beetle,gopher,1,1
S120,mouse,cockroach,1,1
S120,bird,octopus,1,1
S120,crocodile,giraffe,0,1
S120,koalabear,hamster,1,1
S120,gopher,crab,0,1
S120,sloth,hamster,1,1
S120,bear,penguin,0,1
S120,snake,hamster,1,1
S120,beetle,grasshopper,1,1
S120,beetle,crab,0,1
S120,starfish,lobster,1,1
S120,leopard,hyena,1,1
S120,spider,koalabear,1,1
S120,cricket,panda,0,1
S120,gopher,prairiedog,1,0
S120,chicken,bull,0,1
S120,monkey,gorilla,1,1
S120,snake,mouse,1,1
S120,leopard,raccoon,1,1
S120,cat,bird,0,1
S120,bull,cow,1,1
S120,prairiedog,mole,1,1
S120,crab,whale,1,1
S120,squid,octopus,1,1
S120,tiger,octopus,0,1
S120,chicken,fish,1,1
S120,crab,squid,1,1
S120,penguin,panda,1,1
S120,squid,bird,1,1
S120,sloth,monkey,1,1
S120,pig,cow,1,1
S120,bird,dog,1,1
S120,snake,pig,1,1
S120,hornet,bee,1,1
S120,leopard,panther,1,1
S120,penguin,gorilla,0,1
S120,coyote,seal,0,1
S120,cricket,tiger,1,1
S120,cat,dog,1,1
S120,crocodile,alligator,1,1
S120,wasp,hornet,1,1
S120,rat,mouse,1,1
S120,coyote,wolf,1,1
S120,bear,wolf,1,0
S120,scorpion,rat,1,1
S120,fox,wolf,1,1
S120,lion,leopard,0,1
S120,bear,coyote,0,1
S120,rat,hamster,0,1
S120,tiger,lion,1,1
S120,coyote,penguin,1,0
S120,giraffe,hyena,0,1
S120,cockroach,panther,1,1
S120,woodpecker,hummingbird,1,1
S120,bear,squid,1,0
S120,cricket,giraffe,1,0
S120,shark,seal,1,1
S120,prairiedog,snake,0,1
S120,crab,lobster,1,1
S120,shark,pig,1,1
S120,scorpion,spider,1,1
S120,hummingbird,cow,1,1
S120,monkey,penguin,1,0
S120,woodpecker,raccoon,1,1
S120,bear,rat,1,1
S120,bull,pig,1,1
S120,crab,grasshopper,1,1
S120,giraffe,zebra,1,0
S120,lion,squid,1,1
S120,penguin,seal,1,1
