numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,triangle_limit,startGraph,prune_limit,other_limit,rcutoff,followtype,numedges,graph_seed,x_seed,truegraph,ll_tg,ll_tg_prior,ll_tg_irt,ll_tg_irt_prior,cost_uinvite,time_uinvite,bestgraph_uinvite,hit_uinvite,miss_uinvite,fa_uinvite,cr_uinvite,ll_uinvite
6,0.3,steyvers,1,50,0.7,0.0,stationary,15,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,188,2,2,:q_O?K?AA_?OOM?@@?ocCCD_?OOM?@@O?_]GDBoOwi?CAaW?CX@@@?guCDBBGWcSM``POyECA`pgyCCBaGGSP@CDGWcSMa@pKCCD_B`xIELHEWO_fDIDW_k_P`@Ow_VBFCBkGMMHfgwo_V_`q@}COJEgWSTGIfG?KQKHoOxK|A@cbQQ?BHgCSK}a__`pGwc_?aP}GPMfw?CMHROowkcVNPqxx^GIFN,-1311.47789521,,,,105.0,0:01:34.016488,:q_OG?CD??_g?GEC___k?AA@`G?CDF``?gWNABag_SR??bGGOIGEoOOSKK``POyIHDAppAACA`pgyCBA@pWqAECQGOSQIDoO{GIG_BPo{dBEcasGOPHohX?bABap`KjMGfWO[[PHeGwcWOJpq@}EIGDb@csa`?ogcTGIDRc?EHECwG[e]hCr@hH?@gCQQEUNggGGSMHFG?scSNpBh}AFCeBy@VBBcAxcs\NIwW_kVNHy`_x,143.0,45.0,60.0,977.0,-1210.4623122
