S101,polarbear,snake,1,1,1,1
S101,shark,snail,1,1,1,1
S101,lovebird,parrot,1,1,1,1
S101,hippopotamus,monkey,1,1,1,1
S101,giraffe,robin,1,1,1,1
S101,warthog,zebra,1,1,1,1
S101,chicken,rooster,1,1,1,1
S101,duck,sunconure,1,1,1,1
S101,elephant,lion,1,1,1,1
S101,elephant,hippopotamus,1,1,1,1
S101,persian,russianblue,1,1,1,1
S101,horse,swan,1,1,1,1
S101,duck,goose,1,1,1,1
S101,sparrow,turkey,1,1,1,1
S101,elephant,jaguar,1,1,1,1
S101,duck,sunconure,1,1,1,1
S101,tortoise,turkey,1,1,1,1
S101,ant,mouse,1,1,1,1
S101,peacock,pig,1,1,1,1
S101,germanshepherd,terrier,1,1,1,1
S101,grasshopper,llama,0,0,0,0
S101,peacock,rhinoceros,0,0,0,0
S101,dolphin,sunconure,0,0,0,0
S101,horse,rooster,0,0,0,0
S101,fish,grizzlybear,0,0,0,0
S101,fox,sunconure,0,0,0,0
S101,hare,shark,0,0,0,0
S101,quail,whale,0,0,0,0
S101,goose,jaguar,0,0,0,0
S101,fox,warthog,0,0,0,0
S101,chicken,elephant,0,0,0,0
S101,hippopotamus,wolf,0,0,0,0
S101,chicken,quail,0,0,0,0
S101,pheasant,poodle,0,0,0,0
S101,dolphin,pigeon,0,0,0,0
S101,polarbear,shark,0,0,0,0
S101,fox,snake,0,0,0,0
S101,bunny,hyena,0,0,0,0
S101,goose,tortoise,0,0,0,0
S101,llama,rooster,0,0,0,0
S101,cat,lion,1,0,0,0
S101,antelope,grizzlybear,1,0,1,0
S101,jaguar,monkey,1,0,1,0
S101,dolphin,shark,1,0,1,0
S101,elephant,hyena,1,0,1,0
S101,antelope,mouse,1,0,1,0
S101,hippopotamus,hyena,1,0,1,0
S101,dog,lion,0,0,1,0
S101,cheetah,dog,1,1,0,0
S101,bird,cat,0,0,1,0
S101,bird,lion,0,0,1,0
S101,bird,cheetah,0,1,0,0
S101,bird,dog,1,1,0,1
S101,cat,lovebird,0,1,1,1
S101,elephant,giraffe,0,1,1,1
S101,grizzlybear,parrot,0,0,1,0
S101,monkey,snake,0,0,1,0
S101,dolphin,whale,0,0,1,0
S101,pig,warthog,0,0,1,0
S101,chicken,pigeon,0,0,1,0
S102,bird,dog,1,1,1,1
S102,cheetah,donkey,1,1,1,1
S102,bird,dog,1,1,1,1
S102,bobcat,jaguar,1,1,1,1
S102,falcon,zebra,1,1,1,1
S102,cheetah,donkey,1,1,1,1
S102,cheetah,donkey,1,1,1,1
S102,elephant,turtle,1,1,1,1
S102,bobcat,jaguar,1,1,1,1
S102,bear,fox,1,1,1,1
S102,llama,turtle,1,1,1,1
S102,jaguar,mountainlion,1,1,1,1
S102,dog,fox,1,1,1,1
S102,bear,cat,1,1,1,1
S102,giraffe,llama,1,1,1,1
S102,owl,turkey,1,1,1,1
S102,lion,zebra,1,1,1,1
S102,chicken,owl,1,1,1,1
S102,bear,fox,1,1,1,1
S102,leopard,llama,0,0,0,0
S102,bobcat,cat,0,0,0,0
S102,fish,lion,0,0,0,0
S102,hyena,mountainlion,0,0,0,0
S102,cow,hyena,0,0,0,0
S102,cheetah,jaguar,0,0,0,0
S102,cat,skunk,0,0,0,0
S102,chicken,dog,0,0,0,0
S102,hyena,jaguar,0,0,0,0
S102,cow,wolf,0,0,0,0
S102,giraffe,jaguar,0,0,0,0
S102,cheetah,falcon,0,0,0,0
S102,falcon,wolf,0,0,0,0
S102,giraffe,skunk,0,0,0,0
S102,bobcat,hyena,0,0,0,0
S102,cat,owl,0,0,0,0
S102,chicken,jaguar,0,0,0,0
S102,elephant,wolf,0,0,0,0
S102,ostrich,turtle,0,0,0,0
S102,bear,donkey,1,1,0,0
S102,donkey,llama,0,0,1,0
S102,bear,llama,1,1,0,0
S102,bear,giraffe,1,1,0,0
S102,donkey,monkey,0,0,1,0
S102,bear,monkey,1,1,0,0
S102,giraffe,monkey,0,0,1,0
S102,monkey,turtle,0,0,1,0
S102,falcon,owl,0,0,1,0
S102,cat,monkey,0,0,1,0
S102,turtle,wolf,0,0,1,0
S102,chicken,turkey,0,0,1,0
S102,cheetah,turkey,0,0,1,0
S102,ostrich,turkey,0,0,1,0
S102,cow,donkey,0,0,1,0
S102,bobcat,horse,0,0,1,0
S102,bobcat,mountainlion,0,0,1,0
S102,elephant,tiger,0,0,1,0
S102,coyote,zebra,0,0,1,0
S103,alpaca,llama,1,1,1,1
S103,flyingsquirrel,piranha,1,1,1,1
S103,chimpanzee,horse,1,1,1,1
S103,deer,raptor,1,1,1,1
S103,eagle,parrot,1,1,1,1
S103,bear,human,1,1,1,1
S103,sloth,slowloris,1,1,1,1
S103,boar,lemur,1,1,1,1
S103,crane,mouse,1,1,1,1
S103,catfish,whale,1,1,1,1
S103,mantis,seal,1,1,1,1
S103,bluejay,hamster,1,1,1,1
S103,giraffe,hippopotamus,1,1,1,1
S103,seal,sealion,1,1,1,1
S103,chicken,panda,1,1,1,1
S103,bear,wolf,1,1,1,1
S103,catfish,penguin,1,1,1,1
S103,mantis,rhinoceros,1,1,1,1
S103,giraffe,mule,1,1,1,1
S103,dinosaur,raptor,1,1,1,1
S103,boar,pig,1,1,1,1
S103,crane,mouse,1,1,1,1
S103,eagle,hawk,1,1,1,1
S103,deer,horse,1,1,1,1
S103,bee,cheetah,1,1,1,1
S103,panda,redpanda,1,1,1,1
S103,elephant,woolymammoth,1,1,1,1
S103,hawk,swan,1,1,1,1
S103,dog,mouse,1,1,1,1
S103,lemur,marmoset,1,1,1,1
S103,bluejay,hamster,1,1,1,1
S103,donkey,mule,1,1,1,1
S103,cheetah,tiger,1,1,1,1
S103,cheetah,leopard,1,1,1,1
S103,belugawhale,whale,1,1,1,1
