method,simnum,listnum,hit,miss,fa,cr,cost,startseed
rw,2,25,321,4,1009,3616,1013.0,300
goni,2,25,159,166,57,4568,223.0,300
chan,2,25,65,260,34,4591,294.0,300
kenett,2,25,73,252,221,4404,473.0,300
fe,2,25,35,290,35,4590,325.0,300
rw,2,26,322,3,1034,3591,1037.0,300
goni,2,26,168,157,61,4564,218.0,300
chan,2,26,72,253,27,4598,280.0,300
kenett,2,26,70,255,224,4401,479.0,300
fe,2,26,35,290,38,4587,328.0,300
rw,2,27,322,3,1062,3563,1065.0,300
goni,2,27,176,149,62,4563,211.0,300
chan,2,27,72,253,27,4598,280.0,300
kenett,2,27,70,255,224,4401,479.0,300
fe,2,27,37,288,39,4586,327.0,300
rw,2,28,322,3,1080,3545,1083.0,300
goni,2,28,182,143,67,4558,210.0,300
chan,2,28,75,250,24,4601,274.0,300
kenett,2,28,67,258,227,4398,485.0,300
fe,2,28,38,287,41,4584,328.0,300
rw,2,29,322,3,1105,3520,1108.0,300
goni,2,29,188,137,62,4563,199.0,300
chan,2,29,76,249,23,4602,272.0,300
kenett,2,29,75,250,219,4406,469.0,300
fe,2,29,38,287,43,4582,330.0,300
rw,2,30,322,3,1137,3488,1140.0,300
goni,2,30,193,132,60,4565,192.0,300
chan,2,30,78,247,21,4604,268.0,300
kenett,2,30,73,252,221,4404,473.0,300
fe,2,30,39,286,45,4580,331.0,300
rw,2,31,322,3,1155,3470,1158.0,300
goni,2,31,199,126,60,4565,186.0,300
chan,2,31,80,245,20,4605,265.0,300
kenett,2,31,74,251,220,4405,471.0,300
fe,2,31,40,285,47,4578,332.0,300
rw,2,32,322,3,1175,3450,1178.0,300
goni,2,32,200,125,65,4560,190.0,300
chan,2,32,79,246,20,4605,266.0,300
kenett,2,32,78,247,216,4409,463.0,300
fe,2,32,40,285,49,4576,334.0,300
rw,2,33,322,3,1203,3422,1206.0,300
goni,2,33,201,124,65,4560,189.0,300
chan,2,33,76,249,23,4602,272.0,300
kenett,2,33,80,245,214,4411,459.0,300
fe,2,33,41,284,51,4574,335.0,300
rw,2,34,322,3,1227,3398,1230.0,300
goni,2,34,200,125,74,4551,199.0,300
chan,2,34,78,247,21,4604,268.0,300
kenett,2,34,87,238,207,4418,445.0,300
fe,2,34,43,282,52,4573,334.0,300
rw,2,35,322,3,1250,3375,1253.0,300
goni,2,35,212,113,79,4546,192.0,300
chan,2,35,72,253,27,4598,280.0,300
kenett,2,35,87,238,207,4418,445.0,300
fe,2,35,45,280,53,4572,333.0,300
rw,2,36,322,3,1270,3355,1273.0,300
goni,2,36,213,112,80,4545,192.0,300
chan,2,36,73,252,26,4599,278.0,300
kenett,2,36,85,240,209,4416,449.0,300
fe,2,36,47,278,54,4571,332.0,300
rw,2,37,323,2,1293,3332,1295.0,300
goni,2,37,216,109,82,4543,191.0,300
chan,2,37,70,255,29,4596,284.0,300
kenett,2,37,86,239,208,4417,447.0,300
fe,2,37,47,278,57,4568,335.0,300
rw,2,38,323,2,1314,3311,1316.0,300
goni,2,38,220,105,86,4539,191.0,300
chan,2,38,73,252,26,4599,278.0,300
kenett,2,38,87,238,207,4418,445.0,300
fe,2,38,47,278,60,4565,338.0,300
rw,2,39,323,2,1343,3282,1345.0,300
goni,2,39,223,102,86,4539,188.0,300
chan,2,39,76,249,23,4602,272.0,300
kenett,2,39,93,232,201,4424,433.0,300
fe,2,39,48,277,62,4563,339.0,300
rw,2,40,324,1,1365,3260,1366.0,300
goni,2,40,228,97,85,4540,182.0,300
chan,2,40,78,247,21,4604,268.0,300
kenett,2,40,101,224,193,4432,417.0,300
fe,2,40,49,276,64,4561,340.0,300
rw,2,41,325,0,1390,3235,1390.0,300
goni,2,41,229,96,97,4528,193.0,300
chan,2,41,78,247,21,4604,268.0,300
kenett,2,41,93,232,201,4424,433.0,300
fe,2,41,49,276,66,4559,342.0,300
rw,2,42,325,0,1412,3213,1412.0,300
goni,2,42,230,95,91,4534,186.0,300
chan,2,42,81,244,18,4607,262.0,300
kenett,2,42,97,228,197,4428,425.0,300
fe,2,42,50,275,68,4557,343.0,300
rw,2,43,325,0,1426,3199,1426.0,300
goni,2,43,233,92,94,4531,186.0,300
chan,2,43,83,242,16,4609,258.0,300
kenett,2,43,91,234,203,4422,437.0,300
fe,2,43,52,273,69,4556,342.0,300
rw,2,44,325,0,1444,3181,1444.0,300
goni,2,44,233,92,95,4530,187.0,300
chan,2,44,81,244,19,4606,263.0,300
kenett,2,44,94,231,200,4425,431.0,300
fe,2,44,54,271,70,4555,341.0,300
rw,2,45,325,0,1459,3166,1459.0,300
goni,2,45,236,89,96,4529,185.0,300
chan,2,45,81,244,18,4607,262.0,300
kenett,2,45,99,226,195,4430,421.0,300
fe,2,45,56,269,71,4554,340.0,300
rw,2,46,325,0,1485,3140,1485.0,300
goni,2,46,242,83,98,4527,181.0,300
chan,2,46,80,245,19,4606,264.0,300
kenett,2,46,93,232,201,4424,433.0,300
fe,2,46,57,268,73,4552,341.0,300
rw,2,47,325,0,1503,3122,1503.0,300
goni,2,47,244,81,97,4528,178.0,300
chan,2,47,80,245,19,4606,264.0,300
kenett,2,47,95,230,199,4426,429.0,300
fe,2,47,59,266,74,4551,340.0,300
rw,2,48,325,0,1526,3099,1526.0,300
goni,2,48,243,82,101,4524,183.0,300
chan,2,48,78,247,21,4604,268.0,300
kenett,2,48,95,230,199,4426,429.0,300
fe,2,48,60,265,76,4549,341.0,300
rw,2,49,325,0,1546,3079,1546.0,300
goni,2,49,246,79,106,4519,185.0,300
chan,2,49,80,245,19,4606,264.0,300
kenett,2,49,92,233,202,4423,435.0,300
fe,2,49,61,264,78,4547,342.0,300
rw,2,50,325,0,1566,3059,1566.0,300
goni,2,50,247,78,110,4515,188.0,300
chan,2,50,84,241,15,4610,256.0,300
kenett,2,50,93,232,201,4424,433.0,300
fe,2,50,61,264,80,4545,344.0,300
rw,3,1,42,283,54,4571,337.0,450
goni,3,1,4,321,5,4620,326.0,450
chan,3,1,37,288,43,4582,331.0,450
kenett,3,1,11,314,172,4453,486.0,450
fe,3,1,2,323,1,4624,324.0,450
rw,3,2,72,253,116,4509,369.0,450
goni,3,2,11,314,12,4613,326.0,450
chan,3,2,47,278,75,4550,353.0,450
kenett,3,2,22,303,248,4377,551.0,450
fe,3,2,3,322,3,4622,325.0,450
rw,3,3,104,221,163,4462,384.0,450
goni,3,3,25,300,25,4600,325.0,450
chan,3,3,54,271,80,4545,351.0,450
kenett,3,3,25,300,257,4368,557.0,450
fe,3,3,3,322,6,4619,328.0,450
rw,3,4,134,191,214,4411,405.0,450
goni,3,4,30,295,36,4589,331.0,450
chan,3,4,51,274,81,4544,355.0,450
kenett,3,4,24,301,261,4364,562.0,450
fe,3,4,5,320,7,4618,327.0,450
rw,3,5,164,161,257,4368,418.0,450
goni,3,5,38,287,35,4590,322.0,450
chan,3,5,43,282,79,4546,361.0,450
kenett,3,5,21,304,270,4355,574.0,450
fe,3,5,6,319,9,4616,328.0,450
rw,3,6,186,139,301,4324,440.0,450
goni,3,6,44,281,33,4592,314.0,450
chan,3,6,48,277,80,4545,357.0,450
kenett,3,6,43,282,251,4374,533.0,450
fe,3,6,6,319,12,4613,331.0,450
rw,3,7,207,118,345,4280,463.0,450
goni,3,7,50,275,39,4586,314.0,450
chan,3,7,48,277,79,4546,356.0,450
kenett,3,7,44,281,250,4375,531.0,450
fe,3,7,7,318,14,4611,332.0,450
rw,3,8,223,102,389,4236,491.0,450
goni,3,8,55,270,37,4588,307.0,450
chan,3,8,54,271,62,4563,333.0,450
kenett,3,8,59,266,235,4390,501.0,450
fe,3,8,8,317,16,4609,333.0,450
rw,3,9,235,90,431,4194,521.0,450
goni,3,9,69,256,33,4592,289.0,450
chan,3,9,45,280,64,4561,344.0,450
kenett,3,9,50,275,244,4381,519.0,450
fe,3,9,10,315,17,4608,332.0,450
rw,3,10,244,81,475,4150,556.0,450
goni,3,10,64,261,39,4586,300.0,450
chan,3,10,47,278,55,4570,333.0,450
kenett,3,10,51,274,243,4382,517.0,450
fe,3,10,11,314,19,4606,333.0,450
rw,3,11,257,68,518,4107,586.0,450
goni,3,11,70,255,35,4590,290.0,450
chan,3,11,49,276,51,4574,327.0,450
kenett,3,11,52,273,242,4383,515.0,450
fe,3,11,11,314,22,4603,336.0,450
rw,3,12,264,61,561,4064,622.0,450
goni,3,12,84,241,35,4590,276.0,450
chan,3,12,51,274,51,4574,325.0,450
kenett,3,12,49,276,245,4380,521.0,450
fe,3,12,13,312,23,4602,335.0,450
rw,3,13,271,54,593,4032,647.0,450
goni,3,13,89,236,47,4578,283.0,450
chan,3,13,51,274,52,4573,326.0,450
kenett,3,13,56,269,238,4387,507.0,450
fe,3,13,13,312,25,4600,337.0,450
rw,3,14,277,48,627,3998,675.0,450
goni,3,14,96,229,47,4578,276.0,450
chan,3,14,53,272,48,4577,320.0,450
kenett,3,14,62,263,232,4393,495.0,450
fe,3,14,15,310,26,4599,336.0,450
rw,3,15,283,42,663,3962,705.0,450
goni,3,15,104,221,50,4575,271.0,450
chan,3,15,52,273,48,4577,321.0,450
kenett,3,15,52,273,242,4383,515.0,450
fe,3,15,17,308,27,4598,335.0,450
rw,3,16,290,35,707,3918,742.0,450
goni,3,16,107,218,47,4578,265.0,450
chan,3,16,54,271,46,4579,317.0,450
kenett,3,16,51,274,243,4382,517.0,450
fe,3,16,20,305,27,4598,332.0,450
rw,3,17,293,32,733,3892,765.0,450
goni,3,17,110,215,59,4566,274.0,450
chan,3,17,53,272,46,4579,318.0,450
kenett,3,17,64,261,230,4395,491.0,450
fe,3,17,22,303,28,4597,331.0,450
rw,3,18,297,28,764,3861,792.0,450
goni,3,18,123,202,62,4563,264.0,450
chan,3,18,63,262,37,4588,299.0,450
kenett,3,18,63,262,231,4394,493.0,450
fe,3,18,24,301,29,4596,330.0,450
rw,3,19,298,27,802,3823,829.0,450
goni,3,19,125,200,61,4564,261.0,450
chan,3,19,63,262,36,4589,298.0,450
kenett,3,19,64,261,230,4395,491.0,450
fe,3,19,25,300,31,4594,331.0,450
rw,3,20,302,23,832,3793,855.0,450
goni,3,20,130,195,59,4566,254.0,450
chan,3,20,61,264,38,4587,302.0,450
kenett,3,20,61,264,233,4392,497.0,450
fe,3,20,28,297,31,4594,328.0,450
rw,3,21,303,22,867,3758,889.0,450
goni,3,21,137,188,51,4574,239.0,450
chan,3,21,62,263,37,4588,300.0,450
kenett,3,21,65,260,229,4396,489.0,450
fe,3,21,30,295,32,4593,327.0,450
rw,3,22,306,19,897,3728,916.0,450
goni,3,22,140,185,60,4565,245.0,450
chan,3,22,64,261,35,4590,296.0,450
kenett,3,22,72,253,222,4403,475.0,450
fe,3,22,32,293,33,4592,326.0,450
rw,3,23,307,18,919,3706,937.0,450
goni,3,23,149,176,63,4562,239.0,450
chan,3,23,72,253,27,4598,280.0,450
kenett,3,23,73,252,221,4404,473.0,450
fe,3,23,34,291,34,4591,325.0,450
rw,3,24,310,15,943,3682,958.0,450
goni,3,24,153,172,63,4562,235.0,450
chan,3,24,71,254,28,4597,282.0,450
kenett,3,24,66,259,228,4397,487.0,450
fe,3,24,36,289,35,4590,324.0,450
rw,3,25,311,14,973,3652,987.0,450
goni,3,25,154,171,62,4563,233.0,450
chan,3,25,71,254,28,4597,282.0,450
kenett,3,25,72,253,222,4403,475.0,450
fe,3,25,38,287,36,4589,323.0,450
rw,3,26,312,13,1001,3624,1014.0,450
goni,3,26,157,168,68,4557,236.0,450
chan,3,26,72,253,27,4598,280.0,450
kenett,3,26,68,257,226,4399,483.0,450
fe,3,26,40,285,37,4588,322.0,450
rw,3,27,314,11,1026,3599,1037.0,450
goni,3,27,170,155,75,4550,230.0,450
chan,3,27,72,253,27,4598,280.0,450
kenett,3,27,71,254,223,4402,477.0,450
fe,3,27,42,283,38,4587,321.0,450
rw,3,28,314,11,1057,3568,1068.0,450
goni,3,28,176,149,83,4542,232.0,450
chan,3,28,72,253,27,4598,280.0,450
kenett,3,28,67,258,227,4398,485.0,450
fe,3,28,44,281,39,4586,320.0,450
rw,3,29,316,9,1083,3542,1092.0,450
goni,3,29,180,145,84,4541,229.0,450
chan,3,29,74,251,25,4600,276.0,450
kenett,3,29,77,248,217,4408,465.0,450
fe,3,29,45,280,41,4584,321.0,450
rw,3,30,316,9,1104,3521,1113.0,450
goni,3,30,182,143,84,4541,227.0,450
chan,3,30,74,251,25,4600,276.0,450
kenett,3,30,71,254,223,4402,477.0,450
fe,3,30,46,279,43,4582,322.0,450
rw,3,31,317,8,1130,3495,1138.0,450
goni,3,31,186,139,85,4540,224.0,450
chan,3,31,74,251,25,4600,276.0,450
kenett,3,31,81,244,213,4412,457.0,450
fe,3,31,47,278,44,4581,322.0,450
rw,3,32,317,8,1157,3468,1165.0,450
goni,3,32,195,130,83,4542,213.0,450
chan,3,32,78,247,21,4604,268.0,450
kenett,3,32,80,245,214,4411,459.0,450
fe,3,32,47,278,46,4579,324.0,450
rw,3,33,319,6,1192,3433,1198.0,450
goni,3,33,197,128,81,4544,209.0,450
chan,3,33,78,247,21,4604,268.0,450
kenett,3,33,80,245,214,4411,459.0,450
fe,3,33,50,275,46,4579,321.0,450
rw,3,34,319,6,1222,3403,1228.0,450
goni,3,34,196,129,79,4546,208.0,450
chan,3,34,77,248,22,4603,270.0,450
kenett,3,34,86,239,208,4417,447.0,450
fe,3,34,52,273,47,4578,320.0,450
rw,3,35,320,5,1255,3370,1260.0,450
goni,3,35,199,126,88,4537,214.0,450
chan,3,35,78,247,21,4604,268.0,450
kenett,3,35,80,245,214,4411,459.0,450
fe,3,35,53,272,48,4577,320.0,450
rw,3,36,320,5,1277,3348,1282.0,450
goni,3,36,200,125,92,4533,217.0,450
chan,3,36,78,247,21,4604,268.0,450
kenett,3,36,72,253,222,4403,475.0,450
fe,3,36,54,271,50,4575,321.0,450
rw,3,37,320,5,1307,3318,1312.0,450
goni,3,37,199,126,95,4530,221.0,450
chan,3,37,77,248,22,4603,270.0,450
kenett,3,37,79,246,215,4410,461.0,450
fe,3,37,55,270,52,4573,322.0,450
rw,3,38,320,5,1327,3298,1332.0,450
goni,3,38,205,120,97,4528,217.0,450
chan,3,38,77,248,22,4603,270.0,450
kenett,3,38,79,246,215,4410,461.0,450
fe,3,38,57,268,53,4572,321.0,450
rw,3,39,320,5,1352,3273,1357.0,450
goni,3,39,210,115,96,4529,211.0,450
chan,3,39,81,244,18,4607,262.0,450
kenett,3,39,84,241,210,4415,451.0,450
fe,3,39,58,267,55,4570,322.0,450
rw,3,40,321,4,1373,3252,1377.0,450
goni,3,40,220,105,94,4531,199.0,450
chan,3,40,85,240,14,4611,254.0,450
kenett,3,40,75,250,219,4406,469.0,450
fe,3,40,58,267,56,4569,323.0,450
rw,3,41,323,2,1389,3236,1391.0,450
goni,3,41,220,105,94,4531,199.0,450
chan,3,41,84,241,15,4610,256.0,450
kenett,3,41,80,245,214,4411,459.0,450
fe,3,41,59,266,58,4567,324.0,450
rw,3,42,323,2,1414,3211,1416.0,450
goni,3,42,221,104,93,4532,197.0,450
chan,3,42,82,243,17,4608,260.0,450
kenett,3,42,86,239,208,4417,447.0,450
fe,3,42,61,264,59,4566,323.0,450
rw,3,43,323,2,1436,3189,1438.0,450
goni,3,43,222,103,97,4528,200.0,450
chan,3,43,85,240,14,4611,254.0,450
kenett,3,43,75,250,219,4406,469.0,450
fe,3,43,64,261,59,4566,320.0,450
rw,3,44,323,2,1460,3165,1462.0,450
goni,3,44,233,92,104,4521,196.0,450
chan,3,44,85,240,14,4611,254.0,450
kenett,3,44,81,244,213,4412,457.0,450
fe,3,44,65,260,60,4565,320.0,450
rw,3,45,324,1,1484,3141,1485.0,450
goni,3,45,237,88,105,4520,193.0,450
chan,3,45,86,239,13,4612,252.0,450
kenett,3,45,82,243,212,4413,455.0,450
fe,3,45,67,258,61,4564,319.0,450
rw,3,46,324,1,1513,3112,1514.0,450
goni,3,46,236,89,109,4516,198.0,450
chan,3,46,85,240,14,4611,254.0,450
kenett,3,46,79,246,215,4410,461.0,450
fe,3,46,69,256,62,4563,318.0,450
rw,3,47,324,1,1533,3092,1534.0,450
goni,3,47,236,89,111,4514,200.0,450
chan,3,47,85,240,14,4611,254.0,450
kenett,3,47,89,236,205,4420,441.0,450
fe,3,47,71,254,63,4562,317.0,450
rw,3,48,324,1,1549,3076,1550.0,450
goni,3,48,238,87,110,4515,197.0,450
chan,3,48,84,241,15,4610,256.0,450
kenett,3,48,83,242,211,4414,453.0,450
fe,3,48,72,253,65,4560,318.0,450
rw,3,49,324,1,1570,3055,1571.0,450
goni,3,49,242,83,103,4522,186.0,450
chan,3,49,82,243,17,4608,260.0,450
kenett,3,49,88,237,206,4419,443.0,450
fe,3,49,73,252,66,4559,318.0,450
rw,3,50,324,1,1588,3037,1589.0,450
goni,3,50,246,79,104,4521,183.0,450
chan,3,50,83,242,16,4609,258.0,450
kenett,3,50,84,241,210,4415,451.0,450
fe,3,50,74,251,67,4558,318.0,450
rw,4,1,43,282,55,4570,337.0,600
goni,4,1,4,321,2,4623,323.0,600
chan,4,1,36,289,40,4585,329.0,600
kenett,4,1,13,312,173,4452,485.0,600
fe,4,1,2,323,1,4624,324.0,600
rw,4,2,76,249,112,4513,361.0,600
goni,4,2,11,314,9,4616,323.0,600
chan,4,2,47,278,66,4559,344.0,600
kenett,4,2,16,309,245,4380,554.0,600
fe,4,2,3,322,3,4622,325.0,600
rw,4,3,108,217,171,4454,388.0,600
goni,4,3,20,305,16,4609,321.0,600
chan,4,3,53,272,77,4548,349.0,600
kenett,4,3,15,310,273,4352,583.0,600
fe,4,3,4,321,5,4620,326.0,600
rw,4,4,141,184,212,4413,396.0,600
goni,4,4,32,293,20,4605,313.0,600
chan,4,4,49,276,69,4556,345.0,600
kenett,4,4,20,305,271,4354,576.0,600
fe,4,4,6,319,6,4619,325.0,600
rw,4,5,168,157,255,4370,412.0,600
goni,4,5,35,290,26,4599,316.0,600
chan,4,5,51,274,68,4557,342.0,600
kenett,4,5,42,283,252,4373,535.0,600
fe,4,5,9,316,6,4619,322.0,600
rw,4,6,185,140,298,4327,438.0,600
goni,4,6,44,281,24,4601,305.0,600
chan,4,6,53,272,60,4565,332.0,600
kenett,4,6,42,283,252,4373,535.0,600
fe,4,6,12,313,6,4619,319.0,600
rw,4,7,204,121,345,4280,466.0,600
goni,4,7,49,276,26,4599,302.0,600
chan,4,7,51,274,66,4559,340.0,600
kenett,4,7,42,283,252,4373,535.0,600
fe,4,7,13,312,8,4617,320.0,600
rw,4,8,219,106,393,4232,499.0,600
goni,4,8,57,268,25,4600,293.0,600
chan,4,8,49,276,62,4563,338.0,600
kenett,4,8,40,285,254,4371,539.0,600
fe,4,8,15,310,9,4616,319.0,600
rw,4,9,233,92,447,4178,539.0,600
goni,4,9,57,268,27,4598,295.0,600
chan,4,9,46,279,61,4564,340.0,600
kenett,4,9,42,283,252,4373,535.0,600
fe,4,9,18,307,9,4616,316.0,600
rw,4,10,241,84,494,4131,578.0,600
goni,4,10,67,258,40,4585,298.0,600
chan,4,10,46,279,59,4566,338.0,600
kenett,4,10,42,283,252,4373,535.0,600
fe,4,10,19,306,11,4614,317.0,600
rw,4,11,250,75,551,4074,626.0,600
goni,4,11,66,259,38,4587,297.0,600
chan,4,11,51,274,51,4574,325.0,600
kenett,4,11,51,274,243,4382,517.0,600
fe,4,11,19,306,14,4611,320.0,600
rw,4,12,258,67,592,4033,659.0,600
goni,4,12,74,251,39,4586,290.0,600
chan,4,12,54,271,49,4576,320.0,600
kenett,4,12,53,272,241,4384,513.0,600
fe,4,12,20,305,15,4610,320.0,600
rw,4,13,265,60,636,3989,696.0,600
goni,4,13,76,249,40,4585,289.0,600
chan,4,13,53,272,49,4576,321.0,600
kenett,4,13,49,276,245,4380,521.0,600
fe,4,13,21,304,17,4608,321.0,600
rw,4,14,270,55,669,3956,724.0,600
goni,4,14,88,237,42,4583,279.0,600
chan,4,14,58,267,42,4583,309.0,600
kenett,4,14,55,270,239,4386,509.0,600
fe,4,14,22,303,19,4606,322.0,600
rw,4,15,277,48,696,3929,744.0,600
goni,4,15,95,230,46,4579,276.0,600
chan,4,15,61,264,40,4585,304.0,600
kenett,4,15,58,267,236,4389,503.0,600
fe,4,15,25,300,19,4606,319.0,600
rw,4,16,279,46,740,3885,786.0,600
goni,4,16,98,227,49,4576,276.0,600
chan,4,16,62,263,38,4587,301.0,600
kenett,4,16,53,272,241,4384,513.0,600
fe,4,16,26,299,21,4604,320.0,600
rw,4,17,282,43,773,3852,816.0,600
goni,4,17,104,221,54,4571,275.0,600
chan,4,17,58,267,42,4583,309.0,600
kenett,4,17,52,273,242,4383,515.0,600
fe,4,17,28,297,22,4603,319.0,600
rw,4,18,289,36,805,3820,841.0,600
goni,4,18,109,216,60,4565,276.0,600
chan,4,18,64,261,36,4589,297.0,600
kenett,4,18,54,271,240,4385,511.0,600
fe,4,18,30,295,23,4602,318.0,600
rw,4,19,292,33,837,3788,870.0,600
goni,4,19,116,209,60,4565,269.0,600
chan,4,19,69,256,31,4594,287.0,600
kenett,4,19,59,266,235,4390,501.0,600
fe,4,19,33,292,23,4602,315.0,600
rw,4,20,295,30,863,3762,893.0,600
goni,4,20,118,207,60,4565,267.0,600
chan,4,20,67,258,32,4593,290.0,600
kenett,4,20,64,261,230,4395,491.0,600
fe,4,20,34,291,25,4600,316.0,600
rw,4,21,299,26,897,3728,923.0,600
goni,4,21,123,202,65,4560,267.0,600
chan,4,21,67,258,33,4592,291.0,600
kenett,4,21,64,261,230,4395,491.0,600
fe,4,21,35,290,27,4598,317.0,600
rw,4,22,301,24,928,3697,952.0,600
goni,4,22,131,194,67,4558,261.0,600
chan,4,22,63,262,37,4588,299.0,600
kenett,4,22,63,262,231,4394,493.0,600
fe,4,22,37,288,28,4597,316.0,600
rw,4,23,303,22,949,3676,971.0,600
goni,4,23,139,186,76,4549,262.0,600
chan,4,23,64,261,37,4588,298.0,600
kenett,4,23,63,262,231,4394,493.0,600
fe,4,23,38,287,30,4595,317.0,600
rw,4,24,305,20,976,3649,996.0,600
goni,4,24,142,183,79,4546,262.0,600
chan,4,24,65,260,35,4590,295.0,600
kenett,4,24,59,266,235,4390,501.0,600
fe,4,24,40,285,31,4594,316.0,600
rw,4,25,307,18,1003,3622,1021.0,600
goni,4,25,152,173,81,4544,254.0,600
chan,4,25,70,255,30,4595,285.0,600
kenett,4,25,65,260,229,4396,489.0,600
fe,4,25,40,285,34,4591,319.0,600
rw,4,26,309,16,1034,3591,1050.0,600
goni,4,26,154,171,78,4547,249.0,600
chan,4,26,69,256,30,4595,286.0,600
kenett,4,26,64,261,230,4395,491.0,600
fe,4,26,42,283,35,4590,318.0,600
rw,4,27,313,12,1061,3564,1073.0,600
goni,4,27,156,169,87,4538,256.0,600
chan,4,27,71,254,28,4597,282.0,600
kenett,4,27,64,261,230,4395,491.0,600
fe,4,27,42,283,38,4587,321.0,600
rw,4,28,316,9,1086,3539,1095.0,600
goni,4,28,160,165,81,4544,246.0,600
chan,4,28,72,253,27,4598,280.0,600
kenett,4,28,68,257,226,4399,483.0,600
fe,4,28,42,283,41,4584,324.0,600
rw,4,29,316,9,1115,3510,1124.0,600
goni,4,29,171,154,89,4536,243.0,600
chan,4,29,72,253,27,4598,280.0,600
kenett,4,29,76,249,218,4407,467.0,600
fe,4,29,42,283,44,4581,327.0,600
rw,4,30,318,7,1151,3474,1158.0,600
goni,4,30,176,149,92,4533,241.0,600
chan,4,30,71,254,28,4597,282.0,600
kenett,4,30,69,256,225,4400,481.0,600
fe,4,30,43,282,46,4579,328.0,600
rw,4,31,319,6,1168,3457,1174.0,600
goni,4,31,175,150,96,4529,246.0,600
chan,4,31,74,251,25,4600,276.0,600
kenett,4,31,68,257,226,4399,483.0,600
fe,4,31,45,280,46,4579,326.0,600
rw,4,32,319,6,1196,3429,1202.0,600
goni,4,32,181,144,96,4529,240.0,600
chan,4,32,74,251,25,4600,276.0,600
kenett,4,32,72,253,222,4403,475.0,600
fe,4,32,47,278,47,4578,325.0,600
rw,4,33,320,5,1224,3401,1229.0,600
goni,4,33,186,139,98,4527,237.0,600
chan,4,33,73,252,26,4599,278.0,600
kenett,4,33,77,248,217,4408,465.0,600
fe,4,33,49,276,47,4578,323.0,600
rw,4,34,321,4,1247,3378,1251.0,600
goni,4,34,181,144,98,4527,242.0,600
chan,4,34,73,252,26,4599,278.0,600
kenett,4,34,79,246,215,4410,461.0,600
fe,4,34,51,274,48,4577,322.0,600
rw,4,35,321,4,1270,3355,1274.0,600
goni,4,35,188,137,107,4518,244.0,600
chan,4,35,75,250,24,4601,274.0,600
kenett,4,35,67,258,227,4398,485.0,600
fe,4,35,51,274,51,4574,325.0,600
rw,4,36,321,4,1295,3330,1299.0,600
goni,4,36,194,131,103,4522,234.0,600
chan,4,36,75,250,24,4601,274.0,600
kenett,4,36,81,244,213,4412,457.0,600
fe,4,36,52,273,52,4573,325.0,600
rw,4,37,321,4,1315,3310,1319.0,600
goni,4,37,198,127,106,4519,233.0,600
chan,4,37,72,253,27,4598,280.0,600
kenett,4,37,74,251,220,4405,471.0,600
fe,4,37,52,273,53,4572,326.0,600
rw,4,38,321,4,1342,3283,1346.0,600
goni,4,38,201,124,103,4522,227.0,600
chan,4,38,69,256,30,4595,286.0,600
kenett,4,38,72,253,222,4403,475.0,600
fe,4,38,53,272,54,4571,326.0,600
rw,4,39,321,4,1366,3259,1370.0,600
goni,4,39,204,121,106,4519,227.0,600
chan,4,39,70,255,29,4596,284.0,600
kenett,4,39,77,248,217,4408,465.0,600
fe,4,39,53,272,57,4568,329.0,600
rw,4,40,321,4,1384,3241,1388.0,600
goni,4,40,208,117,109,4516,226.0,600
chan,4,40,69,256,31,4594,287.0,600
kenett,4,40,79,246,215,4410,461.0,600
fe,4,40,54,271,58,4567,329.0,600
rw,4,41,323,2,1407,3218,1409.0,600
goni,4,41,207,118,106,4519,224.0,600
chan,4,41,67,258,33,4592,291.0,600
kenett,4,41,77,248,217,4408,465.0,600
fe,4,41,56,269,59,4566,328.0,600
rw,4,42,323,2,1434,3191,1436.0,600
goni,4,42,213,112,110,4515,222.0,600
chan,4,42,70,255,29,4596,284.0,600
kenett,4,42,86,239,208,4417,447.0,600
fe,4,42,57,268,60,4565,328.0,600
rw,4,43,323,2,1461,3164,1463.0,600
goni,4,43,210,115,108,4517,223.0,600
chan,4,43,70,255,29,4596,284.0,600
kenett,4,43,85,240,209,4416,449.0,600
fe,4,43,58,267,62,4563,329.0,600
rw,4,44,323,2,1488,3137,1490.0,600
goni,4,44,211,114,111,4514,225.0,600
chan,4,44,72,253,27,4598,280.0,600
kenett,4,44,79,246,215,4410,461.0,600
fe,4,44,59,266,63,4562,329.0,600
rw,4,45,323,2,1509,3116,1511.0,600
goni,4,45,216,109,111,4514,220.0,600
chan,4,45,72,253,27,4598,280.0,600
kenett,4,45,78,247,216,4409,463.0,600
fe,4,45,61,264,64,4561,328.0,600
rw,4,46,324,1,1535,3090,1536.0,600
goni,4,46,215,110,110,4515,220.0,600
chan,4,46,69,256,30,4595,286.0,600
kenett,4,46,82,243,212,4413,455.0,600
fe,4,46,62,263,66,4559,329.0,600
rw,4,47,324,1,1555,3070,1556.0,600
goni,4,47,223,102,116,4509,218.0,600
chan,4,47,72,253,27,4598,280.0,600
kenett,4,47,84,241,210,4415,451.0,600
fe,4,47,63,262,67,4558,329.0,600
rw,4,48,324,1,1573,3052,1574.0,600
goni,4,48,225,100,117,4508,217.0,600
chan,4,48,71,254,28,4597,282.0,600
kenett,4,48,88,237,206,4419,443.0,600
fe,4,48,64,261,69,4556,330.0,600
rw,4,49,324,1,1593,3032,1594.0,600
goni,4,49,226,99,117,4508,216.0,600
