method,simnum,listnum,hit,miss,fa,cr,cost,startseed
chan,4,49,75,250,24,4601,274.0,600
kenett,4,49,92,233,202,4423,435.0,600
fe,4,49,65,260,71,4554,331.0,600
rw,4,50,324,1,1609,3016,1610.0,600
goni,4,50,232,93,126,4499,219.0,600
chan,4,50,76,249,23,4602,272.0,600
kenett,4,50,91,234,203,4422,437.0,600
fe,4,50,66,259,72,4553,331.0,600
rw,5,1,38,287,59,4566,346.0,750
goni,5,1,5,320,7,4618,327.0,750
chan,5,1,32,293,44,4581,337.0,750
kenett,5,1,15,310,180,4445,490.0,750
fe,5,1,0,325,3,4622,328.0,750
rw,5,2,75,250,114,4511,364.0,750
goni,5,2,8,317,12,4613,329.0,750
chan,5,2,42,283,67,4558,350.0,750
kenett,5,2,24,301,234,4391,535.0,750
fe,5,2,3,322,3,4622,325.0,750
rw,5,3,105,220,164,4461,384.0,750
goni,5,3,17,308,22,4603,330.0,750
chan,5,3,47,278,70,4555,348.0,750
kenett,5,3,22,303,260,4365,563.0,750
fe,5,3,6,319,3,4622,322.0,750
rw,5,4,131,194,218,4407,412.0,750
goni,5,4,21,304,29,4596,333.0,750
chan,5,4,47,278,80,4545,358.0,750
kenett,5,4,28,297,260,4365,557.0,750
fe,5,4,7,318,5,4620,323.0,750
rw,5,5,153,172,263,4362,435.0,750
goni,5,5,32,293,42,4583,335.0,750
chan,5,5,46,279,79,4546,358.0,750
kenett,5,5,26,299,265,4360,564.0,750
fe,5,5,7,318,8,4617,326.0,750
rw,5,6,170,155,315,4310,470.0,750
goni,5,6,36,289,40,4585,329.0,750
chan,5,6,44,281,79,4546,360.0,750
kenett,5,6,42,283,252,4373,535.0,750
fe,5,6,8,317,9,4616,326.0,750
rw,5,7,188,137,357,4268,494.0,750
goni,5,7,45,280,49,4576,329.0,750
chan,5,7,44,281,82,4543,363.0,750
kenett,5,7,44,281,250,4375,531.0,750
fe,5,7,9,316,11,4614,327.0,750
rw,5,8,198,127,410,4215,537.0,750
goni,5,8,42,283,37,4588,320.0,750
chan,5,8,43,282,69,4556,351.0,750
kenett,5,8,37,288,257,4368,545.0,750
fe,5,8,11,314,12,4613,326.0,750
rw,5,9,210,115,452,4173,567.0,750
goni,5,9,57,268,34,4591,302.0,750
chan,5,9,43,282,66,4559,348.0,750
kenett,5,9,40,285,254,4371,539.0,750
fe,5,9,11,314,15,4610,329.0,750
rw,5,10,222,103,485,4140,588.0,750
goni,5,10,62,263,41,4584,304.0,750
chan,5,10,48,277,57,4568,334.0,750
kenett,5,10,41,284,253,4372,537.0,750
fe,5,10,12,313,17,4608,330.0,750
rw,5,11,236,89,528,4097,617.0,750
goni,5,11,61,264,44,4581,308.0,750
chan,5,11,46,279,55,4570,334.0,750
kenett,5,11,48,277,246,4379,523.0,750
fe,5,11,13,312,19,4606,331.0,750
rw,5,12,248,77,563,4062,640.0,750
goni,5,12,68,257,54,4571,311.0,750
chan,5,12,44,281,57,4568,338.0,750
kenett,5,12,52,273,242,4383,515.0,750
fe,5,12,14,311,21,4604,332.0,750
rw,5,13,258,67,607,4018,674.0,750
goni,5,13,71,254,54,4571,308.0,750
chan,5,13,47,278,55,4570,333.0,750
kenett,5,13,44,281,250,4375,531.0,750
fe,5,13,16,309,22,4603,331.0,750
rw,5,14,261,64,649,3976,713.0,750
goni,5,14,76,249,56,4569,305.0,750
chan,5,14,53,272,47,4578,319.0,750
kenett,5,14,55,270,239,4386,509.0,750
fe,5,14,18,307,23,4602,330.0,750
rw,5,15,276,49,690,3935,739.0,750
goni,5,15,80,245,54,4571,299.0,750
chan,5,15,47,278,54,4571,332.0,750
kenett,5,15,48,277,246,4379,523.0,750
fe,5,15,19,306,25,4600,331.0,750
rw,5,16,281,44,727,3898,771.0,750
goni,5,16,94,231,57,4568,288.0,750
chan,5,16,53,272,47,4578,319.0,750
kenett,5,16,56,269,238,4387,507.0,750
fe,5,16,21,304,26,4599,330.0,750
rw,5,17,286,39,760,3865,799.0,750
goni,5,17,99,226,56,4569,282.0,750
chan,5,17,56,269,43,4582,312.0,750
kenett,5,17,51,274,243,4382,517.0,750
fe,5,17,22,303,28,4597,331.0,750
rw,5,18,290,35,790,3835,825.0,750
goni,5,18,103,222,57,4568,279.0,750
chan,5,18,56,269,43,4582,312.0,750
kenett,5,18,61,264,233,4392,497.0,750
fe,5,18,24,301,29,4596,330.0,750
rw,5,19,294,31,824,3801,855.0,750
goni,5,19,111,214,54,4571,268.0,750
chan,5,19,59,266,40,4585,306.0,750
kenett,5,19,58,267,236,4389,503.0,750
fe,5,19,27,298,29,4596,327.0,750
rw,5,20,296,29,861,3764,890.0,750
goni,5,20,116,209,61,4564,270.0,750
chan,5,20,57,268,43,4582,311.0,750
kenett,5,20,57,268,237,4388,505.0,750
fe,5,20,28,297,30,4595,327.0,750
rw,5,21,302,23,887,3738,910.0,750
goni,5,21,121,204,60,4565,264.0,750
chan,5,21,61,264,38,4587,302.0,750
kenett,5,21,61,264,233,4392,497.0,750
fe,5,21,30,295,30,4595,325.0,750
rw,5,22,306,19,910,3715,929.0,750
goni,5,22,128,197,61,4564,258.0,750
chan,5,22,62,263,38,4587,301.0,750
kenett,5,22,61,264,233,4392,497.0,750
fe,5,22,31,294,32,4593,326.0,750
rw,5,23,308,17,940,3685,957.0,750
goni,5,23,137,188,64,4561,252.0,750
chan,5,23,62,263,37,4588,300.0,750
kenett,5,23,64,261,230,4395,491.0,750
fe,5,23,32,293,33,4592,326.0,750
rw,5,24,310,15,974,3651,989.0,750
goni,5,24,138,187,71,4554,258.0,750
chan,5,24,62,263,37,4588,300.0,750
kenett,5,24,61,264,233,4392,497.0,750
fe,5,24,33,292,34,4591,326.0,750
rw,5,25,312,13,1003,3622,1016.0,750
goni,5,25,140,185,70,4555,255.0,750
chan,5,25,64,261,35,4590,296.0,750
kenett,5,25,66,259,228,4397,487.0,750
fe,5,25,33,292,36,4589,328.0,750
rw,5,26,314,11,1027,3598,1038.0,750
goni,5,26,144,181,74,4551,255.0,750
chan,5,26,64,261,35,4590,296.0,750
kenett,5,26,65,260,229,4396,489.0,750
fe,5,26,35,290,36,4589,326.0,750
rw,5,27,316,9,1054,3571,1063.0,750
goni,5,27,147,178,77,4548,255.0,750
chan,5,27,71,254,29,4596,283.0,750
kenett,5,27,69,256,225,4400,481.0,750
fe,5,27,38,287,36,4589,323.0,750
rw,5,28,317,8,1079,3546,1087.0,750
goni,5,28,153,172,76,4549,248.0,750
chan,5,28,72,253,27,4598,280.0,750
kenett,5,28,67,258,227,4398,485.0,750
fe,5,28,40,285,36,4589,321.0,750
rw,5,29,317,8,1111,3514,1119.0,750
goni,5,29,161,164,75,4550,239.0,750
chan,5,29,70,255,29,4596,284.0,750
kenett,5,29,64,261,230,4395,491.0,750
fe,5,29,42,283,36,4589,319.0,750
rw,5,30,317,8,1130,3495,1138.0,750
goni,5,30,165,160,78,4547,238.0,750
chan,5,30,72,253,27,4598,280.0,750
kenett,5,30,77,248,217,4408,465.0,750
fe,5,30,43,282,38,4587,320.0,750
rw,5,31,318,7,1152,3473,1159.0,750
goni,5,31,170,155,81,4544,236.0,750
chan,5,31,73,252,26,4599,278.0,750
kenett,5,31,72,253,222,4403,475.0,750
fe,5,31,45,280,39,4586,319.0,750
rw,5,32,319,6,1177,3448,1183.0,750
goni,5,32,174,151,78,4547,229.0,750
chan,5,32,76,249,23,4602,272.0,750
kenett,5,32,70,255,224,4401,479.0,750
fe,5,32,48,277,39,4586,316.0,750
rw,5,33,319,6,1207,3418,1213.0,750
goni,5,33,177,148,83,4542,231.0,750
chan,5,33,73,252,26,4599,278.0,750
kenett,5,33,75,250,219,4406,469.0,750
fe,5,33,50,275,39,4586,314.0,750
rw,5,34,321,4,1234,3391,1238.0,750
goni,5,34,183,142,85,4540,227.0,750
chan,5,34,72,253,27,4598,280.0,750
kenett,5,34,68,257,226,4399,483.0,750
fe,5,34,52,273,40,4585,313.0,750
rw,5,35,322,3,1261,3364,1264.0,750
goni,5,35,185,140,87,4538,227.0,750
chan,5,35,71,254,28,4597,282.0,750
kenett,5,35,76,249,218,4407,467.0,750
fe,5,35,54,271,41,4584,312.0,750
rw,5,36,322,3,1286,3339,1289.0,750
goni,5,36,190,135,87,4538,222.0,750
chan,5,36,75,250,24,4601,274.0,750
kenett,5,36,86,239,208,4417,447.0,750
fe,5,36,56,269,42,4583,311.0,750
rw,5,37,322,3,1305,3320,1308.0,750
goni,5,37,194,131,85,4540,216.0,750
chan,5,37,75,250,24,4601,274.0,750
kenett,5,37,81,244,213,4412,457.0,750
fe,5,37,56,269,43,4582,312.0,750
rw,5,38,322,3,1330,3295,1333.0,750
goni,5,38,196,129,89,4536,218.0,750
chan,5,38,72,253,27,4598,280.0,750
kenett,5,38,78,247,216,4409,463.0,750
fe,5,38,57,268,43,4582,311.0,750
rw,5,39,323,2,1348,3277,1350.0,750
goni,5,39,196,129,94,4531,223.0,750
chan,5,39,72,253,27,4598,280.0,750
kenett,5,39,79,246,215,4410,461.0,750
fe,5,39,58,267,45,4580,312.0,750
rw,5,40,323,2,1367,3258,1369.0,750
goni,5,40,202,123,95,4530,218.0,750
chan,5,40,75,250,24,4601,274.0,750
kenett,5,40,87,238,207,4418,445.0,750
fe,5,40,59,266,47,4578,313.0,750
rw,5,41,323,2,1386,3239,1388.0,750
goni,5,41,209,116,98,4527,214.0,750
chan,5,41,73,252,26,4599,278.0,750
kenett,5,41,86,239,208,4417,447.0,750
fe,5,41,60,265,48,4577,313.0,750
rw,5,42,323,2,1411,3214,1413.0,750
goni,5,42,211,114,99,4526,213.0,750
chan,5,42,73,252,26,4599,278.0,750
kenett,5,42,80,245,214,4411,459.0,750
fe,5,42,60,265,50,4575,315.0,750
rw,5,43,323,2,1434,3191,1436.0,750
goni,5,43,216,109,103,4522,212.0,750
chan,5,43,74,251,25,4600,276.0,750
kenett,5,43,82,243,212,4413,455.0,750
fe,5,43,62,263,50,4575,313.0,750
rw,5,44,324,1,1459,3166,1460.0,750
goni,5,44,219,106,105,4520,211.0,750
chan,5,44,73,252,26,4599,278.0,750
kenett,5,44,87,238,207,4418,445.0,750
fe,5,44,63,262,52,4573,314.0,750
rw,5,45,324,1,1478,3147,1479.0,750
goni,5,45,225,100,112,4513,212.0,750
chan,5,45,73,252,26,4599,278.0,750
kenett,5,45,83,242,211,4414,453.0,750
fe,5,45,64,261,54,4571,315.0,750
rw,5,46,324,1,1495,3130,1496.0,750
goni,5,46,225,100,117,4508,217.0,750
chan,5,46,72,253,27,4598,280.0,750
kenett,5,46,88,237,206,4419,443.0,750
fe,5,46,66,259,55,4570,314.0,750
rw,5,47,324,1,1514,3111,1515.0,750
goni,5,47,226,99,116,4509,215.0,750
chan,5,47,74,251,25,4600,276.0,750
kenett,5,47,84,241,210,4415,451.0,750
fe,5,47,68,257,56,4569,313.0,750
rw,5,48,325,0,1535,3090,1535.0,750
goni,5,48,231,94,124,4501,218.0,750
chan,5,48,73,252,26,4599,278.0,750
kenett,5,48,86,239,208,4417,447.0,750
fe,5,48,68,257,58,4567,315.0,750
rw,5,49,325,0,1553,3072,1553.0,750
goni,5,49,235,90,119,4506,209.0,750
chan,5,49,75,250,24,4601,274.0,750
kenett,5,49,83,242,211,4414,453.0,750
fe,5,49,69,256,60,4565,316.0,750
rw,5,50,325,0,1573,3052,1573.0,750
goni,5,50,235,90,120,4505,210.0,750
chan,5,50,76,249,23,4602,272.0,750
kenett,5,50,87,238,207,4418,445.0,750
fe,5,50,71,254,61,4564,315.0,750
rw,6,1,43,282,53,4572,335.0,900
goni,6,1,3,322,3,4622,325.0,900
chan,6,1,38,287,47,4578,334.0,900
kenett,6,1,16,309,182,4443,491.0,900
fe,6,1,2,323,1,4624,324.0,900
rw,6,2,72,253,113,4512,366.0,900
goni,6,2,11,314,14,4611,328.0,900
chan,6,2,49,276,69,4556,345.0,900
kenett,6,2,16,309,248,4377,557.0,900
fe,6,2,4,321,2,4623,323.0,900
rw,6,3,106,219,165,4460,384.0,900
goni,6,3,17,308,18,4607,326.0,900
chan,6,3,52,273,82,4543,355.0,900
kenett,6,3,16,309,266,4359,575.0,900
fe,6,3,5,320,4,4621,324.0,900
rw,6,4,146,179,209,4416,388.0,900
goni,6,4,28,297,21,4604,318.0,900
chan,6,4,60,265,79,4546,344.0,900
kenett,6,4,18,307,270,4355,577.0,900
fe,6,4,7,318,5,4620,323.0,900
rw,6,5,170,155,256,4369,411.0,900
goni,6,5,29,296,26,4599,322.0,900
chan,6,5,61,264,83,4542,347.0,900
kenett,6,5,23,302,268,4357,570.0,900
fe,6,5,9,316,6,4619,322.0,900
rw,6,6,193,132,296,4329,428.0,900
goni,6,6,41,284,31,4594,315.0,900
chan,6,6,57,268,71,4554,339.0,900
kenett,6,6,29,296,262,4363,558.0,900
fe,6,6,12,313,6,4619,319.0,900
rw,6,7,205,120,344,4281,464.0,900
goni,6,7,45,280,37,4588,317.0,900
chan,6,7,56,269,67,4558,336.0,900
kenett,6,7,26,299,265,4360,564.0,900
fe,6,7,12,313,8,4617,321.0,900
rw,6,8,221,104,391,4234,495.0,900
goni,6,8,50,275,38,4587,313.0,900
chan,6,8,53,272,54,4571,326.0,900
kenett,6,8,28,297,263,4362,560.0,900
fe,6,8,13,312,9,4616,321.0,900
rw,6,9,227,98,436,4189,534.0,900
goni,6,9,60,265,43,4582,308.0,900
chan,6,9,47,278,58,4567,336.0,900
kenett,6,9,29,296,262,4363,558.0,900
fe,6,9,13,312,12,4613,324.0,900
rw,6,10,238,87,473,4152,560.0,900
goni,6,10,73,252,44,4581,296.0,900
chan,6,10,51,274,53,4572,327.0,900
kenett,6,10,43,282,251,4374,533.0,900
fe,6,10,15,310,13,4612,323.0,900
rw,6,11,249,76,523,4102,599.0,900
goni,6,11,79,246,43,4582,289.0,900
chan,6,11,47,278,60,4565,338.0,900
kenett,6,11,48,277,246,4379,523.0,900
fe,6,11,16,309,15,4610,324.0,900
rw,6,12,259,66,562,4063,628.0,900
goni,6,12,87,238,44,4581,282.0,900
chan,6,12,52,273,49,4576,322.0,900
kenett,6,12,42,283,252,4373,535.0,900
fe,6,12,18,307,16,4609,323.0,900
rw,6,13,263,62,606,4019,668.0,900
goni,6,13,97,228,42,4583,270.0,900
chan,6,13,54,271,47,4578,318.0,900
kenett,6,13,41,284,253,4372,537.0,900
fe,6,13,18,307,17,4608,324.0,900
rw,6,14,271,54,648,3977,702.0,900
goni,6,14,99,226,48,4577,274.0,900
chan,6,14,57,268,44,4581,312.0,900
kenett,6,14,48,277,246,4379,523.0,900
fe,6,14,19,306,19,4606,325.0,900
rw,6,15,277,48,685,3940,733.0,900
goni,6,15,102,223,47,4578,270.0,900
chan,6,15,53,272,47,4578,319.0,900
kenett,6,15,52,273,242,4383,515.0,900
fe,6,15,21,304,20,4605,324.0,900
rw,6,16,281,44,726,3899,770.0,900
goni,6,16,114,211,52,4573,263.0,900
chan,6,16,55,270,45,4580,315.0,900
kenett,6,16,44,281,250,4375,531.0,900
fe,6,16,23,302,21,4604,323.0,900
rw,6,17,286,39,762,3863,801.0,900
goni,6,17,125,200,53,4572,253.0,900
chan,6,17,59,266,41,4584,307.0,900
kenett,6,17,55,270,239,4386,509.0,900
fe,6,17,24,301,23,4602,324.0,900
rw,6,18,294,31,795,3830,826.0,900
goni,6,18,124,201,55,4570,256.0,900
chan,6,18,59,266,40,4585,306.0,900
kenett,6,18,58,267,236,4389,503.0,900
fe,6,18,25,300,25,4600,325.0,900
rw,6,19,296,29,826,3799,855.0,900
goni,6,19,131,194,52,4573,246.0,900
chan,6,19,58,267,41,4584,308.0,900
kenett,6,19,56,269,238,4387,507.0,900
fe,6,19,27,298,25,4600,323.0,900
rw,6,20,303,22,857,3768,879.0,900
goni,6,20,128,197,53,4572,250.0,900
chan,6,20,61,264,38,4587,302.0,900
kenett,6,20,60,265,234,4391,499.0,900
fe,6,20,29,296,26,4599,322.0,900
rw,6,21,307,18,884,3741,902.0,900
goni,6,21,129,196,61,4564,257.0,900
chan,6,21,62,263,38,4587,301.0,900
kenett,6,21,58,267,236,4389,503.0,900
fe,6,21,29,296,28,4597,324.0,900
rw,6,22,311,14,908,3717,922.0,900
goni,6,22,138,187,60,4565,247.0,900
chan,6,22,65,260,34,4591,294.0,900
kenett,6,22,62,263,232,4393,495.0,900
fe,6,22,31,294,29,4596,323.0,900
rw,6,23,311,14,939,3686,953.0,900
goni,6,23,139,186,63,4562,249.0,900
chan,6,23,65,260,35,4590,295.0,900
kenett,6,23,59,266,235,4390,501.0,900
fe,6,23,33,292,30,4595,322.0,900
rw,6,24,312,13,965,3660,978.0,900
goni,6,24,149,176,61,4564,237.0,900
chan,6,24,63,262,36,4589,298.0,900
kenett,6,24,70,255,224,4401,479.0,900
fe,6,24,35,290,31,4594,321.0,900
rw,6,25,313,12,996,3629,1008.0,900
goni,6,25,152,173,68,4557,241.0,900
chan,6,25,62,263,38,4587,301.0,900
kenett,6,25,67,258,227,4398,485.0,900
fe,6,25,35,290,34,4591,324.0,900
rw,6,26,315,10,1022,3603,1032.0,900
goni,6,26,152,173,75,4550,248.0,900
chan,6,26,66,259,33,4592,292.0,900
kenett,6,26,59,266,235,4390,501.0,900
fe,6,26,36,289,35,4590,324.0,900
rw,6,27,317,8,1050,3575,1058.0,900
goni,6,27,154,171,75,4550,246.0,900
chan,6,27,68,257,31,4594,288.0,900
kenett,6,27,64,261,230,4395,491.0,900
fe,6,27,39,286,35,4590,321.0,900
rw,6,28,319,6,1076,3549,1082.0,900
goni,6,28,174,151,77,4548,228.0,900
chan,6,28,68,257,31,4594,288.0,900
kenett,6,28,66,259,228,4397,487.0,900
fe,6,28,41,284,35,4590,319.0,900
rw,6,29,319,6,1108,3517,1114.0,900
goni,6,29,184,141,75,4550,216.0,900
chan,6,29,70,255,29,4596,284.0,900
kenett,6,29,77,248,217,4408,465.0,900
fe,6,29,42,283,37,4588,320.0,900
rw,6,30,319,6,1135,3490,1141.0,900
goni,6,30,183,142,75,4550,217.0,900
chan,6,30,74,251,25,4600,276.0,900
kenett,6,30,73,252,221,4404,473.0,900
fe,6,30,44,281,38,4587,319.0,900
rw,6,31,320,5,1154,3471,1159.0,900
goni,6,31,191,134,76,4549,210.0,900
chan,6,31,76,249,23,4602,272.0,900
kenett,6,31,71,254,223,4402,477.0,900
fe,6,31,46,279,38,4587,317.0,900
rw,6,32,322,3,1177,3448,1180.0,900
goni,6,32,195,130,73,4552,203.0,900
chan,6,32,75,250,24,4601,274.0,900
kenett,6,32,73,252,221,4404,473.0,900
fe,6,32,48,277,39,4586,316.0,900
rw,6,33,323,2,1196,3429,1198.0,900
goni,6,33,203,122,83,4542,205.0,900
chan,6,33,80,245,19,4606,264.0,900
kenett,6,33,68,257,226,4399,483.0,900
fe,6,33,49,276,41,4584,317.0,900
rw,6,34,323,2,1230,3395,1232.0,900
goni,6,34,207,118,85,4540,203.0,900
chan,6,34,81,244,18,4607,262.0,900
kenett,6,34,78,247,216,4409,463.0,900
fe,6,34,49,276,44,4581,320.0,900
rw,6,35,323,2,1253,3372,1255.0,900
goni,6,35,205,120,90,4535,210.0,900
chan,6,35,79,246,20,4605,266.0,900
kenett,6,35,75,250,219,4406,469.0,900
fe,6,35,50,275,46,4579,321.0,900
rw,6,36,323,2,1284,3341,1286.0,900
goni,6,36,218,107,89,4536,196.0,900
chan,6,36,78,247,21,4604,268.0,900
kenett,6,36,73,252,221,4404,473.0,900
fe,6,36,51,274,47,4578,321.0,900
rw,6,37,323,2,1312,3313,1314.0,900
goni,6,37,216,109,93,4532,202.0,900
chan,6,37,77,248,22,4603,270.0,900
kenett,6,37,81,244,213,4412,457.0,900
fe,6,37,51,274,50,4575,324.0,900
rw,6,38,323,2,1338,3287,1340.0,900
goni,6,38,217,108,89,4536,197.0,900
chan,6,38,76,249,23,4602,272.0,900
kenett,6,38,77,248,217,4408,465.0,900
fe,6,38,54,271,50,4575,321.0,900
rw,6,39,324,1,1370,3255,1371.0,900
goni,6,39,220,105,95,4530,200.0,900
chan,6,39,75,250,24,4601,274.0,900
kenett,6,39,84,241,210,4415,451.0,900
fe,6,39,56,269,51,4574,320.0,900
rw,6,40,324,1,1394,3231,1395.0,900
goni,6,40,229,96,96,4529,192.0,900
chan,6,40,79,246,20,4605,266.0,900
kenett,6,40,77,248,217,4408,465.0,900
fe,6,40,59,266,51,4574,317.0,900
rw,6,41,324,1,1415,3210,1416.0,900
goni,6,41,231,94,97,4528,191.0,900
chan,6,41,74,251,25,4600,276.0,900
kenett,6,41,84,241,210,4415,451.0,900
fe,6,41,61,264,52,4573,316.0,900
rw,6,42,324,1,1432,3193,1433.0,900
goni,6,42,230,95,99,4526,194.0,900
chan,6,42,80,245,19,4606,264.0,900
kenett,6,42,83,242,211,4414,453.0,900
fe,6,42,63,262,52,4573,314.0,900
rw,6,43,324,1,1454,3171,1455.0,900
goni,6,43,233,92,100,4525,192.0,900
chan,6,43,78,247,21,4604,268.0,900
kenett,6,43,85,240,209,4416,449.0,900
fe,6,43,64,261,54,4571,315.0,900
rw,6,44,325,0,1477,3148,1477.0,900
goni,6,44,238,87,107,4518,194.0,900
chan,6,44,79,246,20,4605,266.0,900
kenett,6,44,92,233,202,4423,435.0,900
fe,6,44,64,261,57,4568,318.0,900
rw,6,45,325,0,1493,3132,1493.0,900
goni,6,45,242,83,112,4513,195.0,900
chan,6,45,78,247,21,4604,268.0,900
kenett,6,45,87,238,207,4418,445.0,900
fe,6,45,67,258,57,4568,315.0,900
rw,6,46,325,0,1520,3105,1520.0,900
goni,6,46,240,85,118,4507,203.0,900
chan,6,46,80,245,19,4606,264.0,900
kenett,6,46,88,237,206,4419,443.0,900
fe,6,46,68,257,59,4566,316.0,900
rw,6,47,325,0,1541,3084,1541.0,900
goni,6,47,244,81,118,4507,199.0,900
chan,6,47,82,243,17,4608,260.0,900
kenett,6,47,94,231,200,4425,431.0,900
fe,6,47,70,255,60,4565,315.0,900
rw,6,48,325,0,1561,3064,1561.0,900
goni,6,48,240,85,116,4509,201.0,900
chan,6,48,82,243,17,4608,260.0,900
kenett,6,48,96,229,198,4427,427.0,900
fe,6,48,70,255,62,4563,317.0,900
rw,6,49,325,0,1574,3051,1574.0,900
goni,6,49,241,84,118,4507,202.0,900
chan,6,49,77,248,22,4603,270.0,900
kenett,6,49,96,229,198,4427,427.0,900
fe,6,49,72,253,62,4563,315.0,900
rw,6,50,325,0,1587,3038,1587.0,900
goni,6,50,244,81,122,4503,203.0,900
chan,6,50,79,246,20,4605,266.0,900
kenett,6,50,96,229,198,4427,427.0,900
fe,6,50,74,251,62,4563,313.0,900
rw,7,1,43,282,58,4567,340.0,1050
goni,7,1,0,325,4,4621,329.0,1050
chan,7,1,34,291,46,4579,337.0,1050
kenett,7,1,13,312,182,4443,494.0,1050
fe,7,1,3,322,0,4625,322.0,1050
rw,7,2,78,247,114,4511,361.0,1050
goni,7,2,7,318,8,4617,326.0,1050
chan,7,2,47,278,72,4553,350.0,1050
kenett,7,2,22,303,251,4374,554.0,1050
fe,7,2,4,321,2,4623,323.0,1050
rw,7,3,111,214,167,4458,381.0,1050
goni,7,3,20,305,19,4606,324.0,1050
chan,7,3,55,270,83,4542,353.0,1050
kenett,7,3,25,300,266,4359,566.0,1050
fe,7,3,6,319,3,4622,322.0,1050
rw,7,4,139,186,217,4408,403.0,1050
goni,7,4,26,299,24,4601,323.0,1050
chan,7,4,48,277,86,4539,363.0,1050
kenett,7,4,28,297,266,4359,563.0,1050
fe,7,4,6,319,6,4619,325.0,1050
rw,7,5,164,161,265,4360,426.0,1050
goni,7,5,34,291,22,4603,313.0,1050
chan,7,5,45,280,89,4536,369.0,1050
kenett,7,5,33,292,261,4364,553.0,1050
fe,7,5,8,317,7,4618,324.0,1050
rw,7,6,188,137,309,4316,446.0,1050
goni,7,6,36,289,22,4603,311.0,1050
chan,7,6,47,278,82,4543,360.0,1050
kenett,7,6,31,294,263,4362,557.0,1050
fe,7,6,10,315,8,4617,323.0,1050
rw,7,7,206,119,361,4264,480.0,1050
goni,7,7,40,285,19,4606,304.0,1050
chan,7,7,49,276,73,4552,349.0,1050
kenett,7,7,27,298,267,4358,565.0,1050
fe,7,7,11,314,10,4615,324.0,1050
rw,7,8,218,107,411,4214,518.0,1050
goni,7,8,45,280,23,4602,303.0,1050
chan,7,8,48,277,74,4551,351.0,1050
kenett,7,8,33,292,261,4364,553.0,1050
fe,7,8,13,312,11,4614,323.0,1050
rw,7,9,231,94,451,4174,545.0,1050
goni,7,9,55,270,25,4600,295.0,1050
chan,7,9,49,276,60,4565,336.0,1050
kenett,7,9,33,292,261,4364,553.0,1050
fe,7,9,16,309,11,4614,320.0,1050
rw,7,10,248,77,495,4130,572.0,1050
goni,7,10,66,259,30,4595,289.0,1050
chan,7,10,46,279,59,4566,338.0,1050
kenett,7,10,41,284,253,4372,537.0,1050
fe,7,10,19,306,11,4614,317.0,1050
rw,7,11,253,72,537,4088,609.0,1050
goni,7,11,78,247,39,4586,286.0,1050
chan,7,11,47,278,57,4568,335.0,1050
kenett,7,11,37,288,257,4368,545.0,1050
fe,7,11,22,303,11,4614,314.0,1050
rw,7,12,257,68,572,4053,640.0,1050
goni,7,12,88,237,42,4583,279.0,1050
chan,7,12,50,275,52,4573,327.0,1050
kenett,7,12,42,283,252,4373,535.0,1050
fe,7,12,23,302,13,4612,315.0,1050
rw,7,13,260,65,621,4004,686.0,1050
goni,7,13,90,235,43,4582,278.0,1050
chan,7,13,48,277,55,4570,332.0,1050
kenett,7,13,46,279,248,4377,527.0,1050
fe,7,13,25,300,14,4611,314.0,1050
rw,7,14,268,57,652,3973,709.0,1050
goni,7,14,94,231,45,4580,276.0,1050
chan,7,14,55,270,48,4577,318.0,1050
kenett,7,14,51,274,243,4382,517.0,1050
fe,7,14,26,299,16,4609,315.0,1050
rw,7,15,276,49,686,3939,735.0,1050
goni,7,15,94,231,45,4580,276.0,1050
chan,7,15,52,273,47,4578,320.0,1050
kenett,7,15,55,270,239,4386,509.0,1050
fe,7,15,27,298,18,4607,316.0,1050
rw,7,16,280,45,716,3909,761.0,1050
goni,7,16,108,217,47,4578,264.0,1050
chan,7,16,54,271,45,4580,316.0,1050
kenett,7,16,53,272,241,4384,513.0,1050
fe,7,16,29,296,18,4607,314.0,1050
rw,7,17,283,42,756,3869,798.0,1050
goni,7,17,117,208,45,4580,253.0,1050
chan,7,17,53,272,46,4579,318.0,1050
kenett,7,17,46,279,248,4377,527.0,1050
fe,7,17,32,293,18,4607,311.0,1050
rw,7,18,286,39,787,3838,826.0,1050
goni,7,18,123,202,49,4576,251.0,1050
chan,7,18,56,269,44,4581,313.0,1050
kenett,7,18,42,283,252,4373,535.0,1050
fe,7,18,33,292,20,4605,312.0,1050
rw,7,19,289,36,817,3808,853.0,1050
goni,7,19,127,198,51,4574,249.0,1050
chan,7,19,58,267,42,4583,309.0,1050
kenett,7,19,56,269,238,4387,507.0,1050
fe,7,19,36,289,20,4605,309.0,1050
rw,7,20,295,30,849,3776,879.0,1050
goni,7,20,136,189,52,4573,241.0,1050
chan,7,20,58,267,41,4584,308.0,1050
kenett,7,20,55,270,239,4386,509.0,1050
fe,7,20,37,288,22,4603,310.0,1050
rw,7,21,297,28,873,3752,901.0,1050
goni,7,21,141,184,53,4572,237.0,1050
chan,7,21,60,265,39,4586,304.0,1050
kenett,7,21,54,271,240,4385,511.0,1050
fe,7,21,38,287,24,4601,311.0,1050
rw,7,22,300,25,900,3725,925.0,1050
goni,7,22,149,176,57,4568,233.0,1050
chan,7,22,62,263,37,4588,300.0,1050
kenett,7,22,59,266,235,4390,501.0,1050
fe,7,22,40,285,25,4600,310.0,1050
rw,7,23,303,22,931,3694,953.0,1050
