subj,node1,node2,irt5,irt9,irt95
S117,lion,elephant,1,1,1
S117,zebra,wolf,1,1,1
S117,sparrow,swallow,0,1,1
S117,eagle,bluejay,0,1,0
S117,polarbear,ant,1,0,0
S117,rat,dog,1,0,0
S117,bluejacket,sparrow,1,1,1
S117,ferret,polarbear,1,1,0
S117,ferret,weasel,1,1,1
S117,dolphin,salmon,0,0,1
S117,cougar,giraffe,0,1,0
S117,polarbear,blackbear,1,1,1
S117,falcon,trout,0,0,1
S117,polarbear,grizzlybear,0,0,1
S117,robin,dolphin,1,0,0
S117,deer,grizzlybear,1,1,1
S117,python,cat,1,1,1
S117,cougar,ant,1,1,0
S117,shark,tuna,0,0,1
S117,iguana,mouse,1,1,0
S117,tuna,whale,1,1,0
S117,ferret,gerbil,1,1,1
S117,weasel,robin,1,1,1
S117,trout,anteater,1,1,0
S117,cougar,cheetah,1,1,1
S117,gazelle,buffalo,1,1,1
S117,trout,cod,1,1,1
S117,gazelle,moose,1,0,0
S117,shark,whale,1,1,1
S117,gazelle,armadillo,1,1,1
S117,deer,moose,1,1,1
S117,spider,beetle,1,1,1
S117,beetle,gecko,1,1,0
S117,gerbil,bluejay,1,1,0
S117,swallow,mouse,1,0,0
S117,lion,tiger,1,1,1
S117,cougar,elephant,1,0,1
S117,hamster,bluejay,1,1,1
S117,falcon,anteater,0,0,1
S117,frog,penguin,1,1,1
S117,weasel,ant,1,0,0
S117,swallow,elephant,1,1,1
S117,beetle,anteater,1,0,0
S117,cougar,wolf,1,1,1
S117,trout,pig,1,0,0
S117,cow,horse,1,1,0
S117,horse,pig,1,1,1
S117,bear,polarbear,1,1,1
S117,sparrow,mockingbird,1,1,0
S117,python,dog,1,1,0
S117,brownbear,blackbear,1,1,1
S117,armadillo,hyena,0,1,1
S117,swallow,rat,1,1,1
S117,wolf,dog,1,1,1
S117,dove,gorilla,1,1,1
S117,monkey,gorilla,1,1,1
S117,cat,mouse,1,1,1
S117,polarbear,anteater,1,1,1
S117,pig,dog,0,1,0
S117,zebra,monkey,1,1,0
S117,salamander,cod,1,1,1
S117,zebra,gorilla,1,1,1
S117,lion,zebra,1,1,1
S117,iguana,eagle,1,1,1
S117,trout,dolphin,1,1,1
S117,trout,tuna,1,1,1
S117,tiger,hawk,1,1,1
S117,cougar,ocelot,0,0,1
S117,sparrow,dove,1,1,0
S117,mockingbird,hawk,1,1,1
S117,elk,moose,1,1,1
S117,elk,deer,1,1,0
S117,trout,salmon,1,1,1
S117,dolphin,whale,1,1,1
S117,giraffe,cheetah,1,1,1
S117,falcon,eagle,1,1,1
S117,falcon,baldeagle,1,1,1
S117,ant,salamander,0,0,1
S117,cougar,hyena,0,1,0
S117,monkey,blackwidow,1,1,1
S117,robin,hyena,0,0,1
S117,tarantula,blackwidow,1,1,1
S117,goldeneagle,whale,1,1,1
S117,iguana,rat,0,0,1
S117,dolphin,anteater,0,1,0
S117,ant,anteater,1,1,1
S117,beetle,weasel,0,1,1
S117,cow,dog,1,1,1
S117,gerbil,rat,0,1,1
S117,shark,grouper,1,1,1
S117,cheetah,whale,1,1,1
S117,cat,dog,1,1,1
S117,rat,mouse,1,1,1
S117,goldeneagle,baldeagle,1,1,1
S117,anteater,whale,0,1,0
S117,beetle,fly,1,1,1
S117,gerbil,hamster,1,1,1
S117,horse,donkey,1,1,1
S117,tiger,cheetah,0,0,1
S117,grizzlybear,moose,1,1,1
S117,prayingmantis,ant,1,1,1
S117,horse,buffalo,1,1,1
S117,pig,salmon,1,1,1
S117,frog,gecko,1,1,1
S117,giraffe,lion,1,1,1
S117,swallow,robin,1,0,0
S117,grouper,salmon,1,1,0
S117,cow,donkey,1,1,0
S117,gerbil,weasel,1,0,0
S117,swallow,bluejay,1,0,1
S117,ocelot,prayingmantis,1,1,1
S117,wolf,hyena,1,1,1
S117,zebra,elephant,1,1,1
S117,swallow,hawk,0,1,0
S117,bluejacket,mockingbird,1,1,1
S117,cougar,robin,0,1,0
S117,weasel,mouse,0,0,1
S117,spider,monkey,1,1,1
S117,pig,buffalo,1,0,0
S117,falcon,swallow,0,1,0
S117,falcon,hawk,1,1,1
S117,trout,whale,1,1,0
S117,cat,rat,0,1,0
S117,elk,gazelle,1,1,1
S117,cow,pig,1,1,1
S117,tiger,blackbear,1,1,1
S117,swallow,weasel,1,0,0
S117,polarbear,robin,0,0,1
S117,swallow,dove,1,1,1
S117,tarantula,hawk,1,1,1
S117,gazelle,hyena,1,0,1
S117,falcon,mockingbird,1,0,0
S117,beetle,iguana,0,1,0
S117,ferret,hamster,1,1,1
S117,beetle,ant,1,1,1
S117,lion,cheetah,1,1,0
S117,iguana,gecko,1,1,1
S117,gazelle,deer,0,1,0
S117,polarbear,tiger,1,1,0
S117,shark,cheetah,1,1,0
S117,mouse,dog,1,1,0
S117,giraffe,elephant,1,1,1
S117,bluejay,robin,1,1,1
S117,spider,fly,0,0,1
S117,lemur,dolphin,1,1,1
S117,bear,tiger,1,1,1
S117,eagle,swallow,1,1,1
S117,grizzlybear,blackbear,1,1,0
S117,flamingo,lemur,1,1,1
S117,eagle,hawk,1,1,1
S117,iguana,ant,0,1,0
S117,spider,gecko,1,1,1
S117,tiger,elephant,0,1,0
S117,zebra,penguin,1,1,1
S117,dolphin,hyena,1,1,1
S117,giraffe,zebra,1,1,1
