subj,node1,node2,irt5,irt9,irt95
S112,tiger,squid,1,1,1
S112,bull,fish,0,1,1
S112,squirrel,squid,1,1,1
S112,bear,panther,0,1,1
S112,alligator,hippopotamus,1,1,1
S112,bear,fox,1,0,1
S112,cricket,grasshopper,1,1,1
S112,squirrel,raccoon,1,1,1
S112,zebra,hippopotamus,1,1,1
S112,gopher,mole,1,1,1
S112,scorpion,bee,1,1,1
S112,mouse,panther,0,1,0
S112,fish,octopus,1,1,1
S112,chicken,bear,0,1,0
S112,chicken,wolf,1,1,1
S112,rat,panther,1,0,0
S112,tiger,giraffe,1,1,1
S112,scorpion,coyote,0,0,1
S112,sloth,koalabear,1,1,1
S112,shark,whale,1,1,1
S112,cricket,snake,1,1,1
S112,monkey,giraffe,1,1,1
S112,squirrel,bear,1,0,0
S112,squid,raccoon,1,1,0
S112,zebra,leopard,1,1,1
S112,beetle,gopher,1,1,1
S112,mouse,cockroach,1,1,1
S112,bear,mouse,0,1,0
S112,bird,octopus,1,1,1
S112,crocodile,giraffe,1,0,0
S112,koalabear,hamster,1,1,1
S112,bull,octopus,1,0,0
S112,zebra,panther,1,1,0
S112,sloth,hamster,1,1,1
S112,bear,penguin,1,0,1
S112,snake,hamster,1,1,1
S112,beetle,grasshopper,1,1,1
S112,starfish,lobster,1,1,1
S112,leopard,hyena,1,1,1
S112,squirrel,fox,0,0,1
S112,spider,koalabear,1,1,1
S112,chicken,bull,1,1,1
S112,monkey,gorilla,1,1,1
S112,snake,mouse,1,1,1
S112,leopard,raccoon,1,1,1
S112,cat,bird,1,1,1
S112,bull,cow,1,1,1
S112,pig,whale,0,1,0
S112,prairiedog,mole,1,1,1
S112,crab,whale,1,1,1
S112,squid,octopus,1,1,1
S112,beetle,cricket,1,1,0
S112,chicken,fish,0,1,1
S112,crab,squid,1,1,1
S112,tiger,gorilla,0,1,0
S112,penguin,panda,1,0,1
S112,squid,bird,1,1,1
S112,sloth,monkey,1,1,1
S112,pig,cow,1,1,1
S112,bird,dog,1,1,1
S112,grasshopper,snake,0,1,0
S112,snake,rat,1,1,1
S112,squid,dog,1,1,0
S112,snake,pig,1,1,1
S112,hornet,bee,1,1,1
S112,leopard,panther,1,1,1
S112,chicken,octopus,1,1,0
S112,penguin,gorilla,1,1,1
S112,scorpion,spider,1,1,1
S112,cricket,tiger,1,1,1
S112,cat,dog,1,1,1
S112,monkey,tiger,0,1,0
S112,hummingbird,cow,1,1,1
S112,wasp,hornet,1,1,1
S112,penguin,seal,1,1,1
S112,coyote,wolf,1,1,1
S112,bear,wolf,1,1,0
S112,scorpion,rat,0,1,1
S112,fox,wolf,1,1,1
S112,lion,leopard,0,0,1
S112,bear,coyote,1,1,1
S112,giraffe,leopard,0,1,0
S112,scorpion,bear,1,0,0
S112,tiger,lion,1,1,1
S112,crab,cricket,1,1,0
S112,coyote,penguin,1,1,0
S112,giraffe,hyena,1,1,1
S112,cockroach,panther,0,0,1
S112,crab,shark,1,0,0
S112,woodpecker,hummingbird,1,1,1
S112,shark,seal,1,1,1
S112,crab,lobster,1,1,1
S112,beetle,mole,1,1,0
S112,crocodile,hippopotamus,1,0,0
S112,crab,grasshopper,1,1,1
S112,dog,octopus,1,1,0
S112,monkey,panda,0,1,0
S112,coyote,seal,1,1,1
S112,crocodile,alligator,1,1,1
S112,monkey,penguin,1,1,0
S112,woodpecker,raccoon,1,1,1
S112,bear,rat,1,1,1
S112,alligator,zebra,0,1,0
S112,bull,pig,1,1,1
S112,crab,starfish,0,1,0
S112,shark,pig,1,1,1
S112,giraffe,zebra,0,0,1
S112,lion,squid,1,1,1
S112,rat,mouse,1,1,1
