numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,other_limit,followtype,windowgraph_threshold,prior_samplesize,startGraph,windowgraph_size,triangle_limit,prune_limit,numedges,graph_seed,x_seed,truegraph,ll_tg,method,cost,ll,time,bestgraph,hit,miss,fa,cr
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,185,3,3,:q_O?K?AA_?OOM?@@?ocOJ?@?o_UAAA@W?GGD__wWSP@A@PC?CBAawOWOK`Ag?COK__o_STBAa@K?ABAO?_UIKGcw_o[OIoOOKKQaAA@YWMIoOXECPJEH@WrKFCbc?CBACw?OIS``PWuIXa@O{GEDDbW_Sh?A``KCUMMO?Ga?HQrAp_x??_p`W|DCAW?CE]NiG?cYOUPP`?zCAersS[hTP?gs\,,windowgraph,178.0,-inf,0:00:00.109781,:qc__sM]BCaiGiy[esxmGNLq``Mcx]u?B}|DpCBbn,15,170,8,1032
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,191,4,4,:q_O?K?AA_?OOM?@@?ocCD?@@G?CCBA@W?KIG_?OWOR@@?o_aACAa@SCIGEO?WSUKEoP?cUKaa@cGIE_?O_aABAoP?cWNcbACcTCCA`hU?A_a@Oo\?CdGgw]O__ogy?BAaGGKHDCAp_}WMKpPo}IIEbgOKSMMoOOK^BAdWWsw]QO?WoxDFewGGOM__oaYCLHDDSOQJMfg__UMUO?GPWl_bAaQSMIDS{Sx,,windowgraph,178.0,-inf,0:00:00.087170,:qgAwOYg?j`?{IAK_DH}?vdAy@xnSeuFX^?j[,17,174,4,1030
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,176,5,5,:q_O?K?AA_?OOM?@@?oc?ECAoOOQCCA`wOOJCBo?SOJ?@`?k?GDEo?GKH@A@p{WSL_?OOON?@`@{CIEHOO_SYNGO`[?GDFpA{CGNGDW?GEDBDG`[p?@`?guEPIEgWO_TaP?piKYOP?pP@?AdCKC]QIeW`h?aadCKKGEHCq{OILGFgH?ica@SKSMGihDKKGEGgGG{rNGDWhPBCLGN,,windowgraph,160.0,-inf,0:00:00.104939,:qc?hoUc@Dtp|]`ZJvQKg`_AW_uSG_iPi@fS`RQLiAr,20,156,4,1045
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,,windowgraph,178.0,-inf,0:00:00.117495,:qhawhMAMkDzPCd_Lram`@Gig[spKjfgm?j,17,173,5,1030
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,187,2,2,:q_O?K?AA_?OOM?@@?oc?AA___cCGE_?_s?AA___gY?@BagOaACCBWOSN@ABGGSV@ECGGGGK`@_wgUK`a`pAGJECAKGEI``Owi?BAcqcCGDIOOOSQX_a``]?ACewOWl??`Q@Kl?@@a`y?XLfw?S_RNo?h@BADdG?SeZ``pPaCCDcb[OIEFEgGWOL__oosh@@@gxGeZ`a`pU?@CiDKGRCAdRIYGOP~,,windowgraph,177.0,-inf,0:00:00.123833,:qb?iGmwVoFjMP@ZdSlYiu\vATCWRTgDc^,15,172,5,1033
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,189,3,3,:q_O?K?AA_?OOM?@@?oc?ADa`g?SL??_ogY?CAo?OOJDCOP?cUK_?`Gq?EBaWOKH?@CG?OOIDo__cd@A@P{SKL`cAK?EIaa@sCGHEDAk?EHEoogkp??`PG}GDDCg?WMJEEw?CURIO_gWrECab`u?IJoPGmIMKEwOS[OGcxPKgX_?OhT@IKhggsj@AGCqaSgTO?GS]`ceCaUIEIeW?GQKFOPHdLDCed~,,windowgraph,171.0,-inf,0:00:00.118972,:qf`_|C`J`TPD?bZKV_o[^`Mwr{woZfCQ[iq_PYdEXOiuesdSrpEen,26,163,8,1028
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,171,4,4,:q_O?K?AA_?OOM?@@?oc?CD`?o_UECBOocOIGCp@?iEJ_?_WU?@@BWGW\@@@G?S\DBA@{SOI_?`?uACEBXOsaQHopOu?BBaa[SONHSbKGGLFDG_sjEFoogcXMJfG_seXNQa[GIEEbg_SMW``Pgw`SKpC[GESJercCIEEeG?OIWaiWWk|ABBPsOIMFqa[OIMForqmGGCgTv,,windowgraph,155.0,-inf,0:00:00.148355,:q`?XoAeGi_YKINYKsjoKX[ex?mWGbiYOxbUBNZP}{]ljqQYF,22,149,6,1048
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,197,5,5,:q_O?K?AA_?OOM?@@?oc?ACAoo_Y?@@?oc?AA@`w?CEG_?OOSPAAaPS?P?@@gGU?@AA`[?ACA`g?CGD___gaEIGO?oyGDCB@sKUKFo?Oq?AGdRC?UPHoOg_eY`@RPmEIIOOogaX_aAXmIEBbgGOa[OOOOk]__@@hGp?ACB\kw`_@PXCvDCabC?EZNgg_wp?@`@AIAAHCss?AGNHw?`F?IddKSsZOpOpc{eb@pAPT,,windowgraph,182.0,-inf,0:00:00.114564,:qc_yoyuRlV`TNC_eckhrMWpTkTGseniK]es[bYn,20,177,5,1023
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,,windowgraph,178.0,-inf,0:00:00.118983,:qhawhMAMkDzPCd_Lram`@Gig[spKjfgm?j,17,173,5,1030
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,187,2,2,:q_O?K?AA_?OOM?@@?oc?AA___cCGE_?_s?AA___gY?@BagOaACCBWOSN@ABGGSV@ECGGGGK`@_wgUK`a`pAGJECAKGEI``Owi?BAcqcCGDIOOOSQX_a``]?ACewOWl??`Q@Kl?@@a`y?XLfw?S_RNo?h@BADdG?SeZ``pPaCCDcb[OIEFEgGWOL__oosh@@@gxGeZ`a`pU?@CiDKGRCAdRIYGOP~,,windowgraph,177.0,-inf,0:00:00.117184,:qb?iGmwVoFjMP@ZdSlYiu\vATCWRTgDc^,15,172,5,1033
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,189,3,3,:q_O?K?AA_?OOM?@@?oc?ADa`g?SL??_ogY?CAo?OOJDCOP?cUK_?`Gq?EBaWOKH?@CG?OOIDo__cd@A@P{SKL`cAK?EIaa@sCGHEDAk?EHEoogkp??`PG}GDDCg?WMJEEw?CURIO_gWrECab`u?IJoPGmIMKEwOS[OGcxPKgX_?OhT@IKhggsj@AGCqaSgTO?GS]`ceCaUIEIeW?GQKFOPHdLDCed~,,windowgraph,171.0,-inf,0:00:00.118882,:qf`_|C`J`TPD?bZKV_o[^`Mwr{woZfCQ[iq_PYdEXOiuesdSrpEen,26,163,8,1028
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,171,4,4,:q_O?K?AA_?OOM?@@?oc?CD`?o_UECBOocOIGCp@?iEJ_?_WU?@@BWGW\@@@G?S\DBA@{SOI_?`?uACEBXOsaQHopOu?BBaa[SONHSbKGGLFDG_sjEFoogcXMJfG_seXNQa[GIEEbg_SMW``Pgw`SKpC[GESJercCIEEeG?OIWaiWWk|ABBPsOIMFqa[OIMForqmGGCgTv,,windowgraph,155.0,-inf,0:00:00.130445,:q`?XoAeGi_YKINYKsjoKX[ex?mWGbiYOxbUBNZP}{]ljqQYF,22,149,6,1048
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,197,5,5,:q_O?K?AA_?OOM?@@?oc?ACAoo_Y?@@?oc?AA@`w?CEG_?OOSPAAaPS?P?@@gGU?@AA`[?ACA`g?CGD___gaEIGO?oyGDCB@sKUKFo?Oq?AGdRC?UPHoOg_eY`@RPmEIIOOogaX_aAXmIEBbgGOa[OOOOk]__@@hGp?ACB\kw`_@PXCvDCabC?EZNgg_wp?@`@AIAAHCss?AGNHw?`F?IddKSsZOpOpc{eb@pAPT,,windowgraph,182.0,-inf,0:00:00.122104,:qc_yoyuRlV`TNC_eckhrMWpTkTGseniK]es[bYn,20,177,5,1023
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,,windowgraph,175.0,-inf,0:00:00.135721,:qf`yWmIRfUaHJ?ZfD[`zO_`AImZKjfgjf?S[,19,171,4,1031
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,182,2,2,:q_O?K?AA_?OOM?@@?ocGECAoOWSLAA@O{?CB____U?A@aWOOIFCOOOKL?@aw?GV@@?w?CIL_?OWOJ??cgGGEJb@p`CdLGdWWSjBCbg_ScRacaXSrA@cGOo]Za`_wiABBAB[ScTLRQHSlA@`?sGEW`DRqECLHEsKSOKMtSDCkVLQ``?uaaadC?Ac`BqcSOdSRQI@NBAhwO|VCEdtsCSOMJ~,,windowgraph,162.0,-inf,0:00:00.163630,:qc@xWe]Eh?G@IkPkAptMuKGVPU?YPpgSUEzTNtzYJUNqrQIAmfwEdsj,27,155,7,1036
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,180,3,3,:q_O?K?AA_?OOM?@@?oc?CC_?Oc?AA@`?k?ACAoOc?H@AAgGOJCBa`c?AAA@pCGGDCO?GGPDEo?GGED`Cww_QMFcHo{j?ADWOKUR_bQSCIH`@?g_^ACDYhY?DCDw?KQIGO@GiMGDdw?[]ULpQPeEJKPpp[xCBaH@pJ?HEbsGaR__pHct@AAPg|T?BA`Ws`@@@qIq?@HeghCifaBak?CG,,windowgraph,162.0,-inf,0:00:00.126120,:qeAhwQcLiCxt_CBHrZp^?HDWqSkpMrfHhihjAZQIra[,21,159,3,1042
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,177,4,4,:q_O?K?AA_?OOM?@@?ocCEC_?_[?ACBoOOQ?@@@GWOMH_`GGOKJ`A`WqCDBA`cGVBBbPpA?A@aGGKGEEoOWS^CFBw_sbCFdW?OMQ_aqKOZ?AaQha?EDcacGQTLOOo]GNIdwPEGMFoo_gtDCAPWsfAEBaKGgZ_AQh_v@BEg_c_bfdQ{GWMGrcAQEEEcw?CMQ_`?xtHHMgssWxCIdtN,,windowgraph,154.0,-inf,0:00:00.179352,:qd?XwUaBEowGumNhQzWAyHLPymG`HDf[pmKYgY_Oz@lKRccfaT,27,150,4,1044
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,188,5,5,:q_O?K?AA_?OOM?@@?oc?AAAo?OU?@A@w?CCD_`?kCGGDO?WOKH_`@?gVC_?OS?AAAbG__ZBCbw_sbCA``PA?ADb@hMCBAaxOsaRIp`GmCBGdGWSKK__`cKGDIewWWQO_@RkCGIEcWgo_ScbwOOMH_?PxAW\OOo`guc_Fggoy`_@?gk[d_aQP_y`_?W?SQOJFGOKI^Sooh|XZMO_WlVAA@pIqGLHd^,,windowgraph,167.0,-inf,0:00:00.137144,:qd@hgiaGi@I[mqPIVpOvANMwqEAucrfRqFQQt`Z}r]JbrQ^,24,164,3,1034
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,,windowgraph,176.0,-inf,0:00:00.048337,:qf`yWmIRfUaMC[TqFlGGPTrXd[|D[wAbf,17,173,3,1032
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,182,2,2,:q_O?K?AA_?OOM?@@?ocGECAoOWSLAA@O{?CB____U?A@aWOOIFCOOOKL?@aw?GV@@?w?CIL_?OWOJ??cgGGEJb@p`CdLGdWWSjBCbg_ScRacaXSrA@cGOo]Za`_wiABBAB[ScTLRQHSlA@`?sGEW`DRqECLHEsKSOKMtSDCkVLQ``?uaaadC?Ac`BqcSOdSRQI@NBAhwO|VCEdtsCSOMJ~,,windowgraph,161.0,-inf,0:00:00.043689,:qc@xWec?_CipEoJFSzWo`\DW@hFE`PWZlUnZPZCksa_jh}@h\I,26,156,5,1038
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,180,3,3,:q_O?K?AA_?OOM?@@?oc?CC_?Oc?AA@`?k?ACAoOc?H@AAgGOJCBa`c?AAA@pCGGDCO?GGPDEo?GGED`Cww_QMFcHo{j?ADWOKUR_bQSCIH`@?g_^ACDYhY?DCDw?KQIGO@GiMGDdw?[]ULpQPeEJKPpp[xCBaH@pJ?HEbsGaR__pHct@AAPg|T?BA`Ws`@@@qIq?@HeghCifaBak?CG,,windowgraph,163.0,-inf,0:00:00.045339,:qeAhwQcLibj?GEReva}?QIqArCzM[eelWRYPU[Rf,19,161,2,1043
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,177,4,4,:q_O?K?AA_?OOM?@@?ocCEC_?_[?ACBoOOQ?@@@GWOMH_`GGOKJ`A`WqCDBA`cGVBBbPpA?A@aGGKGEEoOWS^CFBw_sbCFdW?OMQ_aqKOZ?AaQha?EDcacGQTLOOo]GNIdwPEGMFoo_gtDCAPWsfAEBaKGgZ_AQh_v@BEg_c_bfdQ{GWMGrcAQEEEcw?CMQ_`?xtHHMgssWxCIdtN,,windowgraph,154.0,-inf,0:00:00.069795,:qd?XwUaBEowGumNhQzWAyHLPymG`HDf[pmKYgY_Oz@lKRccfaT,27,150,4,1044
6,0.3,steyvers,5,50,0.7,0.0,stationary,10,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,188,5,5,:q_O?K?AA_?OOM?@@?oc?AAAo?OU?@A@w?CCD_`?kCGGDO?WOKH_`@?gVC_?OS?AAAbG__ZBCbw_sbCA``PA?ADb@hMCBAaxOsaRIp`GmCBGdGWSKK__`cKGDIewWWQO_@RkCGIEcWgo_ScbwOOMH_?PxAW\OOo`guc_Fggoy`_@?gk[d_aQP_y`_?W?SQOJFGOKI^Sooh|XZMO_WlVAA@pIqGLHd^,,windowgraph,166.0,-inf,0:00:00.051894,:qd@hgiaGi@I[mqPIVpOvANMwqEAucrfSMcdjAv|e{VFec~,24,164,2,1035
6,0.3,steyvers,5,50,0.7,0.0,stationary,11,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,,windowgraph,174.0,-inf,0:00:00.212371,:qc?hw]eJacxt_nYGv@UC[TpesDyrgOO`DVLKRIxyIxoDFN,22,168,6,1029
6,0.3,steyvers,5,50,0.7,0.0,stationary,11,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,195,2,2,:q_O?K?AA_?OOM?@@?oc?ABAO?OQ?@@@G?CECBo?WQ?@A@w?OMH_?OWOL@@`p?u?AA@pkCGFCoOOO\?A@pGo^AAbPsOMJECg_yGMGo`WwdCBaQCOIPHoO_[eVaAq`]?@DOoxMGJIO`W{`?A@p`QGLFfwOO]Q`ERkk[QLEwW\FGDbqhcv?@?w`LL?DBq@CdNGEBQUCKFeBk?ACBOQ{?CCBARSs]QRIw?ccS`ERn,,windowgraph,183.0,-inf,0:00:00.156010,:qc`HoukPlCz_j?Wnwrlm_aPt\AZSOQuLyYN\,16,179,4,1026
6,0.3,steyvers,5,50,0.7,0.0,stationary,11,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,176,3,3,:q_O?K?AA_?OOM?@@?oc?AA@`GGGJ@@@WGGECAo?WORBAAWGGKHDAwOkX@@`Oo[PBAAgOWXCCbw?CGOeOOXAECEBW?KHCBaW?SKHIPpsKTDECRCCKRIo?GOKFEOOWOv@@`APuCL`APxWzAEgGGknDBaP`y?BA@`GiCUMfw?O~CDDAhiGN__p@`HMKo`GgUhfIxIPTAKhIyMSNGg^,,windowgraph,148.0,-inf,0:00:00.173857,:qa?GoAJ@aQX_maIFtA@IZVBaZGyTDncbkvC_ddruSGHr`?tRSWfE\gxVnQWtS{ak,34,142,6,1043
6,0.3,steyvers,5,50,0.7,0.0,stationary,11,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,187,4,4,:q_O?K?AA_?OOM?@@?ocOJA@`GGM?@Bo?OOKF__ogiGFCo?_SXAA@PWuADDBPs?FDDbwGgYM_bPsCCDBag?OILFoOWOTAAdG?SQIGDWOs^@@`@OyCBA`pgyIKaBRc?KIEDXOsiX_bPpICUNFwGKSJGpr@|DAAapxQ?CAesSCYMGhHGow]_dcKCSQOOPiYGLFca[CMMIDrK|CepHdkSYeTrrYYAJQ^,,windowgraph,166.0,-inf,0:00:00.165945,:qe@y??JXHdZWK\KmQbdSr`JD{YJICraP`o|hHRSs}nmPHdmm[NLhlF,28,159,7,1031
6,0.3,steyvers,5,50,0.7,0.0,stationary,11,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,194,5,5,:q_O?K?AA_?OOM?@@?oc?ABAo?GSL@@?osKGD___g[P??_gWOMI``?sWP@@a@GuCDDOogc^@A@p[?CDBAWGGLCAaWGkd?@@OoeAQJOOWSMR_`@O{h@ABq`i?ACCA[Cp?@@@hmASLOOWORCBERQAECCcSC?GKEgI`gu^`Cqh]?XiEbYQcUKFW?c_PIdw?oY]OSqk?IIGCw?O_SMOp`g{b`?phd@CFfca]CDGJN,,windowgraph,162.0,-inf,0:00:00.198536,:qb@WtC^Fj?PXIoUhqh{ap^IWRMOgYLt[xPHUKFYDW|TgVHct@NdJN,34,160,2,1029
6,0.3,steyvers,5,50,0.7,0.0,stationary,11,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,,windowgraph,173.0,-inf,0:00:00.062143,:qc?hw]eJacxt_nYGv@UC[TpeztfO_`AImYWeTrsTr_IM^,22,168,5,1030
6,0.3,steyvers,5,50,0.7,0.0,stationary,11,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,195,2,2,:q_O?K?AA_?OOM?@@?oc?ABAO?OQ?@@@G?CECBo?WQ?@A@w?OMH_?OWOL@@`p?u?AA@pkCGFCoOOO\?A@pGo^AAbPsOMJECg_yGMGo`WwdCBaQCOIPHoO_[eVaAq`]?@DOoxMGJIO`W{`?A@p`QGLFfwOO]Q`ERkk[QLEwW\FGDbqhcv?@?w`LL?DBq@CdNGEBQUCKFeBk?ACBOQ{?CCBARSs]QRIw?ccS`ERn,,windowgraph,183.0,-inf,0:00:00.060332,:qc`HoukPlCz_j?Wnwrlm_aPt\AZSOQuLyYN\,16,179,4,1026
6,0.3,steyvers,5,50,0.7,0.0,stationary,11,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,176,3,3,:q_O?K?AA_?OOM?@@?oc?AA@`GGGJ@@@WGGECAo?WORBAAWGGKHDAwOkX@@`Oo[PBAAgOWXCCbw?CGOeOOXAECEBW?KHCBaW?SKHIPpsKTDECRCCKRIo?GOKFEOOWOv@@`APuCL`APxWzAEgGGknDBaP`y?BA@`GiCUMfw?O~CDDAhiGN__p@`HMKo`GgUhfIxIPTAKhIyMSNGg^,,windowgraph,150.0,-inf,0:00:00.069608,:qa?GoAJ@aQX_maIFtA@IZVBaZGyTDncbkvC_ddruSGHr`?tRSWfE\yRaNGjN,31,145,5,1044
6,0.3,steyvers,5,50,0.7,0.0,stationary,11,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,187,4,4,:q_O?K?AA_?OOM?@@?ocOJA@`GGM?@Bo?OOKF__ogiGFCo?_SXAA@PWuADDBPs?FDDbwGgYM_bPsCCDBag?OILFoOWOTAAdG?SQIGDWOs^@@`@OyCBA`pgyIKaBRc?KIEDXOsiX_bPpICUNFwGKSJGpr@|DAAapxQ?CAesSCYMGhHGow]_dcKCSQOOPiYGLFca[CMMIDrK|CepHdkSYeTrrYYAJQ^,,windowgraph,166.0,-inf,0:00:00.060488,:qe@y??JXHdZWK\KmQbdSr`JD{YJICraP`o|hHRSs}nmPHl[w]ZR^,27,160,6,1032
6,0.3,steyvers,5,50,0.7,0.0,stationary,11,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,0.25,10000,windowgraph,2,100,100,194,5,5,:q_O?K?AA_?OOM?@@?oc?ABAo?GSL@@?osKGD___g[P??_gWOMI``?sWP@@a@GuCDDOogc^@A@p[?CDBAWGGLCAaWGkd?@@OoeAQJOOWSMR_`@O{h@ABq`i?ACCA[Cp?@@@hmASLOOWORCBERQAECCcSC?GKEgI`gu^`Cqh]?XiEbYQcUKFW?c_PIdw?oY]OSqk?IIGCw?O_SMOp`g{b`?phd@CFfca]CDGJN,,windowgraph,164.0,-inf,0:00:00.059766,:qb@WtC^Fj?PXIoUhqh{ap^IWRMOgYLt[xPHUKSIpzWOmRHiA^IU^,32,162,2,1029
6,0.3,steyvers,5,50,0.7,0.0,stationary,12,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,,windowgraph,171.0,-inf,0:00:00.186555,:qc?iPEVDHrj@]sPmAkGwjNlgHHyrOsEsCGPTOxh`@KjfgjaV_IM^,27,163,8,1027
6,0.3,steyvers,5,50,0.7,0.0,stationary,12,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,179,2,2,:q_O?K?AA_?OOM?@@?oc?CCAo?GGJ@A@WGGECAoO{CDACo?GKR??``KGGDEo_g_UM_@P?e?AAA`sOOOGoooc^?A`pCGGMHOOOKIG_`Qh]CGCa`ha?DJP?heEDCCqsSYNIPQ`uIHEBacKIJJeGG]CHMfgGcYN``PGxF@Fp?we?U_cbKCcX``QaHLDCCAHq[bbCRTKkjjHw?OIIEbh@Kx,,windowgraph,165.0,-inf,0:00:00.184188,:qd@xgCTNASPDK_P`t_?IDDJqjhQzKjp{_zQMnFx@r[GGXytN,22,157,8,1038
6,0.3,steyvers,5,50,0.7,0.0,stationary,12,stationary,gamma,0.9,0.909090909091,20,records/,100,avg,2,10000,windowgraph,2,100,100,184,3,3,:q_O?K?AA_?OOM?@@?ocGEC``OsGJ@A@Oo]GEBo?OYGHDAwoi?@A@g?GIK_?OOMCObA`k?[NGOogWT?A@pHQABFBqXUEJFBwWOKV__ow_RBCeW?CEVbA`hIEMGCwOKa\ccBK?eV_?bh}IIEBakw_RJOQxmEJKHG?SeVbbBHiABA@QKgYQfcApuEFKo`GwiW`@P@eWXLHwpWm\UOrI\V?ACsIZ,,windowgraph,160.0,-inf,0:00:00.171509,:qb@X_gVIfbgLGSL_Pic}oCbuq{WYQjVpHct`MwqCknVQSxckbIEBQPq^XRwhCdNUMprInL,37,147,13,1028
