irt_weight,beta,numnodes,numlinks,probRewire,numedges,graph_seed,numx,trim,x_seed,toynetwork,truegraphval,cost_rw,time_rw,bestgraph_rw,hit_rw,miss_rw,fa_rw,cr_rw,bestval_rw,cost_invitenoprior,time_invitenoprior,bestgraph_invitenoprior,hit_invitenoprior,miss_invitenoprior,fa_invitenoprior,cr_invitenoprior,bestval_invitenoprior,cost_invite,time_invite,bestgraph_invite,hit_invite,miss_invite,fa_invite,cr_invite,bestval_invite
0.9,0.909090909091,10,4,0.3,20,1,3,0.7,1,10!1cjvvbks697kbwyq27mu,-38.5128360043,13,0:00:00.001357,10!1a5jyzox4sxem241vgaa,11,9,4,21,-23.299775808,11,0:00:02.762916,10!1a5gs5k383fi1ridsvmq,10,10,1,24,-21.3936421218,11,0:00:01.883943,10!1a5gs5k383fi1ridsvmq,10,10,1,24,-21.3936421218
