name,p,a,b,cutoff,hit,fa,cost
zibb,p7,a3,b1,0.7,185,28,236
zibb,p7,a3,b1,0.75,177,26,242
zibb,p7,a3,b1,0.8,151,13,255
zibb,p7,a3,b1,0.85,91,4,306
zibb,p7,a3,b1,0.9,19,0,374
zibb,p7,a3,b1,0.95,0,0,393
zibb,p7,a3,b1,1.0,0,0,393
zibb,p7,a3,b2,0.0,385,10485,10493
zibb,p7,a3,b2,0.05,385,10485,10493
zibb,p7,a3,b2,0.1,385,10485,10493
zibb,p7,a3,b2,0.15,385,10485,10493
zibb,p7,a3,b2,0.2,385,10485,10493
zibb,p7,a3,b2,0.25,385,10485,10493
zibb,p7,a3,b2,0.3,385,10485,10493
zibb,p7,a3,b2,0.35,383,10480,10490
zibb,p7,a3,b2,0.4,374,10109,10128
zibb,p7,a3,b2,0.45,370,9604,9627
zibb,p7,a3,b2,0.5,361,8648,8680
zibb,p7,a3,b2,0.55,361,8648,8680
zibb,p7,a3,b2,0.6,361,8648,8680
zibb,p7,a3,b2,0.65,354,6466,6505
zibb,p7,a3,b2,0.7,354,6466,6505
zibb,p7,a3,b2,0.75,354,6466,6505
zibb,p7,a3,b2,0.8,344,6416,6465
zibb,p7,a3,b2,0.85,257,1626,1762
zibb,p7,a3,b2,0.9,72,27,348
zibb,p7,a3,b2,0.95,0,0,393
zibb,p7,a3,b2,1.0,0,0,393
