S100,goat,walrus,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,lamb,sheep,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
S100,jellyfish,seahorse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,antelope,buffalo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
S100,rhinoceros,hippopotamus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,dolphin,orca,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,koala,kangaroo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,jellyfish,starfish,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,snail,flamingo,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,aardvark,armadillo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,koala,panda,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,
S100,kitten,dog,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,chicken,rooster,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,giraffe,hippopotamus,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S100,camel,alpaca,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,bee,ant,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,guineapig,lobster,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,cardinal,eagle,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,platypus,otter,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,jaguar,leopard,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S100,lizard,gecko,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,salmon,seal,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,ostrich,emu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,panther,lynx,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,bobcat,lynx,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,skunk,beaver,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,lion,puma,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,crow,magpie,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
