subj,node1,node2,irt5,irt9,irt95
S114,guineapig,dog,1,1,0
S114,leopard,horse,1,1,1
S114,snake,orangutan,1,1,1
S114,dog,hamster,1,1,0
S114,camel,donkey,1,1,1
S114,polarbear,blackbear,0,1,1
S114,armadillo,brownbear,1,1,1
S114,dingo,wolf,1,1,1
S114,flamingo,blackbear,1,0,0
S114,chimpanzee,orangutan,1,1,1
S114,ferret,turtle,1,1,1
S114,alligator,penguin,1,1,1
S114,armadillo,blackbear,1,1,0
S114,tiger,giraffe,0,1,0
S114,chimpanzee,gorilla,1,1,1
S114,fox,hawk,0,1,0
S114,eagle,hawk,1,1,1
S114,cobra,flamingo,1,1,1
S114,rabbit,fish,1,1,1
S114,turtle,bluebird,1,1,1
S114,bear,bird,1,1,1
S114,pelican,rhinoceros,1,1,0
S114,giraffe,tortoise,0,0,1
S114,donkey,horse,1,1,1
S114,cobra,ostrich,1,1,0
S114,panda,tortoise,0,1,0
S114,rat,guineapig,1,1,1
S114,yak,snake,1,1,1
S114,armadillo,seal,1,1,1
S114,robin,ostrich,1,1,1
S114,rabbit,dog,1,1,1
S114,cobra,snake,1,1,1
S114,rat,chimpanzee,1,1,0
S114,robin,zebra,1,1,1
S114,brownbear,blackbear,1,1,1
S114,mouse,guineapig,1,1,1
S114,penguin,elephant,1,1,0
S114,snake,hyena,0,0,1
S114,bluebird,ostrich,1,1,1
S114,crocodile,ostrich,0,0,1
S114,owl,snake,0,0,1
S114,spidermonkey,monkey,1,1,1
S114,monkey,gorilla,1,1,1
S114,spidermonkey,snake,1,1,1
S114,zebra,gerbil,1,1,1
S114,deer,panda,0,0,1
S114,polarbear,flamingo,1,0,0
S114,polarbear,penguin,1,1,1
S114,ferret,kangaroo,1,0,0
S114,polarbear,panda,1,1,1
S114,bear,lion,1,1,0
S114,rat,gorilla,1,1,1
S114,panda,elephant,0,1,1
S114,turtle,tortoise,1,1,1
S114,flamingo,dingo,1,1,0
S114,polarbear,elephant,1,1,0
S114,snake,chimpanzee,1,0,0
S114,armadillo,anteater,1,1,1
S114,panda,lemur,1,0,1
S114,cobra,chimpanzee,1,0,0
S114,crocodile,ferret,0,1,0
S114,tortoise,lemur,1,1,1
S114,cat,hamster,1,1,1
S114,bluebird,tortoise,1,1,0
S114,polarbear,seal,1,1,1
S114,hyena,wolf,1,1,0
S114,anteater,eagle,1,1,1
S114,anteater,brownbear,1,1,0
S114,cat,dog,1,1,1
S114,chimpanzee,gerbil,0,0,1
S114,armadillo,eagle,1,0,0
S114,rat,mouse,1,1,1
S114,snake,flamingo,0,0,1
S114,antelope,hyena,1,1,1
S114,rat,dog,1,0,0
S114,owl,anteater,1,1,1
S114,lion,leopard,1,1,0
S114,penguin,rat,1,1,1
S114,mouse,bird,1,1,1
S114,yak,hyena,1,1,0
S114,cheetah,leopard,1,1,1
S114,rhinoceros,wolf,1,1,0
S114,fox,elephant,0,1,0
S114,pelican,swan,1,1,1
S114,tiger,lion,1,1,1
S114,armadillo,fox,1,1,1
S114,robin,bluebird,1,1,1
S114,gerbil,hamster,1,1,1
S114,cat,guineapig,1,1,1
S114,ferret,tortoise,0,0,1
S114,bear,blackbear,1,0,1
S114,yak,donkey,1,1,0
S114,deer,elephant,0,1,0
S114,owl,flamingo,0,1,0
S114,panda,bluebird,0,1,0
S114,elephant,kangaroo,0,1,0
S114,deer,fox,1,1,1
S114,swan,duck,1,1,1
S114,flamingo,rhinoceros,0,0,1
S114,panda,cheetah,1,1,1
S114,camel,yak,1,1,1
S114,tiger,ferret,1,0,0
S114,deer,zebra,1,0,0
S114,flamingo,ostrich,1,1,1
S114,lion,cheetah,1,1,1
S114,pelican,flamingo,0,0,1
S114,dingo,elephant,1,1,1
S114,cobra,leopard,1,1,1
S114,flamingo,panda,1,0,0
S114,mouse,dog,1,0,0
S114,giraffe,elephant,1,1,1
S114,zebra,fox,1,0,0
S114,crocodile,alligator,1,1,1
S114,bear,tiger,1,1,1
S114,zebra,elephant,1,1,1
S114,deer,cheetah,1,1,1
S114,antelope,wolf,1,1,1
S114,tiger,elephant,1,1,1
S114,leopard,blackbear,0,1,0
S114,kangaroo,koalabear,1,1,1
S114,polarbear,zebra,1,1,1
S114,dingo,rhinoceros,1,1,1
S114,ferret,koalabear,1,1,1
S114,giraffe,zebra,1,1,1
