subj,method,item1,item2,edge
S114,uinvite_flat,hawk,squirrel,0
S114,uinvite_flat,eagle,squirrel,0
S114,uinvite_flat,penguin,squirrel,0
S114,uinvite_flat,polarbear,squirrel,0
S114,uinvite_flat,monkey,squirrel,0
S114,uinvite_flat,gorilla,squirrel,0
S114,uinvite_flat,orangutan,squirrel,0
S114,uinvite_flat,elephant,squirrel,0
S114,uinvite_flat,seal,squirrel,0
S114,uinvite_flat,orca,squirrel,0
S114,uinvite_flat,dolphin,squirrel,0
S114,uinvite_flat,squirrel,whale,0
S114,uinvite_flat,finch,squirrel,1
S114,uinvite_flat,cat,chipmunk,0
S114,uinvite_flat,chipmunk,dog,0
S114,uinvite_flat,chipmunk,parrot,0
S114,uinvite_flat,chipmunk,lion,0
S114,uinvite_flat,chipmunk,tiger,0
S114,uinvite_flat,chipmunk,ostrich,0
S114,uinvite_flat,bear,chipmunk,0
S114,uinvite_flat,alligator,chipmunk,0
S114,uinvite_flat,chipmunk,crocodile,0
S114,uinvite_flat,chipmunk,hippopotamus,0
S114,uinvite_flat,chipmunk,giraffe,0
S114,uinvite_flat,chipmunk,hawk,0
S114,uinvite_flat,chipmunk,eagle,0
S114,uinvite_flat,chipmunk,penguin,0
S114,uinvite_flat,chipmunk,polarbear,0
S114,uinvite_flat,chipmunk,monkey,0
S114,uinvite_flat,chipmunk,gorilla,0
S114,uinvite_flat,chipmunk,orangutan,0
S114,uinvite_flat,chipmunk,elephant,0
S114,uinvite_flat,chipmunk,seal,0
S114,uinvite_flat,chipmunk,orca,0
S114,uinvite_flat,chipmunk,dolphin,0
S114,uinvite_flat,chipmunk,whale,0
S114,uinvite_flat,chipmunk,finch,0
S114,uinvite_flat,chipmunk,squirrel,1
S114,uinvite_flat,bluejay,cat,0
S114,uinvite_flat,bluejay,dog,0
S114,uinvite_flat,bluejay,parrot,0
S114,uinvite_flat,bluejay,lion,0
S114,uinvite_flat,bluejay,tiger,0
S114,uinvite_flat,bluejay,ostrich,0
S114,uinvite_flat,bear,bluejay,0
S114,uinvite_flat,alligator,bluejay,0
S114,uinvite_flat,bluejay,crocodile,0
S114,uinvite_flat,bluejay,hippopotamus,0
S114,uinvite_flat,bluejay,giraffe,0
S114,uinvite_flat,bluejay,hawk,1
S114,uinvite_flat,bluejay,eagle,0
S114,uinvite_flat,bluejay,penguin,0
S114,uinvite_flat,bluejay,polarbear,0
S114,uinvite_flat,bluejay,monkey,0
S114,uinvite_flat,bluejay,gorilla,0
S114,uinvite_flat,bluejay,orangutan,0
S114,uinvite_flat,bluejay,elephant,0
S114,uinvite_flat,bluejay,seal,0
S114,uinvite_flat,bluejay,orca,0
S114,uinvite_flat,bluejay,dolphin,0
S114,uinvite_flat,bluejay,whale,0
S114,uinvite_flat,bluejay,finch,1
S114,uinvite_flat,bluejay,squirrel,0
S114,uinvite_flat,bluejay,chipmunk,1
S114,uinvite_flat,cat,pigeon,0
S114,uinvite_flat,dog,pigeon,0
S114,uinvite_flat,parrot,pigeon,0
S114,uinvite_flat,lion,pigeon,0
S114,uinvite_flat,pigeon,tiger,0
S114,uinvite_flat,ostrich,pigeon,0
S114,uinvite_flat,bear,pigeon,0
S114,uinvite_flat,alligator,pigeon,0
S114,uinvite_flat,crocodile,pigeon,0
S114,uinvite_flat,hippopotamus,pigeon,0
S114,uinvite_flat,giraffe,pigeon,0
S114,uinvite_flat,hawk,pigeon,0
S114,uinvite_flat,eagle,pigeon,0
S114,uinvite_flat,penguin,pigeon,0
S114,uinvite_flat,pigeon,polarbear,0
S114,uinvite_flat,monkey,pigeon,0
S114,uinvite_flat,gorilla,pigeon,0
S114,uinvite_flat,orangutan,pigeon,0
S114,uinvite_flat,elephant,pigeon,0
S114,uinvite_flat,pigeon,seal,0
S114,uinvite_flat,orca,pigeon,0
S114,uinvite_flat,dolphin,pigeon,0
S114,uinvite_flat,pigeon,whale,0
S114,uinvite_flat,finch,pigeon,0
S114,uinvite_flat,pigeon,squirrel,0
S114,uinvite_flat,chipmunk,pigeon,0
S114,uinvite_flat,bluejay,pigeon,1
S114,uinvite_flat,cat,crow,0
S114,uinvite_flat,crow,dog,0
S114,uinvite_flat,crow,parrot,0
S114,uinvite_flat,crow,lion,0
S114,uinvite_flat,crow,tiger,0
S114,uinvite_flat,crow,ostrich,0
S114,uinvite_flat,bear,crow,0
S114,uinvite_flat,alligator,crow,0
S114,uinvite_flat,crocodile,crow,0
S114,uinvite_flat,crow,hippopotamus,0
S114,uinvite_flat,crow,giraffe,0
S114,uinvite_flat,crow,hawk,0
S114,uinvite_flat,crow,eagle,0
S114,uinvite_flat,crow,penguin,0
S114,uinvite_flat,crow,polarbear,0
S114,uinvite_flat,crow,monkey,0
S114,uinvite_flat,crow,gorilla,0
S114,uinvite_flat,crow,orangutan,0
S114,uinvite_flat,crow,elephant,0
S114,uinvite_flat,crow,seal,0
S114,uinvite_flat,crow,orca,0
S114,uinvite_flat,crow,dolphin,0
S114,uinvite_flat,crow,whale,0
S114,uinvite_flat,crow,finch,0
S114,uinvite_flat,crow,squirrel,0
S114,uinvite_flat,chipmunk,crow,0
S114,uinvite_flat,bluejay,crow,0
S114,uinvite_flat,crow,pigeon,1
S114,uinvite_flat,cat,sparrow,0
S114,uinvite_flat,dog,sparrow,0
S114,uinvite_flat,parrot,sparrow,0
S114,uinvite_flat,lion,sparrow,0
S114,uinvite_flat,sparrow,tiger,0
S114,uinvite_flat,ostrich,sparrow,0
S114,uinvite_flat,bear,sparrow,0
S114,uinvite_flat,alligator,sparrow,0
S114,uinvite_flat,crocodile,sparrow,0
S114,uinvite_flat,hippopotamus,sparrow,0
S114,uinvite_flat,giraffe,sparrow,0
S114,uinvite_flat,hawk,sparrow,0
S114,uinvite_flat,eagle,sparrow,0
S114,uinvite_flat,penguin,sparrow,0
S114,uinvite_flat,polarbear,sparrow,0
S114,uinvite_flat,monkey,sparrow,0
S114,uinvite_flat,gorilla,sparrow,0
S114,uinvite_flat,orangutan,sparrow,0
S114,uinvite_flat,elephant,sparrow,0
S114,uinvite_flat,seal,sparrow,0
S114,uinvite_flat,orca,sparrow,0
S114,uinvite_flat,dolphin,sparrow,0
S114,uinvite_flat,sparrow,whale,0
S114,uinvite_flat,finch,sparrow,1
S114,uinvite_flat,sparrow,squirrel,0
S114,uinvite_flat,chipmunk,sparrow,0
S114,uinvite_flat,bluejay,sparrow,0
S114,uinvite_flat,pigeon,sparrow,0
S114,uinvite_flat,crow,sparrow,1
S114,uinvite_flat,cat,cheetah,0
S114,uinvite_flat,cheetah,dog,0
S114,uinvite_flat,cheetah,parrot,0
S114,uinvite_flat,cheetah,lion,1
S114,uinvite_flat,cheetah,tiger,0
S114,uinvite_flat,cheetah,ostrich,0
S114,uinvite_flat,bear,cheetah,0
S114,uinvite_flat,alligator,cheetah,0
S114,uinvite_flat,cheetah,crocodile,0
S114,uinvite_flat,cheetah,hippopotamus,0
S114,uinvite_flat,cheetah,giraffe,0
S114,uinvite_flat,cheetah,hawk,0
S114,uinvite_flat,cheetah,eagle,0
S114,uinvite_flat,cheetah,penguin,0
S114,uinvite_flat,cheetah,polarbear,0
S114,uinvite_flat,cheetah,monkey,0
S114,uinvite_flat,cheetah,gorilla,0
S114,uinvite_flat,cheetah,orangutan,0
S114,uinvite_flat,cheetah,elephant,0
S114,uinvite_flat,cheetah,seal,0
S114,uinvite_flat,cheetah,orca,0
S114,uinvite_flat,cheetah,dolphin,0
S114,uinvite_flat,cheetah,whale,0
S114,uinvite_flat,cheetah,finch,0
S114,uinvite_flat,cheetah,squirrel,0
S114,uinvite_flat,cheetah,chipmunk,0
S114,uinvite_flat,bluejay,cheetah,0
S114,uinvite_flat,cheetah,pigeon,0
S114,uinvite_flat,cheetah,crow,0
S114,uinvite_flat,cheetah,sparrow,1
S114,uinvite_flat,camel,cat,0
S114,uinvite_flat,camel,dog,0
S114,uinvite_flat,camel,parrot,0
S114,uinvite_flat,camel,lion,0
S114,uinvite_flat,camel,tiger,0
S114,uinvite_flat,camel,ostrich,0
S114,uinvite_flat,bear,camel,0
S114,uinvite_flat,alligator,camel,0
S114,uinvite_flat,camel,crocodile,0
S114,uinvite_flat,camel,hippopotamus,0
S114,uinvite_flat,camel,giraffe,0
S114,uinvite_flat,camel,hawk,0
S114,uinvite_flat,camel,eagle,0
S114,uinvite_flat,camel,penguin,0
S114,uinvite_flat,camel,polarbear,0
S114,uinvite_flat,camel,monkey,0
S114,uinvite_flat,camel,gorilla,0
S114,uinvite_flat,camel,orangutan,0
S114,uinvite_flat,camel,elephant,0
S114,uinvite_flat,camel,seal,0
S114,uinvite_flat,camel,orca,0
S114,uinvite_flat,camel,dolphin,0
S114,uinvite_flat,camel,whale,0
S114,uinvite_flat,camel,finch,0
S114,uinvite_flat,camel,squirrel,0
S114,uinvite_flat,camel,chipmunk,0
S114,uinvite_flat,bluejay,camel,0
S114,uinvite_flat,camel,pigeon,0
S114,uinvite_flat,camel,crow,0
S114,uinvite_flat,camel,sparrow,0
S114,uinvite_flat,camel,cheetah,1
S114,uinvite_flat,cat,lizard,0
S114,uinvite_flat,dog,lizard,0
S114,uinvite_flat,lizard,parrot,0
S114,uinvite_flat,lion,lizard,0
S114,uinvite_flat,lizard,tiger,0
S114,uinvite_flat,lizard,ostrich,0
S114,uinvite_flat,bear,lizard,0
S114,uinvite_flat,alligator,lizard,0
S114,uinvite_flat,crocodile,lizard,0
S114,uinvite_flat,hippopotamus,lizard,0
S114,uinvite_flat,giraffe,lizard,0
S114,uinvite_flat,hawk,lizard,0
S114,uinvite_flat,eagle,lizard,0
S114,uinvite_flat,lizard,penguin,0
S114,uinvite_flat,lizard,polarbear,0
S114,uinvite_flat,lizard,monkey,0
S114,uinvite_flat,gorilla,lizard,0
S114,uinvite_flat,lizard,orangutan,0
S114,uinvite_flat,elephant,lizard,0
S114,uinvite_flat,lizard,seal,0
S114,uinvite_flat,lizard,orca,0
S114,uinvite_flat,dolphin,lizard,0
S114,uinvite_flat,lizard,whale,0
S114,uinvite_flat,finch,lizard,0
S114,uinvite_flat,lizard,squirrel,0
S114,uinvite_flat,chipmunk,lizard,0
S114,uinvite_flat,bluejay,lizard,0
S114,uinvite_flat,lizard,pigeon,0
S114,uinvite_flat,crow,lizard,0
S114,uinvite_flat,lizard,sparrow,0
S114,uinvite_flat,cheetah,lizard,0
S114,uinvite_flat,camel,lizard,1
S114,uinvite_flat,carrion,cat,0
S114,uinvite_flat,carrion,dog,0
S114,uinvite_flat,carrion,parrot,0
S114,uinvite_flat,carrion,lion,0
S114,uinvite_flat,carrion,tiger,0
S114,uinvite_flat,carrion,ostrich,0
S114,uinvite_flat,bear,carrion,0
S114,uinvite_flat,alligator,carrion,0
S114,uinvite_flat,carrion,crocodile,0
S114,uinvite_flat,carrion,hippopotamus,0
S114,uinvite_flat,carrion,giraffe,0
S114,uinvite_flat,carrion,hawk,0
S114,uinvite_flat,carrion,eagle,0
S114,uinvite_flat,carrion,penguin,0
S114,uinvite_flat,carrion,polarbear,0
S114,uinvite_flat,carrion,monkey,0
S114,uinvite_flat,carrion,gorilla,0
S114,uinvite_flat,carrion,orangutan,0
S114,uinvite_flat,carrion,elephant,0
S114,uinvite_flat,carrion,seal,0
S114,uinvite_flat,carrion,orca,0
S114,uinvite_flat,carrion,dolphin,0
S114,uinvite_flat,carrion,whale,0
S114,uinvite_flat,carrion,finch,0
S114,uinvite_flat,carrion,squirrel,0
S114,uinvite_flat,carrion,chipmunk,0
S114,uinvite_flat,bluejay,carrion,0
S114,uinvite_flat,carrion,pigeon,0
S114,uinvite_flat,carrion,crow,0
S114,uinvite_flat,carrion,sparrow,0
S114,uinvite_flat,carrion,cheetah,0
S114,uinvite_flat,camel,carrion,1
S114,uinvite_flat,carrion,lizard,0
S114,uinvite_flat,cat,zebra,0
S114,uinvite_flat,dog,zebra,0
S114,uinvite_flat,parrot,zebra,0
S114,uinvite_flat,lion,zebra,0
S114,uinvite_flat,tiger,zebra,0
S114,uinvite_flat,ostrich,zebra,0
S114,uinvite_flat,bear,zebra,0
S114,uinvite_flat,alligator,zebra,0
S114,uinvite_flat,crocodile,zebra,0
S114,uinvite_flat,hippopotamus,zebra,0
S114,uinvite_flat,giraffe,zebra,0
S114,uinvite_flat,hawk,zebra,0
S114,uinvite_flat,eagle,zebra,1
S114,uinvite_flat,penguin,zebra,0
S114,uinvite_flat,polarbear,zebra,0
S114,uinvite_flat,monkey,zebra,0
S114,uinvite_flat,gorilla,zebra,0
S114,uinvite_flat,orangutan,zebra,0
S114,uinvite_flat,elephant,zebra,1
S114,uinvite_flat,seal,zebra,0
S114,uinvite_flat,orca,zebra,0
S114,uinvite_flat,dolphin,zebra,0
S114,uinvite_flat,whale,zebra,0
S114,uinvite_flat,finch,zebra,0
S114,uinvite_flat,squirrel,zebra,0
S114,uinvite_flat,chipmunk,zebra,0
S114,uinvite_flat,bluejay,zebra,0
S114,uinvite_flat,pigeon,zebra,0
S114,uinvite_flat,crow,zebra,0
S114,uinvite_flat,sparrow,zebra,0
S114,uinvite_flat,cheetah,zebra,0
S114,uinvite_flat,camel,zebra,0
S114,uinvite_flat,lizard,zebra,0
S114,uinvite_flat,carrion,zebra,1
S114,uinvite_flat,cat,hyena,0
S114,uinvite_flat,dog,hyena,0
S114,uinvite_flat,hyena,parrot,0
S114,uinvite_flat,hyena,lion,1
S114,uinvite_flat,hyena,tiger,0
S114,uinvite_flat,hyena,ostrich,0
S114,uinvite_flat,bear,hyena,0
S114,uinvite_flat,alligator,hyena,0
S114,uinvite_flat,crocodile,hyena,0
S114,uinvite_flat,hippopotamus,hyena,0
S114,uinvite_flat,giraffe,hyena,0
S114,uinvite_flat,hawk,hyena,0
S114,uinvite_flat,eagle,hyena,0
S114,uinvite_flat,hyena,penguin,0
S114,uinvite_flat,hyena,polarbear,0
S114,uinvite_flat,hyena,monkey,0
S114,uinvite_flat,gorilla,hyena,0
S114,uinvite_flat,hyena,orangutan,0
S114,uinvite_flat,elephant,hyena,0
S114,uinvite_flat,hyena,seal,0
S114,uinvite_flat,hyena,orca,0
S114,uinvite_flat,dolphin,hyena,0
S114,uinvite_flat,hyena,whale,0
S114,uinvite_flat,finch,hyena,0
S114,uinvite_flat,hyena,squirrel,0
S114,uinvite_flat,chipmunk,hyena,0
S114,uinvite_flat,bluejay,hyena,0
S114,uinvite_flat,hyena,pigeon,0
S114,uinvite_flat,crow,hyena,0
S114,uinvite_flat,hyena,sparrow,0
S114,uinvite_flat,cheetah,hyena,0
S114,uinvite_flat,camel,hyena,0
S114,uinvite_flat,hyena,lizard,0
S114,uinvite_flat,carrion,hyena,0
S114,uinvite_flat,hyena,zebra,1
S114,uinvite_flat,cat,koala,0
S114,uinvite_flat,dog,koala,0
S114,uinvite_flat,koala,parrot,0
S114,uinvite_flat,koala,lion,0
S114,uinvite_flat,koala,tiger,0
S114,uinvite_flat,koala,ostrich,0
S114,uinvite_flat,bear,koala,0
S114,uinvite_flat,alligator,koala,0
S114,uinvite_flat,crocodile,koala,0
S114,uinvite_flat,hippopotamus,koala,0
S114,uinvite_flat,giraffe,koala,0
S114,uinvite_flat,hawk,koala,0
S114,uinvite_flat,eagle,koala,0
S114,uinvite_flat,koala,penguin,0
S114,uinvite_flat,koala,polarbear,0
S114,uinvite_flat,koala,monkey,0
S114,uinvite_flat,gorilla,koala,0
S114,uinvite_flat,koala,orangutan,0
S114,uinvite_flat,elephant,koala,0
S114,uinvite_flat,koala,seal,0
S114,uinvite_flat,koala,orca,0
S114,uinvite_flat,dolphin,koala,0
S114,uinvite_flat,koala,whale,0
S114,uinvite_flat,finch,koala,0
S114,uinvite_flat,koala,squirrel,0
S114,uinvite_flat,chipmunk,koala,0
S114,uinvite_flat,bluejay,koala,0
S114,uinvite_flat,koala,pigeon,0
S114,uinvite_flat,crow,koala,0
S114,uinvite_flat,koala,sparrow,0
S114,uinvite_flat,cheetah,koala,0
S114,uinvite_flat,camel,koala,0
S114,uinvite_flat,koala,lizard,0
S114,uinvite_flat,carrion,koala,0
S114,uinvite_flat,koala,zebra,0
S114,uinvite_flat,hyena,koala,1
S114,uinvite_flat,cat,kangaroo,0
S114,uinvite_flat,dog,kangaroo,0
S114,uinvite_flat,kangaroo,parrot,0
S114,uinvite_flat,kangaroo,lion,0
S114,uinvite_flat,kangaroo,tiger,0
S114,uinvite_flat,kangaroo,ostrich,0
S114,uinvite_flat,bear,kangaroo,0
S114,uinvite_flat,alligator,kangaroo,0
S114,uinvite_flat,crocodile,kangaroo,0
S114,uinvite_flat,hippopotamus,kangaroo,0
S114,uinvite_flat,giraffe,kangaroo,0
S114,uinvite_flat,hawk,kangaroo,0
S114,uinvite_flat,eagle,kangaroo,0
S114,uinvite_flat,kangaroo,penguin,0
S114,uinvite_flat,kangaroo,polarbear,0
S114,uinvite_flat,kangaroo,monkey,0
S114,uinvite_flat,gorilla,kangaroo,0
S114,uinvite_flat,kangaroo,orangutan,0
S114,uinvite_flat,elephant,kangaroo,0
S114,uinvite_flat,kangaroo,seal,0
S114,uinvite_flat,kangaroo,orca,0
S114,uinvite_flat,dolphin,kangaroo,0
S114,uinvite_flat,kangaroo,whale,0
S114,uinvite_flat,finch,kangaroo,0
S114,uinvite_flat,kangaroo,squirrel,0
S114,uinvite_flat,chipmunk,kangaroo,0
S114,uinvite_flat,bluejay,kangaroo,0
S114,uinvite_flat,kangaroo,pigeon,0
S114,uinvite_flat,crow,kangaroo,0
S114,uinvite_flat,kangaroo,sparrow,0
S114,uinvite_flat,cheetah,kangaroo,0
S114,uinvite_flat,camel,kangaroo,0
S114,uinvite_flat,kangaroo,lizard,0
S114,uinvite_flat,carrion,kangaroo,0
S114,uinvite_flat,kangaroo,zebra,0
S114,uinvite_flat,hyena,kangaroo,0
S114,uinvite_flat,kangaroo,koala,1
S114,uinvite_flat,cat,porcupine,0
S114,uinvite_flat,dog,porcupine,0
S114,uinvite_flat,parrot,porcupine,0
S114,uinvite_flat,lion,porcupine,0
S114,uinvite_flat,porcupine,tiger,0
S114,uinvite_flat,ostrich,porcupine,0
S114,uinvite_flat,bear,porcupine,0
S114,uinvite_flat,alligator,porcupine,0
S114,uinvite_flat,crocodile,porcupine,0
S114,uinvite_flat,hippopotamus,porcupine,0
S114,uinvite_flat,giraffe,porcupine,0
S114,uinvite_flat,hawk,porcupine,0
S114,uinvite_flat,eagle,porcupine,0
S114,uinvite_flat,penguin,porcupine,0
S114,uinvite_flat,polarbear,porcupine,0
S114,uinvite_flat,monkey,porcupine,0
S114,uinvite_flat,gorilla,porcupine,0
S114,uinvite_flat,orangutan,porcupine,0
S114,uinvite_flat,elephant,porcupine,0
S114,uinvite_flat,porcupine,seal,0
S114,uinvite_flat,orca,porcupine,0
S114,uinvite_flat,dolphin,porcupine,0
S114,uinvite_flat,porcupine,whale,0
S114,uinvite_flat,finch,porcupine,0
S114,uinvite_flat,porcupine,squirrel,0
S114,uinvite_flat,chipmunk,porcupine,0
S114,uinvite_flat,bluejay,porcupine,0
S114,uinvite_flat,pigeon,porcupine,0
S114,uinvite_flat,crow,porcupine,0
S114,uinvite_flat,porcupine,sparrow,0
S114,uinvite_flat,cheetah,porcupine,0
S114,uinvite_flat,camel,porcupine,0
S114,uinvite_flat,lizard,porcupine,0
S114,uinvite_flat,carrion,porcupine,0
S114,uinvite_flat,porcupine,zebra,0
S114,uinvite_flat,hyena,porcupine,0
S114,uinvite_flat,koala,porcupine,0
S114,uinvite_flat,kangaroo,porcupine,1
S114,uinvite_flat,beaver,cat,0
S114,uinvite_flat,beaver,dog,0
S114,uinvite_flat,beaver,parrot,0
S114,uinvite_flat,beaver,lion,0
S114,uinvite_flat,beaver,tiger,0
S114,uinvite_flat,beaver,ostrich,0
S114,uinvite_flat,bear,beaver,0
S114,uinvite_flat,alligator,beaver,0
S114,uinvite_flat,beaver,crocodile,0
S114,uinvite_flat,beaver,hippopotamus,0
S114,uinvite_flat,beaver,giraffe,0
S114,uinvite_flat,beaver,hawk,0
S114,uinvite_flat,beaver,eagle,0
S114,uinvite_flat,beaver,penguin,0
S114,uinvite_flat,beaver,polarbear,0
S114,uinvite_flat,beaver,monkey,0
S114,uinvite_flat,beaver,gorilla,0
S114,uinvite_flat,beaver,orangutan,0
S114,uinvite_flat,beaver,elephant,0
S114,uinvite_flat,beaver,seal,0
S114,uinvite_flat,beaver,orca,0
S114,uinvite_flat,beaver,dolphin,0
S114,uinvite_flat,beaver,whale,0
S114,uinvite_flat,beaver,finch,0
S114,uinvite_flat,beaver,squirrel,0
S114,uinvite_flat,beaver,chipmunk,0
S114,uinvite_flat,beaver,bluejay,0
S114,uinvite_flat,beaver,pigeon,0
S114,uinvite_flat,beaver,crow,0
S114,uinvite_flat,beaver,sparrow,0
S114,uinvite_flat,beaver,cheetah,0
S114,uinvite_flat,beaver,camel,0
S114,uinvite_flat,beaver,lizard,0
S114,uinvite_flat,beaver,carrion,0
S114,uinvite_flat,beaver,zebra,0
S114,uinvite_flat,beaver,hyena,0
S114,uinvite_flat,beaver,koala,0
S114,uinvite_flat,beaver,kangaroo,0
S114,uinvite_flat,beaver,porcupine,1
S114,uinvite_flat,canary,cat,0
S114,uinvite_flat,canary,dog,0
S114,uinvite_flat,canary,parrot,1
S114,uinvite_flat,canary,lion,0
S114,uinvite_flat,canary,tiger,0
S114,uinvite_flat,canary,ostrich,0
S114,uinvite_flat,bear,canary,0
S114,uinvite_flat,alligator,canary,0
S114,uinvite_flat,canary,crocodile,0
S114,uinvite_flat,canary,hippopotamus,0
S114,uinvite_flat,canary,giraffe,0
S114,uinvite_flat,canary,hawk,0
S114,uinvite_flat,canary,eagle,0
S114,uinvite_flat,canary,penguin,0
S114,uinvite_flat,canary,polarbear,0
S114,uinvite_flat,canary,monkey,0
S114,uinvite_flat,canary,gorilla,0
S114,uinvite_flat,canary,orangutan,0
S114,uinvite_flat,canary,elephant,1
S114,uinvite_flat,canary,seal,0
S114,uinvite_flat,canary,orca,0
S114,uinvite_flat,canary,dolphin,0
S114,uinvite_flat,canary,whale,0
S114,uinvite_flat,canary,finch,0
S114,uinvite_flat,canary,squirrel,0
S114,uinvite_flat,canary,chipmunk,1
S114,uinvite_flat,bluejay,canary,0
S114,uinvite_flat,canary,pigeon,0
S114,uinvite_flat,canary,crow,0
S114,uinvite_flat,canary,sparrow,0
S114,uinvite_flat,canary,cheetah,0
S114,uinvite_flat,camel,canary,0
S114,uinvite_flat,canary,lizard,0
S114,uinvite_flat,canary,carrion,0
S114,uinvite_flat,canary,zebra,0
S114,uinvite_flat,canary,hyena,0
S114,uinvite_flat,canary,koala,0
S114,uinvite_flat,canary,kangaroo,0
S114,uinvite_flat,canary,porcupine,0
S114,uinvite_flat,beaver,canary,0
S114,uinvite_flat,cat,cougar,0
S114,uinvite_flat,cougar,dog,0
S114,uinvite_flat,cougar,parrot,0
S114,uinvite_flat,cougar,lion,0
S114,uinvite_flat,cougar,tiger,0
S114,uinvite_flat,cougar,ostrich,0
S114,uinvite_flat,bear,cougar,0
S114,uinvite_flat,alligator,cougar,0
S114,uinvite_flat,cougar,crocodile,0
S114,uinvite_flat,cougar,hippopotamus,0
S114,uinvite_flat,cougar,giraffe,1
S114,uinvite_flat,cougar,hawk,0
S114,uinvite_flat,cougar,eagle,0
S114,uinvite_flat,cougar,penguin,0
S114,uinvite_flat,cougar,polarbear,0
S114,uinvite_flat,cougar,monkey,0
S114,uinvite_flat,cougar,gorilla,0
S114,uinvite_flat,cougar,orangutan,0
S114,uinvite_flat,cougar,elephant,0
S114,uinvite_flat,cougar,seal,0
S114,uinvite_flat,cougar,orca,0
S114,uinvite_flat,cougar,dolphin,0
S114,uinvite_flat,cougar,whale,0
S114,uinvite_flat,cougar,finch,0
S114,uinvite_flat,cougar,squirrel,0
S114,uinvite_flat,chipmunk,cougar,0
S114,uinvite_flat,bluejay,cougar,0
S114,uinvite_flat,cougar,pigeon,0
S114,uinvite_flat,cougar,crow,0
S114,uinvite_flat,cougar,sparrow,0
S114,uinvite_flat,cheetah,cougar,1
S114,uinvite_flat,camel,cougar,0
S114,uinvite_flat,cougar,lizard,0
S114,uinvite_flat,carrion,cougar,0
S114,uinvite_flat,cougar,zebra,0
S114,uinvite_flat,cougar,hyena,0
S114,uinvite_flat,cougar,koala,0
S114,uinvite_flat,cougar,kangaroo,0
S114,uinvite_flat,cougar,porcupine,0
S114,uinvite_flat,beaver,cougar,0
S114,uinvite_flat,canary,cougar,0
S114,uinvite_flat,cat,prairiedog,0
S114,uinvite_flat,dog,prairiedog,0
S114,uinvite_flat,parrot,prairiedog,0
S114,uinvite_flat,lion,prairiedog,0
S114,uinvite_flat,prairiedog,tiger,0
S114,uinvite_flat,ostrich,prairiedog,1
S114,uinvite_flat,bear,prairiedog,0
S114,uinvite_flat,alligator,prairiedog,0
S114,uinvite_flat,crocodile,prairiedog,0
S114,uinvite_flat,hippopotamus,prairiedog,0
S114,uinvite_flat,giraffe,prairiedog,0
S114,uinvite_flat,hawk,prairiedog,0
S114,uinvite_flat,eagle,prairiedog,0
S114,uinvite_flat,penguin,prairiedog,0
S114,uinvite_flat,polarbear,prairiedog,0
S114,uinvite_flat,monkey,prairiedog,0
S114,uinvite_flat,gorilla,prairiedog,0
S114,uinvite_flat,orangutan,prairiedog,0
S114,uinvite_flat,elephant,prairiedog,0
S114,uinvite_flat,prairiedog,seal,0
S114,uinvite_flat,orca,prairiedog,0
S114,uinvite_flat,dolphin,prairiedog,0
S114,uinvite_flat,prairiedog,whale,0
S114,uinvite_flat,finch,prairiedog,0
S114,uinvite_flat,prairiedog,squirrel,0
S114,uinvite_flat,chipmunk,prairiedog,0
S114,uinvite_flat,bluejay,prairiedog,0
S114,uinvite_flat,pigeon,prairiedog,0
S114,uinvite_flat,crow,prairiedog,0
S114,uinvite_flat,prairiedog,sparrow,0
S114,uinvite_flat,cheetah,prairiedog,0
S114,uinvite_flat,camel,prairiedog,0
S114,uinvite_flat,lizard,prairiedog,0
S114,uinvite_flat,carrion,prairiedog,0
S114,uinvite_flat,prairiedog,zebra,0
S114,uinvite_flat,hyena,prairiedog,0
S114,uinvite_flat,koala,prairiedog,0
S114,uinvite_flat,kangaroo,prairiedog,0
S114,uinvite_flat,porcupine,prairiedog,0
S114,uinvite_flat,beaver,prairiedog,0
S114,uinvite_flat,canary,prairiedog,0
S114,uinvite_flat,cougar,prairiedog,0
S114,uinvite_flat,cat,ferret,0
S114,uinvite_flat,dog,ferret,0
S114,uinvite_flat,ferret,parrot,0
S114,uinvite_flat,ferret,lion,0
S114,uinvite_flat,ferret,tiger,0
S114,uinvite_flat,ferret,ostrich,0
S114,uinvite_flat,bear,ferret,0
S114,uinvite_flat,alligator,ferret,0
S114,uinvite_flat,crocodile,ferret,0
S114,uinvite_flat,ferret,hippopotamus,0
S114,uinvite_flat,ferret,giraffe,0
S114,uinvite_flat,ferret,hawk,0
S114,uinvite_flat,eagle,ferret,0
S114,uinvite_flat,ferret,penguin,0
S114,uinvite_flat,ferret,polarbear,0
S114,uinvite_flat,ferret,monkey,0
S114,uinvite_flat,ferret,gorilla,0
S114,uinvite_flat,ferret,orangutan,0
S114,uinvite_flat,elephant,ferret,0
S114,uinvite_flat,ferret,seal,0
S114,uinvite_flat,ferret,orca,0
S114,uinvite_flat,dolphin,ferret,0
S114,uinvite_flat,ferret,whale,0
S114,uinvite_flat,ferret,finch,0
S114,uinvite_flat,ferret,squirrel,1
S114,uinvite_flat,chipmunk,ferret,0
S114,uinvite_flat,bluejay,ferret,0
S114,uinvite_flat,ferret,pigeon,0
S114,uinvite_flat,crow,ferret,0
S114,uinvite_flat,ferret,sparrow,0
S114,uinvite_flat,cheetah,ferret,0
S114,uinvite_flat,camel,ferret,0
