subj,method,item1,item2,edge
S101,uinvite_flat,eel,elk,0
S101,uinvite_flat,elk,whale,0
S101,uinvite_flat,elk,shark,0
S101,uinvite_flat,elk,mouse,0
S101,uinvite_flat,elk,rat,0
S101,uinvite_flat,elk,zebra,0
S101,uinvite_flat,chicken,elk,0
S101,uinvite_flat,elk,goose,0
S101,uinvite_flat,elk,swan,0
S101,uinvite_flat,elk,peacock,0
S101,uinvite_flat,elk,tarantula,0
S101,uinvite_flat,elk,rattlesnake,0
S101,uinvite_flat,cobra,elk,0
S101,uinvite_flat,elk,python,0
S101,uinvite_flat,elk,iguana,0
S101,uinvite_flat,bull,elk,0
S101,uinvite_flat,elk,seahorse,0
S101,uinvite_flat,cheetah,elk,0
S101,uinvite_flat,elk,panther,0
S101,uinvite_flat,elk,owl,0
S101,uinvite_flat,elk,penguin,0
S101,uinvite_flat,elk,worm,0
S101,uinvite_flat,dove,elk,0
S101,uinvite_flat,elk,pigeon,0
S101,uinvite_flat,aardvark,elk,0
S101,uinvite_flat,elk,llama,0
S101,uinvite_flat,elk,emu,0
S101,uinvite_flat,elk,ostrich,0
S101,uinvite_flat,elk,koala,0
S101,uinvite_flat,butterfly,elk,0
S101,uinvite_flat,elk,frog,0
S101,uinvite_flat,elk,toad,0
S101,uinvite_flat,cat,moose,0
S101,uinvite_flat,dog,moose,0
S101,uinvite_flat,moose,rabbit,0
S101,uinvite_flat,moose,turtle,0
S101,uinvite_flat,bird,moose,0
S101,uinvite_flat,giraffe,moose,0
S101,uinvite_flat,antelope,moose,0
S101,uinvite_flat,buffalo,moose,0
S101,uinvite_flat,deer,moose,0
S101,uinvite_flat,cow,moose,0
S101,uinvite_flat,moose,pig,0
S101,uinvite_flat,hamster,moose,0
S101,uinvite_flat,gerbil,moose,0
S101,uinvite_flat,moose,parrot,0
S101,uinvite_flat,moose,parakeet,0
S101,uinvite_flat,moose,snake,0
S101,uinvite_flat,moose,snail,0
S101,uinvite_flat,alligator,moose,0
S101,uinvite_flat,crocodile,moose,0
S101,uinvite_flat,guineapig,moose,0
S101,uinvite_flat,moose,rhinoceros,0
S101,uinvite_flat,elephant,moose,0
S101,uinvite_flat,moose,panda,0
S101,uinvite_flat,bear,moose,0
S101,uinvite_flat,lion,moose,0
S101,uinvite_flat,moose,tiger,0
S101,uinvite_flat,moose,raccoon,0
S101,uinvite_flat,ferret,moose,0
S101,uinvite_flat,moose,possum,0
S101,uinvite_flat,duck,moose,0
S101,uinvite_flat,kangaroo,moose,0
S101,uinvite_flat,eel,moose,0
S101,uinvite_flat,moose,whale,0
S101,uinvite_flat,moose,shark,0
S101,uinvite_flat,moose,mouse,0
S101,uinvite_flat,moose,rat,0
S101,uinvite_flat,moose,zebra,0
S101,uinvite_flat,chicken,moose,0
S101,uinvite_flat,goose,moose,0
S101,uinvite_flat,moose,swan,0
S101,uinvite_flat,moose,peacock,0
S101,uinvite_flat,moose,tarantula,0
S101,uinvite_flat,moose,rattlesnake,0
S101,uinvite_flat,cobra,moose,0
S101,uinvite_flat,moose,python,0
S101,uinvite_flat,iguana,moose,0
S101,uinvite_flat,bull,moose,0
S101,uinvite_flat,moose,seahorse,0
S101,uinvite_flat,cheetah,moose,0
S101,uinvite_flat,moose,panther,0
S101,uinvite_flat,moose,owl,0
S101,uinvite_flat,moose,penguin,0
S101,uinvite_flat,moose,worm,0
S101,uinvite_flat,dove,moose,0
S101,uinvite_flat,moose,pigeon,0
S101,uinvite_flat,aardvark,moose,0
S101,uinvite_flat,llama,moose,0
S101,uinvite_flat,emu,moose,1
S101,uinvite_flat,moose,ostrich,0
S101,uinvite_flat,koala,moose,0
S101,uinvite_flat,butterfly,moose,0
S101,uinvite_flat,frog,moose,0
S101,uinvite_flat,moose,toad,0
S101,uinvite_flat,elk,moose,1
S101,uinvite_flat,cat,manatee,0
S101,uinvite_flat,dog,manatee,0
S101,uinvite_flat,manatee,rabbit,0
S101,uinvite_flat,manatee,turtle,0
S101,uinvite_flat,bird,manatee,0
S101,uinvite_flat,giraffe,manatee,0
S101,uinvite_flat,antelope,manatee,0
S101,uinvite_flat,buffalo,manatee,0
S101,uinvite_flat,deer,manatee,0
S101,uinvite_flat,cow,manatee,0
S101,uinvite_flat,manatee,pig,0
S101,uinvite_flat,hamster,manatee,0
S101,uinvite_flat,gerbil,manatee,0
S101,uinvite_flat,manatee,parrot,0
S101,uinvite_flat,manatee,parakeet,0
S101,uinvite_flat,manatee,snake,0
S101,uinvite_flat,manatee,snail,0
S101,uinvite_flat,alligator,manatee,0
S101,uinvite_flat,crocodile,manatee,0
S101,uinvite_flat,guineapig,manatee,0
S101,uinvite_flat,manatee,rhinoceros,0
S101,uinvite_flat,elephant,manatee,0
S101,uinvite_flat,manatee,panda,0
S101,uinvite_flat,bear,manatee,0
S101,uinvite_flat,lion,manatee,0
S101,uinvite_flat,manatee,tiger,0
S101,uinvite_flat,manatee,raccoon,0
S101,uinvite_flat,ferret,manatee,0
S101,uinvite_flat,manatee,possum,0
S101,uinvite_flat,duck,manatee,0
S101,uinvite_flat,kangaroo,manatee,0
S101,uinvite_flat,eel,manatee,0
S101,uinvite_flat,manatee,whale,0
S101,uinvite_flat,manatee,shark,0
S101,uinvite_flat,manatee,mouse,0
S101,uinvite_flat,manatee,rat,0
S101,uinvite_flat,manatee,zebra,0
S101,uinvite_flat,chicken,manatee,0
S101,uinvite_flat,goose,manatee,0
S101,uinvite_flat,manatee,swan,0
S101,uinvite_flat,manatee,peacock,0
S101,uinvite_flat,manatee,tarantula,0
S101,uinvite_flat,manatee,rattlesnake,0
S101,uinvite_flat,cobra,manatee,0
S101,uinvite_flat,manatee,python,0
S101,uinvite_flat,iguana,manatee,0
S101,uinvite_flat,bull,manatee,0
S101,uinvite_flat,manatee,seahorse,0
S101,uinvite_flat,cheetah,manatee,0
S101,uinvite_flat,manatee,panther,0
S101,uinvite_flat,manatee,owl,0
S101,uinvite_flat,manatee,penguin,0
S101,uinvite_flat,manatee,worm,0
S101,uinvite_flat,dove,manatee,0
S101,uinvite_flat,manatee,pigeon,0
S101,uinvite_flat,aardvark,manatee,1
S101,uinvite_flat,llama,manatee,0
S101,uinvite_flat,emu,manatee,0
S101,uinvite_flat,manatee,ostrich,0
S101,uinvite_flat,koala,manatee,0
S101,uinvite_flat,butterfly,manatee,0
S101,uinvite_flat,frog,manatee,0
S101,uinvite_flat,manatee,toad,0
S101,uinvite_flat,elk,manatee,0
S101,uinvite_flat,manatee,moose,0
S101,uinvite_flat,cat,seal,0
S101,uinvite_flat,dog,seal,0
S101,uinvite_flat,rabbit,seal,0
S101,uinvite_flat,seal,turtle,0
S101,uinvite_flat,bird,seal,0
S101,uinvite_flat,giraffe,seal,0
S101,uinvite_flat,antelope,seal,0
S101,uinvite_flat,buffalo,seal,0
S101,uinvite_flat,deer,seal,0
S101,uinvite_flat,cow,seal,0
S101,uinvite_flat,pig,seal,0
S101,uinvite_flat,hamster,seal,0
S101,uinvite_flat,gerbil,seal,0
S101,uinvite_flat,parrot,seal,0
S101,uinvite_flat,parakeet,seal,0
S101,uinvite_flat,seal,snake,0
S101,uinvite_flat,seal,snail,0
S101,uinvite_flat,alligator,seal,0
S101,uinvite_flat,crocodile,seal,0
S101,uinvite_flat,guineapig,seal,0
S101,uinvite_flat,rhinoceros,seal,0
S101,uinvite_flat,elephant,seal,0
S101,uinvite_flat,panda,seal,0
S101,uinvite_flat,bear,seal,0
S101,uinvite_flat,lion,seal,0
S101,uinvite_flat,seal,tiger,0
S101,uinvite_flat,raccoon,seal,0
S101,uinvite_flat,ferret,seal,0
S101,uinvite_flat,possum,seal,0
S101,uinvite_flat,duck,seal,0
S101,uinvite_flat,kangaroo,seal,0
S101,uinvite_flat,eel,seal,0
S101,uinvite_flat,seal,whale,0
S101,uinvite_flat,seal,shark,0
S101,uinvite_flat,mouse,seal,0
S101,uinvite_flat,rat,seal,0
S101,uinvite_flat,seal,zebra,0
S101,uinvite_flat,chicken,seal,0
S101,uinvite_flat,goose,seal,0
S101,uinvite_flat,seal,swan,0
S101,uinvite_flat,peacock,seal,0
S101,uinvite_flat,seal,tarantula,0
S101,uinvite_flat,rattlesnake,seal,0
S101,uinvite_flat,cobra,seal,0
S101,uinvite_flat,python,seal,0
S101,uinvite_flat,iguana,seal,0
S101,uinvite_flat,bull,seal,0
S101,uinvite_flat,seahorse,seal,0
S101,uinvite_flat,cheetah,seal,0
S101,uinvite_flat,panther,seal,0
S101,uinvite_flat,owl,seal,0
S101,uinvite_flat,penguin,seal,1
S101,uinvite_flat,seal,worm,0
S101,uinvite_flat,dove,seal,0
S101,uinvite_flat,pigeon,seal,0
S101,uinvite_flat,aardvark,seal,0
S101,uinvite_flat,llama,seal,0
S101,uinvite_flat,emu,seal,0
S101,uinvite_flat,ostrich,seal,0
S101,uinvite_flat,koala,seal,0
S101,uinvite_flat,butterfly,seal,0
S101,uinvite_flat,frog,seal,0
S101,uinvite_flat,seal,toad,0
S101,uinvite_flat,elk,seal,0
S101,uinvite_flat,moose,seal,0
S101,uinvite_flat,manatee,seal,1
S101,uinvite_flat,cat,jellyfish,0
S101,uinvite_flat,dog,jellyfish,0
S101,uinvite_flat,jellyfish,rabbit,0
S101,uinvite_flat,jellyfish,turtle,0
S101,uinvite_flat,bird,jellyfish,0
S101,uinvite_flat,giraffe,jellyfish,0
S101,uinvite_flat,antelope,jellyfish,0
S101,uinvite_flat,buffalo,jellyfish,0
S101,uinvite_flat,deer,jellyfish,0
S101,uinvite_flat,cow,jellyfish,0
S101,uinvite_flat,jellyfish,pig,0
S101,uinvite_flat,hamster,jellyfish,0
S101,uinvite_flat,gerbil,jellyfish,0
S101,uinvite_flat,jellyfish,parrot,0
S101,uinvite_flat,jellyfish,parakeet,0
S101,uinvite_flat,jellyfish,snake,0
S101,uinvite_flat,jellyfish,snail,0
S101,uinvite_flat,alligator,jellyfish,0
S101,uinvite_flat,crocodile,jellyfish,0
S101,uinvite_flat,guineapig,jellyfish,0
S101,uinvite_flat,jellyfish,rhinoceros,0
S101,uinvite_flat,elephant,jellyfish,0
S101,uinvite_flat,jellyfish,panda,0
S101,uinvite_flat,bear,jellyfish,0
S101,uinvite_flat,jellyfish,lion,0
S101,uinvite_flat,jellyfish,tiger,0
S101,uinvite_flat,jellyfish,raccoon,0
S101,uinvite_flat,ferret,jellyfish,0
S101,uinvite_flat,jellyfish,possum,0
S101,uinvite_flat,duck,jellyfish,0
S101,uinvite_flat,jellyfish,kangaroo,0
S101,uinvite_flat,eel,jellyfish,0
S101,uinvite_flat,jellyfish,whale,0
S101,uinvite_flat,jellyfish,shark,0
S101,uinvite_flat,jellyfish,mouse,0
S101,uinvite_flat,jellyfish,rat,0
S101,uinvite_flat,jellyfish,zebra,0
S101,uinvite_flat,chicken,jellyfish,0
S101,uinvite_flat,goose,jellyfish,0
S101,uinvite_flat,jellyfish,swan,0
S101,uinvite_flat,jellyfish,peacock,0
S101,uinvite_flat,jellyfish,tarantula,0
S101,uinvite_flat,jellyfish,rattlesnake,0
S101,uinvite_flat,cobra,jellyfish,0
S101,uinvite_flat,jellyfish,python,0
S101,uinvite_flat,iguana,jellyfish,0
S101,uinvite_flat,bull,jellyfish,0
S101,uinvite_flat,jellyfish,seahorse,1
S101,uinvite_flat,cheetah,jellyfish,0
S101,uinvite_flat,jellyfish,panther,0
S101,uinvite_flat,jellyfish,owl,0
S101,uinvite_flat,jellyfish,penguin,0
S101,uinvite_flat,jellyfish,worm,0
S101,uinvite_flat,dove,jellyfish,0
S101,uinvite_flat,jellyfish,pigeon,0
S101,uinvite_flat,aardvark,jellyfish,0
S101,uinvite_flat,jellyfish,llama,0
S101,uinvite_flat,emu,jellyfish,0
S101,uinvite_flat,jellyfish,ostrich,0
S101,uinvite_flat,jellyfish,koala,0
S101,uinvite_flat,butterfly,jellyfish,0
S101,uinvite_flat,frog,jellyfish,0
S101,uinvite_flat,jellyfish,toad,0
S101,uinvite_flat,elk,jellyfish,0
S101,uinvite_flat,jellyfish,moose,0
S101,uinvite_flat,jellyfish,manatee,0
S101,uinvite_flat,jellyfish,seal,0
S101,uinvite_flat,cat,stingray,0
S101,uinvite_flat,dog,stingray,0
S101,uinvite_flat,rabbit,stingray,0
S101,uinvite_flat,stingray,turtle,0
S101,uinvite_flat,bird,stingray,0
S101,uinvite_flat,giraffe,stingray,0
S101,uinvite_flat,antelope,stingray,0
S101,uinvite_flat,buffalo,stingray,0
S101,uinvite_flat,deer,stingray,0
S101,uinvite_flat,cow,stingray,0
S101,uinvite_flat,pig,stingray,0
S101,uinvite_flat,hamster,stingray,0
S101,uinvite_flat,gerbil,stingray,0
S101,uinvite_flat,parrot,stingray,0
S101,uinvite_flat,parakeet,stingray,0
S101,uinvite_flat,snake,stingray,0
S101,uinvite_flat,snail,stingray,0
S101,uinvite_flat,alligator,stingray,0
S101,uinvite_flat,crocodile,stingray,0
S101,uinvite_flat,guineapig,stingray,0
S101,uinvite_flat,rhinoceros,stingray,0
S101,uinvite_flat,elephant,stingray,0
S101,uinvite_flat,panda,stingray,0
S101,uinvite_flat,bear,stingray,0
S101,uinvite_flat,lion,stingray,0
S101,uinvite_flat,stingray,tiger,0
S101,uinvite_flat,raccoon,stingray,0
S101,uinvite_flat,ferret,stingray,0
S101,uinvite_flat,possum,stingray,0
S101,uinvite_flat,duck,stingray,0
S101,uinvite_flat,kangaroo,stingray,0
S101,uinvite_flat,eel,stingray,0
S101,uinvite_flat,stingray,whale,0
S101,uinvite_flat,shark,stingray,0
S101,uinvite_flat,mouse,stingray,0
S101,uinvite_flat,rat,stingray,0
S101,uinvite_flat,stingray,zebra,0
S101,uinvite_flat,chicken,stingray,0
S101,uinvite_flat,goose,stingray,0
S101,uinvite_flat,stingray,swan,0
S101,uinvite_flat,peacock,stingray,0
S101,uinvite_flat,stingray,tarantula,0
S101,uinvite_flat,rattlesnake,stingray,0
S101,uinvite_flat,cobra,stingray,0
S101,uinvite_flat,python,stingray,0
S101,uinvite_flat,iguana,stingray,0
S101,uinvite_flat,bull,stingray,0
S101,uinvite_flat,seahorse,stingray,0
S101,uinvite_flat,cheetah,stingray,0
S101,uinvite_flat,panther,stingray,0
S101,uinvite_flat,owl,stingray,0
S101,uinvite_flat,penguin,stingray,0
S101,uinvite_flat,stingray,worm,0
S101,uinvite_flat,dove,stingray,0
S101,uinvite_flat,pigeon,stingray,0
S101,uinvite_flat,aardvark,stingray,0
S101,uinvite_flat,llama,stingray,0
S101,uinvite_flat,emu,stingray,0
S101,uinvite_flat,ostrich,stingray,0
S101,uinvite_flat,koala,stingray,0
S101,uinvite_flat,butterfly,stingray,0
S101,uinvite_flat,frog,stingray,0
S101,uinvite_flat,stingray,toad,0
S101,uinvite_flat,elk,stingray,0
S101,uinvite_flat,moose,stingray,0
S101,uinvite_flat,manatee,stingray,0
S101,uinvite_flat,seal,stingray,0
S101,uinvite_flat,jellyfish,stingray,1
S101,uinvite_flat,cat,dolphin,0
S101,uinvite_flat,dog,dolphin,0
S101,uinvite_flat,dolphin,rabbit,0
S101,uinvite_flat,dolphin,turtle,0
S101,uinvite_flat,bird,dolphin,0
S101,uinvite_flat,dolphin,giraffe,0
S101,uinvite_flat,antelope,dolphin,0
S101,uinvite_flat,buffalo,dolphin,0
S101,uinvite_flat,deer,dolphin,0
S101,uinvite_flat,cow,dolphin,0
S101,uinvite_flat,dolphin,pig,0
S101,uinvite_flat,dolphin,hamster,0
S101,uinvite_flat,dolphin,gerbil,0
S101,uinvite_flat,dolphin,parrot,0
S101,uinvite_flat,dolphin,parakeet,0
S101,uinvite_flat,dolphin,snake,0
S101,uinvite_flat,dolphin,snail,0
S101,uinvite_flat,alligator,dolphin,0
S101,uinvite_flat,crocodile,dolphin,0
S101,uinvite_flat,dolphin,guineapig,0
S101,uinvite_flat,dolphin,rhinoceros,0
S101,uinvite_flat,dolphin,elephant,0
S101,uinvite_flat,dolphin,panda,0
S101,uinvite_flat,bear,dolphin,0
S101,uinvite_flat,dolphin,lion,0
S101,uinvite_flat,dolphin,tiger,0
S101,uinvite_flat,dolphin,raccoon,0
S101,uinvite_flat,dolphin,ferret,0
S101,uinvite_flat,dolphin,possum,0
S101,uinvite_flat,dolphin,duck,0
S101,uinvite_flat,dolphin,kangaroo,0
S101,uinvite_flat,dolphin,eel,0
S101,uinvite_flat,dolphin,whale,0
S101,uinvite_flat,dolphin,shark,1
S101,uinvite_flat,dolphin,mouse,0
S101,uinvite_flat,dolphin,rat,0
S101,uinvite_flat,dolphin,zebra,0
S101,uinvite_flat,chicken,dolphin,0
S101,uinvite_flat,dolphin,goose,0
S101,uinvite_flat,dolphin,swan,0
S101,uinvite_flat,dolphin,peacock,0
S101,uinvite_flat,dolphin,tarantula,0
S101,uinvite_flat,dolphin,rattlesnake,0
S101,uinvite_flat,cobra,dolphin,0
S101,uinvite_flat,dolphin,python,0
S101,uinvite_flat,dolphin,iguana,0
S101,uinvite_flat,bull,dolphin,0
S101,uinvite_flat,dolphin,seahorse,0
S101,uinvite_flat,cheetah,dolphin,0
S101,uinvite_flat,dolphin,panther,0
S101,uinvite_flat,dolphin,owl,0
S101,uinvite_flat,dolphin,penguin,0
S101,uinvite_flat,dolphin,worm,0
S101,uinvite_flat,dolphin,dove,0
S101,uinvite_flat,dolphin,pigeon,0
S101,uinvite_flat,aardvark,dolphin,0
S101,uinvite_flat,dolphin,llama,0
S101,uinvite_flat,dolphin,emu,0
S101,uinvite_flat,dolphin,ostrich,0
S101,uinvite_flat,dolphin,koala,0
S101,uinvite_flat,butterfly,dolphin,0
S101,uinvite_flat,dolphin,frog,0
S101,uinvite_flat,dolphin,toad,0
S101,uinvite_flat,dolphin,elk,0
S101,uinvite_flat,dolphin,moose,0
S101,uinvite_flat,dolphin,manatee,0
S101,uinvite_flat,dolphin,seal,0
S101,uinvite_flat,dolphin,jellyfish,0
S101,uinvite_flat,dolphin,stingray,0
S102,uinvite_flat,bear,cat,1
S102,uinvite_flat,bear,dog,1
S102,uinvite_flat,cat,dog,1
S102,uinvite_flat,bear,hamster,0
S102,uinvite_flat,cat,hamster,0
S102,uinvite_flat,dog,hamster,1
S102,uinvite_flat,bear,gerbil,0
S102,uinvite_flat,cat,gerbil,0
S102,uinvite_flat,dog,gerbil,0
S102,uinvite_flat,gerbil,hamster,1
S102,uinvite_flat,bear,guineapig,0
S102,uinvite_flat,cat,guineapig,0
S102,uinvite_flat,dog,guineapig,0
S102,uinvite_flat,guineapig,hamster,0
S102,uinvite_flat,gerbil,guineapig,1
S102,uinvite_flat,bear,pig,0
S102,uinvite_flat,cat,pig,0
S102,uinvite_flat,dog,pig,0
S102,uinvite_flat,hamster,pig,0
S102,uinvite_flat,gerbil,pig,0
S102,uinvite_flat,guineapig,pig,1
S102,uinvite_flat,bear,cow,0
S102,uinvite_flat,cat,cow,0
S102,uinvite_flat,cow,dog,0
S102,uinvite_flat,cow,hamster,0
S102,uinvite_flat,cow,gerbil,0
S102,uinvite_flat,cow,guineapig,0
S102,uinvite_flat,cow,pig,1
S102,uinvite_flat,bear,horse,0
S102,uinvite_flat,cat,horse,0
S102,uinvite_flat,dog,horse,0
S102,uinvite_flat,hamster,horse,0
S102,uinvite_flat,gerbil,horse,0
S102,uinvite_flat,guineapig,horse,0
S102,uinvite_flat,horse,pig,1
S102,uinvite_flat,cow,horse,1
S102,uinvite_flat,bear,sheep,0
S102,uinvite_flat,cat,sheep,0
S102,uinvite_flat,dog,sheep,0
S102,uinvite_flat,hamster,sheep,0
S102,uinvite_flat,gerbil,sheep,0
S102,uinvite_flat,guineapig,sheep,0
S102,uinvite_flat,pig,sheep,1
S102,uinvite_flat,cow,sheep,0
S102,uinvite_flat,horse,sheep,1
S102,uinvite_flat,bear,goat,0
S102,uinvite_flat,cat,goat,0
S102,uinvite_flat,dog,goat,0
S102,uinvite_flat,goat,hamster,0
S102,uinvite_flat,gerbil,goat,0
S102,uinvite_flat,goat,guineapig,0
S102,uinvite_flat,goat,pig,1
S102,uinvite_flat,cow,goat,0
S102,uinvite_flat,goat,horse,0
S102,uinvite_flat,goat,sheep,1
S102,uinvite_flat,bear,rooster,0
S102,uinvite_flat,cat,rooster,0
S102,uinvite_flat,dog,rooster,0
S102,uinvite_flat,hamster,rooster,0
S102,uinvite_flat,gerbil,rooster,0
S102,uinvite_flat,guineapig,rooster,0
S102,uinvite_flat,pig,rooster,0
S102,uinvite_flat,cow,rooster,0
S102,uinvite_flat,horse,rooster,0
S102,uinvite_flat,rooster,sheep,0
S102,uinvite_flat,goat,rooster,1
S102,uinvite_flat,bear,mosquito,0
S102,uinvite_flat,cat,mosquito,0
S102,uinvite_flat,dog,mosquito,0
S102,uinvite_flat,hamster,mosquito,0
S102,uinvite_flat,gerbil,mosquito,0
S102,uinvite_flat,guineapig,mosquito,0
S102,uinvite_flat,mosquito,pig,0
S102,uinvite_flat,cow,mosquito,0
S102,uinvite_flat,horse,mosquito,0
S102,uinvite_flat,mosquito,sheep,0
S102,uinvite_flat,goat,mosquito,0
S102,uinvite_flat,mosquito,rooster,1
S102,uinvite_flat,bear,lion,0
S102,uinvite_flat,cat,lion,0
S102,uinvite_flat,dog,lion,0
S102,uinvite_flat,hamster,lion,0
S102,uinvite_flat,gerbil,lion,0
S102,uinvite_flat,guineapig,lion,0
S102,uinvite_flat,lion,pig,0
S102,uinvite_flat,cow,lion,0
S102,uinvite_flat,horse,lion,0
S102,uinvite_flat,lion,sheep,0
S102,uinvite_flat,goat,lion,0
S102,uinvite_flat,lion,rooster,0
S102,uinvite_flat,lion,mosquito,1
S102,uinvite_flat,bear,tiger,1
S102,uinvite_flat,cat,tiger,0
S102,uinvite_flat,dog,tiger,0
S102,uinvite_flat,hamster,tiger,0
S102,uinvite_flat,gerbil,tiger,0
S102,uinvite_flat,guineapig,tiger,0
S102,uinvite_flat,pig,tiger,0
S102,uinvite_flat,cow,tiger,0
S102,uinvite_flat,horse,tiger,1
S102,uinvite_flat,sheep,tiger,0
S102,uinvite_flat,goat,tiger,0
S102,uinvite_flat,rooster,tiger,0
S102,uinvite_flat,mosquito,tiger,0
S102,uinvite_flat,lion,tiger,1
S102,uinvite_flat,bear,cheetah,0
S102,uinvite_flat,cat,cheetah,0
S102,uinvite_flat,cheetah,dog,0
S102,uinvite_flat,cheetah,hamster,0
S102,uinvite_flat,cheetah,gerbil,0
S102,uinvite_flat,cheetah,guineapig,0
S102,uinvite_flat,cheetah,pig,0
S102,uinvite_flat,cheetah,cow,0
S102,uinvite_flat,cheetah,horse,0
S102,uinvite_flat,cheetah,sheep,0
S102,uinvite_flat,cheetah,goat,0
S102,uinvite_flat,cheetah,rooster,0
S102,uinvite_flat,cheetah,mosquito,0
S102,uinvite_flat,cheetah,lion,0
S102,uinvite_flat,cheetah,tiger,1
S102,uinvite_flat,bear,leopard,0
S102,uinvite_flat,cat,leopard,0
S102,uinvite_flat,dog,leopard,0
S102,uinvite_flat,hamster,leopard,0
S102,uinvite_flat,gerbil,leopard,0
S102,uinvite_flat,guineapig,leopard,0
S102,uinvite_flat,leopard,pig,0
S102,uinvite_flat,cow,leopard,0
S102,uinvite_flat,horse,leopard,0
S102,uinvite_flat,leopard,sheep,0
S102,uinvite_flat,goat,leopard,0
S102,uinvite_flat,leopard,rooster,0
S102,uinvite_flat,leopard,mosquito,0
S102,uinvite_flat,leopard,lion,0
S102,uinvite_flat,leopard,tiger,0
S102,uinvite_flat,cheetah,leopard,1
S102,uinvite_flat,bear,lynx,0
S102,uinvite_flat,cat,lynx,0
S102,uinvite_flat,dog,lynx,0
S102,uinvite_flat,hamster,lynx,0
S102,uinvite_flat,gerbil,lynx,0
S102,uinvite_flat,guineapig,lynx,0
S102,uinvite_flat,lynx,pig,0
S102,uinvite_flat,cow,lynx,0
S102,uinvite_flat,horse,lynx,0
S102,uinvite_flat,lynx,sheep,0
S102,uinvite_flat,goat,lynx,0
S102,uinvite_flat,lynx,rooster,0
S102,uinvite_flat,lynx,mosquito,0
S102,uinvite_flat,lion,lynx,0
S102,uinvite_flat,lynx,tiger,0
S102,uinvite_flat,cheetah,lynx,0
S102,uinvite_flat,leopard,lynx,1
S102,uinvite_flat,bear,bobcat,0
S102,uinvite_flat,bobcat,cat,0
S102,uinvite_flat,bobcat,dog,0
S102,uinvite_flat,bobcat,hamster,0
S102,uinvite_flat,bobcat,gerbil,0
S102,uinvite_flat,bobcat,guineapig,0
S102,uinvite_flat,bobcat,pig,0
S102,uinvite_flat,bobcat,cow,0
S102,uinvite_flat,bobcat,horse,0
S102,uinvite_flat,bobcat,sheep,0
S102,uinvite_flat,bobcat,goat,0
S102,uinvite_flat,bobcat,rooster,0
S102,uinvite_flat,bobcat,mosquito,0
S102,uinvite_flat,bobcat,lion,0
S102,uinvite_flat,bobcat,tiger,0
S102,uinvite_flat,bobcat,cheetah,0
S102,uinvite_flat,bobcat,leopard,0
S102,uinvite_flat,bobcat,lynx,1
S102,uinvite_flat,bear,wolf,0
S102,uinvite_flat,cat,wolf,0
S102,uinvite_flat,dog,wolf,0
S102,uinvite_flat,hamster,wolf,0
S102,uinvite_flat,gerbil,wolf,0
S102,uinvite_flat,guineapig,wolf,0
S102,uinvite_flat,pig,wolf,0
S102,uinvite_flat,cow,wolf,0
S102,uinvite_flat,horse,wolf,0
S102,uinvite_flat,sheep,wolf,0
S102,uinvite_flat,goat,wolf,0
S102,uinvite_flat,rooster,wolf,0
S102,uinvite_flat,mosquito,wolf,0
S102,uinvite_flat,lion,wolf,0
S102,uinvite_flat,tiger,wolf,0
S102,uinvite_flat,cheetah,wolf,0
S102,uinvite_flat,leopard,wolf,0
S102,uinvite_flat,lynx,wolf,0
S102,uinvite_flat,bobcat,wolf,1
S102,uinvite_flat,bear,rabbit,0
S102,uinvite_flat,cat,rabbit,0
S102,uinvite_flat,dog,rabbit,0
S102,uinvite_flat,hamster,rabbit,1
S102,uinvite_flat,gerbil,rabbit,0
S102,uinvite_flat,guineapig,rabbit,0
S102,uinvite_flat,pig,rabbit,0
S102,uinvite_flat,cow,rabbit,0
S102,uinvite_flat,horse,rabbit,0
S102,uinvite_flat,rabbit,sheep,0
S102,uinvite_flat,goat,rabbit,0
S102,uinvite_flat,rabbit,rooster,0
S102,uinvite_flat,mosquito,rabbit,0
S102,uinvite_flat,lion,rabbit,0
S102,uinvite_flat,rabbit,tiger,0
S102,uinvite_flat,cheetah,rabbit,0
S102,uinvite_flat,leopard,rabbit,0
S102,uinvite_flat,lynx,rabbit,0
S102,uinvite_flat,bobcat,rabbit,0
S102,uinvite_flat,rabbit,wolf,1
S102,uinvite_flat,bear,frog,0
S102,uinvite_flat,cat,frog,0
S102,uinvite_flat,dog,frog,0
S102,uinvite_flat,frog,hamster,0
S102,uinvite_flat,frog,gerbil,0
S102,uinvite_flat,frog,guineapig,0
S102,uinvite_flat,frog,pig,0
S102,uinvite_flat,cow,frog,0
S102,uinvite_flat,frog,horse,0
S102,uinvite_flat,frog,sheep,0
S102,uinvite_flat,frog,goat,0
S102,uinvite_flat,frog,rooster,0
S102,uinvite_flat,frog,mosquito,0
S102,uinvite_flat,frog,lion,0
S102,uinvite_flat,frog,tiger,0
S102,uinvite_flat,cheetah,frog,0
S102,uinvite_flat,frog,leopard,0
S102,uinvite_flat,frog,lynx,0
S102,uinvite_flat,bobcat,frog,0
S102,uinvite_flat,frog,wolf,0
S102,uinvite_flat,frog,rabbit,1
S102,uinvite_flat,bear,elephant,1
S102,uinvite_flat,cat,elephant,0
S102,uinvite_flat,dog,elephant,0
S102,uinvite_flat,elephant,hamster,0
S102,uinvite_flat,elephant,gerbil,0
S102,uinvite_flat,elephant,guineapig,0
S102,uinvite_flat,elephant,pig,0
S102,uinvite_flat,cow,elephant,0
