S100,komododragon,flea,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,antelope,buffalo,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S100,dolphin,orca,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
S100,woodchuck,raptor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,otter,mole,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,blowfish,barracuda,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,chicken,rooster,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
S100,grasshopper,wren,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,mantis,cicada,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,bonobo,monkey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,bluejay,mockingjay,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,salamander,gnat,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,peccary,howlermonkey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,ostrich,emu,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,
S100,woodpecker,robin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,bull,oxen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,bat,bt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,chihuahua,pitbull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,parrot,assassinbug,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,sandshark,hammerheadshark,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,monkey,chimpanzee,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
S100,ram,bull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,sugarglider,bat,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,opossum,vulture,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,dragonfly,butterfly,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,wolverine,ermine,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,lobster,crab,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
S100,groundhog,mongoose,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,budgie,rattlesnake,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,tapir,oxen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,bee,hornet,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,carrion,camel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
S100,horse,pib,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
