subj,node1,node2,irt5,irt9,irt95
S111,horse,rhinoceros,1,1,1
S111,horse,giraffe,0,1,1
S111,cheetah,crocodile,1,1,0
S111,bird,cow,0,1,0
S111,rabbit,crocodile,0,1,1
S111,deer,cat,1,1,1
S111,bird,dog,1,1,0
S111,cheetah,rabbit,1,1,1
S111,elephant,lion,1,1,1
S111,rhinoceros,kangaroo,0,1,0
S111,camel,giraffe,1,1,1
S111,crocodile,wolf,0,0,1
S111,owl,cat,1,1,0
S111,owl,cow,1,1,1
S111,horse,cheetah,1,1,1
S111,hyena,wolf,1,1,1
S111,bear,wolf,0,0,1
S111,crocodile,lion,1,0,0
S111,buzzard,deer,1,1,1
S111,kangaroo,crocodile,0,0,1
S111,dog,cat,1,1,1
S111,lion,hyena,1,1,1
S111,bird,deer,0,1,1
S111,dog,lion,1,0,0
S111,bird,cat,1,1,1
S111,tiger,dog,0,1,0
S111,lion,wolf,1,1,0
S111,bunny,cow,1,1,1
S111,cheetah,tiger,1,1,1
S111,bear,tiger,1,1,1
S111,cheetah,lion,1,1,0
S111,bird,wolf,1,1,1
S111,bear,lion,1,1,0
S111,camel,cheetah,1,1,0
S111,cheetah,dog,1,1,1
S111,camel,rhinoceros,1,1,1
S111,camel,crocodile,0,1,1
S111,owl,kangaroo,1,1,1
S111,owl,bird,1,1,1
S111,tiger,lion,1,1,1
S111,camel,horse,1,1,1
