numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,triangle_limit,startGraph,prune_limit,other_limit,rcutoff,followtype,numedges,graph_seed,x_seed,truegraph,ll_tg,ll_tg_prior,ll_tg_irt,ll_tg_irt_prior,cost_rw,time_rw,bestgraph_rw,hit_rw,miss_rw,fa_rw,cr_rw,ll_rw,cost_fe,time_fe,bestgraph_fe,hit_fe,miss_fe,fa_fe,cr_fe,ll_fe,cost_uinvite,time_uinvite,bestgraph_uinvite,hit_uinvite,miss_uinvite,fa_uinvite,cr_uinvite,ll_uinvite,cost_windowgraph,time_windowgraph,bestgraph_windowgraph,hit_windowgraph,miss_windowgraph,fa_windowgraph,cr_windowgraph,ll_windowgraph
6,0.3,steyvers,4,50,0.7,0.0,stationary,15,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,180,119,119,:q_O?K?AA_?OOM?@@?oc?AA@o?WUAA@o_WOIF_?OOYCBA@pCCCEaA@cCF?@@gg[R??`@HACDCBgwcVCCBW?W^@@`@?i?GDdgOSKHDp?geADBeBKOIN_`p[S]ZaCQ[GQJIFgPU?DBArCKIFGfxXGgV_?Qs_YSPp@c?QOGq@XKo[__`_tLJHDaya?AAcWxC~BHESK_[UMOogktAKGTCGKe,-1315.99619604,,,,191.0,0:00:00.018391,:q`?W?CD??_gKCEC_?wGGF?@?o_SL??__gYCFCO?gWSJ_@@?qACBawGWTDBo?GOIHGPP?o[O_?_wcVCCBW?OKI_?OWOOIDbG?CIGDbQsGECA`_wc^@A@Ows[U_`Ow_SPKEWWSKJFBqS[QJdbPxOiZ_?o_SKHDAqHKkX___WcSJIDrt}?DBA``GgWKer`u?@@`?h?aQLfx?k[NHCq`[oX_?P?oYPJP@?s]QIFs[OIKFdg?c_[QO_wceSKERPkx@@@?goYSNFsAYUMFcaqa?A@`Oo[_PLiTSOMPHeRPo~@@baPWq]OggG_[SJFDSSSJFeRQHQjUJTsGGFDBAH[oYOhDCGEEFDrQ@IeSkN,145,35,156,889,-1240.18417241,165.0,0:00:00.000472,:q`?WS_FJBrosUcGj_GOe}ApF{iMXlK~,15,165,0,1045,-inf,111.0,0:00:11.549518,:q`?W?CD??_gKCEC_?wGGF?@@?k?AAA`gO]KI_BG_[V@BPO{?ACAaQCSOMbaP[OOL_@gGKGGDAw?_lAA`_weACBdgGSMWKoook^FDqpxOiZaAqHMCBCaq`zAEDCb@cv@@`Q@Cc^cApxGgX_?P?qYSPp?go^?CcBcGMHHeGOOWLOHhWw]QJIG?GIPLig_[aYNoqPc{`cBapqIIDecQd\KGeBQDPABDsqd`,129,51,60,985,-1197.60534903,147.0,0:00:00.165503,:q`_hOYYKgcIW[RT?OZ?IuNdo@xSvJGtKGYIOGfyPQjbaQZCp?eddiK[~QKgXCUogrI^,40,140,7,1038,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,15,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,187,120,120,:q_O?K?AA_?OOM?@@?oc?CBAoOOKH@@?o_]AAA@pC?AE_@OsCCG_?__iACBO?OSYMdbWg[OK`@@CCEGHP?ow^?@BWGSL?@Aa@UGEFOOw_R@BaQHeAL_____tBA@p?wx@BaAXcz?AaacKgU_@`_}ADCCg__eXLO?WweU`@PhQCIEeskCOQaAAXiEGECRq]O[SoqI\T@BaRHyIEGObPq[caHwGSKUQ^,-1316.01845352,,,,205.0,0:00:00.018370,:q`?GGI?@@?w?CCC_?OOQAA@`GGON?@@?{?CBB@pC?EDBAPS?ABDo__[QIEO?GWP?Aap_s\EDbW?SKFCAPcGGECBg?KOHDcg_SKKFBw?GSJEbqC?CDEdG?gYNGCQ`UGDBAp_wcRJoOW[QIEBqXUAGCcQXWr@@a@GoYNGdg?CCGCb@hOqYa@Ow_WPHDRXqABBa@xCeXLO?gggULo?WOIRIDQs?CECB@o}ADCB@gwcSMfbyAGGDAqHKqYMO?W_[RJEBkGKLHDBXs~ABaPOoYTLgSkCOHHCrsOIMHeRPtFBAaP`CcRKFcQ]w\RiX@CefTOOwcYQLErqLIg___gW__OpQH`Eg_?pp`HBAAPpxEfSIWGSKIFcaXWq[QHTat^,152,35,170,868,-1262.53316969,172.0,0:00:00.000466,:qa_hGI]?h?iwAs@m?jpehaAx?]WSZhZpv,15,172,0,1038,-inf,106.0,0:00:14.235599,:q`?GGI?@@?w?CCC_?_cCCB_`?{GGF_?_o[P?@`PGi?@Do__cSK_`g?SULFQwgWMGEO_o_\BCAQSOKKFBw?GSLGPW?gYNGCQkOIEFCwG[R@CcQpeAL_?OO_QKKeg_[WQMOOw_]RKeg?SSSJEwWOgU_?_o}ADCCa`t@CCCrHi?BFCqpuCLIFR{GSLIeskCOQHp?hKs\`bAHK{aRvBi\RGGhtS[QYLgwgW`WPiHqQG]RoOgWqcQjN,143,44,62,976,-1223.54099031,166.0,0:00:00.170407,:qc@G|?@RHTPOs^V?CAlkB\MVohQgUbX?WyvIEeskbShgilgW`WPiHqRNIHHN,30,157,9,1029,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,16,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,184,117,117,:q_O?K?AA_?OOM?@@?ocGED____UCCBoO_a?AA@_{?CFCo?GGN??__[GGFCP?gg\CAb`{KIE_?Og[SMa``OoYMaAw?CJNGO@PIKIEp`x[pCDbQkCIFFEg?[cVbA`{?OIDbg__[Q`?o_sb@Aa@qASMKfWxKmWdAxYQECOO?OKGQ___w_VDBGxhi?JNHGO[cRQQa@eGDLfDCOIQMO@?k[jaBqpf,-1396.10074866,,,,208.0,0:00:00.019530,:q_O?K?AA_?OOMAA@`GOKJ@@@?k?GDBo_WOP??_oo]?@@@p?cT??`?{?AA@bG_SMK``OogWM_?_gs[N``Os?ADBaPOoYMGPP_uACDo?GGQJ`bq@Q?CDbaPKjEDBQ{WMLFdaxa?@@@@WoYTJo?GSMMHCrS?CDBa@_{d?B@p?{f?Ba@Ok[VMoO__YMHEw?GEIEbbSCIFCB@gw]RLEriACDBA`pWmXMfb{SYMHdaxczDDAp`s|JEbaXhHBAapg{aQIeBQA?@@?o__UNGCah[}b____WMGCap_waRJFBiEKMGDr@cub__`GoYPLEw?KIHDCrqPMg`@pGgWLHCq`o}`PGsaTVDBA`p?kXOigWOMKHDrPkw]PIG`?cTMGCK?OJFDAh|FCFdAp[qlVkN,157,27,181,860,-1368.9149034,168.0,0:00:00.000466,:q`?W_MKBd_g{{TP@taD_L]FQKqBOAu@sfCr,16,168,0,1041,-inf,102.0,0:00:21.967059,:q_O?K?AA_?OOMABAO_WUAAA@W?ONG_?OWWN??_gG]?@@?pcOIFEOoggX?@@Po}EE_?Og[QMab@km?ACrqC?GQbA`h]KNJEGGOULIo?GSMMLO?xIKFCBq[?MIDbbkOOMHO_Wst@Aa@o|@MKfRp}eVKfXOmULHhGW{c_`?o__UQ_____QJEBgow_becRS?EHHfccGMHDBQYHEcdCApdTCJeraaG[Oo@?k[baBq`WmX,140,44,58,983,-1319.71381266,153.0,0:00:00.175232,:qb_XGa_DFootKZUFcJ?WTW_oZgYSMcChmGzRJqxWtH_hYOptFLLVceQ`VmQA`}mX,38,146,7,1034,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,16,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,182,118,118,:q_O?K?AA_?OOM?@@?oc?AD_?oc?CBA@WGKKG__o_U?BAAPSM?A@`w?CMG___{CEDBBg?[[O``?kCIGCa`kCOJHo?GOQK_`p?cZBBaaPUACCCG?w`A@`QS?CLJOpXeEV_@`hEMN_Ba@ECBEbwhIAAADQs?EDCGwG_Y`Po`HUGHMO?pC|@GEG?TP@Aa@PiOHJED[C___aACGECHjgY}KFCB^,-1451.22631689,,,,226.0,0:00:00.019612,:q_OWCCCB___WQ?@@`WOKJ@@@?kCKGao?_SQI_?oc?CBB@p?e?@A@p?eCCB@w?CEDBA`s?KFCa`gw`BAAwGSOHDBQKCEECAPOkf??___cWMIOO_[OHEcAHMECBaPOkcTJOP?w_PIDg?GIECAQ@ECBAa`hGh?@?o_cYTJEWWkWMIERSKiUJo?pUACBbqH]IGCba@CoX_?_WSQIEb`xSu]_?o_S[QJoO_SMGFcq`SkZNGCS?ECA`p?cULFCb@dFFHdQx_u`PhGGGGFCbQXSpCCaqXp?e_@`pCc]OOq@_qZ`@`gw_PIFbyaADCAPOs]RIEbq@AaRp@?cYMFcAp`AfToOos_PHgCi`T@A@`Gk_VKERqLIfSJWOKKJFcAXXUkVO?W[QILfD{GGEBa@Gs[OJDrhxOk,152,30,196,847,-1387.0738556,166.0,0:00:00.000456,:qc_XgIAGg?yWemIm_{XZF`iyBupV@_~,16,166,0,1043,-inf,119.0,0:00:16.272194,:q`?WCCF@@?oc?AB`?okCCCAoOoaJ?A@PGiF?@?ow_R??`?w_RCBo?GKIEFO?wcSMGOo_mADCAPOuABCAPOm?@@@@GqAFCBQCKGFDCakCOMJO?o__P`?ohGhAABQsKUSKoqp]?Ebbxp?aWKo?OKILFfghGn@A@qXOiU_?og_[XPusILH@@APhUGJHfG?Wa]OSB@mCEFCTCCIGCaaXg|HEbap`Mj_`aA@Ii_`a@_q]QhtkGEEFcAYp\BDFD{WMGEbap\Ok,142,40,79,964,-1342.52107554,151.0,0:00:00.174060,:qdahgIPFbS_dOV@jcjOGEQmAy{AMNgCWO{vVqG{ocjCMOAHypguEI@D?iv_l|^,36,146,5,1038,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,16,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,174,119,119,:q_O?K?AA_?OOM?@@?oc?AC`?o_UAA@`OsCEE_?_WU?A@`Owi?A@`XOmADBAGOkZ?AApc?MGCpOwg`??agGSSJGo`W}MPIO?OSV@CcW?gWM_`aKkZJEoOOKP@DCw_SWRbA@piAD_A`cS[XOOOSGIIDdGGSQRNRCSGIGIhX`K~ABbqhqIEQHh?kWMcGsqaCDDdwghCddFcsGUV,-1379.77219804,,,,203.0,0:00:00.019480,:q`?W?CD@@?w?CEC_?OcGEC___WOJ@@`?oa?BA@pKGF?@qPWqABA@`?gZACApgy?AA@pWq?FCAPsSMHDAp`A?@Ba@PCd??_o_SSJHo_wcULFBqSKGFGdG?CCBA@P?gh??__gcaU_?o_gWMIDg?CCECbAHGeWbapk[YPHEb[CCBA@_w_QWLoOgwaRIP@WoeSMoO_WMGKEgGGJ?A`p`}?DFCa`d?a`AA@uIEBa`WscSIfRyIAHHfbyDCdeDsIICBAa@W{_TMhXpKgVNhwOOIFCA`W{_TMPP_w_QLFcaXR??a@Wo[RPGsyaIGIEba@EeSItcCCBA@P?kaQJeri`Qi`@POkYNNgSQTKjdBAPK{bRJD{GEDDbq@Om[TJDiz,146,28,175,876,-1341.15631752,158.0,0:00:00.000477,:qa?xwIVTDtoCEyAo@kOq\dISxewDIw_n,16,158,0,1051,-inf,105.0,0:00:11.220196,:q`?W?CD@@?w?CEC_@GOKH@@?okCEE_?oweCB_?xGkXBBA@kGOJEbg?GGFDpp?eIFDAqC?B?Aa`XMCFDbP{KMPIO?OKGS_?QK?EIEOOoobJEpqHmCBAA@KCaRaCwGWOWLOOS?IFEPPpGq_`FWg[SJEca`s~@Ccrp|CdeDsIICDCAqiUeVNo_g[UNIfGgo_QQHdKCOJEBcSSO[PhdCGIGDdwggY`PHSsgW]RO_gk]V,133,41,64,987,-1285.79050302,132.0,0:00:00.180050,:qa?woAYJbO`lG`SHqp{]o@ePbCkYNn?Q\MKM_o@cwq_q`PTK|KPQAiUe]bbqhrHKRqDD]Sahfctr,49,125,7,1044,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,16,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,182,120,120,:q_O?K?AA_?OOM?@@?oc?CC`?ok?CBA@gGGL@@@gGOIEaO__SKI`@`OuGDBAPSGGIFo_WO^EFBw?CCBA`gGOIJ_?OWU?CEcqcCUKFdG?KIFFQPOkZ?A@PKgYNGOOW_aS_BQsGECBp@HMAJJO?GOe[dBP{WkadbA{SMWdBPyHFBAeGHOof_@@X]YNGPr@iCUNgW?CIG`?oymASa@`QiCBBjn,-1422.47633745,,,,226.0,0:00:00.019488,:q`?G?IAA_@GOQCB_?OOKGDBO?GKGEBoOOYGDBAWc?EDBAGO_SLa``S?AAAA`gw^A@`?o_^ECa`o{`??__WqABA@PGkWL_?OWSMJ_@?ggh?Db@xOl?B@ppCeT`@PGgYNHdAkSOHFBqh_rACa`g{_QJOOWWOPIDbPm?GFdbHmECBcW_SKHHebkCEHDbQXWr??_o_kcRMFsCSSLFcBHkzDBAqp[y_dAp`KmX_`OxSo]PhGOg_PLFCQM?DBcr@kwe_aAHKgWMGcY]GGDb@x[oXLfCALHDCb@g{_VLgWOKMNHDr@csi__`h?aQHdbHo}`QHw?CECA`p?k]RIdsie?AA`p_s[RIebqlX@IDsA`Z?@?o_WSJEDrHxCbTIt{?CBA`pP?gWKecQTMkV^,146,36,190,853,-1370.49439955,167.0,0:00:00.000464,:q`_hoITAh_ygMHNIRj`E{Bo_KgSp,15,167,0,1043,-inf,116.0,0:00:23.157957,:q`?G?IAA_@GOQF??__WOIE__o_YAABP?gWRC``OsGSLa``SGGIEbgOKHECa`o{`?@?pcCGDDbW?CEDBo?`QUKFdAs?KFFCQ[GQIEbqkSQMFeBKcSLFcGW_aSLo@?{lBA@w_SQR_aphY?@@`AXqINbAqqASKJeWGSMWdCSQMIWMOQHKgaRp@?kmccbPxACFJeBSGc^Oo?GKIGDcq{GIFEBQYlX@IDw?WSJEDrHxCi`@rAT\,134,48,68,975,-1321.61307456,156.0,0:00:00.179297,:qe`Y?ucEFBygAhJbbjOcpNHSQdYEFofJMBIFpyAa]UKORWxjB?CO_{ChEKpsiz,35,147,9,1034,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,17,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,184,117,117,:q_O?K?AA_?OOM?@@?ocGED____UCCBoO_a?AA@_{?CFCo?GGN??__[GGFCP?gg\CAb`{KIE_?Og[SMa``OoYMaAw?CJNGO@PIKIEp`x[pCDbQkCIFFEg?[cVbA`{?OIDbg__[Q`?o_sb@Aa@qASMKfWxKmWdAxYQECOO?OKGQ___w_VDBGxhi?JNHGO[cRQQa@eGDLfDCOIQMO@?k[jaBqpf,-1476.96246021,,,,214.0,0:00:00.020711,:q_O?K?AA_?OOMAA@`GOKJ@@@?k?GDBo_WOKG_?OWWN??__w_QI_?OOON??__WqGDB@pcKIEDB@s?CDEb`{KIE_?Og[QIEBPpAIIEBWGOMJ_?OOcULFOpx?h?AAppGeTbA`h]KFEbqp[p??___kWLIdw?CEDBbaPKt?@@Ow_WNHO?o[ONHo?w_SJFDrkCGGEbaPm?A@a`gwt@A`p?oYMFcrPky_`@Oog[UJeRhw~DEbaXWmXMo?ggUKMfhWs[RLHGWSULFcQPSoYOO?GGECCApx?cTJfs[CCCB@p?cUKFCQXWw\Op`p?cVKERYMAACb@hCsZ_?ogcSRNHCyaCFCa`_scRIFByDCbQHT[SKIFCApdAi``?wocVLEr`xCgaCAPSw_Oo@?k[SIfsYmGHFdAp[qlVkN,160,24,190,851,-1472.94100405,167.0,0:00:00.000459,:q`?W_MKBd_g{{TP@taD_L]FQKqBOADz?yRaX,17,167,0,1041,-inf,87.0,0:00:24.549193,:q_O?K?AA_?OOMAA@`GOKJ@@@?kONG_?OWWN??_g?CCF_?OOKXCBbGggX?@@Po}EE_?Og[QMaa`_uGJ_?`K{`?ACgogYVbBrCCGJEdW?CIFFEg?SMQb@p?}?FDApsOOMHO_Wst@Aa@qA[XMfxhKkVdAxYQYNGccCGECCApxIAAAA@Gk\EFCAQMYPLO?Wc{c`@pHLCcdCApdTCJeraaG[Oo@?k[bTp@xOkVK~,145,39,48,993,-1412.84754156,154.0,0:00:00.187472,:qb_XGa_N``io{`WBAjCEB\BQ`s_dLpFY}SULQWIUcKVMgxhi{cqSLDqO^jDrN,36,148,6,1035,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,17,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,181,118,118,:q_O?K?AA_?OOM?@@?ocCD?@?oc?ECBoOOYAECo?GGGE``?wmGDBapcWSJ_aW?GFBBa@kCECA`aCCECCpP_sfA@`pC?ABBbG_[US`aphOl?AABCKGTJtAxikXaDw_saW__opGl@BbApaABHDg?WWMJoo`gvAA@YXOmWa`p`_|CEoo`?~CDhgGKGRQp?h?o`SQp_sofjez[CkjjeGOKOOO~,-1475.34993787,,,,209.0,0:00:00.020679,:q`?W?CD??__[?CBAO?GI?A@`?kM?@@@gGSKH_?OOOL??_o_[OJ``?g[OJEO?_WQIDoPGm?AFOow_`@@?o_SKGEcG?CGECa`p?dAAap_s]R_?__[OO_?OOKMJEDW_[UMGdG?CMGDbQc?IGHCrCKGTJDrLGmY_a@_wkX_`a`]MGDbQ@CoXMOOOOIEGCap_r?B@pGo]TJEb{CEIFcas?AECAPWo[VMgGGGECJEb[GEDDcqh[q`_bqHKgUJeBs?CBA@Owoo]QOo_SMLHdRHgw]ROo___QHebyLHCDcQh_u`QHSsCGHECaXSodRHtK?EDCCq`WmWNFsITP?CAp_soXLGcyegYLfS\gul_`@xCc`PHTQlXKFCqhWmWLFsATUkUoo__YTJERyDEgU~,154,27,182,862,-1451.09537688,164.0,0:00:00.000457,:q`?WgIUAASOW]eCjdJpad`?_{WRIVKYAE|V,17,164,0,1044,-inf,103.0,0:00:13.576885,:q`?W?CD??__[?CBAO?GI?B`o?GGL@BAW?CCCBP?w_VBA`pWqKIDoPKG\BBcGOKGDBA@hA?@AAPSSUKEcwOOMGGO?GGEKIp?wwhGDbQc?OQKOo`SmXlTbKWnLGeBcCGDBCgo[WULOOXGl?BAp`\@BAEb[GIRJoQHKgVKP?g[o]QP@hc|BACAPLFCKHCkCGRKHW?KIUKFsIa?GDbR@hNSLfZ[CGjeDr@iECCDSILZ,137,44,59,985,-1385.01678118,144.0,0:00:00.193849,:qc_OsWRLDbGogVHg_wsc^TCOIcoZYIuipe{LGsg@ZEBLEwOUnDBeBu__^t?TKTPYlutmjaGO~,44,137,7,1037,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,17,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,183,119,119,:q_O?K?AA_?OOM?@@?oc?CBAo_WOL@A`_{?ABCP`C?ECCO?OWNCA``Gm?ADBGw_X?@POokZDBAwGGED`@PGkfDCcwWSMLbbQs?CEGDGO{n?@`qK?AAFQphiMKEcQSKIJddbkCWMIEGpQCJEBbPmIFDBAQEIOKewp?gWOQ@OxFOKPp``J?GecSkWaSoaAPIfa`pPIIIPqpk?W_POoocUY`?on,-1511.55668196,,,,220.0,0:00:00.020676,:q`??K?B??__[CH?@@WOKIE_?OWSL??__WaCECO?WOIE_Ag_SKHDbG?CCCCa`cCMGEBg?GGFCbG?SKJEo_WSKGGoOOKKGCo_ocUQHo?OKGGCcwg[YNGo?wcULGcas?[OIO`xCkV_?_WOMPHo?GGIKFBqPKoXa`pWscTJp_woYPHDr@gu[_?OWSUR_`p?cUKJDr`uADBB@pOoXMfwGKIGEBaHGg^`?ooo[OGcbPm?DBa`_wcRMgWGOIJGERYMIEBaQ@Oo^OOo_SOIEBc\?eWa@pX?mWLgsk?GKFCRPpCfaAp_sgYPHTKG[OGeBYHGfba@Ow]QMfs[?IIFCcYqAABAph?s\UO`Gg[PIDb@cs_PHdSKGFCb@xCcRIebiPKgSjgWOIECBqHKo]NgCIHGiUKN,153,30,190,852,-1463.82626969,166.0,0:00:00.000467,:q`?W_MYJdT?T[Z?jsZoN?SqEy@bQat_iV,17,166,0,1042,-inf,109.0,0:00:16.859095,:q`?W?E?@@?wGQ?AAookCED_?PCWP?@`GCSKHDbG?GSKba@c?CFEPOokZA@`OsCCBBAWOcUR``@KSMLFppWsaU_BaCG]V`?oxE?@@@PckZEBb@hCcWMOokCUUMoOgogWKpP@ChA@b@pGsZa`pOwcROoPX?qZPpa@Oo_cA`t?pFDcB@lJ?ECRQIGJEGdKG_WRppPGz?AcdckYOLFWQ@Cea@pGoaYRJgWS]PKHDf,134,49,60,982,-1412.64410555,149.0,0:00:00.188092,:q`_?KsKJdQIGuL@ccxK[ZLJSJPEBFhOypvCKLRj\QTOKPq@`JPLRDM]dnNy^,39,144,5,1037,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,17,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,190,120,120,:q_O?K?AA_?OOM?@@?oc?ED_`W?CED_?O_]?BCo?OSPBAag__X@Aa@[?CEDo`?g^@@@@k?ACAaw?CKGEO?GSV?AA@PM?CCOO_SVCAaw?K]R_`aXSr?@`BC?CNbBAXi?BAaAtKz??aAXiOQMFg?CKRKgG?GEGEOPPo{bbERPuq_PO?OSUNPq@{OOYcCbs?IGFdBC?APHIWpKydSqbqQCBPhC{?OUNORiB,-1533.31353698,,,,239.0,0:00:00.020855,:q_O?KA?@@?wGKH?@`WGMED_?OOOIF_?_WOOH_?__STA@`?g_QIcBG{GKGDbgOKOIFp@_s\@@@?gk\??_ogWSJEBW?CCBA@Owk\?A@p?cSJECA[CGDBa@SOMGCap_y?AA@PGgUMHDQ{?CBAA`_{f@B@pp?aQHdRK?CBABQHSkW_?_WWMJGdb@mKKGCrS?GDCA`xGl@BCrk?KGDCq`SqYMpOo_[QJEr`y?@@@p@KiXNgG?CCBA``Wo[NGcbcCOHDBA`o{`PGwgWOXLFRyIIHFDQxcs_PO_WcUKFBq@CgVKFc[WOIFcRa]ACBA@Ws_YPhX?ocTNHG?CIGDb`x?cSKFBi\P@AA@G{aQIdrQLQi_`Oos]RMfsQTR?BBAPSu[NGSc?CBDb@p_qYNGcYPMkVOOWO[NGDApc{mbbQxt?bQhdn,157,33,206,829,-1494.89201612,174.0,0:00:00.000469,:q`?W_IUAg?iOOVK_uO?MuBoAKOBG@rGlHj,16,174,0,1035,-inf,120.0,0:00:24.447741,:q_O?KA?@@OOWQ?BAoO[KJ@A@O{?EGCo__STBA@P?iOKbo_o_VADBw_s\@A@P[?AEEO?GSV?AAPPMGFa@p?cUM`@PWy?A@oOow_PHDRK?CBABQhWpA@aqHYKKHeg?OIGJSrk?KGHeh@Gk]_?QXd@@@?pWob@DBBqDFEKebkc[XOGgOKQJFcBqMONMOO___YQsbqQ?DDb`xGgWSOO`CcTSigptJ?LfBqE?BFEcYPN@@dbs[y_,137,53,67,968,-1439.67536143,164.0,0:00:00.196606,:qc`xKU]A`P@lKEEjazOCLLm`a[SlRmtjIBI\kgCSGUMcB|PIogaCTIi}dnWsfCy_R^,36,154,10,1025,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,18,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,184,117,117,:q_O?K?AA_?OOM?@@?ocGED____UCCBoO_a?AA@_{?CFCo?GGN??__[GGFCP?gg\CAb`{KIE_?Og[SMa``OoYMaAw?CJNGO@PIKIEp`x[pCDbQkCIFFEg?[cVbA`{?OIDbg__[Q`?o_sb@Aa@qASMKfWxKmWdAxYQECOO?OKGQ___w_VDBGxhi?JNHGO[cRQQa@eGDLfDCOIQMO@?k[jaBqpf,-1571.71668176,,,,220.0,0:00:00.021991,:q_O?K?AA_?OOMAA@`GOKJ@@@?k?GDBo_WOKG_?OWOKF_?OO[OHDO?GGGF_?OOKXCA`_wqEDBA@Oo\?@@Pgw^BA`g?CIFCa`_s[Oaa`_sb@A@p[?AAAaPWs\BFcA`U?CDbaPKjEDBQ{WMLFdaxa?@@@@WoYTJo?GKIFFCaXi?AA`p?o]QLO?o[ONHo?w_SJFDrkCGGEbaPm?A@a`gwqY_`Ow_WLFBqXgu\OO_gWSMJDrHs{^abPpKkVKfW?SSJEFRskYMHeccKIJEbqHGiWLGG?CCBAA@W{_QIdryMAAA@_w_QJEBaHKkZMFSKSKMGCax_qZPoOOcWLGeb[?EDCa`hK{cRiGGGMHDB@hGeSMFsIHEcQiwgWSMGDbIDTBA@p`CcVLEr`xCgaCAPSw_Oo@?k[SIfsYmGHFdAp[qlVkN,163,21,199,842,-1577.80814043,166.0,0:00:00.000471,:q`?W_MKBd_g{{TP@taD_L]FQKGzK_s?`]oMcwe^,18,166,0,1041,-inf,81.0,0:00:22.402951,:q_O?K?AA_?OOMABAO_WUAAA@W_]P?@`_{?AA___{?AA@p?g[XDDBG?GIMFoos?AFCbgggWLaAw?GIHfcAk?GQbA`h]KNJEG_kWLIoOg[[Y_@OxIKFFo?w_SJFFX?wdA@bWGSOMLGGowq\NSqxeSJdhGW|@?@?p?{d@@@@?cUZa`c[saY_?pHxHABaQYHHIGDbIiGPJebaaG[_A@WxVCFdAp[r,144,40,41,1000,-1505.70464103,148.0,0:00:00.198134,:q`_g[[BHCS@{KLUFcJ?WTW_oZgYSMcChmGzVdqpiR@QcPaxtFLLVcdLHOmIJc_~UJe^,42,142,6,1035,-inf
6,0.3,steyvers,4,50,0.7,0.0,stationary,18,stationary,gamma,0.9,0.909090909091,20,records/,100,naiverw,100,100,20,avg,171,118,118,:q_O?K?AA_?OOM?@@?oc?CCAoOOKJ??_gOKIE_@O{CCD_@Ow_V?A@PWq?@@awGKGF`@P_s\?BawWSMO`@P_uIEBppSWSJcO?WSMH_?OkCWNGdH@]ADEEG?SYO`@h`?fJEBRS?AFHOoc?CHJFh`?f?A@pCGOJFeWOOMHDo@aQYQHdBLxF?AcG?CVBA@pGmIF`@apyWScdc^,-1592.88008721,,,,235.0,0:00:00.021909,:q`??KEAB_?OOKHAA@WOKJ??_gOKGDB@w?KN@@@PK?AFCAw?CGDDbG?CCBBA`[CCBA@pWyCBAap_s\??`_w_V??_ogg[NGOogoYNGP_wc]PHOOo[OI_``Ok\GJO?WOIEBa@GsaS_?OggaRIDgGGIEEB`xCgUKo`?o[VKoOWOIJECQp[p?Aa`_s]OGca[CGECBQ@OiULO?Oo_QHeWGKGGDbPp?aQLO?GGGDBcb@cz?@?o_cq[_?_WW]TNGGoo[NHCrHoy^Po?_SMGEcAP\Ab_?_g_UNGdrHhFA@`?o[QJFCa`WoXNHSs?KKFcQXcu_OhGwoYOHCq`Wq\OTRqM?CFCAPOmXLfBh|Aa__og_ULJEcADOj``?o[QJFDAq@CcQhw_SMHECQP_q\OGSY`V?@@@PKk[NGSi\Ohcb@pOshTp`GgUUP~,151,20,215,839,-1586.31109296,153.0,0:00:00.000469,:q`?G_EFIBr@[AeLiajX^?Lq_GO~S]PsLwIh,18,153,0,1054,-inf,106.0,0:00:17.615400,:q`??KEAB_?OOKHCAo_k?AA`?ogY?F___ge?FCAw?OIJEO?GKKJ``?wmCDEBg?CKFDo?G{`BAb@hAKFHPp?iAEDQG?KIFCdG?SgU_`P_w]PIQAxeADEEG?SSKEcA[OKOIdh`?f@DbQ@i?DBcbHu?BMO?OKKTNP`_wcR_@p@?dACApxeCCB@pGkc]Qo@_{eZOhH_s_QHeZqM?CGCbXoz@AaqqDOjaAPXOkaQHwg[c\Oo?PW{`eDGockb,137,34,72,982,-1526.36801073,144.0,0:00:00.203274,:qa?WoQSF_rPd?@REBYgioBl?QK_nWabYkof@hWrszKNKp@]Qe\nGyEsGHwDBSWQU,34,137,7,1047,-inf
