subj,node1,node2,s2017_uinvite_hierarchical_bb_a1_b1,s2017_rw,s2017_fe,s2017_goni,s2017_chan,s2017_kenett,s2017_uinvite_flat,s2017_uinvite_hierarchical_zibb_a2_b1_p5,rating,numratings,gtom
S100,peccary,lizard,0,0,0,0,0,1,0,0,15.5,2,0.833333333333
S100,panda,fox,0,1,0,1,1,0,1,0,26.2,5,0.711538461538
S100,jellyfish,koi,0,0,0,0,0,1,0,0,56.5,4,1.0
S100,cheetah,serval,1,1,0,1,0,0,1,1,18,1,0.818181818182
S100,jaguar,lynx,1,1,0,0,0,0,1,1,69.2,5,0.514285714286
S100,macaw,gopher,0,0,0,0,0,1,0,0,26.0,5,0.789473684211
S100,gopher,rabbit,1,1,0,0,0,0,1,1,62.5,4,0.947368421053
S100,turtle,fish,0,1,0,0,0,0,1,0,41.8,5,0.745098039216
S100,hamster,whale,0,1,0,0,0,0,1,0,4.6,5,0.891891891892
S100,salamander,starfish,0,0,0,0,0,1,0,0,20.5,4,0.833333333333
S100,squirrel,alligator,0,1,0,0,0,0,1,0,8.4,5,0.913043478261
S100,zebra,raccoon,0,1,0,0,0,0,1,0,5.4,5,0.913043478261
S100,shark,seahorse,0,1,0,1,0,0,1,0,38.0,4,0.645833333333
S100,hog,monkey,0,1,0,0,0,0,1,0,10.6,5,0.885714285714
S100,beluga,bug,0,0,0,0,0,1,0,0,17.5,4,0.888888888889
S100,cow,buffalo,0,1,0,0,0,0,0,0,55.2,5,0.555555555556
S100,canary,marmoset,0,0,0,0,0,1,0,0,16.25,4,0.888888888889
S100,beaver,armadillo,0,1,0,0,0,0,1,0,37.0,4,0.730769230769
S100,dog,fish,0,1,0,0,0,0,1,0,6.4,5,0.538461538462
S100,stork,blowfish,0,0,0,0,0,1,0,0,6.2,5,0.363636363636
S100,bear,turkey,0,1,0,0,0,0,0,0,10.0,3,0.821428571429
S100,dingo,lion,0,1,0,0,0,0,1,0,27.5,4,0.923076923077
S100,gnat,bison,0,0,0,0,0,1,0,0,2.8,5,0.84
S100,llama,horse,0,1,0,0,0,0,0,0,59.75,4,0.8
S100,panda,wolf,0,1,0,0,0,0,0,0,24.8,5,0.74
S100,possum,chipmunk,0,1,0,0,0,0,1,1,59.2,5,0.888888888889
S100,spermwhale,mountainlion,0,0,0,0,0,1,0,0,9.75,4,0.9375
S100,reindeer,moose,0,1,0,1,0,0,1,0,91.8,5,0.95
S100,lion,ewe,0,0,0,0,0,0,0,1,7.0,2,0.923076923077
S100,tasmaniandevil,monitor,0,0,0,0,0,1,0,0,5.0,3,0.869565217391
S100,dingo,wasp,1,1,0,0,0,0,1,1,6.6,5,0.806451612903
S100,pigeon,pig,0,1,0,0,0,0,1,0,9.2,5,0.857142857143
S100,polarbear,tiger,0,1,0,0,0,0,1,0,35.4,5,0.62962962963
S100,prairiedog,reindeer,1,1,0,0,1,0,1,1,10.5,4,0.8
S100,rattlesnake,barracuda,0,0,0,0,0,1,0,0,29.2,5,0.923076923077
S100,beetle,gull,0,0,0,0,0,1,0,0,18.2,5,0.846153846154
S100,minnow,parrot,1,1,0,0,1,0,1,1,4.8,5,1.0
S100,spermwhale,woodchuck,0,0,0,0,0,0,0,0,3.8,5,0.625
S100,snake,ferret,0,1,0,0,0,0,1,0,16.2,5,0.909090909091
S100,bird,owl,0,1,0,0,0,0,1,0,96.4,5,0.775510204082
S100,bandicoot,bulldog,0,0,0,0,0,0,0,0,31.0,4,0.923076923077
S100,raccoon,armadillo,0,1,0,0,0,0,1,0,37.25,4,0.869565217391
S100,hare,penguin,0,1,0,0,0,0,1,0,10.4,5,0.928571428571
S100,redpanda,mole,0,0,0,0,0,1,0,0,15.0,5,0.837837837838
S100,hyena,mongoose,0,1,0,1,1,0,1,1,38.0,5,0.666666666667
S100,jellyfish,owl,0,1,0,1,0,0,1,0,8.8,5,0.717948717949
S100,mink,cobra,0,0,0,0,0,1,0,0,5.4,5,0.925925925926
S100,giraffe,raccoon,0,1,0,0,0,0,1,0,8.8,5,0.913043478261
S100,aardvark,raccoon,0,1,0,0,0,0,1,0,32.0,5,0.913043478261
S100,dog,tiger,0,1,1,0,0,0,1,0,37.6666666667,3,1.0
S100,lemur,penguin,0,1,0,0,0,0,1,0,15.4,5,0.82
S100,bull,ox,1,1,0,1,0,0,1,1,96.4,5,0.704545454545
S100,ape,chimpanzee,1,1,1,1,1,0,1,1,80.0,5,0.488888888889
S100,raccoon,rabbit,0,1,0,0,0,0,1,0,51.0,4,0.909090909091
S100,raccoon,toad,0,0,0,0,0,1,0,0,5.33333333333,6,0.913043478261
S100,oyster,baboon,0,0,0,0,0,1,0,0,3.6,5,1.0
S100,snail,fox,0,1,0,0,0,0,1,0,6.0,4,0.842105263158
S100,tasmaniandevil,manatee,0,0,0,0,0,1,0,0,7.0,5,0.866666666667
S100,bobcat,stingray,0,0,0,0,0,1,0,0,1.25,4,0.918918918919
S100,komododragon,dove,1,1,0,0,0,0,1,1,8.75,4,0.961538461538
S100,turtle,horse,0,1,0,0,0,0,0,0,6.66666666667,6,0.914893617021
S100,jellyfish,turtle,0,1,0,0,0,0,1,0,34.1666666667,6,0.871794871795
S100,koala,bull,0,1,0,0,0,0,1,0,31.3333333333,6,0.84375
S100,shark,mouse,0,1,0,0,0,0,0,0,5.66666666667,6,0.592592592593
S100,owl,millipede,0,0,0,0,0,1,0,0,12.2,5,0.894736842105
S100,peacock,wildcat,1,0,0,0,0,0,0,0,22.8,5,0.892857142857
S100,prairiedog,lynx,1,1,0,0,0,0,1,1,58.8,5,0.485714285714
S100,woodpecker,duck,1,1,0,0,1,0,1,1,42.8,5,0.761904761905
S100,shark,piranha,0,1,0,0,0,0,1,0,74.3333333333,6,0.555555555556
S100,moose,deer,1,1,0,1,1,0,1,1,86.8333333333,6,0.785714285714
S100,whale,lobster,0,1,0,0,0,0,1,0,57.1666666667,6,0.551724137931
S100,dog,mouse,0,1,0,0,1,0,1,0,21.6,5,0.692307692308
S100,ostrich,beluga,0,0,0,0,0,0,0,0,13.0,4,1.0
S100,wren,deer,0,0,0,0,0,1,0,0,15.25,4,0.95
S100,lion,quail,0,1,0,0,0,0,1,0,10.8333333333,6,1.0
S100,jellyfish,narwhal,0,0,0,0,0,1,0,0,60.0,4,0.736842105263
S100,carpetbeetle,assassinbug,1,1,0,0,1,0,1,1,88.0,4,0.8
S100,crocodile,redfox,0,0,0,0,0,1,0,0,18.6666666667,6,0.941176470588
S100,beaver,fox,0,1,0,0,0,0,1,0,61.1666666667,6,0.844827586207
S100,shark,bluewhale,0,1,0,0,0,0,1,0,85.0,6,0.75
S100,groundhog,coyote,0,0,0,0,0,0,0,0,51.1666666667,6,0.818181818182
S100,tiger,raccoon,0,1,0,0,0,0,0,0,43.6666666667,6,0.95652173913
S100,prairiedog,liger,0,0,0,0,0,1,0,0,43.8,5,0.909090909091
S100,wolf,fish,0,1,0,0,0,1,1,0,6.33333333333,6,0.82
S100,monitor,cod,0,0,0,0,0,1,0,0,29.5,2,0.952380952381
S100,tapir,hammerheadshark,0,0,0,0,0,1,0,0,20.0,2,1.0
S100,butterfly,snail,0,1,0,1,1,0,1,0,41.8333333333,6,0.631578947368
S100,giraffe,hyena,0,1,0,1,0,0,1,0,51.6,5,0.9
S100,dog,elk,0,1,0,0,0,0,1,0,42.1666666667,6,0.846153846154
S100,tuna,whale,0,1,0,1,0,0,1,1,71.1666666667,6,0.823529411765
S100,bat,lizard,0,1,0,0,0,0,1,0,23.1666666667,6,0.707317073171
S100,bear,cow,0,1,0,0,0,0,0,0,39.4,5,0.928571428571
S100,polarbear,manatee,1,1,0,0,0,0,1,1,22.8333333333,6,0.735849056604
S100,dolphin,cow,0,1,0,0,0,0,1,0,22.5,6,0.888888888889
S100,iguana,guineapig,0,1,0,0,0,0,1,0,21.3333333333,6,0.837837837838
S100,coyote,giraffe,0,1,0,0,0,0,1,0,42.8333333333,6,0.774193548387
S100,bat,wombat,0,1,0,0,1,0,1,0,61.8,5,0.85
S100,narwhal,bluewhale,0,1,0,1,0,0,1,1,86.8,5,0.875
S100,cheetah,bluejay,0,1,0,1,0,0,1,0,4.16666666667,6,0.972972972973
S100,ermine,lynx,0,0,0,0,0,0,0,1,69.6666666667,3,0.555555555556
S100,poodle,maltese,1,1,0,0,1,0,1,1,95.25,4,1.0
S100,mule,deer,0,1,0,0,0,0,1,0,77.8333333333,6,0.861111111111
S100,parrot,turkey,1,0,0,0,0,0,0,1,73.8333333333,6,0.804347826087
S100,dingo,fox,0,1,0,0,0,0,1,0,84.8,5,0.697674418605
S100,wolf,rabbit,0,1,0,0,0,0,1,0,33.8333333333,6,0.727272727273
S100,fly,hawk,0,0,0,0,0,1,0,0,37.1666666667,6,0.909090909091
S100,kangaroo,mouse,0,1,0,0,0,0,0,0,38.3333333333,6,0.814814814815
S100,swan,pig,0,1,0,0,0,0,1,0,16.0,6,0.809523809524
S100,iguana,gecko,0,1,0,1,0,0,1,1,71.0,6,0.684210526316
S100,guineapig,fox,0,1,0,0,0,0,1,0,51.8333333333,6,0.756756756757
S100,orca,whale,0,1,0,0,0,0,1,0,87.5,6,0.478260869565
S100,hyena,aardvark,0,1,0,0,0,0,1,0,61.6,5,0.933333333333
S100,zebra,chimpanzee,0,1,0,0,0,0,1,0,24.1666666667,6,0.814814814815
S100,macaque,buffalo,0,0,0,0,0,1,0,0,8.25,4,0.875
S100,panda,gorilla,0,1,0,0,0,0,1,0,54.1666666667,6,0.93023255814
S100,bobcat,moose,0,1,0,0,0,0,1,0,39.5,6,0.75
S100,gnu,greatwhiteshark,0,0,0,0,0,1,0,0,1.0,2,1.0
S100,goldenretriever,ray,0,0,0,0,0,1,0,0,9.5,6,1.0
S100,seagull,whale,0,1,0,0,0,0,1,0,33.0,6,0.641509433962
S100,egret,budgie,0,0,0,0,0,1,0,0,78.5,2,1.0
S100,python,sloth,1,1,0,0,0,0,1,1,9.66666666667,6,0.8125
S100,zebra,horse,0,1,1,1,1,0,1,1,92.0,6,0.740740740741
S100,bullfrog,mole,0,0,0,0,0,1,0,0,16.3333333333,6,0.904761904762
S100,giraffe,graywolf,1,1,0,0,1,0,1,1,32.6666666667,6,0.8
S100,skunk,squirrel,0,1,0,1,0,0,1,0,79.1666666667,6,0.576923076923
S100,elephant,polarbear,0,1,0,0,0,0,1,0,25.5,6,0.88
S100,gopher,chinchilla,1,1,0,0,0,0,1,1,82.5,6,0.789473684211
S100,coyote,mouse,0,1,0,0,0,0,0,0,33.8333333333,6,0.740740740741
S100,crow,parrot,0,1,0,0,0,0,1,0,81.1666666667,6,0.636363636364
S100,crow,raven,1,1,0,1,1,0,1,1,95.6,5,0.666666666667
S100,antelope,armadillo,1,1,0,0,0,0,1,1,26.0,6,0.961538461538
S100,crow,hen,1,1,0,0,0,0,1,1,87.3333333333,6,0.692307692308
S100,slug,baldeagle,0,0,0,0,0,0,0,0,4.5,6,0.352941176471
S100,bullfrog,orangutan,0,0,0,0,0,1,0,0,16.3333333333,6,1.0
S100,possum,mole,1,1,0,0,0,0,1,1,69.1666666667,6,0.555555555556
S100,peccary,magpie,0,0,0,0,0,1,0,0,83.5,2,1.0
S100,gull,mongoose,0,0,0,0,0,1,0,0,32.4,5,0.692307692308
S100,goldfish,finch,0,0,0,0,0,1,0,0,13.1666666667,6,0.826086956522
S100,carp,seal,0,0,0,0,0,1,0,0,44.6666666667,6,0.806451612903
S100,snake,cat,0,1,0,0,0,0,1,0,11.0,6,0.916666666667
S100,alpaca,dragon,0,0,0,0,0,0,0,0,20.2,5,0.885714285714
S100,elephant,wolf,0,1,0,0,0,0,1,0,17.3333333333,6,0.72
S100,prairiedog,rabbit,0,0,0,0,0,1,0,0,78.1666666667,6,0.909090909091
S100,beaver,mole,0,1,0,1,0,0,1,0,73.8333333333,6,0.459459459459
S100,wasp,butterfly,0,1,0,0,0,0,1,0,64.4,5,0.806451612903
S100,dragon,octopus,0,1,0,0,0,0,1,1,22.3333333333,6,0.842105263158
S100,zebra,lizard,0,1,0,0,0,0,1,0,9.33333333333,6,0.888888888889
S100,sheep,squirrel,0,1,0,0,0,0,1,0,25.2,5,0.961538461538
S100,kangaroo,tiger,0,1,0,0,0,0,0,0,30.0,6,1.0
S100,earthworm,marmot,0,0,0,0,0,1,0,0,7.33333333333,3,0.95652173913
S100,ostrich,octopus,0,1,0,0,0,0,1,0,12.1666666667,6,0.857142857143
S100,emu,aardvark,0,1,0,1,0,0,1,1,31.3333333333,6,0.964285714286
S100,parakeet,caribou,1,1,0,0,1,0,1,1,10.8333333333,6,1.0
S100,lemur,ostrich,0,1,0,0,0,0,1,0,34.2,5,0.714285714286
S100,eagle,woodchuck,0,1,0,1,0,0,1,1,40.1666666667,6,0.621621621622
S100,crow,sparrow,0,1,0,1,1,0,1,0,90.5,6,0.424242424242
S100,ray,crab,0,0,0,0,0,0,0,0,67.3333333333,6,0.838709677419
S100,cardinal,moose,0,1,0,0,0,0,1,0,9.33333333333,6,0.964285714286
S100,vole,swan,1,1,0,0,1,0,1,1,15.0,2,0.777777777778
S100,dolphin,dog,0,1,0,0,0,0,1,0,11.6666666667,6,0.692307692308
S100,rhinoceros,bison,0,1,0,0,0,0,1,0,41.4,5,0.923076923077
S100,cougar,lynx,0,1,0,1,0,0,1,1,93.0,6,0.235294117647
S100,bee,rabbit,0,1,0,0,0,0,1,0,18.0,5,0.681818181818
S100,redpanda,penguin,0,1,0,0,0,0,1,0,30.4,5,0.795454545455
S100,robin,frog,0,1,0,0,0,0,1,0,18.2,5,0.878048780488
S100,octopus,penguin,0,1,0,0,0,0,1,0,27.3333333333,6,0.74
S100,pelican,gull,1,1,0,0,1,0,1,1,96.3333333333,6,1.0
S100,spider,panther,0,1,0,0,0,0,1,0,9.16666666667,6,0.822222222222
S100,elephant,snake,0,1,0,0,0,0,1,0,10.5,6,1.0
S100,snail,alligator,0,1,0,1,0,0,1,0,9.16666666667,6,0.894736842105
S100,hare,lark,0,0,0,0,0,0,0,0,16.5,4,0.958333333333
S100,eel,hat,0,0,0,0,0,0,0,0,1.66666666667,3,NA
S100,penguin,deer,0,1,0,0,0,0,1,0,11.5,6,0.85
S100,rhinoceros,elephant,0,1,0,1,0,0,1,1,73.0,6,0.68
S100,rat,mouse,1,1,1,1,1,0,1,1,99.1666666667,6,0.916666666667
S100,goose,skunk,0,1,0,0,0,0,1,0,18.2,5,0.794117647059
S100,carp,woodpecker,0,0,0,0,0,0,0,0,10.0,6,0.903225806452
S100,bonobo,squid,1,0,0,1,0,0,0,0,15.3333333333,3,0.633333333333
S100,woodpecker,bluejay,0,1,0,0,0,0,1,0,89.0,6,0.72972972973
S100,dinosaur,firefly,0,0,0,0,0,0,0,0,3.5,6,0.92
S100,raccoon,lobster,0,1,0,0,0,0,1,0,9.66666666667,6,0.869565217391
S100,polarbear,quail,0,0,0,0,0,1,0,0,8.0,6,0.571428571429
S100,jaguar,tiger,0,1,0,1,0,0,1,1,89.3333333333,6,0.777777777778
S100,echidna,bandicoot,0,0,0,0,0,1,0,0,82,1,1.0
S100,human,owl,0,0,0,0,0,1,0,0,6.83333333333,6,0.80303030303
S100,wolverine,beaver,0,1,0,1,0,0,1,1,58.1666666667,6,0.673469387755
S100,macaw,penguin,1,1,0,0,0,0,1,1,73.2,5,0.833333333333
S100,ferret,duck,0,1,0,0,0,0,0,0,20.8,5,0.942857142857
S100,jackrabbit,dodo,0,0,0,0,0,1,0,0,33.0,6,0.7
S100,sheep,cow,1,1,0,1,1,0,1,1,61.1666666667,6,0.758620689655
S100,mouse,fox,0,1,0,0,0,0,1,0,41.1666666667,6,0.814814814815
S100,ostrich,koala,0,1,0,0,0,0,1,0,36.6,5,0.84375
S100,eagle,penguin,0,1,0,0,0,0,1,0,66.3333333333,6,0.82
S100,stinkbug,snake,0,0,0,0,0,1,0,0,17.6666666667,6,0.461538461538
S100,bluejay,chipmunk,1,1,0,1,0,0,1,1,14.3333333333,6,0.740740740741
S100,parrot,ostrich,0,1,0,0,0,0,1,0,75.3333333333,6,0.771428571429
S100,rat,gopher,1,1,0,0,0,0,1,1,78.6666666667,6,0.894736842105
S100,gazelle,gorilla,0,1,0,0,0,0,1,0,23.8,5,1.0
S100,giraffe,yak,0,1,0,0,0,0,1,0,63.6666666667,6,0.709677419355
S100,horse,rabbit,0,1,0,0,0,0,1,0,35.2,5,0.772727272727
S100,mountainlion,parrot,1,0,0,0,0,0,0,0,10.0,6,0.962962962963
S100,horse,bear,0,1,0,0,0,0,1,0,39.0,6,0.892857142857
S100,hare,bunny,1,1,0,0,1,0,1,1,98.5,6,0.928571428571
S100,squid,whale,0,1,0,0,0,0,1,0,63.6,5,0.584905660377
S100,zebra,eagle,0,1,0,0,0,0,1,0,15.0,5,0.925925925926
S100,raven,assassinbug,0,0,0,0,0,1,0,0,9.4,5,0.733333333333
S100,canary,puppy,0,0,0,0,0,1,0,0,18.6666666667,6,0.846153846154
S100,mountainlion,cougar,0,0,0,1,0,0,0,0,95.8333333333,6,0.294117647059
S100,robin,assassinbug,0,0,0,0,0,1,0,0,10.6666666667,3,0.4
S100,coyote,porcupine,0,1,0,0,0,0,1,0,33.8333333333,6,0.781818181818
S100,anteater,aardvark,1,1,0,1,0,0,1,1,80.6666666667,6,0.903225806452
S100,elephant,raccoon,0,1,0,0,0,0,1,0,21.6666666667,6,0.869565217391
S100,antelope,cuttlefish,0,0,0,0,0,1,0,0,10.0,6,0.913043478261
S100,kinkajou,arcticfox,1,1,0,0,1,0,1,1,61,1,0.933333333333
S100,donkey,moose,0,1,0,0,0,0,1,0,65.5,6,0.857142857143
S100,goose,frog,0,1,0,1,0,0,1,0,21.0,6,0.911764705882
S100,porcupine,raccoon,0,1,0,1,1,0,1,0,74.5,6,0.478260869565
S100,ant,rat,0,1,0,0,0,0,1,0,33.5,6,0.833333333333
S100,terrier,nutria,0,0,0,0,0,1,0,0,61,1,1.0
S100,goose,ostrich,0,1,0,0,0,0,1,0,81.0,6,0.852941176471
S100,seal,penguin,0,1,0,1,1,0,1,1,61.3333333333,6,0.828571428571
S100,cow,frog,0,0,0,0,0,1,0,0,17.3333333333,6,0.916666666667
S100,cat,jackal,0,1,0,0,0,0,1,0,77.6666666667,6,1.0
S100,peacock,cheetah,0,1,0,0,0,0,1,0,14.3333333333,6,0.810810810811
S100,ferret,cicada,0,0,0,0,0,1,0,0,5.33333333333,6,1.0
S100,iguana,camel,0,1,0,0,0,0,1,0,19.2,5,0.807692307692
S100,rat,ferret,0,1,0,1,0,0,1,0,76.8333333333,6,0.916666666667
S100,duck,swan,0,1,0,1,0,0,1,1,90.3333333333,6,0.676470588235
S100,blackbear,cobra,0,1,0,0,0,0,1,0,7.8,5,0.62962962963
S100,mink,ermine,1,1,0,1,1,0,1,1,95.25,4,0.615384615385
S100,hawk,giraffe,0,1,0,0,0,0,1,0,20.8333333333,6,0.903225806452
S100,turkey,duck,1,1,0,1,0,0,1,1,73.25,4,0.666666666667
S100,hawk,cattle,0,0,0,0,0,1,0,0,10.0,6,0.866666666667
S100,butterfly,fox,0,1,0,0,0,0,1,0,12.2,5,0.764705882353
S100,goose,turkey,1,1,0,0,0,0,1,1,83.6666666667,6,0.676470588235
S100,lamb,ostrich,0,1,0,0,0,0,1,0,15.2,5,0.814814814815
S100,zebra,fox,0,1,0,0,0,0,0,0,46.8333333333,6,0.777777777778
S100,pigeon,horse,0,1,0,0,0,0,1,0,11.0,6,0.869565217391
S100,snake,wolf,0,1,1,0,0,0,1,0,16.1666666667,6,0.878787878788
S100,crocodile,puma,1,1,0,0,0,0,1,1,16.2,5,0.793103448276
S100,lion,wolf,0,1,0,0,1,0,1,0,67.1666666667,6,0.692307692308
S100,redpanda,polarbear,0,0,0,1,0,0,0,0,62.8,5,0.636363636364
S100,egret,bandicoot,0,0,0,0,0,1,0,0,20.5,2,1.0
S100,jaguar,frog,0,1,0,0,0,0,1,0,11.3333333333,6,0.885714285714
S100,goldenretriever,redpanda,0,0,0,0,0,0,0,0,46.0,6,1.0
S100,orangutan,buffalo,0,1,0,0,0,0,1,0,25.6666666667,6,0.837209302326
S100,mockingbird,slug,0,0,0,0,0,1,0,0,8.16666666667,6,1.0
S100,monkey,muskrat,0,0,0,0,0,0,0,0,35.8,5,0.909090909091
S100,graywolf,hammerheadshark,0,0,0,0,0,1,0,0,11.6666666667,6,1.0
S100,bonobo,lemur,1,1,0,0,0,0,1,1,76.0,3,0.610169491525
S100,cat,polarbear,0,1,0,0,0,0,1,0,26.8333333333,6,0.666666666667
S100,turkey,lizard,0,1,0,0,0,0,1,0,14.0,6,0.826086956522
S100,seahorse,stingray,0,0,0,0,0,1,0,0,65.0,5,0.486486486486
S100,dragonfly,porcupine,0,0,0,0,0,1,0,0,16.5,6,0.923076923077
S100,pigeon,falcon,0,0,0,0,0,1,0,0,84.0,5,0.652173913043
S100,hare,chimpanzee,0,1,0,0,0,0,1,1,33.8333333333,6,0.678571428571
S100,horse,donkey,0,1,0,1,1,0,1,0,94.6666666667,6,0.710526315789
S100,dolphin,leopard,0,1,0,0,0,1,1,0,12.8,5,0.878048780488
S100,dolphin,starfish,0,0,0,1,0,0,0,0,57.6666666667,6,0.4
S100,woodchuck,beaver,0,1,0,1,1,0,1,1,83.6666666667,6,0.702702702703
S100,pony,cheetah,0,1,0,0,0,0,1,0,41.6666666667,6,0.8125
S100,whale,stingray,0,1,0,0,0,0,1,0,71.0,6,0.756756756757
S100,antelope,hyena,0,1,0,1,0,0,1,0,51.6666666667,6,0.8
S100,giraffe,emu,0,1,0,0,0,0,1,0,38.0,5,1.0
S100,fly,shrimp,0,0,0,0,0,1,0,0,15.0,6,0.941176470588
S100,cockroach,rat,0,1,0,0,0,0,1,0,55.8,5,1.0
S100,dolphin,fox,0,1,0,0,0,0,1,0,16.25,4,0.793103448276
S100,platypus,parrot,0,0,0,0,0,1,0,0,38.8333333333,6,0.853658536585
S100,koi,lion,0,0,0,0,0,0,0,0,8.83333333333,6,0.866666666667
S100,catfish,shrimp,1,1,0,0,1,0,1,1,38.3333333333,6,0.470588235294
S100,swan,toad,0,0,0,1,0,0,0,0,3.4,5,0.892857142857
S100,budgie,sloth,0,0,0,0,0,0,0,0,2,1,0.692307692308
S100,dodo,fox,0,1,0,0,0,0,1,0,3.4,5,0.833333333333
S100,nakedmolerat,serval,0,0,0,0,0,1,0,0,15.0,3,0.888888888889
S100,bass,cobra,0,0,0,0,0,0,0,0,8.33333333333,6,1.0
S100,earthworm,bunny,0,0,0,0,0,1,0,0,4.0,6,0.913043478261
S100,pika,crane,0,0,0,0,0,1,0,0,2,1,1.0
S100,squirrel,jackal,0,1,0,0,0,0,1,1,15.8333333333,6,0.769230769231
S100,rat,gerbil,0,1,0,1,0,0,1,0,77.6666666667,6,0.833333333333
S100,macaw,chicken,1,1,0,0,0,0,1,1,20.8,5,0.708333333333
S100,flamingo,owl,0,1,0,0,0,0,1,0,26.0,6,0.48275862069
S100,peccary,hen,0,0,0,0,0,1,0,0,3.5,2,0.666666666667
S100,dolphin,capybara,0,0,0,0,0,0,0,1,9.0,5,0.837209302326
S100,ape,lynx,0,0,0,0,0,1,0,0,13.5,6,0.844444444444
S100,flea,starfish,0,0,0,0,0,1,0,0,6.16666666667,6,0.833333333333
S100,bat,pig,0,1,0,0,0,0,1,0,4.0,6,0.761904761905
S100,seagull,tapir,0,0,0,0,0,1,0,0,4.75,4,0.90243902439
S100,honeybadger,lion,0,0,0,0,0,1,0,0,15.5,6,0.884615384615
S100,komododragon,rattlesnake,0,1,0,1,0,0,1,1,30.5,6,0.870967741935
S100,reindeer,deer,0,1,0,1,0,0,1,0,93.3333333333,6,0.8
S100,possum,raccoon,1,1,0,1,1,0,1,1,65.3333333333,6,0.739130434783
S100,iguana,jackal,0,1,0,1,0,0,1,1,16.1666666667,6,0.692307692308
S100,bonobo,ape,1,1,0,1,0,0,1,1,66.0,3,0.511111111111
S100,goat,buffalo,0,1,0,0,0,0,1,0,18.5,6,0.85
S100,tiger,rooster,0,1,0,0,0,0,0,0,10.6666666667,6,1.0
S100,anaconda,manx,0,1,0,0,1,0,1,0,4.5,2,0.166666666667
S100,gnu,deer,0,0,0,0,0,0,0,0,34.0,3,1.0
S100,koi,hornet,0,0,0,0,0,1,0,0,5.8,5,0.933333333333
S100,monkey,human,0,0,0,1,0,0,0,0,58.0,6,0.72
S100,sealion,macaque,0,0,0,0,0,1,0,0,4.0,3,0.916666666667
S100,liger,rabbit,0,0,0,0,0,1,0,0,9.5,6,0.909090909091
S100,pigeon,finch,0,1,0,1,1,0,1,1,58.6666666667,6,0.652173913043
S100,monkey,chicken,0,1,1,0,0,0,1,0,7.66666666667,6,0.9
S100,sealion,polarbear,0,1,0,1,0,0,1,0,18.6666666667,6,0.535714285714
S100,baboon,grizzlybear,0,0,0,0,0,0,0,0,7.16666666667,6,0.961538461538
S100,parrot,squirrel,0,1,0,0,0,0,1,0,10.1666666667,6,0.846153846154
S100,anteater,moth,1,1,0,1,1,0,1,1,9.0,6,0.794117647059
S100,raven,lark,1,1,0,0,1,0,1,1,42.2,5,0.875
S100,hawk,horse,0,1,0,0,0,0,0,0,4.16666666667,6,0.939393939394
S100,peacock,rooster,0,1,0,0,0,0,1,0,64.0,6,0.864864864865
S100,salmon,dormouse,0,0,0,0,0,1,0,0,4.0,6,0.793103448276
S100,clownfish,pufferfish,1,1,0,1,1,0,1,1,82.3333333333,6,0.833333333333
S100,skunk,tortoise,1,1,0,0,0,0,1,1,6.0,6,0.653846153846
S100,tiger,camel,0,1,0,0,0,0,0,0,19.1666666667,6,0.923076923077
S100,tasmaniandevil,ostrich,1,1,0,0,0,0,1,1,9.4,5,0.9
S100,parrot,cat,0,1,0,0,1,0,1,0,6.16666666667,6,0.916666666667
S100,panther,vulture,1,1,0,0,0,0,1,1,5.66666666667,6,0.790697674419
S100,panda,penguin,0,1,0,0,0,0,1,0,10.0,6,0.64
S100,platypus,porcupine,0,1,0,0,0,0,1,1,21.0,6,0.658536585366
S100,tarantula,flamingo,0,0,0,0,0,1,0,0,5.16666666667,6,0.931034482759
S100,sparrow,oriole,0,0,0,0,0,0,0,0,67.0,5,0.555555555556
S100,pigeon,aardvark,0,1,0,0,0,0,1,0,9.66666666667,6,0.95652173913
S100,lizard,macaw,0,0,0,0,0,0,0,0,18.75,4,0.895833333333
S100,bear,rooster,0,1,0,0,0,0,1,0,7.66666666667,6,1.0
S100,lion,mosquito,0,1,0,0,0,0,1,0,4.66666666667,6,1.0
S100,bandicoot,oxen,0,0,0,0,0,1,0,0,16.2,5,1.0
S100,hyena,swan,0,1,0,0,0,0,1,0,9.0,6,0.9
S100,goose,flamingo,0,1,0,0,0,0,1,0,46.3333333333,6,0.724137931034
S100,gull,shrimp,0,0,0,0,0,1,0,0,16.3333333333,6,0.923076923077
S100,squirrel,fox,0,1,0,0,0,0,1,0,27.3333333333,6,0.807692307692
S100,crocodile,pig,0,1,0,0,0,0,1,0,4.5,6,1.0
S100,llama,beaver,0,1,0,0,0,0,1,0,18.3333333333,6,0.84
S100,salamander,armadillo,1,0,0,0,0,0,0,0,27.8333333333,6,0.692307692308
S100,parrot,koala,0,1,1,0,0,0,1,0,13.0,6,0.8125
S100,orangutan,ape,1,1,0,1,0,0,1,1,91.8333333333,6,0.441860465116
S100,goose,lion,0,1,0,0,0,0,1,0,7.66666666667,6,1.0
S100,whale,penguin,0,1,1,1,0,0,1,0,27.5,6,0.72
S100,shark,seal,0,1,0,1,1,0,1,0,35.5,6,0.542857142857
S100,oppy,clam,0,0,0,0,0,0,0,0,2.5,2,NA
S100,antelope,cobra,0,0,0,0,0,1,0,0,11.6666666667,6,0.777777777778
S100,rat,bear,0,1,0,0,0,0,1,0,7.6,5,0.916666666667
