subj,node1,node2,s2017_uinvite_hierarchical_bb_a1_b1,s2017_rw,s2017_fe,s2017_goni,s2017_chan,s2017_kenett,s2017_uinvite_flat,s2017_uinvite_hierarchical_zibb_a2_b1_p5,rating,numratings,gtom
S100,jackrabbit,macaw,0,0,0,0,0,1,0,0,9.6,5,1.0
S100,bullfrog,stallion,0,0,0,0,0,1,0,0,11.4,5,1.0
S100,spidermonkey,kingcobra,0,0,0,0,0,0,0,0,8.6,5,1.0
S100,quahog,platypus,1,1,0,0,1,0,1,1,41.3333333333,3,0.769230769231
S100,nutria,capybara,1,1,0,0,1,0,1,1,75.0,2,0.860465116279
S100,guineapig,lobster,1,1,0,1,0,0,1,1,12.8,5,0.689655172414
S100,lizard,rattlesnake,0,1,0,0,0,0,1,0,70.4,5,0.764705882353
S100,donkey,squirrel,0,1,0,0,0,0,1,0,13.0,5,0.884615384615
S100,ox,penguin,0,1,0,0,0,0,1,0,10.0,5,0.822222222222
S100,axolotl,rabbit,1,1,0,0,0,0,1,1,11.6666666667,3,0.954545454545
S100,hippopotamus,nightingale,0,0,0,0,0,1,0,0,9.6,5,1.0
S100,pelican,chowchow,0,0,0,0,0,1,0,0,4.5,4,0.933333333333
S100,whale,dormouse,1,1,0,0,1,0,1,1,9.25,4,0.793103448276
S100,piranha,penguin,0,0,0,0,0,1,0,0,12.2,5,0.888888888889
S100,reindeer,rabbit,0,1,0,0,0,0,1,0,14.8,5,0.95
S100,hammerheadshark,alpaca,0,0,0,0,0,1,0,0,5.5,4,1.0
S100,parrot,gnu,1,1,0,0,1,0,1,1,11.0,2,0.941176470588
S100,koala,panda,0,1,0,1,0,0,1,1,81.4,5,0.6875
S100,sheep,walrus,0,1,0,0,0,0,1,0,14.2,5,0.64
S100,parrot,assassinbug,1,1,0,0,0,0,0,1,11.8,5,0.8
S100,rat,boar,0,1,0,0,0,0,1,0,16.4,5,0.708333333333
S100,wolverine,rabbit,0,1,0,0,0,0,1,0,16.0,5,0.818181818182
S100,kangaroo,wallaby,1,1,0,1,1,0,1,1,81.0,5,0.676470588235
S100,crocodile,hawk,0,1,0,0,0,0,1,0,2.75,4,0.896551724138
S100,opossum,hammerheadshark,0,0,0,0,0,1,0,0,10.0,4,1.0
S100,marmoset,mosquito,0,0,0,0,0,1,0,0,9.0,3,1.0
S100,bear,fox,0,1,1,0,0,0,1,0,23.8,5,0.678571428571
S100,whale,walrus,0,1,0,0,0,0,1,0,42.2,5,0.72
S100,raccoon,pufferfish,1,0,0,0,0,0,0,0,6.8,5,0.826086956522
S100,python,bluewhale,0,0,0,0,0,1,0,0,16.2,5,0.916666666667
S100,bee,buffalo,0,1,0,0,0,0,1,1,4.4,5,0.771929824561
S100,zebra,gerbil,0,1,0,0,0,0,1,0,16.75,4,0.962962962963
S100,hog,guineapig,0,1,0,0,0,0,1,0,42.8,5,0.657142857143
S100,goat,mouse,0,1,0,0,0,0,1,0,13.4,5,0.962962962963
S100,rat,mole,0,1,0,0,0,0,1,0,79.2,5,0.916666666667
S100,elephant,dog,0,1,0,0,0,0,1,0,22.6,5,0.923076923077
S100,antelope,mockingbird,0,0,0,0,0,1,0,0,6.2,5,1.0
S100,boar,swan,1,1,0,0,0,0,1,1,10.6,5,0.735294117647
S100,woodchuck,badger,1,1,0,0,0,0,1,1,47.2,5,0.705882352941
S100,redpanda,opossum,1,1,0,0,0,0,1,1,42.0,5,0.636363636364
S100,leopard,deer,0,1,0,0,0,0,1,0,25.8,5,0.725
S100,chipmunk,mole,0,1,0,0,0,0,1,0,67.0,5,0.703703703704
S100,bear,deer,0,1,1,1,1,0,1,0,39.2,5,0.857142857143
S100,chipmunk,moose,0,1,0,0,0,0,1,0,22.6,5,0.925925925926
S100,quahog,blackbear,0,0,0,0,0,1,0,0,30.0,4,1.0
S100,hippopotamus,jaguar,0,1,0,0,0,0,0,0,13.4,5,0.875
S100,hawk,sparrow,0,1,0,1,0,0,1,0,78.8,5,0.363636363636
S100,dolphin,tiger,0,1,0,0,0,0,1,0,10.6,5,0.888888888889
S100,shark,camel,0,1,0,0,0,0,1,0,8.2,5,0.846153846154
S100,turtle,hamster,0,1,0,1,0,0,1,0,12.2,5,0.837837837838
S100,koi,toucan,0,0,0,0,0,1,0,0,15.25,4,1.0
S100,opossum,vulture,1,1,0,1,1,0,1,1,20.4,5,0.627906976744
S100,anaconda,wolverine,1,1,0,0,1,0,1,0,5.6,5,0.88
S100,raptor,robin,1,1,0,0,1,0,1,1,48.5,4,0.814814814815
S100,cardinal,condor,1,1,0,1,0,0,1,1,74.3333333333,3,0.571428571429
S100,cockatoo,groundhog,0,1,0,0,1,0,1,1,14.4,5,0.851851851852
S100,rat,woodchuck,0,0,0,0,0,1,0,0,55.0,5,0.916666666667
S100,cheetah,oxen,1,1,0,0,0,0,1,1,23.8,5,0.8
S100,monitor,alligator,0,0,0,0,0,1,0,0,32.5,2,0.913043478261
S100,stinkbug,carpetbeetle,1,1,0,0,0,0,1,1,87.0,4,0.230769230769
S100,rhinoceros,deer,0,1,0,0,0,0,1,0,23.2,5,0.931034482759
S100,starfish,bronco,0,0,0,0,0,1,0,0,13.0,3,0.777777777778
S100,ferret,weasel,0,1,0,0,0,0,1,0,81.6,5,0.769230769231
S100,donkey,cat,0,1,0,0,0,0,1,0,16.8,5,0.833333333333
S100,dog,bird,0,1,0,0,0,0,1,0,11.2,5,0.846153846154
S100,turkey,baldeagle,0,0,0,0,0,1,0,0,53.5,4,0.764705882353
S100,grizzlybear,stallion,0,0,0,0,0,1,0,0,34.8,5,0.75
S100,goat,sugarglider,0,0,0,0,0,1,0,0,12.0,3,0.909090909091
S100,skunk,meerkat,0,1,0,0,0,0,1,1,67.8,5,0.695652173913
S100,crow,eagle,0,0,0,1,0,0,0,0,67.2,5,0.454545454545
S100,chicken,otter,0,1,0,0,0,0,1,0,16.5,4,0.928571428571
S100,bluebird,cat,0,1,0,0,0,0,1,0,11.2,5,0.916666666667
S100,wildcat,ewe,0,0,0,0,0,1,0,0,18.0,4,0.892857142857
S100,anaconda,iguana,0,0,0,0,0,1,0,0,40.6,5,0.84
S100,ibis,octopus,0,1,0,0,0,0,1,1,12.25,4,0.816666666667
S100,elephant,chihuahua,0,1,0,0,1,0,1,1,8.8,5,0.88
S100,iguana,opossum,1,1,0,0,0,0,1,1,13.6,5,0.789473684211
S100,earthworm,redpanda,0,0,0,0,0,1,0,0,4.2,5,1.0
S100,capuchin,hammerheadshark,0,0,0,0,0,1,0,0,11.5,2,1.0
S100,komododragon,goat,1,1,1,0,0,0,1,1,7.6,5,0.806451612903
S100,eagle,frog,0,1,0,0,0,1,1,0,9.8,5,0.756097560976
S100,labradorretriever,swan,0,0,0,0,0,1,0,0,7.6,5,1.0
S100,komododragon,panda,0,1,0,0,0,0,1,0,8.8,5,0.806451612903
S100,elephant,bear,0,1,0,0,0,0,1,0,44.6,5,0.88
S100,walrus,octopus,0,1,0,0,0,0,1,0,37.4,5,0.68
S100,seahorse,octopus,1,1,0,1,0,0,1,1,54.6,5,0.666666666667
S100,anaconda,chihuahua,0,0,0,0,0,1,0,0,3.0,5,0.92
S100,fly,cat,0,1,0,0,0,0,1,0,3.4,5,0.916666666667
S100,antelope,viper,0,0,0,0,0,1,0,0,7.2,5,0.666666666667
S100,sugarglider,sheep,0,0,0,0,0,1,0,0,14.25,4,0.818181818182
S100,wolverine,salmon,0,0,0,0,0,1,0,0,7.2,5,0.880952380952
S100,tyrannosaurusrex,lamb,0,0,0,0,0,1,0,0,4.75,4,0.5
S100,jellyfish,starfish,1,1,0,1,0,0,1,1,57.6,5,0.487179487179
S100,hippopotamus,howlermonkey,1,0,0,0,0,0,0,0,11.8,5,0.8
S100,sugarglider,blueheron,0,0,0,0,0,1,0,0,22.6666666667,3,0.909090909091
S100,weasel,ermine,1,1,0,1,1,0,1,1,96.0,2,0.576923076923
S100,koala,wombat,0,0,0,0,0,1,0,0,54.0,5,0.85
S100,marlin,warthog,0,0,0,0,0,0,0,0,17.0,5,0.785714285714
S100,rhinoceros,bear,0,1,0,0,0,0,1,0,40.0,5,1.0
S100,rhinoceros,possum,0,1,0,0,0,0,1,0,16.4,5,0.925925925926
S100,weasel,rabbit,0,1,0,1,0,0,1,0,58.4,5,0.954545454545
S100,anchovy,shrimp,1,1,0,0,1,0,1,1,64.2,5,0.428571428571
S100,squirrel,fish,0,1,0,0,0,0,1,0,8.6,5,0.692307692308
S100,cod,shrimp,1,1,0,0,0,0,1,1,57.4,5,0.52380952381
S100,gnu,orca,0,0,0,0,0,0,0,0,3,1,1.0
S100,tasmaniandevil,mountainlion,0,0,0,0,0,1,0,0,58.25,4,0.962962962963
S100,beetle,tuna,0,0,0,0,0,1,0,0,9.8,5,0.911764705882
S100,crow,snake,0,1,0,0,0,0,1,0,25.0,5,0.939393939394
S100,sheep,cat,0,1,0,0,0,1,1,0,20.8,5,0.916666666667
S100,walrus,wolf,0,1,0,0,0,0,1,0,12.6,5,0.92
S100,dove,goose,0,1,0,1,0,0,1,0,73.0,5,0.961538461538
S100,hawk,bluejay,0,1,0,1,0,0,1,0,77.5,4,0.515151515152
S100,dolphin,shrimp,0,1,0,0,0,0,1,0,29.6,5,0.529411764706
S100,gull,wallaby,0,0,0,0,0,1,0,0,15.0,3,0.923076923077
S100,lamb,rabbit,0,1,0,0,0,0,1,0,41.4,5,0.909090909091
S100,cow,alligator,0,1,0,0,0,0,0,0,10.4,5,1.0
S100,lion,polarbear,0,1,0,0,0,0,1,0,34.6,5,0.538461538462
S100,rat,vole,0,1,0,1,0,0,1,0,83.3333333333,3,0.958333333333
S100,coyote,hummingbird,0,0,0,0,0,0,0,0,8.0,5,0.792452830189
S100,iguana,sparrow,0,1,0,0,0,0,1,1,12.0,5,0.771929824561
S100,komododragon,ray,0,0,0,0,0,1,0,0,14.2,5,0.903225806452
S100,turtle,gnat,0,1,0,0,0,0,1,1,6.25,4,0.96
S100,horse,buffalo,0,1,0,0,0,0,1,0,54.2,5,0.765957446809
S100,salmon,assassinbug,0,0,0,0,0,1,0,0,11.6,5,0.4
S100,adder,jaguar,0,0,0,0,0,1,0,0,15.0,3,0.722222222222
S100,bat,bunny,0,1,0,0,0,0,1,1,24.0,5,0.857142857143
S100,bird,boar,0,1,0,0,0,0,1,0,10.4,5,0.612244897959
S100,ferret,howlermonkey,0,0,0,0,0,1,0,0,45.75,4,1.0
S100,beardeddragon,squid,0,0,0,0,0,1,0,0,14.4,5,0.5
S100,squirrel,deer,0,1,1,0,0,0,1,0,24.4,5,0.846153846154
S100,shark,lark,0,0,0,0,0,0,0,1,11.25,4,0.75
S100,chicken,pig,0,1,0,1,0,0,1,1,20.0,5,0.428571428571
S100,bear,raccoon,0,1,0,0,0,0,1,0,26.6,5,0.95652173913
S100,elephant,whale,0,1,0,0,0,0,1,0,38.8,5,0.84
S100,monitor,gnu,0,0,0,0,0,1,0,0,6,1,1.0
S100,skunk,alligator,0,1,0,0,0,0,1,0,22.2,5,0.826086956522
S100,hawk,eagle,1,1,0,1,1,0,1,1,70.0,5,0.363636363636
S100,python,rattlesnake,0,1,0,1,0,0,1,1,90.8,5,0.705882352941
S100,hummingbird,lark,0,0,0,0,0,1,0,0,79.2,5,0.75
S100,hippopotamus,wallaby,0,1,0,0,0,0,1,0,14.3333333333,3,0.8125
S100,coyote,rat,0,1,0,0,0,0,1,0,22.0,5,0.791666666667
S100,mountainlion,chinchilla,0,0,0,0,0,1,0,0,11.75,4,0.888888888889
S100,redpanda,stork,0,0,0,0,0,1,0,0,1.2,5,0.9375
S100,hare,sheep,0,1,0,0,0,0,1,0,28.0,5,0.964285714286
S100,tarantula,chinchilla,0,0,0,0,0,1,0,0,1.25,4,0.921052631579
S100,peacock,elephant,0,0,0,0,0,1,0,0,1.2,5,0.96
S100,parrot,human,0,0,0,0,0,1,0,0,6.0,5,0.872340425532
S100,lizard,frog,0,1,0,1,0,0,1,1,53.8,5,0.80487804878
S100,weasel,fox,0,1,0,0,0,0,1,0,62.6,5,0.807692307692
S100,ibis,cardinal,0,0,0,0,0,1,0,0,67.0,3,0.960784313725
S100,orangutan,gorilla,1,1,0,1,1,0,1,1,89.0,5,0.558139534884
S100,spermwhale,chinchilla,0,0,0,0,0,1,0,0,1.0,4,1.0
S100,bluebird,sparrow,1,1,0,0,1,0,1,1,82.6,5,0.636363636364
S100,sloth,eel,0,0,0,0,0,0,0,1,18.4,5,0.792452830189
S100,spider,starfish,0,0,0,0,0,1,0,0,19.6,5,0.59649122807
S100,tasmaniandevil,lark,0,0,0,0,0,1,0,0,1.0,4,0.916666666667
S100,dog,cow,0,1,1,0,0,0,1,0,35.4,5,0.923076923077
S100,crocodile,camel,0,1,0,0,0,0,1,0,3.0,5,0.923076923077
S100,flamingo,chinchilla,0,0,0,0,0,1,0,0,4.0,4,0.896551724138
S100,lion,beaver,0,1,0,0,0,0,0,0,16.8,5,0.884615384615
S100,ostrich,hen,0,1,0,0,0,0,1,0,49.2,5,0.846153846154
S100,chicken,raccoon,0,1,0,0,0,0,1,0,2.4,5,0.913043478261
S100,crocodile,crab,0,1,0,0,0,0,1,0,18.6,5,0.931034482759
S100,lion,kangaroo,0,1,0,0,0,0,1,0,24.4,5,0.923076923077
S100,opossum,bug,0,0,0,0,0,1,0,0,1.0,5,0.810810810811
S100,lamb,millipede,0,0,0,0,0,1,0,0,1.4,5,0.947368421053
S100,brownbear,buffalo,0,0,0,0,0,1,0,0,47.8,5,0.702702702703
S100,peacock,squid,0,0,0,0,0,1,0,0,1.6,5,0.864864864865
S100,anteater,lamb,0,1,0,0,0,0,1,0,27.4,5,0.814814814815
S100,badger,beaver,0,1,0,1,0,0,1,0,81.0,5,0.588235294118
S100,rooster,gecko,0,1,0,0,0,0,1,1,11.0,5,0.711111111111
S100,bear,bandicoot,0,0,0,0,0,0,1,0,48.0,3,0.923076923077
S100,bass,mouse,1,1,0,0,0,0,1,1,6.4,5,0.962962962963
S100,salamander,hummingbird,1,0,0,0,0,0,0,0,1.0,5,0.754716981132
S100,prairiedog,koala,0,1,0,0,0,0,1,0,48.8,5,0.8125
S100,firefly,wolf,0,0,0,0,0,0,1,0,1.0,5,0.88
S100,fawn,turkey,0,0,0,0,0,1,0,0,18.4,5,0.871794871795
S100,maltese,oxen,0,0,0,0,0,1,0,0,13.6666666667,3,1.0
S100,kangaroo,whale,0,1,0,0,0,0,1,0,3.8,5,0.875
S100,kinkajou,lemur,1,1,0,0,0,0,1,1,55.0,2,0.535714285714
S100,mantis,millipede,1,1,0,0,1,0,1,1,30.5,4,1.0
S100,cockroach,finch,0,0,0,0,0,1,0,0,1.2,5,0.892857142857
S100,bluejay,owl,0,1,0,0,0,0,1,0,55.0,5,0.540540540541
S100,python,mussel,0,0,0,0,0,0,0,0,13.25,4,0.88
S100,turtle,shrew,0,1,0,0,0,0,1,1,3.5,4,0.863636363636
S100,newt,firefly,0,0,0,0,0,1,0,0,2.5,4,0.7
S100,prairiedog,buzzard,0,0,0,0,0,1,0,0,2.0,4,0.823529411765
S100,seal,mouse,0,0,0,0,0,1,0,0,6.2,5,0.851851851852
S100,cockroach,deer,0,0,0,0,0,0,0,0,1.0,5,0.857142857143
S100,manx,leopard,0,0,0,0,0,1,0,0,59.5,4,0.5
S100,hawk,bat,0,1,0,0,0,0,1,0,59.6,5,0.727272727273
S100,dog,otter,0,1,0,0,0,0,1,0,38.8,5,0.769230769231
S100,tasmaniandevil,caterpillar,0,0,0,0,0,1,0,0,1.0,4,0.966666666667
S100,cassowary,donkey,0,0,0,0,0,1,0,0,1,1,0.863636363636
S100,mantaray,clownfish,1,1,0,0,0,0,1,1,48.6666666667,3,0.717948717949
S100,weasel,wolf,0,1,0,0,0,0,1,0,56.8,5,0.769230769231
S100,parrot,kangaroo,0,1,0,0,0,0,1,0,1.4,5,0.851063829787
S100,grizzlybear,tiger,0,1,0,0,0,0,0,0,37.8,5,0.846153846154
S100,bluejay,salamander,0,0,0,0,0,0,0,0,2.2,5,0.756756756757
S100,guineapig,chinchilla,0,1,0,1,0,0,1,1,45.25,4,0.783783783784
S100,koala,marlin,0,0,0,0,0,1,0,0,1.0,3,0.8125
S100,hippopotamus,cat,0,1,0,0,0,0,1,0,5.8,5,1.0
S100,bunny,rabbit,0,1,0,0,0,0,1,1,96.6,5,0.954545454545
S100,bessbug,assassinbug,1,1,0,0,0,0,1,1,61.0,2,0.8
S100,jackrabbit,zebra,1,1,0,0,1,0,1,1,19.4,5,0.7
S100,seal,beaver,0,1,0,0,0,0,1,0,42.6,5,0.714285714286
S100,platypus,eagle,0,1,0,0,0,0,1,0,1.0,4,0.780487804878
S100,otter,mongoose,0,0,0,0,0,1,0,0,50.3333333333,3,0.761904761905
S100,hawk,blueheron,0,0,0,1,0,0,0,0,58.8,5,0.333333333333
S100,rhinoceros,platypus,0,1,0,0,0,0,1,0,29.5,4,0.931034482759
S100,squid,octopus,1,1,0,1,1,0,1,1,66.4,5,0.716666666667
S100,manx,lark,0,0,0,0,0,1,0,0,1,1,1.0
S100,bluejay,seal,0,0,0,0,0,1,0,0,1.4,5,0.885714285714
S100,cow,pig,1,1,0,1,1,0,1,1,56.2,5,0.52380952381
S100,bull,wolf,0,1,0,0,0,0,0,0,40.2,5,0.772727272727
S100,pigeon,ferret,0,1,0,0,0,0,1,0,2.2,5,0.913043478261
S100,monkey,alligator,0,1,0,0,0,0,1,0,1.4,5,0.652173913043
S100,dolphin,wolverine,0,0,0,0,0,1,0,0,1.2,5,0.857142857143
S100,rooster,elk,0,1,0,0,0,0,1,0,4.4,5,1.0
S100,moth,deer,0,0,0,0,0,1,0,0,1.4,5,0.823529411765
S100,grasshopper,panda,0,0,0,0,0,1,0,0,1.4,5,0.68085106383
S100,eagle,chimpanzee,0,1,0,0,0,0,1,0,1.2,5,0.843137254902
S100,tapir,marlin,1,1,0,0,0,0,1,1,1.0,2,0.529411764706
S100,catfish,lobster,0,0,0,0,0,1,0,0,31.4,5,0.470588235294
S100,lizard,eagle,0,0,0,0,0,0,0,0,2.6,5,0.793650793651
S100,ostrich,frog,0,1,0,0,0,0,1,0,1.0,4,0.857142857143
S100,dragon,rabbit,0,1,0,0,1,0,1,1,1.2,5,0.863636363636
S100,starfish,duck,0,1,0,0,0,0,1,0,5.6,5,0.833333333333
S100,butterfly,camel,0,1,0,0,0,0,1,0,1.2,5,0.884615384615
S100,beardeddragon,panther,0,0,0,0,0,1,0,0,1.0,2,0.772727272727
S100,giraffe,bull,0,1,0,0,0,0,1,0,29.8,5,0.806451612903
S100,persian,hornet,0,0,0,0,0,1,0,0,1.0,3,1.0
S100,giraffe,tiger,0,1,0,0,0,0,1,0,43.25,4,0.888888888889
S100,chipmunk,guineapig,0,1,0,0,0,0,1,0,66.6,5,0.851851851852
S100,brownbear,turkey,0,0,0,0,0,1,0,0,5.2,5,0.891891891892
S100,crocodile,killerwhale,0,0,0,0,0,1,0,0,19.0,5,0.821428571429
S100,boaconstrictor,sloth,0,0,0,0,0,1,0,0,12.0,4,0.625
S100,alpaca,lynx,0,0,0,0,0,1,0,0,44.6666666667,3,0.657142857143
S100,chipmunk,gorilla,0,1,0,0,0,0,1,0,18.8,5,0.925925925926
S100,heron,sheep,0,0,0,0,0,1,0,0,1.2,5,0.4
S100,dolphin,jellyfish,0,1,0,1,0,0,1,0,18.0,5,0.564102564103
S100,quahog,isopod,0,0,0,0,0,1,0,0,67.5,2,1.0
S100,emu,moose,0,1,0,0,0,0,1,0,21.0,4,0.857142857143
S100,seahorse,lobster,0,1,0,1,1,0,1,1,26.8,5,0.620689655172
S100,carp,hyena,0,0,0,0,0,1,0,0,1.0,4,0.866666666667
S100,chameleon,lamb,0,0,0,0,0,1,0,0,2.5,4,0.962962962963
S100,dingo,bear,0,1,0,0,0,0,1,0,35.0,4,0.892857142857
S100,antelope,deer,0,1,0,1,0,0,1,0,91.2,5,0.486486486486
S100,tiger,pig,0,1,0,0,0,0,1,0,24.6,5,0.904761904762
S100,pigeon,steer,0,0,0,0,0,1,0,0,1.0,3,0.95652173913
S100,blackbear,grizzlybear,1,1,0,1,1,0,1,1,93.6,5,0.346153846154
S100,prairiedog,wolf,0,1,0,0,0,0,1,0,73.4,5,0.628571428571
S100,goldfish,cat,0,1,0,0,0,0,1,0,1.2,5,1.0
S100,salmon,vulture,0,0,0,0,0,1,0,0,1.2,5,0.738095238095
S100,finch,alpaca,0,0,0,0,0,0,0,0,1.75,4,0.971428571429
S100,oriole,cow,0,0,0,0,0,1,0,0,19.0,4,0.925925925926
S100,butterfly,ladybug,1,1,0,0,0,0,1,1,53.4,5,0.735294117647
S100,goat,cat,0,1,0,0,0,1,1,0,37.6,5,0.833333333333
S100,magpie,sealion,0,0,0,0,0,1,0,0,1.0,2,1.0
S100,ostrich,hamster,0,1,0,0,0,0,1,0,1.0,5,0.8
S100,warthog,leopard,1,1,0,0,1,0,1,1,34.4,5,0.678571428571
S100,crocodile,eel,0,1,0,0,0,0,1,0,29.0,5,0.862068965517
S100,pigeon,grasshopper,0,0,0,0,0,0,0,0,1.4,5,0.869565217391
S100,goldenretriever,persian,0,0,0,0,0,1,0,0,75.0,2,1.0
S100,carp,mussel,0,1,0,0,0,1,1,0,30.5,4,0.6
S100,spider,mantaray,0,1,0,1,0,0,1,1,3.5,4,0.794871794872
S100,dolphin,spider,0,1,0,0,0,0,1,0,1.2,5,0.789473684211
S100,leopard,lynx,0,1,0,1,1,0,1,1,83.5,4,0.487804878049
S100,spidermonkey,wolf,1,1,0,0,0,0,1,1,32.4,5,0.805555555556
S100,turtle,lark,0,0,0,0,0,1,0,0,7.4,5,0.791666666667
S100,wolverine,porcupine,0,0,0,0,0,0,0,1,28.6,5,0.510204081633
S100,parrot,salmon,1,0,0,0,0,0,0,1,2.8,5,0.833333333333
S100,sealion,alligator,0,1,0,0,0,0,1,0,25.2,5,1.0
S100,cockatoo,chicken,0,1,0,0,0,0,0,0,63.8,5,0.740740740741
S100,komododragon,frog,0,1,0,0,0,0,1,0,50.25,4,0.935483870968
S100,mule,wolf,0,1,0,0,0,0,1,0,42.4,5,0.916666666667
S100,nutria,wolf,0,1,0,0,0,0,1,1,7,1,0.777777777778
S100,monkey,frog,0,1,0,0,0,0,1,0,1.0,5,0.829268292683
S100,seal,wolf,0,1,0,0,0,0,1,0,13.0,5,0.828571428571
S100,sheep,eel,0,1,0,0,0,0,1,0,1.2,5,0.896551724138
S100,ram,hen,1,1,0,0,1,0,1,1,8.2,5,0.730769230769
S100,wildebeest,beetle,0,0,0,0,0,1,0,0,1.0,4,0.857142857143
S100,piranha,octopus,0,1,0,0,0,0,1,0,13.2,5,0.666666666667
S100,bear,gorilla,0,1,0,0,0,0,1,0,59.0,5,0.857142857143
S100,rat,pig,0,1,0,0,0,0,1,0,27.2,5,0.904761904762
S100,warthog,marmot,0,0,0,0,0,1,0,0,55.0,3,0.714285714286
S100,axolotl,penguin,1,1,0,0,0,0,1,1,1,1,0.771428571429
S100,hedgehog,pika,0,0,0,0,0,1,0,0,60.5,2,1.0
S100,bullfrog,lynx,0,0,0,0,0,1,0,0,5.75,4,0.952380952381
S100,fly,gnat,0,1,0,1,0,0,1,0,95.6,5,0.64
S100,monitor,pig,0,1,0,0,0,0,1,1,1.0,2,0.857142857143
S100,salmon,manatee,1,0,0,0,0,0,0,0,32.5,4,0.666666666667
S100,fly,spider,0,1,0,1,1,0,1,0,34.2,5,0.722222222222
S100,boar,fox,0,0,0,0,0,0,0,1,31.4,5,0.724137931034
S100,lemur,parakeet,0,1,0,0,0,0,1,0,1.0,4,0.685714285714
S100,muskrat,puppy,0,0,0,0,0,1,0,0,25.0,4,0.923076923077
S100,terrier,stingray,1,1,0,0,1,0,1,1,1.4,5,0.8
S100,eagle,whale,0,1,0,0,0,0,1,0,11.0,5,0.792452830189
S100,hare,cat,0,1,0,0,0,0,1,0,43.6,5,0.833333333333
S100,hyena,cougar,0,1,0,0,0,0,1,0,85.0,5,0.588235294118
S100,wolverine,otter,0,1,0,0,0,0,1,0,34.4,5,0.571428571429
S100,poodle,alligator,0,0,0,0,0,1,0,0,1.2,5,1.0
S100,reindeer,beaver,0,1,0,0,0,0,1,0,32.2,5,0.75
S100,peacock,gorilla,0,1,0,0,0,1,1,0,1.0,5,0.918918918919
S100,lion,capybara,0,1,0,0,0,0,0,0,37.0,3,0.884615384615
S100,bear,crab,0,1,0,0,0,0,1,0,1.0,5,0.928571428571
S100,dog,bat,0,1,0,0,0,0,1,0,15.2,5,0.846153846154
S100,fox,gerbil,0,1,0,0,0,0,1,0,25.8,5,0.853658536585
S100,sugarglider,stork,0,0,0,0,0,1,0,0,1.66666666667,3,1.0
S100,swallow,lobster,0,0,0,0,0,1,0,0,1.0,5,0.896551724138
S100,dingo,dodo,0,1,0,0,1,0,1,1,9.0,3,0.866666666667
S100,rhinoceros,tapir,0,0,0,1,0,0,0,0,66.6666666667,3,0.896551724138
S100,beetle,worm,0,1,0,0,0,0,1,0,13.0,5,0.818181818182
S100,rat,duck,0,1,0,0,0,0,1,0,1.4,5,0.875
S100,horse,chicken,0,1,0,0,0,0,1,0,8.6,5,0.829787234043
S100,skunk,sparrow,0,1,0,0,0,0,1,0,9.6,5,0.811320754717
S100,mink,honeybadger,0,0,0,0,0,1,0,0,51.75,4,0.857142857143
S100,sheep,pufferfish,0,0,0,0,0,1,0,0,6.8,5,0.931034482759
S100,goat,zebra,0,1,0,0,0,0,1,0,62.0,5,0.925925925926
S100,chipmunk,tick,0,0,0,0,0,1,0,0,1.4,5,0.925925925926
S100,tortoise,bluebird,0,0,0,0,0,0,0,0,2.0,5,0.923076923077
S100,chihuahua,howlermonkey,0,0,0,0,0,1,0,0,26.0,5,0.5
S100,wolverine,hyena,0,1,0,0,0,0,1,0,68.2,5,0.733333333333
S100,ferret,toad,0,1,0,0,0,0,1,0,1.2,5,0.892857142857
S100,bison,ox,1,1,0,1,1,0,1,1,88.2,5,0.576923076923
S100,cassowary,ibex,1,1,0,0,1,0,1,1,,0,0.954545454545
S100,bear,ram,0,1,0,0,0,0,1,0,31.0,5,1.0
S100,hammerheadshark,bug,0,0,0,0,0,1,0,0,1.0,5,0.9
S100,redpanda,bunny,0,0,0,0,0,1,0,0,54.25,4,0.857142857143
S100,rat,swallow,0,1,0,0,1,0,1,1,15.6666666667,3,1.0
S100,turtle,alligator,0,1,0,0,0,0,1,0,52.6,5,0.913043478261
S100,eagle,duck,0,1,0,0,0,0,1,0,48.2,5,0.714285714286
S100,wildebeest,elephant,0,1,0,1,1,0,1,1,37.0,4,0.8
S100,gazelle,rabbit,0,1,0,0,0,0,1,0,30.4,5,0.941176470588
S100,parrot,hyena,0,1,0,0,0,0,1,0,4.8,5,0.8
S100,kangaroo,deer,0,1,0,0,0,0,1,0,50.4,5,0.925
S100,goose,horse,0,1,0,0,0,0,1,0,8.2,5,0.911764705882
S100,bluewhale,warthog,0,0,0,0,0,1,0,0,25.75,4,1.0
S100,cicada,scottishshetland,0,0,0,0,0,0,0,0,1.0,2,1.0
S100,chicken,toad,0,1,0,0,0,0,1,0,1.2,5,0.892857142857
S100,eel,lobster,0,1,0,1,1,0,1,0,31.4,5,0.551724137931
S100,dove,rat,0,1,0,0,0,0,1,0,3.0,5,1.0
S100,flea,bronco,0,0,0,0,0,1,0,0,1.0,4,1.0
S100,hamster,rabbit,0,1,0,1,0,0,1,0,51.0,4,0.818181818182
S100,badger,warthog,0,0,0,0,0,0,0,0,33.0,5,0.823529411765
S100,bluejay,condor,0,1,0,0,0,0,1,1,63.6,5,0.685714285714
S100,giraffe,horse,0,1,0,0,0,0,1,0,60.4,5,0.741935483871
S100,beaver,mouse,0,1,0,0,0,0,1,0,35.6,5,0.740740740741
