S103,1,zebra,mink,11,false,
S103,2,human,bat,8,false,
S103,3,pidgeon,canary,98,false,
S103,4,rat,dolphin,32,false,
S103,5,anteater,elephant,58,false,
S103,6,hyena,chimpanzee,64,false,
S103,7,pug,beagle,96,false,
S103,8,hyena,gorilla,56,false,
S103,9,penguin,belugawhale,55,false,
S103,10,stingray,tuna,75,false,
S103,11,giantsquid,octopus,99,false,
S103,12,catfish,hermitcrab,86,false,
S103,13,bee,leech,71,false,
S103,14,armadillo,alligator,64,false,
S103,15,pig,lizard,18,false,
S103,16,flamingo,raccoon,10,false,
S103,17,peacock,hyena,39,false,
S103,18,blownfish,clownfish,99,false,
S103,19,seal,belugawhale,60,false,
S103,20,bunny,otter,75,false,
S103,21,ostrich,rabbit,32,false,
S103,22,squirrel,fly,3,false,
S103,23,puma,zebra,60,false,
S103,24,weasel,minnow,83,false,
S103,25,elk,finch,11,false,
S103,26,chicken,rat,32,false,
S103,27,starfish,snail,60,false,
S103,28,jellyfish,shark,56,false,
S103,29,guineapig,raccoon,76,false,
S103,30,monkey,rhesusmonkey,99,false,
S103,31,alpaca,hyena,37,false,
S103,32,tick,gnat,91,false,
S103,33,hummingbird,emu,59,false,
S103,34,cricket,woodpecker,36,false,
S103,35,koala,hawk,17,false,
S103,36,seaanemone,starfish,70,false,
S103,37,goldfish,turtle,31,false,
S103,38,chimpanzee,giraffe,58,false,
S103,39,alligator,narwhale,57,false,
S103,40,seal,polarbear,55,false,
S103,41,leopard,panther,96,false,
S103,42,ostrich,chicken,60,false,
S103,43,raccoon,quail,40,false,
S103,44,whale,panda,40,false,
S103,45,elephant,octopus,24,false,
S103,46,swan,duck,93,false,
S103,47,parrot,toucan,97,false,
S103,48,elephant,goldfish,4,false,
S103,49,lion,toucan,9,false,
S103,50,ferret,spider,4,false,
S103,51,hippopotamus,anteater,4,false,
S103,52,bear,moose,58,false,
S103,53,siberianhusky,pomeranian,98,false,
S103,54,bullshark,goldfish,54,false,
S103,55,bluejay,crown,50,true,
S103,56,puma,beaver,34,false,
S103,57,frog,antelope,14,false,
S103,58,otter,ostrich,33,false,
S103,59,rabbit,butterfly,9,false,
S103,60,cheetah,crocodile,28,false,
S103,61,jellyfish,hammerheadshark,75,false,
S103,62,tortoise,sealion,60,false,
S103,63,giraffe,zebra,71,false,
S103,64,lamb,deer,98,false,
S103,65,meerkat,boar,43,false,
S103,66,husky,bloodhound,92,false,
S103,67,ostrich,lynx,21,false,
S103,68,polarbear,human,39,false,
S103,69,humpbackwhale,spermwhale,93,false,
S103,70,piranha,icefish,67,false,
S103,71,donkey,ram,52,false,
S103,72,rat,donkey,33,false,
S103,73,bear,mantaray,8,false,
S103,74,groundhog,tiger,43,false,
S103,75,hedgehog,crab,16,false,
S103,76,poodle,yorkie,100,false,
S103,77,octopus,starfish,91,false,
S103,78,cat,bat,16,false,
S103,79,toucan,falcon,94,false,
S103,80,vulture,squirrel,10,false,
S103,81,earthworm,moth,22,false,
S103,82,amphibian,salamander,88,false,
S103,83,cat,bunny,58,false,
S103,84,koala,spider,4,false,
S103,85,whale,manatee,89,false,
S103,86,boa,anaconda,96,false,
S103,87,redtailedhawk,baldeagle,96,false,
S103,88,gazelle,lemur,35,false,
S103,89,pelican,crab,26,false,
S103,90,lion,aardvark,34,false,
S103,91,aardvark,salmon,12,false,
S103,92,lobster,tortoise,60,false,
S103,93,komododragon,iguana,87,false,
S103,94,seal,bat,6,false,
S103,95,bird,marmoset,50,true,
S103,96,otter,liger,24,false,
S103,97,human,rhesusmonkey,88,false,
S103,98,hawk,canary,63,false,
S103,99,dog,dingo,57,false,
S103,100,crab,flamingo,32,false,
S103,101,hamster,pelican,8,false,
S103,102,dinosaur,eel,6,false,
S103,103,coyote,slug,6,false,
S103,104,ostrich,flamingo,80,false,
S103,105,aardvark,dog,18,false,
S103,106,octopus,bear,7,false,
S103,107,katydid,spider,50,true,
S103,108,cardinal,toucan,88,false,
S103,109,octopus,platypus,60,false,
S103,110,skunk,hare,80,false,
S103,111,wildebeest,gazelle,50,true,
S103,112,possum,mole,81,false,
S103,113,owl,robin,71,false,
S103,114,ox,bunny,14,false,
S103,115,seal,fish,52,false,
S103,116,rooster,goat,32,false,
S103,117,ape,zebra,58,false,
S103,118,whale,lobster,56,false,
S103,119,bird,fish,26,false,
S103,120,giraffe,vulture,42,false,
S103,121,octopus,duck,61,false,
S103,122,eagle,vulture,64,false,
S103,123,porcupine,ostrich,19,false,
S103,124,pelican,emu,70,false,
S103,125,sloth,tiger,23,false,
S103,126,gazelle,hyena,57,false,
S103,127,rabbit,horse,55,false,
S103,128,bluewhale,dog,9,false,
S103,129,octopus,worm,38,false,
S103,130,scorpion,crocodile,56,false,
S103,131,dinosaur,snake,58,false,
S103,132,lab,goldendoodle,95,false,
S103,133,ox,lion,55,false,
S103,134,meerkat,monkey,37,false,
S103,135,bird,lynx,44,false,
S103,136,flamingo,monkey,35,false,
S103,137,hamster,molerat,67,false,
S103,138,beaver,weasel,61,false,
S103,139,cow,turkey,37,false,
S103,140,hippopotamus,turkey,9,false,
S103,141,crocodile,leopard,9,false,
S103,142,cat,hyena,32,false,
S103,143,whale,rat,14,false,
S103,144,dodobird,skunk,31,false,
S103,145,bear,jaguar,57,false,
S103,146,hamster,porcupine,68,false,
S103,147,bear,elk,37,false,
S103,148,sparrow,seagull,71,false,
S103,149,kangaroo,manatee,34,false,
S103,150,bear,alpaca,56,false,
S103,151,puddle,catfish,22,true,
S103,152,fox,tuna,5,false,
S103,153,fox,puma,77,false,
S103,154,fish,crustacean,54,false,
S103,155,crocodile,toad,61,false,
S103,156,buffalo,rhinoceros,24,false,
S103,157,rhinoceros,piranha,3,false,
S103,158,bottlenoseddolphin,bluewhale,93,false,
S103,159,macaw,puma,35,false,
S103,160,bat,bengal,30,false,
S103,161,elephant,liger,40,false,
S103,162,puma,mountainlion,74,false,
S103,163,aardvark,cat,30,false,
S103,164,penguin,ox,17,false,
S103,165,whale,panda,36,false,
S103,166,pig,hog,94,false,
S103,167,octopus,plankton,42,false,
S103,168,boa,gartersnake,76,false,
S103,169,beaver,tuna,15,false,
S103,170,pigeon,mockingbird,88,false,
S103,171,eel,giraffe,6,false,
S103,172,cougar,toucan,24,false,
S103,173,flamingo,rat,6,false,
S103,174,deer,zebra,90,false,
S103,175,snake,gartersnake,98,false,
S103,176,liger,mule,79,false,
S103,177,seagull,fox,16,false,
S103,178,wasp,lion,3,false,
S103,179,woodpecker,eagle,72,false,
S103,180,rhinoceros,sealion,6,false,
S103,181,whale,frog,24,false,
S103,182,magpie,robin,25,true,
S103,183,gorilla,human,90,false,
S103,184,jellyfish,dinosaur,34,false,
S103,185,goat,turkey,59,false,
S103,186,icefish,iguana,31,false,
S103,187,cat,wasp,3,false,
S103,188,snake,bird,44,false,
S103,189,mouse,sharpei,53,true,
S103,190,ram,ewe,69,false,
S103,191,ferret,serpent,10,false,
S103,192,shark,sealion,39,false,
S103,193,porcupine,fox,31,false,
S103,194,wolverine,deer,65,false,
S103,195,lobster,sealion,51,false,
S103,196,hyena,human,29,false,
S103,197,tarsier,chimpanzee,67,true,
S103,198,kiwi,lemming,74,false,
S103,199,hammerheadshark,swan,5,false,
S103,200,turkey,lion,43,false,
S103,201,ox,fox,62,false,
S103,202,squid,tuna,77,false,
S103,203,lamb,hare,37,false,
S103,204,skunk,hamster,53,false,
S103,205,caterpillar,butterfly,85,false,
S103,206,crow,lion,41,false,
S103,207,eel,barracuda,62,false,
S103,208,scorpion,snake,61,false,
S103,209,leopard,whale,35,false,
S103,210,ape,greatape,95,false,
S103,211,otter,monkey,10,false,
S103,212,hummingbird,dolphin,14,false,
S103,213,cicada,moth,77,false,
S103,214,aardvark,monkey,20,false,
S103,215,whale,bird,7,false,
S103,216,alligator,groundhog,15,false,
S103,217,ox,cheetah,38,false,
S103,218,mouse,warthog,52,false,
S103,219,stingray,eel,71,false,
S103,220,rodent,fruitfly,21,false,
S103,221,salmon,flounder,94,false,
S103,222,deer,rabbit,65,false,
S103,223,alpaca,penguin,12,false,
S103,224,cheetah,lemur,72,false,
S103,225,bunny,squid,3,false,
S103,226,rooster,ox,40,false,
S103,227,turtle,whale,55,false,
S103,228,chimpanzee,moth,1,false,
S103,229,tiger,giraffe,58,false,
S103,230,seakl,walrus,82,false,
S103,231,parakeet,hummingbird,98,false,
S103,232,orca,hammerheadshark,80,false,
S103,233,reindeer,pig,29,false,
S103,234,bluefootedbooby,rat,50,true,
S103,235,dove,pigeon,99,false,
S103,236,gazelle,leopard,72,false,
S103,237,cheetah,puma,99,false,
S103,238,jaguar,hippopotamus,54,false,
S103,239,hyena,iguana,26,false,
S103,240,squirrel,crab,14,false,
S103,241,mountainlion,snake,26,false,
S103,242,bunny,lion,36,false,
S103,243,hyena,fish,5,false,
S103,244,geese,alpaca,37,false,
S103,245,eel,alligator,45,false,
S103,246,gartersnake,brownrecluse,98,false,
S103,247,chiwawa,cat,68,false,
S103,248,elfowl,eagle,29,true,
S103,249,gerbil,lemur,41,false,
S103,250,raccoon,dog,61,false,
S103,251,dolphin,octopus,60,false,
S103,252,koala,ant,4,false,
S103,253,gerbil,beaver,17,false,
S103,254,salmon,gazelle,6,false,
S103,255,horse,mule,90,false,
S103,256,snake,wombat,8,false,
S103,257,jaguar,goat,57,false,
S103,258,rabbit,cockroach,4,false,
S103,259,sheep,fox,43,false,
S103,260,goldfish,blownfish,98,false,
S103,261,giraffe,komododragon,16,false,
S103,262,jay,hawk,85,false,
S103,263,frog,dolphin,28,false,
S103,264,scorpion,fox,6,false,
S103,265,cat,ca,96,true,
S103,266,lizard,alligator,95,false,
S103,267,meerkat,coyote,58,false,
S103,268,duck,dog,22,false,
S103,269,squid,catfish,67,false,
S103,270,jaguar,squirrel,55,false,
S103,271,cow,elk,78,false,
S103,272,moose,turkey,30,false,
S103,273,shark,elephant,29,false,
S103,274,komododragon,molerat,15,false,
S103,275,hyena,warthog,75,false,
S103,276,ox,yak,78,false,
S103,277,whale,squirrel,23,false,
S103,278,mouse,squid,11,false,
S103,279,lice,mite,96,false,
S103,280,dingo,leopard,30,false,
S103,281,starfish,coral,61,false,
S103,282,bug,inchworm,85,false,
S103,283,penguin,squirrel,32,false,
S103,284,ocelot,salmon,8,false,
S103,285,horse,cheetah,29,false,
S103,286,goat,cow,40,false,
S103,287,bunny,fruitfly,14,false,
S103,288,seaurchin,mantaray,58,false,
S103,289,sealion,cockerspaniel,26,false,
S103,290,giraffe,otter,41,false,
S103,291,fox,deer,56,false,
S103,292,walrus,poodle,34,false,
S103,293,seal,blubberwhale,81,false,
S103,294,seacucumber,flounder,73,false,
S103,295,alligator,bat,27,false,
S103,296,squid,tiger,11,false,
S103,297,meerkat,otter,63,false,
S103,298,penguin,fish,41,false,
S103,299,hamster,parakeet,32,false,
S103,300,gazelle,cheetah,45,false,
S103,301,chicken,anteater,36,false,
S103,302,fox,flamingo,20,false,
S103,303,otter,platypus,79,false,
S103,304,bat,canary,67,false,
S103,305,jackal,manatee,20,false,
S103,306,crab,cow,12,false,
S103,307,crocodile,eagle,13,false,
S103,308,antelope,fireant,29,false,
S103,309,sharpei,wolf,79,true,
S103,310,tuna,octopus,74,false,
S103,311,seagull,ba,19,true,
S103,312,trout,jellyfish,61,false,
S103,313,butterfly,cat,10,false,
S103,314,mouse,hyena,20,false,
S103,315,seaurchin,whale,56,false,
S103,316,crab,plankton,56,false,
S103,317,orangutan,hyena,72,false,
S103,318,frog,sealion,42,false,
S103,319,trout,seal,57,false,
S103,320,leopard,guineapig,38,false,
S103,321,yak,elephant,61,false,
S103,322,squid,bat,13,false,
S103,323,porcupine,aardvark,56,false,
