numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,triangle_limit,startGraph,prune_limit,other_limit,rcutoff,followtype,numedges,graph_seed,x_seed,truegraph,ll_tg,ll_tg_prior,ll_tg_irt,ll_tg_irt_prior,cost_windowgraph,time_windowgraph,bestgraph_windowgraph,hit_windowgraph,miss_windowgraph,fa_windowgraph,cr_windowgraph,ll_windowgraph
6,0.3,steyvers,4,50,0.7,0,stationary,12,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,173,119,119,:q_O?K?AA_?OOM?@@?oc?AAAo_WOJAA`gGOJ??oOOMABDoWOOIHDoo_]ACAaWg[\@@`O{CEJEP?gc\@@apcSaS`@OpA?AA@Oou[U`@?ge?CEeG_SQSa@Q`qGHIEbcO_SMOo_[]P_@@h_v@@@BPmGDDopWq?OKEg?GGEOrqQQM_Ro_XIIPKo@hlBBDhxhaKOJo@h`BDCo__SR,-1055.329645,,,,138,00:00.6,:q`?G_?B@@?wwICEBoOs?D??qwGI]CBo?geIMgP@sc\JEPWgW\DErasKQKIO@g}GFIPAkcs[gDAxqGNGoAHaAALpPXu?BEDW?U?ABHXxGiU``py@NA@ca\Cqb_@BYDLBDbSa]YRLRaxaKWOhggdJGFFBhx`,81,92,46,1006,-1175.882237
6,0.3,steyvers,4,50,0.7,0,stationary,12,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,171,120,120,:q_O?K?AA_?OOM?@@?ocI?AAO?kOMG`?ogeABA@pC?IJ___gm?GCo?_mADDbWge?Ga@pG}AADBWGSUS_aa`UCIIdg?O]R`@hheCLIOogceW_`?gkxCFeBcO|@EdQs?GIGCWGKGOIqa{?CDBO?OOaT_da{?I\ORqXaCEKo?_{e]cbaKkiUPHWOXGh`B@kCETMsr@o|IIdcv,-984.1319231,,,,102,00:00.5,:q_OoKSAA@poCUMG_@WGKPDDr_?_R?_`PlG?BBaWw}AK_`PXQAT`DW_}KLJrRLQFBGUBc[|LIdg_gaUMp?hACV`@OokzAACYp]?DMfsC{eW`@bKO]RNQPpEUUPHWOWYZQIWguEVMjWhKw]dDrYZ,94,77,25,1029,-1018.482364
6,0.3,steyvers,4,50,0.7,0,stationary,13,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,184,117,117,:q_O?K?AA_?OOM?@@?ocGED____UCCBoO_a?AA@_{?CFCo?GGN??__[GGFCP?gg\CAb`{KIE_?Og[SMa``OoYMaAw?CJNGO@PIKIEp`x[pCDbQkCIFFEg?[cVbA`{?OIDbg__[Q`?o_sb@Aa@qASMKfWxKmWdAxYQECOO?OKGQ___w_VDBGxhi?JNHGO[cRQQa@eGDLfDCOIQMO@?k[jaBqpf,-1135.262349,,,,130,00:00.7,:q`?WS?CB``GOMACApxCCL?@A@SCN??rGWSTDFoos[SOeqwOcVN_BgogYVfeIk?ADLO?xI?EBbw?[OIFQASGSLLRcCGy^ecq{gU]dcscL@JGCgGGOHDp`pcybecQXiE]QPpIQ[OJEZPkwga@RaA?GDbg`OmXW^,93,91,39,1002,-1257.690811
6,0.3,steyvers,4,50,0.7,0,stationary,13,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,176,118,118,:q_O?K?AA_?OOM?@@?ocKGD`?w?CD?@`?k?J?AAGWOIE_?Og_R@@``[KGDCo?OaOJEoP@ECCBBgWSQLFo?hQOPHPPW{f@@`Ps?CBIEG_SKK_`P_{nACb@{OIY`@OwcWW`@xGkzCEB`{GULGDh@CcUcfW?CYQLoP@ClDBAP`aEJFcrkKGVSO@xeMOHfBqIs_SO@}@Okaaq[KIYRz^,-1115.078034,,,,127,00:00.7,:q`?W_E@BA@WOMF@A@WGY?CCPg?CPKao_W]ULcCWOSXBCbP{_hPecwOS\?@?o`Q?EabG_o]R``OpiWY`@wh?bCFBqkGOUcCQPYGG_A@WscZPO?HCkZa`ah`Ac__pXKtCFBqyDP?FeWx?eUNGjQ@PNKfji@XJECwWSsfu~,93,83,44,1005,-1174.005542
6,0.3,steyvers,4,50,0.7,0,stationary,13,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,195,119,119,:q_O?K?AA_?OOM?@@?oc?ACAo__SLAB@w?WMG_?__SL@@?osCEE_`OwcV??`?wgVBBBGOKGFDAw_[OJa@p[[aQ_?OW[TA@`?sKV@ECAkSUNIDgOg[S_`@Ok\GEcAHMOOHoOgolILOOOSz?AdBKKSQ`CAPaCBAcAcK]\a@qAM?AA`s[CW\`Ba@Ct@@bb@iKKFeG_g_VPOo_k]`___geCCAhwWOUKOtBK?MIFETF,-1163.463896,,,,136,00:00.7,:q_OoCS?@@O?KMLD_?_cKLE_`wsKXBBa`[OMGdpp@EABDO_WOXBbbAkS]UiOPPAOHEcq{_fCAeXPiI\_A`pOrIFSgOSYOIO`xtDCAdGOSMHPvWGyAMLRGaHJBABsKCQaRIGhGkf_@@Wwm`iEYa`V,91,104,32,998,-1244.70404
6,0.3,steyvers,4,50,0.7,0,stationary,13,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,175,120,120,:q_O?K?AA_?OOM?@@?ocCCD_?ogY?AAOOOSP??`PC?AABo?GGVDB@wWSOI`@@CKKJEo_o[RAAAWGU?AFcg?CCKfo?GmADHoOP]ADHeGOOIG_``K?ABCagGOJ?AAP`UCS__`HCc^cA`o}ABACbsczNNgx?xDJa`qCCCCBEGG_S\acr@iIMMgdSc]QKewOOIZUoOOXRDMgdSGMOP~,-1125.998354,,,,123,00:00.6,:q_OoCGF?@`Gw?JD`o?{GLBbPP?iCG`apkGLACbGGGJFCCASGMKcBwGmIRJoOOon?KOog_^ECbW?cb@AO?_cjAGdGgocTNrgWOW]cfXxTFGFGiCSMIdcrS_UaPqaX_tIFcCQiQNHDbHmCCHetkCKh_`RiHTFGG~,92,83,40,1010,-1198.999507
6,0.3,steyvers,4,50,0.7,0,stationary,14,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,184,117,117,:q_O?K?AA_?OOM?@@?ocGED____UCCBoO_a?AA@_{?CFCo?GGN??__[GGFCP?gg\CAb`{KIE_?Og[SMa``OoYMaAw?CJNGO@PIKIEp`x[pCDbQkCIFFEg?[cVbA`{?OIDbg__[Q`?o_sb@Aa@qASMKfWxKmWdAxYQECOO?OKGQ___w_VDBGxhi?JNHGO[cRQQa@eGDLfDCOIQMO@?k[jaBqpf,-1225.516311,,,,128,00:00.8,:q`??KI?A@oocGF@A@W{aAE_?`?iAF_?XcKIIabwWYMIGPP_uVACax{?\EDBQ{{kWio?GSt?Bcg?WMN_A@OyOQ`A`hi[_`FR{seVdArskec`gHX?d@@A@GmKMKfS[saRLOrqQMHDHHp?kXlEraaGDMGG?_UMNpA`WmXW^,97,87,41,1000,-1351.045189
6,0.3,steyvers,4,50,0.7,0,stationary,14,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,172,118,118,:q_O?K?AA_?OOM?@@?oc?F@@OOOOJ@@?oc?H?@?o_eABA@PKKQJ_@O{aABCagOcUL_`QKCCN_?qSCEDCBG_q?BIO@GoYScbH`YEVKO`Go`A@`pGmEHEeG?CCOIp@Gs_TJoOO{fQJeG__w\OpOwyIECar[KQLaar[CGDCo`xLB\OgxGtLAMgtSDAbTQPh`LACbA@qYW_`@av,-1177.394848,,,,99,00:00.7,:q_OWGICB_?wGMDD``G?Q?BCoO_e?J_@O|?AHDQWOWYP`Bw?KdBAa@cOX?HDHHQsKJOq{S]ObaPXqQO`@A@UGT_?_w{fQIDrKOOJMgWwk\DBA@GkqZcbRXs{_aeskPCcfcsLtAbcbRIYybogtT`Kg`CC[spCEDdn,103,69,30,1023,-1245.729852
6,0.3,steyvers,4,50,0.7,0,stationary,14,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,168,119,119,:q_O?K?AA_?OOM?@@?ocKH?@@gGGJ??__c?CCCoOOa?ABO?cCECAaW?u?@AAW?GXBAaPsCEE_`QSKGKHoQkGECAa`c?ECDRAC?WP``PKKGW``PpQAGCaq@Y?BMFWWSg^`@PXyIZ`@p`\BCKfgGwc\Oo`GiIZPO?PECZMgCKOqc`fsAeWXQIg?O|AAaBsCc_`BakWMb,-1183.073713,,,,100,00:00.7,:q`?WKS?A@`GWQ?ABOg?IL@@AGOY?Ca@XGu?CCo`cw^@A`gKs[Rio__SMIaAiCg]P`aWXa[SKEw__UOJPRcKcSNo`XySZbbAyEGX_ba@uEHNpSSGGDDobi@B?AA``Sqc`fsAeqcTPAhWw``A@XyAQHiwOwjEBg~,100,68,32,1025,-1270.488972
6,0.3,steyvers,4,50,0.7,0,stationary,14,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,176,120,120,:q_O?K?AA_?OOM?@@?oc?AB___WY?@BO?OU?@AaG?[T@BAgOKSJ_?__aAEDO?GKMN_?_g]AA@aqKCCCAchWuCFDcWOOIQHp@HSlPHDXKCCDDO?XA?@BA@|Sl?Db@xiUKLOahYAEDCGG_Y`hdriAMIDbQkCCD_bAQHJAHDg?WMG`bqYTLAQhgQTL@@@QsggaQQRK[SJNoOpw~AQhn,-1219.132792,,,,120,00:00.7,:q`?G?E@A@`GKM?@_@WCAABBOpOmP??`wGI?FDOp[CCLFTOwkbC`AQhYcTcdwGGSQ_?ohA^Uab@xIVAIdbkOOIGDBcCEGFGYXuSLIgGgyAKPHWPGlA@bhxDLA@sbyLIeadhPGgcceWGk~EFFBp}CdRIn,91,85,35,1014,-1361.456043
6,0.3,steyvers,4,50,0.7,0,stationary,15,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,184,117,117,:q_O?K?AA_?OOM?@@?ocGED____UCCBoO_a?AA@_{?CFCo?GGN??__[GGFCP?gg\CAb`{KIE_?Og[SMa``OoYMaAw?CJNGO@PIKIEp`x[pCDbQkCIFFEg?[cVbA`{?OIDbg__[Q`?o_sb@Aa@qASMKfWxKmWdAxYQECOO?OKGQ___w_VDBGxhi?JNHGO[cRQQa@eGDLfDCOIQMO@?k[jaBqpf,-1309.322863,,,,124,00:00.9,:q`??KI?A@oocGF@A@W{aAE_?`CCN??rGWSTDFoos[SOab@kmCHDrqC?\EDBQ{{p@ADW?CIY_@qS?KFFcw?_SMcCgOgYYfGGPs~LHdxOmURQOsCk_Q__`?cVEFERiMYPLOrqQMHDHHp?kXlEraaGDMGG?_UMNpA`WmXW^,99,85,39,1002,-1439.077806
6,0.3,steyvers,4,50,0.7,0,stationary,15,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,190,118,118,:q_O?K?AA_?OOM?@@?oc?AB_?OWU?BAO?GGIGa@Oo[RA@`@C?CI_`OoeAA@`pGu?CBAGogYN____SPACOOOKRBABqSCCCGoOWSNFDCGwi?ADBGgWUSJP`HA?@@@Pgy?AAbPsCILGcyPQ?@@BbcCCLMP_wo_WdO?Gx@@@`?wsz?A`pIAOMHhgowe[OOOgczUaBqHIIVPHW?SkdabQXyGQMrqP}?BBA`hB,-1358.27314,,,,127,00:00.9,:q_OoK?AAb?H??ECaaGg]CBCOgGSL@@@pGuHEFBwc_^A``QSGH??_og]MO`aa{?CIEP_{OQY_?`gwaSIeGOSYMacQ[o]QIO?OyCIMPOoqX??bcCKGFLFgg\@MHhgogYPHqRiEt@FccCSmaSo@HYKLLFckKc\QrqP|VLGCQ`f,101,89,38,997,-1460.547655
6,0.3,steyvers,4,50,0.7,0,stationary,15,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,188,119,119,:q_O?K?AA_?OOM?@@?ocCH?@?okOL@@?o_Y?BApPSCCBAaw?GIF__o_WR@AA@K?EFCagGSQKFOOWg`A@`OxA?ADPOww_Q_aa@UEJHDgGGEDBO_WUAE_aBSKGHFOpOseX___geCD`?oh_rDCb@pEECA`gGc^BAAPsGMLGDWg[Y^_?OO[fFEcAiUMMGCck[[d___gdH@CgSae[OHHTKScd__ggc|A@c^,-1343.828648,,,,149,00:00.9,:q_OoCA?C_o_WUL@BO?SiAA@aw?CJE_p`GyAK__gO]?ADBGg[[R_aa@UUOHDggW^?DchCCOPLOOWcXBDBaXeYPLOBsSULKPP_w]W__o_WOHcbw__[NHoq@UEDEBR{?eSNQqi]MMGCckXJ@@AQq]Q`QRaCScdSRrImGNIUN,89,99,50,987,-1509.194431
6,0.3,steyvers,4,50,0.7,0,stationary,15,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,185,120,120,:q_O?K?AA_?OOM?@@?ocCH??`GWOIF_?O[?ABBO_g[R??aWg_RDEpPgy?@@@@C?CGGO?HAABFO?GGEO`?o_WN@IPPg}?HHdW?ON?@CAcOOP_?_WmEDBCa[KGFKPbk?AJIo?WcZJIeRs{n?BAas?UT_DG?ci[NO_WlNBB@qCkiXNGiPPGdRHwOOKTKoPGgWRJO?Wgi\SP?xOo`QoOOOqn`?pXpN,-1297.266221,,,,99,00:00.8,:q_OW_MECb_?GQQ?@`g?YIH`AWg_RDBBWgs\@@AG?GOO`OpsKOO`@GKs^?CdW?ONAGDH@Cp?@Aq{S[QHor@uK\_?QheECCbWxSrLFqaPWzJ_Dg?Gi[`AqiHN?@`wGk{ahDBaXNCBDWGofBDIGxOo`QjDkCCCKjwOkwfU^,111,74,25,1015,-1456.452376
6,0.3,steyvers,4,50,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,184,117,117,:q_O?K?AA_?OOM?@@?ocGED____UCCBoO_a?AA@_{?CFCo?GGN??__[GGFCP?gg\CAb`{KIE_?Og[SMa``OoYMaAw?CJNGO@PIKIEp`x[pCDbQkCIFFEg?[cVbA`{?OIDbg__[Q`?o_sb@Aa@qASMKfWxKmWdAxYQECOO?OKGQ___w_VDBGxhi?JNHGO[cRQQa@eGDLfDCOIQMO@?k[jaBqpf,-1396.100749,,,,126,00:00.9,:q`??KI?A@oocGF@A@W_]P@BO?OaAF_?XcKIIabwWYMIGPP_uiACaxxA?MbA`h]]W_`Ak?ADLO?xI?EBbq[?OIFQASGEIEehqAC\NrQX]SJdbQYQE_aAq@IAACAP[W[XMgxhCtBNHGwcSSQRa@emYLfDCOw__A@Wwg^aDAp[qo,100,84,42,999,-1530.297663
6,0.3,steyvers,4,50,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,183,118,118,:q_O?K?AA_?OOM?@@?oc?AB_?okGEC_?_WOJBA@WOOJDDO__UCBAa`[KIFDb@s?CHDbWWSSN_?Og}AADbW_[WNHPPxQCJ_?OWwfBBaQPUMHHDRC?AEbbAcGEDfdwWS]PaAP`IGNHDGgg]^``AxiCRJrr@cvAAcaX]GSOOBSGIHGER{OUMFdggkg^aGGOKP@B@pAICIEBSkGQONiGo[OPMOdF,-1407.047256,,,,114,00:00.9,:q`?W?CD?@O?GGF@@pWOKHBAOokQYC_?owmUKFO@GkZDDO?gWR@@ApkOSNHOQcOUL_b@s[dFCcaha?ABBA{SXAfdwPCo[dCGGOdIEBr{CHAHdyHaMRaDG?CKYccBH|BCDb@o{ke_dB{P@ACOOo`J@@@piUCHGIGWaAAS^,103,80,34,1008,-1543.120936
6,0.3,steyvers,4,50,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,178,119,119,:q_O?K?AA_?OOM?@@?oc?CBAo?OUAAA@g?GHA@`?gaADCO_gaAAAaW?CGE`@WOQ?AA@pkGJ@AaQKGGFDbP{?GH`BQKGEI``qK?GT_`PWoYQ_@@Go^BCcRKgVBAA`pE?R_`B@qACGGG@Sx?BBAKGIY``@py?ABcQcCCDLOOXKtCDFWGGIJOPS[?A]QrPyYECKexWtLAA@pyYECBFCib,-1409.350034,,,,114,00:01.0,:q`?G?CD@`?wkAGE_@GOKJDCO`CGR?BO__UH?EoaKOMPbapg}?HFRPxEEE``w?OjJECwwc]Y``aHSpIDp@OwaV_PBHgxCGDG@qKKGcbYICDEEgWwi]_`qHQAAAhgg_YRIecKgm\aaPXGw_agwGtJNGPbHmUe_?`yXXBA@cATP,103,75,39,1008,-1527.126303
6,0.3,steyvers,4,50,0.7,0,stationary,16,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,168,120,120,:q_O?K?AA_?OOM?@@?ocI?@@`W?CD@@?o_UACBo_c?EDaAwGGEC__owq?A@`O{OKG`@pGg^DBcGOSXCDbW_SdU`BaHY]S_aGO_[W_?_x?fBDBqXq?@AAHxe?BAaBSglBA@Psg]RMPQcGGFCcqc{~IMGw?CCCFPp_{ybdo_WU?JMO?_[Q_Tq`qTZA@`?ge[PIfd{CO],-1322.789624,,,,87,00:00.8,:q`??KI?@@o?S[AD_ogGQR?@qxC[X?@`pKOKG_@pGiIO`@PcOSJEp@LY[PHTGGaCGFEGP?fBDBrc?AGErqpe?BLPpPYECAbbkg][eDHHO|XNqaxpEc____WWMHpp`tFJgCbc?U[_@pI@VIFHTkKQJKGdkwa]_aBv,107,61,26,1031,-1387.281893
6,0.3,steyvers,4,50,0.7,0,stationary,17,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,184,117,117,:q_O?K?AA_?OOM?@@?ocGED____UCCBoO_a?AA@_{?CFCo?GGN??__[GGFCP?gg\CAb`{KIE_?Og[SMa``OoYMaAw?CJNGO@PIKIEp`x[pCDbQkCIFFEg?[cVbA`{?OIDbg__[Q`?o_sb@Aa@qASMKfWxKmWdAxYQECOO?OKGQ___w_VDBGxhi?JNHGO[cRQQa@eGDLfDCOIQMO@?k[jaBqpf,-1476.96246,,,,125,00:01.0,:q`??KI?A@oocGF@A@W_]P@BO?O_T@Bo?KqEDDO@g}EEbaaCSXJ`AP[{`?FP`OsnNKOO`U?@Aeg?SMQ_@_w}?GDBh@ICBDBRSC[_`FR{seVdArskYc`gG_k_Q__`?cVEFDrHtFLGegXK{c`@pHLHMGEZPkwgaFCC?OJFFw`OkVKkN,102,82,43,998,-1641.109364
6,0.3,steyvers,4,50,0.7,0,stationary,17,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,157,118,118,:q_O?K?AA_?OOM?@@?oc?F??_ok?AAAOPCCJ@CPPS?GEBo?w_Z@CO?GOPDDBGGOKGGOQKCKOHO?GW`@@APxAIK``WWy]OHDGGGFCAaApm?BAEGggX@CdgXa?L`?rHky_`ESAIQNGFH@XHCAfgYIANJPa`UAGDpRqYAc_a@xpTCAfd\?wc_`sSKGDG^,-1456.352829,,,,101,00:00.9,:q`??KO?@@o?WQFDaOOc?D?aago]?FEoPsGPDDOO_WOO_cAKCKIGCg?WYO__`G}IIEPwWyu@@?wWSR?AEB[CWLcdbSKKW_@@huCBKerk_u_PRrPqCGJPAp_w]`fSSC]UbDAhiORKegg[W]ROpIPKidbq`pTCAfcqm_[_`sSGEOK^,99,58,43,1025,-1561.889863
6,0.3,steyvers,4,50,0.7,0,stationary,17,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,170,119,119,:q_O?K?AA_?OOM?@@?oc?AA`?ogYEDBo?GMCBBpOo]ECBaGWSN@A@PSKMIFOowuEDBAWGIABBAW?wbBCBPs[YOacAKCCCCdGGKIECoowqECAb@{SYMJoBC?GLFORsKy]_`PxUAOHeR[KeX_`pXE[QHgSdOw]Qo__cz@@A@XqccQoBK_YTadBqi?AAIkieOJSUg?CQPKh~,-1427.371411,,,,99,00:01.0,:q`_?SCCB`?w?CD?@@WW]BAA`_{SKF``?waN?CbXOyZFGOOSE@GEbhxAYOGo__c[PIOOWSKN``pWqECAb@{weVLuHhqAWNOrhyAM_cAXcu^ccrK[UPISq``B[NHWGGGKMhgGWO[hHCk?D?CDWocg]RIg?HTdSq@Yas__@`HF,106,64,35,1020,-1557.555386
6,0.3,steyvers,4,50,0.7,0,stationary,17,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,174,120,120,:q_O?K?AA_?OOM?@@?oc?ACAo?GGEC_?O_YADBo_WOL@A`gs?GEDo?_WZ@@`@SCCBAOo_m?@A`gGOSJ_A`xE?A@`?{GGEIOOOWaRaA@XIIEHPOpaAABdwwiEGHDwGGEH`?o_}AAFo?okYM_``CgUKHEgO_SOGo__[REKQphLBGDpc{?AEQO?IiUg__o_iKGFDsSX\@BGds?AE,-1597.850625,,,,137,00:01.0,:q_OW_?AB``GGUCB_@Gg]U@CPg?YGL``GGGGIFo_WiWOaAg?{b??_wOOWMIPaHUERjpOpICCbagW_d@Ccw?GEMFpPxQ?DFCgowjIECbSGSO`@?wck]bExWsfGDcQPaIE_DRIPL?TRtCCEVSiww_[TJeX@pB@@?sQXQm_@aPlV,89,85,52,999,-1802.557878
6,0.3,steyvers,4,50,0.7,0,stationary,18,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,184,117,117,:q_O?K?AA_?OOM?@@?ocGED____UCCBoO_a?AA@_{?CFCo?GGN??__[GGFCP?gg\CAb`{KIE_?Og[SMa``OoYMaAw?CJNGO@PIKIEp`x[pCDbQkCIFFEg?[cVbA`{?OIDbg__[Q`?o_sb@Aa@qASMKfWxKmWdAxYQECOO?OKGQ___w_VDBGxhi?JNHGO[cRQQa@eGDLfDCOIQMO@?k[jaBqpf,-1571.716682,,,,120,00:01.0,:q`??KI?A@oocGF@A@W_]P@B@w?GP@Bo?K[XBAag?s^BBO?wg`DEQwOcVNGO@sWSLJrrCCGT_?Ohi?DBcg?WMN_A@OyOQ`?pOst@FGGPs~LHdxOmULQOsCOUOHOOO_QJbBaxcybecRSKe]QO_wcecfCBLgu[SPBaA?GDbb{OgUJeUF,105,79,41,1000,-1720.316665
6,0.3,steyvers,4,50,0.7,0,stationary,18,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,165,118,118,:q_O?K?AA_?OOM?@@?ocGECAo?[?AAAo@CGGDBOOga?D_?w_SV?CAwGUAAA`pkGGEecXGk^AAchGkh@@Aa@ECC``P?oZLGo?GSN?DdRK_UNIFH@OzJFdAsGSMKpOp?aZ`aBIAAOGdw__RPJgy@Cn?CBBcOOKEexhE?SQOa@\FKEeSAIOSMP?p]IGFFwY@X\Nidn,-1522.699699,,,,96,00:01.0,:q_OGGI?@@OOOQH@@o?KACCA`gga@?@p?k?PDBOO_]CEbA@kc^CHQpxQAADCA[GECHDWWqALFppTGiXdbq`YANIFXW{gU`A`_wrDGCQ`mEGKgGHCnGCfR{CebgDsk_WL_`@?oYWLhxhCe`_Bq`|Cc`BPx?mbeeSAI?GMGg_WmjcBbyEY_PJHhO}iU~,113,52,44,1016,-1617.471136
6,0.3,steyvers,4,50,0.7,0,stationary,18,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,188,119,119,:q_O?K?AA_?OOM?@@?ocCCCAo?OOJ??___YAAAAGOKIH_?__YAAAAgOOKJ_?owmADCBW?OUL`BGGKLCB@pO}?ACAWGGECAagOOKLGO__iGFFcwOOKLGO?OQCECO`XYCDDcgGGILGDgGWdAAcApyGGCoOXUMLLfHS?EJIO@WyEMPHWPWw\NGIaUCDDcQkGUQJEW_{|CDcC[KMVLFT[KUfiHTKCGDDGn,-1611.988164,,,,125,00:01.0,:q_OGCCCB___[CEDa@W?QBABAWOYCHdow?EGFEo`cKTCBAH?eAAA@PSGYOaBG_{fAABQD]OLHQqXYGILPOoskY_cgGGGDMfg__QO_dWws[ZMUCS?h?DbbPm?BDbckWk[MfcDPJ@Ab@hEKJHERcO]TKFh`@FFJeRPtVADhwxPIhaabylZ,106,82,43,994,-1722.035096
6,0.3,steyvers,4,50,0.7,0,stationary,18,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,182,120,120,:q_O?K?AA_?OOM?@@?oc?ABAo?GKJ?@?w?GIF`@?sGIGCo?GGP?@`Owq?GDbG?OX?@o?W_V?@bQKCECDOogg^?@a@s?UPHP?ow_QIpP@YCEHp?o[fJFDW_}?JEBb[?IFDp?g[OP_?PHyKFCAQ@UKRKoOg_eS_?RsGOMGfw?KOKKHZCWMO_?Pg}UPHO@AU?VLgWOSa\`ACimEEGDYPWnLFi^,-1554.002399,,,,83,00:00.9,:q_O?KE?B_?OOMED_?okGF?Ao__YCD_?OOa?BBBHw?GK`opCKZ@@p?ggV?FQqHIKMGCgg_lAHp_wgf?DbahYGNdb@s?IFJPOw_UPbaRs[OHIo_pKrAHdA{?A]_?`?yWQKFR|aKFGOOO}UPHXW?Wu``CRkk}dToq@SnQJDxg{wh,121,61,22,1021,-1636.057027
6,0.3,steyvers,4,50,0.7,0,stationary,19,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,184,117,117,:q_O?K?AA_?OOM?@@?ocGED____UCCBoO_a?AA@_{?CFCo?GGN??__[GGFCP?gg\CAb`{KIE_?Og[SMa``OoYMaAw?CJNGO@PIKIEp`x[pCDbQkCIFFEg?[cVbA`{?OIDbg__[Q`?o_sb@Aa@qASMKfWxKmWdAxYQECOO?OKGQ___w_VDBGxhi?JNHGO[cRQQa@eGDLfDCOIQMO@?k[jaBqpf,-1673.304043,,,,117,00:01.1,:q`??KI?A@oocGF@A@W_]P??`_{?CG_`w?EMK``PS?YN``g?[SOabHXICHDrqC?\EDBQH]]WaDW?CIY_@OxGn?B@p{?OIFQASGEIEegGx@AAFR{seVdAxWtHBOO_`IAACAP[W[VKfS[saY`crqQCFCcscw_XlEraaG[OO@?k[^aDAp[qo,108,76,41,1000,-1835.132201
6,0.3,steyvers,4,50,0.7,0,stationary,19,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,177,118,118,:q_O?K?AA_?OOM?@@?oc?CC`@g?GGEaO?[QECAo_W_UK_?O_aCF___ga?GFO?GOIO_APWod?A@Q[?ABAOOWOIL_aASGET``?hMER_?OWOpAAaASGGL_aA{?WRIO@@Gv?ECr{KiZ``RKOIROo?_X@CAcsc?ADIeRSo}e_`@GkgZ`a@Xu?KHgSc?ACAcsCC_QhpRaPXKHdByECCAbRF,-1711.059003,,,,123,00:01.1,:q`?WSCCBb??SGLDaO?[ORBAO_Wq?@CO_waCDCO@?yAOcbASOf@@ooguOPHCw?KGD``Q\M?FCbbC?CDCDw_uAGEdzK?OQLEwGo~TKOrIIEEEFW?OKJOPQYQ?DHCqhe?BIER{CGJIQqpqITKfsKCGDOSAP]i_RIw_SwcUSq`|AgTjGgoo\,101,76,47,1001,-1918.621007
6,0.3,steyvers,4,50,0.7,0,stationary,19,stationary,gamma,0.9,0.909090909,20,records/,100,windowgraph,100,100,20,avg,160,119,119,:q_O?K?AA_?OOM?@@?ocGEC_?OOQ?@Bo?W]OH__okCCDBoosGECBO__q?@@oOXAABAOqCGECBBh?i?AGcw_}GDHO_cCIJaAr@iEY___sCCCCoqHYCEEoY@ECCCdB{W\@BfSCGGc`@`pt@AEPPWopAAASkkt@GCQqI?ADbAAqGSPhgGK[UKhwWO[n`@BI~,-1659.978793,,,,102,00:00.9,:q_P?GMHBAO?GGH??`w{_R@AoOOULA@`G_SX?EoOXAABEpXs[T?@CwcSdAFPp[koYgegGYGHHdApeEPbBXWqEOGqQ`c{^bBgGSM_aBCYQCUMgCsoo_dbBAACCChZPkx??cAHtD?DgdcKGQIGssGGMGdbI]YWMhDkGGXV~,98,62,40,1025,-1756.864136
