subj,node1,node2,uinvite,rw,windowvalid,uinvite_prior
S101,turtle,gorilla,1,1,0,1
S101,turtle,rat,1,1,0,1
S101,turtle,wolf,1,1,0,1
S101,wasp,ant,1,1,0,1
S101,wasp,hornet,1,1,0,1
S101,whale,human,1,1,0,1
S101,whale,penguin,1,1,0,1
S101,zebra,gazelle,1,1,0,1
S101,zebra,leopard,1,1,0,1
S101,zebra,panda,1,1,0,1
S101,cheetah,gazelle,1,1,1,0
S101,chimpanzee,human,1,1,1,0
S101,turtle,lion,1,1,1,0
S101,alligator,bee,1,1,1,1
S101,alligator,elephant,1,1,1,1
S101,alligator,hippopotamus,1,1,1,1
S101,alligator,panda,1,1,1,1
S101,alligator,platypus,1,1,1,1
S101,alligator,scorpion,1,1,1,1
S101,alligator,seal,1,1,1,1
S101,ant,hare,1,1,1,1
S101,ant,mouse,1,1,1,1
S101,ant,prayingmantis,1,1,1,1
S101,ant,whale,1,1,1,1
S101,anteater,ant,1,1,1,1
S101,anteater,owl,1,1,1,1
S101,anteater,polarbear,1,1,1,1
S101,antelope,gazelle,1,1,1,1
S101,antelope,grizzlybear,1,1,1,1
S101,antelope,hyena,1,1,1,1
S101,ape,chimpanzee,1,1,1,1
S101,ape,gorilla,1,1,1,1
S101,ape,human,1,1,1,1
S101,ape,monkey,1,1,1,1
S101,ape,seal,1,1,1,1
S101,argali,leopard,1,1,1,1
S101,armadillo,anteater,1,1,1,1
S101,armadillo,mouse,1,1,1,1
S101,badger,lemur,1,1,1,1
S101,badger,wolverine,1,1,1,1
S101,baldeagle,buffalo,1,1,1,1
S101,basilisk,civet,1,1,1,1
S101,bat,fox,1,1,1,1
S101,bat,lion,1,1,1,1
S101,bat,mongoose,1,1,1,1
S101,bat,squirrel,1,1,1,1
S101,bat,tiger,1,1,1,1
S101,beagle,wolfhound,1,1,1,1
S101,bear,cow,1,1,1,1
S101,bear,fox,1,1,1,1
S101,bear,lion,1,1,1,1
S101,bear,panther,1,1,1,1
S101,bear,seal,1,1,1,1
S101,bear,tiger,1,1,1,1
S101,bear,wolf,1,1,1,1
S101,beaver,otter,1,1,1,1
S101,bee,bat,1,1,1,1
S101,bee,hornet,1,1,1,1
S101,bee,moth,1,1,1,1
S101,bee,scorpion,1,1,1,1
S101,beetle,ant,1,1,1,1
S101,beetle,gopher,1,1,1,1
S101,beetle,grasshopper,1,1,1,1
S101,beetle,grizzlybear,1,1,1,1
S101,beetle,sugarglider,1,1,1,1
S101,bird,octopus,1,1,1,1
S101,bird,owl,1,1,1,1
S101,bird,squid,1,1,1,1
S101,bird,squirrel,1,1,1,1
S101,bison,greatwhiteshark,1,1,1,1
S101,bison,squirrel,1,1,1,1
S101,blackbear,polarbear,1,1,1,1
S101,blackbear,tiger,1,1,1,1
S101,blackheadedgull,sugarglider,1,1,1,1
S101,blowfish,stingray,1,1,1,1
S101,bluebird,robin,1,1,1,1
S101,bluejacket,mockingbird,1,1,1,1
S101,bluejacket,sparrow,1,1,1,1
S101,bluejay,hamster,1,1,1,1
S101,bluejay,marmot,1,1,1,1
S101,bluejay,robin,1,1,1,1
S101,bluewhale,greatwhiteshark,1,1,1,1
S101,boar,human,1,1,1,1
S101,boar,panther,1,1,1,1
S101,boar,pig,1,1,1,1
S101,bobcat,boxturtle,1,1,1,1
S101,bobcat,jaguar,1,1,1,1
S101,bobcat,wolf,1,1,1,1
S101,brownbear,blackbear,1,1,1,1
S101,brownbear,grizzlybear,1,1,1,1
S101,brownbear,polarbear,1,1,1,1
S101,bull,abex,1,1,1,1
S101,bull,ox,1,1,1,1
S101,bulldog,tiger,1,1,1,1
S101,bumblebee,bunny,1,1,1,1
S101,bunny,elk,1,1,1,1
S101,bunny,hare,1,1,1,1
S101,butterfly,grizzlybear,1,1,1,1
S101,buzzard,deer,1,1,1,1
S101,buzzard,owl,1,1,1,1
S101,camel,ox,1,1,1,1
S101,canary,chipmunk,1,1,1,1
S101,capybara,alpaca,1,1,1,1
S101,cat,bear,1,1,1,1
S101,cat,bird,1,1,1,1
S101,cat,cheetah,1,1,1,1
S101,cat,deer,1,1,1,1
S101,cat,dog,1,1,1,1
S101,cat,donkey,1,1,1,1
S101,cat,fish,1,1,1,1
S101,cat,germanshepherd,1,1,1,1
S101,cat,guineapig,1,1,1,1
S101,cat,hamster,1,1,1,1
S101,cat,horse,1,1,1,1
S101,cat,human,1,1,1,1
S101,cat,monkey,1,1,1,1
S101,cat,ostrich,1,1,1,1
S101,cat,parakeet,1,1,1,1
S101,cat,parrot,1,1,1,1
S101,cat,python,1,1,1,1
S101,cat,scorpion,1,1,1,1
S101,catamount,puma,1,1,1,1
S101,catfish,penguin,1,1,1,1
S101,chameleon,alligator,1,1,1,1
S101,chameleon,chinchilla,1,1,1,1
S101,chameleon,hedgehog,1,1,1,1
S101,chameleon,iguana,1,1,1,1
S101,chameleon,sparrow,1,1,1,1
S101,cheetah,antelope,1,1,1,1
S101,cheetah,horse,1,1,1,1
S101,cheetah,jaguar,1,1,1,1
S101,cheetah,leopard,1,1,1,1
S101,cheetah,lion,1,1,1,1
S101,cheetah,panther,1,1,1,1
S101,cheetah,puma,1,1,1,1
S101,cheetah,tiger,1,1,1,1
S101,chicken,buffalo,1,1,1,1
S101,chicken,bull,1,1,1,1
S101,chicken,cow,1,1,1,1
S101,chicken,octopus,1,1,1,1
S101,chicken,pig,1,1,1,1
S101,chicken,rooster,1,1,1,1
S101,chicken,turkey,1,1,1,1
S101,chimpanzee,cougar,1,1,1,1
S101,chimpanzee,gerbil,1,1,1,1
S101,chimpanzee,gorilla,1,1,1,1
S101,chimpanzee,monkey,1,1,1,1
S101,chimpanzee,orangutan,1,1,1,1
S101,chimpanzee,slowloris,1,1,1,1
S101,chimpanzee,weasel,1,1,1,1
S101,chinchilla,mouse,1,1,1,1
S101,chinchilla,ram,1,1,1,1
S101,chinchilla,snake,1,1,1,1
S101,chipmunk,gorilla,1,1,1,1
S101,chipmunk,otter,1,1,1,1
S101,chipmunk,squirrel,1,1,1,1
S101,clownfish,octopus,1,1,1,1
S101,clownfish,stingray,1,1,1,1
S101,cobra,flamingo,1,1,1,1
S101,cobra,leopard,1,1,1,1
S101,cockroach,mouse,1,1,1,1
S101,cockroach,panther,1,1,1,1
S101,cod,ba,1,1,1,1
S101,cougar,polarbear,1,1,1,1
S101,cougar,tiger,1,1,1,1
S101,cow,bull,1,1,1,1
S101,cow,bunny,1,1,1,1
S101,cow,manatee,1,1,1,1
S101,cow,pig,1,1,1,1
S101,cow,racoon,1,1,1,1
S101,cow,wolf,1,1,1,1
S101,coyote,hawk,1,1,1,1
S101,coyotee,lemur,1,1,1,1
S101,coyotee,wolf,1,1,1,1
S101,crab,grasshopper,1,1,1,1
S101,crab,lobster,1,1,1,1
S101,crab,octopus,1,1,1,1
S101,crab,starfish,1,1,1,1
S101,cranefly,crane,1,1,1,1
S101,crocodile,alligator,1,1,1,1
S101,crocodile,anaconda,1,1,1,1
S101,crocodile,bee,1,1,1,1
S101,crocodile,camel,1,1,1,1
S101,crocodile,chameleon,1,1,1,1
S101,crocodile,grizzlybear,1,1,1,1
S101,crocodile,platypus,1,1,1,1
S101,crocodile,shark,1,1,1,1
S101,crocodile,tadpole,1,1,1,1
S101,crocodile,turtle,1,1,1,1
S101,crocodile,wolf,1,1,1,1
S101,crow,bluebird,1,1,1,1
S101,crow,cranefly,1,1,1,1
S101,crow,raven,1,1,1,1
S101,crow,sparrow,1,1,1,1
S101,dingo,camel,1,1,1,1
S101,dingo,kangaroo,1,1,1,1
S101,dingo,leopard,1,1,1,1
S101,dingo,panda,1,1,1,1
S101,dingo,wallaby,1,1,1,1
S101,dinosaur,raptor,1,1,1,1
S101,dog,bat,1,1,1,1
S101,dog,bear,1,1,1,1
S101,dog,bird,1,1,1,1
S101,dog,chicken,1,1,1,1
S101,dog,cow,1,1,1,1
S101,dog,falcon,1,1,1,1
S101,dog,lion,1,1,1,1
S101,dog,mouse,1,1,1,1
S101,dog,raccoon,1,1,1,1
S101,dog,sloth,1,1,1,1
S101,dog,wolf,1,1,1,1
S101,dolphin,bear,1,1,1,1
S101,dolphin,bluewhale,1,1,1,1
S101,dolphin,cow,1,1,1,1
S101,dolphin,eagle,1,1,1,1
S101,dolphin,fox,1,1,1,1
S101,dolphin,greatwhiteshark,1,1,1,1
S101,dolphin,hyena,1,1,1,1
S101,dolphin,orca,1,1,1,1
S101,dolphin,trout,1,1,1,1
S101,dolphin,walrus,1,1,1,1
S101,dolphin,whale,1,1,1,1
S101,donkey,camel,1,1,1,1
S101,donkey,cow,1,1,1,1
S101,donkey,emu,1,1,1,1
S101,donkey,gopher,1,1,1,1
S101,donkey,leopard,1,1,1,1
S101,donkey,mule,1,1,1,1
S101,donkey,panda,1,1,1,1
S101,dove,gorilla,1,1,1,1
S101,dove,swallow,1,1,1,1
S101,duck,chicken,1,1,1,1
S101,duck,flamingo,1,1,1,1
S101,duck,goose,1,1,1,1
S101,duck,horse,1,1,1,1
S101,duck,penguin,1,1,1,1
S101,duck,sunconure,1,1,1,1
S101,duck,walrus,1,1,1,1
S101,eagle,bird,1,1,1,1
S101,eagle,bluejay,1,1,1,1
S101,eagle,falcon,1,1,1,1
S101,eagle,iguana,1,1,1,1
S101,eagle,mouse,1,1,1,1
S101,eagle,owl,1,1,1,1
S101,eagle,sparrow,1,1,1,1
S101,eagle,vulture,1,1,1,1
S101,echidna,fox,1,1,1,1
S101,echidna,hedgehog,1,1,1,1
S101,echidna,koala,1,1,1,1
S101,elephant,ant,1,1,1,1
S101,elephant,bluewhale,1,1,1,1
S101,elephant,bumblebee,1,1,1,1
S101,elephant,dingo,1,1,1,1
S101,elephant,giraffe,1,1,1,1
S101,elephant,greatwhiteshark,1,1,1,1
S101,elephant,hippopotamus,1,1,1,1
S101,elephant,horse,1,1,1,1
S101,elephant,lemur,1,1,1,1
S101,elephant,lion,1,1,1,1
S101,elephant,penguin,1,1,1,1
S101,elephant,slowloris,1,1,1,1
S101,elephant,swallow,1,1,1,1
S101,elephant,tiger,1,1,1,1
S101,elephant,zebra,1,1,1,1
S101,elk,deer,1,1,1,1
S101,emu,gorilla,1,1,1,1
S101,ermine,deer,1,1,1,1
S101,falcon,baldeagle,1,1,1,1
S101,ferret,gerbil,1,1,1,1
S101,ferret,hamster,1,1,1,1
S101,ferret,mouse,1,1,1,1
S101,ferret,pig,1,1,1,1
S101,ferret,raccoon,1,1,1,1
S101,ferret,weasel,1,1,1,1
S101,fish,buffalo,1,1,1,1
S101,fish,dog,1,1,1,1
S101,fish,mole,1,1,1,1
S101,fish,spider,1,1,1,1
S101,flamingo,wolf,1,1,1,1
S101,fly,ant,1,1,1,1
S101,fly,beetle,1,1,1,1
S101,fly,cranefly,1,1,1,1
S101,fly,moth,1,1,1,1
S101,flyingsquirel,piranha,1,1,1,1
S101,fox,wolf,1,1,1,1
S101,fox,wolfhound,1,1,1,1
S101,frog,ferret,1,1,1,1
S101,frog,fox,1,1,1,1
S101,frog,gecko,1,1,1,1
S101,frog,grasshopper,1,1,1,1
S101,frog,penguin,1,1,1,1
S101,frog,porpoise,1,1,1,1
S101,frog,rattlesnake,1,1,1,1
S101,frog,salmon,1,1,1,1
S101,frog,tadpole,1,1,1,1
S101,frog,toad,1,1,1,1
S101,gazelle,buffalo,1,1,1,1
S101,gazelle,elk,1,1,1,1
S101,gazelle,koala,1,1,1,1
S101,gazelle,panda,1,1,1,1
S101,gilamonster,chicken,1,1,1,1
S101,gilamonster,impala,1,1,1,1
S101,giraffe,camel,1,1,1,1
S101,giraffe,dog,1,1,1,1
S101,giraffe,gazelle,1,1,1,1
S101,giraffe,gerbil,1,1,1,1
S101,giraffe,leopard,1,1,1,1
S101,giraffe,lion,1,1,1,1
S101,giraffe,owl,1,1,1,1
S101,giraffe,tortoise,1,1,1,1
S101,giraffe,zebra,1,1,1,1
S101,goat,abex,1,1,1,1
S101,goat,bull,1,1,1,1
S101,goat,donkey,1,1,1,1
S101,goat,gerbil,1,1,1,1
S101,goat,muskok,1,1,1,1
S101,goat,pig,1,1,1,1
S101,goat,porpoise,1,1,1,1
S101,goat,rat,1,1,1,1
S101,goat,sheep,1,1,1,1
S101,goldeneagle,baldeagle,1,1,1,1
S101,goose,bear,1,1,1,1
S101,goose,bunny,1,1,1,1
S101,goose,chicken,1,1,1,1
S101,gopher,mole,1,1,1,1
S101,gopher,pig,1,1,1,1
S101,gopher,squirrel,1,1,1,1
S101,grasshopper,cricket,1,1,1,1
S101,greatwhiteshark,hammerheadshark,1,1,1,1
S101,grizzlybear,mongoose,1,1,1,1
S101,grizzlybear,moose,1,1,1,1
S101,grizzlybear,polarbear,1,1,1,1
S101,groundhog,raccoon,1,1,1,1
S101,groundhog,squirrel,1,1,1,1
S101,guineapig,hamster,1,1,1,1
S101,guineapig,iguana,1,1,1,1
S101,guineapig,mouse,1,1,1,1
S101,hamster,alpaca,1,1,1,1
S101,hamster,gerbil,1,1,1,1
S101,hawk,bear,1,1,1,1
S101,hawk,eagle,1,1,1,1
S101,hawk,falcon,1,1,1,1
S101,hawk,goose,1,1,1,1
S101,hawk,meerkat,1,1,1,1
S101,hawk,moose,1,1,1,1
S101,hawk,penguin,1,1,1,1
S101,hawk,sparrow,1,1,1,1
S101,hawk,tick,1,1,1,1
S101,hawk,tiger,1,1,1,1
S101,hawk,walrus,1,1,1,1
S101,hedgehog,groundhog,1,1,1,1
S101,hedgehog,meerkat,1,1,1,1
S101,hedgehog,squirrel,1,1,1,1
S101,hippopotamus,monkey,1,1,1,1
S101,hippopotamus,skunk,1,1,1,1
S101,horse,bat,1,1,1,1
S101,horse,camel,1,1,1,1
S101,horse,cow,1,1,1,1
S101,horse,deer,1,1,1,1
S101,horse,donkey,1,1,1,1
S101,horse,dungbeetle,1,1,1,1
S101,horse,monkey,1,1,1,1
S101,horse,panther,1,1,1,1
S101,horse,pig,1,1,1,1
S101,horse,seacow,1,1,1,1
S101,human,marmoset,1,1,1,1
S101,humpbackwhale,orca,1,1,1,1
S101,humunukuapua,persian,1,1,1,1
S101,humunukuapua,pufferfish,1,1,1,1
S101,hyena,buffalo,1,1,1,1
S101,hyena,deer,1,1,1,1
S101,hyena,lion,1,1,1,1
S101,hyena,wolf,1,1,1,1
S101,iguana,gecko,1,1,1,1
S101,jaguar,capybara,1,1,1,1
S101,jaguar,leopard,1,1,1,1
S101,jaguar,tiger,1,1,1,1
S101,jellyfish,lobster,1,1,1,1
S101,jellyfish,octopus,1,1,1,1
S101,jellyfish,stingray,1,1,1,1
S101,kangaroo,owl,1,1,1,1
S101,kangaroo,wallaby,1,1,1,1
S101,killerwhale,greatwhiteshark,1,1,1,1
S101,killerwhale,marmot,1,1,1,1
S101,koala,kangaroo,1,1,1,1
S101,koala,orca,1,1,1,1
S101,koala,panda,1,1,1,1
S101,koala,wallaby,1,1,1,1
S101,koalabear,hamster,1,1,1,1
S101,lamb,cow,1,1,1,1
S101,lamb,ox,1,1,1,1
S101,lemur,boar,1,1,1,1
S101,lemur,ferret,1,1,1,1
S101,lemur,fox,1,1,1,1
S101,lemur,gorilla,1,1,1,1
S101,lemur,orangutan,1,1,1,1
S101,lemur,otter,1,1,1,1
S101,lemur,panda,1,1,1,1
S101,lemur,squirrel,1,1,1,1
S101,leopard,ocelot,1,1,1,1
S101,leopard,panther,1,1,1,1
S101,leopard,racoon,1,1,1,1
S101,lion,leopard,1,1,1,1
S101,lion,pig,1,1,1,1
S101,lion,polarbear,1,1,1,1
S101,lion,tiger,1,1,1,1
S101,llama,alpaca,1,1,1,1
S101,llama,ant,1,1,1,1
S101,llama,bear,1,1,1,1
S101,llama,dolphin,1,1,1,1
S101,llama,giraffe,1,1,1,1
S101,llama,redpanda,1,1,1,1
S101,llama,woolymammoth,1,1,1,1
S101,lobster,trout,1,1,1,1
S101,mammoth,sloth,1,1,1,1
S101,mink,clownfish,1,1,1,1
S101,mink,ermine,1,1,1,1
S101,mink,ferret,1,1,1,1
S101,mink,jaguar,1,1,1,1
S101,mink,lynx,1,1,1,1
S101,mink,raven,1,1,1,1
S101,mink,weasel,1,1,1,1
S101,mink,wolf,1,1,1,1
S101,monkey,civet,1,1,1,1
S101,monkey,gorilla,1,1,1,1
S101,monkey,orangutan,1,1,1,1
S101,monkey,panda,1,1,1,1
S101,moose,caribou,1,1,1,1
S101,moose,deer,1,1,1,1
S101,moose,elk,1,1,1,1
S101,mountainlion,jaguar,1,1,1,1
S101,mouse,capybara,1,1,1,1
S101,mouse,crane,1,1,1,1
S101,mouse,gerbil,1,1,1,1
S101,mouse,slowloris,1,1,1,1
S101,mouse,whale,1,1,1,1
S101,muskdeer,newt,1,1,1,1
S101,muskdeer,okapi,1,1,1,1
S101,narwhal,bluewhale,1,1,1,1
S101,narwhal,manatee,1,1,1,1
S101,narwhal,seal,1,1,1,1
S101,narwhal,whale,1,1,1,1
S101,newt,polarbear,1,1,1,1
S101,ocelot,octopus,1,1,1,1
S101,ocelot,wolf,1,1,1,1
S101,okapi,muskok,1,1,1,1
S101,opossum,baldeagle,1,1,1,1
S101,opossum,cougar,1,1,1,1
S101,opossum,lizard,1,1,1,1
S101,opossum,raccoon,1,1,1,1
S101,opossum,racoon,1,1,1,1
S101,opossum,skunk,1,1,1,1
S101,opossum,squirrel,1,1,1,1
S101,orangutan,deer,1,1,1,1
S101,orangutan,gorilla,1,1,1,1
S101,orca,manatee,1,1,1,1
S101,orca,seal,1,1,1,1
S101,oryx,antelope,1,1,1,1
S101,ostrich,bluebird,1,1,1,1
S101,ostrich,emu,1,1,1,1
S101,ostrich,flamingo,1,1,1,1
S101,ostrich,parakeet,1,1,1,1
S101,ostrich,robin,1,1,1,1
S101,ostrich,whale,1,1,1,1
S101,otter,baldeagle,1,1,1,1
S101,otter,eel,1,1,1,1
S101,otter,ermine,1,1,1,1
S101,otter,pig,1,1,1,1
S101,otter,seal,1,1,1,1
S101,otter,tiger,1,1,1,1
S101,panda,bat,1,1,1,1
S101,panda,chicken,1,1,1,1
S101,panda,ferret,1,1,1,1
S101,panda,kangaroo,1,1,1,1
S101,panda,polarbear,1,1,1,1
S101,panda,slowloris,1,1,1,1
S101,pandabear,koalabear,1,1,1,1
S101,panther,walrus,1,1,1,1
S101,parrot,anaconda,1,1,1,1
S101,parrot,buffalo,1,1,1,1
S101,parrot,deer,1,1,1,1
S101,parrot,eagle,1,1,1,1
S101,parrot,elk,1,1,1,1
S101,parrot,hamster,1,1,1,1
S101,parrot,hyena,1,1,1,1
S101,parrot,jaguar,1,1,1,1
S101,parrot,lovebird,1,1,1,1
S101,parrot,penguin,1,1,1,1
S101,parrot,sheep,1,1,1,1
S101,peacock,pig,1,1,1,1
S101,peacock,zebra,1,1,1,1
S101,pelican,flamingo,1,1,1,1
S101,pelican,goldfish,1,1,1,1
S101,pelican,stingray,1,1,1,1
S101,pelican,stork,1,1,1,1
S101,pelican,tuna,1,1,1,1
S101,penguin,pig,1,1,1,1
S101,persian,bluerussian,1,1,1,1
S101,pheasant,quail,1,1,1,1
S101,pheasant,rhinoceros,1,1,1,1
S101,pigeon,guineapig,1,1,1,1
S101,pigeon,parakeet,1,1,1,1
S101,pigeon,penguin,1,1,1,1
S101,piranha,goldfish,1,1,1,1
S101,piranha,mantis,1,1,1,1
S101,platypus,deer,1,1,1,1
S101,platypus,dingo,1,1,1,1
S101,platypus,python,1,1,1,1
S101,platypus,wallaby,1,1,1,1
S101,polarbear,alpaca,1,1,1,1
S101,polarbear,capybara,1,1,1,1
S101,polarbear,flamingo,1,1,1,1
S101,polarbear,fox,1,1,1,1
S101,polarbear,koalabear,1,1,1,1
S101,polarbear,penguin,1,1,1,1
S101,polarbear,warthog,1,1,1,1
S101,pony,badger,1,1,1,1
S101,pony,rat,1,1,1,1
S101,poodle,bluerussian,1,1,1,1
S101,poodle,terrier,1,1,1,1
S101,porcupine,buffalo,1,1,1,1
S101,porcupine,hare,1,1,1,1
S101,porpoise,waterbuffalo,1,1,1,1
S101,possum,chipmunk,1,1,1,1
S101,possum,cow,1,1,1,1
S101,possum,dog,1,1,1,1
S101,possum,raccoon,1,1,1,1
S101,possum,skunk,1,1,1,1
S101,prairiedog,mole,1,1,1,1
S101,puma,caribou,1,1,1,1
S101,puma,gorilla,1,1,1,1
S101,python,anaconda,1,1,1,1
S101,python,koalabear,1,1,1,1
S101,python,pig,1,1,1,1
S101,rabbit,capybara,1,1,1,1
S101,rabbit,cheetah,1,1,1,1
S101,rabbit,dog,1,1,1,1
S101,rabbit,ferret,1,1,1,1
S101,rabbit,gerbil,1,1,1,1
S101,rabbit,hamster,1,1,1,1
S101,rabbit,hedgehog,1,1,1,1
S101,rabbit,kangaroo,1,1,1,1
S101,rabbit,porcupine,1,1,1,1
S101,rabbit,rooster,1,1,1,1
S101,rabbit,sheep,1,1,1,1
S101,rabbit,turtle,1,1,1,1
S101,raccoon,deer,1,1,1,1
S101,ram,lynx,1,1,1,1
S101,raptor,deer,1,1,1,1
S101,rat,bear,1,1,1,1
S101,rat,dog,1,1,1,1
S101,rat,emu,1,1,1,1
S101,rat,gerbil,1,1,1,1
S101,rat,gorilla,1,1,1,1
S101,rat,guineapig,1,1,1,1
S101,rat,hamster,1,1,1,1
S101,rat,iguana,1,1,1,1
S101,rat,kangaroo,1,1,1,1
S101,rat,koala,1,1,1,1
S101,rat,mouse,1,1,1,1
S101,rat,pig,1,1,1,1
S101,rat,squirrel,1,1,1,1
S101,rat,swallow,1,1,1,1
S101,rat,whale,1,1,1,1
S101,raven,octopus,1,1,1,1
S101,raven,penguin,1,1,1,1
S101,redpanda,lion,1,1,1,1
S101,redpanda,panda,1,1,1,1
S101,rhinoceros,antelope,1,1,1,1
S101,rhinoceros,carp,1,1,1,1
S101,rhinoceros,cheetah,1,1,1,1
S101,rhinoceros,elephant,1,1,1,1
S101,rhinoceros,hippopotamus,1,1,1,1
S101,rhinoceros,lion,1,1,1,1
S101,rhinoceros,meerkat,1,1,1,1
S101,rhinoceros,panther,1,1,1,1
S101,robin,flamingo,1,1,1,1
S101,robin,pufferfish,1,1,1,1
S101,rooster,whale,1,1,1,1
S101,salamander,bunny,1,1,1,1
S101,salamander,capybara,1,1,1,1
S101,salamander,cod,1,1,1,1
S101,salmon,falcon,1,1,1,1
S101,salmon,grouper,1,1,1,1
S101,salmon,hammerheadshark,1,1,1,1
S101,salmon,trout,1,1,1,1
S101,scorpion,lobster,1,1,1,1
S101,seacow,cow,1,1,1,1
S101,seagull,blackheadedgull,1,1,1,1
S101,seagull,parrot,1,1,1,1
S101,seagull,penguin,1,1,1,1
S101,seagull,seal,1,1,1,1
S101,seagull,sealion,1,1,1,1
S101,seal,manatee,1,1,1,1
S101,seal,mantis,1,1,1,1
S101,seal,penguin,1,1,1,1
S101,seal,walrus,1,1,1,1
S101,sealion,seal,1,1,1,1
S101,seaturtle,salmon,1,1,1,1
S101,shark,camel,1,1,1,1
S101,shark,carp,1,1,1,1
S101,shark,dolphin,1,1,1,1
S101,shark,fish,1,1,1,1
S101,shark,goldfish,1,1,1,1
S101,shark,grouper,1,1,1,1
S101,shark,hare,1,1,1,1
S101,shark,monkey,1,1,1,1
S101,shark,panda,1,1,1,1
S101,shark,pig,1,1,1,1
S101,shark,snail,1,1,1,1
S101,shark,stingray,1,1,1,1
S101,shark,tuna,1,1,1,1
S101,shark,whale,1,1,1,1
S101,sheep,bison,1,1,1,1
S101,sheep,bull,1,1,1,1
S101,sheep,cow,1,1,1,1
S101,sheep,deer,1,1,1,1
S101,sheep,donkey,1,1,1,1
S101,sheep,horse,1,1,1,1
S101,sheep,moose,1,1,1,1
S101,sheep,pig,1,1,1,1
S101,sheep,ram,1,1,1,1
S101,sheep,robin,1,1,1,1
S101,sheep,wolf,1,1,1,1
S101,shrew,mouse,1,1,1,1
S101,shrimp,octopus,1,1,1,1
S101,skate,greatwhiteshark,1,1,1,1
S101,skate,rattlesnake,1,1,1,1
S101,skunk,bat,1,1,1,1
S101,skunk,bird,1,1,1,1
S101,skunk,emu,1,1,1,1
S101,skunk,kangaroo,1,1,1,1
S101,sloth,gorilla,1,1,1,1
S101,sloth,hamster,1,1,1,1
S101,sloth,koalabear,1,1,1,1
S101,sloth,slowloris,1,1,1,1
S101,slowloris,deer,1,1,1,1
S101,slowloris,meerkat,1,1,1,1
S101,snail,slug,1,1,1,1
S101,snail,tick,1,1,1,1
S101,snake,cobra,1,1,1,1
S101,snake,cricket,1,1,1,1
S101,snake,goldfish,1,1,1,1
S101,snake,hamster,1,1,1,1
S101,snake,iguana,1,1,1,1
S101,snake,jaguar,1,1,1,1
S101,snake,lizard,1,1,1,1
S101,snake,monkey,1,1,1,1
S101,snake,mouse,1,1,1,1
S101,snake,ocelot,1,1,1,1
S101,snake,pig,1,1,1,1
S101,snake,polarbear,1,1,1,1
S101,snake,raccoon,1,1,1,1
S101,snake,rat,1,1,1,1
S101,snake,turtle,1,1,1,1
S101,snappingturtle,boxturtle,1,1,1,1
S101,snappingturtle,seaturtle,1,1,1,1
S101,sparrow,fox,1,1,1,1
S101,sparrow,swallow,1,1,1,1
S101,sparrow,turkey,1,1,1,1
S101,spider,ant,1,1,1,1
S101,spider,beetle,1,1,1,1
S101,spider,gecko,1,1,1,1
S101,spider,gopher,1,1,1,1
S101,spider,koalabear,1,1,1,1
S101,spider,opossum,1,1,1,1
S101,spider,rat,1,1,1,1
S101,spider,scorpion,1,1,1,1
S101,spidermonkey,monkey,1,1,1,1
S101,squid,octopus,1,1,1,1
S101,squirrel,deer,1,1,1,1
S101,squirrel,racoon,1,1,1,1
S101,stallion,badger,1,1,1,1
S101,stallion,fox,1,1,1,1
S101,starfish,porcupine,1,1,1,1
S101,stork,flamingo,1,1,1,1
S101,stork,robin,1,1,1,1
S101,sugarglider,hyena,1,1,1,1
S101,sunconure,lovebird,1,1,1,1
S101,swan,bee,1,1,1,1
S101,swan,duck,1,1,1,1
S101,swan,goose,1,1,1,1
S101,swan,kangaroo,1,1,1,1
S101,swan,pelican,1,1,1,1
S101,swan,squirrel,1,1,1,1
S101,swordfish,octopus,1,1,1,1
S101,swordfish,tuna,1,1,1,1
S101,tapir,mouse,1,1,1,1
S101,tarantula,blackwidow,1,1,1,1
S101,tarantula,hawk,1,1,1,1
S101,tasmaniandevil,boar,1,1,1,1
S101,tasmaniandevil,hyena,1,1,1,1
S101,terrier,germanshepherd,1,1,1,1
S101,thornydevil,marten,1,1,1,1
S101,thornydevil,parrot,1,1,1,1
S101,tiger,cricket,1,1,1,1
S101,tiger,leopard,1,1,1,1
S101,trout,owl,1,1,1,1
S101,tuna,leopard,1,1,1,1
S101,tuna,salmon,1,1,1,1
S101,tuna,trout,1,1,1,1
S101,turkey,deer,1,1,1,1
S101,turkey,owl,1,1,1,1
S101,turkey,pig,1,1,1,1
S101,turkey,tortoise,1,1,1,1
S101,turtle,lizard,1,1,1,1
S101,turtle,monkey,1,1,1,1
S101,turtle,porpoise,1,1,1,1
S101,turtle,slowloris,1,1,1,1
S101,turtle,toad,1,1,1,1
S101,turtle,tortoise,1,1,1,1
S101,turtle,zebra,1,1,1,1
S101,warthog,leopard,1,1,1,1
S101,warthog,pig,1,1,1,1
S101,wasp,bee,1,1,1,1
S101,waterbuffalo,fox,1,1,1,1
S101,weasel,ermine,1,1,1,1
S101,weasel,panther,1,1,1,1
S101,weasel,polarbear,1,1,1,1
S101,whale,belugawhale,1,1,1,1
S101,wildebeast,buffalo,1,1,1,1
S101,wildebeast,deer,1,1,1,1
S101,wolverine,baldeagle,1,1,1,1
S101,woodpecker,baldeagle,1,1,1,1
S101,woodpecker,bluejay,1,1,1,1
S101,woodpecker,hummingbird,1,1,1,1
S101,woodpecker,racoon,1,1,1,1
S101,worm,panther,1,1,1,1
