id,game,category,item,RT,RTstart,shortlist
S101,14,animals,dolphin,1784,16274,0
S101,14,animals,dog,2664,18938,0
S101,14,animals,cat,1040,19978,0
S101,14,animals,fish,1152,21130,0
S101,14,animals,ostrich,4048,25178,0
S101,14,animals,lion,7824,33002,0
S101,14,animals,leopard,2365,35367,0
S101,14,animals,donkey,3375,38742,0
S101,14,animals,horse,13617,52359,0
S101,14,animals,sheep,3080,55439,0
S101,14,animals,cow,1432,56871,0
S101,14,animals,pig,6824,63695,0
S101,14,animals,chicken,10993,74688,0
S101,14,animals,octopus,40950,115638,0
S101,14,animals,shark,6416,122054,0
S101,15,animals,zebra,3625,3625,0
S101,15,animals,donkey,2920,6545,0
S101,15,animals,lion,2616,9161,0
S101,15,animals,giraffe,2208,11369,0
S101,15,animals,leopard,6833,18202,0
S101,15,animals,elephant,3216,21418,0
S101,15,animals,hippopotamus,13865,35283,0
S101,15,animals,ostrich,12475,47758,0
S101,15,animals,whale,1512,49270,0
S101,15,animals,dolphin,2969,52239,0
S101,15,animals,shark,1592,53831,0
S101,15,animals,fish,1496,55327,0
S101,15,animals,dog,1560,56887,0
S101,15,animals,cat,1192,58079,0
S101,15,animals,gerbil,3608,61687,0
S101,15,animals,mouse,2344,64031,0
S101,15,animals,rat,2600,66631,0
S101,15,animals,snake,2553,69184,0
S101,15,animals,cow,5904,75088,0
S101,15,animals,chicken,2832,77920,0
S101,15,animals,pig,1336,79256,0
S101,15,animals,horse,5119,84375,0
S101,15,animals,bat,10905,95280,0
S101,15,animals,skunk,12406,107686,0
S101,16,animals,cat,4488,4488,0
S101,16,animals,dog,1832,6320,0
S101,16,animals,possum,18912,25232,0
S101,16,animals,cow,5040,30272,0
S101,16,animals,raccoon,18200,48472,0
S101,16,animals,squirrel,5664,54136,0
S101,16,animals,bat,4807,58943,0
S101,16,animals,tiger,6568,65511,0
S101,16,animals,lion,5016,70527,0
S101,16,animals,horse,2144,72671,0
S101,16,animals,elephant,8120,80791,0
S101,16,animals,pig,9904,90695,0
S101,16,animals,chicken,2360,93055,0
S101,16,animals,buffalo,14024,107079,0
S101,16,animals,lemur,22328,129407,0
S101,16,animals,coyote,8672,138079,0
S101,16,animals,giraffe,33816,171895,0
S101,17,animals,cat,7711,7711,0
S101,17,animals,dog,1472,9183,0
S101,17,animals,bat,3096,12279,0
S101,17,animals,mouse,7515,19794,0
S101,17,animals,armadillo,8989,28783,0
S101,17,animals,skunk,7552,36335,0
S101,17,animals,kangaroo,4336,40671,0
S101,17,animals,panda,1536,42207,0
S101,17,animals,alligator,4960,47167,0
S101,17,animals,elephant,5712,52879,0
S101,17,animals,lion,1272,54151,0
S101,17,animals,tiger,1360,55511,0
S101,17,animals,bear,2648,58159,0
S101,17,animals,hawk,5944,64103,0
S101,17,animals,penguin,13016,77119,0
S101,17,animals,pig,1424,78543,0
S101,17,animals,chicken,1832,80375,0
S101,17,animals,giraffe,16967,97342,0
S101,17,animals,horse,6984,104326,0
S101,17,animals,snake,27216,131542,0
S101,18,animals,cat,6680,6680,0
S101,18,animals,dog,2320,9000,0
S101,18,animals,lion,3816,12816,0
S101,18,animals,tiger,1424,14240,0
S101,18,animals,bear,1568,15808,0
S101,18,animals,elephant,3712,19520,0
S101,18,animals,giraffe,4760,24280,0
S101,18,animals,gerbil,3736,28016,0
S101,18,animals,mouse,2384,30400,0
S101,18,animals,eagle,5032,35432,0
S101,18,animals,hawk,4560,39992,0
S101,18,animals,coyote,3096,43088,0
S101,18,animals,penguin,9023,52111,0
S101,18,animals,polarbear,3504,55615,0
S101,18,animals,flamingo,14601,70216,0
S101,18,animals,duck,6079,76295,0
S101,18,animals,walrus,7232,83527,0
S101,18,animals,alligator,3520,87047,0
S101,18,animals,rabbit,11041,98088,0
S101,18,animals,possum,4663,102751,0
S101,18,animals,skunk,4208,106959,0
S101,19,animals,bear,3514,3514,0
S101,19,animals,cat,944,4458,0
S101,19,animals,dog,800,5258,0
S101,19,animals,fish,1456,6714,0
S101,19,animals,buffalo,2440,9154,0
S101,19,animals,giraffe,3056,12210,0
S101,19,animals,leopard,2776,14986,0
S101,19,animals,lion,1097,16083,0
S101,19,animals,elephant,1840,17923,0
S101,19,animals,cheetah,2456,20379,0
S101,19,animals,puma,2625,23004,0
S101,19,animals,catamount,3008,26012,0
S101,19,animals,hippopotamus,3984,29996,0
S101,19,animals,rhinoceros,3416,33412,0
S101,19,animals,tiger,2664,36076,0
S101,19,animals,whale,5930,42006,0
S101,19,animals,narwhal,1999,44005,0
S101,19,animals,seal,3057,47062,0
S101,19,animals,manatee,3112,50174,0
S101,19,animals,fox,8650,58824,0
S101,19,animals,wolf,1623,60447,0
S101,19,animals,flamingo,6225,66672,0
S101,19,animals,stork,1879,68551,0
S101,19,animals,turtle,4353,72904,0
S101,19,animals,toad,3521,76425,0
S101,19,animals,frog,1273,77698,0
S101,19,animals,rattlesnake,5263,82961,0
S101,19,animals,hyena,13018,95979,0
S101,19,animals,jaguar,2424,98403,0
S101,19,animals,cougar,2336,100739,0
S101,19,animals,chimpanzee,19651,120390,0
S101,19,animals,orangutan,3072,123462,0
S101,19,animals,deer,13641,137103,0
S101,19,animals,horse,1336,138439,0
S101,19,animals,cow,1664,140103,0
S101,19,animals,chicken,2224,142327,0
S101,19,animals,sheep,3017,145344,0
S101,19,animals,goat,3057,148401,0
S101,19,animals,donkey,8624,157025,0
S101,19,animals,panther,8122,165147,0
S101,19,animals,boar,9648,174795,0
S101,20,animals,beagle,6866,6866,0
S101,20,animals,wolfhound,4296,11162,0
S101,20,animals,fox,2809,13971,0
S101,20,animals,wolf,1688,15659,0
S101,20,animals,bobcat,5944,21603,0
S101,20,animals,boxturtle,7584,29187,0
S101,20,animals,snappingturtle,3145,32332,0
S101,20,animals,seaturtle,3065,35397,0
S101,20,animals,salmon,4945,40342,0
S101,20,animals,tuna,1311,41653,0
S101,20,animals,leopard,6600,48253,0
S101,20,animals,cheetah,1832,50085,0
S101,20,animals,lion,1698,51783,0
S101,20,animals,tiger,1520,53303,0
S101,20,animals,panther,1576,54879,0
S101,20,animals,jaguar,3072,57951,0
S101,20,animals,capybara,3936,61887,0
S101,20,animals,mouse,2376,64263,0
S101,20,animals,rat,2792,67055,0
S101,20,animals,kangaroo,5225,72280,0
S101,20,animals,panda,1801,74081,0
S101,20,animals,koala,4184,78265,0
S101,20,animals,orca,5385,83650,0
S101,20,animals,humpbackwhale,6961,90611,0
S101,20,animals,narwhal,4897,95508,0
S101,20,animals,seal,4056,99564,0
S101,20,animals,sealion,4785,104349,0
S101,20,animals,manatee,4696,109045,0
S101,20,animals,cow,2544,111589,0
S101,20,animals,chicken,2712,114301,0
S101,20,animals,donkey,4161,118462,0
S101,20,animals,horse,1288,119750,0
S101,20,animals,sheep,4433,124183,0
S101,20,animals,bison,9472,133655,0
S101,20,animals,greatwhiteshark,9130,142785,0
S101,20,animals,skate,3416,146201,0
S101,20,animals,rattlesnake,6320,152521,0
S101,20,animals,frog,2088,154609,0
S101,20,animals,toad,1057,155666,0
S101,20,animals,flamingo,3145,158811,0
S101,20,animals,robin,1951,160762,0
S101,20,animals,sparrow,1880,162642,0
S101,20,animals,hawk,2273,164915,0
S101,20,animals,eagle,1520,166435,0
S101,20,animals,stork,5848,172283,0
S101,20,animals,hyena,3249,175532,0
S101,20,animals,elephant,2856,178388,0
S101,21,animals,bulldog,4759,4759,0
S101,21,animals,tiger,1345,6104,0
S101,21,animals,lion,2872,8976,0
S101,21,animals,leopard,4200,13176,0
S101,21,animals,jaguar,1872,15048,0
S101,21,animals,cheetah,2522,17570,0
S101,21,animals,rhinoceros,4864,22434,0
S101,21,animals,hippopotamus,4936,27370,0
S101,21,animals,hyena,1744,29114,0
S101,21,animals,antelope,3336,32450,0
S101,21,animals,oryx,2130,34580,0
S101,21,animals,giraffe,4120,38700,0
S101,21,animals,capybara,3552,42252,0
S101,21,animals,mouse,1016,43268,0
S101,21,animals,rat,2472,45740,0
S101,21,animals,ferret,2808,48548,0
S101,21,animals,panda,1312,49860,0
S101,21,animals,koala,1817,51677,0
S101,21,animals,orca,1992,53669,0
S101,21,animals,manatee,2224,55893,0
S101,21,animals,narwhal,3617,59510,0
S101,21,animals,bluewhale,3040,62550,0
S101,21,animals,greatwhiteshark,4400,66950,0
S101,21,animals,hammerheadshark,3473,70423,0
S101,21,animals,salmon,2776,73199,0
S101,21,animals,tuna,1176,74375,0
S101,21,animals,cod,2457,76832,0
S101,21,animals,bat,7719,84551,0
S101,21,animals,chicken,4130,88681,0
S101,21,animals,cow,1048,89729,0
S101,21,animals,horse,2272,92001,0
S101,21,animals,donkey,1600,93601,0
S101,21,animals,sheep,1472,95073,0
S101,21,animals,robin,5345,100418,0
S101,21,animals,stork,2144,102562,0
S101,21,animals,pelican,1633,104195,0
S101,21,animals,stingray,6672,110867,0
S101,21,animals,jellyfish,3920,114787,0
S101,21,animals,octopus,2168,116955,0
S101,21,animals,squid,1736,118691,0
S101,21,animals,bison,3033,121724,0
S101,21,animals,cougar,3241,124965,0
S101,21,animals,puma,1592,126557,0
S101,21,animals,gorilla,4840,131397,0
S101,21,animals,chimpanzee,3184,134581,0
S101,21,animals,orangutan,3833,138414,0
S101,21,animals,lemur,2504,140918,0
S101,21,animals,fox,2024,142942,0
S101,21,animals,waterbuffalo,11129,154071,0
S101,21,animals,porpoise,17466,171537,0
S101,22,animals,cat,5609,5609,0
S101,22,animals,dog,1317,6926,0
