method,simnum,listnum,hit,miss,fa,cr,cost,startseed
chan,15,40,150,243,12,12315,255.0,2250
chan,15,41,149,244,10,12317,254.0,2250
chan,15,42,151,242,8,12319,250.0,2250
chan,15,43,151,242,8,12319,250.0,2250
chan,15,44,151,242,8,12319,250.0,2250
chan,15,45,151,242,8,12319,250.0,2250
chan,15,46,151,242,8,12319,250.0,2250
chan,15,47,152,241,7,12320,248.0,2250
chan,15,48,153,240,6,12321,246.0,2250
chan,15,49,154,239,5,12322,244.0,2250
chan,15,50,154,239,5,12322,244.0,2250
chan,16,1,60,333,25,12302,358.0,2400
chan,16,2,90,303,49,12278,352.0,2400
chan,16,3,108,285,66,12261,351.0,2400
chan,16,4,121,272,67,12260,339.0,2400
chan,16,5,122,271,74,12253,345.0,2400
chan,16,6,119,274,74,12253,348.0,2400
chan,16,7,119,274,77,12250,351.0,2400
chan,16,8,125,268,69,12258,337.0,2400
chan,16,9,125,268,61,12266,329.0,2400
chan,16,10,121,272,59,12268,331.0,2400
chan,16,11,127,266,51,12276,317.0,2400
chan,16,12,127,266,50,12277,316.0,2400
chan,16,13,128,265,46,12281,311.0,2400
chan,16,14,126,267,44,12283,311.0,2400
chan,16,15,130,263,41,12286,304.0,2400
chan,16,16,133,260,34,12293,294.0,2400
chan,16,17,137,256,28,12299,284.0,2400
chan,16,18,136,257,28,12299,285.0,2400
chan,16,19,140,253,21,12306,274.0,2400
chan,16,20,139,254,22,12305,276.0,2400
chan,16,21,139,254,20,12307,274.0,2400
chan,16,22,144,249,16,12311,265.0,2400
chan,16,23,143,250,18,12309,268.0,2400
chan,16,24,146,247,15,12312,262.0,2400
chan,16,25,145,248,16,12311,264.0,2400
chan,16,26,147,246,13,12314,259.0,2400
chan,16,27,146,247,15,12312,262.0,2400
chan,16,28,149,244,10,12317,254.0,2400
chan,16,29,149,244,10,12317,254.0,2400
chan,16,30,148,245,11,12316,256.0,2400
chan,16,31,149,244,10,12317,254.0,2400
chan,16,32,148,245,11,12316,256.0,2400
chan,16,33,147,246,12,12315,258.0,2400
chan,16,34,149,244,10,12317,254.0,2400
chan,16,35,149,244,10,12317,254.0,2400
chan,16,36,150,243,10,12317,253.0,2400
chan,16,37,151,242,8,12319,250.0,2400
chan,16,38,151,242,8,12319,250.0,2400
chan,16,39,152,241,8,12319,249.0,2400
chan,16,40,152,241,7,12320,248.0,2400
chan,16,41,152,241,7,12320,248.0,2400
chan,16,42,153,240,6,12321,246.0,2400
chan,16,43,152,241,7,12320,248.0,2400
chan,16,44,151,242,8,12319,250.0,2400
chan,16,45,151,242,8,12319,250.0,2400
chan,16,46,151,242,8,12319,250.0,2400
chan,16,47,153,240,6,12321,246.0,2400
chan,16,48,153,240,6,12321,246.0,2400
chan,16,49,154,239,6,12321,245.0,2400
chan,16,50,154,239,6,12321,245.0,2400
chan,17,1,57,336,34,12293,370.0,2550
chan,17,2,92,301,47,12280,348.0,2550
chan,17,3,109,284,56,12271,340.0,2550
chan,17,4,130,263,59,12268,322.0,2550
chan,17,5,134,259,63,12264,322.0,2550
chan,17,6,135,258,55,12272,313.0,2550
chan,17,7,135,258,57,12270,315.0,2550
chan,17,8,136,257,50,12277,307.0,2550
chan,17,9,136,257,52,12275,309.0,2550
chan,17,10,138,255,41,12286,296.0,2550
chan,17,11,136,257,38,12289,295.0,2550
chan,17,12,136,257,36,12291,293.0,2550
chan,17,13,141,252,34,12293,286.0,2550
chan,17,14,137,256,31,12296,287.0,2550
chan,17,15,137,256,31,12296,287.0,2550
chan,17,16,136,257,29,12298,286.0,2550
chan,17,17,140,253,27,12300,280.0,2550
chan,17,18,142,251,24,12303,275.0,2550
chan,17,19,142,251,22,12305,273.0,2550
chan,17,20,144,249,24,12303,273.0,2550
chan,17,21,146,247,20,12307,267.0,2550
chan,17,22,146,247,16,12311,263.0,2550
chan,17,23,145,248,18,12309,266.0,2550
chan,17,24,148,245,15,12312,260.0,2550
chan,17,25,146,247,17,12310,264.0,2550
chan,17,26,146,247,16,12311,263.0,2550
chan,17,27,145,248,16,12311,264.0,2550
chan,17,28,147,246,14,12313,260.0,2550
chan,17,29,147,246,13,12314,259.0,2550
chan,17,30,148,245,13,12314,258.0,2550
chan,17,31,150,243,11,12316,254.0,2550
chan,17,32,149,244,11,12316,255.0,2550
chan,17,33,149,244,12,12315,256.0,2550
chan,17,34,150,243,11,12316,254.0,2550
chan,17,35,149,244,11,12316,255.0,2550
chan,17,36,149,244,12,12315,256.0,2550
chan,17,37,150,243,11,12316,254.0,2550
chan,17,38,151,242,9,12318,251.0,2550
chan,17,39,152,241,8,12319,249.0,2550
chan,17,40,152,241,8,12319,249.0,2550
chan,17,41,152,241,8,12319,249.0,2550
chan,17,42,152,241,8,12319,249.0,2550
chan,17,43,153,240,7,12320,247.0,2550
chan,17,44,154,239,7,12320,246.0,2550
chan,17,45,155,238,4,12323,242.0,2550
chan,17,46,155,238,4,12323,242.0,2550
chan,17,47,155,238,4,12323,242.0,2550
chan,17,48,155,238,4,12323,242.0,2550
chan,17,49,154,239,5,12322,244.0,2550
chan,17,50,153,240,6,12321,246.0,2550
chan,18,1,64,329,21,12306,350.0,2700
chan,18,2,102,291,41,12286,332.0,2700
chan,18,3,118,275,60,12267,335.0,2700
chan,18,4,122,271,75,12252,346.0,2700
chan,18,5,121,272,69,12258,341.0,2700
chan,18,6,124,269,65,12262,334.0,2700
chan,18,7,122,271,57,12270,328.0,2700
chan,18,8,130,263,55,12272,318.0,2700
chan,18,9,132,261,53,12274,314.0,2700
chan,18,10,132,261,51,12276,312.0,2700
chan,18,11,131,262,38,12289,300.0,2700
chan,18,12,132,261,42,12285,303.0,2700
chan,18,13,136,257,33,12294,290.0,2700
chan,18,14,137,256,31,12296,287.0,2700
chan,18,15,140,253,25,12302,278.0,2700
chan,18,16,136,257,27,12300,284.0,2700
chan,18,17,139,254,25,12302,279.0,2700
chan,18,18,142,251,25,12302,276.0,2700
chan,18,19,138,255,27,12300,282.0,2700
chan,18,20,137,256,29,12298,285.0,2700
chan,18,21,136,257,30,12297,287.0,2700
chan,18,22,144,249,21,12306,270.0,2700
chan,18,23,144,249,23,12304,272.0,2700
chan,18,24,144,249,22,12305,271.0,2700
chan,18,25,144,249,20,12307,269.0,2700
chan,18,26,142,251,22,12305,273.0,2700
chan,18,27,143,250,17,12310,267.0,2700
chan,18,28,145,248,18,12309,266.0,2700
chan,18,29,142,251,21,12306,272.0,2700
chan,18,30,145,248,18,12309,266.0,2700
chan,18,31,145,248,15,12312,263.0,2700
chan,18,32,146,247,14,12313,261.0,2700
chan,18,33,146,247,14,12313,261.0,2700
chan,18,34,147,246,13,12314,259.0,2700
chan,18,35,148,245,12,12315,257.0,2700
chan,18,36,147,246,13,12314,259.0,2700
chan,18,37,147,246,13,12314,259.0,2700
chan,18,38,147,246,14,12313,260.0,2700
chan,18,39,146,247,15,12312,262.0,2700
chan,18,40,146,247,15,12312,262.0,2700
chan,18,41,147,246,14,12313,260.0,2700
chan,18,42,147,246,14,12313,260.0,2700
chan,18,43,147,246,14,12313,260.0,2700
chan,18,44,149,244,12,12315,256.0,2700
chan,18,45,147,246,14,12313,260.0,2700
chan,18,46,148,245,13,12314,258.0,2700
chan,18,47,147,246,14,12313,260.0,2700
chan,18,48,148,245,13,12314,258.0,2700
chan,18,49,149,244,12,12315,256.0,2700
chan,18,50,149,244,12,12315,256.0,2700
chan,19,1,55,338,35,12292,373.0,2850
chan,19,2,82,311,49,12278,360.0,2850
chan,19,3,102,291,70,12257,361.0,2850
chan,19,4,110,283,74,12253,357.0,2850
chan,19,5,118,275,73,12254,348.0,2850
chan,19,6,112,281,81,12246,362.0,2850
chan,19,7,115,278,70,12257,348.0,2850
chan,19,8,118,275,66,12261,341.0,2850
chan,19,9,120,273,62,12265,335.0,2850
chan,19,10,121,272,59,12268,331.0,2850
chan,19,11,121,272,55,12272,327.0,2850
chan,19,12,128,265,42,12285,307.0,2850
chan,19,13,128,265,44,12283,309.0,2850
chan,19,14,129,264,35,12292,299.0,2850
chan,19,15,131,262,32,12295,294.0,2850
chan,19,16,136,257,27,12300,284.0,2850
chan,19,17,135,258,26,12301,284.0,2850
chan,19,18,136,257,25,12302,282.0,2850
chan,19,19,142,251,17,12310,268.0,2850
chan,19,20,143,250,16,12311,266.0,2850
chan,19,21,144,249,15,12312,264.0,2850
chan,19,22,145,248,15,12312,263.0,2850
chan,19,23,147,246,14,12313,260.0,2850
chan,19,24,144,249,15,12312,264.0,2850
chan,19,25,144,249,15,12312,264.0,2850
chan,19,26,143,250,16,12311,266.0,2850
chan,19,27,143,250,16,12311,266.0,2850
chan,19,28,143,250,16,12311,266.0,2850
chan,19,29,145,248,15,12312,263.0,2850
chan,19,30,146,247,13,12314,260.0,2850
chan,19,31,148,245,11,12316,256.0,2850
chan,19,32,145,248,14,12313,262.0,2850
chan,19,33,145,248,14,12313,262.0,2850
chan,19,34,148,245,11,12316,256.0,2850
chan,19,35,148,245,11,12316,256.0,2850
chan,19,36,148,245,11,12316,256.0,2850
chan,19,37,149,244,10,12317,254.0,2850
chan,19,38,151,242,8,12319,250.0,2850
chan,19,39,152,241,7,12320,248.0,2850
chan,19,40,152,241,7,12320,248.0,2850
chan,19,41,152,241,8,12319,249.0,2850
chan,19,42,151,242,8,12319,250.0,2850
chan,19,43,153,240,6,12321,246.0,2850
chan,19,44,156,237,4,12323,241.0,2850
chan,19,45,154,239,5,12322,244.0,2850
chan,19,46,155,238,4,12323,242.0,2850
chan,19,47,155,238,4,12323,242.0,2850
chan,19,48,155,238,4,12323,242.0,2850
chan,19,49,155,238,5,12322,243.0,2850
chan,19,50,154,239,5,12322,244.0,2850
chan,20,1,51,342,28,12299,370.0,3000
chan,20,2,83,310,47,12280,357.0,3000
chan,20,3,93,300,60,12267,360.0,3000
chan,20,4,101,292,80,12247,372.0,3000
chan,20,5,111,282,86,12241,368.0,3000
chan,20,6,124,269,69,12258,338.0,3000
chan,20,7,124,269,69,12258,338.0,3000
chan,20,8,120,273,68,12259,341.0,3000
chan,20,9,123,270,57,12270,327.0,3000
chan,20,10,120,273,59,12268,332.0,3000
chan,20,11,122,271,54,12273,325.0,3000
chan,20,12,124,269,52,12275,321.0,3000
chan,20,13,124,269,49,12278,318.0,3000
chan,20,14,126,267,43,12284,310.0,3000
chan,20,15,130,263,44,12283,307.0,3000
chan,20,16,134,259,38,12289,297.0,3000
chan,20,17,137,256,41,12286,297.0,3000
chan,20,18,136,257,40,12287,297.0,3000
chan,20,19,138,255,38,12289,293.0,3000
chan,20,20,139,254,34,12293,288.0,3000
chan,20,21,141,252,29,12298,281.0,3000
chan,20,22,142,251,26,12301,277.0,3000
chan,20,23,142,251,25,12302,276.0,3000
chan,20,24,141,252,26,12301,278.0,3000
chan,20,25,144,249,23,12304,272.0,3000
chan,20,26,143,250,23,12304,273.0,3000
chan,20,27,144,249,21,12306,270.0,3000
chan,20,28,145,248,20,12307,268.0,3000
chan,20,29,147,246,18,12309,264.0,3000
chan,20,30,147,246,16,12311,262.0,3000
chan,20,31,145,248,19,12308,267.0,3000
chan,20,32,146,247,18,12309,265.0,3000
chan,20,33,149,244,11,12316,255.0,3000
chan,20,34,150,243,10,12317,253.0,3000
chan,20,35,151,242,9,12318,251.0,3000
chan,20,36,151,242,8,12319,250.0,3000
chan,20,37,149,244,10,12317,254.0,3000
chan,20,38,151,242,8,12319,250.0,3000
chan,20,39,152,241,7,12320,248.0,3000
chan,20,40,153,240,6,12321,246.0,3000
chan,20,41,155,238,4,12323,242.0,3000
chan,20,42,154,239,5,12322,244.0,3000
chan,20,43,154,239,5,12322,244.0,3000
chan,20,44,153,240,7,12320,247.0,3000
chan,20,45,154,239,6,12321,245.0,3000
chan,20,46,155,238,4,12323,242.0,3000
chan,20,47,155,238,4,12323,242.0,3000
chan,20,48,156,237,3,12324,240.0,3000
chan,20,49,156,237,3,12324,240.0,3000
chan,20,50,156,237,3,12324,240.0,3000
chan,21,1,51,342,34,12293,376.0,3150
chan,21,2,89,304,54,12273,358.0,3150
chan,21,3,101,292,60,12267,352.0,3150
chan,21,4,111,282,64,12263,346.0,3150
chan,21,5,117,276,72,12255,348.0,3150
chan,21,6,122,271,68,12259,339.0,3150
chan,21,7,128,265,56,12271,321.0,3150
chan,21,8,124,269,55,12272,324.0,3150
chan,21,9,128,265,39,12288,304.0,3150
chan,21,10,130,263,39,12288,302.0,3150
chan,21,11,134,259,39,12288,298.0,3150
chan,21,12,131,262,36,12291,298.0,3150
chan,21,13,135,258,31,12296,289.0,3150
chan,21,14,137,256,28,12299,284.0,3150
chan,21,15,136,257,30,12297,287.0,3150
chan,21,16,135,258,31,12296,289.0,3150
chan,21,17,132,261,34,12293,295.0,3150
chan,21,18,135,258,31,12296,289.0,3150
chan,21,19,135,258,30,12297,288.0,3150
chan,21,20,140,253,26,12301,279.0,3150
chan,21,21,144,249,21,12306,270.0,3150
chan,21,22,144,249,21,12306,270.0,3150
chan,21,23,144,249,22,12305,271.0,3150
chan,21,24,144,249,22,12305,271.0,3150
chan,21,25,145,248,19,12308,267.0,3150
chan,21,26,145,248,19,12308,267.0,3150
chan,21,27,146,247,19,12308,266.0,3150
chan,21,28,147,246,16,12311,262.0,3150
chan,21,29,148,245,14,12313,259.0,3150
chan,21,30,147,246,15,12312,261.0,3150
chan,21,31,148,245,14,12313,259.0,3150
chan,21,32,150,243,10,12317,253.0,3150
chan,21,33,151,242,10,12317,252.0,3150
chan,21,34,152,241,9,12318,250.0,3150
chan,21,35,152,241,7,12320,248.0,3150
chan,21,36,151,242,10,12317,252.0,3150
chan,21,37,151,242,8,12319,250.0,3150
chan,21,38,153,240,7,12320,247.0,3150
chan,21,39,153,240,7,12320,247.0,3150
chan,21,40,153,240,6,12321,246.0,3150
chan,21,41,153,240,6,12321,246.0,3150
chan,21,42,153,240,6,12321,246.0,3150
chan,21,43,152,241,7,12320,248.0,3150
chan,21,44,153,240,6,12321,246.0,3150
chan,21,45,152,241,7,12320,248.0,3150
chan,21,46,152,241,7,12320,248.0,3150
chan,21,47,153,240,6,12321,246.0,3150
chan,21,48,153,240,6,12321,246.0,3150
chan,21,49,152,241,7,12320,248.0,3150
chan,21,50,153,240,6,12321,246.0,3150
chan,22,1,54,339,34,12293,373.0,3300
chan,22,2,80,313,55,12272,368.0,3300
chan,22,3,94,299,57,12270,356.0,3300
chan,22,4,103,290,58,12269,348.0,3300
chan,22,5,106,287,54,12273,341.0,3300
chan,22,6,116,277,52,12275,329.0,3300
chan,22,7,115,278,57,12270,335.0,3300
chan,22,8,120,273,55,12272,328.0,3300
chan,22,9,131,262,45,12282,307.0,3300
chan,22,10,128,265,46,12281,311.0,3300
chan,22,11,134,259,44,12283,303.0,3300
chan,22,12,136,257,44,12283,301.0,3300
chan,22,13,136,257,44,12283,301.0,3300
chan,22,14,134,259,35,12292,294.0,3300
chan,22,15,135,258,32,12295,290.0,3300
chan,22,16,137,256,31,12296,287.0,3300
chan,22,17,139,254,26,12301,280.0,3300
chan,22,18,138,255,26,12301,281.0,3300
chan,22,19,138,255,25,12302,280.0,3300
chan,22,20,141,252,21,12306,273.0,3300
chan,22,21,142,251,20,12307,271.0,3300
chan,22,22,142,251,20,12307,271.0,3300
chan,22,23,141,252,19,12308,271.0,3300
chan,22,24,142,251,18,12309,269.0,3300
chan,22,25,144,249,16,12311,265.0,3300
chan,22,26,143,250,17,12310,267.0,3300
chan,22,27,145,248,15,12312,263.0,3300
chan,22,28,146,247,14,12313,261.0,3300
chan,22,29,147,246,13,12314,259.0,3300
chan,22,30,147,246,13,12314,259.0,3300
chan,22,31,146,247,14,12313,261.0,3300
chan,22,32,145,248,16,12311,264.0,3300
chan,22,33,147,246,14,12313,260.0,3300
chan,22,34,147,246,14,12313,260.0,3300
chan,22,35,147,246,13,12314,259.0,3300
chan,22,36,146,247,14,12313,261.0,3300
chan,22,37,146,247,14,12313,261.0,3300
chan,22,38,147,246,13,12314,259.0,3300
chan,22,39,147,246,13,12314,259.0,3300
chan,22,40,147,246,13,12314,259.0,3300
chan,22,41,147,246,13,12314,259.0,3300
chan,22,42,147,246,13,12314,259.0,3300
chan,22,43,147,246,13,12314,259.0,3300
chan,22,44,148,245,12,12315,257.0,3300
chan,22,45,149,244,12,12315,256.0,3300
chan,22,46,150,243,11,12316,254.0,3300
chan,22,47,150,243,10,12317,253.0,3300
chan,22,48,150,243,10,12317,253.0,3300
chan,22,49,151,242,9,12318,251.0,3300
chan,22,50,152,241,8,12319,249.0,3300
chan,23,1,60,333,28,12299,361.0,3450
chan,23,2,89,304,53,12274,357.0,3450
chan,23,3,104,289,67,12260,356.0,3450
chan,23,4,110,283,70,12257,353.0,3450
chan,23,5,112,281,65,12262,346.0,3450
chan,23,6,123,270,69,12258,339.0,3450
chan,23,7,127,266,57,12270,323.0,3450
chan,23,8,124,269,52,12275,321.0,3450
chan,23,9,125,268,42,12285,310.0,3450
chan,23,10,130,263,42,12285,305.0,3450
chan,23,11,133,260,40,12287,300.0,3450
chan,23,12,137,256,38,12289,294.0,3450
chan,23,13,138,255,33,12294,288.0,3450
chan,23,14,137,256,36,12291,292.0,3450
chan,23,15,137,256,30,12297,286.0,3450
chan,23,16,140,253,28,12299,281.0,3450
chan,23,17,141,252,27,12300,279.0,3450
chan,23,18,143,250,26,12301,276.0,3450
chan,23,19,145,248,22,12305,270.0,3450
chan,23,20,146,247,20,12307,267.0,3450
chan,23,21,146,247,20,12307,267.0,3450
chan,23,22,146,247,15,12312,262.0,3450
chan,23,23,148,245,14,12313,259.0,3450
chan,23,24,149,244,13,12314,257.0,3450
chan,23,25,151,242,11,12316,253.0,3450
chan,23,26,150,243,12,12315,255.0,3450
chan,23,27,150,243,10,12317,253.0,3450
chan,23,28,151,242,9,12318,251.0,3450
chan,23,29,149,244,13,12314,257.0,3450
chan,23,30,150,243,9,12318,252.0,3450
chan,23,31,151,242,9,12318,251.0,3450
chan,23,32,151,242,9,12318,251.0,3450
chan,23,33,151,242,9,12318,251.0,3450
chan,23,34,151,242,9,12318,251.0,3450
chan,23,35,149,244,10,12317,254.0,3450
chan,23,36,151,242,8,12319,250.0,3450
chan,23,37,151,242,8,12319,250.0,3450
chan,23,38,151,242,8,12319,250.0,3450
chan,23,39,151,242,8,12319,250.0,3450
chan,23,40,151,242,8,12319,250.0,3450
chan,23,41,153,240,6,12321,246.0,3450
chan,23,42,154,239,5,12322,244.0,3450
chan,23,43,154,239,5,12322,244.0,3450
chan,23,44,154,239,5,12322,244.0,3450
chan,23,45,154,239,5,12322,244.0,3450
chan,23,46,155,238,4,12323,242.0,3450
chan,23,47,155,238,4,12323,242.0,3450
chan,23,48,155,238,4,12323,242.0,3450
chan,23,49,155,238,5,12322,243.0,3450
chan,23,50,155,238,5,12322,243.0,3450
chan,24,1,65,328,25,12302,353.0,3600
chan,24,2,104,289,47,12280,336.0,3600
chan,24,3,113,280,57,12270,337.0,3600
chan,24,4,119,274,59,12268,333.0,3600
chan,24,5,130,263,63,12264,326.0,3600
chan,24,6,133,260,63,12264,323.0,3600
chan,24,7,136,257,61,12266,318.0,3600
chan,24,8,132,261,57,12270,318.0,3600
chan,24,9,126,267,52,12275,319.0,3600
chan,24,10,127,266,47,12280,313.0,3600
chan,24,11,127,266,46,12281,312.0,3600
chan,24,12,129,264,40,12287,304.0,3600
chan,24,13,131,262,36,12291,298.0,3600
chan,24,14,129,264,39,12288,303.0,3600
chan,24,15,133,260,33,12294,293.0,3600
chan,24,16,133,260,31,12296,291.0,3600
chan,24,17,133,260,32,12295,292.0,3600
chan,24,18,139,254,26,12301,280.0,3600
chan,24,19,141,252,18,12309,270.0,3600
chan,24,20,143,250,20,12307,270.0,3600
chan,24,21,145,248,16,12311,264.0,3600
chan,24,22,146,247,15,12312,262.0,3600
chan,24,23,149,244,15,12312,259.0,3600
chan,24,24,147,246,16,12311,262.0,3600
chan,24,25,145,248,16,12311,264.0,3600
chan,24,26,144,249,15,12312,264.0,3600
chan,24,27,147,246,14,12313,260.0,3600
chan,24,28,148,245,13,12314,258.0,3600
chan,24,29,146,247,13,12314,260.0,3600
chan,24,30,148,245,13,12314,258.0,3600
chan,24,31,148,245,11,12316,256.0,3600
chan,24,32,147,246,12,12315,258.0,3600
chan,24,33,148,245,11,12316,256.0,3600
chan,24,34,149,244,10,12317,254.0,3600
chan,24,35,150,243,9,12318,252.0,3600
chan,24,36,152,241,8,12319,249.0,3600
chan,24,37,153,240,7,12320,247.0,3600
chan,24,38,153,240,7,12320,247.0,3600
chan,24,39,152,241,8,12319,249.0,3600
chan,24,40,153,240,7,12320,247.0,3600
chan,24,41,155,238,5,12322,243.0,3600
chan,24,42,154,239,6,12321,245.0,3600
chan,24,43,154,239,6,12321,245.0,3600
chan,24,44,153,240,7,12320,247.0,3600
chan,24,45,153,240,7,12320,247.0,3600
chan,24,46,153,240,7,12320,247.0,3600
chan,24,47,153,240,7,12320,247.0,3600
chan,24,48,153,240,7,12320,247.0,3600
chan,24,49,153,240,7,12320,247.0,3600
chan,24,50,153,240,6,12321,246.0,3600
chan,25,1,69,324,24,12303,348.0,3750
chan,25,2,107,286,30,12297,316.0,3750
chan,25,3,117,276,41,12286,317.0,3750
chan,25,4,125,268,56,12271,324.0,3750
chan,25,5,124,269,56,12271,325.0,3750
chan,25,6,128,265,57,12270,322.0,3750
chan,25,7,128,265,53,12274,318.0,3750
chan,25,8,130,263,51,12276,314.0,3750
chan,25,9,133,260,53,12274,313.0,3750
chan,25,10,127,266,53,12274,319.0,3750
chan,25,11,130,263,47,12280,310.0,3750
chan,25,12,132,261,43,12284,304.0,3750
chan,25,13,131,262,44,12283,306.0,3750
chan,25,14,132,261,48,12279,309.0,3750
chan,25,15,134,259,46,12281,305.0,3750
chan,25,16,131,262,44,12283,306.0,3750
chan,25,17,134,259,42,12285,301.0,3750
chan,25,18,138,255,35,12292,290.0,3750
chan,25,19,141,252,32,12295,284.0,3750
chan,25,20,141,252,28,12299,280.0,3750
chan,25,21,140,253,28,12299,281.0,3750
chan,25,22,141,252,24,12303,276.0,3750
chan,25,23,143,250,23,12304,273.0,3750
chan,25,24,143,250,24,12303,274.0,3750
chan,25,25,141,252,22,12305,274.0,3750
chan,25,26,143,250,21,12306,271.0,3750
chan,25,27,142,251,21,12306,272.0,3750
chan,25,28,143,250,21,12306,271.0,3750
chan,25,29,143,250,17,12310,267.0,3750
chan,25,30,141,252,19,12308,271.0,3750
chan,25,31,140,253,19,12308,272.0,3750
chan,25,32,140,253,20,12307,273.0,3750
chan,25,33,140,253,19,12308,272.0,3750
chan,25,34,140,253,19,12308,272.0,3750
chan,25,35,143,250,17,12310,267.0,3750
chan,25,36,144,249,15,12312,264.0,3750
chan,25,37,145,248,14,12313,262.0,3750
chan,25,38,147,246,12,12315,258.0,3750
chan,25,39,148,245,11,12316,256.0,3750
chan,25,40,149,244,11,12316,255.0,3750
chan,25,41,151,242,9,12318,251.0,3750
chan,25,42,153,240,7,12320,247.0,3750
chan,25,43,152,241,7,12320,248.0,3750
chan,25,44,152,241,7,12320,248.0,3750
chan,25,45,152,241,7,12320,248.0,3750
chan,25,46,152,241,7,12320,248.0,3750
chan,25,47,152,241,7,12320,248.0,3750
chan,25,48,152,241,7,12320,248.0,3750
chan,25,49,152,241,7,12320,248.0,3750
chan,25,50,153,240,6,12321,246.0,3750
chan,26,1,55,338,34,12293,372.0,3900
chan,26,2,84,309,45,12282,354.0,3900
chan,26,3,102,291,57,12270,348.0,3900
chan,26,4,107,286,66,12261,352.0,3900
chan,26,5,117,276,74,12253,350.0,3900
chan,26,6,123,270,79,12248,349.0,3900
chan,26,7,122,271,78,12249,349.0,3900
chan,26,8,122,271,63,12264,334.0,3900
chan,26,9,124,269,59,12268,328.0,3900
chan,26,10,131,262,51,12276,313.0,3900
chan,26,11,131,262,51,12276,313.0,3900
chan,26,12,131,262,50,12277,312.0,3900
chan,26,13,131,262,46,12281,308.0,3900
chan,26,14,132,261,36,12291,297.0,3900
chan,26,15,133,260,39,12288,299.0,3900
chan,26,16,141,252,34,12293,286.0,3900
chan,26,17,137,256,33,12294,289.0,3900
chan,26,18,137,256,33,12294,289.0,3900
chan,26,19,141,252,31,12296,283.0,3900
chan,26,20,144,249,26,12301,275.0,3900
chan,26,21,142,251,26,12301,277.0,3900
chan,26,22,141,252,25,12302,277.0,3900
chan,26,23,143,250,24,12303,274.0,3900
chan,26,24,144,249,23,12304,272.0,3900
chan,26,25,147,246,20,12307,266.0,3900
chan,26,26,148,245,12,12315,257.0,3900
chan,26,27,149,244,16,12311,260.0,3900
chan,26,28,146,247,13,12314,260.0,3900
chan,26,29,148,245,11,12316,256.0,3900
chan,26,30,150,243,9,12318,252.0,3900
chan,26,31,150,243,9,12318,252.0,3900
chan,26,32,150,243,9,12318,252.0,3900
chan,26,33,151,242,8,12319,250.0,3900
chan,26,34,150,243,9,12318,252.0,3900
chan,26,35,152,241,7,12320,248.0,3900
chan,26,36,152,241,7,12320,248.0,3900
chan,26,37,152,241,8,12319,249.0,3900
chan,26,38,151,242,8,12319,250.0,3900
chan,26,39,151,242,8,12319,250.0,3900
chan,26,40,151,242,8,12319,250.0,3900
chan,26,41,151,242,8,12319,250.0,3900
chan,26,42,151,242,8,12319,250.0,3900
chan,26,43,152,241,7,12320,248.0,3900
chan,26,44,152,241,7,12320,248.0,3900
chan,26,45,153,240,6,12321,246.0,3900
chan,26,46,152,241,7,12320,248.0,3900
chan,26,47,152,241,7,12320,248.0,3900
chan,26,48,152,241,7,12320,248.0,3900
chan,26,49,153,240,6,12321,246.0,3900
chan,26,50,153,240,6,12321,246.0,3900
chan,27,1,53,340,27,12300,367.0,4050
chan,27,2,73,320,55,12272,375.0,4050
chan,27,3,100,293,66,12261,359.0,4050
chan,27,4,113,280,76,12251,356.0,4050
chan,27,5,116,277,85,12242,362.0,4050
chan,27,6,119,274,79,12248,353.0,4050
chan,27,7,123,270,76,12251,346.0,4050
chan,27,8,124,269,65,12262,334.0,4050
chan,27,9,130,263,57,12270,320.0,4050
chan,27,10,128,265,48,12279,313.0,4050
chan,27,11,124,269,45,12282,314.0,4050
chan,27,12,125,268,43,12284,311.0,4050
chan,27,13,129,264,35,12292,299.0,4050
chan,27,14,126,267,38,12289,305.0,4050
chan,27,15,126,267,38,12289,305.0,4050
chan,27,16,127,266,36,12291,302.0,4050
chan,27,17,133,260,33,12294,293.0,4050
chan,27,18,139,254,27,12300,281.0,4050
chan,27,19,140,253,27,12300,280.0,4050
chan,27,20,139,254,27,12300,281.0,4050
chan,27,21,140,253,25,12302,278.0,4050
chan,27,22,141,252,24,12303,276.0,4050
chan,27,23,143,250,20,12307,270.0,4050
chan,27,24,142,251,20,12307,271.0,4050
chan,27,25,141,252,21,12306,273.0,4050
chan,27,26,142,251,18,12309,269.0,4050
chan,27,27,144,249,16,12311,265.0,4050
chan,27,28,144,249,16,12311,265.0,4050
chan,27,29,146,247,14,12313,261.0,4050
chan,27,30,143,250,17,12310,267.0,4050
chan,27,31,141,252,18,12309,270.0,4050
chan,27,32,141,252,18,12309,270.0,4050
chan,27,33,142,251,17,12310,268.0,4050
chan,27,34,145,248,14,12313,262.0,4050
chan,27,35,146,247,13,12314,260.0,4050
chan,27,36,147,246,12,12315,258.0,4050
chan,27,37,146,247,13,12314,260.0,4050
chan,27,38,147,246,12,12315,258.0,4050
chan,27,39,146,247,13,12314,260.0,4050
chan,27,40,146,247,13,12314,260.0,4050
chan,27,41,148,245,11,12316,256.0,4050
chan,27,42,148,245,11,12316,256.0,4050
chan,27,43,148,245,11,12316,256.0,4050
chan,27,44,147,246,12,12315,258.0,4050
chan,27,45,146,247,13,12314,260.0,4050
chan,27,46,148,245,11,12316,256.0,4050
