subj,node1,node2,s2017_uinvite_hierarchical_bb_a1_b1,s2017_rw,s2017_fe,s2017_goni,s2017_chan,s2017_kenett,s2017_uinvite_flat,s2017_uinvite_hierarchical_zibb_a2_b1_p5
S100,rat,cat,0,1,0,1,0,0,1,0
S100,crocodile,firefly,0,1,0,0,0,0,1,1
S100,pony,bulldog,0,0,0,0,0,1,0,0
S100,bird,swan,0,1,0,0,0,1,1,0
S100,egret,ferret,1,1,0,0,1,0,1,1
S100,cat,fish,0,1,0,0,1,0,1,0
S100,shark,seal,0,1,0,1,1,0,1,0
S100,whale,toad,0,1,0,0,0,0,1,0
S100,dog,mouse,0,1,0,0,1,0,1,0
S100,bass,bee,0,0,0,0,0,1,0,0
S100,lemur,skunk,1,1,0,0,0,0,1,1
S100,cicada,worm,1,1,0,0,1,0,1,1
S100,cassowary,carpetbeetle,0,0,0,0,0,1,0,0
S100,bessbug,goldfish,0,0,0,0,0,1,0,0
S100,wildebeest,donkey,0,0,0,0,0,1,0,0
S100,hippopotamus,parakeet,0,1,0,0,0,0,1,0
S100,guineapig,chimpanzee,0,0,0,0,0,1,0,0
S100,axolotl,gecko,0,0,0,0,0,1,0,0
S100,kinkajou,chicken,0,0,0,0,0,1,0,0
S100,hawk,woodchuck,0,0,0,1,0,0,0,0
S100,skunk,warthog,1,1,0,0,0,0,1,1
S100,turtle,bobcat,0,0,0,0,0,1,0,0
S100,mouse,chinchilla,0,1,0,1,0,0,1,1
S100,shark,pig,0,1,0,0,0,0,0,0
S100,koala,newt,0,0,0,0,0,1,0,0
S100,zebu,elk,0,0,0,0,0,1,0,0
S100,dragonfly,porcupine,0,0,0,0,0,1,0,0
S100,lizard,squid,0,1,0,0,0,0,1,0
S100,tiger,camel,0,1,0,0,0,0,0,0
S100,lamb,millipede,0,0,0,0,0,1,0,0
S100,anteater,bobcat,0,1,0,0,0,0,1,1
S100,turtle,shrew,0,1,0,0,0,0,1,1
S100,whale,flamingo,0,1,0,0,0,0,1,0
S100,parrot,cat,0,1,0,0,1,0,1,0
S100,shark,aardvark,0,1,0,0,0,0,1,0
S100,flamingo,alligator,0,0,0,0,0,1,0,0
S100,cockatoo,seagull,0,0,0,0,0,1,0,0
S100,rat,mole,0,1,0,0,0,0,1,0
S100,jellyfish,toucan,0,0,0,0,0,1,0,0
S100,beetle,snail,1,1,0,0,0,0,1,1
S100,sealion,woodchuck,0,0,0,0,0,1,0,0
S100,prairiedog,wolf,0,1,0,0,0,0,1,0
S100,cougar,lion,0,1,0,1,1,0,1,0
S100,caterpillar,butterfly,0,1,0,0,1,0,1,1
S100,coyote,tiger,0,1,0,0,0,1,1,0
S100,komododragon,flea,1,1,0,0,1,0,1,1
S100,minnow,nutria,0,0,0,0,0,1,0,0
S100,squirrel,deer,0,1,1,0,0,0,1,0
S100,shark,penguin,0,1,0,0,0,0,1,0
S100,dolphin,orca,1,1,0,1,1,0,1,1
S100,bull,ox,1,1,0,1,0,0,1,1
S100,quahog,anchovy,0,0,0,0,0,1,0,0
S100,goat,llama,0,1,0,1,0,0,1,0
S100,ferret,bird,0,1,0,0,0,0,1,0
S100,komododragon,bug,0,0,0,0,0,1,0,0
S100,ferret,gecko,0,1,0,1,0,0,1,0
S100,coyote,cat,0,1,0,0,0,0,1,0
S100,shark,treefrog,0,0,0,0,0,1,0,0
S100,dolphin,leopard,0,1,0,0,0,1,1,0
S100,chicken,rooster,1,1,0,1,1,0,1,1
S100,giraffe,hippopotamus,0,1,1,1,1,0,1,1
S100,grasshopper,wren,1,1,0,0,1,0,1,1
S100,snake,panther,0,1,0,0,0,0,1,0
S100,whale,owl,0,1,0,0,0,0,1,0
S100,cassowary,arcticfox,0,0,0,0,0,1,0,0
S100,tapir,toucan,1,1,0,0,1,0,1,1
S100,jellyfish,ostrich,0,1,0,0,0,0,1,0
S100,chicken,bat,0,1,0,0,0,0,1,0
S100,dolphin,elephant,0,1,0,0,0,0,0,0
S100,salamander,gnat,1,1,0,0,0,0,1,1
S100,monkey,octopus,0,1,0,0,0,0,1,0
S100,firefly,millipede,0,0,0,0,0,0,1,0
S100,ape,lynx,0,0,0,0,0,1,0,0
S100,goat,sugarglider,0,0,0,0,0,1,0,0
S100,antelope,cuttlefish,0,0,0,0,0,1,0,0
S100,dog,mongoose,0,1,0,0,0,0,0,0
S100,sloth,crab,0,1,0,0,0,0,1,1
S100,dog,raccoon,0,1,0,0,0,0,1,0
S100,bat,squirrel,0,1,0,0,0,0,1,0
S100,tarantula,nightingale,1,0,0,0,0,0,0,0
S100,bluejay,sandshark,0,0,0,0,0,1,0,0
S100,ram,bull,1,1,0,0,0,0,1,1
S100,sealion,alligator,0,1,0,0,0,0,1,0
S100,coyote,owl,0,1,0,0,0,0,1,0
S100,starfish,worm,0,0,0,0,0,1,0,0
S100,llama,aardvark,1,1,0,0,0,0,1,0
S100,wolverine,ermine,1,1,0,1,0,0,1,1
S100,brownbear,leopard,1,1,0,0,0,0,1,1
S100,fly,butterfly,0,1,0,1,1,0,1,1
S100,budgie,rattlesnake,1,1,0,0,1,0,1,1
S100,lion,beaver,0,1,0,0,0,0,0,0
S100,rat,beaver,0,1,0,1,0,0,1,0
S100,mule,wolf,0,1,0,0,0,0,1,0
S100,macaque,alligator,1,1,0,0,0,0,1,1
S100,hawk,swordfish,0,0,0,0,0,1,0,0
S100,whale,octopus,0,1,0,1,0,0,1,0
S100,beaver,fox,0,1,0,0,0,0,1,0
S100,lion,mosquito,0,1,0,0,0,0,1,0
S100,adder,jaguar,0,0,0,0,0,1,0,0
S100,mosquito,trout,1,1,0,0,1,0,1,1
S100,dog,bird,0,1,0,0,0,0,1,0
S100,seagull,scorpion,0,0,0,0,0,1,0,0
S100,bat,chimpanzee,0,1,0,0,0,0,1,0
S100,porcupine,mole,0,1,0,0,0,0,1,1
S100,hippopotamus,elk,0,1,0,0,0,0,1,0
S100,whale,eel,0,1,0,0,0,0,1,0
S100,antelope,capuchin,0,0,0,0,0,1,0,0
S100,salamander,oyster,0,0,0,0,0,0,1,0
S100,chihuahua,sloth,0,0,0,0,0,1,0,0
S100,newt,marlin,0,0,0,0,0,1,0,0
S100,pony,tiger,0,1,0,0,0,0,1,0
S100,magpie,jackal,0,0,0,0,0,1,0,0
S100,lemur,bear,0,1,0,0,0,0,1,0
S100,turtle,hamster,0,1,0,1,0,0,1,0
S100,tasmaniandevil,alligator,0,0,0,0,0,1,0,0
S100,elephant,raccoon,0,1,0,0,0,0,1,0
S100,donkey,arcticfox,0,0,0,0,0,1,0,0
S100,turkey,whale,0,0,0,0,0,1,0,0
S100,clownfish,rattlesnake,0,1,0,0,0,0,1,0
S100,seagull,bear,0,1,0,0,0,0,1,0
S100,kingcobra,oyster,0,0,0,0,0,1,0,0
S100,chicken,ladybug,1,1,0,0,0,0,1,1
S100,ox,gorilla,0,1,0,0,0,0,1,0
S100,yak,dodo,1,0,0,0,0,0,0,0
S100,bluebird,mockingbird,1,1,0,0,1,0,1,1
S100,mantaray,steer,0,0,0,0,0,1,0,0
S100,tapir,parakeet,0,0,0,0,0,1,0,0
S100,snake,cockroach,0,0,0,0,0,0,0,1
S100,goldfish,cockroach,0,0,0,0,0,1,0,0
S100,platypus,squid,0,1,0,1,0,0,1,0
S100,cow,buffalo,0,1,0,0,0,0,0,0
S100,snake,parrot,0,1,0,0,0,0,1,0
S100,marmoset,chimpanzee,1,1,0,1,1,0,1,1
S100,lemur,orangutan,0,1,0,1,0,0,1,0
S100,elephant,gazelle,0,1,0,0,1,0,1,0
S100,antelope,cougar,0,1,0,0,0,0,1,0
S100,fawn,elk,1,1,0,1,0,0,1,1
S100,mink,cobra,0,0,0,0,0,1,0,0
S100,monkey,polarbear,0,1,0,0,0,0,1,0
S100,toucan,rabbit,0,0,0,0,0,1,0,0
S100,sheep,pig,0,1,0,1,0,0,1,0
S100,dinosaur,gnu,0,0,0,0,0,1,0,0
S100,vulture,deer,0,1,0,0,0,0,1,0
S100,rat,skunk,0,1,0,0,0,0,1,0
S100,wolverine,lynx,0,1,0,0,0,0,1,0
S100,turtle,eel,0,1,0,0,0,0,1,0
S100,cougar,puma,1,1,0,1,1,0,1,0
S100,capuchin,raptor,0,0,0,0,0,1,0,0
S100,bear,cod,1,1,0,1,0,0,1,1
S100,goat,cockroach,0,1,0,0,0,0,0,0
S100,woodchuck,mule,0,1,0,0,0,0,1,1
S100,oxen,buffalo,1,1,0,1,1,0,1,1
S100,bluewhale,mongoose,0,0,0,0,0,1,0,0
S100,seagull,crab,0,1,0,1,0,0,1,0
S100,cougar,owl,0,1,0,0,0,0,1,0
S100,salamander,dog,0,1,0,0,0,0,1,0
S100,cheetah,camel,0,1,0,0,0,0,1,0
S100,donkey,bull,0,1,0,0,0,0,1,0
S100,lion,octopus,0,0,0,0,0,1,0,0
S100,crow,raven,1,1,0,1,1,0,1,1
S100,iguana,hamster,0,1,0,0,0,0,1,0
S100,turkey,duck,1,1,0,1,0,0,1,1
S100,raccoon,armadillo,0,1,0,0,0,0,1,0
S100,cheetah,arcticfox,0,0,0,0,0,1,0,0
S100,canary,hyena,0,0,0,0,0,1,0,0
S100,ibis,octopus,0,1,0,0,0,0,1,1
S100,squid,panther,0,0,0,0,0,1,0,0
S100,peccary,pig,1,1,0,0,1,0,1,1
S100,warthog,marmot,0,0,0,0,0,1,0,0
S100,horse,ram,0,1,0,0,0,0,1,0
S100,snake,guineapig,0,1,0,0,0,0,1,0
S100,canary,spider,0,1,0,0,0,0,1,1
S100,walrus,rabbit,0,1,0,0,0,0,1,0
S100,elephant,wolf,0,1,0,0,0,0,1,0
S100,hippopotamus,ferret,0,1,0,0,0,0,1,0
S100,dog,mole,0,1,0,0,0,0,1,0
S100,hippopotamus,bat,0,1,0,0,0,0,1,0
S100,spidermonkey,wolf,1,1,0,0,0,0,1,1
S100,seagull,sparrow,0,1,0,0,1,0,1,0
S100,macaque,chimpanzee,0,1,0,1,0,0,0,0
S100,hyena,lion,0,1,0,0,0,0,1,0
S100,monkey,ape,1,1,0,1,0,0,1,1
S100,coyote,nutria,1,0,0,0,0,0,0,1
S100,eel,slug,1,1,0,1,0,0,1,1
S100,beluga,pitbull,0,0,0,0,0,1,0,0
S100,warthog,leopard,1,1,0,0,1,0,1,1
S100,komododragon,salmon,0,0,0,0,0,1,0,0
S100,monkey,mole,0,1,0,0,0,0,1,0
S100,parrot,koala,0,1,1,0,0,0,1,0
S100,ram,owl,0,1,0,0,0,0,1,1
S100,salamander,bee,0,1,0,0,0,0,1,1
S100,reindeer,bandicoot,0,0,0,0,0,1,0,0
S100,treefrog,swallow,0,0,0,0,0,1,0,0
S100,mountainlion,lynx,1,1,0,0,0,0,1,1
S100,ox,assassinbug,0,0,0,0,0,1,0,0
S100,elephant,giraffe,1,1,1,1,1,0,1,1
S100,rat,gopher,1,1,0,0,0,0,1,1
S100,dog,duck,0,1,0,0,0,0,0,0
S100,sloth,fox,0,1,0,0,0,0,1,0
S100,turtle,armadillo,0,1,0,0,0,0,1,0
S100,turtle,deer,0,0,0,0,0,1,0,0
S100,robin,rabbit,0,1,0,0,0,0,1,0
S100,cheetah,serval,1,1,0,1,0,0,1,1
S100,prairiedog,koala,0,1,0,0,0,0,1,0
S100,ocelot,panther,0,1,0,1,1,0,1,0
S100,rat,mouse,1,1,1,1,1,0,1,1
S100,seal,whale,0,1,0,1,0,0,1,0
S100,horse,donkey,0,1,0,1,1,0,1,0
S100,zebra,puma,0,1,0,0,0,0,1,0
S100,weasel,ermine,1,1,0,1,1,0,1,1
S100,groundhog,camel,0,0,0,0,0,1,0,0
S100,dingo,monkey,0,1,0,0,0,0,1,0
S100,giraffe,penguin,0,1,0,1,0,0,1,0
S100,scottishshetland,gorilla,0,0,0,0,0,1,0,0
S100,emu,aardvark,0,1,0,1,0,0,1,1
S100,eel,octopus,0,1,0,1,0,0,1,0
S100,newt,frog,1,1,0,0,0,0,1,1
S100,iguana,opossum,1,1,0,0,0,0,1,1
S100,dolphin,walrus,0,1,0,1,0,0,1,0
S100,jackrabbit,chipmunk,0,0,0,0,0,1,0,0
S100,coyote,chicken,0,1,0,0,0,0,1,0
S100,dog,lizard,0,1,0,0,0,0,1,0
S100,mantis,vole,0,0,0,0,0,1,0,0
S100,lark,finch,1,1,0,0,1,0,1,0
S100,giraffe,camel,0,1,0,0,0,0,1,0
S100,spider,hornet,1,1,0,0,0,0,1,1
S100,seagull,goose,0,1,0,1,0,0,1,0
S100,pigeon,finch,0,1,0,1,1,0,1,1
S100,muskrat,puppy,0,0,0,0,0,1,0,0
S100,beaver,walrus,0,1,0,0,0,0,1,0
S100,dragonfly,snake,0,0,0,0,0,1,0,0
S100,panda,mouse,0,1,0,0,0,0,1,0
S100,leopard,fox,0,1,0,1,0,0,1,0
S100,bobcat,wolf,1,1,0,0,0,0,1,1
S100,velociraptor,duck,0,0,0,0,0,0,1,0
S100,flamingo,swan,0,1,0,0,0,0,1,0
S100,otter,whale,0,1,0,1,0,0,1,0
S100,bass,goby,1,1,0,0,1,0,1,1
S100,swan,frog,0,1,0,0,0,0,1,0
S100,canary,toucan,0,1,0,1,0,0,1,1
S100,tasmaniandevil,mountainlion,0,0,0,0,0,1,0,0
S100,mountainlion,cougar,0,0,0,1,0,0,0,0
S100,graywolf,donkey,1,0,0,0,0,0,0,0
S100,lemur,moose,0,1,0,0,0,0,1,0
S100,piranha,barracuda,1,1,0,0,1,0,1,1
S100,spidermonkey,scorpion,0,0,0,0,0,1,0,0
S100,deer,buffalo,0,1,0,1,0,0,1,1
S100,elephant,tiger,0,1,0,0,0,0,1,0
S100,shark,turtle,0,1,0,0,0,0,1,0
S100,whaleshark,zebra,0,0,0,0,0,1,0,0
S100,chipmunk,weasel,0,1,0,0,0,0,1,0
S100,boaconstrictor,grasshopper,0,0,0,0,0,1,0,0
S100,eagle,bear,0,1,0,0,0,0,1,0
S100,spider,ant,1,1,0,1,1,0,1,1
S100,hawk,tiger,0,1,0,0,0,0,1,0
S100,alpaca,lynx,0,0,0,0,0,1,0,0
S100,turtle,snail,0,1,0,0,0,0,1,0
S100,swallow,aardvark,0,0,0,0,0,1,0,0
S100,prairiedog,buzzard,0,0,0,0,0,1,0,0
S100,jaguar,penguin,0,0,0,0,0,1,0,0
S100,fly,terrier,0,0,0,0,0,1,0,0
S100,gnat,orangutan,0,0,0,0,0,1,0,0
S100,zebra,guineapig,0,1,0,0,0,0,1,0
S100,nakedmolerat,seal,0,0,0,0,0,1,0,0
S100,bird,lion,0,1,0,0,0,0,1,0
S100,snail,panther,0,0,0,0,0,1,0,0
S100,horse,alligator,0,1,0,0,0,0,0,0
S100,cobra,viper,0,1,0,0,0,0,0,0
S100,skunk,deer,0,1,0,1,0,0,1,0
S100,crow,ox,0,1,0,0,0,0,1,0
S100,mule,cow,0,1,0,0,0,0,1,0
S100,komododragon,panda,0,1,0,0,0,0,1,0
S100,shark,swordfish,0,1,0,0,0,0,1,0
S100,shark,bass,0,1,0,0,0,0,1,1
S100,orangutan,chimpanzee,0,1,0,1,0,0,1,1
S100,rhinoceros,lion,0,1,0,0,0,0,1,0
S100,eagle,penguin,0,1,0,0,0,0,1,0
S100,hawk,pufferfish,1,1,0,0,0,0,1,1
S100,crocodile,alligator,1,1,0,1,1,0,1,1
S100,eagle,flamingo,0,1,0,1,0,0,1,0
S100,cheetah,penguin,0,1,1,0,0,0,1,0
S100,snake,rabbit,0,1,0,0,0,0,1,0
S100,turtle,greatwhiteshark,0,0,0,0,0,1,0,0
S100,wolf,penguin,0,1,0,0,0,0,0,0
S100,whale,walrus,0,1,0,0,0,0,1,0
S100,eel,lobster,0,1,0,1,1,0,1,0
S100,hyena,jackal,1,1,0,1,0,0,1,0
S100,pigeon,squirrel,0,1,0,0,0,0,1,0
S100,crocodile,cheetah,0,1,0,0,0,0,1,0
S100,hippopotamus,macaque,0,0,0,0,0,0,0,1
S100,donkey,pig,0,1,0,0,0,0,1,0
S100,hamster,fox,0,1,0,0,0,0,1,0
S100,human,eel,1,0,0,0,0,0,0,0
S100,skunk,rabbit,0,1,0,0,0,0,1,0
S100,giraffe,zebra,0,1,1,1,1,0,1,1
S100,lamb,owl,0,0,0,0,0,1,0,0
S100,lamb,sheep,1,1,1,1,1,0,1,1
S100,seagull,hawk,0,1,0,0,0,0,1,0
S100,sheep,chicken,0,1,0,1,0,0,1,0
S100,dove,goose,0,1,0,1,0,0,1,0
S100,porcupine,raccoon,0,1,0,1,1,0,1,0
S100,shark,clownfish,0,1,0,0,1,0,1,0
S100,cardinal,oriole,1,1,0,1,0,0,1,1
S100,nutria,wolf,0,1,0,0,0,0,1,1
S100,quahog,canary,0,0,0,0,0,1,0,0
S100,gull,mongoose,0,0,0,0,0,1,0,0
S100,kitten,dog,0,1,0,1,0,0,1,1
S100,bear,bluewhale,0,0,0,0,0,1,0,0
S100,whale,finch,0,1,0,0,0,0,1,0
S100,hamster,camel,0,1,0,0,0,0,1,0
S100,ant,squirrel,0,1,0,0,0,0,1,0
S100,lion,deer,0,1,0,0,0,0,1,0
S100,cardinal,parakeet,0,0,0,0,0,1,0,0
S100,bee,ant,0,1,0,1,1,0,1,1
S100,guineapig,lobster,1,1,0,1,0,0,1,1
S100,ostrich,turkey,0,1,0,0,0,0,1,0
S100,orca,whale,0,1,0,0,0,0,1,0
S100,llama,alpaca,0,1,0,1,1,0,1,1
S100,hare,chimpanzee,0,1,0,0,0,0,1,1
S100,scottishshetland,anteater,0,0,0,0,0,1,0,0
S100,sheep,bull,0,1,0,0,0,0,1,0
S100,chipmunk,skunk,0,1,0,1,0,0,1,0
S100,terrier,tiger,0,0,0,0,0,1,0,0
S100,skunk,tiger,0,1,0,0,0,0,1,0
S100,spider,beetle,0,1,0,1,0,0,1,0
S100,dingo,capybara,0,1,0,0,0,0,1,0
S100,shark,bat,0,1,0,0,0,0,1,0
S100,lobster,shrimp,1,1,0,1,1,0,1,1
S100,flamingo,chinchilla,0,0,0,0,0,1,0,0
S100,polarbear,marmoset,0,0,0,0,0,1,0,0
S100,eagle,hummingbird,0,1,0,0,0,0,1,0
S100,anaconda,wolverine,1,1,0,0,1,0,1,0
S100,bee,mosquito,0,1,0,0,0,0,1,1
S100,goose,horse,0,1,0,0,0,0,1,0
S100,elephant,bat,0,1,0,0,1,0,1,0
S100,sealion,manatee,0,0,0,1,0,0,0,0
S100,mule,bandicoot,1,1,0,0,0,0,1,1
S100,lion,tiger,1,1,1,1,1,0,1,1
S100,bird,rabbit,0,1,1,0,0,0,1,0
S100,seal,pig,0,0,0,0,0,1,0,0
S100,rat,lion,0,1,0,0,0,0,0,0
S100,wren,finch,1,1,0,0,1,0,1,1
S100,peacock,swan,0,1,0,0,0,0,1,1
S100,anteater,lamb,0,1,0,0,0,0,1,0
S100,parrot,squirrel,0,1,0,0,0,0,1,0
S100,squirrel,meerkat,0,1,0,0,0,0,1,0
S100,python,cobra,1,1,0,1,1,0,1,1
S100,isopod,cricket,1,1,0,0,1,0,1,1
S100,giraffe,panther,0,1,0,0,0,0,0,0
S100,beaver,raccoon,1,1,0,0,0,0,1,1
S100,leopard,panther,0,1,0,1,0,0,1,1
S100,narwhal,seal,0,1,0,0,0,0,1,0
S100,dolphin,catfish,1,1,0,0,1,0,1,1
S100,jellyfish,platypus,0,1,0,1,0,0,1,0
S100,rat,rabbit,0,1,0,1,0,0,1,0
S100,chipmunk,gorilla,0,1,0,0,0,0,1,0
S100,eel,worm,0,1,0,0,0,0,1,0
S100,donkey,cat,0,1,0,0,0,0,1,0
S100,dingo,dodo,0,1,0,0,1,0,1,1
S100,dingo,raptor,0,0,0,0,0,1,0,0
S100,terrier,squirrel,0,0,0,0,0,1,0,0
S100,dog,otter,0,1,0,0,0,0,1,0
S100,platypus,eagle,0,1,0,0,0,0,1,0
S100,daddylonglegs,mosquito,1,1,0,0,1,0,1,1
S100,crow,rooster,0,1,0,0,0,0,1,0
S100,platypus,dog,0,1,0,0,0,0,1,0
S100,peccary,magpie,0,0,0,0,0,1,0,0
S100,spider,bee,0,1,0,1,0,0,1,0
S100,zebra,horse,0,1,1,1,1,0,1,1
S100,tortoise,honeybadger,0,0,0,0,0,1,0,0
S100,raccoon,serval,1,1,0,0,0,0,1,1
S100,possum,skunk,0,1,0,0,0,0,1,0
S100,cattle,raccoon,1,1,0,0,1,0,1,1
S100,cheetah,kangaroo,0,1,0,0,0,0,1,0
S100,turtle,human,1,0,0,0,0,0,0,1
S100,shrimp,crab,0,1,0,1,0,0,1,0
S100,dingo,kangaroo,1,1,0,1,0,0,1,1
S100,eagle,squirrel,0,1,0,0,0,0,1,0
S100,lizard,vulture,0,1,0,0,0,0,1,0
S100,goose,robin,0,1,0,1,0,0,1,0
S100,bird,hamster,0,1,0,0,0,0,1,0
S100,antelope,mockingbird,0,0,0,0,0,1,0,0
S100,lion,penguin,0,1,1,0,1,0,1,0
S100,hawk,nutria,0,0,0,0,0,1,0,0
S100,spider,lizard,0,1,0,0,0,0,1,0
S100,rat,nutria,0,1,0,0,0,0,1,1
S100,horse,mule,0,1,0,1,1,0,1,0
S100,kitten,puppy,1,1,0,0,1,0,1,1
S100,goat,alpaca,0,1,0,0,0,0,1,1
S100,seagull,bat,0,1,0,0,0,0,1,0
S100,bird,squirrel,0,1,0,0,0,0,1,0
S100,magpie,hen,0,0,0,0,0,1,0,0
S100,mountainlion,gerbil,0,0,0,0,0,1,0,0
S100,reindeer,finch,1,1,0,0,0,0,1,1
S100,zebra,quail,0,1,0,0,0,0,1,0
S100,wolverine,tiger,0,1,0,0,0,0,0,0
S100,dolphin,narwhal,0,0,0,1,0,0,0,0
S100,skunk,camel,0,1,0,0,0,0,1,0
S100,python,sloth,1,1,0,0,0,0,1,1
S100,koala,duck,0,1,0,0,0,0,1,0
S100,dolphin,octopus,0,1,0,0,0,0,1,1
S100,seagull,gecko,0,1,0,0,0,1,1,0
S100,bat,owl,0,1,0,0,0,0,1,0
S100,sheep,deer,0,1,0,0,0,0,1,0
S100,hog,monkey,0,1,0,0,0,0,1,0
S100,millipede,centipede,1,1,0,1,1,0,1,1
S100,elephant,sheep,0,1,0,0,0,0,1,0
S100,baboon,pig,0,1,0,0,0,0,1,0
S100,rooster,mole,0,1,0,0,0,0,1,0
S100,waterbear,lizard,1,1,0,0,0,0,1,1
S100,eagle,owl,0,1,0,1,1,0,1,1
S100,horse,sparrow,0,1,0,0,0,0,0,0
S100,parrot,condor,0,0,0,0,0,1,0,0
S100,flamingo,stingray,1,1,0,0,0,0,1,1
S100,elephant,emu,0,1,0,0,0,0,1,0
S100,dolphin,squid,0,1,0,1,0,0,1,0
S100,chihuahua,marlin,0,0,0,0,0,1,0,0
S100,coyote,rat,0,1,0,0,0,0,1,0
S100,weasel,wolf,0,1,0,0,0,0,1,0
S100,bat,aardvark,0,1,0,0,0,0,1,0
S100,beluga,raccoon,0,0,0,0,0,1,0,0
S100,goldfish,shark,0,1,0,0,0,0,1,0
S100,pheasant,flamingo,0,1,0,0,0,0,1,0
S100,elephant,fox,0,1,0,0,0,0,1,0
S100,peccary,horse,0,0,0,0,0,1,0,0
S100,peccary,baldeagle,0,0,0,0,0,1,0,0
S100,possum,cattle,0,0,0,0,0,1,0,0
S100,dingo,koala,0,1,0,1,0,0,1,1
S100,salamander,hummingbird,1,0,0,0,0,0,0,0
S100,moose,anchovy,0,0,0,0,0,1,0,0
S100,llama,cougar,0,1,0,0,0,0,1,0
S100,tick,cottonmouth,0,0,0,0,0,1,0,0
S100,tasmaniandevil,caterpillar,0,0,0,0,0,1,0,0
S100,capybara,flamingo,0,0,0,1,0,0,0,0
S100,monkey,frog,0,1,0,0,0,0,1,0
S100,prairiedog,liger,0,0,0,0,0,1,0,0
S100,monitor,alligator,0,0,0,0,0,1,0,0
S100,hyena,wolf,0,1,0,1,0,0,1,0
S100,squid,clownfish,0,1,0,0,0,0,1,0
S100,bear,turkey,0,1,0,0,0,0,0,0
S100,snake,duck,0,1,0,0,0,0,1,0
S100,horse,reindeer,0,1,0,0,0,0,1,0
S100,turtle,beaver,0,1,0,1,0,0,1,1
S100,flea,pika,0,0,0,0,0,1,0,0
S100,crow,toad,0,1,0,0,0,0,1,0
S100,rhinoceros,toad,0,1,0,0,0,0,1,0
S100,toucan,hornet,0,0,0,0,0,1,0,0
S100,hippopotamus,whale,0,1,0,0,0,0,1,0
S100,guineapig,vole,0,1,0,0,0,0,1,0
S100,emu,owl,0,1,0,0,0,0,1,0
S100,beaver,wombat,0,1,0,0,0,0,1,0
S100,fawn,tiger,0,1,0,0,0,0,1,0
S100,zebra,tiger,0,1,1,1,0,0,1,0
S100,dinosaur,turtle,0,0,0,0,0,1,0,0
S100,rhinoceros,beaver,0,1,0,0,0,0,1,0
S100,bat,frog,0,1,0,0,0,0,1,0
S100,bird,turkey,0,1,0,0,0,0,1,0
S100,mink,skunk,0,1,0,0,0,0,1,1
S100,rhinoceros,platypus,0,1,0,0,0,0,1,0
S100,clam,howlermonkey,0,0,0,0,0,1,0,0
S100,ant,capuchin,0,0,0,0,0,1,0,0
S100,dingo,jackal,1,1,0,1,1,0,1,1
S100,swallow,fox,0,1,0,0,0,0,1,0
S100,crow,donkey,0,1,0,0,0,0,1,0
S100,kangaroo,capybara,0,0,0,1,0,0,0,1
S100,gerbil,pig,0,1,0,0,0,0,0,0
S100,cow,boar,0,1,0,0,0,0,1,0
S100,wren,rabbit,1,1,0,0,0,0,1,1
S100,hammerheadshark,toad,0,0,0,0,0,1,0,0
S100,oyster,dog,1,1,0,0,1,0,0,0
S100,lion,fox,0,1,0,0,0,0,1,0
S100,seagull,eagle,0,0,0,0,0,1,0,0
S100,weasel,mouse,0,1,0,0,0,0,1,0
S100,cheetah,giraffe,0,1,0,1,0,0,1,0
S100,hippopotamus,hyena,0,1,0,0,0,0,1,0
S100,crow,condor,1,1,0,1,0,0,1,1
S100,rhinoceros,elephant,0,1,0,1,0,0,1,1
S100,turtle,vulture,1,1,0,0,0,0,1,1
S100,dolphin,seal,0,1,0,1,0,0,1,0
S100,dinosaur,monitor,0,0,0,0,0,1,0,0
S100,minnow,cougar,0,0,0,0,0,1,0,0
S100,lion,polarbear,0,1,0,0,0,0,1,0
S100,sparrow,finch,1,1,0,1,0,0,1,1
S100,turkey,rabbit,0,1,0,0,0,0,1,0
S100,elephant,kangaroo,0,1,0,0,1,0,1,0
S100,guineapig,chinchilla,0,1,0,1,0,0,1,1
S100,panda,toucan,0,1,0,0,0,0,1,1
S100,dog,rooster,0,1,0,0,0,0,1,0
S100,heron,mountainlion,1,1,0,0,1,0,1,1
S100,hyena,isopod,0,0,0,0,0,1,0,0
S100,cardinal,sparrow,0,0,0,0,0,1,0,0
S100,ferret,cow,0,1,0,0,0,0,1,0
S100,cockatoo,cow,0,0,0,0,0,1,0,0
S100,eagle,toucan,1,1,0,0,0,0,1,1
S100,baboon,gerbil,0,1,0,0,0,1,1,1
S100,goose,capybara,0,1,0,0,0,0,1,1
S100,coyote,mountainlion,0,1,0,0,0,0,1,0
S100,polarbear,chimpanzee,0,1,0,0,0,0,1,0
S100,tortoise,toad,1,1,0,1,1,0,1,1
S100,parrot,chimpanzee,0,1,0,0,0,0,1,0
S100,pony,bird,0,1,0,0,0,0,1,1
S100,bass,oyster,0,0,0,0,0,1,0,0
S100,redpanda,blowfish,0,0,0,0,0,1,0,0
S100,kitten,graywolf,1,0,0,0,0,0,0,0
S100,bear,polarbear,0,1,1,0,0,0,1,1
S100,condor,rabbit,0,1,0,0,0,0,1,0
S100,persian,bunny,1,1,0,0,1,0,1,1
S100,guineapig,budgie,0,0,0,0,0,1,0,0
S100,jaguar,frog,0,1,0,0,0,0,1,0
S100,lizard,camel,0,1,0,1,0,0,1,1
