subj,node1,node2,s2017_uinvite_hierarchical_bb_a1_b1,s2017_rw,s2017_fe,s2017_goni,s2017_chan,s2017_kenett,s2017_uinvite_flat,s2017_uinvite_hierarchical_zibb_a2_b1_p5
S100,orangutan,gorilla,1,1,0,1,1,0,1,1
S100,bird,tiger,0,1,0,0,0,0,0,0
S100,dormouse,eel,1,1,0,0,0,0,1,1
S100,bluejay,mosquito,0,0,0,0,0,1,0,0
S100,ostrich,hamster,0,1,0,0,0,0,1,0
S100,bee,donkey,0,1,0,0,0,0,1,0
S100,sparrow,owl,0,1,0,1,0,0,1,1
S100,cobra,badger,0,0,0,0,0,1,0,0
S100,shark,rooster,0,0,0,0,0,1,0,0
S100,antelope,rabbit,0,1,0,0,0,0,1,0
S100,narwhal,orca,0,1,0,1,1,0,1,0
S100,sealion,starfish,1,1,0,0,0,0,1,1
S100,seal,owl,0,1,0,0,0,0,1,0
S100,bear,penguin,0,1,0,0,0,0,1,0
S100,zebu,marmot,0,0,0,0,0,1,0,0
S100,seahorse,mule,0,0,0,0,0,0,0,1
S100,cardinal,squid,0,0,0,0,0,0,0,1
S100,anteater,koala,0,1,0,0,0,0,1,0
S100,pteordactyl,budgie,0,0,0,0,0,1,0,0
S100,cat,rabbit,0,1,0,0,0,0,1,0
S100,elephant,monkey,0,1,0,0,0,0,1,0
S100,hippopotamus,gazelle,0,1,0,0,0,0,1,0
S100,bengaltiger,bronco,1,1,0,0,0,0,1,1
S100,chicken,hen,0,1,0,0,0,0,1,1
S100,koi,isopod,0,0,0,0,0,1,0,0
S100,canary,parrot,1,1,0,1,0,0,1,1
S100,koi,hornet,0,0,0,0,0,1,0,0
S100,anaconda,adder,1,1,0,0,0,1,1,1
S100,elephant,parrot,0,1,0,0,0,0,1,0
S100,guineapig,conure,0,0,0,0,0,1,0,0
S100,beaver,rabbit,0,1,0,0,0,0,1,0
S100,iguana,hippopotamus,0,1,0,0,0,0,1,0
S100,goat,goose,0,1,0,0,0,0,1,0
S100,cockroach,scorpion,1,1,0,1,1,0,1,1
S100,daddylonglegs,rhinoceros,0,0,0,0,0,1,0,0
S100,seagull,frog,0,1,0,0,0,1,1,0
S100,fly,crane,1,1,0,0,1,0,1,1
S100,canary,monkey,0,1,0,0,0,0,1,0
S100,bee,nightingale,1,1,0,0,1,0,1,1
S100,porcupine,beaver,0,1,0,0,0,0,1,1
S100,swan,penguin,0,1,0,0,0,0,1,0
S100,robin,assassinbug,0,0,0,0,0,1,0,0
S100,mantis,parrot,0,0,0,0,0,1,0,0
S100,bird,owl,0,1,0,0,0,0,1,0
S100,hare,weasel,0,1,0,0,0,0,1,0
S100,dog,sparrow,0,1,0,0,0,0,1,0
S100,raccoon,owl,0,1,0,0,0,0,1,0
S100,groundhog,raccoon,0,1,0,0,0,0,1,0
S100,orca,beaver,0,0,0,0,0,1,0,0
S100,panther,trout,0,0,0,0,0,1,0,0
S100,redfox,squid,0,0,0,0,0,1,0,0
S100,sparrow,pig,0,1,0,0,0,0,1,0
S100,tiger,fox,0,1,1,0,0,0,1,0
S100,fly,cockroach,1,1,0,0,0,0,1,1
S100,pigeon,deer,0,1,0,0,0,0,1,0
S100,raptor,robin,1,1,0,0,1,0,1,1
S100,peacock,crocodile,0,0,0,0,0,1,0,0
S100,boaconstrictor,sloth,0,0,0,0,0,1,0,0
S100,dinosaur,lark,0,0,0,0,0,1,0,0
S100,turtle,lemur,0,1,0,0,0,0,1,0
S100,treefrog,eagle,0,0,0,1,0,0,0,0
S100,komododragon,gecko,0,1,0,0,0,0,1,0
S100,orangutan,buffalo,0,1,0,0,0,0,1,0
S100,quahog,platypus,1,1,0,0,1,0,1,1
S100,baboon,puma,1,0,0,0,0,0,0,0
S100,heron,sugarglider,0,0,0,0,0,1,0,0
S100,giraffe,snake,0,1,0,0,0,0,1,0
S100,shark,mantaray,0,1,0,0,0,0,1,0
S100,beaver,mole,0,1,0,1,0,0,1,0
S100,goose,tiger,0,1,1,0,0,0,1,0
S100,capybara,hen,0,0,0,0,0,1,0,0
S100,skunk,bear,0,1,0,0,0,0,1,0
S100,shark,marmoset,0,0,0,0,0,1,0,0
S100,peccary,lizard,0,0,0,0,0,1,0,0
S100,giraffe,gerbil,0,1,0,0,0,0,1,0
S100,duckling,marmot,0,0,0,0,0,1,0,0
S100,zebra,polarbear,0,1,0,0,0,0,1,0
S100,salamander,turtle,0,1,0,1,0,0,1,0
S100,zebra,yak,0,1,0,0,0,0,1,1
S100,jellyfish,stingray,0,1,0,0,0,0,1,1
S100,manx,leopard,0,0,0,0,0,1,0,0
S100,zebra,lion,0,1,1,1,0,0,1,0
S100,gazelle,moose,0,1,0,0,0,0,1,0
S100,fish,pig,0,1,0,0,0,0,1,0
S100,hog,boar,1,1,0,1,0,0,1,1
S100,horse,bear,0,1,0,0,0,0,1,0
S100,canary,dormouse,1,1,0,0,0,0,1,1
S100,cat,armadillo,0,1,0,0,0,0,1,0
S100,elephant,koala,0,1,0,0,0,0,1,0
S100,cheetah,lion,0,1,1,1,1,0,1,0
S100,dragonfly,goose,0,0,0,0,0,1,0,0
S100,dog,chicken,0,1,0,0,0,0,1,0
S100,chicken,toad,0,1,0,0,0,0,1,0
S100,hammerheadshark,parakeet,0,0,0,0,0,1,0,0
S100,ibis,goby,0,0,0,0,0,1,0,0
S100,nutria,deer,1,1,0,0,0,0,1,1
S100,otter,beaver,0,1,0,1,0,0,1,1
S100,parrot,ostrich,0,1,0,0,0,0,1,0
S100,orca,polarbear,0,0,0,0,0,1,0,0
S100,mouse,raccoon,0,1,0,0,0,0,1,0
S100,anaconda,spermwhale,0,0,0,0,0,0,0,1
S100,tuna,bear,1,0,0,0,0,0,0,0
S100,mountainlion,leopard,1,1,0,1,1,0,1,0
S100,shark,jellyfish,0,1,0,1,0,0,1,0
S100,ibex,gorilla,0,1,0,0,0,0,1,1
S100,canary,puppy,0,0,0,0,0,1,0,0
S100,elephant,chihuahua,0,1,0,0,1,0,1,1
S100,chicken,ram,0,0,0,0,0,1,0,0
S100,salmon,squid,1,1,0,1,0,0,1,0
S100,magpie,frog,0,1,0,0,0,0,1,1
S100,velociraptor,alligator,1,1,0,0,1,0,1,1
S100,monkey,slug,0,1,0,0,0,0,1,1
S100,monkey,koala,0,1,0,0,0,0,1,0
S100,bonobo,squid,1,0,0,1,0,0,0,0
S100,wildebeest,cat,0,1,0,0,0,0,1,0
S100,mussel,clam,0,1,0,1,1,0,1,0
S100,gnat,mosquito,1,1,0,1,1,0,1,1
S100,guineapig,rabbit,0,1,0,1,0,0,1,0
S100,spider,bear,0,1,0,0,0,0,1,0
S100,cat,gorilla,0,1,0,0,0,0,1,0
S100,bird,fox,0,1,0,0,0,0,1,0
S100,panda,tortoise,0,1,0,0,0,0,1,0
S100,hawk,sparrow,0,1,0,1,0,0,1,0
S100,spider,tarantula,0,1,0,0,0,0,1,0
S100,brownbear,polarbear,0,0,0,1,0,0,0,0
S100,fly,seal,0,1,0,0,0,0,1,0
S100,rhinoceros,stallion,0,0,0,0,0,1,0,0
S100,buzzard,deer,1,1,0,0,1,0,1,1
S100,eagle,blueheron,1,1,0,1,1,0,1,1
S100,otter,alligator,0,1,0,0,0,0,1,0
S100,orca,camel,1,0,0,0,0,0,0,0
S100,turtle,cat,0,1,0,0,0,0,1,0
S100,labradorretriever,poodle,1,1,0,0,1,0,1,1
S100,squirrel,fox,0,1,0,0,0,0,1,0
S100,tuna,bluewhale,0,0,0,0,0,1,0,0
S100,boaconstrictor,howlermonkey,0,0,0,0,0,1,0,0
S100,hippopotamus,horse,0,1,0,0,0,0,1,0
S100,bear,hamster,0,1,1,0,0,0,1,0
S100,squirrel,owl,0,1,0,0,0,0,1,0
S100,grizzlybear,tiger,0,1,0,0,0,0,0,0
S100,goldfish,hamster,0,1,0,1,0,0,1,0
S100,monitor,flamingo,0,0,0,0,0,1,0,0
S100,tapir,marlin,1,1,0,0,0,0,1,1
S100,spider,duck,0,0,0,0,0,1,0,0
S100,parrot,gnu,1,1,0,0,1,0,1,1
S100,coyote,bonobo,1,1,0,0,0,0,1,1
S100,donkey,tiger,0,0,0,0,0,1,0,0
S100,bear,lion,0,1,0,1,1,0,1,0
S100,antelope,elk,0,1,0,0,0,0,1,0
S100,salmon,trout,1,1,0,1,1,0,1,1
S100,chihuahua,chipmunk,0,0,0,0,0,1,0,0
S100,hummingbird,lark,0,0,0,0,0,1,0,0
S100,velociraptor,kangaroo,0,0,0,0,0,1,0,0
S100,tapir,hammerheadshark,0,0,0,0,0,1,0,0
S100,canary,pig,0,0,0,0,0,1,0,0
S100,gnu,rabbit,1,1,0,0,1,0,1,1
S100,fawn,antelope,0,1,0,1,1,0,1,1
S100,zebra,gerbil,0,1,0,0,0,0,1,0
S100,velociraptor,chicken,0,0,0,0,0,1,0,0
S100,quahog,rabbit,1,1,0,0,1,0,1,1
S100,groundhog,duck,0,1,0,0,0,0,1,0
S100,salamander,lizard,0,1,0,1,0,0,1,0
S100,lizard,gorilla,0,1,0,0,0,0,0,0
S100,goat,rabbit,0,1,0,0,0,0,1,0
S100,seahorse,stingray,0,0,0,0,0,1,0,0
S100,horse,chicken,0,1,0,0,0,0,1,0
S100,peacock,redfox,0,0,0,0,0,1,0,0
S100,crocodile,hawk,0,1,0,0,0,0,1,0
S100,crow,starfish,0,0,0,0,0,1,0,0
S100,salmon,chinchilla,0,0,0,0,0,1,0,0
S100,rooster,rabbit,0,1,0,0,0,0,1,0
S100,seagull,cow,0,0,0,0,0,1,0,0
S100,tortoise,aardvark,0,1,0,0,0,0,1,0
S100,seal,polarbear,0,1,0,1,0,0,1,0
S100,lemur,jaguar,0,1,0,0,0,0,1,0
S100,blackbear,cobra,0,1,0,0,0,0,1,0
S100,spider,cockroach,0,1,0,1,1,0,1,0
S100,chicken,turkey,1,1,0,1,1,0,1,1
S100,blackbear,isopod,0,0,0,0,0,1,0,0
S100,crow,eagle,0,0,0,1,0,0,0,0
S100,walrus,lobster,0,1,0,0,0,0,1,0
S100,possum,deer,0,1,0,0,0,0,1,0
S100,cardinal,condor,1,1,0,1,0,0,1,1
S100,cardinal,alpaca,0,0,0,0,0,1,0,0
S100,boar,fish,0,1,0,0,0,0,1,1
S100,woodpecker,duck,1,1,0,0,1,0,1,1
S100,lemur,marmot,1,1,0,0,0,0,1,1
S100,starfish,trout,0,0,0,0,0,1,0,0
S100,clownfish,lobster,0,1,0,0,0,0,1,0
S100,hippopotamus,rooster,0,1,0,0,0,0,1,0
S100,boar,pig,0,1,0,1,1,0,1,0
S100,prairiedog,chicken,0,1,0,0,0,0,1,0
S100,carp,pig,0,0,0,0,0,1,0,0
S100,mantaray,falcon,0,0,0,0,0,1,0,0
S100,pheasant,quail,1,1,0,0,0,0,1,1
S100,cougar,whale,0,1,0,0,0,0,1,0
S100,squid,shrimp,0,1,0,0,0,0,1,1
S100,crocodile,tiger,0,1,0,0,0,0,1,0
S100,flamingo,parakeet,0,0,0,0,0,1,0,0
S100,persian,hornet,0,0,0,0,0,1,0,0
S100,shark,camel,0,1,0,0,0,0,1,0
S100,elephant,meerkat,0,1,0,0,0,0,1,0
S100,pigeon,sheep,0,0,0,0,0,1,0,0
S100,rat,squirrel,0,1,0,0,0,0,1,0
S100,sheep,lion,0,1,0,0,0,0,1,0
S100,cheetah,leopard,1,1,0,1,0,0,1,1
S100,goat,graywolf,1,1,0,0,1,0,1,1
S100,caterpillar,ant,1,1,0,0,0,0,1,1
S100,dingo,wallaby,1,1,0,1,0,0,1,1
S100,rat,cow,0,1,0,0,0,0,1,0
S100,elephant,cat,0,1,0,0,0,0,1,0
S100,jaguar,puma,0,1,0,1,0,0,1,0
S100,pheasant,maltese,0,0,0,0,0,1,0,0
S100,rat,hamster,0,1,0,1,1,0,1,1
S100,lamb,goat,0,1,0,1,0,0,1,1
S100,honeybadger,lion,0,0,0,0,0,1,0,0
S100,salmon,dormouse,0,0,0,0,0,1,0,0
S100,oyster,baboon,0,0,0,0,0,1,0,0
S100,lamb,skunk,0,1,0,0,0,0,1,0
S100,zebra,whale,0,1,0,0,0,0,1,0
S100,groundhog,marmoset,0,1,0,0,0,0,1,1
S100,swallow,flamingo,0,1,0,0,0,0,1,0
S100,gazelle,dog,0,1,0,0,0,0,1,0
S100,terrier,bulldog,1,1,0,0,1,0,1,1
S100,capybara,meerkat,1,1,0,0,1,0,1,1
S100,dog,gorilla,0,1,0,0,0,0,0,0
S100,elephant,snake,0,1,0,0,0,0,1,0
S100,giraffe,koala,0,1,0,0,0,0,1,0
S100,mussel,pig,0,0,0,0,0,1,0,0
S100,gerbil,rabbit,0,1,0,1,0,0,1,0
S100,hare,shrew,0,1,0,0,1,0,1,0
S100,squirrel,mouse,0,1,0,0,0,0,1,0
S100,emu,lion,0,1,0,0,0,0,1,0
S100,pelican,penguin,0,1,0,1,1,0,1,0
S100,swallow,polarbear,0,0,0,0,0,1,0,0
S100,spider,carpetbeetle,1,1,0,0,0,0,1,1
S100,dove,stallion,0,0,0,0,0,1,0,0
S100,spermwhale,gerbil,0,0,0,0,0,1,0,0
S100,reindeer,moose,0,1,0,1,0,0,1,0
S100,shark,polarbear,0,0,0,0,0,1,0,0
S100,mouse,mongoose,0,1,0,0,0,0,0,0
S100,platypus,beaver,0,1,0,0,0,0,1,0
S100,donkey,guineapig,0,1,0,0,0,0,1,0
S100,chicken,otter,0,1,0,0,0,0,1,0
S100,hawk,gazelle,0,1,0,0,0,0,1,0
S100,rhinoceros,zebra,0,1,0,0,0,0,1,0
S100,seal,panther,0,1,0,0,0,0,1,0
S100,spider,alligator,0,1,0,0,0,0,1,0
S100,puma,lynx,1,1,0,0,0,0,1,1
S100,monkey,sloth,0,1,0,0,0,0,1,0
S100,monkey,bandicoot,0,0,0,0,0,1,0,0
S100,treefrog,polarbear,0,0,0,0,0,1,0,0
S100,beetle,human,1,1,0,0,0,0,1,1
S100,bessbug,assassinbug,1,1,0,0,0,0,1,1
S100,bison,boar,0,1,0,0,0,0,1,1
S100,kitten,duckling,1,1,0,0,1,0,1,1
S100,raccoon,fox,0,1,0,0,0,0,1,0
S100,germanshepherd,ewe,0,0,0,0,0,1,0,0
S100,sugarglider,falcon,0,0,0,0,0,1,0,0
S100,parrot,finch,0,1,0,1,0,0,1,0
S100,turtle,kangaroo,0,1,0,0,0,0,1,0
S100,alpaca,parakeet,0,0,0,0,0,1,0,0
S100,turtle,flamingo,0,0,0,0,0,1,0,0
S100,whale,fox,0,1,0,0,0,0,1,0
S100,koala,cobra,0,0,0,0,0,1,0,0
S100,earthworm,spider,1,1,0,0,1,0,1,1
S100,antelope,giraffe,0,1,0,0,0,0,1,0
S100,prairiedog,ferret,0,1,0,0,0,0,1,0
S100,horse,capuchin,1,1,0,0,1,0,1,1
S100,ox,buffalo,1,1,0,1,1,0,1,1
S100,giraffe,gazelle,0,1,0,1,0,0,1,0
S100,treefrog,spider,0,1,0,0,0,0,1,1
S100,goat,porcupine,0,0,0,0,0,1,0,0
S100,fawn,macaque,0,0,0,0,0,1,0,0
S100,octopus,cuttlefish,0,1,0,0,1,0,1,1
S100,jellyfish,nakedmolerat,0,0,0,0,0,1,0,0
S100,goat,donkey,0,1,0,0,0,0,1,0
S100,cat,lizard,0,1,0,0,0,0,1,0
S100,chameleon,gecko,0,1,0,1,0,0,1,0
S100,goose,frog,0,1,0,1,0,0,1,0
S100,hummingbird,parakeet,0,1,0,0,0,0,1,0
S100,ocelot,marmoset,0,0,0,0,0,1,0,0
S100,cockroach,toad,1,1,0,0,0,0,1,1
S100,koala,bear,0,1,0,0,0,0,1,0
S100,salmon,shrimp,1,0,0,1,0,0,0,1
S100,bear,fish,0,1,0,0,0,0,1,0
S100,platypus,ewe,0,0,0,0,0,1,0,0
S100,komododragon,cassowary,1,1,0,0,1,0,1,1
S100,echidna,hedgehog,1,1,0,1,0,0,1,1
S100,ibex,meerkat,0,0,0,0,0,1,0,0
S100,groundhog,mongoose,1,1,0,0,0,0,1,1
S100,bluebird,orca,0,0,0,0,0,1,0,0
S100,narwhal,honeybadger,0,1,0,0,1,0,1,1
S100,seahorse,lobster,0,1,0,1,1,0,1,1
S100,ewe,deer,1,1,0,0,0,0,1,1
S100,tortoise,octopus,0,0,0,0,0,1,0,0
S100,bear,pig,0,1,0,0,0,0,1,0
S100,ocelot,mosquito,0,0,0,0,0,1,0,0
S100,dove,worm,0,1,0,0,0,0,1,1
S100,crow,monkey,0,1,0,0,0,0,1,0
S100,ferret,weasel,0,1,0,0,0,0,1,0
S100,elephant,spider,0,1,0,0,0,0,0,0
S100,echidna,whaleshark,0,0,0,0,0,1,0,0
S100,xerus,warthog,1,1,0,0,1,0,1,1
S100,brownbear,camel,0,0,0,0,0,1,0,0
S100,llama,beaver,0,1,0,0,0,0,1,0
S100,chameleon,panda,0,0,0,0,0,1,0,0
S100,tuna,warthog,0,0,0,0,0,1,0,0
S100,elk,deer,1,1,0,1,1,0,1,1
S100,komododragon,anaconda,1,1,0,0,0,0,1,1
S100,wolverine,sloth,0,0,0,0,0,0,0,1
S100,squid,pika,0,0,0,0,0,1,0,0
S100,rattlesnake,barracuda,0,0,0,0,0,1,0,0
S100,rat,cougar,0,1,0,0,0,0,1,0
S100,wildebeest,zebu,1,1,0,0,1,0,1,1
S100,monkey,guineapig,0,1,0,0,0,0,1,0
S100,crocodile,crab,0,1,0,0,0,0,1,0
S100,minnow,clownfish,0,0,0,0,0,1,0,0
S100,monkey,bird,0,1,0,0,0,0,1,0
S100,fly,bird,0,1,0,0,0,0,1,1
S100,grasshopper,antelope,0,1,0,0,0,0,1,0
S100,piranha,tiger,0,0,0,0,0,1,0,0
S100,otter,mouse,0,1,0,0,0,0,1,0
S100,warthog,mongoose,0,0,0,0,0,1,0,0
S100,cobra,cuttlefish,0,0,0,0,0,1,0,0
S100,hawk,pig,0,1,0,0,0,0,1,0
S100,hippopotamus,beardeddragon,1,1,0,0,0,0,1,1
S100,parrot,turkey,1,0,0,0,0,0,0,1
S100,gazelle,lion,0,1,0,0,0,0,0,0
S100,echidna,maltese,0,0,0,0,0,1,0,0
S100,zebra,aardvark,0,1,1,0,0,0,1,0
S100,mantaray,redpanda,0,0,0,0,0,1,0,0
S100,kitten,chicken,0,0,0,0,0,1,0,0
S100,skunk,squirrel,0,1,0,1,0,0,1,0
S100,humpbackwhale,hammerheadshark,1,1,0,0,0,0,1,1
S100,shark,squirrel,0,1,0,0,0,0,1,0
S100,pheasant,whaleshark,0,0,0,0,0,1,0,0
S100,wildebeest,yak,1,1,0,0,0,0,1,1
S100,shark,gazelle,0,1,0,0,0,0,1,0
S100,donkey,bird,0,1,0,0,0,0,1,0
S100,shark,cow,0,1,0,0,0,0,1,0
S100,chipmunk,guineapig,0,1,0,0,0,0,1,0
S100,rat,raccoon,0,1,0,1,0,0,1,0
S100,waterbear,cricket,0,0,0,0,0,1,0,0
S100,owl,chimpanzee,0,1,0,0,0,0,1,0
S100,squid,whale,0,1,0,0,0,0,1,0
S100,dog,barracuda,0,1,0,0,0,0,1,1
S100,seal,mosquito,0,0,0,0,0,1,0,0
S100,daddylonglegs,ape,0,0,0,0,0,1,0,0
S100,flea,trout,0,0,0,0,0,1,0,0
S100,chowchow,gorilla,0,0,0,0,0,1,0,0
S100,elephant,cow,0,1,0,0,0,0,1,0
S100,giraffe,eagle,0,1,0,0,0,0,1,0
S100,shrew,mouse,0,1,0,1,0,0,1,1
S100,ibex,moose,1,1,0,1,1,0,1,1
S100,bluejay,rooster,0,1,0,1,0,0,1,0
S100,wolverine,badger,0,1,0,0,0,0,1,0
S100,bull,octopus,0,1,0,0,0,0,1,0
S100,ibex,deer,0,1,0,0,0,0,1,0
S100,crocodile,killerwhale,0,0,0,0,0,1,0,0
S100,komododragon,kangaroo,0,1,0,0,0,0,1,0
S100,human,gerbil,1,1,0,0,0,0,1,1
S100,monitor,moth,0,0,0,0,0,1,0,0
S100,kangaroo,duck,0,1,0,0,0,0,1,0
S100,cat,lion,0,1,0,0,0,0,1,0
S100,bison,ermine,0,0,0,0,0,1,0,0
S100,giraffe,porcupine,0,1,0,0,0,1,1,0
S100,seagull,stork,1,1,0,0,1,0,1,1
S100,chihuahua,gorilla,1,1,0,0,0,0,1,1
S100,llama,meerkat,0,1,0,1,0,0,1,0
S100,dog,rabbit,0,1,0,0,0,0,1,0
S100,pigeon,horse,0,1,0,0,0,0,1,0
S100,horse,panda,0,1,0,0,0,0,1,0
S100,chameleon,capybara,0,0,0,0,0,1,0,0
S100,brownbear,blackbear,1,1,0,1,1,0,1,1
S100,coyote,blackbear,0,0,0,0,0,1,0,0
S100,cat,tiger,0,1,0,0,0,0,1,0
S100,coyote,prairiedog,0,1,0,1,0,0,1,1
S100,salmon,raven,0,0,0,0,0,1,0,0
S100,hog,pig,0,1,0,1,1,0,1,1
S100,jackrabbit,chihuahua,0,0,0,0,0,1,0,0
S100,boaconstrictor,alligator,1,1,0,0,1,0,1,1
S100,puma,mouse,0,1,0,0,0,0,1,0
S100,monkey,baboon,1,1,0,1,0,0,1,1
S100,raccoon,pufferfish,1,0,0,0,0,0,0,0
S100,iguana,turtle,0,1,0,0,0,0,1,0
S100,whale,stingray,0,1,0,0,0,0,1,0
S100,lion,cow,0,1,0,0,0,0,1,0
S100,carpetbeetle,ladybug,1,1,0,1,1,0,1,1
S100,wildebeest,tuna,0,0,0,0,0,1,0,0
S100,snake,gecko,0,1,0,0,0,0,1,0
S100,komododragon,hare,0,0,0,0,0,1,0,0
S100,orangutan,seacucumber,0,0,0,0,0,1,0,0
S100,donkey,stingray,1,1,0,0,0,0,1,1
S100,ostrich,bear,0,1,0,0,0,0,1,0
S100,elephant,hippopotamus,0,1,0,1,0,0,1,0
S100,oriole,armadillo,0,0,0,0,0,1,0,0
S100,honeybadger,cicada,0,0,0,0,0,1,0,0
S100,toucan,deer,0,1,1,0,0,0,1,0
S100,tiger,wildcat,0,1,0,0,0,0,1,1
S100,pony,alligator,0,1,0,0,0,0,1,0
S100,hawk,shrimp,0,0,0,0,0,1,0,0
S100,lizard,frog,0,1,0,1,0,0,1,1
S100,anteater,tiger,0,1,0,0,0,0,1,0
S100,mouse,alligator,0,1,0,0,0,0,1,0
S100,polarbear,fox,0,1,0,0,0,0,1,0
S100,muskrat,otter,0,1,0,1,1,0,1,1
S100,antelope,ibex,0,1,0,1,0,0,1,0
S100,cow,bull,1,1,0,1,1,0,1,1
S100,rat,buffalo,0,1,0,0,0,0,1,0
S100,mountainlion,parrot,1,0,0,0,0,0,0,0
S100,spider,bullfrog,1,1,0,0,1,0,1,1
S100,steer,seacucumber,0,0,0,0,0,1,0,0
S100,giraffe,wolf,0,1,0,0,0,0,1,0
S100,squirrel,mole,0,1,0,1,0,0,1,1
S100,ibis,alpaca,1,1,0,0,0,0,1,1
S100,tuna,koala,0,0,0,1,0,0,0,0
S100,boaconstrictor,canary,1,1,0,0,0,0,1,1
S100,jellyfish,starfish,1,1,0,1,0,0,1,1
S100,dragon,buzzard,0,0,0,0,0,1,0,0
S100,chipmunk,chimpanzee,0,1,0,0,0,0,1,0
S100,peacock,tarantula,0,1,0,0,0,0,1,1
S100,bluewhale,ladybug,0,0,0,0,0,1,0,0
S100,mule,tick,0,0,0,0,0,1,0,0
S100,turtle,ferret,0,1,0,0,0,0,1,0
S100,parrot,parakeet,1,1,0,1,1,0,1,1
S100,bonobo,gorilla,0,0,0,1,1,0,0,0
S100,chipmunk,mole,0,1,0,0,0,0,1,0
S100,crocodile,giraffe,0,1,0,0,0,0,1,0
S100,beetle,ladybug,0,0,0,0,0,1,0,0
S100,elephant,pigeon,0,1,0,0,0,0,1,0
S100,kitten,crow,0,1,0,0,1,0,1,0
S100,snake,rat,0,1,0,0,0,0,1,0
S100,fly,cricket,0,1,0,0,0,0,1,0
S100,fawn,jackal,0,0,0,0,0,1,0,0
S100,snake,pig,0,1,0,0,0,0,1,0
S100,blackbear,fox,1,0,0,0,0,0,0,0
S100,kangaroo,gorilla,0,1,0,0,0,0,1,0
S100,ostrich,toucan,0,1,0,0,0,0,1,1
S100,carpetbeetle,tuna,0,0,0,0,0,1,0,0
S100,weasel,rabbit,0,1,0,1,0,0,1,0
S100,dragon,octopus,0,1,0,0,0,0,1,1
S100,monkey,baldeagle,1,1,0,0,1,0,1,1
S100,llama,rat,0,1,1,0,0,0,1,0
S100,horse,deer,0,1,0,0,0,0,0,0
S100,cockatoo,oriole,0,0,0,0,0,1,0,0
S100,donkey,cobra,0,1,0,0,0,0,1,1
S100,blackbear,polarbear,0,1,0,1,0,0,1,1
S100,chicken,cow,1,1,1,1,1,0,1,1
S100,sabertoothedtiger,rabbit,1,0,0,0,0,0,0,0
S100,beetle,wallaby,0,0,0,0,0,1,0,0
S100,dolphin,tiger,0,1,0,0,0,0,1,0
S100,brownbear,buffalo,0,0,0,0,0,1,0,0
S100,cheetah,wolverine,0,1,0,0,0,0,1,0
S100,skunk,beaver,0,1,0,1,0,0,1,1
S100,llama,skunk,0,1,0,0,0,0,1,0
S100,salmon,manatee,1,0,0,0,0,0,0,0
S100,bee,tarantula,0,1,0,0,0,0,1,1
S100,scottishshetland,maltese,1,1,0,0,1,0,1,1
S100,goat,turkey,0,1,0,0,0,0,1,0
S100,crocodile,bat,0,1,0,0,0,0,1,0
S100,firefly,hammerheadshark,1,1,0,0,0,0,1,1
S100,chipmunk,buffalo,0,0,0,0,0,1,0,0
S100,sloth,buffalo,0,1,0,0,0,0,1,1
S100,mule,alpaca,0,1,0,0,0,0,1,1
S100,guineapig,ermine,0,1,0,0,0,0,1,0
S100,llama,elk,0,1,0,0,0,0,1,0
S100,parrot,gerbil,0,1,0,0,0,0,1,0
S100,panda,gorilla,0,1,0,0,0,0,1,0
S100,cat,gerbil,0,1,0,0,0,0,1,0
S100,crow,guineapig,0,1,0,0,0,0,1,0
S100,dolphin,otter,0,1,0,0,0,0,1,0
S100,lion,camel,0,1,0,0,0,0,1,0
S100,jaguar,tiger,0,1,0,1,0,0,1,1
S100,koala,polarbear,0,1,0,0,0,0,1,0
S100,hawk,blueheron,0,0,0,1,0,0,0,0
S100,bison,buffalo,0,1,0,1,0,0,1,1
S100,eagle,condor,0,0,0,1,0,0,0,0
S100,boar,deer,0,1,0,0,0,0,1,0
S100,dolphin,spider,0,1,0,0,0,0,1,0
S100,hawk,oriole,1,1,0,0,0,0,1,1
S100,zebra,dog,0,1,0,0,0,0,1,0
S100,swallow,quail,0,0,0,0,0,1,0,0
S100,cockroach,porcupine,0,0,0,0,0,1,0,0
S100,caterpillar,spider,1,1,0,0,1,0,1,1
S100,chameleon,snake,0,1,0,0,0,0,1,0
S100,canary,polarbear,0,0,0,0,0,1,0,0
S100,donkey,lion,0,1,0,0,0,0,1,0
S100,chicken,duck,0,1,0,1,1,0,1,1
S100,hyena,meerkat,0,1,0,1,1,0,1,1
S100,canary,mussel,0,0,0,0,0,1,0,0
S100,seahorse,octopus,1,1,0,1,0,0,1,1
S100,cow,parakeet,0,0,0,0,0,1,0,0
S100,stinkbug,cat,0,0,0,0,0,1,0,0
S100,fox,gerbil,0,1,0,0,0,0,1,0
S100,dove,weevil,0,0,0,0,0,1,0,0
S100,bullfrog,cricket,0,0,0,0,0,1,0,0
S100,pigeon,robin,0,1,0,1,0,0,1,0
S100,mantis,condor,0,0,0,0,0,1,0,0
S100,turtle,toad,0,1,0,1,0,0,1,0
S100,cow,pig,1,1,0,1,1,0,1,1
S100,pigeon,frog,0,1,0,0,0,0,1,0
S100,hog,bat,1,1,0,0,0,0,1,1
S100,whale,penguin,0,1,1,1,0,0,1,0
S100,dove,alpaca,1,1,0,0,1,0,1,1
S100,rhinoceros,monkey,0,1,0,0,0,0,1,0
S100,cardinal,flamingo,0,0,0,0,0,1,0,0
