subj,item1,item2,bb5,bb6,bb7,bb8,bb9,zibb5,zibb6,zibb7,zibb8,zibb9
S100,kinkajou,chimpanzee,1,1,0,0,0,1,1,0,0,0
S100,coyote,buffalo,0,0,0,0,0,1,0,0,0,0
S100,sloth,crab,0,0,0,0,0,1,0,0,0,0
S100,salmon,cod,1,1,0,0,0,1,1,0,0,0
S100,labradorretriever,goldenretriever,1,1,0,0,0,1,1,0,0,0
S100,cheetah,oxen,1,1,0,0,0,1,1,0,0,0
S100,spider,mantaray,0,0,0,0,0,1,0,0,0,0
S100,turtle,beaver,0,0,0,0,0,1,0,0,0,0
S100,cassowary,alligator,0,0,0,0,0,1,0,0,0,0
S100,bullfrog,toad,1,1,0,0,0,1,1,0,0,0
S100,dog,cat,1,1,1,1,1,1,1,1,1,1
S100,parrot,bluebird,0,0,0,0,0,1,0,0,0,0
S100,yak,tiger,0,0,0,0,0,1,1,0,0,0
S100,coyote,turkey,0,0,0,0,0,1,0,0,0,0
S100,sparrow,chinchilla,1,1,0,0,0,1,1,0,0,0
S100,coyote,salamander,0,0,0,0,0,1,0,0,0,0
S100,otter,seal,0,0,0,0,0,1,0,0,0,0
S100,coyote,wolf,1,1,1,0,0,1,1,1,1,1
S100,whale,dormouse,1,1,0,0,0,1,1,0,0,0
S100,mink,skunk,0,0,0,0,0,1,0,0,0,0
S100,adder,viper,1,1,0,0,0,1,1,0,0,0
S100,anaconda,ibis,1,1,0,0,0,1,1,0,0,0
S100,oyster,clam,1,1,0,0,0,1,1,0,0,0
S100,dingo,jackal,1,1,1,0,0,1,1,1,0,0
S100,beetle,bunny,1,1,0,0,0,1,1,0,0,0
S100,oriole,lion,0,0,0,0,0,1,1,0,0,0
S100,lizard,bug,1,1,0,0,0,1,1,0,0,0
S100,bonobo,lemur,1,1,0,0,0,1,1,0,0,0
S100,brownbear,fox,0,0,0,0,0,1,0,0,0,0
S100,ox,buffalo,1,1,0,0,0,1,1,0,0,0
S100,kangaroo,capybara,0,0,0,0,0,1,0,0,0,0
S100,turtle,conure,1,1,0,0,0,1,1,0,0,0
S100,bass,chinchilla,0,0,0,0,0,1,1,0,0,0
S100,dragon,lizard,0,0,0,0,0,1,0,0,0,0
S100,gopher,fisher,1,1,0,0,0,1,1,0,0,0
S100,jellyfish,clownfish,0,0,0,0,0,1,1,1,0,0
S100,wren,rabbit,1,1,0,0,0,1,1,0,0,0
S100,orangutan,ape,1,1,1,1,0,1,1,1,1,0
S100,treefrog,spider,0,0,0,0,0,1,0,0,0,0
S100,oyster,dog,1,1,0,0,0,0,0,0,0,0
S100,kitten,dog,0,0,0,0,0,1,0,0,0,0
S100,treefrog,toad,0,0,0,0,0,1,0,0,0,0
S100,lamb,chicken,0,0,0,0,0,1,0,0,0,0
S100,bobcat,jaguar,0,0,0,0,0,1,0,0,0,0
S100,crow,condor,1,1,1,0,0,1,1,1,0,0
S100,treefrog,quail,1,1,0,0,0,1,1,0,0,0
S100,turtle,vulture,1,1,0,0,0,1,1,0,0,0
S100,grasshopper,firefly,1,1,0,0,0,1,1,0,0,0
S100,squid,eel,1,1,0,0,0,1,1,0,0,0
S100,dolphin,cardinal,0,0,0,0,0,1,0,0,0,0
S100,macaw,flamingo,1,1,0,0,0,1,1,0,0,0
S100,shark,muskrat,1,1,0,0,0,1,1,0,0,0
S100,crocodile,bluewhale,0,0,0,0,0,1,0,0,0,0
S100,canary,chipmunk,0,0,0,0,0,1,0,0,0,0
S100,grasshopper,tarantula,1,1,0,0,0,1,1,0,0,0
S100,sparrow,finch,1,1,1,0,0,1,1,1,0,0
S100,redpanda,opossum,0,0,0,0,0,1,0,0,0,0
S100,ibis,antelope,1,1,0,0,0,1,1,0,0,0
S100,eagle,falcon,1,0,0,0,0,1,1,0,0,0
S100,guineapig,chinchilla,0,0,0,0,0,1,0,0,0,0
S100,fawn,bird,0,0,0,0,0,1,0,0,0,0
S100,kitten,gorilla,0,0,0,0,0,1,1,0,0,0
S100,warthog,vulture,1,1,0,0,0,1,1,0,0,0
S100,heron,mountainlion,1,1,0,0,0,1,1,0,0,0
S100,clownfish,pufferfish,1,1,0,0,0,1,1,0,0,0
S100,ant,ladybug,1,1,0,0,0,1,1,0,0,0
S100,jaguar,tiger,0,0,0,0,0,1,0,0,0,0
S100,eagle,toucan,1,1,0,0,0,1,1,0,0,0
S100,baboon,gerbil,0,0,0,0,0,1,0,0,0,0
S100,goose,capybara,0,0,0,0,0,1,0,0,0,0
S100,komododragon,stork,0,0,0,0,0,1,1,0,0,0
S100,orangutan,gorilla,1,1,1,1,1,1,1,1,1,1
S100,tortoise,toad,1,1,0,0,0,1,1,0,0,0
S100,dormouse,eel,1,1,0,0,0,1,1,0,0,0
S100,bear,barracuda,0,0,0,0,0,1,0,0,0,0
S100,blackbear,rattlesnake,1,1,1,0,0,1,1,1,0,0
S100,lark,alligator,0,0,0,0,0,1,1,0,0,0
S100,wolverine,squirrel,0,0,0,0,0,1,0,0,0,0
S100,persian,bunny,1,1,0,0,0,1,1,0,0,0
S100,beaver,ermine,1,1,0,0,0,0,0,0,0,0
S100,bull,ox,1,1,1,0,0,1,1,1,0,0
S100,fawn,isopod,1,1,0,0,0,1,1,0,0,0
S100,arcticfox,fox,1,1,0,0,0,1,1,0,0,0
S100,lizard,camel,0,0,0,0,0,1,0,0,0,0
S100,narwhal,orca,1,1,0,0,0,0,0,0,0,0
S100,sealion,starfish,1,1,0,0,0,1,1,0,0,0
S100,macaw,parakeet,1,1,0,0,0,1,1,0,0,0
S100,antelope,gazelle,1,0,0,0,0,1,1,0,0,0
S100,cod,shrimp,1,1,0,0,0,1,1,0,0,0
S100,clam,fox,1,1,0,0,0,1,1,0,0,0
S100,bear,tiger,0,0,0,0,0,1,0,0,0,0
S100,bengaltiger,bronco,1,1,0,0,0,1,1,0,0,0
S100,marlin,lobster,1,1,0,0,0,1,1,0,0,0
S100,hare,bunny,1,1,0,0,0,1,1,0,0,0
S100,chicken,hen,0,0,0,0,0,1,0,0,0,0
S100,bobcat,fox,1,1,0,0,0,1,1,0,0,0
S100,canary,parrot,1,0,0,0,0,1,1,0,0,0
S100,rooster,gecko,0,0,0,0,0,1,0,0,0,0
S100,dolphin,capybara,0,0,0,0,0,1,0,0,0,0
S100,ram,hen,1,1,0,0,0,1,1,0,0,0
S100,anaconda,adder,1,1,0,0,0,1,1,0,0,0
S100,squid,tick,1,1,0,0,0,1,1,0,0,0
S100,hedgehog,guineapig,1,1,0,0,0,1,1,0,0,0
S100,turtle,human,0,0,0,0,0,1,1,0,0,0
S100,snake,lizard,1,0,0,0,0,1,1,1,1,1
S100,cockroach,scorpion,1,1,0,0,0,1,1,0,0,0
S100,squirrel,mole,0,0,0,0,0,1,0,0,0,0
S100,jellyfish,mantaray,1,1,1,0,0,1,1,1,0,0
S100,cougar,puma,0,0,0,0,0,1,1,1,0,0
S100,bee,nightingale,1,1,0,0,0,1,1,0,0,0
S100,cockatoo,chicken,0,0,0,0,0,1,0,0,0,0
S100,puma,finch,1,1,0,0,0,1,1,0,0,0
S100,parrot,ladybug,0,0,0,0,0,1,1,0,0,0
S100,hog,eel,1,1,0,0,0,1,1,0,0,0
S100,magpie,mouse,1,1,0,0,0,0,0,0,0,0
S100,hare,weasel,0,0,0,0,0,1,0,0,0,0
S100,tuna,eel,1,1,0,0,0,1,1,0,0,0
S100,bluebird,falcon,1,1,0,0,0,1,1,0,0,0
S100,panda,grizzlybear,1,1,1,0,0,1,1,1,0,0
S100,fawn,bat,0,0,0,0,0,1,0,0,0,0
S100,zebra,liger,1,1,0,0,0,1,1,0,0,0
S100,muskrat,mouse,0,0,0,0,0,1,0,0,0,0
S100,ocelot,jaguar,1,1,0,0,0,1,1,0,0,0
S100,ferret,lynx,0,0,0,0,0,1,0,0,0,0
S100,fly,cockroach,1,1,0,0,0,1,1,0,0,0
S100,guineapig,boar,0,0,0,0,0,1,0,0,0,0
S100,jellyfish,shrimp,1,1,0,0,0,1,1,0,0,0
S100,raptor,robin,1,1,0,0,0,1,1,0,0,0
S100,dinosaur,horse,0,0,0,0,0,1,0,0,0,0
S100,grasshopper,sloth,0,0,0,0,0,1,0,0,0,0
S100,ibis,deer,1,1,0,0,0,1,1,0,0,0
S100,starfish,ant,0,0,0,0,0,1,0,0,0,0
S100,dog,newt,1,1,0,0,0,0,0,0,0,0
S100,quahog,platypus,1,1,0,0,0,1,1,0,0,0
S100,bulldog,alpaca,1,1,0,0,0,1,1,0,0,0
S100,koala,kangaroo,1,1,1,1,1,1,1,1,1,1
S100,mountainlion,bear,0,0,0,0,0,1,0,0,0,0
S100,gopher,rabbit,1,1,0,0,0,1,1,0,0,0
S100,yak,ox,1,1,0,0,0,1,1,0,0,0
S100,swallow,owl,1,1,0,0,0,1,1,0,0,0
S100,boaconstrictor,dragonfly,1,1,0,0,0,1,1,0,0,0
S100,duck,swan,0,0,0,0,0,1,0,0,0,0
S100,orca,bluewhale,1,1,1,1,0,1,1,1,1,0
S100,giraffe,graywolf,1,1,0,0,0,1,1,0,0,0
S100,monitor,salamander,1,1,1,0,0,1,1,1,0,0
S100,sloth,buffalo,0,0,0,0,0,1,0,0,0,0
S100,hummingbird,mongoose,0,0,0,0,0,1,0,0,0,0
S100,zebra,yak,0,0,0,0,0,1,0,0,0,0
S100,woodpecker,polarbear,0,0,0,0,0,1,0,0,0,0
S100,pteordactyl,duck,1,1,0,0,0,1,1,0,0,0
S100,opossum,mouse,1,1,0,0,0,0,0,0,0,0
S100,starfish,whale,0,0,0,0,0,1,1,1,0,0
S100,bee,ant,0,0,0,0,0,1,0,0,0,0
S100,eagle,mockingbird,1,1,0,0,0,1,1,0,0,0
S100,hummingbird,owl,0,0,0,0,0,1,0,0,0,0
S100,bonobo,orangutan,0,0,0,0,0,1,0,0,0,0
S100,hog,boar,1,1,0,0,0,1,1,0,0,0
S100,python,rattlesnake,0,0,0,0,0,1,1,0,0,0
S100,canary,dormouse,1,1,0,0,0,1,1,0,0,0
S100,cheetah,lion,0,0,0,0,0,1,0,0,0,0
S100,clownfish,eel,1,1,0,0,0,1,1,0,0,0
S100,narwhal,manatee,1,1,0,0,0,1,1,0,0,0
S100,shark,dolphin,1,0,0,0,0,1,1,1,1,1
S100,kangaroo,weevil,1,1,0,0,0,1,1,0,0,0
S100,goat,ram,0,0,0,0,0,1,0,0,0,0
S100,hyena,baboon,1,1,0,0,0,1,1,0,0,0
S100,beetle,vole,1,1,0,0,0,1,1,0,0,0
S100,nutria,deer,1,1,0,0,0,1,1,0,0,0
S100,starfish,octopus,0,0,0,0,0,1,1,1,0,0
S100,camel,bandicoot,1,1,0,0,0,1,1,0,0,0
S100,cheetah,python,0,0,0,0,0,1,0,0,0,0
S100,guineapig,piranha,0,0,0,0,0,1,0,0,0,0
S100,wildcat,walrus,1,1,0,0,0,1,1,0,0,0
S100,bull,bruin,1,1,0,0,0,1,1,0,0,0
S100,lemur,monkey,0,0,0,0,0,1,1,0,0,0
S100,ibex,gorilla,0,0,0,0,0,1,0,0,0,0
S100,prairiedog,hyena,1,0,0,0,0,1,1,0,0,0
S100,peacock,frog,1,1,1,0,0,1,1,1,0,0
S100,buzzard,deer,1,1,0,0,0,1,1,0,0,0
S100,cheetah,panther,1,1,1,1,1,1,1,1,1,1
S100,elephant,chihuahua,0,0,0,0,0,1,0,0,0,0
S100,seal,manatee,1,1,1,0,0,1,1,1,0,0
S100,tapir,beaver,0,0,0,0,0,1,0,0,0,0
S100,bluewhale,killerwhale,1,1,0,0,0,1,1,0,0,0
S100,dinosaur,leopard,0,0,0,0,0,1,0,0,0,0
S100,hedgehog,armadillo,1,1,0,0,0,1,1,0,0,0
S100,magpie,frog,0,0,0,0,0,1,0,0,0,0
S100,velociraptor,alligator,1,1,0,0,0,1,1,0,0,0
S100,monkey,slug,0,0,0,0,0,1,0,0,0,0
S100,kitten,lizard,1,1,0,0,0,1,1,0,0,0
S100,narwhal,whale,1,1,1,0,0,1,1,1,0,0
S100,gnat,mosquito,1,1,0,0,0,1,1,0,0,0
S100,koala,panda,0,0,0,0,0,1,1,1,0,0
S100,tasmaniandevil,kinkajou,1,1,0,0,0,1,1,0,0,0
S100,goldfish,bass,1,1,0,0,0,1,1,0,0,0
S100,hyena,mongoose,0,0,0,0,0,1,0,0,0,0
S100,goldfish,salamander,1,1,0,0,0,1,1,0,0,0
S100,pheasant,duck,0,0,0,0,0,1,0,0,0,0
S100,humpbackwhale,whale,0,0,0,0,0,1,0,0,0,0
S100,brownbear,polarbear,0,0,0,0,0,1,0,0,0,0
S100,chicken,pig,0,0,0,0,0,1,1,1,1,1
S100,bessbug,ladybug,1,1,0,0,0,1,1,0,0,0
S100,chihuahua,germanshepherd,1,1,0,0,0,1,1,0,0,0
S100,sunbear,deer,1,1,0,0,0,1,1,0,0,0
S100,bulldog,honeybadger,0,0,0,0,0,1,0,0,0,0
S100,opossum,mole,1,1,0,0,0,1,1,0,0,0
S100,ibis,kangaroo,1,1,0,0,0,0,0,0,0,0
S100,mouse,wren,1,1,0,0,0,0,0,0,0,0
S100,cobra,rattlesnake,0,0,0,0,0,1,0,0,0,0
S100,shark,killerwhale,0,0,0,0,0,1,0,0,0,0
S100,humpbackwhale,killerwhale,1,1,0,0,0,1,1,0,0,0
S100,seagull,blowfish,1,1,0,0,0,1,1,0,0,0
S100,muskrat,duck,1,1,0,0,0,0,0,0,0,0
S100,woodchuck,beaver,0,0,0,0,0,1,0,0,0,0
S100,lamb,chihuahua,1,1,0,0,0,0,0,0,0,0
S100,tapir,marlin,1,1,0,0,0,1,1,0,0,0
S100,parrot,gnu,1,1,0,0,0,1,1,0,0,0
S100,wolverine,raven,0,0,0,0,0,1,0,0,0,0
S100,coyote,bonobo,1,1,0,0,0,1,1,0,0,0
S100,prairiedog,lynx,1,0,0,0,0,1,1,0,0,0
S100,bronco,cow,1,1,0,0,0,1,1,0,0,0
S100,mink,ermine,1,1,1,0,0,1,1,1,0,0
S100,horse,yak,1,1,1,0,0,1,0,0,0,0
S100,llama,camel,1,1,1,1,0,1,1,1,1,0
S100,pigeon,swallow,0,0,0,0,0,1,0,0,0,0
S100,whaleshark,monkey,1,1,0,0,0,1,1,0,0,0
S100,gnu,rabbit,1,1,0,0,0,1,1,0,0,0
S100,fawn,antelope,0,0,0,0,0,1,0,0,0,0
S100,ferret,redfox,1,1,0,0,0,1,1,0,0,0
S100,cassowary,alpaca,0,0,0,0,0,1,0,0,0,0
S100,ermine,fox,1,1,1,0,0,0,0,0,0,0
S100,dove,worm,0,0,0,0,0,1,0,0,0,0
S100,quahog,rabbit,1,1,0,0,0,1,1,0,0,0
S100,ostrich,flamingo,1,0,0,0,0,1,0,0,0,0
S100,fox,wolf,0,0,0,0,0,1,1,1,1,1
S100,mussel,fish,1,1,0,0,0,1,1,0,0,0
S100,raptor,owl,1,1,0,0,0,1,1,0,0,0
S100,kangaroo,wallaby,1,1,1,0,0,1,1,1,0,0
S100,dolphin,whale,1,1,1,1,1,1,1,1,1,1
S100,porcupine,kangaroo,0,0,0,0,0,1,0,0,0,0
S100,kingcobra,bee,1,1,0,0,0,1,1,0,0,0
S100,squirrel,jackal,0,0,0,0,0,1,0,0,0,0
S100,ant,boar,1,1,0,0,0,1,1,0,0,0
S100,macaw,penguin,1,1,0,0,0,1,1,0,0,0
S100,caterpillar,ladybug,1,1,0,0,0,1,1,0,0,0
S100,fly,firefly,0,0,0,0,0,1,0,0,0,0
S100,llama,alpaca,0,0,0,0,0,1,1,1,0,0
S100,nightingale,lion,0,0,0,0,0,1,1,0,0,0
S100,dinosaur,chimpanzee,1,1,0,0,0,1,1,0,0,0
S100,horse,steer,1,1,1,0,0,1,1,1,0,0
S100,isopod,cricket,1,1,0,0,0,1,1,0,0,0
S100,orangutan,marmoset,1,1,0,0,0,1,1,0,0,0
S100,mule,aardvark,0,0,0,0,0,1,0,0,0,0
S100,fish,gecko,0,0,0,0,0,1,0,0,0,0
S100,swordfish,orca,1,1,0,0,0,1,1,0,0,0
S100,mink,buffalo,1,1,0,0,0,1,1,0,0,0
S100,sparrow,raven,1,1,0,0,0,1,1,0,0,0
S100,dove,pigeon,1,1,0,0,0,1,1,1,0,0
S100,orangutan,hummingbird,0,0,0,0,0,1,0,0,0,0
S100,gopher,chinchilla,1,1,0,0,0,1,1,0,0,0
S100,woodpecker,duck,1,1,0,0,0,1,1,0,0,0
S100,toucan,finch,1,1,0,0,0,1,1,0,0,0
S100,bobcat,cougar,0,0,0,0,0,1,0,0,0,0
S100,lemur,marmot,1,1,0,0,0,1,1,0,0,0
S100,wildcat,falcon,1,1,0,0,0,1,1,0,0,0
S100,sabertoothedtiger,cheetah,1,1,0,0,0,1,1,0,0,0
S100,panda,bengaltiger,1,1,0,0,0,1,1,0,0,0
S100,pony,stallion,1,1,0,0,0,1,1,0,0,0
S100,pheasant,quail,1,1,0,0,0,1,1,0,0,0
S100,rhinoceros,elephant,0,0,0,0,0,1,1,0,0,0
S100,squid,shrimp,0,0,0,0,0,1,0,0,0,0
S100,yak,fish,1,1,0,0,0,0,0,0,0,0
S100,hedgehog,butterfly,1,1,0,0,0,1,1,0,0,0
S100,grizzlybear,polarbear,1,1,1,1,0,1,1,1,1,0
S100,dingo,kangaroo,1,1,0,0,0,1,1,1,0,0
S100,eel,shrimp,1,1,0,0,0,1,1,0,0,0
S100,opossum,raccoon,1,1,0,0,0,1,1,0,0,0
S100,bison,ox,1,1,1,0,0,1,1,1,0,0
S100,lizard,human,1,1,0,0,0,1,1,0,0,0
S100,shrew,hen,1,1,0,0,0,1,1,0,0,0
S100,fly,bird,0,0,0,0,0,1,0,0,0,0
S100,opossum,whale,1,1,0,0,0,1,1,0,0,0
S100,chinchilla,gecko,0,0,0,0,0,1,0,0,0,0
S100,cheetah,leopard,1,1,0,0,0,1,1,1,1,1
S100,goat,graywolf,1,1,0,0,0,1,1,0,0,0
S100,kinkajou,arcticfox,1,1,0,0,0,1,1,0,0,0
S100,dingo,wallaby,1,1,0,0,0,1,1,0,0,0
S100,baboon,meerkat,1,1,0,0,0,1,1,0,0,0
S100,platypus,slug,1,1,0,0,0,1,1,0,0,0
S100,vulture,fish,0,0,0,0,0,1,0,0,0,0
S100,wildebeest,elephant,0,0,0,0,0,1,0,0,0,0
S100,grasshopper,spider,0,0,0,0,0,1,0,0,0,0
S100,lamb,goat,0,0,0,0,0,1,0,0,0,0
S100,whale,mussel,1,1,0,0,0,1,1,0,0,0
S100,prairiedog,alligator,0,0,0,0,0,1,0,0,0,0
S100,skunk,porcupine,0,0,0,0,0,1,1,1,0,0
S100,spidermonkey,gorilla,0,0,0,0,0,1,0,0,0,0
S100,waterbear,sloth,1,1,0,0,0,1,1,0,0,0
S100,bluebird,sparrow,1,1,0,0,0,1,1,0,0,0
S100,hyena,jaguar,0,0,0,0,0,1,0,0,0,0
S100,giraffe,redpanda,0,0,0,0,0,1,0,0,0,0
S100,hawk,falcon,0,0,0,0,0,1,0,0,0,0
S100,cassowary,ibex,1,1,0,0,0,1,1,0,0,0
S100,bee,cottonmouth,1,1,0,0,0,1,1,0,0,0
S100,beetle,ant,0,0,0,0,0,1,1,1,0,0
S100,terrier,bulldog,1,1,0,0,0,1,1,0,0,0
S100,capybara,meerkat,1,1,0,0,0,1,1,0,0,0
S100,bird,vulture,0,0,0,0,0,1,0,0,0,0
S100,emu,ewe,1,1,0,0,0,1,1,0,0,0
S100,leopard,lynx,0,0,0,0,0,1,0,0,0,0
S100,tyrannosaurusrex,pteordactyl,1,1,0,0,0,1,1,0,0,0
S100,pigeon,finch,0,0,0,0,0,1,0,0,0,0
S100,pelican,penguin,1,0,0,0,0,1,1,0,0,0
S100,ermine,mongoose,0,0,0,0,0,1,1,0,0,0
S100,spider,carpetbeetle,1,1,0,0,0,1,1,0,0,0
S100,gnat,firefly,1,1,0,0,0,1,1,0,0,0
S100,rooster,owl,0,0,0,0,0,1,1,1,0,0
S100,tasmaniandevil,ostrich,1,1,0,0,0,1,1,0,0,0
S100,cow,pig,1,1,1,1,1,1,1,1,1,1
S100,tuna,whale,0,0,0,0,0,1,0,0,0,0
S100,platypus,porcupine,0,0,0,0,0,1,0,0,0,0
S100,salmon,trout,1,1,1,0,0,1,1,1,0,0
S100,kangaroo,jackal,1,0,0,0,0,1,1,0,0,0
S100,bee,buffalo,0,0,0,0,0,1,0,0,0,0
S100,baboon,puma,0,0,0,0,0,1,1,0,0,0
S100,turtle,tortoise,1,1,1,1,0,1,1,1,1,0
S100,spermwhale,narwhal,1,1,0,0,0,1,1,0,0,0
S100,hog,pig,0,0,0,0,0,1,0,0,0,0
S100,tasmaniandevil,gecko,1,1,0,0,0,1,1,0,0,0
S100,bessbug,assassinbug,1,1,0,0,0,1,1,0,0,0
S100,seagull,pelican,0,0,0,0,0,1,0,0,0,0
S100,antelope,wolverine,0,0,0,0,0,1,0,0,0,0
S100,kitten,duckling,1,1,0,0,0,1,1,0,0,0
S100,wasp,toad,1,1,0,0,0,1,1,0,0,0
S100,liger,tiger,1,1,0,0,0,1,1,0,0,0
S100,tarantula,fox,1,1,0,0,0,1,1,0,0,0
S100,dolphin,clam,0,0,0,0,0,1,0,0,0,0
S100,turtle,gnat,0,0,0,0,0,1,0,0,0,0
S100,peacock,tarantula,0,0,0,0,0,1,0,0,0,0
S100,bonobo,macaque,1,1,0,0,0,1,1,0,0,0
S100,ibis,seagull,1,1,0,0,0,1,1,0,0,0
S100,seahorse,starfish,1,0,0,0,0,1,1,1,0,0
S100,robin,swan,0,0,0,0,0,1,0,0,0,0
S100,butterfly,koi,1,1,0,0,0,1,1,0,0,0
S100,cheetah,jaguar,0,0,0,0,0,1,1,1,0,0
S100,horse,capuchin,1,1,0,0,0,1,1,0,0,0
S100,guineapig,hamster,1,0,0,0,0,1,1,1,1,1
S100,anteater,weevil,1,1,0,0,0,1,1,0,0,0
S100,snail,ladybug,1,1,0,0,0,1,1,0,0,0
S100,starfish,fish,0,0,0,0,0,1,1,0,0,0
S100,bulldog,wildcat,1,1,0,0,0,1,1,0,0,0
S100,panther,falcon,1,1,0,0,0,1,1,0,0,0
S100,seahorse,chipmunk,1,1,0,0,0,1,1,0,0,0
S100,ibis,adder,1,1,0,0,0,1,1,0,0,0
S100,treefrog,blueheron,1,1,0,0,0,1,1,0,0,0
S100,anteater,moth,1,1,0,0,0,1,1,0,0,0
S100,slug,fish,1,1,0,0,0,1,1,0,0,0
S100,cockroach,toad,1,1,0,0,0,1,1,0,0,0
S100,peacock,cardinal,1,1,0,0,0,1,1,0,0,0
S100,salmon,shrimp,1,1,0,0,0,1,1,0,0,0
S100,jellyfish,seahorse,1,1,0,0,0,1,1,1,1,0
S100,prairiedog,reindeer,1,1,0,0,0,1,1,0,0,0
S100,komododragon,cassowary,1,1,0,0,0,1,1,0,0,0
S100,beluga,hammerheadshark,1,1,0,0,0,1,1,0,0,0
S100,wildebeest,buffalo,0,0,0,0,0,1,0,0,0,0
S100,swordfish,bluewhale,1,1,0,0,0,0,0,0,0,0
S100,beetle,human,1,1,0,0,0,1,1,0,0,0
S100,narwhal,honeybadger,0,0,0,0,0,1,0,0,0,0
S100,octopus,crab,0,0,0,0,0,1,0,0,0,0
S100,seahorse,lobster,0,0,0,0,0,1,0,0,0,0
S100,snail,flamingo,0,0,0,0,0,1,0,0,0,0
S100,ewe,deer,1,1,0,0,0,1,1,0,0,0
S100,vole,swan,1,1,0,0,0,1,1,0,0,0
S100,puma,panther,0,0,0,0,0,1,1,1,1,0
S100,scorpion,mule,1,1,0,0,0,1,1,0,0,0
S100,bluejay,oriole,1,1,0,0,0,1,1,0,0,0
S100,snake,ladybug,0,0,0,0,0,1,0,0,0,0
S100,honeybadger,badger,0,0,0,0,0,1,0,0,0,0
S100,crow,hen,0,0,0,0,0,1,0,0,0,0
S100,prairiedog,meerkat,0,0,0,0,0,1,0,0,0,0
S100,elk,deer,1,1,1,1,1,1,1,1,1,1
S100,komododragon,anaconda,1,1,0,0,0,1,1,0,0,0
S100,kitten,mouse,0,0,0,0,0,1,0,0,0,0
S100,goat,chicken,0,0,0,0,0,1,0,0,0,0
S100,cardinal,eagle,0,0,0,0,0,1,1,1,0,0
S100,kitten,mongoose,1,1,0,0,0,0,0,0,0,0
S100,wildebeest,zebu,1,1,0,0,0,1,1,0,0,0
S100,rat,dormouse,1,1,0,0,0,1,1,0,0,0
S100,swan,crane,1,1,0,0,0,1,1,0,0,0
S100,cardinal,condor,0,0,0,0,0,1,1,0,0,0
S100,lizard,gecko,1,1,0,0,0,1,1,1,0,0
S100,skunk,meerkat,0,0,0,0,0,1,0,0,0,0
S100,eagle,bird,0,0,0,0,0,1,1,0,0,0
S100,peccary,hippopotamus,1,1,0,0,0,0,0,0,0,0
S100,antelope,ewe,1,1,0,0,0,0,0,0,0,0
S100,vole,mole,1,1,0,0,0,1,1,0,0,0
S100,peccary,pig,1,1,0,0,0,1,1,0,0,0
S100,ocelot,zebra,1,1,0,0,0,1,1,0,0,0
S100,macaw,toucan,1,1,0,0,0,1,1,0,0,0
S100,scorpion,marmot,1,1,0,0,0,1,1,0,0,0
S100,duckling,swan,1,1,0,0,0,1,1,0,0,0
S100,puma,lynx,1,1,0,0,0,1,1,0,0,0
S100,wolverine,mink,1,1,0,0,0,1,1,0,0,0
S100,hippopotamus,beardeddragon,1,1,0,0,0,1,1,0,0,0
S100,parrot,turkey,1,1,0,0,0,1,1,0,0,0
S100,condor,polarbear,0,0,0,0,0,1,0,0,0,0
S100,antelope,armadillo,0,0,0,0,0,1,1,0,0,0
S100,rhinoceros,capybara,0,0,0,0,0,1,0,0,0,0
S100,muskrat,fisher,1,1,0,0,0,1,1,0,0,0
S100,humpbackwhale,hammerheadshark,1,1,0,0,0,1,1,0,0,0
S100,pony,donkey,0,0,0,0,0,1,0,0,0,0
S100,xerus,warthog,1,1,0,0,0,1,1,0,0,0
S100,wildebeest,yak,1,1,0,0,0,1,1,0,0,0
S100,tyrannosaurusrex,velociraptor,1,1,0,0,0,1,1,0,0,0
S100,shark,whale,1,1,0,0,0,1,1,1,1,1
S100,dolphin,manatee,0,0,0,0,0,1,1,1,1,0
S100,dingo,wasp,1,1,0,0,0,1,1,0,0,0
S100,baboon,lizard,1,1,0,0,0,1,1,0,0,0
S100,bronco,stallion,1,1,0,0,0,1,1,0,0,0
S100,wolverine,wombat,0,0,0,0,0,1,0,0,0,0
S100,crow,robin,0,0,0,0,0,1,0,0,0,0
S100,dog,barracuda,0,0,0,0,0,1,0,0,0,0
S100,monitor,pig,0,0,0,0,0,1,0,0,0,0
S100,eagle,woodchuck,0,0,0,0,0,1,0,0,0,0
S100,squid,gecko,0,0,0,0,0,1,0,0,0,0
S100,orangutan,raven,0,0,0,0,0,1,0,0,0,0
S100,treefrog,gecko,1,1,0,0,0,1,1,0,0,0
S100,shrew,mouse,0,0,0,0,0,1,0,0,0,0
S100,salamander,gecko,1,1,1,0,0,1,1,1,0,0
S100,mink,moose,0,0,0,0,0,1,0,0,0,0
S100,ibex,moose,1,1,0,0,0,1,1,0,0,0
S100,bluejay,raccoon,0,0,0,0,0,1,0,0,0,0
S100,panda,polarbear,0,0,0,0,0,1,0,0,0,0
S100,turkey,axolotl,1,1,0,0,0,1,1,0,0,0
S100,human,gerbil,1,1,0,0,0,1,1,0,0,0
S100,kangaroo,reindeer,0,0,0,0,0,1,0,0,0,0
S100,kinkajou,lemur,1,1,0,0,0,1,1,0,0,0
S100,hare,woodchuck,1,1,0,0,0,1,1,0,0,0
S100,ibis,lynx,1,1,0,0,0,1,1,0,0,0
S100,seagull,stork,1,1,0,0,0,1,1,0,0,0
S100,chihuahua,gorilla,1,1,0,0,0,1,1,0,0,0
S100,bison,oxen,1,1,0,0,0,1,1,0,0,0
