S100,cougar,lion,1,1,1,1,1,1,1,1,1
S100,antelope,buffalo,0,0,0,1,1,1,1,1,1
S100,lemur,gorilla,0,0,0,1,1,1,1,1,1
S100,dolphin,orca,0,0,0,1,1,1,1,1,1
S100,goat,llama,1,1,1,1,1,1,1,1,1
S100,goat,horse,1,1,1,1,1,1,1,1,1
S100,koala,panda,1,1,1,1,1,1,1,1,1
S100,hog,pig,0,1,1,1,1,1,1,1,1
S100,chicken,rooster,1,1,1,1,1,1,1,1,1
S100,giraffe,hippopotamus,1,1,1,1,1,1,1,1,1
S100,platypus,otter,0,0,1,1,1,1,1,1,1
S100,bird,duck,1,1,1,1,1,1,1,1,1
S100,salmon,seal,0,0,1,1,1,1,1,1,1
S100,ostrich,emu,1,1,1,1,1,1,1,1,1
S100,lion,puma,0,0,0,0,1,1,1,1,1
S100,monkey,baboon,0,0,0,0,0,0,0,1,1
S100,camel,alpaca,1,1,1,1,1,1,1,1,1
S100,opossum,vulture,1,1,1,1,1,1,1,1,1
S100,mink,lynx,1,1,1,1,1,1,1,1,1
S100,wolverine,ermine,0,0,0,0,0,1,1,1,1
S100,jellyfish,owl,0,0,0,0,0,0,0,1,1
S100,iguana,gecko,1,1,1,1,1,1,1,1,1
S100,fly,butterfly,1,1,1,1,1,1,1,1,1
S100,bee,hornet,1,1,1,1,1,1,1,1,1
S100,ant,moth,0,0,1,1,1,1,1,1,1
S100,shark,squid,0,0,0,0,0,0,0,1,1
S100,turtle,lizard,1,1,1,1,1,1,1,1,1
S100,hawk,condor,1,1,1,1,1,1,1,1,1
S100,wasp,bee,1,1,1,1,1,1,1,1,1
S100,skunk,raccoon,1,1,1,1,1,1,1,1,1
S100,wasp,moth,1,1,1,1,1,1,1,1,1
S100,mink,weasel,0,0,0,0,1,1,1,1,1
S100,skunk,marmot,0,0,0,0,1,1,1,1,1
S100,human,ape,1,1,1,1,1,1,1,1,1
S100,hawk,blueheron,0,1,1,1,1,1,1,1,1
S100,redpanda,panda,1,1,1,1,1,1,1,1,1
S100,possum,turtle,0,0,0,0,0,0,1,1,1
S100,dingo,wallaby,0,0,0,0,0,0,0,0,1
S100,dingo,jackal,1,1,1,1,1,1,1,1,1
S100,redpanda,fox,1,1,1,1,1,1,1,1,1
S100,bluejay,bluebird,1,1,1,1,1,1,1,1,1
S100,platypus,squid,1,1,1,1,1,1,1,1,1
S100,monkey,orangutan,1,1,1,1,1,1,1,1,1
S100,marmoset,chimpanzee,1,1,1,1,1,1,1,1,1
S100,fly,moth,1,1,1,1,1,1,1,1,1
S100,fawn,elk,0,0,0,0,0,0,1,1,1
S100,reindeer,deer,0,0,0,0,0,1,1,1,1
S100,sheep,pig,0,1,1,1,1,1,1,1,1
S100,seal,walrus,1,1,1,1,1,1,1,1,1
S100,monkey,gorilla,1,1,1,1,1,1,1,1,1
S100,eagle,blueheron,0,0,0,1,1,1,1,1,1
S100,bluejay,raven,0,0,0,0,0,1,1,1,1
S100,panda,grizzlybear,1,1,1,1,1,1,1,1,1
S100,marmoset,gorilla,1,1,1,1,1,1,1,1,1
S100,oxen,buffalo,0,1,1,1,1,1,1,1,1
S100,eagle,vulture,0,0,1,1,1,1,1,1,1
S100,seagull,crab,0,0,0,0,0,0,0,1,1
S100,sheep,cow,1,1,1,1,1,1,1,1,1
S100,chameleon,newt,1,1,1,1,1,1,1,1,1
S100,crow,raven,1,1,1,1,1,1,1,1,1
S100,turkey,duck,1,1,1,1,1,1,1,1,1
S100,echidna,hedgehog,1,1,1,1,1,1,1,1,1
S100,elk,deer,1,1,1,1,1,1,1,1,1
S100,antelope,deer,1,1,1,1,1,1,1,1,1
S100,butterfly,moth,1,1,1,1,1,1,1,1,1
S100,monkey,ape,1,1,1,1,1,1,1,1,1
S100,elephant,hippopotamus,1,1,1,1,1,1,1,1,1
S100,muskrat,otter,0,0,0,1,1,1,1,1,1
S100,stinkbug,assassinbug,1,1,1,1,1,1,1,1,1
S100,eagle,sparrow,1,1,1,1,1,1,1,1,1
S100,pony,horse,1,1,1,1,1,1,1,1,1
S100,tuna,salmon,1,1,1,1,1,1,1,1,1
S100,elephant,giraffe,1,1,1,1,1,1,1,1,1
S100,goat,sheep,1,1,1,1,1,1,1,1,1
S100,sparrow,falcon,0,0,0,0,1,1,1,1,1
S100,hawk,bluejay,0,0,0,0,1,1,1,1,1
S100,anaconda,viper,1,1,1,1,1,1,1,1,1
