probRewire,numNodesInput,numlinks,theta,numX,propX,startNode,numsamples,numgraphs,xlen,spearman,rank,numnodesPost,clusterSpearman,time
0.2,25,4,0.5,2,0.4,random,100,100,10,-0.20300421566694257,36,16,-0.27008181842851364,15.15510892868042
0.2,25,4,0.5,2,0.4,fixed,100,100,10,-0.2627334494540442,20,16,-0.29020789141412173,14.830848932266235
0.2,25,4,0.5,2,0.5,random,100,100,13,-0.54551944155992438,47,22,-0.27284210273780996,15.065076112747192
0.2,25,4,0.5,2,0.5,fixed,100,100,13,-0.37352783154519359,31,20,-0.28305855176530076,20.626503944396973
0.2,25,4,0.5,2,0.6,random,100,100,15,-0.44090604678877438,7,19,-0.26585738331167763,19.2001690864563
0.2,25,4,0.5,2,0.6,fixed,100,100,15,-0.51059378458458837,14,20,-0.12288028802880288,17.180749893188477
0.2,25,4,0.5,2,0.7,random,100,100,18,-0.52011872642837476,9,22,-0.3311611161116112,25.39462184906006
0.2,25,4,0.5,2,0.7,fixed,100,100,18,-0.38759595814742531,15,23,-0.26555214853252485,26.69187903404236
0.2,25,4,0.5,2,0.8,random,100,100,20,-0.30070918320823353,49,25,-0.20973297329732973,25.050947904586792
0.2,25,4,0.5,2,0.8,fixed,100,100,20,-0.55941620239821055,16,25,-0.24165689066082566,23.88124990463257
0.2,25,4,0.5,2,0.9,random,100,100,23,-0.46420702897485,6,25,-0.33063306330633063,28.321858882904053
0.2,25,4,0.5,2,0.9,fixed,100,100,23,-0.42907237333422715,1,25,-0.20745274527452745,26.33130693435669
0.2,25,4,0.5,2,1.0,random,100,100,25,-0.38479561843479493,2,25,-0.36394839483948399,27.232656002044678
0.2,25,4,0.5,2,1.0,fixed,100,100,25,-0.43165375209437912,4,25,-0.39483948394839485,27.950194835662842
0.2,25,4,0.5,3,0.3,random,100,100,8,-0.35377648041908755,88,19,-0.41196308354101918,12.558879852294922
0.2,25,4,0.5,3,0.3,fixed,100,100,8,-0.5060739580326542,9,12,-0.37198012564272326,14.615530967712402
0.2,25,4,0.5,3,0.4,random,100,100,10,-0.50646537350858678,46,19,-0.24407513974049175,22.540167093276978
0.2,25,4,0.5,3,0.4,fixed,100,100,10,-0.22369527706056405,32,19,-0.28238823882388236,26.921153783798218
0.2,25,4,0.5,3,0.5,random,100,100,13,-0.42411233432955814,2,20,-0.41254125412541259,22.27282214164734
0.2,25,4,0.5,3,0.5,fixed,100,100,13,-0.3025309525688204,29,24,-0.24142886717440554,30.136590003967285
0.2,25,4,0.5,3,0.6,random,100,100,15,-0.42722969168114361,5,24,-0.042424242424242427,25.071144104003906
0.2,25,4,0.5,3,0.6,fixed,100,100,15,-0.4839204131414232,4,25,-0.2241104110411041,26.86318016052246
0.2,25,4,0.5,3,0.7,random,100,100,18,-0.57374673278245425,1,25,-0.26676267626762679,33.85670208930969
0.2,25,4,0.5,3,0.7,fixed,100,100,18,-0.49438657348979903,1,24,-0.30169816981698172,30.846765995025635
0.2,25,4,0.5,3,0.8,random,100,100,20,-0.38197720313698058,1,24,-0.22465046504650465,39.690393924713135
0.2,25,4,0.5,3,0.8,fixed,100,100,20,-0.54493937842423945,1,24,-0.18281428142814282,33.95834398269653
0.2,25,4,0.5,3,0.9,random,100,100,23,-0.43635821226117627,1,25,-0.20054005400540054,38.60935616493225
0.2,25,4,0.5,3,0.9,fixed,100,100,23,-0.61683028554367181,1,25,-0.40877287728772876,36.11484217643738
0.2,25,4,0.5,3,1.0,random,100,100,25,-0.33873399121592263,1,25,-0.34105010501050104,39.170347929000854
0.2,25,4,0.5,3,1.0,fixed,100,100,25,-0.47438418872632193,1,25,-0.37893789378937898,43.14004611968994
0.2,25,4,0.5,4,0.3,random,100,100,8,-0.55461769540413253,2,17,-0.3220171677697295,28.582334995269775
0.2,25,4,0.5,4,0.3,fixed,100,100,8,-0.43740520234552038,17,16,-0.31165916591659165,24.91676092147827
0.2,25,4,0.5,4,0.4,random,100,100,10,-0.39083415251644993,43,21,-0.19758775877587761,35.47698903083801
0.2,25,4,0.5,4,0.4,fixed,100,100,10,-0.52868957025737706,1,15,-0.22173417341734172,25.385462999343872
0.2,25,4,0.5,4,0.5,random,100,100,13,-0.477914468615461,2,23,-0.35074707470747074,33.27560305595398
0.2,25,4,0.5,4,0.5,fixed,100,100,13,-0.46704533723981551,1,23,-0.26399039903990401,45.91326713562012
0.2,25,4,0.5,4,0.6,random,100,100,15,-0.53507646072463888,1,23,-0.38259825982598261,38.963006019592285
0.2,25,4,0.5,4,0.6,fixed,100,100,15,-0.25301472389986351,1,25,-0.20820882088208822,48.212888956069946
0.2,25,4,0.5,4,0.7,random,100,100,18,-0.35509441807076275,1,25,-0.26000600060006002,42.94272494316101
0.2,25,4,0.5,4,0.7,fixed,100,100,18,-0.35408033272462774,1,25,-0.22754275427542753,44.025962114334106
0.2,25,4,0.5,4,0.8,random,100,100,20,-0.25685690033565067,1,25,-0.20310831083108311,43.38149094581604
0.2,25,4,0.5,4,0.8,fixed,100,100,20,-0.52447686331943832,1,25,-0.33362136213621363,44.52956509590149
0.2,25,4,0.5,4,0.9,random,100,100,23,-0.3324454410524999,1,25,-0.3551035103510351,47.1768319606781
0.2,25,4,0.5,4,0.9,fixed,100,100,23,-0.34627530103430731,1,25,-0.24412841284128414,50.11869406700134
0.2,25,4,0.5,4,1.0,random,100,100,25,-0.39905101995282505,1,25,-0.34917491749174923,50.8289520740509
0.2,25,4,0.5,4,1.0,fixed,100,100,25,-0.55607323558829935,1,25,-0.31371137113711373,58.44178605079651
0.2,30,4,0.5,1,0.3,random,100,100,9,-0.4445761765518626,59,9,-0.39144818027754247,5.712422847747803
0.2,30,4,0.5,1,0.3,fixed,100,100,9,-0.20476525354400349,43,9,-0.30279965866711894,5.7839319705963135
0.2,30,4,0.5,1,0.4,random,100,100,12,-0.57747901294641724,39,12,-0.2125962135701622,8.556979894638062
0.2,30,4,0.5,1,0.4,fixed,100,100,12,-0.58225509526752206,38,12,-0.43375639718988651,8.532973051071167
0.2,30,4,0.5,1,0.5,random,100,100,15,-0.47040117069497978,68,15,-0.32135548921394741,11.615373134613037
0.2,30,4,0.5,1,0.5,fixed,100,100,15,-0.34650327890379556,80,15,-0.39887893698603211,11.24244999885559
0.2,30,4,0.5,1,0.6,random,100,100,18,-0.47557152077375126,31,18,-0.16736276144402221,14.329103946685791
0.2,30,4,0.5,1,0.6,fixed,100,100,18,-0.54471274177881224,21,18,-0.24378110945537107,14.166570901870728
0.2,30,4,0.5,1,0.7,random,100,100,21,-0.23836909863116357,77,21,0.077624693971314385,17.15537691116333
0.2,30,4,0.5,1,0.7,fixed,100,100,21,-0.28585058266554858,59,21,-0.045832858283803166,17.789262056350708
0.2,30,4,0.5,1,0.8,random,100,100,24,-0.29775099664884852,1,24,-0.038127927176670795,20.72241497039795
0.2,30,4,0.5,1,0.8,fixed,100,100,24,-0.33067977421108774,69,24,-0.10806545494016903,20.572270154953003
0.2,30,4,0.5,1,0.9,random,100,100,27,-0.24039413980476873,60,27,0.0079388176982586496,23.04007315635681
0.2,30,4,0.5,1,0.9,fixed,100,100,27,-0.34271683889360577,43,27,-0.16642714199637462,23.794602870941162
0.2,30,4,0.5,1,1.0,random,100,100,30,-0.26521242294274139,52,30,-0.19075479228008493,26.671561002731323
0.2,30,4,0.5,1,1.0,fixed,100,100,30,-0.30038043259521241,51,30,-0.080156256094738504,26.52225613594055
0.2,30,4,0.5,2,0.3,random,100,100,9,-0.28268482936299599,35,14,-0.26513449049623816,14.923387050628662
0.2,30,4,0.5,2,0.3,fixed,100,100,9,-0.63068684101252426,14,13,-0.43206639146695658,12.290621995925903
0.2,30,4,0.5,2,0.4,random,100,100,12,-0.37787364521944117,53,18,-0.26090165558018824,21.934137105941772
0.2,30,4,0.5,2,0.4,fixed,100,100,12,-0.40870536076048264,40,15,-0.15936441453541439,22.215131044387817
0.2,30,4,0.5,2,0.5,random,100,100,15,-0.54986771156937952,24,22,-0.12535291135043325,28.135211944580078
0.2,30,4,0.5,2,0.5,fixed,100,100,15,-0.57341691498046754,17,21,-0.28083492599864179,18.676508903503418
0.2,30,4,0.5,2,0.6,random,100,100,18,-0.45031960329849419,9,24,-0.14185418541854186,30.964462995529175
0.2,30,4,0.5,2,0.6,fixed,100,100,18,-0.4961485840199189,50,28,-0.39583558355835585,32.73952317237854
0.2,30,4,0.5,2,0.7,random,100,100,21,-0.35730784073604049,12,27,-0.14939093909390941,37.233678102493286
0.2,30,4,0.5,2,0.7,fixed,100,100,21,-0.43090556916522316,9,27,-0.17066906690669068,29.170008897781372
0.2,30,4,0.5,2,0.8,random,100,100,24,-0.45897999442401866,16,28,-0.28690069006900693,29.595531940460205
0.2,30,4,0.5,2,0.8,fixed,100,100,24,-0.53279385108256638,48,29,-0.022640331954293189,29.82769203186035
0.2,30,4,0.5,2,0.9,random,100,100,27,-0.34697455842774294,5,30,-0.16986498649864987,41.4707190990448
0.2,30,4,0.5,2,0.9,fixed,100,100,27,-0.46049179018025072,1,30,-0.42132613261326135,32.6632080078125
0.2,30,4,0.5,2,1.0,random,100,100,30,-0.48775183195471383,12,30,-0.20891689168916891,36.83451509475708
0.2,30,4,0.5,2,1.0,fixed,100,100,30,-0.55560175401068423,1,30,-0.25304530453045304,38.07086110115051
0.2,30,4,0.5,3,0.3,random,100,100,9,-0.59810622240592271,1,17,-0.34891298478266808,16.97114086151123
0.2,30,4,0.5,3,0.3,fixed,100,100,9,-0.63341095372631828,7,15,-0.5624079280191171,18.329561948776245
0.2,30,4,0.5,3,0.4,random,100,100,12,-0.39123640059739773,34,24,-0.18646376516246391,31.024345874786377
0.2,30,4,0.5,3,0.4,fixed,100,100,12,-0.39979856842407596,3,24,-0.36283228322832284,42.5267870426178
0.2,30,4,0.5,3,0.5,random,100,100,15,-0.52285666796510777,4,27,-0.38097809780978098,32.58856511116028
0.2,30,4,0.5,3,0.5,fixed,100,100,15,-0.4391622407936841,2,24,-0.1908190819081908,30.029714107513428
0.2,30,4,0.5,3,0.6,random,100,100,18,-0.53620150230041874,1,28,-0.35847584758475848,38.42462205886841
0.2,30,4,0.5,3,0.6,fixed,100,100,18,-0.42394250702233194,17,24,-0.20870087008700869,50.845844984054565
0.2,30,4,0.5,3,0.7,random,100,100,21,-0.50271941370362649,1,30,-0.28288028802880288,39.89590287208557
0.2,30,4,0.5,3,0.7,fixed,100,100,21,-0.4111273704927878,6,30,-0.20010801080108012,38.60702705383301
0.2,30,4,0.5,3,0.8,random,100,100,24,-0.43540092081733978,1,30,-0.17478547854785478,43.84605813026428
0.2,30,4,0.5,3,0.8,fixed,100,100,24,-0.39320362784022139,1,30,-0.31164716471647169,43.3326849937439
0.2,30,4,0.5,3,0.9,random,100,100,27,-0.46673708806246123,1,30,-0.31104710471047103,47.000041007995605
0.2,30,4,0.5,3,0.9,fixed,100,100,27,-0.32606803300303672,1,30,-0.29794179417941796,48.65426802635193
0.2,30,4,0.5,3,1.0,random,100,100,30,-0.23831367675120749,1,30,-0.36798079807980799,54.96924185752869
0.2,30,4,0.5,3,1.0,fixed,100,100,30,-0.44990509096862291,1,30,-0.30041404140414041,62.348161935806274
0.2,30,4,0.5,4,0.3,random,100,100,9,-0.58458803100432966,70,21,-0.21525352535253528,29.392390966415405
0.2,30,4,0.5,4,0.3,fixed,100,100,9,-0.48930382670500666,46,25,-0.40000000000000002,32.481244802474976
0.2,30,4,0.5,4,0.4,random,100,100,12,-0.43793783051497037,11,28,-0.36650465046504649,31.84808897972107
0.2,30,4,0.5,4,0.4,fixed,100,100,12,-0.53179219658361288,2,22,-0.071419141914191422,38.134040117263794
0.2,30,4,0.5,4,0.5,random,100,100,15,-0.59259067659801046,1,25,-0.25669366936693672,37.76031708717346
0.2,30,4,0.5,4,0.5,fixed,100,100,15,-0.52004203055750131,4,28,-0.20496849684968496,49.52896809577942
0.2,30,4,0.5,4,0.6,random,100,100,18,-0.53833810256316672,1,30,-0.31855985598559861,48.05242300033569
0.2,30,4,0.5,4,0.6,fixed,100,100,18,-0.55596288244301117,1,29,-0.29705370537053705,50.822197914123535
0.2,30,4,0.5,4,0.7,random,100,100,21,-0.49276600652462232,1,30,-0.29786978697869787,51.54063391685486
0.2,30,4,0.5,4,0.7,fixed,100,100,21,-0.56888707644341463,1,30,-0.17680168016801681,59.09658598899841
0.2,30,4,0.5,4,0.8,random,100,100,24,-0.58283758170343858,1,30,-0.47932793279327934,56.103338956832886
0.2,30,4,0.5,4,0.8,fixed,100,100,24,-0.47938041223909045,1,30,-0.175997599759976,60.48666596412659
0.2,30,4,0.5,4,0.9,random,100,100,27,-0.57385085082244147,1,30,-0.33144914491449151,63.72275185585022
0.2,30,4,0.5,4,0.9,fixed,100,100,27,-0.51532497679798117,1,30,-0.29183318331833186,63.805107831954956
0.2,30,4,0.5,4,1.0,random,100,100,30,-0.44042457053271278,1,30,-0.45176117611761174,66.12682795524597
0.2,30,4,0.5,4,1.0,fixed,100,100,30,-0.30362066714705332,1,30,-0.35349534953495354,68.95315313339233
0.2,35,4,0.5,1,0.3,random,100,100,11,-0.42346588422330389,24,11,-0.31641826659943001,8.068224906921387
0.2,35,4,0.5,1,0.3,fixed,100,100,11,-0.40776417500360718,43,11,-0.20920266817434208,8.052376985549927
0.2,35,4,0.5,1,0.4,random,100,100,14,-0.54708698814583889,61,14,-0.31095759759190883,10.891043186187744
0.2,35,4,0.5,1,0.4,fixed,100,100,14,-0.5622647737045009,32,14,-0.25138334014197328,11.350419044494629
0.2,35,4,0.5,1,0.5,random,100,100,18,-0.29962998978372929,48,18,-0.2604135100921493,14.83536982536316
0.2,35,4,0.5,1,0.5,fixed,100,100,18,-0.45250105368885912,49,18,-0.34622469982441412,15.191072940826416
0.2,35,4,0.5,1,0.6,random,100,100,21,-0.37043306133250031,29,21,-0.12217295033493483,18.432116985321045
0.2,35,4,0.5,1,0.6,fixed,100,100,21,-0.30599278795496815,60,21,-0.14901934899361702,18.27930784225464
0.2,35,4,0.5,1,0.7,random,100,100,25,-0.39443758967291587,50,25,-0.15685568556855686,22.24882197380066
0.2,35,4,0.5,1,0.7,fixed,100,100,25,-0.3618204342262899,30,25,-0.12105119458511288,22.592063188552856
0.2,35,4,0.5,1,0.8,random,100,100,28,-0.26583161718680431,50,28,-0.081938439659653708,25.29088807106018
0.2,35,4,0.5,1,0.8,fixed,100,100,28,-0.54112434220236416,73,28,-0.28949294929492947,25.779743909835815
0.2,35,4,0.5,1,0.9,random,100,100,32,-0.33389135470923464,59,32,-0.082844284428442855,30.355980157852173
0.2,35,4,0.5,1,0.9,fixed,100,100,32,-0.38987054009214334,75,32,-0.078331833183318336,30.364580154418945
0.2,35,4,0.5,1,1.0,random,100,100,35,-0.35671033812178521,39,35,-0.038295944482454047,33.595184087753296
0.2,35,4,0.5,1,1.0,fixed,100,100,35,-0.39342355013826064,68,35,-0.1780858085808581,33.66632294654846
0.2,35,4,0.5,2,0.3,random,100,100,11,-0.51936706953884715,62,21,-0.3743189076140272,20.08824396133423
0.2,35,4,0.5,2,0.3,fixed,100,100,11,-0.55447068835537694,29,16,-0.20745399012668797,18.25670099258423
0.2,35,4,0.5,2,0.4,random,100,100,14,-0.29464100679845656,25,24,-0.2366756675667567,33.10877585411072
0.2,35,4,0.5,2,0.4,fixed,100,100,14,-0.32719620385463294,55,21,-0.32228022802280226,31.043709993362427
0.2,35,4,0.5,2,0.5,random,100,100,18,-0.54022557787179271,7,25,-0.2615901590159016,29.976161003112793
0.2,35,4,0.5,2,0.5,fixed,100,100,18,-0.48227733270053147,25,26,-0.40003120321573155,23.929112911224365
0.2,35,4,0.5,2,0.6,random,100,100,21,-0.37096288001118927,21,24,-0.25322532253225322,41.21358895301819
0.2,35,4,0.5,2,0.6,fixed,100,100,21,-0.4943197538281428,16,31,-0.18065406540654066,36.15520215034485
0.2,35,4,0.5,2,0.7,random,100,100,25,-0.45534195585513099,39,33,-0.40764476447644765,40.04363203048706
0.2,35,4,0.5,2,0.7,fixed,100,100,25,-0.58857272158101492,13,29,-0.33812282665266696,35.28261590003967
0.2,35,4,0.5,2,0.8,random,100,100,28,-0.54565524996593184,5,34,-0.21144914491449146,44.586792945861816
0.2,35,4,0.5,2,0.8,fixed,100,100,28,-0.48332722382992382,7,33,-0.29017701770177018,46.79732704162598
0.2,35,4,0.5,2,0.9,random,100,100,32,-0.43403534420503986,1,35,-0.2138973897389739,52.55704307556152
0.2,35,4,0.5,2,0.9,fixed,100,100,32,-0.45366495122828426,2,35,-0.26091809180918091,43.570382833480835
0.2,35,4,0.5,2,1.0,random,100,100,35,-0.46549759973513205,1,35,-0.094905490549054908,45.13921403884888
0.2,35,4,0.5,2,1.0,fixed,100,100,35,-0.38600166852609352,8,35,-0.32853285328532855,46.62840509414673
0.2,35,4,0.5,3,0.3,random,100,100,11,-0.52967170201803815,17,21,-0.28010285059487189,26.996957063674927
0.2,35,4,0.5,3,0.3,fixed,100,100,11,-0.41240020492401575,28,20,-0.078979897989798986,35.13802886009216
0.2,35,4,0.5,3,0.4,random,100,100,14,-0.42263997001240761,34,30,-0.10762740850723926,44.43495798110962
0.2,35,4,0.5,3,0.4,fixed,100,100,14,-0.49243366317719667,3,26,-0.28824482448244826,29.880747079849243
0.2,35,4,0.5,3,0.5,random,100,100,18,-0.49944767671490992,1,29,-0.25334609464888902,43.56324315071106
0.2,35,4,0.5,3,0.5,fixed,100,100,18,-0.4503913674870485,1,27,-0.32274827482748281,37.20337700843811
0.2,35,4,0.5,3,0.6,random,100,100,21,-0.61598873505615281,1,34,-0.0080768076807680774,40.58459806442261
0.2,35,4,0.5,3,0.6,fixed,100,100,21,-0.52557566565782321,1,33,-0.15213921392139215,51.85279297828674
0.2,35,4,0.5,3,0.7,random,100,100,25,-0.52165442083040903,1,33,-0.24786078607860787,54.41766285896301
