id,listnum,category,item,RT,RTstart,group
C101,8,animals,snail,969,65456,Experiment3
C101,8,animals,butterfly,3799,69255,Experiment3
C101,8,animals,tarantula,2137,71392,Experiment3
C101,8,animals,pigeon,1280,72672,Experiment3
C101,8,animals,dove,1110,73782,Experiment3
C101,8,animals,parrot,4306,78088,Experiment3
C101,8,animals,peacock,2792,80880,Experiment3
C101,8,animals,frog,10599,91479,Experiment3
C101,8,animals,toad,1577,93056,Experiment3
C101,8,animals,chicken,9528,102584,Experiment3
C101,8,animals,swan,1232,103816,Experiment3
C101,8,animals,bull,1984,105800,Experiment3
C101,8,animals,buffallo,3710,109510,Experiment3
C101,8,animals,deer,1673,111183,Experiment3
C101,8,animals,elk,5432,116615,Experiment3
C101,8,animals,moose,12288,128903,Experiment3
C101,8,animals,emu,6880,135783,Experiment3
C101,8,animals,ardvark,7855,143638,Experiment3
C101,8,animals,manatee,5224,148862,Experiment3
C101,8,animals,seal,3351,152213,Experiment3
C101,8,animals,penguin,1449,153662,Experiment3
C101,8,animals,seahorse,3911,157573,Experiment3
C101,8,animals,jellyfish,3921,161494,Experiment3
C101,8,animals,stingray,1464,162958,Experiment3
C101,8,animals,whale,1752,164710,Experiment3
C101,8,animals,shark,886,165596,Experiment3
C101,8,animals,dolphin,6778,172374,Experiment3
C102,0,tools,hammer,3110,3110,Experiment3
C102,0,tools,saw,1328,4438,Experiment3
C102,0,tools,wrench,4807,9245,Experiment3
C102,0,tools,drill,1833,11078,Experiment3
C102,0,tools,chisel,12783,23861,Experiment3
C102,0,tools,brush,1464,25325,Experiment3
C102,1,foods,apple,2794,2794,Experiment3
C102,1,foods,banana,928,3722,Experiment3
C102,1,foods,pear,897,4619,Experiment3
C102,1,foods,cabbage,1111,5730,Experiment3
C102,1,foods,lettuce,1424,7154,Experiment3
C102,1,foods,orange,872,8026,Experiment3
C102,1,foods,grape,880,8906,Experiment3
C102,1,foods,raspberry,1384,10290,Experiment3
C102,1,foods,strawberry,1568,11858,Experiment3
C102,1,foods,cherry,968,12826,Experiment3
C102,1,foods,hamburger,1408,14234,Experiment3
C102,1,foods,pork,688,14922,Experiment3
C102,1,foods,beans,792,15714,Experiment3
C102,1,foods,bacon,848,16562,Experiment3
C102,1,foods,sausage,1736,18298,Experiment3
C102,1,foods,chicken,1401,19699,Experiment3
C102,1,foods,cod,1711,21410,Experiment3
C102,1,foods,tilapia,2223,23633,Experiment3
C102,1,foods,tunafish,2024,25657,Experiment3
C102,1,foods,salmon,1760,27417,Experiment3
C102,1,foods,swordfish,2008,29425,Experiment3
C102,1,foods,mahimahi,1823,31248,Experiment3
C102,1,foods,bread,3121,34369,Experiment3
C102,1,foods,pasta,1120,35489,Experiment3
C102,1,foods,rice,1464,36953,Experiment3
C102,1,foods,spinach,1888,38841,Experiment3
C102,1,foods,curry,1321,40162,Experiment3
C102,1,foods,chickpea,1774,41936,Experiment3
C102,1,foods,milk,1169,43105,Experiment3
C102,1,foods,eggs,912,44017,Experiment3
C102,1,foods,cheese,1552,45569,Experiment3
C102,1,foods,bologna,1872,47441,Experiment3
C102,1,foods,salami,1272,48713,Experiment3
C102,1,foods,pizza,2952,51665,Experiment3
C102,1,foods,nuggets,2760,54425,Experiment3
C102,1,foods,salad,1672,56097,Experiment3
C102,1,foods,tomato,1440,57537,Experiment3
C102,1,foods,cucumber,1464,59001,Experiment3
C102,1,foods,zucchini,1608,60609,Experiment3
C102,1,foods,eggplant,2328,62937,Experiment3
C102,1,foods,stew,1847,64784,Experiment3
C102,1,foods,chowder,1625,66409,Experiment3
C102,1,foods,carrot,3144,69553,Experiment3
C102,2,animals,bear,2451,2451,Experiment3
C102,2,animals,cat,496,2947,Experiment3
C102,2,animals,dog,544,3491,Experiment3
C102,2,animals,hamster,1168,4659,Experiment3
C102,2,animals,gerbil,1624,6283,Experiment3
C102,2,animals,guineapig,2247,8530,Experiment3
C102,2,animals,pig,672,9202,Experiment3
C102,2,animals,cow,1008,10210,Experiment3
C102,2,animals,horse,832,11042,Experiment3
C102,2,animals,sheep,688,11730,Experiment3
C102,2,animals,goat,1169,12899,Experiment3
C102,2,animals,rooster,1240,14139,Experiment3
C102,2,animals,mosquito,1367,15506,Experiment3
C102,2,animals,lion,1640,17146,Experiment3
C102,2,animals,tiger,1168,18314,Experiment3
C102,2,animals,cheetah,1313,19627,Experiment3
C102,2,animals,leopard,1025,20652,Experiment3
C102,2,animals,lynx,1127,21779,Experiment3
C102,2,animals,bobcat,1577,23356,Experiment3
C102,2,animals,wolf,1192,24548,Experiment3
C102,2,animals,rabbit,4911,29459,Experiment3
C102,2,animals,frog,1320,30779,Experiment3
C102,2,animals,elephant,3337,34116,Experiment3
C102,2,animals,rhino,1408,35524,Experiment3
C102,2,animals,mouse,1032,36556,Experiment3
C102,2,animals,shrew,951,37507,Experiment3
C102,2,animals,hare,913,38420,Experiment3
C102,2,animals,woodchuck,9456,47876,Experiment3
C102,2,animals,beaver,1056,48932,Experiment3
C102,2,animals,chipmunk,1752,50684,Experiment3
C102,2,animals,squirrel,2264,52948,Experiment3
C102,2,animals,wombat,1064,54012,Experiment3
C102,2,animals,wallaby,1264,55276,Experiment3
C102,2,animals,kangaroo,1472,56748,Experiment3
C102,2,animals,koala,1703,58451,Experiment3
C102,2,animals,buffalo,3529,61980,Experiment3
C102,2,animals,mink,3960,65940,Experiment3
C102,2,animals,ermine,904,66844,Experiment3
C102,2,animals,weasel,943,67787,Experiment3
C102,2,animals,otter,1208,68995,Experiment3
C102,2,animals,dolphin,5512,74507,Experiment3
C102,3,foods,apple,2771,2771,Experiment3
C102,3,foods,banana,896,3667,Experiment3
C102,3,foods,pear,623,4290,Experiment3
C102,3,foods,orange,824,5114,Experiment3
C102,3,foods,grapefruit,1857,6971,Experiment3
C102,3,foods,peach,1311,8282,Experiment3
C102,3,foods,grape,848,9130,Experiment3
C102,3,foods,strawberry,1576,10706,Experiment3
C102,3,foods,raspberry,1504,12210,Experiment3
C102,3,foods,cherry,1233,13443,Experiment3
C102,3,foods,grape,1631,15074,Experiment3
C102,3,foods,lychee,1545,16619,Experiment3
C102,3,foods,apricot,1175,17794,Experiment3
C102,3,foods,tangerine,1505,19299,Experiment3
C102,3,foods,pineapple,1567,20866,Experiment3
C102,3,foods,plum,1120,21986,Experiment3
C102,3,foods,pasta,1593,23579,Experiment3
C102,3,foods,bread,1240,24819,Experiment3
C102,3,foods,pizza,1375,26194,Experiment3
C102,3,foods,spaghetti,1449,27643,Experiment3
C102,3,foods,meatball,1391,29034,Experiment3
C102,3,foods,hamburger,1656,30690,Experiment3
C102,3,foods,turkey,1784,32474,Experiment3
C102,3,foods,chicken,1000,33474,Experiment3
C102,3,foods,beef,1096,34570,Experiment3
C102,3,foods,bologna,2961,37531,Experiment3
C102,3,foods,pork,855,38386,Experiment3
C102,3,foods,ham,936,39322,Experiment3
C102,3,foods,lobster,2745,42067,Experiment3
C102,3,foods,shrimp,2463,44530,Experiment3
C102,3,foods,egg,848,45378,Experiment3
C102,3,foods,cream,1240,46618,Experiment3
C102,3,foods,chocolate,1944,48562,Experiment3
C102,3,foods,pizza,1264,49826,Experiment3
C102,3,foods,nuggets,2384,52210,Experiment3
C102,3,foods,cheese,3712,55922,Experiment3
C102,3,foods,lasagna,1480,57402,Experiment3
C102,3,foods,spinach,1400,58802,Experiment3
C102,3,foods,alfredo,2401,61203,Experiment3
C102,3,foods,zucchini,1327,62530,Experiment3
C102,3,foods,cucumber,1120,63650,Experiment3
C102,3,foods,carrot,968,64618,Experiment3
C102,3,foods,eggplant,1992,66610,Experiment3
C102,3,foods,radish,1064,67674,Experiment3
C102,3,foods,parsnip,1568,69242,Experiment3
C102,3,foods,squash,2058,71300,Experiment3
C102,3,foods,pickle,1806,73106,Experiment3
C102,3,foods,bokchoy,1984,75090,Experiment3
C102,3,foods,cabbage,1360,76450,Experiment3
C102,3,foods,spinach,1240,77690,Experiment3
C102,3,foods,arugula,2209,79899,Experiment3
C102,3,foods,romaine,1553,81452,Experiment3
C102,3,foods,broccoli,1590,83042,Experiment3
C102,3,foods,cauliflower,1592,84634,Experiment3
C102,3,foods,tomato,1688,86322,Experiment3
C102,3,foods,tuna,2160,88482,Experiment3
C102,3,foods,cod,976,89458,Experiment3
C102,3,foods,mackerel,2122,91580,Experiment3
C102,3,foods,salmon,1326,92906,Experiment3
C102,3,foods,tilapia,1232,94138,Experiment3
C102,3,foods,crab,2744,96882,Experiment3
C102,3,foods,clam,1736,98618,Experiment3
C102,3,foods,stew,2290,100908,Experiment3
C102,3,foods,soup,1150,102058,Experiment3
C102,3,foods,padthai,3288,105346,Experiment3
C102,3,foods,rice,1576,106922,Experiment3
C102,3,foods,tofu,2344,109266,Experiment3
C102,4,animals,lion,3276,3276,Experiment3
C102,4,animals,tiger,736,4012,Experiment3
C102,4,animals,bear,576,4588,Experiment3
C102,4,animals,elephant,1239,5827,Experiment3
C102,4,animals,rhino,1745,7572,Experiment3
C102,4,animals,cat,1160,8732,Experiment3
C102,4,animals,dog,552,9284,Experiment3
C102,4,animals,hamster,1048,10332,Experiment3
C102,4,animals,gerbil,1152,11484,Experiment3
C102,4,animals,guineapig,1328,12812,Experiment3
C102,4,animals,rabbit,1208,14020,Experiment3
C102,4,animals,mouse,816,14836,Experiment3
C102,4,animals,shrew,856,15692,Experiment3
C102,4,animals,chinchilla,2184,17876,Experiment3
C102,4,animals,mink,768,18644,Experiment3
C102,4,animals,ermine,1016,19660,Experiment3
C102,4,animals,weasel,896,20556,Experiment3
C102,4,animals,otter,1160,21716,Experiment3
C102,4,animals,beaver,1177,22893,Experiment3
C102,4,animals,chipmunjk,1390,24283,Experiment3
C102,4,animals,squirrel,2977,27260,Experiment3
C102,4,animals,goat,936,28196,Experiment3
C102,4,animals,pig,584,28780,Experiment3
C102,4,animals,sheep,664,29444,Experiment3
C102,4,animals,horse,784,30228,Experiment3
C102,4,animals,cow,552,30780,Experiment3
C102,4,animals,buffalo,1272,32052,Experiment3
C102,4,animals,oxen,831,32883,Experiment3
C102,4,animals,cheetah,3553,36436,Experiment3
C102,4,animals,leopard,1048,37484,Experiment3
C102,4,animals,lynx,1648,39132,Experiment3
C102,4,animals,bobcat,1976,41108,Experiment3
C102,4,animals,hippo,1520,42628,Experiment3
C102,4,animals,rhino,1048,43676,Experiment3
C102,4,animals,wallaby,6424,50100,Experiment3
C102,4,animals,dingo,992,51092,Experiment3
C102,4,animals,wolf,1336,52428,Experiment3
C102,4,animals,kangaroo,1672,54100,Experiment3
C102,4,animals,koala,2528,56628,Experiment3
C102,4,animals,capybara,2608,59236,Experiment3
C102,4,animals,camel,3040,62276,Experiment3
C102,4,animals,dolphin,8272,70548,Experiment3
C102,5,tools,hammer,3152,3152,Experiment3
C102,5,tools,wrench,1912,5064,Experiment3
C102,5,tools,saw,824,5888,Experiment3
C102,5,tools,drill,2624,8512,Experiment3
C102,5,tools,brush,1367,9879,Experiment3
C102,5,tools,chisel,1353,11232,Experiment3
C102,5,tools,mallet,2222,13454,Experiment3
C102,6,animals,cat,3872,3872,Experiment3
C102,6,animals,dog,503,4375,Experiment3
C102,6,animals,bear,833,5208,Experiment3
C102,6,animals,hamster,1063,6271,Experiment3
C102,6,animals,rabbit,903,7174,Experiment3
C102,6,animals,hare,697,7871,Experiment3
C102,6,animals,weasel,792,8663,Experiment3
C102,6,animals,ermine,792,9455,Experiment3
C102,6,animals,otter,887,10342,Experiment3
C102,6,animals,mink,1000,11342,Experiment3
C102,6,animals,otter,1921,13263,Experiment3
C102,6,animals,lion,903,14166,Experiment3
C102,6,animals,tiger,1288,15454,Experiment3
C102,6,animals,dog,681,16135,Experiment3
C102,6,animals,horse,807,16942,Experiment3
C102,6,animals,pig,608,17550,Experiment3
C102,6,animals,cow,568,18118,Experiment3
C102,6,animals,sheep,721,18839,Experiment3
C102,6,animals,goat,624,19463,Experiment3
C102,6,animals,wallaby,951,20414,Experiment3
C102,6,animals,kangaroo,1129,21543,Experiment3
C102,6,animals,dingo,919,22462,Experiment3
C102,6,animals,capybara,1392,23854,Experiment3
C102,6,animals,rhino,912,24766,Experiment3
C102,6,animals,elephant,1209,25975,Experiment3
C102,6,animals,hippo,1720,27695,Experiment3
C102,6,animals,mouse,1528,29223,Experiment3
C102,6,animals,chinchilla,2144,31367,Experiment3
C102,6,animals,moose,2360,33727,Experiment3
C102,6,animals,buffalo,1527,35254,Experiment3
C102,6,animals,oxen,913,36167,Experiment3
C102,6,animals,tapir,1007,37174,Experiment3
C102,6,animals,llama,856,38030,Experiment3
C102,6,animals,camel,1473,39503,Experiment3
C102,7,tools,hammer,3100,3100,Experiment3
C102,7,tools,saw,671,3771,Experiment3
C102,7,tools,drill,1128,4899,Experiment3
C102,7,tools,wrench,1296,6195,Experiment3
C102,7,tools,brush,2280,8475,Experiment3
C102,7,tools,nail,976,9451,Experiment3
C102,7,tools,mallet,4825,14276,Experiment3
C102,7,tools,screwdriver,17231,31507,Experiment3
C102,8,foods,apple,3119,3119,Experiment3
C102,8,foods,orange,1096,4215,Experiment3
C102,8,foods,banana,1135,5350,Experiment3
C102,8,foods,pear,897,6247,Experiment3
C102,8,foods,plum,928,7175,Experiment3
C102,8,foods,grapefruit,1976,9151,Experiment3
C102,8,foods,grape,792,9943,Experiment3
C102,8,foods,cherry,1000,10943,Experiment3
C102,8,foods,raspberry,1696,12639,Experiment3
C102,8,foods,strawberry,1648,14287,Experiment3
C102,8,foods,blueberry,1568,15855,Experiment3
C102,8,foods,lingonberry,2024,17879,Experiment3
C102,8,foods,boisonberry,2593,20472,Experiment3
C102,8,foods,apricot,3023,23495,Experiment3
C102,8,foods,tangerine,1872,25367,Experiment3
C102,8,foods,plum,984,26351,Experiment3
C102,8,foods,pineapple,1296,27647,Experiment3
C102,8,foods,lychee,1912,29559,Experiment3
C102,8,foods,durian,2888,32447,Experiment3
C102,8,foods,coconut,2736,35183,Experiment3
C102,8,foods,juice,3304,38487,Experiment3
C102,8,foods,pasta,1016,39503,Experiment3
C102,8,foods,pizza,816,40319,Experiment3
C102,8,foods,spaghetti,2031,42350,Experiment3
C102,8,foods,meatball,2072,44422,Experiment3
C102,8,foods,hamburger,1768,46190,Experiment3
C102,8,foods,sausage,1105,47295,Experiment3
C102,8,foods,bacon,847,48142,Experiment3
C102,8,foods,ham,632,48774,Experiment3
C102,8,foods,pork,760,49534,Experiment3
C102,8,foods,chicken,1626,51160,Experiment3
C102,8,foods,turkey,1430,52590,Experiment3
C102,8,foods,quail,1137,53727,Experiment3
C102,8,foods,lamb,1135,54862,Experiment3
C102,8,foods,cod,2249,57111,Experiment3
C102,8,foods,tuna,703,57814,Experiment3
C102,8,foods,mackerel,1192,59006,Experiment3
C102,8,foods,salmon,968,59974,Experiment3
C102,8,foods,tilapia,2601,62575,Experiment3
C102,8,foods,swordfish,2807,65382,Experiment3
C102,8,foods,shrimp,1120,66502,Experiment3
C102,8,foods,lobster,1351,67853,Experiment3
C102,8,foods,crab,1001,68854,Experiment3
C102,8,foods,clam,1040,69894,Experiment3
C102,8,foods,bread,1168,71062,Experiment3
C102,8,foods,rice,1424,72486,Experiment3
C102,8,foods,crackers,2055,74541,Experiment3
C102,8,foods,soup,912,75453,Experiment3
C102,8,foods,stew,713,76166,Experiment3
C102,8,foods,cheese,919,77085,Experiment3
C102,8,foods,lasagna,1361,78446,Experiment3
C102,8,foods,spaghetti,3880,82326,Experiment3
C102,8,foods,eggplant,3415,85741,Experiment3
C102,8,foods,zucchini,1753,87494,Experiment3
C102,8,foods,squash,1512,89006,Experiment3
C102,8,foods,cucumber,1176,90182,Experiment3
C102,8,foods,pickle,887,91069,Experiment3
C102,8,foods,radish,1201,92270,Experiment3
C102,8,foods,parsnip,1176,93446,Experiment3
C102,8,foods,tomato,2433,95879,Experiment3
C102,8,foods,pumpkin,1735,97614,Experiment3
C102,8,foods,romaine,3400,101014,Experiment3
C102,8,foods,arugula,1048,102062,Experiment3
C102,8,foods,spinach,1272,103334,Experiment3
C102,8,foods,kale,783,104117,Experiment3
C102,8,foods,carrot,1185,105302,Experiment3
C102,8,foods,broccoli,1447,106749,Experiment3
C102,8,foods,cauliflower,3056,109805,Experiment3
C102,8,foods,potato,6258,116063,Experiment3
C102,8,foods,raisin,4495,120558,Experiment3
C102,8,foods,spam,1536,122094,Experiment3
C102,8,foods,padthai,6639,128733,Experiment3
C102,8,foods,ramen,3449,132182,Experiment3
C102,8,foods,udon,1216,133398,Experiment3
C102,8,foods,sushi,992,134390,Experiment3
C102,8,foods,sashimi,1343,135733,Experiment3
C102,8,foods,tempura,1208,136941,Experiment3
C102,8,foods,okra,6176,143117,Experiment3
C102,8,foods,greenbeans,1873,144990,Experiment3
C102,8,foods,peas,1151,146141,Experiment3
C102,8,foods,onion,1545,147686,Experiment3
C102,8,foods,cabbage,2040,149726,Experiment3
C103,0,tools,hammer,4171,4171,Experiment3
C103,0,tools,drill,1337,5508,Experiment3
C103,0,tools,saw,2088,7596,Experiment3
C103,0,tools,screwdriver,5372,12968,Experiment3
C103,0,tools,sander,4664,17632,Experiment3
C103,0,tools,shovel,2784,20416,Experiment3
C103,0,tools,rake,642,21058,Experiment3
C103,0,tools,lithe,157641,178699,Experiment3
C103,1,foods,cheeseburger,5706,5706,Experiment3
C103,1,foods,fries,2360,8066,Experiment3
C103,1,foods,steak,1651,9717,Experiment3
C103,1,foods,porkchop,1960,11677,Experiment3
C103,1,foods,apple,991,12668,Experiment3
C103,1,foods,grape,1625,14293,Experiment3
C103,1,foods,peach,2666,16959,Experiment3
C103,1,foods,broccoli,3530,20489,Experiment3
C103,1,foods,avocado,2262,22751,Experiment3
C103,1,foods,icecream,5472,28223,Experiment3
C103,1,foods,pizza,7122,35345,Experiment3
C103,1,foods,lasagna,3565,38910,Experiment3
C103,1,foods,spaghetti,2958,41868,Experiment3
C103,1,foods,orange,6660,48528,Experiment3
C103,1,foods,date,10243,58771,Experiment3
C103,1,foods,prune,1130,59901,Experiment3
C103,1,foods,muffin,1978,61879,Experiment3
C103,1,foods,cupcake,1090,62969,Experiment3
C103,1,foods,pudding,14869,77838,Experiment3
C103,1,foods,soup,1523,79361,Experiment3
C103,1,foods,grapefruit,55402,134763,Experiment3
C103,1,foods,cheese,7576,142339,Experiment3
C103,1,foods,nachos,1329,143668,Experiment3
C103,2,animals,cat,3765,3765,Experiment3
C103,2,animals,dog,917,4682,Experiment3
C103,2,animals,raccoon,2464,7146,Experiment3
C103,2,animals,elephant,2353,9499,Experiment3
C103,2,animals,whale,1289,10788,Experiment3
C103,2,animals,fish,800,11588,Experiment3
C103,2,animals,zebra,4717,16305,Experiment3
C103,2,animals,gazel,1898,18203,Experiment3
C103,2,animals,spider,7706,25909,Experiment3
C103,2,animals,beetle,3445,29354,Experiment3
C103,2,animals,human,7647,37001,Experiment3
C103,2,animals,ape,1440,38441,Experiment3
C103,2,animals,monkey,1965,40406,Experiment3
C103,2,animals,bird,31495,71901,Experiment3
C103,2,animals,hippo,7273,79174,Experiment3
C103,2,animals,rhino,2569,81743,Experiment3
C103,2,animals,giraffe,40784,122527,Experiment3
C103,2,animals,snake,17767,140294,Experiment3
C103,2,animals,lizard,1481,141775,Experiment3
C103,2,animals,sloth,7679,149454,Experiment3
C103,3,tools,axe,4470,4470,Experiment3
C103,3,tools,drill,2908,7378,Experiment3
C103,3,tools,saw,554,7932,Experiment3
C103,3,tools,hammer,1034,8966,Experiment3
C103,3,tools,lithe,1676,10642,Experiment3
C103,3,tools,shovel,21431,32073,Experiment3
C103,3,tools,rake,627,32700,Experiment3
C103,4,animals,sloth,5425,5425,Experiment3
C103,4,animals,parrot,1660,7085,Experiment3
C103,4,animals,rhino,5960,13045,Experiment3
C103,4,animals,hippo,952,13997,Experiment3
C103,4,animals,elephant,1115,15112,Experiment3
C103,4,animals,giraffe,1678,16790,Experiment3
C103,4,animals,cat,674,17464,Experiment3
C103,4,animals,human,1252,18716,Experiment3
C103,4,animals,ape,502,19218,Experiment3
C103,4,animals,monkey,1034,20252,Experiment3
C103,4,animals,slug,7268,27520,Experiment3
C103,4,animals,spider,2110,29630,Experiment3
C103,4,animals,beetle,3176,32806,Experiment3
C103,4,animals,snail,5622,38428,Experiment3
C103,4,animals,fish,4298,42726,Experiment3
C103,4,animals,whale,2376,45102,Experiment3
C103,4,animals,sharkl,548,45650,Experiment3
C103,4,animals,possum,22560,68210,Experiment3
C103,4,animals,porcupine,2782,70992,Experiment3
C103,4,animals,snake,39441,110433,Experiment3
C103,4,animals,lizard,1062,111495,Experiment3
C103,4,animals,eel,4086,115581,Experiment3
C103,4,animals,ray,4578,120159,Experiment3
C103,5,foods,pizza,10542,10542,Experiment3
C103,5,foods,spaghetti,1843,12385,Experiment3
C103,5,foods,lasagna,2103,14488,Experiment3
C103,5,foods,meatball,2463,16951,Experiment3
C103,5,foods,salmon,3982,20933,Experiment3
C103,5,foods,cheese,2922,23855,Experiment3
C103,5,foods,nachos,1098,24953,Experiment3
C103,5,foods,cheeseburger,4212,29165,Experiment3
C103,5,foods,fries,834,29999,Experiment3
C103,5,foods,icecream,4912,34911,Experiment3
C103,5,foods,eclaire,1414,36325,Experiment3
C103,5,foods,chicken,3629,39954,Experiment3
C103,5,foods,bacon,2315,42269,Experiment3
C103,5,foods,porkshoulder,3088,45357,Experiment3
C103,5,foods,toast,17764,63121,Experiment3
C103,5,foods,sausage,1222,64343,Experiment3
C103,5,foods,banana,35706,100049,Experiment3
C103,5,foods,apple,746,100795,Experiment3
C103,5,foods,grape,742,101537,Experiment3
C103,5,foods,orange,622,102159,Experiment3
C103,5,foods,grapefruit,1950,104109,Experiment3
C103,5,foods,raddish,1818,105927,Experiment3
C103,5,foods,broccoli,1762,107689,Experiment3
C103,5,foods,cauliflour,3140,110829,Experiment3
C103,5,foods,pepper,2108,112937,Experiment3
C103,5,foods,bread,12685,125622,Experiment3
C103,5,foods,hotdog,2519,128141,Experiment3
C103,5,foods,popsicle,15823,143964,Experiment3
C103,5,foods,cabbage,20292,164256,Experiment3
C103,5,foods,bakedpotato,10392,174648,Experiment3
C103,6,tools,axe,4028,4028,Experiment3
C103,6,tools,lithe,2204,6232,Experiment3
C103,6,tools,shovel,1574,7806,Experiment3
C103,6,tools,drill,1152,8958,Experiment3
C103,6,tools,saw,1454,10412,Experiment3
C103,6,tools,saw,14824,25236,Experiment3
C103,6,tools,rake,45200,70436,Experiment3
C103,6,tools,sander,8889,79325,Experiment3
C103,7,animals,elephant,3649,3649,Experiment3
C103,7,animals,bird,1225,4874,Experiment3
C103,7,animals,fish,688,5562,Experiment3
C103,7,animals,slug,743,6305,Experiment3
C103,7,animals,eel,714,7019,Experiment3
C103,7,animals,rayh,899,7918,Experiment3
C103,7,animals,ray,1363,9281,Experiment3
C103,7,animals,giraffe,6345,15626,Experiment3
C103,7,animals,porcupine,4278,19904,Experiment3
C103,7,animals,platypus,2860,22764,Experiment3
C103,7,animals,monkey,2403,25167,Experiment3
C103,7,animals,ape,655,25822,Experiment3
C103,7,animals,human,951,26773,Experiment3
C103,7,animals,lizard,5661,32434,Experiment3
C103,7,animals,snake,1132,33566,Experiment3
C103,7,animals,rhino,11389,44955,Experiment3
C103,7,animals,hippo,1728,46683,Experiment3
C103,7,animals,frog,25032,71715,Experiment3
C103,7,animals,toad,1070,72785,Experiment3
C103,7,animals,worm,9407,82192,Experiment3
C103,7,animals,spider,4729,86921,Experiment3
C103,7,animals,sheep,17620,104541,Experiment3
C103,7,animals,cow,520,105061,Experiment3
C103,7,animals,dog,1014,106075,Experiment3
C103,7,animals,cat,609,106684,Experiment3
C103,7,animals,pig,4424,111108,Experiment3
C103,8,foods,pizza,3469,3469,Experiment3
C103,8,foods,lasagna,2168,5637,Experiment3
C103,8,foods,cheeseburger,2683,8320,Experiment3
C103,8,foods,fries,1282,9602,Experiment3
C103,8,foods,grape,1604,11206,Experiment3
C103,8,foods,apple,732,11938,Experiment3
C103,8,foods,orange,895,12833,Experiment3
C103,8,foods,spaghetti,8987,21820,Experiment3
C103,8,foods,meatball,1628,23448,Experiment3
C103,8,foods,squash,1695,25143,Experiment3
C103,8,foods,hashbrowns,32153,57296,Experiment3
C103,8,foods,haggis,2562,59858,Experiment3
C103,8,foods,steak,4368,64226,Experiment3
C103,8,foods,cranberry,59643,123869,Experiment3
C103,8,foods,froglegs,10567,134436,Experiment3
C103,8,foods,snails,2216,136652,Experiment3
C103,8,foods,lettuce,3982,140634,Experiment3
C103,8,foods,tangerine,4798,145432,Experiment3
C104,0,animals,cat,7445,7445,Experiment3
C104,0,animals,dog,2183,9628,Experiment3
C104,0,animals,zebra,5551,15179,Experiment3
C104,0,animals,horse,1320,16499,Experiment3
C104,0,animals,giraffe,11433,27932,Experiment3
C104,0,animals,lion,1328,29260,Experiment3
C104,0,animals,chicken,10432,39692,Experiment3
C104,0,animals,goat,1735,41427,Experiment3
C104,0,animals,seal,9393,50820,Experiment3
C104,0,animals,fish,5016,55836,Experiment3
C104,0,animals,bear,15576,71412,Experiment3
C104,0,animals,ostrich,8304,79716,Experiment3
C104,0,animals,sheep,9496,89212,Experiment3
C104,0,animals,duck,9832,99044,Experiment3
C104,0,animals,koala,8503,107547,Experiment3
C104,0,animals,monkey,7417,114964,Experiment3
C104,0,animals,tiger,7288,122252,Experiment3
C104,0,animals,coyote,8992,131244,Experiment3
C104,0,animals,fox,11520,142764,Experiment3
C104,0,animals,bird,5415,148179,Experiment3
C104,0,animals,owl,9513,157692,Experiment3
C104,0,animals,flamingo,9321,167013,Experiment3
C104,0,animals,snail,11470,178483,Experiment3
C104,1,foods,apple,4844,4844,Experiment3
C104,1,foods,pizza,1465,6309,Experiment3
C104,1,foods,chicken,1432,7741,Experiment3
C104,1,foods,hotdog,10640,18381,Experiment3
C104,1,foods,watermelon,9616,27997,Experiment3
C104,1,foods,cantaloupe,8216,36213,Experiment3
C104,1,foods,squash,10959,47172,Experiment3
C104,1,foods,carrot,1328,48500,Experiment3
C104,1,foods,eggplant,1785,50285,Experiment3
C104,1,foods,rice,18095,68380,Experiment3
C104,1,foods,noodles,2839,71219,Experiment3
C104,1,foods,cereal,9241,80460,Experiment3
C104,1,foods,poptarts,2888,83348,Experiment3
C104,1,foods,bread,10807,94155,Experiment3
C104,1,foods,potatochips,2153,96308,Experiment3
C104,1,foods,onion,9400,105708,Experiment3
C104,1,foods,pear,1303,107011,Experiment3
C104,1,foods,plum,1161,108172,Experiment3
C104,1,foods,orange,17816,125988,Experiment3
C104,1,foods,turkey,12089,138077,Experiment3
C104,1,foods,radish,12551,150628,Experiment3
C104,1,foods,sausage,17057,167685,Experiment3
C104,2,tools,wrench,3679,3679,Experiment3
C104,2,tools,hammer,1888,5567,Experiment3
C104,2,tools,saw,9431,14998,Experiment3
C104,2,tools,drill,14625,29623,Experiment3
C104,2,tools,pliers,3544,33167,Experiment3
C104,2,tools,screwdriver,24742,57909,Experiment3
C104,2,tools,axe,38753,96662,Experiment3
C104,2,tools,scissors,34577,131239,Experiment3
C104,2,tools,lugwrench,25680,156919,Experiment3
C104,3,foods,pizza,3633,3633,Experiment3
C104,3,foods,chicken,1535,5168,Experiment3
C104,3,foods,ham,9713,14881,Experiment3
C104,3,foods,cereal,11496,26377,Experiment3
C104,3,foods,poptarts,2520,28897,Experiment3
C104,3,foods,sausage,9072,37969,Experiment3
C104,3,foods,turkey,1288,39257,Experiment3
C104,3,foods,noodles,10543,49800,Experiment3
C104,3,foods,rice,1464,51264,Experiment3
C104,3,foods,cantaloupe,11144,62408,Experiment3
C104,3,foods,eggplant,10017,72425,Experiment3
C104,3,foods,muffin,3056,75481,Experiment3
C104,3,foods,bread,1615,77096,Experiment3
C104,3,foods,potatochips,12905,90001,Experiment3
