#word,val
obstructing,0.9
Omega,1.49
orbital,1.25
ore,1.65
org,0.98
owls,2.12
oxide,1.2
Parkway,1.04
Pedes,1.88
peripheral,0.96
Petersburg,1.94
pharmacist,1.53
planner,1.63
playwright,1.41
pollen,1.22
polluted,0.98
Portugal,1.33
pounded,0.86
procession,1.27
prodigy,1.31
purchasing,1
Qu,2.27
quicksand,1.47
recap,0.86
regal,1.14
relied,0.94
reluctance,0.9
retreated,1
roped,0.94
rots,0.86
safekeeping,0.9
salaries,1.02
Samaritan,1.14
scandalous,0.9
schoolwork,0.96
scorn,1.16
scrounge,0.88
Scuse,1.06
settings,0.96
shellfish,0.98
shocker,0.94
simulate,1.16
sixes,1.22
smudge,1
smuggler,1.22
smut,1.37
snails,2.22
soaps,1.02
sophistication,0.96
sorely,0.86
Soviets,1.76
spacecraft,2.25
sponges,1.14
Springer,1.78
springing,0.86
stalls,0.96
stationary,0.96
stunk,0.9
Subtitle,1.02
swirl,0.9
talkative,0.9
tanked,0.94
teased,0.94
territories,1.2
thrusters,1.76
toxicology,1.04
trendy,0.86
undivided,0.92
unforgettable,0.94
unmistakable,0.88
unofficial,0.98
unveiling,1.02
uprising,1.16
viewer,1.53
voicemail,1.02
wanders,0.88
warlock,3.63
warms,0.86
wasp,1.43
watchdog,1.04
wharf,1.27
whup,1.33
willpower,1.06
woodwork,0.84
wop,1.73
yearly,0.88
Zilch,0.88
accelerated,0.96
adhesive,0.92
aired,0.88
Alec,4.29
alterations,0.94
amour,1.86
anonymity,0.9
anthropologist,1.04
asparagus,0.98
assorted,0.96
avail,0.84
Baba,2.35
Babylon,2.35
ballgame,1.02
Belgian,0.94
Bellevue,1.18
beneficiary,1.35
blunder,0.9
boating,1.02
Bonsoir,1.24
bottomless,0.88
bourgeois,1.18
Brits,1.41
browsing,1.02
Calcutta,1.16
Carmine,2.18
casts,0.98
celestial,1.08
champs,1.1
chartered,0.88
cleverly,0.88
Commies,1.14
commute,0.88
concealing,0.98
conduit,1.04
confided,0.84
contraband,0.94
contractors,1.1
correspond,0.94
creaks,1.12
crease,1.35
crunching,0.94
dainty,1.2
Danes,1.63
dashed,0.9
daydream,0.96
defining,0.98
degraded,0.9
deplorable,0.92
descendant,1.08
designers,1.06
dictated,0.88
digestive,0.88
diminish,0.82
disagreed,0.82
disrupted,0.84
dissect,0.98
dives,1
divorcing,1
docs,1
dud,1.25
dysfunction,1.2
Eiffel,1.86
eulogy,1.65
exiting,0.94
fearing,0.86
financed,0.96
fins,1.18
flavors,1.29
flirted,0.94
floorboards,0.96
Franz,1.76
Garfield,3.63
glazed,0.98
godsend,0.88
Gore,1.08
gout,1.39
grains,0.98
grate,1.02
gravitational,1.12
guitars,1.18
hangman,1.29
hedges,1.39
hijack,1.55
hooligans,1.02
housed,0.82
hypnotic,1.31
ignores,0.88
impersonal,0.86
indicator,0.86
indiscretion,1.04
innovative,1.02
insights,1.02
insistent,0.84
insolence,0.88
issuing,0.9
jailhouse,1.35
kamikaze,1.33
Letterman,1.25
libido,1.12
linens,1.04
locksmith,1.02
lodging,0.84
loophole,1.02
lucked,0.92
magistrate,1.37
Mandarin,1.31
marmalade,1.02
massacred,0.96
melons,1.41
memoirs,1.1
Morrow,2.33
Muslims,1.76
newsstand,1.04
nines,1.06
nonexistent,0.84
nutritious,0.88
oozing,0.92
operas,0.86
orchestrated,0.88
overpriced,0.84
pamphlet,1.18
paroled,0.92
pearly,1
Pharaoh,2.2
pickings,0.88
piggyback,1.08
pious,0.94
playtime,0.94
postage,0.94
poultry,1
precedes,0.86
preschool,1.2
pressured,0.88
pretense,0.86
problematic,0.94
proclaim,0.92
provoking,0.9
punctured,0.9
pus,1
queue,1.18
Quincy,3.98
quirks,0.92
rabble,1.06
raggedy,1.29
reacts,0.88
realist,0.88
reassure,0.88
reek,0.9
reinforce,0.94
relinquish,0.9
repairing,0.82
repairman,1.06
rerun,0.92
retaliation,0.94
retards,0.94
retraction,1
routines,1.12
sanction,0.84
Sandman,2.43
scarring,0.92
shambles,0.92
shank,1.35
Sicilian,1.57
signaling,0.98
skater,1.9
slacks,1.1
slobs,0.9
snapshots,0.92
snatching,0.9
snores,0.9
soaring,1.04
soggy,0.98
spec,0.86
spineless,0.86
stacking,0.9
stalks,1.08
stethoscope,0.94
streaming,0.94
successes,0.86
supplement,1.14
sweetly,1.02
swig,0.94
tantrum,0.88
tensions,0.88
tentacles,1.1
testy,0.96
Thats,4
tingle,1.1
topics,0.92
topside,1.29
tote,1.08
tourniquet,0.98
trespasses,0.86
trillion,1.02
truckload,1
tubs,0.9
tulips,1.14
ulterior,0.9
unconventional,0.86
undying,0.86
untimely,0.86
uphill,0.94
Vancouver,1.76
vary,0.92
Venezuela,1.22
ventilator,1.25
verification,0.9
Versed,1.1
waterproof,0.98
Watts,1.24
weatherman,2.1
Whiplash,1.76
whoosh,1.18
wont,1.59
workup,0.96
wreath,1.06
wrongly,0.94
yearn,0.96
abundance,0.88
adamant,0.98
admittedly,0.92
adolescence,0.86
aids,1.06
almond,1.1
alphabetical,0.86
amazes,0.84
anecdote,1.08
anew,0.86
anterior,0.94
anus,1.1
appreciative,0.8
aptitude,1.08
aristocrat,1.35
assaults,0.92
assigning,0.84
assures,0.84
astonished,0.94
Aurora,2.45
Austrian,1.27
babble,0.86
biopsy,1.55
bores,0.8
boudoir,0.88
bounces,0.88
brainless,0.88
breezes,0.84
bulge,0.94
bulldozer,1.29
Bullock,6.39
Burgundy,2.69
busiest,0.86
camels,1.41
Carnegie,1.02
cartel,1.27
Cassie,5.16
chemotherapy,1.16
chummy,1.06
circulate,0.92
clandestine,0.88
committees,1.08
configuration,0.94
confounded,1.06
conserve,0.86
constitute,0.84
consummate,0.98
Corp,1.29
crabby,0.92
crazies,0.92
creme,1.25
cubic,0.86
cupcakes,1.49
Davies,2.47
Davy,2.8
decorative,0.86
decreased,0.88
defies,0.86
deserting,0.8
determines,0.9
detox,1.33
dined,0.88
disarmed,0.92
discrepancy,0.88
dismantle,0.9
displaced,0.9
dwarfs,1.08
eggplant,1.1
egos,0.9
endearing,0.86
enhanced,0.96
equations,0.98
exhibited,0.82
exploitation,1
expressway,0.96
facade,0.82
fatality,0.9
feller,1.71
felons,1.25
femoral,1.06
Fiji,1.47
floppy,1.14
forearm,0.98
fortnight,0.9
Fresno,1.02
Frisco,1.37
generating,0.84
Genesis,2
getup,0.84
glaze,0.88
gnarly,1.06
gopher,1.41
grazed,0.9
grisly,0.9
guardians,1.33
hammock,1.39
hatches,1.1
Hearst,6.71
heifer,1.2
hindsight,0.9
horoscope,1.18
hos,1.45
hoses,1.08
Ike,1.86
illiterate,0.98
imaginations,0.86
imperfect,0.96
impractical,0.88
imprint,1.25
incapacitated,0.94
inconceivable,0.9
inexcusable,0.84
insidious,0.88
insinuating,0.96
integrated,1.08
invariably,0.86
Irene,3.16
jerked,0.82
justification,0.92
Kang,6.9
keyhole,1.04
kickoff,1.04
knobs,1.04
landscaping,1.25
liquids,0.88
lowers,0.96
madder,0.86
Mal,2.73
manned,1.29
Martian,1.73
mattresses,1.08
minefield,1.02
misread,0.86
molten,1.16
Mondays,1.04
mouthpiece,0.92
mowing,0.94
mugging,1.12
navel,1.24
negotiable,0.9
neurologist,1
ni,1.41
nitro,1.71
Nix,1.63
Normandy,1.76
nuthouse,0.9
oaf,0.98
obituaries,1.04
observers,1.08
offhand,0.9
Olympus,1.78
overflowing,0.8
Pandora,0.84
partake,0.96
patented,0.8
pedicure,0.86
perished,1
pestering,0.84
Phooey,1.16
physiology,0.96
pinkie,1.67
plunder,0.84
plural,0.96
prancing,0.9
pranks,1.04
prays,1
predecessor,0.92
preserving,0.9
progressed,0.84
promoter,1
promotions,1.1
python,1.55
quantities,0.9
quarts,1.06
ramifications,0.86
rapists,0.96
ravine,1.84
recognizing,0.8
reconciliation,1.02
Reg,3.88
regrettable,0.92
reprieve,1
reputable,0.84
requisition,1.12
respective,0.8
resurrected,0.98
Revere,1.12
ridiculously,0.9
robs,0.9
rooftops,0.88
rookies,1.18
rudeness,0.84
rupture,1.29
Sahara,1.41
savin,0.8
scarecrow,1.75
scholars,0.92
schoolyard,0.86
scratchy,0.96
screwball,1.12
seaboard,1.2
shackles,0.92
shakedown,0.9
shoelaces,1.06
shotguns,0.98
sickening,0.9
skim,0.84
Slater,4.35
slaying,0.92
slugged,1.18
slump,1.2
slums,0.98
snooze,0.9
sores,1.18
Spam,1.16
splatter,0.86
splattered,0.96
splinters,0.88
spontaneously,0.8
sprinklers,0.94
squirm,0.82
stellar,0.8
stiffed,0.92
stockbroker,1.06
strangulation,0.96
sugars,0.94
supervising,0.86
supplying,0.82
tasteless,0.88
Tnt,1.14
tranquilizers,0.88
transient,1.02
travesty,0.9
triplets,1.2
undies,0.94
unified,1.16
unimaginable,0.92
unplug,0.86
viruses,1.16
vomited,0.98
wanton,0.82
wards,1.02
Wiedersehen,1.25
wildcat,1.39
willies,0.88
woozy,0.84
workings,0.82
wristwatch,1.16
writings,1.06
yak,1.39
Zeppelin,1.18
Achilles,2.25
activist,0.98
Agriculture,1.1
airstrip,1.12
albino,1.16
alienated,0.8
alligators,1.27
amid,0.88
amputate,0.86
anchovies,0.98
Aristotle,1.2
atmospheric,0.92
authorised,0.9
Balboa,4.47
Barton,4.47
bawling,0.84
beamed,0.94
believers,0.86
beret,0.94
Bewitched,1.47
birthplace,0.8
blimp,1.04
Bloc,0.94
bloods,0.86
Bogart,1.25
Bohemian,0.94
bookkeeper,1.27
bozos,0.98
braid,0.94
brides,0.92
brim,0.88
brokers,1.1
Bronco,1.41
buggers,0.82
Burrows,2.45
buttered,0.82
buzzes,1.22
campaigns,0.9
cannibals,0.96
cartridge,0.96
cartridges,1
cello,1.86
census,1.37
Cheddar,1.78
chefs,1.02
chirping,0.98
circuitry,0.86
clipper,1.16
clout,0.94
clutches,0.84
coincide,0.78
coincidental,0.82
commendable,0.86
conflicted,0.92
conjecture,0.82
conqueror,1.12
consistently,0.86
cordial,1.22
correcting,0.8
craftsman,0.92
crossfire,0.9
custard,1.25
cylinders,1.06
decode,1.08
Dell,2.43
departmental,0.82
dictates,0.82
diffuse,0.98
discard,1.08
disclosure,1
discredit,0.9
disengage,1.06
diversity,1.1
dozed,0.8
drape,1.04
earplugs,0.84
elevate,0.84
Elle,3.24
embezzlement,0.94
Ergo,0.84
euphemism,0.9
exemplary,0.86
explorers,1.16
extinguish,0.84
fetus,1.61
fireball,1.49
flagged,0.9
flask,1.12
flinch,1.14
flourish,0.8
freebie,0.8
gangrene,0.9
genre,1.06
Gettysburg,1.14
giveaway,0.78
Greased,1.33
groan,0.92
gutters,1.18
handmade,0.9
heathens,1.04
heightened,0.84
heiress,1.14
Hispanic,1.25
hitchhike,0.94
homely,0.92
horseshoe,1.02
hounding,0.84
Hummer,1.37
hunches,0.94
hysterically,1
imitates,0.94
impaired,0.84
infections,0.92
informs,0.84
injunction,1.29
innuendo,0.9
instinctively,0.84
instituted,0.8
intervened,0.8
intolerant,0.86
invoice,1.04
irreplaceable,0.84
irrigation,0.84
jellyfish,1.45
jeweler,1.04
Jigsaw,1.86
joyride,0.88
juncture,0.78
Kudos,0.86
layman,0.94
lingering,0.88
lm,1.43
lobsters,2.14
lookee,0.9
lovelier,0.82
mannequin,1.22
martyrs,0.94
Maxim,1.27
microphones,0.98
militant,0.88
misleading,0.84
moat,1.18
modem,1.08
monoxide,1.14
monuments,0.9
Mort,2.51
mouthwash,0.96
Namely,1.04
Newsweek,0.98
nook,1.06
Northwestern,1.61
noticeable,0.88
nylons,1.25
objectively,1
onset,0.84
originals,1.14
outlawed,0.88
pail,0.94
parades,0.84
paved,0.88
peroxide,1.08
pesos,1.86
philanthropist,0.88
phobia,1.02
pigsty,0.84
pimping,1.08
pining,0.86
pinning,0.84
planetary,1.08
plunger,0.94
polygraph,1.59
positioning,0.84
pouting,0.92
prepares,0.88
promiscuous,1.02
propulsion,1.16
punishable,0.82
quail,1.33
quarterly,0.88
ravaged,0.86
redirect,0.94
relics,0.96
religions,0.92
researchers,1.12
retrieved,0.82
Revelations,1.04
revered,0.8
rhino,2.08
rift,1.08
ringside,0.92
Roscoe,1.84
rouse,0.92
rumba,1.2
Santiago,3.25
scariest,0.82
scooped,0.88
settlers,1.14
sevens,1.04
shamed,0.86
shorthand,1
shrieks,1.08
sibling,0.96
simulated,0.94
sleek,0.84
smacks,0.82
smashes,0.82
soles,0.92
spender,1.33
sprain,0.84
sprinkles,0.94
squeamish,0.88
stickup,1.2
subscribe,0.86
surfaced,0.84
swirling,0.9
tablecloth,0.94
tablet,1.49
tagging,0.9
Tate,2.55
textbooks,0.86
thermostat,1.14
timeless,0.86
toured,0.9
tracer,1.69
tram,1.37
transplants,0.9
trucker,1.2
tryouts,1.27
turnpike,0.92
umbrellas,1
undergo,0.82
unlisted,0.96
unsettling,0.8
unsuccessful,0.86
untouchable,0.86
upped,0.86
upstream,1
uttered,0.8
vacancy,0.88
valedictorian,1.24
vanquishing,1.33
varied,0.8
vaudeville,1.14
vests,1.1
vixen,0.96
volcanic,1.12
Vp,1.27
waiver,0.96
walrus,1.12
whopper,0.84
widen,0.82
yawn,1
zit,1.02
actively,0.82
Airways,0.88
Alamo,1.43
alcoholics,1.06
alcoholism,0.84
amorous,0.92
Amos,1.59
antiseptic,0.86
arming,1.12
assembling,0.8
attachments,0.86
attain,0.92
barrage,1.04
barter,0.9
bi,0.88
binge,0.92
blister,0.94
brands,1.02
brimstone,1.39
broth,0.88
Bryan,3.82
buckshot,1.02
Buenas,0.92
buffoon,0.86
buttermilk,1.22
calculus,0.92
casings,1.1
charades,1.02
charger,1.22
charisma,0.98
chimpanzee,1.22
Christy,2.33
clippers,1.12
cluck,1.43
coincidences,0.98
commendation,0.9
complement,0.76
complexity,0.8
conform,0.86
consciously,1.1
considerations,0.86
contemptible,0.78
contention,0.8
contraction,1.08
Corpsman,2.55
corrupting,0.78
Corvette,1.35
cranial,0.76
crapper,0.8
cuddling,0.8
curling,0.96
Dalai,1.84
darkened,0.78
deficiency,1.04
demeaning,0.86
demographic,0.86
desist,0.96
discreetly,0.8
doctorate,0.9
drainage,0.9
dreamers,0.94
ducts,1.08
eavesdrop,0.78
encoded,0.84
enlarge,0.88
Europeans,0.9
expresses,0.8
exterminate,1.12
eyeing,0.8
farthest,0.82
Faux,0.8
filet,0.94
fittest,0.8
flagship,0.96
Flamingo,1.18
flimsy,0.82
Flora,2.24
flung,0.86
flutter,0.86
forceful,0.86
forefathers,0.8
format,1.06
forwarded,0.86
fundamentally,0.82
fuselage,1.02
Gabby,1.71
gagged,0.84
gems,0.86
ghostly,0.98
gleam,0.98
glows,0.82
gobble,2.35
golfer,1.1
gratification,0.82
grit,0.94
Hanukkah,1.2
harem,0.88
hazy,0.8
headstrong,0.9
hellish,0.76
hep,1.9
hippo,1.41
hospitable,0.82
huff,1.31
huts,1.1
illustrate,0.78
immaterial,0.88
impressionable,0.84
incarceration,0.78
inclination,0.82
incomprehensible,0.82
incorporate,0.76
inhaler,1.18
interferes,0.78
intubation,0.96
Jove,1.27
lashes,0.86
lawfully,1.08
lbs,1.16
Lear,1.25
Lebanese,1.14
lenient,0.9
lobotomy,1.08
locket,1.71
logging,0.9
logically,0.9
lovingly,0.9
loyalties,0.8
Lucifer,1.73
manufacturers,0.98
mapping,0.84
mas,2.24
mended,0.86
Mercer,2.29
mistaking,0.84
molasses,1.02
mongrel,0.86
morn,0.88
narrative,1.04
Nato,1.84
nigh,0.82
ninny,0.88
nurturing,0.84
Oaks,1.69
Ob,1.35
objected,0.78
omelette,1.2
Opus,0.9
outdated,0.8
overlapping,0.9
overpaid,0.78
padding,0.96
pant,0.96
pap,1.29
para,1.31
parakeet,1.08
paternity,0.96
patrolman,1.22
pew,1.04
pines,1.2
pinhead,0.84
pitches,1.1
pivotal,0.86
Pluto,3.04
Presbyterian,1.08
pretenses,0.82
progressing,0.8
puked,0.84
Quagmire,2.43
recapture,0.8
rectal,0.9
renal,1.59
rendering,1.06
reopened,0.88
repulsed,0.8
Roxy,2.53
sabbatical,0.94
Sark,5.96
saucers,1.14
scented,0.9
selfishness,0.78
shillings,1.53
shootings,0.82
shorted,0.78
significantly,0.84
sockets,0.78
sorcerer,1.71
spaced,0.84
spaniel,0.84
speakerphone,0.88
specifications,0.82
spectator,0.9
spic,1.16
spokesperson,0.9
squaw,1.31
staking,0.82
steamy,0.9
stinging,0.9
storing,0.82
studs,0.98
Subtitled,0.76
subtlety,0.78
superhuman,0.8
sweeten,0.78
swill,0.96
systolic,0.96
Taj,1.27
televised,0.82
Terminator,1.31
tombs,1.1
torched,0.86
translates,1.45
Twelfth,0.9
Tyrone,1.96
unbeatable,0.78
underdog,0.96
unplugged,0.84
unzip,0.82
uppity,0.82
Utopia,1.12
viewpoint,0.98
vigilante,1.63
visually,0.82
wail,0.86
waltzing,0.84
warts,1.02
waterfront,1.04
weaving,0.84
wetting,0.82
wheeled,0.8
windmill,1.27
Windsor,1.39
withdrawing,0.78
yap,1.43
accelerating,0.88
accumulated,0.76
activating,0.86
analysts,1.1
applicants,0.86
apprehension,0.76
Archbishop,3.69
architects,1.08
asphalt,0.96
assert,0.84
astrology,0.92
averages,0.76
bagging,0.84
Barbados,1.25
Beanie,1.53
behaves,0.78
biceps,0.94
bikinis,1.04
blackmailer,1.06
blackness,0.88
bop,1.84
bowed,0.8
Bristol,1.78
burdens,0.88
bystander,0.88
Carolyn,3.76
catheter,1.08
ce,0.98
Cecil,1.96
charismatic,0.8
charlatan,0.86
checker,1.1
chime,0.92
chisel,0.88
Cho,2.88
chowder,1.61
clanking,1.08
coastal,0.84
cocked,0.82
competence,0.88
condemning,0.9
confinement,0.78
Congo,1.22
congressmen,0.9
constellation,0.94
coupled,0.76
creations,0.76
croissant,0.88
crypt,1.37
cynicism,0.9
deductible,0.9
degradation,0.76
delicatessen,0.8
Denmark,1.29
deprivation,0.78
descendants,0.78
diaries,0.86
differential,0.86
diplomats,0.88
discouraging,0.8
discriminate,0.8
disks,1.59
distressing,0.82
dominion,1.14
doped,0.86
dormitory,1
Dover,1.41
drab,0.8
drenched,0.75
drowns,0.78
Duo,1.51
embracing,0.8
emissary,1
enslaved,0.8
eons,0.86
epinephrine,1.16
extermination,1.02
famed,0.82
fiddling,0.84
finely,0.88
firewall,1.08
flak,1.06
folklore,0.88
Frau,1.63
freeing,0.9
frostbite,0.88
fulfil,0.88
gags,1.14
gaping,0.82
gimp,0.94
glib,0.8
goatee,1.06
grading,0.86
grasping,0.75
grouchy,0.86
handiwork,0.75
Hawking,0.84
Hazel,1.08
holders,0.86
holographic,1.04
homeroom,1.16
humid,0.88
idealistic,0.8
illuminate,0.82
impromptu,0.84
Iowa,1.14
isle,1.22
Jackal,1.59
jeopardizing,0.78
Jer,2.22
jiggle,1.22
Judith,4.84
khaki,0.82
lagoon,1.59
Leary,1.78
Lima,1.2
lithium,1.18
lotto,1.67
magnetism,0.96
magnets,0.9
manger,1
maximize,0.88
memos,0.84
metaphors,0.86
middleman,0.8
mittens,1.02
monstrosity,0.75
mundane,0.8
murmur,0.94
mythical,0.88
narcotic,0.86
nationality,0.82
nectar,0.92
negligent,1
niche,0.92
nosing,0.84
obstinate,0.9
optic,1.02
ordained,0.86
ornaments,1
outlined,0.78
packaging,0.84
pastime,0.8
paternal,0.8
Pelican,1.75
pinball,1.53
Plato,1.96
ponytail,1
practitioner,0.84
princesses,1.29
Prohibition,1.2
projectile,0.84
promotional,0.76
prose,0.94
protested,0.75
Ps,0.92
psychics,0.86
rackets,0.96
raffle,1.82
railroads,1.06
rainbows,0.98
rallies,0.8
rectify,0.82
regulate,0.76
rejoicing,0.88
relapse,0.92
remission,0.88
reruns,0.84
rescheduled,0.76
revel,0.8
revise,0.86
revisit,0.84
rhyming,0.82
rigorous,0.84
Ro,1.9
runaways,0.8
saddened,0.75
sanctimonious,0.82
sanitarium,2.25
sanitary,0.86
sash,1.14
scoops,1.02
sealing,0.9
shipments,0.82
sideburns,1.16
Sidle,1.06
silenced,0.84
situated,0.82
skimming,0.94
slaps,0.86
sleaze,0.76
smacking,0.86
smallpox,1.47
Snickers,0.88
spatter,1.18
specified,0.76
splint,0.86
sponsoring,0.78
sprang,0.76
statistical,0.9
steamer,1.04
stickler,0.9
stimuli,0.76
stinger,0.88
straining,0.88
straitjacket,0.82
streaks,0.94
subversive,1.06
superheroes,1.14
supermodel,0.92
swapping,0.76
syllables,0.8
temperamental,0.8
terrors,1.24
thingies,0.86
tiptoe,0.88
toasting,0.82
Tolstoy,1.24
Toto,2.8
touchdowns,0.98
trample,0.8
tranquil,0.82
transponder,1.39
trapeze,1.35
twirling,0.9
unnecessarily,0.8
utilize,0.88
validate,0.8
vanishes,0.75
vantage,0.76
vials,1.29
videotapes,0.96
vigilant,0.75
violates,0.75
viral,0.88
vulnerability,0.8
warranty,0.82
Warsaw,1.94
wimpy,0.84
windpipe,0.9
yeast,0.86
acceleration,0.86
achieving,0.73
acne,0.9
advisable,0.78
advisement,0.76
airs,0.76
albeit,0.75
aliases,0.84
almonds,1.35
amulet,2.31
Andromeda,8.1
angina,0.9
approves,0.86
armoured,1.16
arose,0.82
attained,0.78
bachelorette,1.61
balancing,0.8
bargained,0.73
bedpan,0.94
binds,0.75
blares,1.04
blockade,1.53
blot,0.94
bombings,1.22
booing,1
booted,0.82
briefs,0.82
Bros,1.1
Bu,1.61
bureaucratic,0.8
callers,0.82
campaigning,0.88
Captioning,0.84
catatonic,0.78
cavalier,1.18
chemically,1.02
chestnuts,0.98
clasp,1.02
clavicle,0.98
clinics,0.98
clobbered,0.84
clothe,0.82
coached,1
coconuts,0.9
collarbone,0.82
comical,0.82
composing,0.94
confines,0.76
conflicting,0.73
contamination,1.18
continuance,1.12
convene,0.76
counters,0.82
crit,1.22
crusty,1.06
cutthroat,0.82
Czech,1.02
decapitated,0.86
decorum,0.82
delights,0.73
Deuces,1.16
developer,0.9
dials,0.82
Diem,2.1
diligence,0.76
dimples,1.31
dirtiest,0.78
disappointments,0.75
disinfectant,0.78
dispenser,1.02
displeased,0.76
diverse,0.76
diverted,0.76
drifter,1.06
dropout,0.84
dynamics,0.84
dysentery,0.9
Eminence,1.88
empathy,1.14
enzymes,0.92
escalated,0.78
evenly,0.75
eyeliner,1.02
fabrication,0.84
faction,1.14
femme,1.24
fetal,1.16
fingered,0.76
fiscal,0.76
flaky,0.88
Flint,4.35
forging,0.78
fountains,0.98
foyer,0.88
Friedman,1.45
frolic,0.82
gathers,0.73
gloating,0.86
gory,0.73
gossiping,0.75
grader,0.86
grapevine,0.92
groupies,0.8
groveling,0.73
handout,0.84
hassling,0.78
Hastings,4.31
heirs,0.8
hideaway,1.02
hookup,0.78
hooky,0.84
Hulk,4.08
hyena,1.41
hyperventilating,0.78
identifies,0.76
incomparable,0.94
inconclusive,0.82
indict,0.88
indulging,0.75
inhibitions,0.86
inspectors,0.84
institutionalized,0.82
integral,0.73
interval,0.88
irreversible,0.8
jails,0.76
Jeremiah,2.35
km,1.37
laces,0.86
latent,0.76
lifeline,0.86
limber,0.82
locusts,0.9
longitude,0.82
loudspeaker,0.92
Louvre,1.27
maimed,0.75
Manila,1.45
Marianne,2.98
matey,1.2
Mecca,1.76
metaphorically,0.75
methane,1.14
milkman,0.94
mobster,0.84
modifications,0.8
monologue,1.14
napalm,1.51
naps,1.04
nicknames,0.9
nightstand,0.84
nostalgia,0.76
novice,0.8
obeying,0.73
obtaining,0.78
occupying,0.76
occurring,0.8
openers,0.82
Oracle,2.24
outnumber,0.76
outskirts,0.75
outsmart,0.76
paddling,0.9
panda,2.12
pardoned,0.8
perch,0.98
perfectionist,0.78
plough,1.06
prematurely,0.75
pretender,1.84
probing,0.78
proprietor,1.18
provision,0.78
Pt,1.02
purified,0.82
quarantined,0.92
ranked,0.96
ranting,0.78
rascals,0.86
rearranged,0.75
recycle,0.86
Regent,1.67
rein,0.76
relaxes,0.75
relocated,0.8
renewal,0.96
repaid,0.82
repression,0.82
resigning,0.82
restoration,0.94
rewriting,0.8
rigor,0.86
roasting,0.76
romances,0.94
roundup,1.14
satisfies,0.75
sax,1.25
screened,0.8
scrumptious,0.75
scruples,0.94
seagulls,1.1
seductive,0.75
semantics,0.76
shielding,0.82
shortness,0.84
shoveling,0.78
sickly,0.76
simplify,0.9
slacking,0.76
snout,0.84
Snowflake,1.18
Socrates,2.1
soundproof,0.8
speciality,0.86
specify,0.9
spilt,0.82
sprout,0.9
stank,0.76
statutory,0.92
stint,0.75
Stockholm,1.18
storming,0.8
suave,0.92
sulfur,1.18
sunsets,0.92
suspenders,0.84
swelled,0.76
Taffy,2.39
technological,0.78
tempers,0.73
tightening,0.76
Tong,2.27
toothpick,1.02
tormenting,0.73
toxins,1.02
Trans,1.18
tricking,0.86
trinkets,0.84
trivia,0.88
trumpets,0.84
uncalled,0.76
unconsciously,0.86
undeniable,0.96
uneventful,0.78
unicorn,2.47
unlawful,0.76
unselfish,0.86
upfront,0.9
utilities,0.75
valleys,1.02
verb,1.06
verbally,0.76
verses,1.1
violets,1.04
vocation,0.82
wack,1.71
warpath,0.86
weakling,0.84
Wick,2.51
wickedness,0.76
womanhood,0.76
workload,0.88
zeros,0.98
zing,1.18
aced,0.76
aligned,0.78
alleyway,0.78
amend,0.75
anecdotes,0.78
animated,1.2
annihilation,0.8
antisocial,0.8
appreciating,0.71
Arlington,1.1
assurances,0.73
backfire,0.86
backstabbing,0.75
ballot,1.35
banners,0.8
baptism,1.2
Bb,1.37
bedding,0.75
beneficial,0.78
betrays,0.75
biased,0.92
blurred,0.73
bombshell,0.9
boned,0.8
Brewster,5.71
brightly,0.75
bustle,0.82
cadaver,1.18
Cajun,1.1
Carver,3.16
cavities,0.8
ceases,0.73
celibacy,0.84
cemeteries,0.86
Chardonnay,0.94
charred,0.75
Chink,1.43
Cirque,0.8
cited,0.75
clarinet,1.57
coax,0.8
coleslaw,1.24
columnist,1
commissions,0.71
compensated,0.78
conservatory,1.35
Constance,2.98
construed,0.71
converting,0.8
coz,1.61
cranium,0.78
crowns,1.06
cutbacks,0.94
Dea,1.94
destinies,0.84
deviate,0.75
dissertation,1.2
distrust,0.75
disturbances,0.82
ditching,0.78
Dodger,1.27
Dora,2.69
doves,1
downer,0.82
drowsy,0.73
egghead,1.12
elective,1.02
electrocution,0.98
electrons,1.51
Emporium,0.86
entrails,0.88
entrust,0.73
eviction,0.84
fad,0.76
Fang,1.92
figuratively,0.76
finalists,1.12
floral,0.73
foresight,0.75
freedoms,0.88
frock,0.84
funded,0.8
Gable,1.08
galaxies,0.96
gangsta,1.57
garbled,0.9
gazing,0.8
geisha,2.86
geological,0.82
Ginny,2.59
Goddamnit,1.08
Google,0.84
grandeur,0.73
grasshopper,0.92
graze,0.76
grievance,0.9
groves,1.18
gusto,0.9
headless,1.31
heartburn,0.75
historian,0.88
hourly,0.73
hymns,0.94
icky,1.2
immaculate,0.78
imposition,0.76
indispensable,0.75
industries,0.88
infatuation,0.84
infiltration,0.78
ingrate,0.75
Iraq,0.86
Jagger,1.02
Johnnie,3.82
Jonah,2.88
justifies,0.75
kegs,0.96
Klan,1.14
knowledgeable,0.78
Kremlin,0.98
ladylike,0.84
Lisbon,1.67
Liverpool,1.9
loosely,0.8
loveliness,0.8
Mahal,0.96
Mam,2.12
manoeuvre,0.86
Merlin,5.67
Mesa,1.29
midday,0.82
Midge,2.02
milkshake,0.82
mingling,0.84
misconduct,0.78
modification,0.84
molesting,1.04
monotonous,0.84
moths,1.06
Mu,2.53
mumps,1.18
munch,0.84
neighboring,0.75
nincompoop,0.82
nodding,0.82
nosebleed,0.8
nothingness,0.84
nurture,0.73
opposites,0.9
outcasts,0.88
ovaries,0.84
