numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,startGraph,prune_limit,other_limit,triangle_limit,followtype,numedges,graph_seed,x_seed,truegraph,ll_tg,method,cost,ll,time,bestgraph,hit,miss,fa,cr
6,0.3,steyvers,5,50,0.7,0.0,stationary,5,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,193,1,3,:q_O?K?AA_?OOM?@@?ocKJD``OsKKG`?o_a?AAAPSSN@DAw?CCIDoOWOII``Ooe?BAA`{?ADFcW?CECFCg_SYR``@?{`BACacSYSJRQsC\GDB`{KSNLPQHKl?@A`[Sa[`abSKGGFcWXCg_aa`xCeU_@AHWv@JeGOOUQPo`OkzGDBrSGGUOHXo{uf_baaI]YPo?g_jADCRYHNIHGtkCaQHdck_]ZNixO{w_V~,-413.218909456,uinvite_irt_prior,147.0,-309.510314893,0:03:52.237249,:q_O?KIF??_x?YLCBO?GeN@DAw?iABA@PWuED`b@{Ob?HP?kKOOaThh]CMdOOWcaYacQPMCHDtBHq]YheiHP@IFcsCOSQLtrAICQKO@XuMGDApaACCJGC[w]TLhyaJFGIedCOa]PHxQMAAACa`WudUpRPk}jlFsAXOnW^,92,101,46,986
6,0.3,steyvers,5,50,0.7,0.0,stationary,5,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,190,4,5,:q_O?K?AA_?OOM?@@?oc?AA@o_WQ?BBO_s?ACA`g?OII_?O_YAEDo_WOSJ`a`[CGI`@`KOSO`@@[OIMFcwhCfIDb`{?CECAw_g[Nab`xMGJIDRK_WPa`aPaGJGCg?SUNHO@XG|@AAb@u[NIEg`WoXdBw?GEHDCY@Gy]No?ok~GECRaY]RIOo_[QM_A@X]UNPOO_gd?@`ScKIIDeGOSKHQO?WSMHQO_aB,-443.823590898,uinvite_irt_prior,170.0,-316.329593523,0:03:41.887772,:qa??[WABAO_kKJAaP?s?FBBOpGmSJaO_weeCA`wOSTUDB`xQ?ACPAkKIR`BqHQOKacbCO_QKRB@e?@HDbhyKIMpRKk[WdBrK?CGGeJp}ACBAp`Os[NoRYY[NHoowxDGDdsCk]aPoPPSob_?ogouc``PP[oh_``HKkWMGCcWMHLFgPN,82,108,62,973
6,0.3,steyvers,5,50,0.7,0.0,stationary,5,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,181,6,6,:q_O?K?AA_?OOM?@@?oc?ECAoOOOL?@`W?KIG_@PCCCCDOocCECBA@S?CBBq@OkZDDAp{CF@A@P?e?DCAPckdECA`{CIGIO?O]IGIpP?cd??`QsCGFFPPCCOK_?OhClDIDgG_X?@`wGKWQ``@aA?@JO_gsbEBesKGcRKERSgUOaAQPdDBDcRQQSJGPQ@c}d_cQsGad___o\L?@`r[GSJG^,-411.881176242,uinvite_irt_prior,150.0,-299.785196863,0:04:39.281928,:q_OW?IAAb@XGKIGbQ@SKHDBAW?GLGDAx{C\DCAW?gXIdCGGSgT`@pCGOKIqW?SlFeoPCCKKEcQxqISJQPkKKFLoo`mEK_?PXYIPJFjYEeWKqq@QGQLO?WsaRQQ`W}IOHDBIUAHEcQ`xPADbckwu]RJgWcvAABRf,82,99,51,993
6,0.3,steyvers,5,50,0.7,0.0,stationary,5,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,192,7,7,:q_O?K?AA_?OOM?@@?oc?AC`@W?OL?A@g_WPEDO?OKGD_?__[XBAA@_uCDEo`_s\AAbWGKGLFcWGKIKHO?OOWPHO_XMABEO__SWP_a@GmAAEBa[COHKOP?cUW_?_`]CKHOPg{aS`BBc?EFIeR{COY_?p_uECCBaCOOKIGgG_pABAQxpH?@`BIQGKPHGgWt?@?o_SN@BbAYiAj_@?qUECCGwOLSj_bwwsaa,-446.49474073,uinvite_irt_prior,169.0,-330.813737865,0:04:46.876053,:qa?GGM?C_?g[?HGbAPS?CBAp?kOOK_?g?}IL_`AKKWMFcgOobR_oOgohGCaaPUYMHdGGWOWKugOKOOeCAP]]PIDx`Cx??dWgsnBEBWO}CSPO?X`BCA`a{GiUKgCcSSOMGccSkYLgW?SNRTOOYE?d`@@CGkiTjHxyCFEcSa\Qm,83,109,60,973
6,0.3,steyvers,5,50,0.7,0.0,stationary,5,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,175,8,14,:q_O?K?AA_?OOM?@@?ocCECAo?GGHBA@WGSL?A`g?CEH_`@GiABA@PC?ABA@WWy?ADBWgWUK_`@Ow`HGoQDQECAbWGKKM_?Ogw^DCBQp]EMGO?gy?JKEwgmI\_@?gWdDDo@sgWP_aQ{CWPPO`PACBEcghCf@ABQSKGDCEWXGoZOp@?smidBAIQCBEhgGcWb`?piYADFEGGSYMR^,-411.651974476,uinvite_irt_prior,134.0,-306.603685595,0:04:22.779195,:q`??K?DDAO?KMQ@BQoCcT@A@PC?GD``PsMWMFoO_WSMGQXP?fRIOOWOZGFo?g[\CEda{_`?AabD_vDCSRkKLDDeG?ySKhDx`C|ADCG?GEGHPPpCfAHUWcCGGJftKgWPHHCieCLcgw?GMJEecsS[PHdtSC[OR^,85,90,44,1006
6,0.3,steyvers,5,50,0.7,0.0,stationary,6,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,193,1,2,:q_O?K?AA_?OOM?@@?ocKJD``OsKKG`?o_a?AAAPSSN@DAw?CCIDoOWOII``Ooe?BAA`{?ADFcW?CECFCg_SYR``@?{`BACacSYSJRQsC\GDB`{KSNLPQHKl?@A`[Sa[`abSKGGFcWXCg_aa`xCeU_@AHWv@JeGOOUQPo`OkzGDBrSGGUOHXo{uf_baaI]YPo?g_jADCRYHNIHGtkCaQHdck_]ZNixO{w_V~,-535.59072978,uinvite_irt_prior,163.0,-407.14093535,0:05:58.397654,:q_P?CCCBAOwcKLBBO_WQ?ACpx?mAH_?O_g\ECBG?KGIFo@o{b?@`OwodAA`p@MIGGP@HIOTiOPSyYNJPOwof?@A`Xea[Mo@P_tBAAIHOoZOSQX_y]Oo?_c[NGdAuMGJEcS[GSJFGwW_iYMo`@X?dfBr[C[afegGGITLfg?g]OHfsY\OjdBQPxCdTOQPWq_PhDs_ujdDbf,100,93,70,962
6,0.3,steyvers,5,50,0.7,0.0,stationary,6,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,196,3,3,:q_O?K?AA_?OOM?@@?oc?CC__o_UAAAO?_SN?@@G?CCDBAg?GGDB@w?GGEBo?wu?BA``S?GFEbgGSOI____aCBAaP[?ECBb@{KYOHDGgWQIDcGGOWR_a`WsfCHdw?[^@@@@@aKJEew_[YT_BrS[eS_@W?CEGEpPxOj?BbPpYINIP?o_SLdAphMACIDWwcl@@@qsGGKJFG_qGDMiHh?gTPQP_szIJIG?{tBGDRiv,-527.046228958,uinvite_irt_prior,170.0,-404.207711172,0:06:39.059258,:q`?GKCD@@?ocAJ??o?[ALBB@pKONE_@`[AEI`@`cGIH_?OWO^FGPpGkYR`bGGKRFHdw?[^AAA@_sdFDp?wm?NLOOwo]R`o?GGECCBWGk]SNO?O[[OJPPxCgYcBQPeABDAphp?daCQ`TD@@ca`}IMHEwOKIEJFGGGGKGhwOSWTMiI@tDLMid[gkgfegWS_TMjTv,95,101,69,960
6,0.3,steyvers,5,50,0.7,0.0,stationary,6,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,180,4,5,:q_O?K?AA_?OOM?@@?oc?CC_@Os?AE``?sE?A@o?GWP@AAP[?AAAaW__XAA@`[CKK__o_g\HEoOO}?A@`?kWWOGpaCCGECcg?GGEHQ@_{h?CcAkW[R_?O_Wh@BABS?AKGoOO{tBAA`peFAA@O{WXBABAHyEEHeG?SoXMoQH}QMOp?ocpCEFckOKGIp?ptNDBBQh`ZEGDw?CGEDgwWOad,-521.726516922,uinvite_irt_prior,163.0,-404.202659659,0:04:38.792134,:q_OWSSABb_?gYQ@@`wK]?@CAwWmAI____WPADbgow^?AA@ScZABBqSKGDHQ@`?bW??Oo[cV`@GO_WN_AQ@UH?FeH?kWPHEghCd@EDBPyEMKopQECDBa@pu?BEP``C{```aX`DBA`a`_q\fcZIDHECdr@es]Qo?__i]a@aHKw\PhG?sofhDWW[QJJGw_tB,87,93,70,975
6,0.3,steyvers,5,50,0.7,0.0,stationary,6,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,181,6,6,:q_O?K?AA_?OOM?@@?oc?AC__okGED`?o_SP??____R?AaWOOP@Co?WONE`?ogmEDDpOwkbBFCgGGGFGOOWS_QbaqHMGGCo?w_fAA@qCCGDCAWg_QV`capaCDKo`@?eT`@rk?AACFxXKi[`@`GqCRNPriAACA``k_QKJqA@OqahdWWSi[`fGOOPDCEgOcSVRHwPs}ca@`i@JA@`@hOj[T^,-507.736185619,uinvite_irt_prior,142.0,-398.634649224,0:04:35.780508,:q`_W[?AB_?_cKJH@?o_U?@@A@K?IH`OOOcTBBo_oc\?@`p[SPPfCgG[`LHPp?kaQcAPS?OQHp@p?f@A@X?kWYhDgGGIXLOp@OjABfW@k~BBDRcGMHEPAX_q]aaBi@FLFggG_X@CCA`eiWOubXyEJMIWGGIKHHghiCBCAa{G~?ABSAeYMIDSlo{_O~,97,84,58,986
6,0.3,steyvers,5,50,0.7,0.0,stationary,6,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,180,7,9,:q_O?K?AA_?OOM?@@?oc?ABAo?GGGD___sCCFCO?gY?@AO?GeAA@`GGSMH_`Os?TO`@?gyADBaqSGKJ_?__SYS_@`O}?BBawG]CMFdWOkh?DBw?[h@Dca[GGQIO?OOILJpQpeSNHfwh}GLKo@_w^@AcrkGIRKO?W[SZbgSiYECBBAsccXa@RyE?DBbc{kcRMgXP|OjaeW?g]UOIW?[g[,-501.141608616,uinvite_irt_prior,141.0,-389.470763949,0:06:44.893884,:qa??OM?@@oO[CECAoOsGFK@oOOKH@AoPTC`A_`OwmCEDo?OSMLIP`Oo^?@awG[fA@bqc?CFDdG?cSN_dyPKpCBCa`UGDCBQ{S]XpCb{WW[Mo@?o[OGsrkgeace{sOOKIDhG{cXfcrqDCebap`hNQMgTSg}`SRC[?SNKfCCgUYMGDf,91,89,52,993
