max_converge,theta,numgraphs,edgestotweak,numkeep,maxlen,jeff,numperseed,beta,offset,numnodes,numlinks,probrewire,numedges,graph_seed,numx,trim,x_seed,cost_orig,cost_irt,cost_noirt,time_irt,time_noirt,bestgraph_irt,bestgraph_noirt,disconnected_graph,hit_orig,miss_orig,fa_orig,cr_orig,hit_irt,miss_irt,fa_irt,cr_irt,hit_noirt,miss_noirt,fa_noirt,cr_noirt
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,0,5,1,0,20,15,14,03:20.8,01:54.1,2fc6ougxjfmx4k7e262lag25v4vx6ndpqzhu82szgefq,2fc5jekfa9ceicvqgj34fh6u5e49uc80r5o5zeozjaqe,0,25,5,15,60,22,8,7,68,21,9,5,70
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,1,5,1,1,27,25,21,03:10.9,02:09.8,2mm2q92tkct1k9bv4nanm8yj68f2msnrfzmlhr70vgem,2mltil4b9ujfulbgj9nlqnvn1hu9whbiz0dkzbb6iryu,0,25,5,22,53,19,11,14,61,19,11,10,65
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,2,5,1,2,19,16,11,04:05.4,02:09.6,140p7ob8w2tp5qxrsrvejdsmm0lllmbpommm3xf6ztau,140p7oafdgbbz859374t318vreg9zfi5lgqyyd0mvksm,0,27,3,16,59,22,8,8,67,21,9,2,73
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,3,5,1,3,22,15,21,04:47.2,01:26.2,2tv8rd39dmzlkdhvfjce50ch2unyhyvmq0gbdkssj3ui,20vmntfka9xk2rre0ucgp3g757erryqe8r0spaev09ca,0,25,5,17,58,23,7,8,67,19,11,10,65
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,4,5,1,4,21,16,13,03:59.5,01:57.4,2qh9zqw7nwk61u8dn54u987n4g3y1yn5wvvwutsbt352,1pveotueccex14d4l7uzozlodhhrxjinzyn60oo1mzuu,0,26,4,17,58,23,7,9,66,21,9,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,5,5,1,5,25,16,16,05:43.2,01:53.3,2u3psgdos8e30zme5wsqx5ounds577k8juaucdvz0zq8,1vk10jpqfunalloxafz8ckt0329te3w6tiv59zy58ji8,0,27,3,22,53,23,7,9,66,22,8,8,67
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,6,5,1,6,14,15,15,03:38.2,01:41.3,elfacwu1qztk6cs9fpm8qc8l0qalegmg3u8qki3eoue,ekf0p9pwdb4pltb62heqmsr5j19fecjej6bl5xt5vls,0,28,2,12,63,22,8,7,68,19,11,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,7,5,1,7,25,12,15,04:53.3,02:38.0,17o684jv8ld72i5zubr9dmycdgexjhfoxg54f3td4qhk,17o52oncha9shkh14mfpn3ch98x0ajftll9g05knkaa0,0,24,6,19,56,23,7,5,70,19,11,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,8,5,1,8,28,17,12,06:21.6,02:06.8,144qttccolgale9xqrxvjy59maer8mmk8p0jdis0kx0o,7eaa8a4xsr6ifd52go2w9hbmlvzomzv203khlwx4wso,0,23,7,21,54,22,8,9,66,20,10,2,73
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,9,5,1,9,24,22,10,05:30.5,02:32.5,1m8x3edzht1jcomobxrhnp6x7811cf2up2f6wbnlbhxm,1t1cuaxtzy2eu2p4qrzw0hbxkn48805xls381ej1fs,0,27,3,21,54,20,10,12,63,21,9,1,74
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,10,5,1,10,19,23,20,03:11.5,02:18.5,1mc03qwxx4rp25ywngxz5hwwvg093wg54ky689l10hdu,2ffrah2s90qj8hd77hwm5pcve4kee9wbf5gf3rx1xc76,0,26,4,15,60,18,12,11,64,18,12,8,67
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,11,5,1,11,14,15,9,04:23.8,01:30.2,1n4njsd46whmae4tn1oz54km60lsw68zs82cxdwzkmm8,1n4noyu9q0y60144mmwh2dkkemcc4q71tr0nwxqv9wqw,0,28,2,12,63,22,8,7,68,24,6,3,72
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,12,5,1,12,19,14,13,04:51.5,02:20.2,exzar1yt3em0c0r8lzdxklwgkoya7boggmxo4347402,eors8hquc3yw4to4y7o39c94qci89q3pfz2m2124jye,0,26,4,15,60,22,8,6,69,22,8,5,70
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,13,5,1,13,24,12,15,04:51.7,01:57.5,t5l9lm32fmd88km6kk8lvuopa8t5vknff5az06uzity,t4jutq4y3l5h849y2h40aw00fzl02j86zkprnrmql90,0,25,5,19,56,24,6,6,69,20,10,5,70
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,14,5,1,14,23,22,19,04:11.1,01:59.5,3r3qn0mgr27brli2npcahoox89mvjef2ut0bzb61xc4,3n9l9wcuhlyqgfm4mny5rtu6yn90xv8r82ezti2mbyk,0,24,6,17,58,21,9,13,62,18,12,7,68
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,15,5,1,15,20,18,14,02:54.8,01:48.6,4ckh0xp233xuwwiqino879fx56rhcvtqiquennmaac,1m9xa721lbnqw0w8e2aqksd31u48hhhgtgbwxo5wirmc,0,28,2,18,57,22,8,10,65,22,8,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,16,5,1,16,26,21,13,03:24.6,02:23.4,kx3m17p85cl9st9styj7ckm9wuaszs6b0wmf0jh6vd2,j3m6ie68ud1iva7qa582lizauwmip6zf2scmcakt66c,0,25,5,21,54,22,8,13,62,22,8,5,70
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,17,5,1,17,25,21,13,04:59.5,02:58.2,2ztebgv3ghd78ehsso7twnluxdqqai5tf3q23vhj124k,19heuxbo3kqu5t7n6yqgl5d5wd7yzo9z5d6wq9y1kr9g,0,25,5,20,55,21,9,12,63,20,10,3,72
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,18,5,1,18,25,21,13,03:07.0,01:47.3,uzdyh537qi6ndc25as9p9esewk60otaidfhpda2nm4,3vft79gq7wcqhgogbshj6syfsmaqleazz0019gii5u4,0,24,6,19,56,22,8,13,62,22,8,5,70
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,19,5,1,19,32,16,17,05:02.3,01:57.2,1m7xcckdh5pwiygry06wlfcq8okqd0lhg2u78myjxes2,1m7x4kuiibpc1rjk3tssrswq5c1u9wnwwam9udz1962y,0,24,6,26,49,21,9,7,68,21,9,8,67
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,20,5,1,20,29,17,22,04:02.6,01:22.7,1m7wcvjf0ynxr81enz8dosp2rru42wkc4odlgggy9ij8,1mbzp4x72i1bxn5tr1vlwme84t6e4hg4dvvq4xi40ftg,0,24,6,23,52,22,8,9,66,21,9,13,62
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,21,5,1,21,22,22,15,03:24.6,02:09.4,1tngjehj6dirs912dcgzwtp2r13jiogi9xc5i1q6xez2,1tmgvfq28ino7bla1ik23ae986xbw8ng0jtg0ahtgumi,0,25,5,17,58,19,11,11,64,22,8,7,68
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,22,5,1,22,29,18,16,04:23.5,01:51.6,1mj5dbvty5ueyio8pfmlcalqmoz4cfkwbuh68dinsbgu,1mi4og0hmiwv2dh2nvseni3jwuyfpef4019rweftxvra,0,22,8,21,54,22,8,10,65,20,10,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,23,5,1,23,15,20,18,05:03.8,01:35.9,1mpaz0qi8mu1wk9x8ebw3b54k9btko15di18mqn0td72,1m8wl8aoga684v2zuuuouab7omuq793qxz2ns71dajwq,0,28,2,13,62,21,9,11,64,19,11,7,68
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,24,5,1,24,29,20,18,05:50.1,02:43.7,1npm37q6qg0zz62umkzca3wujja6tz398ozti78noa2q,1nnkf31epuc5busbl1e29v5rr75no6jp0d73q8qm39cy,0,24,6,23,52,20,10,10,65,20,10,8,67
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,25,5,1,25,16,12,8,04:04.3,01:28.8,t5bg2lnkasm1asdlsmj99lcylelhnywhjfpeqe1m6o2,t5bawuq2i04isu07rojyy9bt2ye6gma2u6aw3bqgrb6,0,29,1,15,60,25,5,7,68,26,4,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,26,5,1,26,27,13,20,00:54.0,01:41.9,1m85ekl7mxl23os8odoqi3ylzb5wb6at79m8z9f42z2a,1m84tkhgzjug22ef0tqi3rwzmvi5ucx4ku6rptz02vwy,0,24,6,21,54,24,6,7,68,20,10,10,65
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,27,5,1,27,24,17,18,04:53.6,02:04.9,2tvjopdbq5eqng5fg92m8x4l2w5hbny40wp4xuwuwsvu,20zpojlvorfmd0j9okogpd0onprk9xizzlxa623ux7w8,0,25,5,19,56,22,8,9,66,19,11,7,68
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,28,5,1,28,30,18,23,04:49.4,01:58.1,1ohj5i59drhvox8bleq7xtwwhvplbgnh5ofbgjifr6hm,1u86ro7ls7csl4pz35wfn54j26zpboo4g9r7uaqi1zma,0,23,7,23,52,21,9,9,66,19,11,12,63
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,29,5,1,29,28,21,14,04:56.7,01:29.9,1necc6xi8p6y1qxqr61lez5tuz4waz2rnmi5y03a1go2,1mgks3cdit3qstershkqwtspoxq499guclcmi710bhcy,0,22,8,20,55,21,9,12,63,21,9,5,70
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,30,5,1,30,24,11,16,05:36.6,02:19.8,1m9fgxv7rvbsit2dkoni4ocus7i4oi4ezj4ua4i3ilfk,1ticcsyo6bw690vm7vsq7qbjlyuhj4v88v0ibq874qvk,0,26,4,20,55,24,6,5,70,20,10,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,31,5,1,31,30,22,20,03:45.3,03:11.7,2flmyrbcctjwhle8zkwmzki8k79xc6mfzzeoppv2pnb4,2j0f03p9xooknubz5wgkvo8pitl4lcv9cds3irqanvpc,0,23,7,23,52,21,9,13,62,19,11,9,66
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,32,5,1,32,18,26,17,05:39.8,02:09.5,k2ocjz6bx31zxclohimjesphxxyf5q2e5jpx49b1j3w,i9fjtr2ojoiy116zvj5ta9eg055iygc6sd2elpeu0sk,0,26,4,14,61,18,12,14,61,17,13,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,33,5,1,33,20,11,10,03:20.0,02:35.6,2fsiald70meua1tp926evxrnpanulu92dwxmfl5imq6e,2frzvltzzljfka8zyllqhxcezb7e5fm4rod4oxwlcm4m,0,27,3,17,58,24,6,5,70,22,8,2,73
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,34,5,1,34,22,9,10,04:00.1,02:03.0,2fbocffnlzdpcyoe9bawfwy761j3fzr5h9a8fsyd2n0k,2fbf2bog9kosgrorgc2vwh0z3sdh09k65oonsvlt91qc,0,27,3,19,56,26,4,5,70,24,6,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,35,5,1,35,20,13,10,04:25.3,02:20.2,k5hdug86888dro66a8k3mskvpjz5wxmmrsilkcmj8,jkiqjvin8sn6khh46p8i00z0cec9hv87elmeleivk,0,25,5,15,60,22,8,5,70,21,9,1,74
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,36,5,1,36,25,17,12,05:01.7,02:15.8,4w4gt3y2tmn6fhku2l37dqf1hym5ahtkl86j8fzyme,t8n0tmtxeisjcvducmeok8f64q7w8k48ngsjl499dza,0,26,4,21,54,24,6,11,64,23,7,5,70
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,37,5,1,37,19,15,9,04:59.3,01:38.8,1uyrm7fcbfsamw7zv1qsin6sdi4ya40xvi6895e2vwgm,1uz0tpxdovkwuqgc4uewrjt4347q4z981wztklju1ypy,0,28,2,17,58,24,6,9,66,27,3,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,38,5,1,38,26,23,20,04:51.9,02:30.0,u11gyhdg4plqc0hwj4k0of5qk41hhkrysj3ckyyaoeg,u0iu64o7yraqybpi42s0o02ga64aej7mq1s9gntyz9k,0,25,5,21,54,20,10,13,62,18,12,8,67
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,39,5,1,39,19,18,13,07:12.7,01:43.8,227bkla42kwjebs7vqok3c2w2mn7jyc7haupmwr2ubo,2278zcpcicr3js7hzbawkq6twtjf5v84ni27ojup1zo,0,27,3,16,59,21,9,9,66,23,7,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,40,5,1,40,25,15,13,05:42.7,02:36.3,1276498s938ccrpy58er8uvsxwe77bb618q8pu7b3212,93f6co99fkgrywallh6gnwaot0ii4r1arcy5duaudxg,0,25,5,20,55,24,6,9,66,21,9,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,41,5,1,41,23,17,13,06:31.8,01:20.9,ilxmkgp8y64x0bm0h2drf6y22rgdklx2v9rx02g38xu,emow2znyx4bd4lsrcnmoflfv377go2cd7nov7vm2ubm,0,26,4,19,56,21,9,8,67,24,6,7,68
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,42,5,1,42,32,21,19,04:17.2,02:17.8,2s6oavbabvg4vtcioccvcng94ymf85j4s9gomjb1sq9y,2h5odii46rctyvnbzh2plqr9dspkp7gakn4m59tsfwg0,0,22,8,24,51,21,9,12,63,20,10,9,66
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,43,5,1,43,29,16,15,05:48.0,02:07.4,10i1ti1pfmwtx9rjgt8ocx80odtkpwjzth8fwf681epm,t840uahhxo4y6dxtm65gditgzryd34jql2oh29z78yo,0,22,8,21,54,22,8,8,67,19,11,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,44,5,1,44,20,16,11,04:23.8,02:18.8,29v897lpeokanida73okykq45xx9m14h6ft33fzmtf0m,281qj5ziwc9b6ggpwcv4iwijc81gio08remnhxigtgxy,0,27,3,17,58,24,6,10,65,23,7,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,45,5,1,45,27,16,15,04:38.7,02:35.9,21rvcyghmij2h8xu6kq3zu9yxu4j543s3p724wu768lg,eqkqvohuho59nx62n9xph26kv7909q2wmbjld1h5rt2,0,22,8,19,56,20,10,6,69,18,12,3,72
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,46,5,1,46,33,16,27,05:04.3,01:49.5,1mo0v6kp66rc5snx8ldjuaxz05n2tijmougvivnvk4z4,mievj19cs6f8s718sr1qtiz8jhyzhvzxyryntgxivbo,0,21,9,24,51,23,7,9,66,16,14,13,62
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,47,5,1,47,26,17,14,04:40.6,02:29.0,gdnuo9b5hjeyows4z2o7s7v0dgc5kwhyobly5qeb8cg,gdnyk41nbw7fjwdd87t6u4ib1kvejlcg3mo71t5hyww,0,24,6,20,55,21,9,8,67,22,8,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,48,5,1,48,29,23,22,06:40.4,02:23.4,2fjkogwbbh8pxt3akwdg74vodojmubkev174t34xr7kc,18skd6g1902ez07y5x0iddc4p0uh5rv9tjojq1hs9xxg,0,25,5,24,51,17,13,10,65,19,11,11,64
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,49,5,1,49,32,20,21,06:16.7,02:16.2,l3qgofv81egbsxnuy22n75t4o5xmqy7ra3zz7n8cvt4,j440tqjv8emh8wiavhlfn11s09616y39saotkydq8sg,0,24,6,26,49,21,9,11,64,20,10,11,64
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,50,5,1,50,30,15,14,03:48.0,02:15.8,2fg9pf6nguczehmlfd0vzjmehn4at6ojqe4a81wpkhs6,2fg9f28513nbdejgq84eds0s8z8hwdma3tnkc2awa5fq,0,25,5,25,50,22,8,7,68,22,8,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,51,5,1,51,22,23,14,04:18.2,02:11.1,1tjcljif6nqp7ukllb39gqa7jght0n6ot3u7i3z5o2sg,7bq72xgtdqdzizkzpijool73skvtnm19yp2fk1kjwo0,0,26,4,18,57,21,9,14,61,22,8,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,52,5,1,52,23,21,19,04:38.4,02:22.2,2of1o2eqjb9lrwc0lyxzvq8pvyozdea0jl8tqtvutyx8,1o1e71u94zluecqg283gr2xn3futp0qtrazsh3jqyal0,0,25,5,18,57,20,10,11,64,17,13,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,53,5,1,53,15,12,8,03:20.8,01:30.4,2fh0gvd6nowl0qz3r9sz3i0b69zgnbb8k7xqf932opa8,2fcx4qcjxa5mxp0bvcp7dk84drvwkacstt66uyj1q77k,0,28,2,13,62,24,6,6,69,25,5,3,72
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,54,5,1,54,20,12,10,04:24.4,02:18.2,14hjxd9bia01jkfb9mbv1iv0eyptxox85hux6zy2b0by,2q8sfjksmhug7i8rf79q9nwusf3d0czdtzp6alqopab2,0,26,4,16,59,23,7,5,70,24,6,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,55,5,1,55,26,21,18,06:34.0,02:09.7,1mbgj74yy680gezicqrdxc63ayffqwgclzlmmmmwaxhm,emoqvttbc642n6jqror1mwcwlhteqrelabtb35o7x8i,0,25,5,21,54,19,11,10,65,19,11,7,68
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,56,5,1,56,19,11,11,03:50.4,01:36.1,1mg2ws8jvplxgnvyu1a7a3r2n3d55db34bqfknk2jh8k,1m7w8cdvtuvxul1kfysdq3ql7near6b9x2hc2r6gwpac,0,26,4,15,60,24,6,5,70,23,7,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,57,5,1,57,28,22,17,04:30.5,02:09.6,rt0ywkymcfv4ywbcnlnaxr9e8siwag43bg3tu1sgy,ignnhf22m47tpkzaez4vy1gidux6xa265tra9c5k6,0,22,8,20,55,18,12,10,65,18,12,5,70
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,58,5,1,58,22,12,14,04:33.1,01:55.4,17s84aiwxn8nc1gfpuk1sees5ifdreyzd4utdnvhel9e,17s87j1tdzop4k3j41cxr64ndkxmh2r9sqpkj7m7qluq,0,26,4,18,57,23,7,5,70,22,8,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,59,5,1,59,21,12,11,04:58.2,01:45.3,2fcohuxwjk6utomlzkzupg2yg4y9u4ixfffnxjco0shy,1n5fe3ldi5gqb8fxljkw77e4cy8maji57zfj40d8o4ee,0,25,5,16,59,24,6,6,69,23,7,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,60,5,1,60,26,18,18,04:08.7,02:52.8,t409pipee1a0zump68oc352vzskgqi8yfrqea1jz94y,tkdipd48jfe2zu3vlfl1oxqv2b90gsb3q7idbhd59fm,0,24,6,20,55,20,10,8,67,20,10,8,67
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,61,5,1,61,26,12,18,04:23.3,02:28.7,2mpfilmq8nde5zwbu6339qeiixt49thk25ncdusn5lpy,1pypr6sfiywkq336rqv4z9151v9t9omofjwqykznsmr4,0,25,5,21,54,23,7,5,70,18,12,6,69
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,62,5,1,62,21,17,16,03:27.1,02:06.6,2fhioyi3xidal94e5wikqwxm2dkxzkqsafcoz0vsxgxw,2fijj04bwj1lh2c1goc0sr7x7so0pvu1aqk00ppe13wk,0,24,6,15,60,23,7,10,65,22,8,8,67
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,63,5,1,63,23,17,13,04:59.9,01:50.4,2fbelv51ahp5u07j6r11jpw0h5bysjjynlaglsnepexa,2fbdgf8j1bzncfojawgexp6v1ml5cdzkjyx9z7o168jq,0,27,3,20,55,21,9,8,67,21,9,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,64,5,1,64,21,17,17,05:29.3,02:16.2,1oggnau7kzmtla47hcq4vykb51hz5yqzzjhb5oe3ctqe,96hnw0vhm7kpd22gtsc1qykr3nsdxx8rj8ji5oerp5a,0,28,2,19,56,21,9,8,67,20,10,7,68
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,65,5,1,65,19,13,10,04:35.6,02:03.3,2cy6syotblwbe062e89h967x85rd5varg6v5c6kld55y,1m9eva30sqzon3o1pnlaigy459v20cysb41eig2fj0iu,0,29,1,18,57,25,5,8,67,24,6,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,66,5,1,66,23,14,10,04:58.3,01:55.8,1ycz0hvpqk09akhcsohnhtx7ybk0gtcv4z93cj7t7uu,1ycz0hvnnvpot7ag0kdt7mi8o5wuvcinyib9ql989om,0,26,4,19,56,22,8,6,69,23,7,3,72
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,67,5,1,67,25,15,20,04:05.9,02:05.5,2iwu7hegweefh9w63w9a04evptiq4aag9fthv4w2oe8k,w0nrud5mt2y4lxvcitkg4sj5tuyf64bmoyc66okmw5o,0,24,6,19,56,20,10,5,70,18,12,8,67
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,68,5,1,68,22,17,14,06:35.8,02:40.8,j067sfsejpsz84jxfg4g38yjhbs1k8hwv3if4wb9g,ekflrwmkz0bnmvje3s92vopqo83g73nmpnl3pvo11c4,0,26,4,18,57,19,11,6,69,20,10,4,71
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,69,5,1,69,21,20,14,05:04.4,02:11.8,2h5dtog3j385qo8d3kj2dkfporxvjs8e3xvu58cqv7d0,2kwfxpudqanxsasy5955apczu4bvcpr4azw5io4g0phg,0,27,3,18,57,20,10,10,65,23,7,7,68
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,70,5,1,70,26,14,18,04:48.3,01:44.5,emql3a1ub609ic48wunky4qmetntbpmttrroiatwjnm,20uczoyistd6e01tq5js962j6baayx7k8d94mr1uniqg,0,27,3,23,52,22,8,6,69,21,9,9,66
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,71,5,1,71,23,16,16,05:37.3,01:25.2,lwo89b0ipwe2472ql7hdgd0prnkcyn5ic8o0ry8o8bq,msvcl7t17s4bwzj9naluwqqujqyzys6zilsi1ssxgy2,0,24,6,17,58,21,9,7,68,22,8,8,67
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,72,5,1,72,24,19,18,04:46.6,01:40.5,hxrg1hkbx2jeinrftz7boe5q4i4dt3e6c87iphzqv8,q4fzj3gptcgdo0ijedh1qsu35xg3i4gwexkr3xx8sk,0,25,5,19,56,18,12,7,68,21,9,9,66
5,0.5,100,[1 1 1 2 3 4 5 6 7 8 9 10],3,20,0.5,50,0.9,2,15,4,0.4,30,73,5,1,73,18,13,21,05:23.0,02:28.7,4l1utuuhgwg7wtxma7e1fcn62a1ebqhv1oom4ce2wow,515knm28yc73t5mofojkq45k6ynffjuo4coikotbfiq,0,30,0,18,57,24,6,7,68,19,11,10,65
