S9,caterpillar,butterfly,1,1,1
S9,yak,moose,1,1,1
S9,turtle,viper,1,1,1
S9,squirrel,squid,1,1,1
S9,zebra,yak,1,1,1
S9,bison,moose,1,1,1
S9,elephant,leopard,1,1,1
S9,otter,platypus,1,1,1
S9,bison,bluejay,1,1,1
S9,aardvark,porcupine,1,1,1
S9,aardvark,anteater,1,1,1
S9,wombat,whale,1,1,1
S9,panther,wolf,1,1,1
S9,bluejay,bengal,1,1,1
S9,peacock,leopard,1,1,1
S9,dinosaur,fly,0,1,0
S9,fish,lion,1,1,1
S9,crocodile,snake,1,1,1
S9,jaguar,leopard,1,1,1
S9,lizard,mouse,1,1,1
S9,eel,platypus,1,1,1
S9,dinosaur,bird,1,1,0
S9,alligator,lizard,1,1,1
S9,wolverine,otter,1,1,1
S9,giraffe,monkey,1,1,1
S9,squirrel,rabbit,1,1,1
S9,caterpillar,robin,1,1,1
S9,hamster,cat,1,1,1
S9,turkey,tortoise,1,1,1
S9,yak,hedgehog,1,1,1
S9,antelope,alligator,1,1,1
S9,sheep,rat,1,1,1
S9,panda,rabbit,1,0,0
S9,lion,tiger,1,1,1
S9,fox,otter,1,1,1
S9,lion,otter,1,1,1
S9,kangaroo,koala,1,1,1
S9,swan,dog,1,1,1
S9,ostrich,deer,1,1,1
S9,kangaroo,alligator,1,1,1
S9,squirrel,starfish,1,1,1
S9,wombat,viper,1,1,1
S9,flamingo,python,1,1,1
S9,wolverine,rabbit,1,1,1
S9,antelope,anteater,1,1,1
S9,tiger,bear,1,1,1
S9,horse,pig,1,1,0
S9,snake,turkey,0,1,0
S9,lion,bear,0,0,1
S9,ostrich,otter,1,1,1
S9,elk,giraffe,1,1,0
S9,snake,squirrel,1,1,1
S9,meerkat,monkey,1,1,1
S9,scorpion,snake,1,1,1
S9,bat,cat,1,1,1
S9,fly,moth,1,1,1
S9,dinosaur,eel,1,1,1
S9,chicken,pig,1,1,1
S9,kangaroo,meerkat,1,1,1
S9,snake,whale,1,1,1
S9,parrot,cow,1,1,0
S9,ostrich,porcupine,1,1,1
S9,bat,bengal,1,1,1
S9,zebra,monkey,1,1,1
S9,fish,whale,1,1,0
S9,horse,monkey,1,1,0
S9,bird,ostrich,1,1,1
S9,scorpion,fox,1,1,1
S9,giraffe,squid,1,1,1
S9,cow,monkey,1,1,1
S9,flamingo,monkey,1,1,1
S9,yak,whale,1,1,1
S9,wolf,sheep,1,1,1
S9,lobster,mouse,1,1,1
S9,turtle,tortoise,1,1,1
S9,crab,squid,1,1,1
S9,bison,bear,1,1,1
S9,crane,cat,1,1,1
S9,alligator,bear,1,1,1
S9,dinosaur,whale,1,1,1
S9,wolf,rat,1,1,1
S9,fish,goat,1,1,0
S9,bird,whale,1,1,1
S9,fish,moth,1,1,1
S9,dinosaur,fish,1,0,0
S9,rabbit,deer,1,1,1
S9,rabbit,butterfly,1,1,1
S9,lobster,goat,1,1,1
S9,giraffe,cat,1,1,1
S9,rabbit,rat,0,1,0
S9,fox,cougar,1,1,1
S9,robin,quail,1,1,1
S9,aardvark,hedgehog,1,1,1
S9,goat,gorilla,1,1,1
S9,eel,squid,1,1,1
S9,bird,meerkat,1,1,1
S9,bison,guineapig,1,1,1
S9,panda,porcupine,1,1,1
S9,rat,goat,1,1,1
S9,jaguar,horse,1,1,1
S9,fox,wolf,1,1,1
S9,hamster,porcupine,1,1,1
S9,rat,python,1,1,1
S9,bird,squid,1,1,1
S9,peacock,kangaroo,1,1,1
S9,panda,whale,1,1,1
S9,ostrich,chicken,1,1,1
S9,giraffe,goat,1,1,1
S9,starfish,squid,0,1,0
S9,lion,monkey,1,1,0
S9,bunny,otter,1,1,1
S9,elk,eel,1,1,1
S9,cat,dog,1,1,1
S9,horse,koala,1,1,0
S9,panda,koala,1,1,1
S9,dinosaur,dog,1,1,1
S9,cow,pig,1,1,1
S9,panda,quail,0,1,0
S9,swan,duck,1,1,1
S9,giraffe,horse,1,1,1
S9,parrot,deer,1,1,1
S9,crane,dog,1,1,0
S9,lion,meerkat,1,1,0
S9,duck,cougar,1,1,1
S9,crocodile,fish,1,1,0
S9,crab,squirrel,0,1,0
S9,sheep,starfish,1,1,1
S9,bunny,deer,1,1,1
S9,dinosaur,deer,1,1,0
S9,horse,gorilla,1,1,0
S9,crocodile,alligator,1,1,1
S9,monkey,otter,1,1,0
S9,zebra,elephant,1,1,1
S9,jaguar,bear,1,1,1
S9,fish,cat,1,1,1
S9,koala,bear,1,1,1
