subj,node1,node2,u-invite,rw
S11,leopard,yorkie,1,0
S11,parrot,snowleopard,1,0
S11,cobra,worm,1,0
S11,beagle,walrus,1,0
S11,frog,crab,1,0
S11,bear,coyote,1,0
S11,humpbackwhale,red-tailed,1,0
S11,chimpanzee,yorkie,1,0
S11,lobster,finch,1,0
S11,siberianhusky,moth,1,0
S11,sunfish,crab,1,0
S11,gardersnake,greatwhiteshark,1,0
S11,sharpei,dog,1,0
S11,beacer,walrus,1,0
S11,goldenretreiver,toad,1,0
S11,pug,oyster,1,0
S11,fox,butterfly,1,0
S11,seal,swissmountaindog,1,0
S11,crab,hammerheadshark,1,0
S11,red-tailed,gorilla,1,0
S11,tadpole,palmeranian,1,0
S11,cat,bunny,1,0
S11,blue-footedboobie,croc,1,0
S11,clownfish,horsefly,1,0
S11,dragonfly,ate,1,0
S11,hippo,salmon,1,0
S11,gibbn,giraffe,1,0
S11,squirrel,tortoise,1,0
S11,hummungbird,tigershark,1,0
S11,cockerspaniel,goldenretreiver,1,0
S11,mouse,preyingmanti,1,0
S11,dolphon,whale,1,0
S11,mule,grizzly,1,0
S11,crabg,anteater,1,0
S11,kingcobra,bullshark,1,0
S11,poodle,sharpei,1,0
S11,parrot,chimp,1,0
S11,lotu,rat,1,0
S11,mulde,owl,1,0
S11,komododragon,swissmountaindog,1,0
S11,chimpanzee,gorilla,1,0
S11,leopard,eagle,1,0
S11,weasel,bunny,1,0
S11,spermhale,monkey,1,0
S11,beagle,giantsquid,1,0
S11,spermhale,halibut,1,0
S11,corgi,lemur,1,0
S11,tibetanterrier,starfish,1,0
S11,pelican,octopu,1,0
S11,siberiantiger,lobster,1,0
S11,pandabear,anteater,1,0
S11,siberiantiger,bird,1,0
S11,walru,magpie,1,0
S11,germanshephard,bloodhound,1,0
S11,minnoq,toucan,1,0
S11,cat,turtoise,1,0
S11,kingcobra,goldenretreiver,1,0
S11,puma,blackbear,1,0
S11,bluewhale,hammerheadshark,1,0
S11,crocodile,stork,1,0
S11,elepjhant,crabg,1,0
S11,wolfspider,rhino,1,0
S11,croc,trout,1,0
S11,spidermonkey,shark,1,0
S11,hedgehog,deer,1,0
S11,swissmountaindog,anteater,1,0
S11,cat,anteater,1,0
S11,gardersnake,gazelle,1,0
S11,wolf,fkly,1,0
S11,robin,python,1,0
S11,ape,lobster,1,0
S11,greatwhiteshark,crustacean,1,0
S11,bullshark,mtn.lion,1,0
S11,ladybug,fox,1,0
S11,spider,daddylongloeg,1,0
S11,kingcobra,cheetah,1,0
S11,tuna,siamesecat,1,0
S11,cockerspaniel,gorilla,1,0
S11,marineiguana,monkey,1,0
S11,bird,deer,1,0
S11,lotu,gibbn,1,0
S11,whaleshark,rat,1,0
S11,aardvark,pandabear,1,0
S11,sharpei,gazelle,1,0
S11,dolphin,horsefly,1,0
S11,bloodhound,puma,1,0
S11,hummungbird,bird,1,0
S11,panther,beacer,1,0
S11,pelican,horse,1,0
S11,minniow,preyingmanti,1,0
S11,germanshephard,sheepdog,1,0
S11,robin,giraffe,1,0
S11,howlermonkiey,giantsquid,1,0
S11,bottlenoseddolphin,whale,1,0
S11,greatape,bengal,1,0
S11,puddle,tibetanterrier,1,0
S11,tortoise,dog,1,0
S11,mule,spiritbear,1,0
S11,greatape,mantaray,1,0
S11,hawk,mtn.lion,1,0
S11,cat,beagle,1,0
S11,bunny,dog,1,0
S11,grizzlybear,wildaeast,1,0
S11,gibbon,dog,1,0
S11,python,gazelle,1,0
S11,elephant,starfish,1,0
S11,landiguana,inchworm,1,0
S11,ape,bonobo,1,0
S11,elepjhant,minihorse,1,0
S11,greatwhiteshark,tubna,1,0
S11,bear,corgi,1,0
S11,fkly,siamesecat,1,0
S11,sparrow,sunfish,1,0
S11,bloodhound,zebra,1,0
S11,cat,elephant,1,0
S11,rabbit,antelope,1,0
S11,bluewhale,red-tailed,1,0
S11,squid,whaleshark,1,0
S11,lemur,amphibian,1,0
S11,spidermonkey,giantsquid,1,0
S11,cobra,inchworm,1,0
S11,germanshephard,finch,1,0
S11,germanshephard,landiguana,1,0
S11,siamesecagt,cockerspaniel,1,0
S11,halibut,daddylongloeg,1,0
S11,croc,lemur,1,0
S11,tortoise,elk,1,0
S11,dolphon,rottweiler,1,0
S11,bunny,greatwhiteshark,1,0
S11,chimp,toucan,1,0
S11,wildaeast,bird,1,0
S11,spidermonkey,polarbear,1,0
S11,gazelle,rat,1,0
S11,redant,horsefly,1,0
S11,siberianhusky,yorkie,1,0
S11,puddle,rottweiler,1,0
S11,mayfly,moth,1,0
S11,polarbear,landiguana,1,0
S11,bluewhale,whale,1,0
S11,swissmountaindog,jellyfish,1,0
S11,swissmountaindog,hammerheadshark,1,0
S11,terrier,spider,1,0
S11,beagle,beacer,1,0
S11,terrier,bug,1,0
S11,tibetanterrier,hermitcrab,1,0
S11,buterfly,goldenretreiver,1,0
S11,dinosaur,magpie,1,0
S11,elepjhant,mule,1,0
S11,swissmountaindog,coyote,1,0
S11,lemur,yorkie,1,0
S11,clam,swissmountaindog,1,0
S11,sparrow,ape,1,0
S11,elepjhant,lemur,1,0
S11,dinosaur,giraffe,1,0
S11,bloodhound,giantsquid,1,0
S11,tibetanterrier,tuna,1,0
S11,lab,fkly,1,0
S11,hummungbird,bluewhale,1,0
S11,yorkie,lion,1,0
S11,bunny,turtle,1,0
S11,tibetanterrier,rhino,1,0
S11,cheetah,anaconda,1,0
S11,tabbycat,gazelle,1,0
S11,spermhale,octopu,1,0
S11,kingcobra,rhino,1,0
S11,human,red-tailed,1,0
S11,kingcobra,humpbackwhale,1,0
S11,stork,deer,1,0
S11,ape,tibetanterrier,1,0
S11,komododragon,gorilla,1,0
S11,puddle,bunny,1,0
S11,sheepdog,yorkie,1,0
S11,barnowl,gibbon,1,0
S11,sunfish,dog,1,0
S11,ladybug,terrier,1,0
S11,crab,bluewhale,1,0
S11,cardcinal,lobster,1,0
S11,bunny,terrier,1,0
S11,octopu,bird,1,0
S11,elephant,leopard,1,0
S11,lotu,gorilla,1,0
S11,cockerspaniel,bengal,1,0
S11,killerwhale,trout,1,0
S11,germanshephard,horsefly,1,0
S11,tortoise,leopard,1,0
S11,pandabear,lion,1,0
S11,seal,mule,1,0
S11,blue-footedboobie,whaleshark,1,0
S11,greatape,gorilla,1,0
S11,rhesusmonkey,cheetah,1,0
S11,beagle,snowleopard,1,0
S11,gardersnake,spermhale,1,0
S11,goldfish,rottweiler,1,0
S11,bunny,deer,1,0
S11,gardersnake,rhesusmonkey,1,0
S11,sjark,deer,1,0
S11,rhesusmonkey,shark,1,0
S11,tortoise,stingray,1,0
S11,siamesecagt,toucan,1,0
S11,dragonfly,wolf,1,0
S11,polarbear,wildaeast,0,1
S11,greatape,orangutan,0,1
S11,dragonfly,fkly,0,1
S11,crabg,seal,0,1
S11,sunfish,goldfish,0,1
S11,tieger,lion,0,1
S11,blue-footedboobie,trout,0,1
S11,sealion,cockerspaniel,0,1
S11,komododragon,jellyfish,0,1
S11,sparrow,cardinal,0,1
S11,spidermonkey,rhesusmonkey,0,1
S11,zebra,puma,0,1
S11,worm,inchworm,0,1
S11,haibut,lobster,0,1
S11,elepjhant,croc,0,1
S11,bear,swissmountaindog,0,1
S11,sunfish,tubna,0,1
S11,rottweiler,labrador,0,1
S11,dinosaur,robin,0,1
S11,landiguana,finch,0,1
S11,fkly,horsefly,0,1
S11,hummungbird,owl,0,1
S11,salmo,halibut,0,1
S11,turtoise,anteater,0,1
S11,wolfspider,daddylongloeg,0,1
S11,gibbn,gorilla,0,1
S11,bird,stork,0,1
S11,minniow,bird,0,1
S11,weinerdog,cat,0,1
S11,gardersnake,python,0,1
S11,germanshephard,yorkie,0,1
S11,minihorse,mule,0,1
S11,leopard,lemur,0,1
S11,dolphon,bottlenoseddolphin,0,1
S11,parrot,toucan,0,1
S11,buterfly,toad,0,1
S11,komododragon,anteater,0,1
S11,ladybug,bug,0,1
S11,pelican,bird,0,1
S11,rhino,starfish,0,1
S11,tuna,haibut,0,1
S11,corgi,rottweiler,0,1
S11,mosquito,horsefly,0,1
S11,mulde,mule,0,1
S11,ate,monkey,0,1
S12,swallow,rooster,1,1
S12,caterpillar,butterfly,1,1
S12,crow,owl,1,1
S12,lion,cat,1,1
S12,gazelle,cheetah,1,1
S12,falcon,bat,1,1
S12,pufferfish,dolphin,1,1
S12,hamster,parrot,1,1
S12,polarbear,koala,1,1
S12,ram,leopard,1,1
S12,salmon,ocelot,1,1
S12,ewe,goat,1,1
S12,chicken,rooster,1,1
S12,falcon,robin,1,1
S12,octopu,catfish,1,1
S12,elk,bumblebee,1,1
S12,crow,zebra,1,1
S12,komododragon,snake,1,1
S12,racoon,rat,1,1
S12,dog,hyena,1,1
S12,bull,possum,1,1
S12,crow,hyena,1,1
S12,mouse,guineapig,1,1
S12,cow,deer,1,1
S12,sloth,tasmaniandevil,1,1
S12,panther,panda,1,1
S12,grasshopper,spider,1,1
S12,owl,bat,1,1
S12,panther,puma,1,1
S12,rat,mouse,1,1
S12,hippo,elephant,1,1
S12,hippo,hawk,1,1
S12,swallow,owl,1,1
S12,whale,tuna,1,1
S12,squid,mouse,1,1
S12,crab,hornet,1,1
S12,mosquito,hornet,1,1
S12,sheep,ram,1,1
S12,turkey,stork,1,1
S12,caterpillar,cheetah,1,1
S12,owl,bluebird,1,1
S12,gazelle,ocelot,1,1
S12,ram,goat,1,1
S12,owl,toucan,1,1
S12,lion,leopard,1,1
S12,shrimp,rabbit,1,1
S12,tuna,albatro,1,1
S12,rhino,elephant,1,1
S12,parrot,toucan,1,1
S12,panther,leopard,1,1
S12,dingo,hyena,1,1
S12,mole,buffalo,1,1
S12,mosquito,wasp,1,1
S12,whale,squirrel,1,1
S12,komododragon,alligator,1,1
S12,coyote,pig,1,1
S12,wolf,giraffe,1,1
S12,rhino,giraffe,1,1
S12,wolf,cat,1,1
S12,caterpillar,hornet,1,1
S12,bat,catfish,1,1
S12,shrimp,deer,1,1
S12,wolf,dog,1,1
S12,lemur,squirrel,1,1
S12,shrimp,catfish,1,1
S12,bluejay,rooster,1,1
S12,vulture,hawk,1,1
S12,earthworm,moth,1,1
S12,cat,dog,1,1
S12,panda,polarbear,1,1
S12,groundhog,alligator,1,1
S12,shark,dolphin,1,1
S12,cow,horse,1,1
S12,panther,polarbear,1,1
S12,elk,sheep,1,1
S12,rat,guineapig,1,1
S12,monkey,koala,1,1
S12,bumblebee,bat,1,1
S12,catfish,tuna,1,1
S12,turkey,rooster,1,1
S12,grasshopper,hornet,1,1
S12,crow,robin,1,1
S12,tasmaniandevil,coyote,1,1
S12,crow,flamingo,1,1
S12,bee,hummingbird,1,1
S12,horse,pony,1,1
S12,gazelle,leopard,1,1
S12,whale,polarbear,1,1
S12,horse,rabbit,1,1
S12,panda,koala,1,1
S12,turkey,raven,1,1
S12,monkey,gorilla,1,1
S12,squirrel,rabbit,1,1
S12,falcon,flamingo,1,1
S12,snake,dog,1,1
S12,pig,deer,1,1
S12,shrimp,crab,1,1
S12,tasmaniandevil,dpider,1,1
S12,crow,eagle,1,1
S12,snake,crab,1,1
S12,gerbil,rat,1,1
S12,catfish,octopus,1,1
S12,dog,giraffe,1,1
S12,chicken,flamingo,1,1
S12,crab,dolphin,1,1
S12,whale,shark,1,1
S12,raven,hawk,1,1
S12,coyote,dog,1,1
S12,rhino,alligator,1,1
S12,racoon,lemur,1,1
S12,elk,mouse,1,1
S12,spider,wasp,1,1
S12,gerbil,mouse,1,1
S12,lion,monkey,1,1
S12,crocodile,komododragon,1,1
S12,gnat,moth,1,1
S12,eagle,vulture,1,1
S12,bluejay,giraffe,1,1
S12,groundhog,cat,1,1
S12,coyote,cheetah,1,1
S12,vulture,giraffe,1,1
S12,panther,coyote,1,1
S12,fly,raven,1,1
S12,alligato,rhino,1,1
S12,zebra,cow,1,1
S12,whale,hyena,1,1
S12,eagle,raven,1,1
S12,sheep,goat,1,1
S12,flamingo,vulture,1,1
S12,flamingo,albatros,1,1
S12,elk,deer,1,1
S12,flamingo,turkey,1,1
S12,mosquito,bat,1,1
S12,panda,mouse,1,1
S12,grasshopper,goat,1,1
S12,swallow,hummingbird,1,1
S12,dolphin,tuna,1,1
S12,owl,giraffe,1,1
S12,falcon,eagle,1,1
S12,tiger,cat,1,1
S12,lemur,elephant,1,1
S12,bison,pony,1,1
S12,snake,rat,1,1
S12,gnat,koala,1,1
S12,wasp,bumblebee,1,1
S12,owl,hummingbird,1,1
S12,shark,albatro,1,1
S12,wolf,coyote,1,1
S12,panther,cat,1,1
S12,chicken,turkey,1,1
S12,flea,tick,1,1
S12,gerbil,guineapig,1,1
S12,squirrel,possum,1,1
S12,parakeet,crow,1,1
S12,crown,raven,1,1
S12,goat,hyena,1,1
S12,komododragon,chameleon,1,1
S12,cow,crab,1,1
S12,zebra,deer,1,1
S12,bison,polarbear,1,1
S12,shrimp,tuna,1,1
S12,tasmaniandevil,herring,1,1
S12,panther,koala,1,1
S12,spider,bumblebee,1,1
S12,puma,leopard,1,1
S12,coyote,gorilla,1,1
S12,mosquito,fly,1,1
S12,moneky,gorilla,1,1
S12,komododragon,scorpion,1,1
S12,flamingo,toucan,1,1
S12,hamster,squirrel,1,1
S12,panther,cheetah,1,1
S12,crocodile,bat,1,1
S12,dingo,coyote,1,1
S12,wasp,hornet,1,1
S12,gerbil,hamster,1,1
S12,bluejay,vulture,1,1
S12,parakeet,parrot,1,1
S12,lemur,koala,1,1
S12,wolf,guineapig,1,1
S12,panda,gorilla,1,1
S12,lemur,possum,1,1
S12,monkey,hippo,1,1
S12,parakeet,snake,1,1
S12,mosquito,butterfly,1,1
S12,bat,butterfly,1,1
S12,salmon,tuna,1,1
S12,swallow,robin,1,1
S12,albatros,koala,1,1
S12,elk,ewe,1,1
S12,cheetah,leopard,1,1
S12,rhino,hippo,1,1
S12,chameleon,gekko,1,1
S12,tasmaniandevil,dingo,1,1
S12,parakeet,hummingbird,1,1
S12,racoon,squirrel,1,1
S12,falcon,toucan,1,1
S12,chameleon,possum,1,1
S12,spider,hornet,1,1
S12,scorpion,rhino,1,1
S12,panda,whale,1,1
S12,goat,hawk,1,1
S12,tick,gnat,1,1
S12,cat,leopard,1,1
S12,snake,guineapig,1,1
S12,eagle,hawk,1,1
S12,robin,bluebird,1,1
S12,zebra,pufferfish,1,1
S12,rooster,hawk,1,1
S12,bee,fly,1,1
S12,flamingo,eagle,1,1
S12,tasmaniandevil,spider,1,1
S12,crocodile,hippo,1,1
S12,lion,bluejay,1,1
S12,shrimp,dolphin,1,1
S12,dpider,grasshopper,1,1
S12,falcon,hawk,1,1
S12,snake,monkey,1,1
S12,whale,gorilla,1,1
S12,lion,tiger,1,1
S12,hamster,guineapig,1,1
S12,squirrel,mouse,1,1
S12,owl,squid,1,1
S12,spider,gnat,1,1
S12,salmon,catfish,1,1
S12,scorpion,gekko,1,1
S12,groundhog,mole,1,1
S12,crown,bluejay,1,1
S12,cat,cheetah,1,1
S12,groundhog,rabbit,1,1
S12,lemur,cheetah,1,1
S12,octopu,squid,1,1
S12,rooster,goat,1,1
S12,ram,ewe,1,1
S12,panda,cheetah,1,1
S12,lemur,gorilla,1,1
S12,wolf,dingo,1,1
S12,turkey,hippo,1,1
S12,squid,octopus,1,1
S12,lion,cheetah,1,1
S12,flamingo,racoon,1,1
S12,sheep,ewe,1,1
S12,crow,raven,1,1
S12,octopu,elephant,1,1
S12,cow,sheep,1,1
S12,crab,squid,1,1
S12,groundhog,pig,1,1
S12,hippo,giraffe,1,1
S12,leopard,dog,1,1
S12,racoon,bluejay,1,1
S12,chameleon,grasshopper,1,1
S12,tasmaniandevil,koala,1,1
S12,bluejay,robin,1,1
S12,mosquito,bumblebee,1,1
S12,lion,hippo,1,1
S12,hippo,hummingbird,1,1
S12,elk,caterpillar,1,1
S12,crocodile,alligator,1,1
S12,chikenrooster,lemur,1,1
S12,cow,goat,1,1
S12,scorpion,alligator,1,1
S12,parrot,cat,1,1
S12,grasshopper,bat,1,1
S12,earthworm,gekko,1,1
S12,gekko,possum,1,1
S12,squirrel,vulture,1,1
S12,crocodile,zebra,1,1
S12,coyote,hyena,1,1
S12,crocodile,alligato,1,1
S12,chikenrooster,turkey,1,1
S12,whale,fly,1,1
S12,zebra,gazelle,1,1
S12,eagle,robin,1,1
S12,flea,herring,1,0
S12,panther,chikenrooster,1,0
S12,eagle,albatros,1,0
S12,turkey,bull,1,0
S12,komododragon,dpider,1,0
S12,alligato,bumblebee,1,0
S12,chikenrooster,bluejay,1,0
S12,stork,rooster,1,0
S12,tuna,octopus,1,0
S12,mountainlion,squirrel,1,0
S12,flamingo,salmon,1,0
S12,lemur,tiger,1,0
S12,eagle,buffalo,1,0
S12,herring,alligator,1,0
S12,crown,tuna,1,0
S12,puma,squirrel,1,0
S12,tasmaniandevil,hippo,1,0
S12,moneky,tiger,1,0
S12,chameleon,koala,1,0
S12,bull,bat,1,0
S12,crow,ewe,1,0
S12,gerbil,stork,1,0
S12,earthworm,crocodile,1,0
S12,bison,cat,1,0
S12,squirrel,bluebird,1,0
S12,mountainlion,hippo,1,0
S12,herring,gorilla,1,0
S12,racoon,ocelot,1,0
S12,lemur,buffalo,1,0
S12,guineapig,buffalo,1,0
S12,bison,leopard,1,0
S12,alligato,raven,1,0
S12,herring,robin,1,0
S12,horse,buffalo,1,0
S12,elk,albatros,1,0
S12,flea,bison,1,0
S12,chameleon,parrot,1,0
S12,fly,mole,1,0
S12,fly,buffalo,1,0
S12,salmon,stork,1,0
S12,groundhog,bluebird,1,0
S12,sloth,chameleon,1,0
S12,chikenrooster,deer,1,0
S12,chikenrooster,moth,1,0
S12,crown,vulture,1,0
S12,mole,guineapig,1,0
S12,hamster,stork,1,0
S12,bison,bumblebee,1,0
S12,moneky,bat,1,0
S12,sheep,bat,1,0
S12,fly,butterfly,0,1
S12,moneky,lemur,0,1
S12,tasmaniandevil,hyena,0,1
S12,mountainlion,puma,0,1
S12,panther,lion,0,1
S12,snake,gerbil,0,1
S12,cow,ram,0,1
S12,flamingo,stork,0,1
S12,sloth,koala,0,1
S12,possum,buffalo,0,1
S12,sheep,bull,0,1
S12,tasmaniandevil,mountainlion,0,1
S12,panther,whale,0,1
S13,rat,elephant,1,1
S13,snake,cat,1,1
S13,alligator,eagle,1,1
S13,fox,bunny,1,1
S13,cow,ox,1,1
S13,gazelle,otter,1,1
S13,monkey,ox,1,1
S13,chicken,pig,1,1
S13,ox,meerkat,1,1
S13,anteater,elephant,1,1
S13,wildabeast,meerkat,1,1
S13,tiger,meerkat,1,1
S13,snake,emu,1,1
S13,eagle,bird,1,1
S13,warthog,mouse,1,1
S13,monkey,kangaroo,1,1
S13,grizzlybear,rat,1,1
S13,iguana,frog,1,1
S13,penguin,emu,1,1
S13,gazelle,lion,1,1
S13,monkey,chimpanzee,1,1
S13,ostrich,bird,1,1
S13,jaguar,cheetah,1,1
S13,fox,bird,1,1
S13,penguin,lion,1,1
S13,mouse,hyena,1,1
S13,sheep,rat,1,1
S13,cheetah,dog,1,1
S13,panther,tiger,1,1
S13,emu,ostrich,1,1
S13,alligator,emu,1,1
S13,elephant,hyena,1,1
S13,mouse,elephant,1,1
S13,rhinocero,giraffe,1,1
S13,emu,pig,1,1
S13,gazelle,elephant,1,1
S13,anteater,aardvark,1,1
S13,gazelle,monkey,1,1
S13,giraffe,meerkat,1,1
S13,leopard,hyena,1,1
S13,bat,zebra,1,1
S13,gazelle,snake,1,1
S13,anteater,bird,1,1
S13,peacock,hyena,1,1
S13,snake,bird,1,1
S13,alligator,fish,1,1
S13,cat,mouse,1,1
S13,snake,pig,1,1
S13,polarbear,raccoon,1,1
S13,alligator,cow,1,1
S13,polarbear,penguin,1,1
S13,monkey,alligator,1,1
S13,gazelle,bunny,1,1
S13,otter,tiger,1,1
S13,gazelle,panther,1,1
S13,gazelle,cheetah,1,1
S13,monkey,cheetah,1,1
S13,penguin,ox,1,1
S13,bat,cheetah,1,1
S13,chicken,dog,1,1
S13,lion,elephant,1,1
S13,guineapig,leopard,1,1
S13,vulture,eagle,1,1
S13,iguana,hyena,1,1
S13,pig,cow,1,1
S13,gazelle,wildabeast,1,1
S13,panther,zebra,1,1
S13,alligator,snake,1,1
S13,chimpanzee,eagle,1,1
S13,fox,ox,1,1
S13,cat,dog,1,1
S13,otter,grizzlybear,1,1
S13,polarbear,chimpanzee,1,1
S13,panther,cheetah,1,1
S13,lion,hyena,1,1
S13,rat,mouse,1,1
S13,monkey,anteater,1,1
S13,mouse,bird,1,1
S13,ostrich,meerkat,1,1
S13,vulture,fox,1,1
S13,panther,lion,1,1
S13,porcupine,fox,1,1
S13,snake,aardvark,1,1
S13,monkey,mouse,1,1
S13,tiger,lion,1,1
S13,cheetah,hyena,1,1
S13,polarbear,bunny,1,1
S13,iguana,alligator,1,1
S13,panther,hyena,1,1
S13,frog,bunny,1,1
S13,cat,fox,1,1
S13,bunny,bird,1,1
S13,hyena,bird,1,1
S13,otter,warthog,1,1
S13,chimpanzee,ostrich,1,1
S13,panther,penguin,1,1
S13,polarbear,snake,1,1
S13,aardvark,dog,1,1
S13,otter,ox,1,1
S13,monkey,meerkat,1,1
S13,lion,cheetah,1,1
S13,dog,ostrich,1,1
S13,otter,fox,1,1
S13,cat,bunny,1,1
S13,giraffe,elephant,1,1
S13,peacock,dog,1,1
S13,otter,penguin,1,1
S13,lion,fish,1,0
S13,snake,hyena,1,0
S13,penguin,fish,1,0
S13,cat,raccoon,1,0
S13,tiger,kangaroo,1,0
S13,fish,mouse,1,0
S13,gazelle,fish,1,0
S13,alligator,vulture,1,0
S13,tiger,zebra,1,0
S13,porcupine,penguin,1,0
S13,jaguar,hyena,1,0
S13,monkey,aardvark,1,0
S13,gazelle,emu,0,1
S13,mouse,raccoon,0,1
S13,kangaroo,aardvark,0,1
S13,snake,guineapig,0,1
S13,fish,bunny,0,1
S13,mouse,meerkat,0,1
S13,jaguar,lion,0,1
S13,otter,porcupine,0,1
S13,otter,hyena,0,1
S13,eagle,ostrich,0,1
S2,squirrel,tortoise,1,1
S2,whale,chicken,1,1
S2,chimpanzee,skunk,1,1
S2,tiger,chimpanzee,1,1
S2,panda,tortoise,1,1
S2,whale,seagull,1,1
S2,alpaca,chimpanzee,1,1
S2,lobster,tortoise,1,1
S2,penguin,buffalo,1,1
S2,snake,mammoth,1,1
S2,crab,plankton,1,1
S2,tuna,whale,1,1
S2,dolphin,flamingo,1,1
S2,giraffe,monkey,1,1
S2,flamingo,buffalo,1,1
S2,crab,hedgehog,1,1
S2,chipmunk,seagull,1,1
S2,alpaca,cat,1,1
S2,dog,chicken,1,1
S2,duck,flamingo,1,1
S2,hare,flamingo,1,1
S2,penguin,giraffe,1,1
S2,chiwawa,cat,1,1
S2,dog,seagull,1,1
S2,geese,tiger,1,1
S2,sealion,tortoise,1,1
S2,panda,buffalo,1,1
S2,turtle,whale,1,1
S2,alpaca,squirrel,1,1
S2,fox,seagull,1,1
S2,lobster,sealion,1,1
S2,hedgehog,skunk,1,1
S2,hyena,chicken,1,1
S2,chipmunk,hedgehog,1,1
S2,penguin,flamingo,1,1
S2,geese,hedgehog,1,1
S2,bear,hyena,1,1
S2,chiwawa,panda,1,1
S2,sealion,monkey,1,1
S2,squirrel,hedgehog,1,1
S2,hummingbird,alpaca,1,1
S2,bear,lion,1,1
S2,bear,dog,1,1
S2,flamingo,hedgehog,1,1
S2,mammoth,buffalo,1,1
S2,turtle,tortoise,1,1
S2,penguin,plankton,1,1
S2,alpaca,penguin,1,1
S2,whale,hyenea,1,1
S2,alpaca,monkey,1,1
S2,bird,buffalo,1,1
S2,bear,skunk,1,1
S2,geese,seagull,1,1
S2,turtle,hare,1,1
S2,alpaca,zebra,1,1
S2,turtle,bird,1,1
S2,hamster,skunk,1,1
S2,lobster,hedgehog,1,1
S2,alpaca,bear,1,1
S2,giraffe,cat,1,1
S2,plankton,whale,1,1
S2,cow,chicken,1,1
S2,fox,chipmunk,1,1
S2,chimpanzee,monkey,1,1
S2,panda,giraffe,1,1
S2,dog,cat,1,1
S2,buffalo,zebra,1,1
S2,penguin,skunk,1,1
S2,monkey,cat,1,1
S2,squirrel,skunk,1,1
S2,giraffe,tortoise,1,1
S2,lobster,tuna,1,1
S2,panda,gorilla,1,1
S2,giraffe,lion,1,1
S2,lobster,crab,1,1
S2,chipmunk,cow,1,1
S2,crab,monkey,1,1
S2,squirrel,chimpanzee,1,1
S2,panda,cat,1,1
S2,tiger,lion,1,1
S2,crab,flamingo,1,1
S2,lobster,seagull,1,1
S2,hare,monkey,1,1
S2,panda,penguin,1,1
S2,giraffe,hyena,1,1
S2,geese,alpaca,1,1
S2,geese,flamingo,1,1
S2,gazelle,tuna,1,1
S2,hare,dog,1,1
S2,penguin,squirrel,1,1
S2,tortoise,zebra,1,1
S2,horse,chimpanzee,1,1
S2,hare,tortoise,1,1
S2,dolphin,gorilla,1,1
S2,chimpanzee,hyena,1,1
S2,sealion,zebra,1,1
S2,alpaca,crab,1,1
S2,coyote,hyenea,1,1
S2,turtle,horse,1,1
S2,coyote,hyena,1,1
S2,bear,tiger,1,1
S2,lion,hyena,1,1
S2,chimpanzee,dog,1,1
S2,hare,hamster,1,1
S2,snail,gorilla,1,1
S2,giraffe,zebra,1,1
S2,chipmunk,hamster,1,0
S2,geese,coyote,1,0
S2,gazelle,lion,1,0
S2,lion,zebra,1,0
S2,hummingbird,penguin,1,0
S2,monkey,hyenea,1,0
S2,duck,coyote,1,0
S2,fox,coyote,1,0
S2,hyena,hamster,1,0
S2,gazelle,zebra,0,1
S2,whale,monkey,0,1
S2,hummingbird,flamingo,0,1
S2,geese,duck,0,1
S2,lobster,plankton,0,1
S2,tortoise,hedgehog,0,1
S2,hare,seagull,0,1
S3,octopu,calamri,1,1
S3,gerbil,parrot,1,1
S3,aardvark,anteater,1,1
S3,mice,rat,1,1
S3,jaguar,giraffe,1,1
S3,cow,lamb,1,1
S3,frog,cat,1,1
S3,raccoon,deer,1,1
S3,llama,aardvark,1,1
S3,hippo,penguin,1,1
S3,calamari,squid,1,1
S3,fox,sheep,1,1
S3,turkey,parrot,1,1
S3,baboon,ape,1,1
S3,chimpanzee,goat,1,1
S3,aardvark,bat,1,1
S3,crocodile,lizard,1,1
S3,chicken,ostrich,1,1
S3,bird,parakeet,1,1
S3,zebra,minx,1,1
S3,rat,guineapig,1,1
S3,hippo,anteater,1,1
S3,lion,cat,1,1
S3,lion,bear,1,1
S3,ostrich,penguin,1,1
S3,pelican,ostrich,1,1
S3,leopard,goat,1,1
S3,horse,bear,1,1
S3,sloth,snake,1,1
S3,iguana,lizard,1,1
S3,monkey,gorilla,1,1
S3,goose,moose,1,1
S3,meercat,chimpanzee,1,1
S3,alpaca,mice,1,1
S3,pigeon,fish,1,1
S3,cheetah,gorilla,1,1
S3,fox,raccoon,1,1
S3,rabbit,mouse,1,1
S3,meercat,dingo,1,1
S3,reindeer,hummingbird,1,1
S3,owl,hummingbird,1,1
S3,tiger,jaguar,1,1
S3,kangaroo,ostrich,1,1
S3,cockatoo,parrot,1,1
S3,tuna,salmon,1,1
S3,puma,squirrel,1,1
S3,monkey,tiger,1,1
S3,panda,giraffe,1,1
S3,hamster,guineapig,1,1
S3,polarbear,panda,1,1
S3,gerbil,hamster,1,1
S3,seal,whale,1,1
S3,iguana,octopu,1,1
S3,rabbit,guineapig,1,1
S3,meercat,guineapig,1,1
S3,fish,octopu,1,1
S3,rat,bat,1,1
S3,rabbit,minx,1,1
S3,ape,gorilla,1,1
S3,squirrel,chimpanzee,1,1
S3,flamingo,swan,1,1
S3,penguin,whale,1,1
S3,gerbil,donkey,1,1
S3,sheep,rabbit,1,1
S3,cockatoo,rabbit,1,1
S3,molerat,kangaroo,1,1
