S3,octopu,calamri,1,1
S3,guinearpig,cat,1,0
S3,gerbil,parrot,1,1
S3,aadvark,kimotodragon,1,0
S3,aardvark,anteater,1,1
S3,mice,rat,1,1
S3,tucan,hyena,1,0
S3,flamingo,koala,0,1
S3,goose,clownfish,1,0
S3,jaguar,giraffe,1,1
S3,pigeon,tucan,0,1
S3,cow,lamb,1,1
S3,babboon,belugawhale,1,0
S3,frog,cat,1,1
S3,raccoon,deer,1,1
S3,llama,aardvark,1,1
S3,hippo,penguin,1,1
S3,calamari,squid,1,1
S3,fox,sheep,1,1
S3,turkey,parrot,1,1
S3,baboon,ape,1,1
S3,chimpanzee,goat,1,1
S3,aardvark,bat,1,1
S3,crocodile,lizard,1,1
S3,chicken,ostrich,1,1
S3,bird,parakeet,1,1
S3,seagull,jaguar,1,0
S3,zebra,minx,1,1
S3,rat,guineapig,1,1
S3,hippo,anteater,1,1
S3,lion,cat,1,1
S3,lion,bear,1,1
S3,ostrich,penguin,1,1
S3,pelican,ostrich,1,1
S3,alligator,lizard,0,1
S3,leopard,goat,1,1
S3,horse,bear,1,1
S3,sloth,snake,1,1
S3,iguana,lizard,1,1
S3,monkey,gorilla,1,1
S3,goose,moose,1,1
S3,meercat,chimpanzee,1,1
S3,alpaca,mice,1,1
S3,pigeon,fish,1,1
S3,squid,cow,1,0
S3,cheetah,gorilla,1,1
S3,fox,raccoon,1,1
S3,rabbit,mouse,1,1
S3,meercat,dingo,1,1
S3,reindeer,hummingbird,1,1
S3,chinchilla,salmon,1,0
S3,owl,hummingbird,1,1
S3,tiger,jaguar,1,1
S3,kangaroo,ostrich,1,1
S3,cockatoo,parrot,1,1
S3,chinchilla,minx,1,0
S3,tuna,salmon,1,1
S3,puma,squirrel,1,1
S3,hamster,clownfish,1,0
S3,monkey,tiger,1,1
S3,panda,giraffe,1,1
S3,hamster,guineapig,1,1
S3,polarbear,panda,1,1
S3,gerbil,hamster,1,1
S3,seal,whale,1,1
S3,iguana,octopu,1,1
S3,rabbit,guineapig,1,1
S3,meercat,guineapig,1,1
S3,fish,octopu,1,1
S3,rat,bat,1,1
S3,rabbit,minx,1,1
S3,ape,gorilla,1,1
S3,squirrel,chimpanzee,1,1
S3,flamingo,swan,1,1
S3,penguin,whale,1,1
S3,gerbil,donkey,1,1
S3,sheep,rabbit,1,1
S3,cockatoo,rabbit,1,1
S3,molerat,kangaroo,1,1
S3,seal,leech,1,1
S3,alligator,hummingbird,1,1
S3,hare,lamb,1,1
S3,alligator,minx,1,1
S3,kangaroo,beluga,1,1
S3,crocodile,alligator,1,1
S3,pigeon,dog,1,0
S3,pigeon,squirrel,1,1
S3,crocodile,cheetah,1,1
S3,donkey,pig,1,1
S3,lion,aardvark,1,1
