Dairy,boter
Dairy,cheddar
Dairy,cheese
Dairy,cottage
Dairy,edammer
Dairy,feta
Dairy,geitenkaas
Dairy,geraspte
Dairy,gruyere
Dairy,kaas
Dairy,kaas
Dairy,kwark
Dairy,mascarpone
Dairy,melk
Dairy,mozzarella
Dairy,parmezaan
Dairy,room
Dairy,roomboter
Dairy,slagroom
Dairy,smeerkaas
Dairy,yoghurt
FatsOils,amandelolie
FatsOils,bakboter
FatsOils,balsamicoazijn
FatsOils,balsamicosiroop
FatsOils,boter
FatsOils,creme fraiche
FatsOils,mayonaise
FatsOils,olie
FatsOils,olie
FatsOils,olijfolie
FatsOils,plantaardige
FatsOils,plantaardige
FatsOils,pompoenpitolie
FatsOils,rijstazijn
FatsOils,sesamolie
FatsOils,sojasaus
FatsOils,spread
FatsOils,zonnebloemolie
Fruits,aalbes
Fruits,aardbei
Fruits,abrikoos
Fruits,ananas
Fruits,appel
Fruits,banaan
Fruits,bes
Fruits,blauwbes
Fruits,bloedsinaasappel
Fruits,bosbes
Fruits,braam
Fruits,cassisbes
Fruits,clementine
Fruits,dadels
Fruits,doerian
Fruits,drakenfruit
Fruits,druif
Grains,aardappel
Grains,aardpeer
Grains,alfalfa
Grains,amarant
Grains,basmatirijst
Grains,boekweit
Grains,bulgur
Grains,couscous
Grains,gierst
Grains,granen
Grains,havermout
Grains,kikkererwten
Grains,kiwicha
Grains,linzen
Grains,mais
Grains,mais
Grains,quinoa
Grains,rijst
Grains,rijst
Grains,spelt
Grains,tarwe
Grains,teff
Grains,wilde
Protein,biefstuk
Protein,eend
Protein,forel
Protein,gehakt
Protein,gerookte
Protein,kip
Protein,kipfilet
Protein,kippenbout
Protein,kippenlever
Protein,kreeft
Protein,lam
Protein,lamskotelet
Protein,lamsrack
Protein,ossenhaas
Protein,paling
Protein,pangasiusfilet
Protein,pinda
Protein,rundvlees
Protein,sardientjes
Protein,tofu
Protein,tofurolletjes
Protein,tonijn
Protein,tonijn
Protein,varkenshaas
Protein,varkensvlees
Protein,zalm
Vegetables,andijvie
Vegetables,artisjok
Vegetables,asperge
Vegetables,aubergine
Vegetables,avocado
Vegetables,bleekselderij
Vegetables,bloemkool
Vegetables,boerenkool
Vegetables,broccoli
Vegetables,champignon
Vegetables,courgette
Vegetables,doperwt
Vegetables,doperwtjes
Vegetables,groene
Vegetables,komkommer
Vegetables,kool
Vegetables,olijf
Vegetables,paprika
Vegetables,pastinaak
Vegetables,pompoen
Vegetables,prei
Vegetables,rode
Vegetables,rodekool
Vegetables,savooiekool
Vegetables,snijbonen
Vegetables,spinazie
Vegetables,spruitjes
Vegetables,tomaat
Vegetables,ui
Vegetables,venkel
Vegetables,wortel
