word,freq,aoa_mean,aoa_sd
mode,5.16,9.68,3.56
model,32.06,5.83,2.6
modeling,3.63,8.21,2.35
modem,1.08,13.75,5.32
moderate,1.24,11.22,2.51
moderation,0.73,10.79,2.94
moderato,0.02,14.1,2.92
moderator,0.16,12.4,2.98
modern,18.24,8.58,2.89
modernism,0.04,13.68,2.73
modernist,#N/A,14.23,4.32
modernistic,0.04,13.89,5.26
modernity,0.06,12.74,3.6
modernization,0.1,10.72,2.19
modernize,0.12,11.17,3.35
modest,5.88,10.68,3.51
modesty,1.76,10.89,4.1
modicum,0.39,16.57,3.59
modification,0.84,12.32,2.91
modified,1.96,10.31,2.83
modifier,0.04,10.63,2.48
modify,0.98,9.39,2.25
modiste,0.06,15,NA
modular,0.16,13.17,3.57
modularity,0.02,15.47,2.45
modulate,0.1,13.31,3.5
modulation,0.14,13.94,3.56
modulator,0.14,14.73,3.43
module,2.67,13.42,2.76
modulo,0.06,17.17,5.04
modus,0.39,13.1,4.07
mogul,0.92,12.32,4.27
mohair,0.24,13.15,3.46
moil,#N/A,12,NA
moist,1.8,9.55,3.24
moisten,0.08,9.28,2.72
moisture,1.22,6.5,2.15
moisturize,0.1,9.1,2.57
moisturizer,0.47,9.33,2.87
moisturizing,0.14,9.89,2.7
mol,0.14,13.8,2.2
molar,0.51,8.12,2.47
molasses,1.02,8.95,2.53
mold,4.29,9.26,2.73
moldboard,#N/A,18.6,5.03
molder,0.02,11.35,4.66
moldy,0.59,7.28,2.61
mole,8.06,7.33,3.02
molecular,2.63,11.84,2.83
molecule,0.78,12,3.23
molehill,0.29,10.61,2.99
moleskin,0.02,12.94,2.26
molest,0.61,11.32,3.22
molestation,0.35,11.56,2.81
molester,0.84,9.74,2.83
moll,0.39,13.7,7.35
mollification,#N/A,14.55,2.58
mollify,0.08,13.4,4.58
mollusk,0.16,11.6,3.11
molt,0.14,10.22,4.76
molten,1.16,9.06,3.15
molybdenum,0.06,15.83,3.76
mom,430.39,2.22,1.22
moment,187.04,7.95,3.41
momentary,1.1,10.67,3.12
momentous,0.71,13.39,3.45
momentum,1.71,10.17,3.31
momma,8.08,1.58,0.69
mommy,70.92,2.5,1.5
monarch,0.82,10.12,2.37
monarchical,0.04,13.71,3.83
monarchist,0.02,12.19,2.61
monarchy,0.67,10.44,2.66
monasterial,#N/A,13.83,2.48
monastery,3.71,10.26,3.35
monastic,0.08,10.8,2.7
monasticism,0.02,15.92,3.53
monaural,#N/A,17.11,2.76
monetary,1.02,12.56,3.52
monetize,0.04,13.11,2.59
money,640.76,5.11,1.85
moneybag,0.08,9.67,2.93
moneybags,0.25,9.32,3.64
moneyed,0.04,11.29,3.82
moneylender,0.08,11.41,3.47
moneymaker,0.37,11.39,4.22
moneymaking,0.08,8.32,3.9
moneyman,0.04,12.13,2.7
monger,0.08,13.06,3.09
mongo,0.75,11.38,3.54
mongoloid,0.51,11.8,3.26
mongoose,0.65,9.94,3.11
mongrel,0.86,10.24,3.56
moniker,0.31,14.07,3.97
monitor,13.12,9.68,4.27
monitory,0.02,15.14,3.32
monk,7.37,10.29,3.47
monkey,33.51,4.21,1.4
monkeyshine,0.04,11.46,3.43
monkfish,0.04,13.92,3.17
monkshood,0.04,12.7,5.54
mono,0.73,11.22,3.59
monoamine,0.04,16,4.06
monochromatic,0.16,15.75,2.89
monochrome,0.08,13.78,2.84
monocle,0.22,13,3.4
monoclonal,0.02,13.7,3.33
monofilament,0.04,14.06,3.11
monogamist,0.08,12.43,5.2
monogamous,0.82,13.32,2.31
monogamy,0.9,13.06,3.09
monogram,0.27,11.35,2.34
monogrammed,0.59,12.11,3.43
monograph,0.14,12.39,2.97
monolayer,0.02,13.2,2.68
monolith,0.84,14.81,2.43
monolithic,0.08,14.14,2.32
monologue,1.14,12.59,3.43
monomania,#N/A,15.5,3.78
monomaniacal,0.02,13.91,2.84
mononucleosis,0.1,12.94,2.63
monoplane,0.04,12.15,4.06
monopolist,0.02,12.64,3.27
monopolistic,0.02,13.85,3.02
monopolize,0.27,12.21,2.92
monopoly,2.76,6.74,2.05
monorail,0.1,11.05,4.3
monosodium,0.06,16.53,4.05
monosyllabic,0.1,12.12,3.87
monosyllable,0.04,11.21,3.12
monotheism,0.04,15.33,3.29
monotone,0.1,11.11,2.51
monotonous,0.84,13.47,3.06
monotony,0.33,14.44,3.93
monounsaturated,0.12,15.38,5.03
monoxide,1.14,12.79,2.44
monozygotic,0.04,15.08,3.35
monsieur,31.08,10.12,4.18
monsignor,2.18,13.92,3.93
monsoon,0.78,11.28,3.18
monster,38.86,4.58,1.77
monstrosity,0.75,13.06,4.39
monstrous,2.39,10.67,3.2
montage,1.12,11.53,2.5
month,95.18,5.79,1.51
monthly,2.98,7.95,2.25
monument,2.29,8.45,2.91
monumental,1.06,10.59,1.77
moo,2.08,3.53,1.87
mooch,0.88,11.72,4.84
moocher,0.27,11.58,3.36
mood,34.04,6.58,2.87
moodiness,0.08,12,3.52
moody,2.25,9.37,3.35
moon,49.96,4.83,2.31
moonbeam,0.75,8.24,3.42
mooncalf,0.06,11.71,4.07
moonless,0.08,8.78,2.84
moonlight,6.94,5.5,2.42
moonlighter,0.06,12.82,4.33
moonlit,0.55,6,1.92
moonrise,0.18,8.47,4.55
moonscape,0.06,11.59,2.94
moonshine,0.96,9.22,2.58
moonshiner,0.08,13.05,4.18
moonstruck,0.08,12.58,2.97
moonwalk,0.63,10.3,3.34
moony,0.04,11.17,3.61
moor,1.98,11.8,2.46
moorage,0.02,14.2,3.82
moorhen,0.02,15.86,3.53
mooring,0.25,12.22,2.82
moorland,0.06,13,3.8
moose,5.53,5.22,1.73
moot,1.18,14.25,3.26
mop,4.14,5.11,1.91
mope,0.67,9.37,3.34
moped,0.45,9.39,4.13
moppet,0.08,12.92,3.64
moraine,0.08,14.88,4.02
moral,13.51,9.53,3.88
morale,4.12,10.62,4.21
moralist,0.12,12.5,2.71
moralistic,0.02,13.38,2.53
morality,3.71,11.39,4.06
moralization,#N/A,14.12,3.26
moralize,0.02,12.37,3.5
moralizer,#N/A,13.83,2.76
morals,2.92,9.75,2.94
morass,0.1,12.4,4.4
moratorium,0.27,14.5,3
moray,0.45,13.29,4.53
morbid,2.59,9.72,2.59
morbidity,0.1,14.17,2.85
more,1298.59,3.78,2.04
morel,0.02,12.4,4.06
mores,0.82,13.86,2.21
morgue,8.63,10.53,3.18
moribund,0.06,15.38,4.57
moribundity,#N/A,17.3,2.54
mormon,2.25,11.93,3.49
morn,0.88,9.53,3.1
morning,439,4,1.45
moron,14.78,8.67,2.73
moronic,1.08,9.89,3.74
morose,0.35,13,2.81
morph,0.75,11.47,4.87
morphine,6.49,13.22,3.75
morphogenetic,0.02,15.7,4.14
morphological,0.02,16.57,2.9
morphology,0.12,15.42,2.81
morsel,0.63,8.78,3.92
mortal,9.57,9.84,2.81
mortality,1.51,12.35,2.35
mortar,2.29,11.9,4.34
mortem,0.25,12.43,2.31
mortgage,5.9,12.53,3.52
mortgagee,0.08,15.67,4.3
mortician,0.61,10.2,2.31
mortification,0.08,13.11,4.14
mortify,0.14,11.78,3.72
mortise,0.06,13.31,2.69
mortmain,0.02,19.6,5.55
mortuary,1.84,12.06,3.44
mosaic,0.45,9.78,4.47
mosey,0.71,9,3.04
mosque,1.18,14.12,5.27
mosquito,1.82,6.1,1.7
moss,2.84,8.31,3.05
mossback,0.02,14.29,5.99
mossy,0.04,8.47,4.05
mot,0.08,10.62,3.85
mote,0.24,10.38,3.29
motel,18.18,7.11,1.76
motet,0.02,14.43,4.43
moth,2.27,5.74,1.76
mothball,0.1,8.32,4.38
mother,479.92,2.63,1.07
motherboard,0.18,14.17,4.4
motherfucker,51.29,9.74,5.11
motherfucking,9.33,9.58,4.43
motherhood,1.14,7.55,1.93
motherhouse,0.02,13.88,3.18
motherland,0.47,10.12,3.39
motherless,0.57,7.39,2.15
motherly,0.45,8.55,3.75
mothproof,0.02,10.73,4.01
motif,0.65,13.55,3.69
motile,0.04,12.22,4.66
motility,0.18,14,3.04
motion,18.96,6.78,1.52
motionless,0.33,8.83,2.85
motionlessness,0.02,10.16,4.39
motivate,1.06,9.9,2.64
motivation,2.96,10.6,2.58
motivational,0.65,12.29,3.36
motivator,0.25,10.56,3.31
motive,13.24,11.06,2.67
motiveless,0.06,11.61,2.35
motley,0.51,12.19,2.79
motocross,0.12,11.8,3.52
motor,13.16,7.42,2.36
motorbike,0.75,7.95,2.37
motorboat,0.57,6.53,2.27
motorbus,0.06,9.21,3.36
motorcade,1.27,10.65,2.55
motorcar,0.57,7.78,4.17
motorcycle,8.92,5.05,1.54
motorcyclist,0.25,7.17,2.26
motoring,0.31,10.89,3.75
motorist,0.49,7.74,2.35
motorization,#N/A,13.27,3.33
motorized,0.29,9.12,2.62
motorman,0.18,10.27,2.99
motorway,0.14,7.95,2.86
motto,5.1,10.41,3.06
mould,0.73,11.33,3.39
mound,1.51,7.71,2.71
mount,11.71,8.53,3.27
mountain,35.39,6.15,2.28
mountaineering,0.08,11.2,3.66
mountainous,0.16,10.56,3.73
mountainside,0.27,7.53,2.25
mountaintop,0.51,7.61,2.33
mountebank,0.12,17.17,2.23
mourn,2.53,9.21,2.97
mourner,0.16,10.32,2.69
mournful,0.49,9.94,2.29
mourning,3.43,11.05,3.03
mouse,19.12,4.94,1.76
mouser,0.12,10.35,2.76
mousetrap,0.59,6.78,2.34
mousse,1.16,10.32,3.56
moustache,3.78,5.4,2.23
mousy,0.82,11.47,2.29
mouth,104.41,3.58,1.43
mouthful,1.69,6.37,2.69
mouthpiece,0.92,10.6,2.28
mouthwash,0.96,7.32,3.06
mouthwatering,0.08,9.15,2.83
mouthy,0.1,7.68,2.85
movable,0.29,7.63,2.95
move,418.14,4.62,1.75
movement,14.84,6.58,2.14
mover,0.45,8.41,1.97
movie,122.96,3.56,1.54
moviegoer,0.02,10.32,2.94
moviemaker,0.02,10,5.01
mow,2.29,6.76,2.25
mower,1.47,6.89,2.31
moxie,0.73,13.71,2.92
mozzarella,0.55,8.44,2.89
mu,2.53,15.83,5.78
much,973.25,4.58,1.24
mucilage,0.06,14.22,4.99
mucilaginous,#N/A,17.5,1.69
muck,1.9,8,3.85
muckrake,0.02,14.1,3.7
muckraker,0.04,15.25,2.22
mucky,0.18,8.25,3.49
mucosa,0.25,14.12,3.18
mucosal,0.06,13.5,5.4
mucous,0.39,10.35,3.69
mucus,0.59,9.56,2.48
mud,14.82,4.05,1.61
muddiness,0.02,7.11,2.51
muddle,0.43,11.32,2.65
muddled,0.35,11.11,2.92
muddleheaded,#N/A,14.13,2.95
muddy,3,5.42,2.48
mudguard,#N/A,13,5.7
mudpack,0.04,12.81,4.79
mudroom,0.06,11,5.64
mudskipper,0.02,10.67,3.77
mudslide,0.08,8.32,2.81
mudslinger,0.02,12.84,4.35
mudslinging,0.02,13.53,4.76
muesli,0.06,14.5,4.5
muezzin,0.08,14,2.83
muff,0.96,10.35,4.18
muffin,5.82,5.11,1.94
muffle,0.22,9.84,2.63
muffled,3.08,9.06,3.19
muffler,1,9.5,3.62
mug,6.84,5.15,2.03
mugger,0.96,11.29,4.18
muggy,0.1,8.06,3.28
mujahedin,0.06,17,5.74
mukluk,0.04,13.18,3.31
mulatto,0.25,13.13,3.48
mulberry,0.61,8.88,3.12
mulch,0.43,9.22,4.65
mule,7.02,5.65,1.66
muleteer,0.02,13.71,1.7
mulish,0.06,17.78,6.04
mulishness,0.02,12,3.77
mull,0.47,12.24,2.73
mulled,0.08,13.69,3.42
mullet,0.57,11.67,4.92
mulligatawny,0.06,15,4
mullioned,0.02,17.33,1.03
multi,0.08,8.68,2.58
multicolored,0.16,7.11,2.45
multicultural,0.06,10.22,3.3
multidimensional,0.1,12.83,3.99
multidimensionality,0.02,14.76,3.31
multidirectional,0.02,12.39,4.12
multifaceted,0.04,13.18,2.81
multifocal,0.12,12.5,3.78
multilateral,0.02,13.22,3.69
multilayered,0.1,8.94,2.69
multilevel,0.06,8.33,2.45
multimedia,0.55,11.89,3.89
multimillion,0.12,10.61,3.78
multimillionaire,0.33,10.42,2.34
multinational,0.63,13.22,3.47
multiphase,0.02,15.05,3.75
multiple,10.59,7.79,3.19
multiplex,0.39,12.63,3.55
multiplication,0.27,7.79,1.99
multiplicity,0.08,11.72,3.01
multiply,1.94,7.95,2.06
multiprocessing,0.02,14.16,3.86
multiprocessor,0.02,15.38,5.38
multispecies,0.02,11.26,2.96
multistage,0.02,11.89,3.46
multisystem,0.02,13.47,4.91
multitask,0.2,12.55,4.01
multitude,0.57,10.8,3.09
multitudinous,0.06,13,4.07
multivitamin,0.12,10.72,4.91
multivolume,0.02,12.41,3.48
mum,21.73,7.47,4.13
mumble,0.78,7.15,2.01
mumbo,1.16,10.86,3.06
mummer,0.02,13.2,2.97
mummery,0.04,11.7,5.17
mummification,0.1,10.56,2.79
mummified,0.27,10.05,3.15
mummify,0.08,10.22,2.34
mummy,9.8,5.47,2.34
mumps,1.18,8.42,3.17
munch,0.84,7.6,2.37
munchkin,0.8,6.21,4.4
mundane,0.8,14.05,4.29
municipal,1.76,14.06,4.09
municipality,0.2,13.05,2.7
munificence,0.02,14,3.03
munition,0.16,13.33,2.87
mural,1.02,9.74,2.75
muralist,0.02,13.42,3.49
murder,112.1,8.79,2.78
murderer,26.57,8.26,2.54
murderess,0.73,13,3.03
murderous,1.82,9.89,3.2
murk,0.1,10.76,3.72
murky,0.61,9.61,2.68
murmur,0.94,11.22,4.31
muscatel,0.18,17.86,4.06
muscle,13.61,8.45,2.76
muscleman,0.1,9.06,3.83
muscovite,0.02,14.83,3.71
muscular,1.55,8.79,3.03
muscularity,0.02,13,3.76
musculature,0.33,14.5,2.62
muse,1.92,11.94,3.36
musette,0.02,13.67,2.89
museum,18.47,8.55,3.5
mush,2.8,5.78,3.44
musher,0.22,14.33,5.34
mushroom,2.14,6.44,2.36
mushy,1.51,6.56,2.57
music,151.65,3.81,2.5
musical,13.16,7.28,1.64
musicale,0.16,10.88,4.96
musicality,0.02,11.86,3.98
musician,6.04,7.11,2.83
musicianship,0.02,11.67,2.33
musicologist,0.02,13.93,3.99
musicology,0.02,11.41,3.92
musk,0.53,10.94,3.96
muskellunge,#N/A,8.75,2.75
musket,0.98,10.17,4.34
musketeer,0.43,7.1,2.29
musketry,0.02,11.82,2.56
muskrat,0.55,10.39,3.68
musky,0.14,10.94,3.61
muslim,2.37,12.91,3.7
muslin,0.12,11.67,3.68
muss,0.61,9.77,3.7
mussel,0.27,10,3.91
must,699.24,4.58,2.36
mustached,0.02,7.63,2.54
mustachio,0.02,15.8,3.56
mustachioed,0.1,13.2,4.18
mustang,3.43,9.47,3.64
mustard,6.45,4.95,1.84
muster,1.49,12.22,3.21
musty,0.49,10.47,3.41
mutable,0.06,10.93,3.08
mutagen,0.02,15.9,4.36
mutagenesis,0.02,16.18,4.38
mutant,3.59,10,5.5
mutate,0.47,8.78,3.19
mutation,1.73,10.83,2.26
mutative,0.02,13.81,3.95
mute,2.49,9.84,6.06
muted,0.39,9.28,3.21
mutilate,0.57,12.74,2.42
mutilated,1.27,10.44,2.06
mutilation,0.94,11.53,3.94
mutilator,0.12,12.94,3.11
mutineer,0.16,13.73,1.74
mutinous,0.14,12.37,2.63
mutiny,2.47,10.59,2.65
mutt,3.96,7.22,2.02
mutter,0.43,9.5,2.38
mutton,0.78,13.15,2.94
muttonhead,0.02,11.75,3.34
mutual,7.22,8.9,3.54
mutuality,0.06,13.05,3.64
muumuu,0.29,8.85,3.08
muzzle,1.59,8.44,3.01
muzzy,0.06,13.5,5.73
my,6762.73,2.72,1.44
mycological,#N/A,17.6,2.99
mycologist,0.02,16.56,3.75
myelin,0.25,16.71,4.79
myeloid,0.06,15.25,3.37
myeloma,0.02,16.36,3.26
mynah,0.39,9.5,2.12
myocardial,0.29,16.64,3.07
myocardium,0.08,15.27,4.05
myopia,0.18,14.54,3.31
myopic,0.25,13.33,2.99
myriad,0.55,11.94,2.99
myrmidon,0.02,15.67,4.8
myrrh,0.25,10.31,5.04
myrtle,3.2,11.01,3.71
myself,342.55,3.81,1.44
mysterious,15,9,2.79
mysteriousness,0.08,9.74,2.54
mystery,22.96,6.89,1.94
mystic,1.45,10.62,3.38
mystical,2.82,10.21,3.78
mysticism,0.43,13.38,2.75
mystification,0.06,12.89,3.79
mystified,0.51,11.53,2.44
mystify,0.14,11.37,2.71
mystique,3.51,11.89,2.77
myth,6.9,8.61,2.35
mythic,0.37,10.32,2.5
mythical,0.88,7.11,2.02
mythmaking,0.02,11.25,3.89
mythological,0.37,10.72,2.61
mythology,1.98,10.53,3.04
mythos,0.02,13.95,3.97
nab,0.67,7.59,2.74
nabob,0.02,15,3.21
nacelle,0.14,14.33,2.73
nacho,1.31,6.86,5.22
nacre,#N/A,14,3.37
nada,2.55,9.1,3.4
nag,2.18,9.21,5.06
naiad,0.04,14.3,3.09
nail,18.65,5.42,2.36
nailfile,0.08,8.45,4.52
naira,0.02,16,1.41
naive,6.45,11.33,2.93
naivete,0.1,13.13,3.29
naivety,0.02,12.44,2.25
naked,39.25,4.68,2.24
nakedness,0.45,7.05,2.95
name,641.86,3.68,1.53
nameless,1.41,10.06,3.26
nameplate,0.14,9.89,3.56
namesake,0.22,10.29,3.06
nana,3.96,4.29,5.05
nanny,10.41,6.67,2.59
nanosecond,0.14,13.67,3.04
nanotechnology,0.14,16,2.78
nap,12.65,2.53,0.77
napalm,1.51,14.75,4.89
nape,0.24,10.53,3.64
napery,#N/A,15,3.37
naphtha,0.14,17.25,4.23
napkin,3.61,4.79,2.51
nappy,0.78,8.44,3.71
narcissism,0.65,13.17,2.87
narcissist,0.51,14.53,2.17
narcissistic,0.63,14.06,3.39
narcolepsy,0.24,14.5,4.09
narcoleptic,0.14,14.12,3.83
narcosis,0.1,15.38,3.15
narcotic,0.86,13.11,2.42
narcotics,5.14,12.39,3.51
nard,0.02,14,5.73
nark,0.06,12.36,2.87
narrate,0.24,9.06,3.32
narration,0.27,9.67,3.07
narrative,1.04,11.44,3.03
narrator,10.37,6.72,2.35
narrow,7.02,7.57,2.56
narrowness,0.02,9.57,3.41
narwhal,0.12,12.14,4
nary,0.27,12.38,3.52
nasal,2.08,8.75,2.12
nascent,0.1,13.88,2.59
nasopharynx,0.04,16.22,3.49
nastiness,0.18,8.05,2.86
nasturtium,0.02,16.12,5.22
nasty,22.57,6,2.6
natal,0.1,13.07,3.69
natality,#N/A,15.5,2.88
natatorium,0.04,15.43,6.13
nation,20.49,7.74,2.02
national,38.16,6.89,2.81
nationalism,0.24,12.39,2.91
nationalist,0.24,13.47,4.13
nationalistic,0.08,14.07,3.47
nationality,0.82,9.84,3.06
nationalization,0.04,11.78,3.61
nationwide,1.33,9,2.43
native,8.25,9.2,3
natives,4.24,8.35,2.82
nativity,0.35,9.62,4.98
natter,0.04,12.33,3.43
natty,0.24,12.08,3.03
natural,42.35,8.5,2.28
naturalist,0.27,11.84,2.32
naturalistic,0.06,13.67,4.13
naturalization,0.25,11.71,2.99
naturalized,0.18,12.11,2.75
naturally,24.51,8.56,1.84
nature,45.16,6.16,2.14
natured,0.02,11.11,3.51
naturopathic,0.02,15.3,3.23
naught,0.59,11.17,3.44
naughtiness,0.04,8.9,3.36
naughty,10.25,4.9,3.85
nausea,2.16,8.63,2.31
nauseate,0.06,10.73,3.13
nauseating,0.59,10.84,3.4
nauseous,3.1,8.94,2.54
nautical,0.88,11.39,3.53
nautilus,0.8,12.47,2.77
naval,5.73,9.7,3.47
nave,0.41,12.54,4.22
navel,1.24,9.6,4.26
navigability,#N/A,11.88,3.18
navigate,1.92,10.05,2.44
navigation,1.71,10.2,2.33
navigational,0.94,11.21,2.8
navigator,2.69,9.84,2.03
navy,25.69,7.15,1.57
nay,3.37,10.31,3.36
naysay,0.02,11.6,3.62
naysayer,0.06,12.28,4.04
neap,0.02,15.5,0.71
near,83.1,5.41,1.96
nearby,8.33,6.85,1.64
nearly,33.75,7.49,2.54
nearness,0.02,7.35,2.62
nearside,0.02,10.83,3.9
nearsighted,0.53,9.44,2.53
nearsightedness,0.02,10.42,2.48
neat,12.45,5.43,3.2
neaten,0.02,8.62,3.45
neatness,0.35,7.32,1.8
neb,0.55,13.17,5.19
nebbish,0.1,11.75,6.16
nebula,1.47,13.38,4
nebulizer,0.1,14.79,3.87
nebulous,0.06,13.27,2.81
necessary,45.98,7.55,2.01
necessitate,0.04,13.22,2.58
necessitous,#N/A,16.12,2.53
necessity,2.88,9.53,2.39
neck,59.51,3,1.25
neckband,0.02,9.78,4.92
neckerchief,0.04,9.65,3.81
necklace,9.75,5,2.16
neckline,0.29,10.53,3.82
necktie,1.2,6.63,1.77
neckwear,0.04,11.58,2.8
necrology,0.06,16.25,3.45
necromancer,0.41,14.29,3.54
necromancy,0.06,14.11,4.37
necromantic,0.02,14.67,5.58
necrophilia,0.31,15,2
necropolis,0.25,14.76,3.13
necropsy,0.08,15.33,3.92
necrosis,0.12,14.23,3.03
necrotic,0.12,15.07,2.91
nectar,0.92,8.95,2.91
nectarine,0.06,8.94,3.99
nectarous,0.02,13.44,2.74
need,1294.9,3.56,1.34
needful,0.04,10.56,2.31
neediness,0.06,10.11,2.95
needle,11.92,5.32,1.53
needlepoint,0.55,9,2.89
needless,2.27,9.15,2.91
needlewoman,#N/A,12.86,3.44
needlework,0.27,9.88,2.78
needy,3.04,7.32,2.5
nefarious,0.75,13.31,3.38
negate,0.35,13.11,2.94
negation,0.1,14.28,3.8
negative,25.65,7.47,1.93
negativism,0.04,12.32,3.56
negativity,0.65,10.53,3.2
neglect,1.69,9.84,4.07
neglectful,0.29,10.37,2.83
negligee,0.73,15.92,2.4
negligence,1.78,12.16,2.54
negligent,1,11.83,3.45
negligible,0.39,11.33,3.09
negotiable,0.9,12.58,3.24
negotiate,6.71,10.85,3.3
negotiation,2.29,11.74,3.41
negotiator,1.31,11.42,3.32
negro,5.37,9.83,3.15
negus,0.04,16.67,2.08
neigh,0.24,7.2,3.73
neighbor,16.94,5.06,2.31
neighborhood,36.69,6.47,2.65
neighboring,0.75,10.9,3.28
nein,1.08,14.33,5.82
neither,67.67,6.74,1.34
nemesis,0.88,11.06,3.28
neoclassic,0.06,14.88,4.15
neoclassical,0.08,14.4,3.81
neoclassicism,0.02,16.67,2.95
neoconservative,0.02,17.06,4.28
neodymium,0.12,14.6,4.14
neomycin,0.04,16.67,7.23
neon,2.86,8,3.02
neonatal,0.08,14.19,3.33
neonate,0.1,14.4,3.76
neophyte,0.16,15.93,2.56
neoplastic,0.04,16.71,3.26
neoprene,0.22,15.4,5.08
nepenthe,0.1,15.5,2.12
nephew,16.59,6.37,1.83
nephritis,0.04,17.92,3.52
nephrology,0.1,15.75,4.45
nepotism,0.18,13.75,3.89
neptunium,#N/A,15.17,1.47
nerd,3.29,7.05,2.07
nerdy,0.47,9.72,3.39
nerve,22.96,9.67,3.32
nervecell,#N/A,12.07,2.98
nerviness,0.02,10.5,4.21
nervous,67.16,6.79,2.35
nervousness,0.59,7.3,1.72
nervy,0.16,10.71,2.31
nest,11.1,5.11,1.94
nester,0.16,12.93,3.47
net,15.55,7,2.9
netball,0.06,10.47,2.72
nether,0.39,12.23,2.71
nethermost,0.02,13.75,4.09
netherworld,0.24,10.75,3.45
netsuke,0.06,16,6.56
netting,0.35,7.8,2.4
nettle,0.16,14.33,3.68
network,16.53,10.94,3.17
networking,0.53,13.42,2.91
neural,1.96,12.19,2.9
neuralgia,0.2,16.5,2.88
neurasthenia,0.1,16.71,2.43
neurasthenic,0.02,16,4.43
neuritis,0.04,14,6.39
neurobiological,0.04,17.12,3.72
neurobiologist,0.04,14.71,3.2
neurobiology,0.02,15.27,3.53
neurochemistry,0.1,15.93,2.76
neurologic,0.14,13.85,3.27
neurological,1.12,13.65,3.44
neurologist,1,14.22,3.66
neurology,0.45,14.42,2.89
neuromuscular,0.06,16.18,2.72
neuron,0.14,12.06,3.65
neuronal,0.12,13.64,2.69
neuropath,0.04,13.73,2.69
neuropathic,0.04,15.4,3.04
neuropathology,0.02,16.13,3.62
neuropathy,0.04,16.81,3.67
neurophysiologist,0.02,16.65,4.51
neurophysiology,0.16,14.85,4.26
neuropsychiatry,0.02,18.54,3.97
neuropsychological,0.02,16.64,2.24
neuropsychologist,0.02,16.11,4
neuroscience,0.04,14.05,4.07
neuroscientist,0.04,14.11,3.23
neurosis,0.63,15.17,2.77
neurosurgeon,0.8,13.75,3.49
neurosurgery,0.76,14.11,3.58
neurosurgical,0.02,13.56,3.7
neurotic,2.67,13.84,3.75
neurotoxin,0.1,13.58,3.63
neurotransmitter,0.27,16.18,3.68
neurovascular,0.1,15.82,3.36
neuter,0.78,11.12,3.52
neutral,4.22,10.19,2.99
neutralist,0.02,13.18,4.67
neutrality,0.33,12.11,4.6
neutralization,0.1,13.11,3
neutralize,1.22,12,2.58
neutralizer,0.04,12.58,4.22
neutrino,0.24,13.8,4.13
neutron,1.24,11.43,2.4
never,1362.55,5.07,2.21
nevus,0.02,17,4.58
new,723.78,4.72,2.14
newbie,0.37,10.17,3.11
newborn,2.51,6.9,4.1
newcomer,1.08,8.26,2.86
newel,0.06,12.33,4.04
newfangled,0.29,11.29,4.46
newfound,1.18,10.95,3.66
newish,0.1,10.45,4.29
newlywed,0.43,8.63,2.79
newness,0.25,7.2,2.71
news,164.69,6.16,2.27
newsagent,0.02,11.11,3.34
newsbeat,0.02,11.38,2.13
newsboy,0.27,7.53,2.21
newsbreak,0.12,9.37,4.07
newscast,0.53,7.2,2.19
newscaster,0.57,9.56,2.57
newsflash,0.63,9.22,2.13
newsgroup,0.02,11.39,4.97
newshound,0.06,14.53,3.14
newsletter,0.84,9.42,3.85
newsman,0.39,5.72,2.22
newspaper,23.69,5.78,2.56
newspaperman,1.43,7.5,2.57
newspaperwoman,0.16,6.88,2.37
newsprint,0.16,10,2.52
newsreader,0.33,10.76,3.68
newsreel,0.75,10.39,3.24
newsroom,0.76,8.89,3.25
newsstand,1.04,9.74,2.7
newswoman,0.16,9.14,4.15
newsworthy,0.31,10,3.32
newsy,0.04,12.77,5.02
newt,1.33,7.56,2.96
next,452.75,4.35,1.86
nexus,1.12,14.59,4.32
niacin,0.04,15.23,2.39
nib,0.1,10.31,3.28
nibble,1.51,7.37,2.29
nibbler,0.1,8.26,2.21
nice,649.51,3.95,1.51
niceness,0.24,5.17,1.95
nicety,0.04,12.85,4.14
niche,0.92,14.06,4.01
nick,60.04,7.59,2.04
nickel,8.45,5.75,2.59
nickelodeon,0.2,8.78,4.77
nicker,0.06,12,3.66
nickname,6.78,6.5,1.63
nicotine,1.71,10.22,3.26
niece,9.53,7,2.4
niftiness,0.02,9.71,2.28
nifty,1.39,9.12,2.09
niggard,0.06,13.88,6.2
nigger,20.27,8.29,2.83
niggle,0.02,15.33,5.39
nigh,0.82,11.44,4.77
night,866.04,3.61,1.88
nightcap,1.76,10.17,3.7
nightclub,4.65,10.74,2.49
nightclubbing,0.02,13.78,3.08
nightdress,0.08,9.12,3.7
nightfall,2.31,8.17,3.03
nightgown,1.96,5.78,2.53
nightie,0.69,7.82,4.01
nightingale,2.84,8.81,2.88
nightlife,0.55,10.78,3.87
nightlight,0.08,5.21,4.13
nightly,1.37,8,3.07
nightmare,22.39,5.94,2.65
nightmarish,0.22,9.47,2.91
nightshirt,0.22,6.1,3.13
nightspot,0.18,12.13,2.9
nightstand,0.84,6.67,2.72
nightstick,0.41,9.82,3.03
nighttime,2.06,3.72,1.32
nightwear,0.04,7.17,3.49
nihilism,0.08,16.79,4.06
nihilist,0.18,16.58,3
nihilistic,0.14,15.36,2.82
nihility,0.02,13.4,2.7
nil,0.45,12.29,3.73
nimble,0.59,8.61,2.79
nimbostratus,0.04,13.3,4.3
