probRewire,numNodesInput,numlinks,theta,numX,propX,startNode,numsamples,numgraphs,xlen,spearman,rank,numnodesPost,time
0.2,40,4,0.5,2,0.7,fixed,100,100,28,-0.60424479957315302,6,36,50.143752098083496
0.2,40,4,0.5,2,0.8,random,100,100,32,-0.44165528375419699,1,38,38.97704601287842
0.2,40,4,0.5,2,0.8,fixed,100,100,32,-0.43652081573904838,3,39,55.31985282897949
0.2,40,4,0.5,2,0.9,random,100,100,36,-0.48808879734339455,1,40,41.44886803627014
0.2,40,4,0.5,2,0.9,fixed,100,100,36,-0.43272075628324197,2,40,46.238198041915894
0.2,40,4,0.5,2,1.0,random,100,100,40,-0.52658760928097892,1,40,51.59605097770691
0.2,40,4,0.5,2,1.0,fixed,100,100,40,-0.43345535372486643,4,40,57.247414112091064
0.2,40,4,0.5,3,0.3,random,100,100,12,-0.45121977744144176,24,22,37.99601721763611
0.2,40,4,0.5,3,0.3,fixed,100,100,12,-0.3517183730260745,3,19,31.79090189933777
0.2,40,4,0.5,3,0.4,random,100,100,16,-0.56010130119714696,17,36,53.812751054763794
0.2,40,4,0.5,3,0.4,fixed,100,100,16,-0.43676731986273404,1,28,1476.2114820480347
0.2,40,4,0.5,3,0.5,random,100,100,20,-0.47809736067045649,1,36,49.45550012588501
0.2,40,4,0.5,3,0.5,fixed,100,100,20,-0.45970929312290848,2,36,47.77070617675781
0.2,40,4,0.5,3,0.6,random,100,100,24,-0.44996247464722383,1,37,48.2365140914917
0.2,40,4,0.5,3,0.6,fixed,100,100,24,-0.49795378668760187,1,36,72.94941401481628
0.2,40,4,0.5,3,0.7,random,100,100,28,-0.3981744921112933,2,40,57.24288582801819
0.2,40,4,0.5,3,0.7,fixed,100,100,28,-0.50862376224594918,1,38,60.65372395515442
0.2,40,4,0.5,3,0.8,random,100,100,32,-0.33498947106733129,1,40,59.75795888900757
0.2,40,4,0.5,3,0.8,fixed,100,100,32,-0.51916574330372212,1,40,65.44790697097778
0.2,40,4,0.5,3,0.9,random,100,100,36,-0.35495961872633514,1,40,67.2529239654541
0.2,40,4,0.5,3,0.9,fixed,100,100,36,-0.39229196473472966,1,40,68.0264241695404
0.2,40,4,0.5,3,1.0,random,100,100,40,-0.43938765050053619,1,40,75.72644400596619
0.2,40,4,0.5,3,1.0,fixed,100,100,40,-0.50746589866128899,1,40,75.16880702972412
0.2,40,4,0.5,4,0.3,random,100,100,12,-0.59453711605047954,5,31,44.07852792739868
0.2,40,4,0.5,4,0.3,fixed,100,100,12,-0.38553989989129434,4,31,59.567848920822144
0.2,40,4,0.5,4,0.4,random,100,100,16,-0.40486280520350537,1,35,57.400676012039185
0.2,40,4,0.5,4,0.4,fixed,100,100,16,-0.44740045091340475,8,35,80.80636501312256
0.2,40,4,0.5,4,0.5,random,100,100,20,-0.29270045352056145,1,37,68.22378206253052
0.2,40,4,0.5,4,0.5,fixed,100,100,20,-0.37661802241417086,1,37,68.81584692001343
0.2,40,4,0.5,4,0.6,random,100,100,24,-0.55472521506389938,1,37,78.28962302207947
0.2,40,4,0.5,4,0.6,fixed,100,100,24,-0.56124725203755554,1,39,63.63071608543396
0.2,40,4,0.5,4,0.7,random,100,100,28,-0.42636581273611557,1,40,95.8989610671997
0.2,40,4,0.5,4,0.7,fixed,100,100,28,-0.34645241939902455,1,39,108.73200297355652
0.2,40,4,0.5,4,0.8,random,100,100,32,-0.29963919820513057,1,40,80.05927085876465
0.2,40,4,0.5,4,0.8,fixed,100,100,32,-0.57963380424950606,1,39,96.63264107704163
0.2,40,4,0.5,4,0.9,random,100,100,36,-0.53130822000983668,1,40,91.3489248752594
0.2,40,4,0.5,4,0.9,fixed,100,100,36,-0.41358220151830311,1,40,87.97518992424011
0.2,40,4,0.5,4,1.0,random,100,100,40,-0.39888579421064602,1,40,97.42979311943054
0.2,40,4,0.5,4,1.0,fixed,100,100,40,-0.56825301439967091,1,40,101.41950988769531
0.2,45,4,0.5,1,0.3,random,100,100,14,-0.37047914309230967,52,14,11.060617923736572
0.2,45,4,0.5,1,0.3,fixed,100,100,14,-0.40919232634060537,36,14,10.778551816940308
0.2,45,4,0.5,1,0.4,random,100,100,18,-0.48951227129007441,50,18,14.65552020072937
0.2,45,4,0.5,1,0.4,fixed,100,100,18,-0.30785813042809423,24,18,14.984760046005249
0.2,45,4,0.5,1,0.5,random,100,100,23,-0.49103343030029051,52,23,19.75085687637329
0.2,45,4,0.5,1,0.5,fixed,100,100,23,-0.47295523888519858,72,23,20.11768102645874
0.2,45,4,0.5,1,0.6,random,100,100,27,-0.39818600971463713,28,27,24.063520908355713
0.2,45,4,0.5,1,0.6,fixed,100,100,27,-0.38175276310084527,34,27,24.220654010772705
0.2,45,4,0.5,1,0.7,random,100,100,31,-0.38513234667233842,61,31,29.111438035964966
0.2,45,4,0.5,1,0.7,fixed,100,100,31,-0.31468105599896778,60,31,29.271744966506958
0.2,45,4,0.5,1,0.8,random,100,100,36,-0.28362440211136353,36,36,34.35470795631409
0.2,45,4,0.5,1,0.8,fixed,100,100,36,-0.31027673975569009,27,36,34.51138401031494
0.2,45,4,0.5,1,0.9,random,100,100,41,-0.34396951837320261,31,41,40.918652057647705
0.2,45,4,0.5,1,0.9,fixed,100,100,41,-0.46026271429223053,35,41,41.678858041763306
0.2,45,4,0.5,1,1.0,random,100,100,45,-0.50268727916047096,41,45,45.84042000770569
0.2,45,4,0.5,1,1.0,fixed,100,100,45,-0.3203230808885511,64,45,50.16846990585327
0.2,45,4,0.5,2,0.3,random,100,100,14,-0.550639478301026,4,23,19.970651149749756
0.2,45,4,0.5,2,0.3,fixed,100,100,14,-0.48653955823400719,12,19,25.786450147628784
0.2,45,4,0.5,2,0.4,random,100,100,18,-0.46163731448299983,14,32,42.51047992706299
0.2,45,4,0.5,2,0.4,fixed,100,100,18,-0.55995384852949504,41,29,35.03016805648804
0.2,45,4,0.5,2,0.5,random,100,100,23,-0.59066820303938106,49,35,35.94584393501282
0.2,45,4,0.5,2,0.5,fixed,100,100,23,-0.60770573799808258,6,36,49.112828969955444
0.2,45,4,0.5,2,0.6,random,100,100,27,-0.59873671444647203,1,38,39.17865705490112
0.2,45,4,0.5,2,0.6,fixed,100,100,27,-0.31878813127383637,10,38,70.41884803771973
0.2,45,4,0.5,2,0.7,random,100,100,31,-0.59261459104784275,2,39,46.544519901275635
0.2,45,4,0.5,2,0.7,fixed,100,100,31,-0.43448535687069456,3,39,47.33522319793701
0.2,45,4,0.5,2,0.8,random,100,100,36,-0.41362258557489329,22,45,55.285897970199585
0.2,45,4,0.5,2,0.8,fixed,100,100,36,-0.54059148466995455,1,44,69.77716302871704
0.2,45,4,0.5,2,0.9,random,100,100,41,-0.60132523091956436,1,43,60.54605197906494
0.2,45,4,0.5,2,0.9,fixed,100,100,41,-0.55642234301159355,3,45,59.672260999679565
0.2,45,4,0.5,2,1.0,random,100,100,45,-0.50624239324157294,1,45,64.82510685920715
0.2,45,4,0.5,2,1.0,fixed,100,100,45,-0.35600011007627275,1,45,63.82395601272583
0.2,45,4,0.5,3,0.3,random,100,100,14,-0.45680816858474427,1,27,39.320013999938965
0.2,45,4,0.5,3,0.3,fixed,100,100,14,-0.50534717288067998,20,29,53.69540190696716
0.2,45,4,0.5,3,0.4,random,100,100,18,-0.33329656828459109,3,32,78.46261286735535
0.2,45,4,0.5,3,0.4,fixed,100,100,18,-0.49468684219428638,2,36,57.262656927108765
0.2,45,4,0.5,3,0.5,random,100,100,23,-0.54284543550635678,1,35,73.52582597732544
0.2,45,4,0.5,3,0.5,fixed,100,100,23,-0.53685415154515226,1,38,60.74061584472656
0.2,45,4,0.5,3,0.6,random,100,100,27,-0.2342882637456756,3,43,123.30600690841675
0.2,45,4,0.5,3,0.6,fixed,100,100,27,-0.36098644852876549,1,42,78.06162810325623
0.2,45,4,0.5,3,0.7,random,100,100,31,-0.51733062500439653,1,39,67.43043184280396
0.2,45,4,0.5,3,0.7,fixed,100,100,31,-0.44199208838490051,1,44,99.97887301445007
0.2,45,4,0.5,3,0.8,random,100,100,36,-0.29086418968551969,1,45,104.61431217193604
0.2,45,4,0.5,3,0.8,fixed,100,100,36,-0.32663540771812583,1,45,75.85898494720459
0.2,45,4,0.5,3,0.9,random,100,100,41,-0.43798266675884273,1,45,88.35105109214783
0.2,45,4,0.5,3,0.9,fixed,100,100,41,-0.53788087618328284,1,45,97.27511501312256
0.2,45,4,0.5,3,1.0,random,100,100,45,-0.4009485286169413,1,45,100.66263699531555
0.2,45,4,0.5,3,1.0,fixed,100,100,45,-0.55261531849385936,1,45,97.08368706703186
0.2,45,4,0.5,4,0.3,random,100,100,14,-0.45665742918589181,1,30,61.56662106513977
0.2,45,4,0.5,4,0.3,fixed,100,100,14,-0.63949628153432525,2,30,56.48338985443115
0.2,45,4,0.5,4,0.4,random,100,100,18,-0.52914275858692883,20,45,66.82783794403076
0.2,45,4,0.5,4,0.4,fixed,100,100,18,-0.3646577946029162,1,35,82.07387280464172
0.2,45,4,0.5,4,0.5,random,100,100,23,-0.38812827108401549,1,42,73.4740469455719
0.2,45,4,0.5,4,0.5,fixed,100,100,23,-0.51342021209830924,2,43,86.83113598823547
0.2,45,4,0.5,4,0.6,random,100,100,27,-0.53230991918131465,1,43,76.53311204910278
0.2,45,4,0.5,4,0.6,fixed,100,100,27,-0.43821507690354827,1,45,82.04887413978577
0.2,45,4,0.5,4,0.7,random,100,100,31,-0.41834654630566481,1,45,94.04190611839294
0.2,45,4,0.5,4,0.7,fixed,100,100,31,-0.56137284091092443,1,45,87.52152419090271
0.2,45,4,0.5,4,0.8,random,100,100,36,-0.44518218136291754,1,45,95.75313401222229
0.2,45,4,0.5,4,0.8,fixed,100,100,36,-0.35959159377865618,1,45,109.29307389259338
0.2,45,4,0.5,4,0.9,random,100,100,41,-0.46661487075196029,1,45,122.8415801525116
0.2,45,4,0.5,4,0.9,fixed,100,100,41,-0.35648103075737675,1,45,113.07209396362305
0.2,45,4,0.5,4,1.0,random,100,100,45,-0.34410845850251298,1,45,129.3190619945526
0.2,45,4,0.5,4,1.0,fixed,100,100,45,-0.33337240896543763,1,45,125.39156699180603
0.2,50,4,0.5,1,0.3,random,100,100,15,-0.50744134699471022,44,15,12.039175033569336
0.2,50,4,0.5,1,0.3,fixed,100,100,15,-0.40967342333641249,45,15,12.242365837097168
0.2,50,4,0.5,1,0.4,random,100,100,20,-0.2851788734776568,92,20,17.312165021896362
0.2,50,4,0.5,1,0.4,fixed,100,100,20,-0.31326242708161567,87,20,18.23991894721985
0.2,50,4,0.5,1,0.5,random,100,100,25,-0.40336570484688689,26,25,23.421555042266846
0.2,50,4,0.5,1,0.5,fixed,100,100,25,-0.49387709345704711,67,25,23.999469995498657
0.2,50,4,0.5,1,0.6,random,100,100,30,-0.4565340081568533,26,30,29.665940046310425
0.2,50,4,0.5,1,0.6,fixed,100,100,30,-0.37955653742861223,30,30,29.381474018096924
0.2,50,4,0.5,1,0.7,random,100,100,35,-0.32503468670285429,25,35,35.090774059295654
0.2,50,4,0.5,1,0.7,fixed,100,100,35,-0.38382961588800962,23,35,36.32057595252991
0.2,50,4,0.5,1,0.8,random,100,100,40,-0.32312785428981994,31,40,42.3589129447937
0.2,50,4,0.5,1,0.8,fixed,100,100,40,-0.3331783064044897,29,40,43.131072998046875
0.2,50,4,0.5,1,0.9,random,100,100,45,-0.16874465293598098,50,45,47.18296504020691
0.2,50,4,0.5,1,0.9,fixed,100,100,45,-0.45759700522585794,45,45,48.36613392829895
0.2,50,4,0.5,1,1.0,random,100,100,50,-0.095118867880978356,58,50,66.18425679206848
0.2,50,4,0.5,1,1.0,fixed,100,100,50,-0.41955585620350866,81,50,65.05372095108032
0.2,50,4,0.5,2,0.3,random,100,100,15,-0.44188884774001919,33,24,29.531059980392456
0.2,50,4,0.5,2,0.3,fixed,100,100,15,-0.43002130088760115,24,27,35.12541317939758
0.2,50,4,0.5,2,0.4,random,100,100,20,-0.56241829459160508,26,31,50.24684119224548
0.2,50,4,0.5,2,0.4,fixed,100,100,20,-0.62499167070115069,1,25,43.050276041030884
0.2,50,4,0.5,2,0.5,random,100,100,25,-0.57210939596716925,3,37,40.25770401954651
0.2,50,4,0.5,2,0.5,fixed,100,100,25,-0.58319776837159842,53,44,80.23851299285889
0.2,50,4,0.5,2,0.6,random,100,100,30,-0.39085617601005757,10,44,71.66373109817505
0.2,50,4,0.5,2,0.6,fixed,100,100,30,-0.51225434079470278,1,40,79.40548896789551
0.2,50,4,0.5,2,0.7,random,100,100,35,-0.48504635122420442,3,42,69.62784886360168
0.2,50,4,0.5,2,0.7,fixed,100,100,35,-0.33499560770295717,1,45,55.25662708282471
0.2,50,4,0.5,2,0.8,random,100,100,40,-0.54054368975819533,2,48,72.9307210445404
0.2,50,4,0.5,2,0.8,fixed,100,100,40,-0.56455550726875725,4,50,74.85650992393494
0.2,50,4,0.5,2,0.9,random,100,100,45,-0.28143191665054429,1,49,72.78440690040588
0.2,50,4,0.5,2,0.9,fixed,100,100,45,-0.53459540511574777,2,50,77.63172101974487
0.2,50,4,0.5,2,1.0,random,100,100,50,-0.42796721635065915,1,50,85.9719250202179
0.2,50,4,0.5,2,1.0,fixed,100,100,50,-0.3585912531467228,1,50,90.44657111167908
0.2,50,4,0.5,3,0.3,random,100,100,15,-0.45229287224494025,12,28,58.82099509239197
0.2,50,4,0.5,3,0.3,fixed,100,100,15,-0.56107539366404091,6,32,50.39615201950073
0.2,50,4,0.5,3,0.4,random,100,100,20,-0.44959387620083563,6,33,63.66275501251221
0.2,50,4,0.5,3,0.4,fixed,100,100,20,-0.55530348182222189,2,40,75.31805300712585
0.2,50,4,0.5,3,0.5,random,100,100,25,-0.46697758456198174,1,45,93.58881998062134
0.2,50,4,0.5,3,0.5,fixed,100,100,25,-0.5259613198895805,1,40,67.2296199798584
0.2,50,4,0.5,3,0.6,random,100,100,30,-0.45886951716984048,1,48,87.07301092147827
0.2,50,4,0.5,3,0.6,fixed,100,100,30,-0.45285161307666216,1,44,115.13628697395325
0.2,50,4,0.5,3,0.7,random,100,100,35,-0.31722717192226929,1,49,87.46743702888489
0.2,50,4,0.5,3,0.7,fixed,100,100,35,-0.44341585795883637,1,47,101.11108303070068
0.2,50,4,0.5,3,0.8,random,100,100,40,-0.32776515780562288,1,50,122.31190013885498
0.2,50,4,0.5,3,0.8,fixed,100,100,40,-0.37552461031063444,1,48,131.044429063797
0.2,50,4,0.5,3,0.9,random,100,100,45,-0.39054869729033281,1,50,112.44986605644226
0.2,50,4,0.5,3,0.9,fixed,100,100,45,-0.4241349551287803,1,49,115.12079405784607
0.2,50,4,0.5,3,1.0,random,100,100,50,-0.51459512679283936,1,50,124.3743839263916
0.2,50,4,0.5,3,1.0,fixed,100,100,50,-0.48863666529576549,1,50,121.96039986610413
0.2,50,4,0.5,4,0.3,random,100,100,15,-0.49605114742038886,43,43,81.56371903419495
0.2,50,4,0.5,4,0.3,fixed,100,100,15,-0.54320066763765185,3,32,46.09018588066101
0.2,50,4,0.5,4,0.4,random,100,100,20,-0.59345755668378497,4,47,67.37307095527649
0.2,50,4,0.5,4,0.4,fixed,100,100,20,-0.47695186285588259,2,43,98.61529898643494
0.2,50,4,0.5,4,0.5,random,100,100,25,-0.37609104018576905,1,48,109.1283769607544
0.2,50,4,0.5,4,0.5,fixed,100,100,25,-0.43487274079330412,1,48,131.34761691093445
0.2,50,4,0.5,4,0.6,random,100,100,30,-0.58922249425256723,1,47,91.01590609550476
0.2,50,4,0.5,4,0.6,fixed,100,100,30,-0.49815693102903175,1,44,101.97810411453247
0.2,50,4,0.5,4,0.7,random,100,100,35,-0.53024743571845168,1,49,126.36167097091675
0.2,50,4,0.5,4,0.7,fixed,100,100,35,-0.36602033398372563,1,49,111.54508399963379
0.2,50,4,0.5,4,0.8,random,100,100,40,-0.28139445535522878,1,50,140.91107416152954
0.2,50,4,0.5,4,0.8,fixed,100,100,40,-0.49268346198380197,1,50,133.03882598876953
0.2,50,4,0.5,4,0.9,random,100,100,45,-0.36887005913925491,1,50,155.6251790523529
0.2,50,4,0.5,4,0.9,fixed,100,100,45,-0.50301376693697353,1,50,157.77500319480896
0.2,50,4,0.5,4,1.0,random,100,100,50,-0.30411399156878427,1,50,165.684424161911
0.2,50,4,0.5,4,1.0,fixed,100,100,50,-0.43381771751284476,1,50,171.4455530643463
0.2,55,4,0.5,1,0.3,random,100,100,17,-0.4431805897965897,59,17,17.08676314353943
0.2,55,4,0.5,1,0.3,fixed,100,100,17,-0.43079735619996695,22,17,17.511959075927734
0.2,55,4,0.5,1,0.4,random,100,100,22,-0.25329798968851625,63,22,24.27379584312439
0.2,55,4,0.5,1,0.4,fixed,100,100,22,-0.34646018567664644,16,22,23.52033305168152
0.2,55,4,0.5,1,0.5,random,100,100,28,-0.22765161871822931,53,28,33.01494812965393
0.2,55,4,0.5,1,0.5,fixed,100,100,28,-0.41756330419056414,30,28,33.340275049209595
0.2,55,4,0.5,1,0.6,random,100,100,33,-0.62436401276830822,23,33,37.08656406402588
0.2,55,4,0.5,1,0.6,fixed,100,100,33,-0.40670824740515171,56,33,39.60415601730347
0.2,55,4,0.5,1,0.7,random,100,100,39,-0.42345695799955918,37,39,47.20634889602661
0.2,55,4,0.5,1,0.7,fixed,100,100,39,-0.34138173807807826,57,39,48.089942932128906
0.2,55,4,0.5,1,0.8,random,100,100,44,-0.32970665107072528,32,44,54.172770977020264
0.2,55,4,0.5,1,0.8,fixed,100,100,44,-0.51760117377757442,12,44,53.042020082473755
0.2,55,4,0.5,1,0.9,random,100,100,50,-0.30099309884036796,56,50,60.74224901199341
0.2,55,4,0.5,1,0.9,fixed,100,100,50,-0.36514151076118839,41,50,63.33454084396362
0.2,55,4,0.5,1,1.0,random,100,100,55,-0.31581449101235332,47,55,70.6027672290802
0.2,55,4,0.5,1,1.0,fixed,100,100,55,-0.41050941136160884,51,55,68.03909587860107
0.2,55,4,0.5,2,0.3,random,100,100,17,-0.52044811041720995,26,26,33.36568021774292
0.2,55,4,0.5,2,0.3,fixed,100,100,17,-0.29883712761394748,35,30,49.47134208679199
0.2,55,4,0.5,2,0.4,random,100,100,22,-0.37951719166718462,16,39,66.71347999572754
0.2,55,4,0.5,2,0.4,fixed,100,100,22,-0.49033106234678564,14,34,53.36505389213562
0.2,55,4,0.5,2,0.5,random,100,100,28,-0.54724591359961228,33,41,49.27504897117615
0.2,55,4,0.5,2,0.5,fixed,100,100,28,-0.28603280060555464,1,37,64.61790990829468
0.2,55,4,0.5,2,0.6,random,100,100,33,-0.48375068624090584,2,45,59.562599897384644
0.2,55,4,0.5,2,0.6,fixed,100,100,33,-0.56274198129884212,4,48,56.30717897415161
0.2,55,4,0.5,2,0.7,random,100,100,39,-0.42550496152592759,1,52,73.12900400161743
0.2,55,4,0.5,2,0.7,fixed,100,100,39,-0.38686209951829359,2,47,83.39569783210754
0.2,55,4,0.5,2,0.8,random,100,100,44,-0.49166230827508978,1,51,77.95146799087524
0.2,55,4,0.5,2,0.8,fixed,100,100,44,-0.50545853634460269,2,50,97.5382239818573
0.2,55,4,0.5,2,0.9,random,100,100,50,-0.47191259654619122,1,55,112.43385195732117
0.2,55,4,0.5,2,0.9,fixed,100,100,50,-0.33487332143721044,1,54,94.29685091972351
0.2,55,4,0.5,2,1.0,random,100,100,55,-0.56396146539381564,1,55,104.48354196548462
0.2,55,4,0.5,2,1.0,fixed,100,100,55,-0.41184172195724994,1,55,107.86828589439392
0.2,55,4,0.5,3,0.3,random,100,100,17,-0.45356985565231822,19,34,61.36152720451355
0.2,55,4,0.5,3,0.3,fixed,100,100,17,-0.59704729567040271,7,36,87.61687994003296
0.2,55,4,0.5,3,0.4,random,100,100,22,-0.41025981753834667,6,41,77.67970490455627
0.2,55,4,0.5,3,0.4,fixed,100,100,22,-0.46935656704972073,1,34,49.89672493934631
0.2,55,4,0.5,3,0.5,random,100,100,28,-0.51325113148926738,1,46,94.60210990905762
0.2,55,4,0.5,3,0.5,fixed,100,100,28,-0.36349123385818549,1,53,78.59743595123291
0.2,55,4,0.5,3,0.6,random,100,100,33,-0.58049708770233011,1,49,91.3797550201416
0.2,55,4,0.5,3,0.6,fixed,100,100,33,-0.46004145531641066,1,48,94.18350505828857
0.2,55,4,0.5,3,0.7,random,100,100,39,-0.29951977671528174,1,55,121.04653906822205
0.2,55,4,0.5,3,0.7,fixed,100,100,39,-0.55300774682053755,1,55,120.08958911895752
0.2,55,4,0.5,3,0.8,random,100,100,44,-0.46751260841275416,1,55,140.06786704063416
0.2,55,4,0.5,3,0.8,fixed,100,100,44,-0.40718577253418936,1,55,123.08359098434448
0.2,55,4,0.5,3,0.9,random,100,100,50,-0.40016929100546156,1,55,132.27358603477478
0.2,55,4,0.5,3,0.9,fixed,100,100,50,-0.38342484428215423,1,55,129.99140620231628
0.2,55,4,0.5,3,1.0,random,100,100,55,-0.46668790556413958,1,55,152.93283104896545
0.2,55,4,0.5,3,1.0,fixed,100,100,55,-0.41803947114013984,1,55,160.28052401542664
0.2,55,4,0.5,4,0.3,random,100,100,17,-0.41907920844448204,1,36,75.24791622161865
0.2,55,4,0.5,4,0.3,fixed,100,100,17,-0.42151767418027258,3,38,101.06411814689636
0.2,55,4,0.5,4,0.4,random,100,100,22,-0.56344325440470711,1,50,137.65727186203003
0.2,55,4,0.5,4,0.4,fixed,100,100,22,-0.46910760661295997,1,39,113.31216096878052
0.2,55,4,0.5,4,0.5,random,100,100,28,-0.36624438799580972,1,46,148.0716428756714
0.2,55,4,0.5,4,0.5,fixed,100,100,28,-0.31568118413371454,1,52,138.05834102630615
0.2,55,4,0.5,4,0.6,random,100,100,33,-0.42397886209878349,1,54,126.92466998100281
0.2,55,4,0.5,4,0.6,fixed,100,100,33,-0.52071308044337206,1,52,166.2860460281372
0.2,55,4,0.5,4,0.7,random,100,100,39,-0.44715637897303634,1,54,161.41170382499695
0.2,55,4,0.5,4,0.7,fixed,100,100,39,-0.4613168489138959,1,53,195.3724410533905
0.2,55,4,0.5,4,0.8,random,100,100,44,-0.43402885183687379,1,55,186.23899292945862
0.2,55,4,0.5,4,0.8,fixed,100,100,44,-0.35446218171969102,1,55,268.2028079032898
0.2,55,4,0.5,4,0.9,random,100,100,50,-0.60272256024933812,1,55,190.69599604606628
0.2,55,4,0.5,4,0.9,fixed,100,100,50,-0.31480873559953104,1,55,185.05003809928894
0.2,55,4,0.5,4,1.0,random,100,100,55,-0.41304318297571307,1,55,233.40392994880676
0.2,55,4,0.5,4,1.0,fixed,100,100,55,-0.45206364513181652,1,55,196.31180810928345
0.2,60,4,0.5,1,0.3,random,100,100,18,-0.43819889755236296,51,18,17.402525901794434
0.2,60,4,0.5,1,0.3,fixed,100,100,18,-0.41622822321997655,70,18,17.47228503227234
0.2,60,4,0.5,1,0.4,random,100,100,24,-0.48906649370107935,19,24,27.38258385658264
0.2,60,4,0.5,1,0.4,fixed,100,100,24,-0.22029674413443165,13,24,30.876271963119507
0.2,60,4,0.5,1,0.5,random,100,100,30,-0.44322060365244242,58,30,44.840487003326416
0.2,60,4,0.5,1,0.5,fixed,100,100,30,-0.20905449142225216,35,30,38.78364014625549
0.2,60,4,0.5,1,0.6,random,100,100,36,-0.37896525846059254,22,36,47.98958897590637
0.2,60,4,0.5,1,0.6,fixed,100,100,36,-0.34069785899611238,31,36,46.86735820770264
0.2,60,4,0.5,1,0.7,random,100,100,42,-0.38454031980008291,54,42,59.56436800956726
0.2,60,4,0.5,1,0.7,fixed,100,100,42,-0.43698722797295186,11,42,57.92240500450134
0.2,60,4,0.5,1,0.8,random,100,100,48,-0.38429976221239603,17,48,68.46854400634766
0.2,60,4,0.5,1,0.8,fixed,100,100,48,-0.2717744282846814,58,48,68.28180718421936
0.2,60,4,0.5,1,0.9,random,100,100,54,-0.3738622167738796,21,54,72.34397101402283
0.2,60,4,0.5,1,0.9,fixed,100,100,54,-0.5359642025362279,44,54,69.53708004951477
0.2,60,4,0.5,1,1.0,random,100,100,60,-0.2542648232882172,24,60,76.60564112663269
0.2,60,4,0.5,1,1.0,fixed,100,100,60,-0.41039378453825209,46,60,76.09662103652954
0.2,60,4,0.5,2,0.3,random,100,100,18,-0.5232580479532265,63,32,45.591164112091064
0.2,60,4,0.5,2,0.3,fixed,100,100,18,-0.53747384953115962,1,28,40.22477912902832
0.2,60,4,0.5,2,0.4,random,100,100,24,-0.36216472406378791,18,38,69.23040699958801
0.2,60,4,0.5,2,0.4,fixed,100,100,24,-0.59416028845926694,1,32,43.726511001586914
0.2,60,4,0.5,2,0.5,random,100,100,30,-0.42375027409058535,12,46,79.55357789993286
0.2,60,4,0.5,2,0.5,fixed,100,100,30,-0.52321605162577545,1,37,56.75788593292236
0.2,60,4,0.5,2,0.6,random,100,100,36,-0.2818841405933295,1,48,81.6629319190979
0.2,60,4,0.5,2,0.6,fixed,100,100,36,-0.31807470895864459,19,49,97.26269006729126
0.2,60,4,0.5,2,0.7,random,100,100,42,-0.45436949387721542,1,53,93.1067910194397
0.2,60,4,0.5,2,0.7,fixed,100,100,42,-0.60532190452059631,7,60,76.33737206459045
0.2,60,4,0.5,2,0.8,random,100,100,48,-0.28123260189279209,4,55,108.3513650894165
0.2,60,4,0.5,2,0.8,fixed,100,100,48,-0.57024931288389213,2,59,88.79516100883484
0.2,60,4,0.5,2,0.9,random,100,100,54,-0.47064122615294757,1,59,99.50262188911438
0.2,60,4,0.5,2,0.9,fixed,100,100,54,-0.47240433365150147,1,59,98.05585217475891
0.2,60,4,0.5,2,1.0,random,100,100,60,-0.31842429852600257,1,60,104.39705300331116
0.2,60,4,0.5,2,1.0,fixed,100,100,60,-0.34858537253994049,1,60,103.07577681541443
0.2,60,4,0.5,3,0.3,random,100,100,18,-0.39564045221772698,22,42,52.575745820999146
0.2,60,4,0.5,3,0.3,fixed,100,100,18,-0.40169627254123935,17,37,51.78474402427673
0.2,60,4,0.5,3,0.4,random,100,100,24,-0.50487461243973542,1,46,80.75049090385437
0.2,60,4,0.5,3,0.4,fixed,100,100,24,-0.39018471072989747,2,40,79.1163580417633
0.2,60,4,0.5,3,0.5,random,100,100,30,-0.25260230774563652,1,49,109.51811408996582
0.2,60,4,0.5,3,0.5,fixed,100,100,30,-0.65101306482020138,1,56,89.55398511886597
0.2,60,4,0.5,3,0.6,random,100,100,36,-0.47962566177093707,1,51,91.56645393371582
0.2,60,4,0.5,3,0.6,fixed,100,100,36,-0.40800685242424617,1,55,137.9563229084015
0.2,60,4,0.5,3,0.7,random,100,100,42,-0.56733982367068825,1,60,109.81960487365723
0.2,60,4,0.5,3,0.7,fixed,100,100,42,-0.2915138613899681,1,59,116.35477113723755
0.2,60,4,0.5,3,0.8,random,100,100,48,-0.50214583968471294,1,60,172.8313660621643
0.2,60,4,0.5,3,0.8,fixed,100,100,48,-0.35848896908999922,1,59,150.9427809715271
0.2,60,4,0.5,3,0.9,random,100,100,54,-0.62542743415504976,1,60,157.47730493545532
0.2,60,4,0.5,3,0.9,fixed,100,100,54,-0.40164478263857428,1,60,156.95542097091675
0.2,60,4,0.5,3,1.0,random,100,100,60,-0.55267724305479338,1,60,159.19485807418823
0.2,60,4,0.5,3,1.0,fixed,100,100,60,-0.28577262329802705,1,60,162.02741885185242
0.2,60,4,0.5,4,0.3,random,100,100,18,-0.48659932199403533,7,46,120.58630585670471
0.2,60,4,0.5,4,0.3,fixed,100,100,18,-0.54352951617896161,6,45,79.8257269859314
0.2,60,4,0.5,4,0.4,random,100,100,24,-0.45480421998401049,1,48,113.88639283180237
0.2,60,4,0.5,4,0.4,fixed,100,100,24,-0.4171116037029563,1,52,114.74896597862244
0.2,60,4,0.5,4,0.5,random,100,100,30,-0.45038720731388771,1,51,130.77773189544678
