word,aoa_mean,aoa_sd
shady,10.65,3.6
shaft,10.17,3.38
shag,10.53,3.75
shake,5.26,1.69
shakedown,12.32,3.28
shaker,8.33,3.79
shakeup,8.84,2.99
shaky,8,2.85
shale,11.94,3.17
shall,8.42,2.57
shallot,14.79,4.48
shallow,7,2.75
shallowness,10.33,2.63
shallows,11.39,3.91
sham,11.6,2.74
shaman,12.25,2.24
shamanic,16.42,3.26
shamanism,14.07,3.73
shamanistic,13.86,4.06
shamble,11.16,2.91
shame,6.55,2.37
shameful,7.89,2.05
shameless,9.79,3.63
shamelessness,10.5,3.03
shampoo,5.39,2.7
shamrock,10,5.38
shank,11.89,3.16
shanty,13.33,4.1
shantytown,13.69,3.57
shape,4.47,1.87
shapeless,10.09,3.26
shapely,12.71,4.23
shaper,9,3.2
shard,9.9,3.65
share,4.84,1.86
sharecropper,14.56,5.19
shareholder,14.25,5.53
sharer,8.47,4.73
shark,5.47,1.65
sharkskin,8.94,2.95
sharp,6.11,2.73
sharpen,5.61,1.61
sharpener,6.44,2.04
sharpie,9.61,4.5
sharpness,8.58,2.78
sharpshooter,11.06,3.99
sharpshooting,13.1,3.99
shatter,9.33,4.24
shattering,8,3.16
shatterproof,10.44,2.99
shave,5.89,1.94
shaven,8.39,2.79
shaver,7.89,2.9
shawl,9.74,2.81
she,3.57,1.39
sheaf,11.07,4.13
shear,8.67,2.97
shears,9.46,2.7
shearwater,15.22,3.07
sheath,10.93,3.1
sheathe,14.13,3.07
sheave,13.25,3.92
shebang,9.92,4.27
shed,7.33,2.35
shedder,9.87,4.49
sheen,10.39,1.71
sheep,4.25,1.52
sheepdog,7.11,1.94
sheepfold,13.8,3.77
sheepherder,9.1,3.21
sheepish,11.56,2.22
sheepshank,13.71,4.57
sheepskin,10.21,3.28
sheer,9.63,2.5
sheet,5.33,2.45
sheeting,10.73,3.61
sheetrock,12.89,4.19
sheik,12.82,3.61
shekel,10.67,5.71
shekels,14.94,5.21
shelf,5.5,2.23
shell,5.22,1.96
shellacking,12.87,3.94
shellfire,12.75,2.66
shellfish,9.1,2.86
shellshock,13.17,2.55
shelter,9.21,2.44
shelve,6.38,2.01
shenanigan,10.5,2.55
shepherd,6.67,2.09
shepherdess,9.42,4.01
sherbet,7,2.18
sheriff,6,1.88
sherry,13.58,4.93
shiatsu,16.92,3.96
shield,6.5,1.69
shift,9.17,3.81
shifter,11.06,3.67
shiftless,12.12,2.87
shifty,11.68,3.58
shiitake,12.88,3.16
shill,11.77,2.65
shillelagh,17,3.3
shilling,11.16,3.67
shim,11.92,4.25
shimmer,10,4.69
shimmering,10.05,3.31
shimmery,8.84,3.39
shimmy,10,2.3
shin,8.39,3.55
shinbone,9.12,2.96
shindig,11.29,3
shine,5.79,2.12
shiner,8.21,2.9
shingle,8.56,3.07
shingles,9.2,2.85
shining,7,3.27
shinny,7.69,5.12
shinplaster,10.5,3.11
shiny,4.32,1.67
ship,5.33,2.06
shipboard,10.12,3.77
shipbuilder,7.5,2.31
shipbuilding,9.29,2.64
shipload,8.68,2.5
shipmate,9.42,3.61
shipment,9.74,2.83
shipper,9.94,3.82
shipping,9.15,2.23
shipshape,8.69,2.65
shipwreck,10.35,3.23
shipwright,12.29,3.88
shipyard,10.47,3.83
shiraz,18.56,5.32
shire,10.92,3.09
shirk,13,2.42
shirker,14.36,4.91
shirt,3.53,1.12
shirtfront,10.41,3.61
shirtless,7,2.65
shirtsleeve,6.47,1.71
shirttail,8.89,3.48
shit,6.53,2.91
shitfaced,12.76,2.99
shithead,11.84,4.49
shitload,11.53,3.95
shitty,10.06,2.78
shiver,7.5,3.87
shivery,10.87,3.89
shoal,13.07,3.45
shoat,12.67,1.53
shock,7.53,2.32
shocker,11.58,4.19
shocking,7.61,1.38
shockproof,12.26,2.54
shockwave,11.16,2.5
shoddy,11.61,2.68
shoe,2.6,1.19
shoehorn,7.89,2.81
shoelace,4.16,1.42
shoemaker,7.58,3.29
shoeshine,7.05,3.87
shoestring,6.21,3.33
shoetree,11.42,4.19
shogun,11.4,4.34
shoot,5.53,2.39
shooter,8,3.09
shootout,8.72,3.21
shop,5.78,1.86
shopkeeper,8.11,3.43
shopkeeping,11.07,4.14
shoplift,8.47,2.2
shoplifter,8.74,2.7
shoplifting,8.83,2.57
shopper,6.58,2.22
shopping,4.7,1.6
shoptalk,13.06,4.49
shopworn,11.07,3.27
shore,6.93,2.04
shoreline,6.83,2.73
short,4.32,1.73
shortage,9.89,3.14
shortbread,8.78,3.23
shortcake,6.79,2.27
shortchange,11.82,3.13
shortcoming,9.28,2.91
shortcut,7.22,2.05
shorten,7.33,2.57
shortfall,13.28,4.51
shorthand,11.11,3.96
shorthorn,14.14,4.06
shortlist,12.67,3.7
shortness,8.11,2.63
shorts,3.95,1.13
shortsighted,11.26,4.11
shortsightedness,13,3.16
shortstop,8.24,4.05
shortwave,13.5,3.19
shot,5.84,2.75
shotgun,7.53,2.22
shoulder,4.5,1.42
shout,4.72,1.49
shouter,7.2,2.38
shove,6.7,3.23
shovel,6.28,2.78
shovelful,6.65,2.71
show,6.21,1.81
showbiz,9.05,2.95
showboat,11.72,3.58
showboating,12.75,4.83
showcase,9.94,3.06
showcasing,12.12,3.33
showdown,8.39,2
shower,4.72,2.08
showerhead,8.05,2.84
showgirl,11.72,4.64
showground,11.79,2.89
showman,10.21,3.03
showmanship,11.5,2.87
showoff,7.32,2.45
showpiece,12.67,2.93
showplace,11.33,4.42
showroom,11.22,4.04
showstopper,12.06,3.29
showy,10.26,3.14
shrapnel,12.06,3.63
shred,9.28,4.07
shredder,8.78,3.19
shrew,11.82,4.26
shrewd,11.37,2.79
shrewdness,11.82,2.86
shrewish,13.11,3.07
shriek,8.94,2.92
shrift,12.14,2.73
shrill,11.44,2.83
shrimp,7.11,2.77
shrimper,12.5,4.18
shrine,9.63,3.4
shrink,7.06,3.06
shrinkage,10.83,4.12
shrivel,9.61,2.89
shriven,14.22,3.42
shroud,11.65,3
shrove,13.83,3.66
shrub,8.06,2.88
shrubbery,8.89,2.71
shrug,7.94,1.98
shrunken,8.94,3.42
shtick,14.58,4.01
shuck,9.76,2.49
shudder,10.16,1.95
shuffle,8.95,2.44
shuffleboard,10.63,4.74
shuffler,10.1,2.9
shuffling,8.2,2.42
shun,11.33,2.85
shunt,13.53,4.06
shush,5.75,2.36
shut,4.89,2.17
shutdown,8.74,3.77
shuteye,8.25,2.65
shutoff,8.06,4.83
shutout,9.3,2.94
shutter,7.83,3
shutterbug,11.62,3.76
shuttered,10.11,3.7
shuttle,8.37,2.34
shy,5.32,1.95
shyness,7.63,2.34
shyster,12.62,3.83
sibilance,15.5,2.22
sibilant,14.45,4.48
sibling,7.58,3.56
sick,4.05,2.09
sickbay,10.76,3.44
sickbed,9.88,2.71
sicken,7.74,3.05
sickening,7.26,1.76
sickle,11.35,2.85
sickly,7.37,2.41
sickness,5.53,1.93
sickout,11.58,4.1
sickroom,8.76,3.17
side,4.72,1.27
sidearm,11.78,4.43
sideband,12.06,4.73
sidebar,12.61,3.05
sideboard,10.24,4.75
sideburn,9.53,2.57
sideburns,8.44,2.64
sidecar,9.78,2.62
sidekick,9.85,2.58
sideline,8.32,3.07
sidelong,13.81,3.35
sideman,10.38,3.38
sidepiece,10.2,3.93
siderite,15.43,1.9
sidesaddle,9.94,2.6
sideshow,10.32,3.16
sidesplitting,11,3.07
sidestep,9.84,2.97
sidestroke,9.35,2.89
sideswipe,12.5,3.59
sidetrack,11,3.33
sidewalk,4.28,1.6
sidewall,11.22,4.04
sideway,7,2.85
sidewinder,11.25,3.64
siding,9.18,3.75
siege,12.28,3.01
sienna,11.44,4.15
siesta,11.82,3.07
sieve,12.36,2.98
sift,9.6,3.36
sifter,11,4.04
sigh,7.39,2.35
sight,5.44,2.01
sighting,9.79,3.08
sightless,9.05,2.44
sightsee,6.63,2.73
sightseeing,11,3.36
sightseer,11.42,3.27
sigil,15.25,2.5
sigma,14.36,3.63
sigmoid,12.75,4.27
sign,4.32,1.45
signage,12.26,2.94
signal,6.67,1.28
signalman,8.5,3.11
signatory,15.13,4.02
signature,8.83,3.15
signboard,10.06,2.96
signer,7.53,3.2
signet,13.09,4.04
significance,10.11,3.21
significant,9.89,3.11
signifier,12.53,4.14
signify,11.89,3.13
signor,13.33,4.83
signora,15.75,2.25
signpost,7.89,2.4
silence,4.6,1.64
silencer,11.84,3.15
silent,4.42,1.74
silhouette,8.9,2.85
silica,15.86,4.07
silicate,13.75,3.86
silicon,12.67,3.11
silicone,13.55,3.44
silk,7.39,2.5
silken,11.11,3.25
silkscreen,12.94,2.88
silkworm,7.95,2.48
silky,9.1,3.85
sill,7.33,2.57
silliness,5.58,1.87
silly,4.17,1.54
silo,9.93,4.38
silt,11.75,3.38
silver,6.21,2.55
silverback,11.73,4.88
silverfish,11.88,4.53
silversmith,11.16,2.32
silverware,5.89,2.18
silvery,8.5,4.6
simian,14.27,4.94
similar,7.33,1.91
similarity,8.89,2.31
simile,11.68,3.99
simmer,9.65,3.25
simmering,10.26,3.07
simonize,14,4.39
simpatico,17.27,2.49
simper,11.85,4.06
simpering,14,3.97
simple,6.89,2.25
simpleminded,12.45,3.46
simpleton,10.88,3.52
simplicity,9.89,3.39
simplification,12.11,3.03
simplify,8.53,2.29
simplistic,10.72,2.47
simply,7.92,2.26
simulacrum,16.17,4.75
simulate,11.5,3.58
simulated,11.37,3.29
simulation,10.53,3.66
simulator,10.11,3.53
simultaneous,11.68,3.26
sin,6.74,2.62
since,6.85,1.76
sincere,8.79,2.94
sincerely,9.6,2.86
sincerity,8.67,2.28
sine,13.69,1.45
sinew,12.56,3.05
sinewy,11.77,3.37
sinful,8.79,3.1
sinfulness,9.28,3.64
sing,3.47,1.31
singe,11.57,3.79
singer,5.06,1.92
single,6.68,2.19
singleness,10.12,2.45
singsong,7.67,3.15
singular,9.8,2.02
singularity,14.55,3.93
sinister,10.75,3.08
sink,4.47,2.04
sinker,6.9,2.69
sinkhole,11.5,3.55
sinless,10.26,3.41
sinner,7.35,2.64
sinuosity,15.17,2.08
sinus,10.05,4.24
sinusitis,14,4.41
sip,4.26,1.37
siphon,11.88,3.33
sipper,8,5.69
sir,6.37,3.04
sire,10.12,3.76
siren,7.06,3.96
sirloin,11.33,3.25
sirocco,16.5,1.91
sisal,12,4.2
sissified,10.79,3.79
sissy,7.4,2.46
sister,3.68,2.4
sisterhood,9.53,2.67
sisterly,8.35,3.3
sit,3.47,2.25
sitar,13,2.86
sitcom,10.05,3.12
site,8.63,3.09
sitter,5.68,4.01
situate,13.11,2.98
situation,9.26,2.75
situational,11.85,2.6
six,5.25,1.86
sixpence,10.5,3.46
sixteen,4.8,1.86
sixth,5.36,1.97
sixty,5.74,1.56
sizable,10.11,2.35
size,4.84,2.48
sizzle,8.16,2.95
skate,5.37,1.61
skateboard,6.94,2.01
skateboarder,9.84,3.72
skater,6.57,2.5
skedaddle,7.84,3.34
skeet,12.53,3.62
skein,11.2,3.29
skeletal,9.44,2.79
skeleton,6.68,2.45
skeptic,11.17,2.83
skeptical,10.74,2.75
skepticism,12.47,3.81
sketch,9,3.09
sketchbook,7.52,3.2
sketcher,9.53,3.16
sketchpad,8.84,2.83
sketchy,11.59,3.06
skew,10.94,3.96
skewer,8.94,2.51
ski,6.68,2.31
skid,8.11,1.88
skidoo,8.31,3.47
skier,8.88,3.04
skiff,13.2,5.07
skiing,7.89,2.93
skilful,10.06,4.24
skill,6.8,2.76
skilled,8.68,1.83
skillet,8.2,1.96
skim,8.84,3.22
skimmer,10.82,4.08
skimp,11.25,3.88
skimpy,10.67,3.71
skin,4.48,1.69
skincare,9.39,2.62
skinflint,15.06,3.49
skinhead,12.56,3.5
skinless,9.8,2.65
skinny,5.16,1.92
skintight,11.39,2.75
skip,4.68,1.95
skipjack,10.45,3.01
skirl,16.6,4.1
skirmish,11.83,3.96
skirt,5.67,2.57
skit,9.17,2.36
skitter,10.83,3.1
skittish,10,3.6
skittle,7.07,3.35
skive,12.67,4.5
skivvy,11.4,3.92
skulk,13.29,3.12
skull,6.33,2.61
skullcap,14.06,3.45
skullduggery,13.56,3.94
skunk,5.32,1.97
sky,4.17,1.89
skycap,12.09,4.25
skydive,8.78,2.29
skydiver,9.28,2.72
skyhook,13.27,4.71
skylark,10.18,3.88
skylight,8.6,3.23
skyline,11,3.06
skyrocket,8.8,2.55
skyscraper,8.26,3
skywriter,12.18,5.04
skywriting,9.88,2.52
slab,8.53,3.29
slack,9.63,3.32
slacken,12.18,3
slackness,9.89,3.69
slade,10.29,3.8
slag,11.67,3.13
slagheap,16.4,3.65
slake,12.33,4.58
slalom,13.75,4.39
slam,6.94,1.95
slammer,10.1,3.61
slander,14,5.17
slanderer,13.78,3.46
slanderous,13.36,2.41
slang,10.68,2.19
slant,7.33,1.94
slap,4.67,2.3
slapdash,12.3,2.75
slaphappy,11.6,3.6
slapper,10.33,3.22
slapstick,12.29,3.42
slash,7.47,2.61
slat,11.56,4.05
slate,9.25,3.43
slather,10.58,3.86
slattern,13.75,1.16
slaughter,9.56,2.06
slaughterer,11.88,3.66
slaughterhouse,10.8,3.05
slave,7.84,2.03
slaveholder,12.83,3.4
slaver,10.42,2.68
slavery,8.32,2.03
slavish,13.07,4.28
slaw,8.28,3.29
slay,9.39,3.33
slayer,11.5,4
sleaze,11.21,2.42
sleazebag,12.48,3.93
sleazy,11.85,2.37
sled,4.89,1.88
sledge,10.06,3.42
sledgehammer,9.52,3.92
sleek,11.17,3.19
sleep,2.79,1.03
sleeper,7.33,3.43
sleepiness,6,1.41
sleepless,8.45,2.16
sleeplessness,10.06,4.01
sleepover,5.5,1.42
sleepwalk,7,2.11
sleepwalker,8.89,3.22
sleepwear,7.44,3.42
sleepy,3.37,1.89
sleepyhead,5.06,1.98
sleet,11.72,4.5
sleety,9.58,3.31
sleeve,4.94,2.13
sleeveless,6.75,2.2
sleigh,6,3.99
sleight,13.29,3.95
slender,10.11,3.95
sleuth,10.82,3.3
sleuthhound,13.27,4.88
slew,9.8,2.81
slice,5.69,2.24
slicer,8.79,3.38
slick,9.3,2.99
slicker,9.33,3.07
slide,4.79,2.3
slider,10.06,3.65
slideshow,7.45,1.85
slight,10.33,3.01
slightly,8.12,2.15
slightness,12.19,3.25
slim,7.26,2.42
slime,6.78,2.37
slimy,6.28,2.47
sling,8.67,2.68
slinger,12.53,3.36
slingshot,6.53,3.13
slink,9.37,3.17
slinky,7.16,3.37
slip,6.17,2.6
slipcover,10.37,5.5
slipknot,11.05,3.31
slippage,11.5,3.22
slipper,5.26,2.37
slippery,6.72,2.87
slipshod,15.64,3.53
slipstream,12.64,4.25
slipup,9.84,2.69
slipway,10.15,3.87
slit,10.44,4.15
slither,8.05,2.93
slithery,9.56,3.47
sliver,7.11,2.02
slob,7.11,2.64
slobber,7.67,4.04
slobbery,9.56,4.36
slog,12.64,5.93
slogan,10.63,3.45
sloganeer,13,4.75
sloop,11.07,3.22
slop,7.95,3.58
slope,8.67,2.43
sloping,10.58,3.27
sloppiness,7.37,2.19
sloppy,5.89,1.78
slosh,8.59,4.05
slot,6.85,2.35
sloth,8.37,3.86
slothful,12.53,3.64
slothfulness,12.62,3.63
slotmachine,11.81,4.08
slouch,9.11,3.43
slouchy,8.37,3.18
slough,14.65,5.07
slovenly,13.44,4
slow,4.15,1.76
slowdown,6.68,2.94
slowly,6.32,1.94
slowness,8.16,3.06
slowpoke,5.45,2.01
sludge,8.8,3
slug,6,2.76
slugabed,14.67,7.57
slugfest,11.76,3.65
slugger,8.38,2.58
sluggish,9.05,3.12
sluice,14.36,3.64
slum,11.9,3.87
slumber,8.83,2.81
slumberous,14.07,3.41
slumlord,14.53,4.29
slummy,10.06,3.19
slump,10.58,3.42
slur,10.72,2.11
slurp,6.76,3.11
slurry,12.88,3.93
slush,6.95,3.3
slushy,7.14,2.2
slut,12.67,2.99
slutty,12.4,2.48
sly,8.55,1.88
smack,5.94,5.16
smacker,9.5,5.12
small,3.22,1.52
smallish,8.16,3.22
smallness,6.47,2.96
smallpox,10.71,4.12
smalltime,9.85,3.77
smarmy,13.11,4.46
smart,5.5,1.86
smartass,8.32,3.22
smarten,9.33,3.72
smartness,7.26,2.51
smarty,5.94,2.62
smash,4.65,2.03
smasher,9.06,3.17
smashup,9.19,3.83
smattering,13,4.11
smear,8.84,4.11
smearcase,11.14,2.19
smell,4.22,1.44
smeller,8.29,3.35
smelly,4.32,2
smelt,13.64,5.01
smelter,14.38,2.5
smelting,15.44,3.93
smidge,9.17,3.38
smidgen,11.89,5.07
smile,3.51,1.72
smiley,5.71,3.84
smirk,8,2.73
smite,11.5,4.76
smithereens,8.07,3.15
smock,6.26,2.31
smog,10.47,4.11
smoggy,10.56,2.09
smoke,4,1.5
smokehouse,10.89,3.58
smokeless,11.89,4.14
smoker,6.19,2.25
smokescreen,10.89,3.34
smokestack,8.94,3.58
smoking,6.73,3.6
smoky,6.58,2.43
smooch,6.74,3.26
smooches,6.63,2.39
smooth,5.61,2.3
smoothbore,14.43,4.83
smoothie,8.73,3.74
smoothness,7.61,3.6
smorgasbord,9.46,3.41
smother,6.63,2.67
smothery,12.44,3.36
smudge,6.11,1.82
smudgy,8.65,3.24
smug,9.33,2.83
smuggle,9.94,2.39
smuggler,9.95,3.53
smugness,10.56,2.75
smut,12.74,3
smutty,13.29,3.58
snack,2.78,1.22
snaffle,14.8,6.42
snafu,12.07,3.63
snafus,13.86,5.63
snag,9.75,3.11
snaggletooth,9.88,4.15
snail,5.79,2.57
snake,5.1,2.47
snakebite,6.72,2.14
snakelike,7.33,2.74
snakeroot,11.75,2.63
snakeskin,9.28,3.83
snaky,8.53,3.76
snap,6.05,2.9
snapdragon,10.94,4.07
snapper,8.39,2.73
snappish,12.86,3.18
snappishness,12.47,4.61
snappy,9.05,3.23
snapshot,10,4
snare,10.68,3.06
snarky,16.56,4.76
snarl,8.75,2.94
snatch,8.18,3.19
snatcher,9.88,3.44
snazzy,10.37,3.85
sneak,5.83,2.53
sneaker,6.25,3.63
sneakiness,8.28,2.47
sneaky,6.58,2.85
sneer,9.2,2.46
sneeze,4.17,1.58
sneezer,6.63,3.11
snick,16.33,4.16
snicker,8.84,2.81
snide,10.33,2.5
sniff,6.16,3.39
sniffer,8.79,2.44
sniffle,7.22,2.94
snifter,12.93,4.29
snigger,12.71,4.16
snip,7.24,2.88
snipe,11.5,4.16
sniper,11.05,2.88
snippet,13.2,4.84
snippety,10,3.42
snippy,10.58,4.03
snit,11.2,3.49
snitch,10.56,3.85
snitcher,9.83,4.68
snivel,12.33,3.24
snob,9.32,2.43
snobbery,10.88,2.34
snobbish,9.24,3.69
snobby,9.72,2.67
snood,10.75,1.86
snooker,11.22,3.77
snoop,8.44,2.36
snooper,9.39,3.07
snoopy,5.47,3.01
snoot,11.75,3.47
snooty,9.06,2.8
snooze,6.84,1.68
snoozer,10.41,2.74
snore,5.94,2.04
snorer,7.79,3.46
snorkel,9.11,3.25
snorkeler,9.71,2.08
snort,7.42,3.64
snot,5.47,3.6
snotty,7.22,2.39
snout,6.83,2.62
snow,4.11,2.31
snowball,4.74,1.59
snowberry,10.33,3
snowbird,10.12,4.5
snowboard,11.14,5.76
snowboarder,11.15,6.08
snowboarding,11.18,4.36
snowbound,10.76,3.4
snowcap,9.9,2.83
snowdrift,11.37,3.76
snowdrop,7.47,2.79
snowfall,5.63,2.52
snowflake,5.32,1.77
snowman,3.47,0.9
snowmobile,8.78,2.26
snowplow,8.21,2.76
snowshoe,7.68,2.63
snowstorm,5.89,2.28
snowsuit,6.39,3.78
snowy,4.83,1.47
snub,12.1,3.64
snuff,11.79,4.54
snuffbox,12.47,2.98
snug,6.38,2.7
snuggle,5.39,3.33
so,5.15,1.85
soak,6.53,2.74
soap,3.17,1.1
soapbox,8,2.81
soapstone,17.06,5.03
soapwort,14.71,2.93
soapy,5.72,3.41
soar,9.58,3.53
soave,12.62,4.84
sob,9,4.34
sober,10.84,2.57
sobering,12.89,3.87
soberness,10.83,2.81
sobriety,13.26,4.08
sobriquet,17.33,2.8
soc,13,3.61
soccer,5.89,4
sociability,13.63,3.34
sociable,9.94,3.42
social,10.43,4.31
socialism,13.68,2.58
socialist,13.61,1.82
socialistic,13.76,2.63
socialite,12.56,3.15
socialization,12.83,3.67
socialize,10.17,2.81
societal,12.38,2.63
society,8.7,2.41
socioeconomic,16,3.72
sociological,14.33,3.45
sociologist,12.44,2.96
sociology,12.83,3.15
sociopath,13.28,2.63
sociopathic,14.67,4.18
sociopolitical,15.67,4.23
sock,2.94,1.39
socket,8.06,2.53
sockless,6.79,2.78
sod,10.82,3.57
soda,4.42,1.35
sodbuster,15.22,2.99
sodden,15.15,2.03
sodium,9.72,3.06
sodomite,13.33,3.27
sodomize,14.26,3.63
sodomy,14.95,3.61
soever,14.38,3.66
sofa,4.5,2.01
soft,3.95,1.5
softball,6.42,2.73
soften,7.37,2.31
softener,9.44,3.4
softheaded,10.81,4.23
softhearted,9.05,3.14
softie,9.47,4.27
softness,4.83,1.65
software,12.21,5.04
softwood,12.12,3.74
soggy,5.9,2.38
soil,6.48,2.5
soiree,13.41,3.39
sojourn,12.69,3.68
sojourner,14.73,4.38
solace,12.73,3.13
solar,9.05,2.41
solarium,11.86,3.28
solder,13.12,3.32
soldier,6.94,2.48
soldierly,11.06,4.15
soldiery,12.19,4.26
sole,7.06,2.21
solemn,12.5,3.2
solemnity,12.33,2.13
solemnize,14.38,3.48
solenoid,16,2.45
solicit,11.71,3.27
solicitation,13.78,2.86
solicitor,12.53,2.91
solicitous,12.53,2.56
solicitude,16,2.99
solid,7.79,2.2
solidarity,13.3,3.56
solidify,11.26,3.3
solidity,10.53,2.92
soliloquy,13.06,3.07
solipsism,15.56,3.71
solipsistic,17.43,1.81
solitaire,8.95,2.04
solitary,9.16,2.81
solitude,12,2.52
solo,7.28,1.99
soloist,10.05,3.32
solstice,10.5,2.87
soluble,11.94,2.58
solute,11.54,3.6
solution,9,2.31
solvable,10.06,2.68
solve,6.58,1.92
solvency,13.71,2.95
solvent,12.65,2.52
solver,10,3.2
somatic,14.86,3.01
somber,11.8,3.08
sombrero,9.06,3.4
some,4.85,2.44
somebody,5.31,2.17
someday,6.32,2.17
somehow,8.02,2.35
someone,4.92,1.53
someplace,6.41,2.05
somersault,5.63,2.67
something,5.05,2.15
sometime,6.53,2.27
sometimes,6.37,1.9
someway,7.06,2.04
somewhere,6.26,1.93
sommelier,15.2,3.46
somnambulant,14.56,5.08
somnambulism,17.25,3.11
somnambulistic,16.75,3.69
somnolent,13.33,3.37
son,3.78,1.26
sonar,11.42,4.4
sonata,14.93,4.14
song,4.26,1.73
songbird,7.47,3.56
songbook,6.39,2.99
songster,12.21,2.42
songstress,12.09,3.48
songwriter,7.72,3.12
songwriting,9.37,2.89
sonic,11,2.74
sonnet,12.38,2.45
sonogram,11.47,4.35
sonorous,14.5,4.18
soon,4.83,1.88
soot,7.2,2.8
sooth,9.44,3.22
soothe,8.4,2.66
soothing,8.4,1.96
soothsayer,14.11,3.36
soothsaying,14.29,4.3
sooty,11.07,3.95
sop,12.71,4.55
sophistic,13.71,3.41
sophisticate,14.05,2.74
sophisticated,11.05,3.24
sophistication,10.16,2.95
sophistry,15.62,4.47
sophomore,10.5,2.85
sophomoric,13.07,2.62
soporific,15.22,2.54
sopping,9.76,2.49
soppy,9.88,3.63
soprano,11.44,4.3
sorbet,12,5.58
sorcerer,11.37,3.76
sorceress,9.82,3.8
sorcery,10.39,3.65
sordid,13.62,2.57
sordidness,13.85,3.18
sore,5.84,2.03
sorehead,11.36,2.69
soreness,7.6,2.54
sorghum,13.92,4.32
sorority,14.22,2.94
sorrel,14,3.66
sorrow,8.42,2.61
sorrowful,10.11,2.98
sorrowing,12.44,3.97
sorry,3.44,1.89
sort,6.81,2.42
sorter,11,3.55
sortie,13.38,4.57
sot,13.92,4.19
soubise,16,3.46
soubrette,17.33,4.84
souffle,11.8,3.82
sough,13.72,4.04
souk,15,1.41
soul,6.17,2.38
soulful,11.37,3.02
soulfulness,11.39,3.03
soulless,11.32,3.28
sound,3.72,1.53
sounder,11.2,3.14
soundings,11.12,4.99
soundness,11.9,2.94
soundproof,11.2,2.55
soundtrack,8.56,2.38
soup,5.37,2.65
soupcon,15.4,2.97
soupy,7.29,3.37
sour,4.89,2.18
sourball,9,4.04
source,9.21,2.88
sourdough,9.58,3.7
sourpuss,8.83,4.34
sousaphone,15.07,4.2
souse,15.62,3.42
south,6.06,2.15
southbound,9.72,4.04
southeast,8.63,2.93
southeasterly,12.63,3.29
southeastern,9.58,3.78
southerly,14,4.13
southern,7.56,3.45
southerner,9.68,3.18
southernmost,10.83,2.85
southpaw,11.47,4.68
southwest,8.89,3.26
southwester,10.17,3.19
southwesterly,11.24,3.96
southwestern,7.79,3.79
souvenir,8,2.74
sovereign,13,2.79
sovereignty,14.13,3
soviet,10.2,2.46
sow,9.67,3.79
sowbelly,14.7,3.06
soy,13.56,5.28
soya,15.29,4.82
soybean,11.6,5.32
spa,11.06,3.87
space,5.67,1.91
spacecraft,6.85,2.08
spaceman,7.63,2.81
spaceport,13.12,4.94
spacer,10,3.29
spaceship,4.67,1.24
spacesuit,6.75,2.17
spacing,8.78,3.12
spacious,8.58,2.14
spackle,10.11,3.89
spade,8.11,2.63
spades,7.99,2.44
spadework,14.5,3.54
spaghetti,4.33,1.19
spall,14.43,2.88
spam,13.58,5.03
span,12.06,3.47
spandex,9.89,3.68
spangle,10.67,3.72
spangled,9.11,3.83
spaniel,7.94,1.98
spank,4.22,1.99
spanker,10.83,4.57
spanking,3.86,2.63
spanner,12.5,5.47
spar,10.94,3.53
spare,8.35,2.39
sparerib,10.07,4.98
spareribs,9.94,3.4
spark,7.95,2.37
sparker,8.07,3.81
sparkle,5.95,1.93
sparkler,6.26,1.91
sparkling,7.56,2.38
sparkly,4.53,1.39
sparkplug,9.58,3.29
sparrow,7.49,2.97
sparrowgrass,15.43,4.12
sparse,11.83,1.9
spasm,8.89,2.63
spasmodic,12.79,3.47
spastic,11.65,3.3
spat,8.8,3.42
spate,13.19,2.97
spatial,13.31,2.73
spatter,9.68,3.18
spatula,7.32,1.8
spawn,11.25,3.19
spay,11.74,4.39
speak,3.56,1.38
speakeasy,11.33,4.48
speaker,6.11,1.81
speakerphone,9.72,3.25
spear,7.22,3.41
spearfish,12.47,2.92
spearhead,11.67,3.74
spearmint,7.16,3.72
spec,12.47,4.1
special,5,1.84
specialist,10.05,4.21
specialization,11.21,3.12
specialize,11.33,2.87
specialness,9.44,3.99
specialty,9.05,2.82
specie,10.53,2.97
species,8.32,2.38
specific,9.28,2.93
specification,12.39,3.73
specificity,11.82,2.9
specify,9.21,2.25
specimen,11.72,2.44
specious,15.92,2.31
speciousness,16.9,2.81
speck,8.48,3.61
speckled,9.26,3.41
specs,12.94,4.3
spectacle,9.37,3.62
spectacular,8.95,3.37
spectator,10.89,2.92
specter,13.67,1.59
spectral,13.43,2.95
spectrogram,13.29,2.49
spectrograph,14.33,2.74
spectrographic,16.67,4
spectrometer,14.79,3.85
spectrometry,16.15,3.31
spectroscope,15.18,4.43
spectroscopic,16.14,3.66
spectroscopy,16.64,2.29
spectrum,12.2,3.19
speculate,11.28,2.87
speculation,12.57,3.67
speculative,12.89,2.49
speculator,11.78,2.9
speculum,14.27,3.77
speech,6.22,1.63
speechify,13.91,4.61
speechless,8.68,2.06
speechmaker,10.89,3.46
speechmaking,10.47,1.98
speechwriter,11.11,3.14
speed,5.11,1.53
speedball,12.27,3.59
speedboat,6.5,2.71
speeder,10.12,4.18
speedometer,9.35,2.8
speedster,9.44,3.31
speedway,9,3.28
speedy,6.63,2.77
spell,5.06,1.59
spellbinder,10,3.72
spellbinding,11.56,3.85
