jeff,beta,numnodes,numlinks,probRewire,numedges,graph_seed,numx,trim,x_seed,cost_rw,cost_irts,cost_noirts,time_irts,time_noirts,bestgraph_irts,bestgraph_noirts,alter_graph,hit_irts,miss_irts,fa_irts,cr_irts,hit_noirts,miss_noirts,fa_noirts,cr_noirts,hit_rw,miss_rw,fa_rw,cr_rw,bestval_irts,bestval_noirts,bestval_rw
0.9,1.1,15,4,0.3,30,1,3,0.7,1,20,20,20,02:39.5,00:27.2,5xlymi9n0gx09lirde1mpr66ancynca8jur3s7u7rcw,5xlymi9n0gx09lirde1mpr66ancynca8jur3s7u7rcw,1,16,14,6,69,16,14,6,69,17,13,7,68,-29.8683723,-29.18355862,-29.53979119
0.9,1.1,15,4,0.3,30,2,3,0.7,2,16,16,19,02:58.7,00:39.6,1n6yfgn8625bine9wg745wm949a02tmz6zke9jz83u9u,1n6yfgn83zh0y8u0a9bhciu6a53f5796m2gggh6sl81u,0,18,12,4,71,16,14,5,70,19,11,5,70,-28.34548907,-27.50493467,-28.3949898
0.9,1.1,15,4,0.3,30,3,3,0.7,3,21,19,21,03:20.3,00:39.3,tkf6x7y8cozfysfoj2ajf3cawgppno6x9ckkwbpbapu,vdwmg19pzo7a4jcy1pvh4fv2ljbj31dnnbs6jdj5eki,0,16,14,5,70,16,14,7,68,17,13,8,67,-28.73629736,-26.49683219,-27.3731157
0.9,1.1,15,4,0.3,30,4,3,0.7,4,21,21,21,02:55.4,00:43.3,1m85e87kt4v0i5q77l7la5o7wexlj135esl3k0lubksi,1m85e87kt4v0i1vffj0fvfzyog66m4z4kr5w4i4w2ghu,0,16,14,7,68,15,15,6,69,16,14,7,68,-30.45577473,-26.89503057,-26.97643206
0.9,1.1,15,4,0.3,30,5,3,0.7,5,24,21,23,03:10.9,00:39.1,3vfwglv7y22bt7dwiawaacwq75ksn376sco9ylfxskg,5oxbzf6pl1g2maeffmqfrg8s4yqvv53gi2wwz6eeq5c,0,17,13,8,67,16,14,9,66,17,13,11,64,-31.51347993,-29.11239779,-29.49248985
0.9,1.1,15,4,0.3,30,6,3,0.7,6,18,18,18,02:51.3,00:34.7,281y0ff0xdnxt0hr846ipmtheh3s9zkyfz2qfi89d4ao,281y0ff0xdnxt0hr846ipmtheh3s9zkyfz2qfi89d4ao,1,17,13,5,70,17,13,5,70,17,13,5,70,-30.53978045,-28.28525357,-28.28525357
0.9,1.1,15,4,0.3,30,7,3,0.7,7,17,18,17,04:22.1,00:52.4,1mslkvw7r14fl4nvmi7sbhy8e1p6j4e0wwpsd2h3clqo,1mslkvw7r14fl4nvmi7sbhy8e1p6j4e0wwpsd2yumm8k,0,18,12,6,69,19,11,6,69,20,10,7,68,-33.61142924,-31.89237642,-32.44028973
0.9,1.1,15,4,0.3,30,8,3,0.7,8,22,17,17,03:09.4,00:37.7,u0refy2mb1g5ucg9dm6g18llgkfz3ej0y77hf1fmi2s,u0refy2mb1g5ucg9dm6g18llgkfz3ej0y77hf1fmi2s,0,16,14,3,72,16,14,3,72,16,14,8,67,-26.23989111,-23.11611835,-26.02355811
0.9,1.1,15,4,0.3,30,9,3,0.7,9,15,14,15,03:00.5,00:42.9,kqmugc58eoqb4ygrha4wijs4bdpczqntc6eltfeq,kqmugc5k7zehnru483b3szmuz86qtlzbcfy0t6wy,1,18,12,2,73,18,12,3,72,19,11,4,71,-31.2277498,-26.97243944,-27.49657163
0.9,1.1,15,4,0.3,30,10,3,0.7,10,17,16,17,05:07.0,01:00.1,1tkf5duii1m9ej2wpnc31m6x31o5pp6906pcvbdl13r6,1tkf5duii1nknprmsvarroso928z3xgg4phne8svtxz6,0,18,12,4,71,17,13,4,71,19,11,6,69,-30.15398403,-27.48715386,-29.40030352
