subj,link1,link2,rw,invite,irt5,irt7,irt9
S107,tiger,whale,1,1,1,1,1
S107,leopard,tiger,0,0,1,0,0
S107,frog,toad,1,1,1,1,1
S107,bobcat,boxturtle,1,1,1,1,1
S107,lemur,orangutan,1,1,1,1,1
S107,puma,orangutan,0,0,1,0,0
S107,stingray,jellyfish,1,1,1,1,1
S107,wolfhound,fox,1,1,1,1,1
S107,hippopotamus,catamount,1,1,1,1,1
S107,panther,jaguar,1,1,1,1,1
S107,lion,tiger,1,1,1,1,1
S107,turtle,stork,1,1,1,1,1
S107,wolfhound,beagle,1,1,1,1,1
S107,skate,rattlesnake,1,1,1,1,1
S107,puma,jaguar,0,0,1,0,0
S107,gorilla,cougar,0,0,1,0,0
S107,salmon,tuna,1,1,1,1,1
S107,jellyfish,octopus,1,1,1,1,1
S107,seal,narwhal,1,1,1,1,1
S107,elephant,hyena,1,1,0,1,1
S107,greatwhiteshark,narwhal,0,0,1,0,0
S107,seal,manatee,1,1,1,1,1
S107,gorilla,puma,1,1,1,1,1
S107,cheetah,leopard,1,1,1,1,1
S107,donkey,horse,1,1,1,1,1
S107,fox,waterbuffalo,1,1,1,1,1
S107,capybara,giraffe,1,1,0,1,1
S107,fox,manatee,1,1,0,1,1
S107,stork,flamingo,1,1,1,1,1
S107,panda,kangaroo,1,1,1,1,1
S107,chicken,ba,1,1,1,1,1
S107,fox,narwhal,0,0,1,0,0
S107,panther,tiger,1,1,1,1,1
S107,bulldog,tiger,1,1,1,1,1
S107,deer,orangutan,1,1,1,1,1
S107,horse,cow,1,1,1,1,1
S107,salmon,seaturtle,1,1,1,1,1
S107,stork,toad,0,0,1,0,0
S107,hippopotamus,rhinoceros,1,1,1,1,1
S107,humpbackwhale,narwhal,1,1,1,1,1
S107,puma,cougar,1,1,1,1,1
S107,cheetah,elephant,1,1,1,1,1
S107,giraffe,buffalo,1,1,1,1,1
S107,manatee,narwhal,1,1,1,1,1
S107,capybara,rat,0,0,1,0,0
S107,tiger,jaguar,0,0,1,0,0
S107,squid,octopus,1,1,1,1,1
S107,waterbuffalo,lemur,0,0,1,0,0
S107,hammerheadshark,greatwhiteshark,1,1,1,1,1
S107,sheep,goat,1,1,1,1,1
S107,lion,elephant,1,1,1,1,1
S107,wolf,flamingo,1,1,1,1,1
S107,sheep,bison,1,1,0,1,1
S107,pelican,stork,1,1,1,1,1
S107,toad,flamingo,1,1,1,1,1
S107,bluewhale,narwhal,1,1,1,1,1
S107,cougar,chimpanzee,1,1,1,1,1
S107,robin,hyena,0,0,1,0,0
S107,antelope,oryx,1,1,1,1,1
S107,chicken,bison,0,0,1,0,0
S107,cheetah,hippopotamus,0,0,1,1,0
S107,chicken,sheep,1,1,1,1,1
S107,manatee,cow,1,1,1,1,1
S107,koala,orca,1,1,1,1,1
S107,bear,cat,1,1,1,1,1
S107,seal,fox,0,0,1,0,0
S107,oryx,giraffe,1,1,1,1,1
S107,chicken,cow,1,1,1,1,1
S107,fish,buffalo,1,1,1,1,1
S107,puma,elephant,0,0,1,0,0
S107,boar,panther,1,1,1,1,1
S107,dog,cat,1,1,1,1,1
S107,mouse,capybara,1,1,1,1,1
S107,wolf,fox,1,1,1,1,1
S107,puma,catamount,1,1,1,1,1
S107,greatwhiteshark,bison,1,1,0,1,1
S107,gorilla,chimpanzee,1,1,0,1,1
S107,antelope,hyena,1,1,1,1,1
S107,donkey,goat,1,0,0,1,1
S107,lion,leopard,1,1,1,1,1
S107,elephant,catamount,0,0,1,0,0
S107,leopard,tuna,1,1,1,1,1
S107,capybara,jaguar,1,1,1,1,1
S107,rattlesnake,hyena,1,1,0,1,1
S107,waterbuffalo,porpoise,1,1,1,1,1
S107,leopard,jaguar,1,1,1,1,1
S107,wolf,bobcat,1,1,1,1,1
S107,cheetah,hyena,0,0,1,0,0
S107,stork,hyena,1,1,1,1,1
S107,deer,chimpanzee,0,0,1,0,0
S107,leopard,salmon,0,0,1,0,0
S107,hippopotamus,hyena,1,1,1,1,1
S107,jaguar,hyena,1,1,0,0,1
S107,leopard,giraffe,1,1,1,1,1
S107,greatwhiteshark,bluewhale,1,1,1,1,1
S107,panda,koala,1,1,1,1,1
S107,capybara,leopard,0,0,1,0,0
S107,turtle,toad,1,1,1,1,1
S107,hammerheadshark,salmon,1,1,1,1,1
S107,cheetah,puma,1,1,0,1,1
S107,panda,rat,0,0,1,0,0
S107,cheetah,jaguar,1,1,1,1,1
S107,cougar,orangutan,0,0,0,1,0
S107,fish,dog,1,1,1,1,1
S107,humpbackwhale,orca,1,1,1,1,1
S107,ba,cod,1,1,1,1,1
S107,sheep,robin,1,1,1,1,1
S107,sealion,manatee,1,1,1,1,1
S107,donkey,panther,1,1,1,1,1
S107,deer,horse,1,1,1,1,1
S107,deer,cat,0,0,0,1,0
S107,lion,cheetah,1,1,1,1,1
S107,donkey,sheep,1,1,1,1,1
S107,narwhal,orca,0,0,1,1,0
S107,boxturtle,seaturtle,0,0,1,0,0
S107,greatwhiteshark,orca,0,0,1,0,0
S107,cougar,jaguar,1,1,1,1,1
S107,stork,eagle,1,1,1,1,1
S107,rhinoceros,tiger,1,1,1,1,1
S107,panda,ferret,1,1,0,1,1
S107,rattlesnake,frog,1,1,1,1,1
S107,sheep,horse,1,0,1,1,1
S107,eagle,hawk,1,1,1,1,1
S107,chicken,horse,0,0,1,1,1
S107,seal,sealion,1,1,1,1,1
S107,rattlesnake,toad,0,0,1,0,0
S107,robin,flamingo,1,1,1,1,1
S107,frog,flamingo,0,0,1,0,0
S107,fox,lemur,1,1,1,1,1
S107,puma,chimpanzee,0,0,1,1,0
S107,chimpanzee,orangutan,1,1,1,1,1
S108,mouse,rat,1,1,1,1,1
S108,rooster,rabbit,1,1,1,1,1
S108,leopard,giraffe,0,0,1,0,0
S108,dolphin,orca,1,1,1,1,1
S108,fish,rooster,1,1,1,1,1
S108,crocodile,elephant,0,0,1,1,0
S108,snake,gorilla,0,0,1,0,0
S108,camel,donkey,1,1,1,1,1
S108,chicken,pig,1,1,1,1,1
S108,mouse,snake,1,1,1,1,1
S108,shrimp,octopus,1,1,1,1,1
S108,crocodile,snake,0,0,1,0,0
S108,zebra,hippopotamus,1,1,1,1,1
S108,bear,wolf,1,1,1,1,1
S108,shark,whale,1,1,1,1,1
S108,ostrich,emu,1,1,1,1,1
S108,sloth,mammoth,1,1,1,1,1
S108,mouse,hippopotamus,1,1,1,1,1
S108,whale,tuna,1,1,1,1,1
S108,chinchilla,rabbit,1,1,1,1,1
S108,sheep,ram,1,1,1,1,1
S108,whale,dolphin,1,1,1,1,1
S108,goose,chicken,1,1,1,1,1
S108,leopard,tiger,0,0,1,1,0
S108,turtle,duck,0,0,1,0,0
S108,owl,ape,1,1,1,1,1
S108,coyotee,walrus,1,1,1,1,1
S108,cheetah,tiger,1,1,1,1,1
S108,shark,dolphin,1,1,1,1,1
S108,chipmunk,tiger,0,0,1,1,0
S108,whale,bat,1,1,1,1,1
S108,sheep,parrot,1,1,1,1,1
S108,lion,leopard,1,1,1,1,1
S108,crocodile,lizard,1,1,1,1,1
S108,turtle,rabbit,1,1,1,1,1
S108,camel,lizard,1,1,1,1,1
S108,alligator,elephant,1,1,1,1,1
S108,seal,bear,1,1,1,1,1
S108,chipmunk,gorilla,1,1,1,1,1
S108,donkey,horse,1,1,1,1,1
S108,manatee,walrus,1,1,1,1,1
S108,hippopotamus,parrot,1,1,1,1,1
S108,snake,hamster,1,1,1,1,1
S108,gazelle,giraffe,1,1,1,1,1
S108,goose,octopus,1,1,1,1,1
S108,giraffe,ostrich,1,1,1,1,1
S108,owl,parrot,1,1,0,0,1
S108,fox,tuna,0,0,0,1,0
S108,chipmunk,leopard,0,0,1,1,0
S108,sheep,pig,1,1,1,1,1
S108,monkey,gorilla,1,1,1,1,1
S108,turtle,rat,1,1,1,1,1
S108,duck,horse,1,1,1,1,1
S108,crocodile,chinchilla,1,1,1,1,1
S108,lion,giraffe,1,1,1,1,1
S108,owl,chipmunk,1,1,0,0,1
S108,dolphin,manatee,1,1,1,1,1
S108,ram,cow,1,1,0,0,1
S108,owl,hippopotamus,0,0,1,1,0
S108,parrot,hamster,1,1,1,1,1
S108,turtle,snake,1,1,1,1,1
S108,tiger,otter,1,1,1,1,1
S108,rat,emu,1,1,1,1,1
S108,fox,salmon,1,1,1,1,1
S108,rat,gorilla,1,1,1,1,1
S108,gazelle,cheetah,1,1,1,1,1
S108,sheep,cow,1,1,1,1,1
S108,duck,snake,0,0,1,1,0
S108,chipmunk,possum,1,1,1,0,1
S108,elephant,leopard,1,1,1,1,1
S108,chicken,dog,1,1,1,1,1
S108,hippopotamus,gazelle,1,1,1,1,1
S108,buffalo,cow,1,1,1,1,1
S108,lion,elephant,0,0,1,0,0
S108,zebra,mammoth,1,1,1,1,1
S108,mouse,gorilla,0,0,1,1,0
S108,chipmunk,sloth,1,1,1,1,1
S108,pig,cow,1,1,1,1,1
S108,hippopotamus,cheetah,0,0,1,1,0
S108,snake,rat,0,0,1,0,0
S108,rooster,chicken,1,1,1,1,1
S108,turtle,mouse,0,0,0,1,0
S108,pig,dog,0,0,1,1,0
S108,seal,alligator,1,1,1,1,1
S108,sloth,gorilla,1,1,1,0,1
S108,seal,wolf,0,0,1,0,0
S108,monkey,snake,1,1,1,1,1
S108,cow,dog,1,1,1,1,1
S108,elephant,giraffe,1,1,1,1,1
S108,cat,dog,1,1,1,1,1
S108,duck,goose,1,1,1,1,1
S108,leopard,bear,1,1,0,0,1
S108,turtle,gorilla,0,0,1,0,0
S108,horse,buffalo,1,1,0,1,1
S108,seal,orca,1,1,1,1,1
S108,salmon,tuna,1,1,1,1,1
S108,donkey,wolf,1,1,1,1,1
S108,cheetah,leopard,1,1,1,1,1
S108,ape,gorilla,1,1,1,1,1
S108,fish,shrimp,1,1,1,1,1
S108,turtle,ape,1,1,1,1,1
S108,alligator,bat,1,1,1,1,1
S108,sheep,wolf,1,1,1,1,1
S108,chipmunk,otter,1,1,1,1,1
S108,beaver,sloth,1,1,1,1,1
S108,lion,tiger,1,1,1,1,1
S108,camel,elephant,1,1,1,1,1
S108,elephant,tiger,0,0,1,0,0
S108,beaver,otter,1,1,1,1,1
S108,duck,donkey,0,0,1,0,0
S108,turtle,crocodile,1,1,0,1,1
S108,leopard,possum,1,1,1,1,1
S108,sheep,horse,0,0,1,0,0
S108,lion,cheetah,0,0,1,0,0
S108,donkey,sheep,0,0,1,0,0
S108,zebra,fox,1,1,1,1,1
S108,duck,lizard,1,1,1,1,1
S108,crocodile,alligator,1,1,1,1,1
S108,bear,tiger,1,1,1,1,1
S108,lion,gazelle,1,1,1,0,1
S108,coyotee,wolf,1,1,1,1,1
S108,tuna,dolphin,0,0,1,0,0
S108,snake,lizard,1,1,1,1,1
S109,shark,panda,1,1,1,1,1
S109,lamb,sheep,1,1,1,1,1
S109,rabbit,bull,0,0,1,0,0
S109,bull,ox,1,1,1,1,1
S109,duck,bear,0,0,1,0,0
S109,cow,ox,0,0,1,0,0
S109,snake,gorilla,1,1,1,1,1
S109,weasel,panther,1,1,1,1,1
S109,pigeon,polarbear,0,0,1,0,0
S109,sheep,ox,0,0,1,1,0
S109,bear,wolf,1,1,1,1,1
S109,sheep,bull,1,1,1,1,1
S109,weasel,chimpanzee,1,1,1,1,1
S109,duck,penguin,1,1,0,1,1
S109,rat,sheep,0,0,1,1,0
S109,giraffe,lion,0,0,1,0,0
S109,monkey,chimpanzee,1,1,1,1,1
S109,mouse,whale,1,1,1,0,1
S109,lamb,moose,0,0,1,0,0
S109,shark,whale,1,1,1,1,1
S109,rat,bull,0,0,1,1,0
S109,pigeon,bat,1,1,1,1,1
S109,cheetah,tiger,1,1,1,1,1
S109,rat,raccoon,1,1,1,1,1
S109,ostrich,parakeet,1,1,1,1,1
S109,pigeon,cow,0,0,1,0,0
S109,pigeon,penguin,1,1,1,1,1
S109,cow,lion,0,0,1,0,0
S109,ostrich,cat,0,0,0,1,0
S109,koala,polarbear,1,1,1,1,1
S109,weasel,wolf,1,1,1,1,1
S109,deer,sheep,1,1,1,1,1
S109,moose,ox,1,1,1,1,1
S109,camel,ox,1,1,1,1,1
S109,snake,raccoon,1,1,1,1,1
S109,rat,kangaroo,1,1,1,1,1
S109,duck,giraffe,0,0,1,0,0
S109,parakeet,cat,1,1,1,1,1
S109,camel,giraffe,1,1,1,1,1
S109,hare,deer,0,0,1,0,0
S109,ostrich,cow,0,0,1,0,0
S109,rat,cow,1,1,1,1,1
S109,monkey,raccoon,0,0,0,1,0
S109,pigeon,whale,0,0,1,0,0
S109,chicken,ostrich,1,1,1,1,1
S109,monkey,gorilla,1,1,1,1,1
S109,pigeon,giraffe,1,1,0,1,1
S109,shark,hare,1,1,1,1,1
S109,dog,lion,1,1,1,1,1
S109,parakeet,cow,1,1,1,1,1
S109,bull,cow,1,1,1,1,1
S109,elephant,penguin,1,1,1,1,1
S109,duck,mouse,1,1,1,1,1
S109,bear,lion,1,1,1,1,1
S109,mouse,wolf,0,0,1,1,0
S109,hare,rabbit,0,0,0,1,0
S109,giraffe,wolf,1,1,1,1,1
S109,ostrich,polarbear,1,1,0,0,1
S109,pig,cow,1,1,1,1,1
S109,pig,chicken,1,1,0,1,1
S109,rabbit,ox,1,1,0,0,1
S109,rat,moose,1,1,0,0,1
S109,bear,cow,1,1,1,1,1
S109,parakeet,polarbear,1,1,1,1,1
S109,monkey,snake,0,0,1,1,0
S109,cow,dog,0,0,1,0,0
S109,ostrich,giraffe,0,0,1,0,0
S109,ostrich,whale,1,1,0,1,1
S109,elephant,giraffe,1,1,1,1,1
S109,dog,cat,1,1,1,1,1
S109,camel,lion,1,1,1,1,1
S109,panther,cheetah,1,1,1,1,1
S109,gorilla,raccoon,0,0,0,0,1
S109,parakeet,parrot,1,1,0,0,1
S109,parakeet,dog,0,0,1,0,0
S109,camel,moose,1,1,1,1,0
S109,shark,camel,1,1,1,1,1
S109,giraffe,penguin,0,0,1,0,0
S109,rat,dog,1,1,1,1,1
S109,sheep,moose,1,1,1,1,1
S109,lamb,cow,1,1,1,1,1
S109,weasel,penguin,0,0,1,0,0
S109,shark,moose,0,0,1,1,0
S109,hare,porcupine,1,1,1,1,1
S109,lamb,goat,1,1,1,1,1
S109,tiger,lion,1,1,1,1,1
S109,pigeon,parakeet,1,1,1,1,1
S109,panda,koala,1,1,1,1,1
S109,sheep,rabbit,1,1,1,1,1
S109,deer,pigeon,1,1,1,1,1
S109,duck,wolf,0,0,1,1,0
S109,pig,goat,1,1,1,1,1
S109,porcupine,rabbit,1,1,1,1,1
S109,rat,rabbit,1,1,0,1,0
S109,weasel,polarbear,1,1,0,1,1
S109,goose,duck,1,1,1,1,1
S109,goose,bear,1,1,1,1,1
S109,lion,wolf,1,1,1,1,1
S109,lamb,ox,1,1,1,1,1
S109,bear,tiger,1,1,1,1,1
S109,pigeon,parrot,1,1,1,1,1
S109,whale,penguin,1,1,1,1,1
S109,camel,bull,1,1,1,1,1
S110,ape,impala,0,0,1,0,0
S110,dungbeetle,horse,1,1,1,1,1
S110,civet,monkey,1,1,1,1,1
S110,mouse,tapir,1,1,1,1,1
S110,bunny,whale,1,1,1,1,1
S110,chicken,pig,1,1,1,1,1
S110,chameleon,chinchilla,1,1,1,1,1
S110,tuna,pelican,1,1,1,1,1
S110,leopard,basilisk,1,1,1,1,1
S110,llama,alpaca,1,1,1,1,1
S110,jaguar,leopard,1,1,1,1,1
S110,newt,polarbear,1,1,1,1,1
S110,lizard,mouse,1,1,1,1,1
S110,chipmunk,cheetah,1,1,1,1,1
S110,carp,shark,1,1,1,1,1
S110,chameleon,eagle,0,0,1,0,0
S110,polarbear,salamander,0,0,1,0,0
S110,shark,pelican,0,0,1,0,0
S110,fish,owl,1,1,1,1,1
S110,eagle,gorilla,1,1,1,1,1
S110,chicken,ape,1,1,1,1,1
S110,lion,tiger,1,1,1,1,1
S110,spider,rat,1,1,1,1,1
S110,deer,argali,1,1,1,1,1
S110,emu,ostrich,1,1,1,1,1
S110,chinchilla,ram,1,1,1,1,1
S110,dingo,leopard,1,1,1,1,1
S110,sheep,tapir,1,1,1,1,1
S110,shrew,mouse,1,1,1,1,1
S110,vulture,hawk,1,1,1,1,1
S110,sparrow,eagle,1,1,1,1,1
S110,lynx,ram,1,1,1,1,1
S110,muskok,okapi,1,1,1,1,1
S110,seal,cat,1,1,1,1,1
S110,seal,dog,0,0,1,0,0
S110,polarbear,capybara,1,1,1,1,1
S110,sparrow,hamster,0,0,1,0,0
S110,hippopotamus,hawk,1,1,1,1,1
S110,leopard,hyena,0,0,1,0,0
S110,badger,turtle,1,1,1,1,1
S110,dingo,hyena,1,1,1,1,1
S110,argali,leopard,1,1,1,1,1
S110,cow,buffalo,1,1,1,1,1
S110,giraffe,dog,1,1,1,1,1
S110,hippopotamus,rhinoceros,1,1,1,1,1
S110,sparrow,chameleon,1,1,1,1,1
S110,cat,mouse,1,1,1,1,1
S110,jaguar,mink,1,1,1,1,1
S110,swordfish,octopus,1,1,1,1,1
S110,parrot,marten,0,0,1,0,0
S110,hamster,guineapig,1,1,1,1,1
S110,goat,porpoise,1,1,1,1,1
S110,eagle,vulture,1,1,1,1,1
S110,chicken,gilamonster,1,1,1,1,1
S110,thornydevil,marten,1,1,1,1,1
S110,bear,dog,1,1,1,1,1
S110,dungbeetle,lizard,1,1,1,1,1
S110,goldfish,pelican,1,1,1,1,1
S110,goat,muskok,1,1,1,1,1
S110,fox,alligator,1,1,1,1,1
S110,impala,cheetah,1,1,1,1,1
S110,eagle,owl,1,1,1,1,1
S110,lion,elephant,1,1,1,1,1
S110,spider,elephant,1,1,1,1,1
S110,bear,hamster,1,1,1,1,1
S110,iguana,guineapig,1,1,1,1,1
S110,chameleon,iguana,1,1,1,1,1
S110,civet,basilisk,1,1,1,1,1
S110,donkey,buffalo,1,1,1,1,1
S110,newt,muskdeer,1,1,1,1,1
S110,swordfish,clownfish,0,0,1,0,0
S110,horse,lizard,0,0,1,0,0
S110,lynx,elephant,1,1,1,1,1
S110,muskdeer,okapi,1,1,1,1,1
S110,chicken,cow,1,1,1,1,1
S110,parrot,thornydevil,1,1,1,1,1
S110,cat,dog,1,1,1,1,1
S110,sparrow,vulture,0,0,1,0,0
S110,carp,rhinoceros,1,1,1,1,1
S110,gilamonster,impala,1,1,1,1,1
S110,hyena,buffalo,1,1,1,1,1
S110,monkey,cat,1,1,1,1,1
S110,marten,mouse,1,1,1,1,1
S110,rat,mouse,1,1,1,1,1
S110,bunny,salamander,1,1,1,1,1
S110,chameleon,mole,1,1,1,1,1
S110,bumblebee,lynx,0,0,1,0,0
S110,fish,mole,1,1,1,1,1
S110,bear,lion,0,0,1,0,0
S110,seal,ape,1,1,1,1,1
S110,ferret,frog,1,1,1,1,1
S110,llama,pig,1,1,1,1,1
S110,elk,parrot,1,1,1,1,1
S110,canary,chipmunk,1,1,1,1,1
S110,sheep,buffalo,1,1,1,1,1
S110,shrew,gorilla,1,1,1,1,1
S110,ermine,argali,0,0,1,0,0
S110,ermine,deer,1,1,1,1,1
S110,ostrich,alpaca,1,1,1,1,1
S110,leopard,buffalo,0,0,1,0,0
S110,cat,donkey,1,1,1,1,1
S110,gilamonster,ape,0,0,1,0,0
S110,goldfish,shark,1,1,1,1,1
S110,bumblebee,bunny,1,1,1,1,1
S110,elk,bunny,1,1,1,1,1
S110,turtle,porpoise,1,1,1,1,1
S110,canary,alligator,1,1,1,1,1
S110,capybara,salamander,1,1,1,1,1
S110,bear,tiger,1,1,1,1,1
S110,swordfish,tuna,1,1,1,1,1
S110,fox,stallion,1,1,1,1,1
S110,mink,clownfish,1,1,1,1,1
S110,badger,stallion,1,1,1,1,1
S110,octopus,clownfish,1,1,1,1,1
S110,porpoise,frog,1,1,1,1,1
S110,porpoise,horse,1,1,1,1,1
S110,bumblebee,elephant,1,1,1,1,1
S111,lion,elephant,1,1,1,1,1
S111,horse,rhinoceros,1,1,1,1,1
S111,cheetah,hyena,1,1,0,0,0
S111,horse,giraffe,1,1,0,1,1
S111,rhinoceros,kangaroo,0,0,1,0,1
S111,crocodile,kangaroo,1,1,0,0,0
S111,crocodile,rabbit,1,1,0,1,1
S111,cheetah,dog,1,1,1,1,1
S111,lion,wolf,0,0,1,0,0
S111,horse,kangaroo,0,0,0,1,0
S111,cheetah,rabbit,1,1,1,1,1
S111,elephant,tiger,1,0,0,0,0
S111,cow,bird,0,0,1,1,0
S111,camel,giraffe,1,1,1,1,1
S111,owl,buzzard,1,1,0,0,1
S111,lion,bear,0,0,1,0,0
S111,crocodile,wolf,1,1,0,0,1
S111,owl,cat,0,0,1,0,0
S111,cow,wolf,1,1,0,0,0
S111,owl,cow,1,1,1,1,1
S111,horse,cheetah,1,1,1,1,1
S111,hyena,wolf,1,1,1,1,1
S111,cheetah,bear,1,0,0,1,0
S111,crocodile,hyena,1,1,0,0,0
S111,deer,cat,1,1,1,1,1
S111,dog,cat,1,1,1,1,1
S111,lion,cheetah,0,0,1,0,0
S111,deer,buzzard,1,1,1,1,1
S111,camel,crocodile,1,1,0,1,1
S111,owl,kangaroo,1,1,1,1,1
S111,cat,bird,1,1,1,1,1
S111,bear,wolf,1,1,0,1,1
S111,cat,wolf,0,0,1,0,0
S111,giraffe,dog,1,0,0,0,0
S111,tiger,dog,0,0,1,1,0
S111,rhinoceros,giraffe,1,0,0,0,0
S111,bunny,cow,1,1,1,1,1
S111,cheetah,tiger,1,1,1,1,1
S111,bear,tiger,1,1,1,1,1
S111,lion,hyena,1,1,1,1,1
S111,bird,wolf,1,1,1,1,1
S111,camel,cheetah,0,0,1,0,0
S111,lion,tiger,1,1,1,1,1
S111,camel,rhinoceros,1,1,1,1,1
S111,crocodile,cheetah,0,0,1,1,0
S111,deer,hyena,1,1,0,0,0
S111,deer,bird,1,0,1,1,0
S111,owl,bird,1,1,1,1,1
S111,camel,horse,1,1,1,1,1
S112,mouse,rat,1,1,1,1,1
S112,shark,hamster,0,0,1,0,0
S112,fish,pig,1,1,0,1,1
S112,mouse,snake,1,1,1,1,1
S112,bird,cat,1,0,1,1,1
S112,squirrel,leopard,0,0,1,0,0
S112,coyotee,penguin,0,0,1,1,0
S112,zebra,hippopotamus,1,1,1,1,1
S112,gopher,mole,1,1,1,1,1
S112,scorpion,bee,1,1,1,1,1
S112,fish,octopus,1,1,0,1,1
S112,chicken,wolf,1,1,1,1,1
S112,grasshopper,crab,1,1,1,1,1
S112,tiger,giraffe,1,1,1,1,1
S112,starfish,whale,1,1,0,0,1
S112,sloth,koalabear,1,1,1,1,1
S112,shark,whale,1,1,1,1,1
S112,panther,leopard,1,1,1,1,1
S112,cricket,snake,1,1,0,1,1
S112,monkey,giraffe,1,1,1,1,1
S112,squirrel,bear,1,1,1,1,1
S112,lion,tiger,1,1,1,1,1
S112,lion,leopard,1,1,0,1,1
S112,zebra,leopard,1,1,1,1,1
S112,bee,hornet,1,1,1,1,1
S112,bird,dog,1,1,1,1,0
S112,bird,octopus,1,1,1,1,1
S112,crocodile,giraffe,1,1,1,1,1
S112,gopher,cricket,0,0,1,0,0
S112,spider,koalabear,1,1,1,1,1
S112,grasshopper,beetle,1,1,1,1,1
S112,fish,chicken,1,1,1,1,1
S112,gopher,crab,1,0,0,0,0
S112,sloth,hamster,1,1,1,1,1
S112,panther,cockroach,1,1,0,1,1
S112,bear,penguin,1,1,1,1,1
S112,snake,hamster,1,1,0,1,1
S112,scorpion,coyotee,1,1,0,0,1
S112,beetle,crab,1,1,0,0,1
S112,lobster,starfish,1,1,1,1,1
S112,leopard,hyena,1,1,1,1,1
S112,koalabear,hamster,1,1,1,1,1
S112,seal,penguin,1,1,1,1,1
S112,gopher,prairiedog,0,0,1,0,0
S112,pig,bull,1,0,1,1,0
S112,chicken,bull,1,1,1,1,1
S112,monkey,gorilla,1,1,1,1,1
S112,bull,cow,1,1,1,1,1
S112,gopher,beetle,1,1,1,1,1
S112,prairiedog,mole,1,1,1,1,1
S112,squid,squirrel,1,1,1,1,1
S112,crab,whale,1,1,1,1,1
S112,squid,octopus,1,1,1,1,1
S112,beetle,cricket,0,0,1,0,0
S112,tiger,octopus,1,1,1,0,1
S112,crab,squid,1,1,1,1,1
S112,woodpecker,racoon,1,1,1,1,1
S112,hippopotamus,alligator,1,1,1,1,1
S112,pig,hamster,0,0,1,0,0
S112,sloth,monkey,1,1,1,1,1
S112,pig,cow,1,1,1,1,1
S112,crab,cricket,0,0,0,1,0
S112,panda,cricket,1,1,1,1,1
S112,mouse,cockroach,1,1,1,1,1
S112,squirrel,racoon,1,1,1,1,1
S112,grasshopper,snake,0,0,1,0,0
S112,lion,zebra,0,0,0,1,0
S112,sloth,shark,0,0,1,0,0
S112,panther,bear,1,1,1,1,1
S112,pig,snake,1,1,1,1,1
S112,penguin,gorilla,1,1,1,1,1
S112,scorpion,spider,1,1,1,1,1
S112,squid,tiger,0,0,1,1,0
S112,cricket,tiger,1,1,1,1,1
S112,grasshopper,cricket,1,1,1,1,1
S112,dog,cat,1,1,1,1,1
S112,crocodile,alligator,1,1,1,1,1
S112,wasp,hornet,1,1,1,1,1
S112,bear,wolf,0,0,1,0,0
S112,scorpion,rat,1,1,1,1,1
S112,fox,wolf,1,1,1,1,1
S112,lobster,crab,1,1,1,1,1
S112,bird,squid,1,1,1,1,1
S112,rat,hamster,1,1,1,1,1
S112,panda,penguin,1,1,1,1,1
S112,leopard,racoon,1,1,1,1,1
S112,giraffe,hyena,1,1,1,1,1
S112,scorpion,hamster,0,0,1,0,0
S112,fish,zebra,0,0,1,0,0
S112,mouse,bear,0,0,1,1,0
S112,fish,bull,0,0,1,0,0
S112,woodpecker,hummingbird,1,1,1,1,1
S112,pig,koalabear,0,0,1,0,0
S112,shark,seal,1,1,1,1,1
S112,fox,bear,1,1,1,1,1
S112,prairiedog,snake,1,1,1,1,1
S112,cricket,octopus,0,0,1,0,0
S112,coyotee,bear,1,1,1,1,1
S112,shark,pig,1,1,1,1,1
S112,panther,mouse,0,0,1,0,0
S112,seal,coyotee,1,1,1,1,1
S112,hummingbird,cow,1,1,1,1,1
S112,monkey,penguin,0,0,1,1,0
S112,bear,rat,1,1,1,1,1
S112,grasshopper,octopus,0,0,1,0,0
S112,fish,cat,0,0,1,0,0
S112,alligator,giraffe,0,0,1,0,0
S112,coyotee,wolf,1,1,1,1,1
S112,crab,octopus,0,0,1,0,0
S112,lion,squid,1,1,1,1,1
S113,mouse,rat,1,1,1,1,1
S113,beaver,wolf,1,1,1,1,1
S113,dingo,platypus,1,1,1,1,1
S113,elephant,rat,1,1,1,1,1
S113,panda,walrus,1,0,1,1,1
S113,pig,cheetah,0,0,1,0,0
S113,kangaroo,dingo,1,1,1,1,1
S113,mink,ferret,1,1,1,1,1
S113,possum,koala,1,1,1,1,1
S113,otter,raccoon,0,0,1,0,0
S113,gerbil,kangaroo,1,0,1,1,1
S113,donkey,badger,1,1,1,1,1
S113,platypus,wallaby,1,0,1,1,1
S113,pig,otter,1,1,1,1,1
S113,possum,otter,1,1,1,1,1
S113,wolf,lynx,0,0,0,1,0
S113,antelope,cheetah,1,1,1,1,1
S113,rabbit,hamster,1,1,1,1,1
S113,deer,moose,1,1,1,1,1
S113,cheetah,tiger,1,1,1,1,1
S113,cheetah,lion,1,1,1,1,1
S113,panther,leopard,1,0,0,0,0
S113,panther,tiger,1,1,1,1,1
S113,kangaroo,koala,0,0,1,0,0
S113,gerbil,goat,1,1,1,1,1
S113,mink,beaver,0,0,0,1,0
S113,pony,rat,1,1,1,1,1
S113,mouse,elephant,0,0,1,0,0
S113,pig,sheep,1,1,1,1,1
S113,mink,weasel,1,1,0,1,1
S113,seal,bear,1,1,1,1,1
S113,leopard,tiger,1,1,1,1,1
